STUDY_ID,EVENT_ID,STAT_ID,ORDERED_DEPTH_CODE,SAMPLE_ID,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,LATITUDE,LONGITUDE,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,DEPTH (m),CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLUORESCENCE (ug/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),VAL_QUAL,SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),Station_D,Air Irradiance,Water Irradiance,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments,Data Source
BWQM,WN171,F13,A,WN171034,0.58,1.58,42.2694244,-70.732788,2/18/17 08:06,A,1.61,29.95,10.43,2.137,1.224,97.39,8.04,,32.52,25.87,3.386,1.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,B,WN171033,4.6,5.6,42.2693557,-70.7329025,2/18/17 08:06,B,5.63,29.99,10.42,9.371,1.815,97.38,8.027,,32.52,25.87,3.425,1.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,C,WN171032,9.96,10.96,42.2692832,-70.7330398,2/18/17 08:06,C,11.0,30.15,10.36,6.48,1.673,97.19,8.001,,32.55,25.88,3.592,1.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,D,WN171031,15.75,16.75,42.2692337,-70.7331695,2/18/17 08:06,D,16.75,30.25,10.33,4.057,1.517,97.18,7.973,,32.57,25.88,3.69,1.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,E,WN171030,21.84,22.84,42.2691574,-70.7333908,2/18/17 08:06,E,22.79,30.36,10.31,3.527,1.476,97.26,7.922,,32.59,25.89,3.794,1.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,E,WN171044,29.52,30.52,42.1709518,-70.5757293,2/18/17 09:01,E,30.57,31.2,10.19,2.973,1.429,98.17,8.19,,32.78,25.96,4.586,0.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,C,WN171046,14.1,15.1,42.1711006,-70.5754089,2/18/17 09:01,C,15.12,31.22,10.2,3.724,1.492,98.27,8.203,,32.79,25.96,4.614,0.8718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,D,WN171045,22.08,23.08,42.1710205,-70.5755691,2/18/17 09:01,D,23.08,31.19,10.2,3.015,1.432,98.17,8.196,,32.78,25.96,4.58,0.8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,A,WN171048,0.52,1.52,42.1713256,-70.5750656,2/18/17 09:01,A,1.5,31.25,10.21,0.7567,0.8509,98.55,8.211,,32.79,25.96,4.662,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,B,WN171047,6.0,7.0,42.1712112,-70.5752334,2/18/17 09:01,B,7.02,31.23,10.2,3.901,1.505,98.36,8.208,,32.79,25.96,4.628,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,A,WN171056,0.7,1.7,42.2435111,-70.6367645,2/18/17 09:33,A,1.64,31.08,10.22,4.282,0.6513,98.17,8.222,,32.77,25.96,4.476,0.9973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,B,WN171055,7.16,8.16,42.243412,-70.6368713,2/18/17 09:33,B,8.17,31.08,10.2,7.188,1.629,97.98,8.22,,32.77,25.96,4.476,0.9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,C,WN171054,14.16,15.16,42.2433395,-70.6369552,2/18/17 09:33,C,15.07,31.09,10.18,4.738,1.566,97.79,8.215,,32.77,25.96,4.478,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,D,WN171053,20.99,21.99,42.2432289,-70.6370468,2/18/17 09:33,D,21.96,31.1,10.18,3.69,1.489,97.79,8.213,,32.77,25.97,4.484,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,E,WN171052,26.78,27.78,42.2431449,-70.6371612,2/18/17 09:33,E,27.67,31.11,10.18,3.185,1.447,97.79,8.21,,32.77,25.96,4.493,1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,E,WN171060,34.03,35.03,42.3158645,-70.728157,2/18/17 10:05,E,35.04,31.39,10.15,3.027,1.434,98.26,8.227,,32.8,25.95,4.794,0.8361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,D,WN171061,24.95,25.95,42.3159217,-70.7282257,2/18/17 10:05,D,25.95,31.37,10.15,2.626,1.397,98.26,8.231,,32.79,25.95,4.78,0.8319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,A,WN171064,0.58,1.58,42.316082,-70.7281875,2/18/17 10:05,A,1.57,31.15,10.23,5.802,0.6528,98.55,8.238,,32.72,25.91,4.613,0.8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,B,WN171063,8.74,9.74,42.3160362,-70.7282333,2/18/17 10:05,B,9.68,31.19,10.2,5.57,1.619,98.27,8.238,,32.74,25.92,4.629,0.8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,C,WN171062,17.09,18.09,42.3159637,-70.7282562,2/18/17 10:05,C,17.97,31.34,10.16,2.872,1.42,98.26,8.233,,32.79,25.95,4.754,0.8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,A,WN171073,0.58,1.58,42.357666,-70.7051849,2/18/17 10:36,A,1.65,31.64,10.05,4.919,0.6718,98.05,8.225,,32.81,25.93,5.093,0.7173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,B,WN171072,12.34,13.34,42.3575439,-70.7052764,2/18/17 10:36,B,13.37,31.62,10.04,2.77,1.41,97.86,8.223,,32.81,25.93,5.063,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,C,WN171071,24.58,25.58,42.3574218,-70.705368,2/18/17 10:36,C,25.62,31.62,10.01,2.514,1.386,97.56,8.221,,32.81,25.93,5.058,0.7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,D,WN171070,34.88,35.88,42.3572998,-70.7055282,2/18/17 10:36,D,35.81,31.61,10.0,1.658,1.296,97.37,8.219,,32.81,25.93,5.046,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,E,WN17106F,46.09,47.09,42.3571815,-70.7056579,2/18/17 10:36,E,47.12,31.6,10.01,1.85,1.317,97.47,8.218,,32.81,25.93,5.028,0.7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,A,WN171082,0.76,1.76,42.3667144,-70.7758941,2/18/17 11:08,A,1.81,31.22,10.24,2.344,0.6354,98.94,8.225,,32.65,25.84,4.759,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,B,WN171081,4.78,5.78,42.3665809,-70.7760391,2/18/17 11:08,B,5.74,31.17,10.24,8.158,1.308,98.84,8.224,,32.65,25.85,4.705,0.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,C,WN171080,8.74,9.74,42.3664283,-70.7762222,2/18/17 11:08,C,9.75,31.15,10.16,5.445,1.582,97.97,8.219,,32.68,25.87,4.651,0.8342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,D,WN17107E,13.98,14.98,42.3662185,-70.7764358,2/18/17 11:08,D,14.92,31.19,10.08,2.552,1.39,97.2,8.217,,32.72,25.91,4.651,0.8585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,E,WN17107D,18.43,19.43,42.3661308,-70.7765274,2/18/17 11:08,E,19.44,31.19,10.08,1.649,1.294,97.2,8.216,,32.72,25.91,4.649,0.8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,E,WN17108C,30.98,31.98,42.3883628,-70.7853622,2/18/17 11:39,E,31.98,31.34,10.1,2.343,1.369,97.77,8.214,,32.74,25.91,4.797,0.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,C,WN17108E,15.81,16.81,42.3886108,-70.7852401,2/18/17 11:39,C,16.88,31.25,10.1,2.963,1.428,97.68,8.216,,32.62,25.81,4.819,0.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,D,WN17108D,23.24,24.24,42.3884925,-70.7852935,2/18/17 11:39,D,24.16,31.32,10.11,2.296,1.365,97.87,8.217,,32.69,25.86,4.831,0.8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,A,WN171090,0.58,1.58,42.3888969,-70.7851181,2/18/17 11:39,A,1.53,31.19,10.11,3.787,0.8177,97.87,8.213,,32.53,25.74,4.853,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,B,WN17108F,8.07,9.07,42.3887863,-70.7851638,2/18/17 11:39,B,9.05,31.21,10.11,5.115,1.591,97.78,8.213,,32.57,25.77,4.83,0.8506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,A,WN1710A2,1.01,2.01,42.4816284,-70.6164932,2/18/17 12:20,A,2.01,31.63,10.09,1.959,0.575,98.44,8.222,,32.79,25.91,5.107,0.7358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,B,WN1710A1,16.05,17.05,42.4814491,-70.6166305,2/18/17 12:20,B,17.05,31.58,10.05,2.708,1.405,97.86,8.22,,32.79,25.92,5.04,0.7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,C,WN1710A0,35.92,36.92,42.4812088,-70.616806,2/18/17 12:20,C,37.09,31.59,10.01,1.69,1.299,97.47,8.216,,32.79,25.92,5.041,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,D,WN17109F,56.82,57.82,42.4809989,-70.6169433,2/18/17 12:20,D,57.95,31.62,9.97,2.22,1.357,97.08,8.212,,32.8,25.92,5.054,0.7903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,E,WN17109E,75.16,76.16,42.4807319,-70.617073,2/18/17 12:20,E,76.32,32.03,9.8,0.2416,1.094,96.36,8.202,,32.9,25.97,5.414,0.9104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,A,WN1710B0,0.58,1.58,42.4448547,-70.7366104,2/18/17 12:54,A,1.5,31.58,10.19,4.255,0.6048,99.22,8.241,,32.8,25.92,5.035,0.7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,B,WN1710AF,11.85,12.85,42.4446372,-70.7366867,2/18/17 12:54,B,12.92,31.52,10.14,3.972,1.511,98.54,8.239,,32.8,25.93,4.965,0.8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,C,WN1710AE,23.55,24.55,42.4444503,-70.7367095,2/18/17 12:54,C,24.38,31.52,10.11,2.737,1.407,98.25,8.237,,32.79,25.93,4.951,0.8072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,D,WN1710AD,34.33,35.33,42.4442558,-70.7367858,2/18/17 12:54,D,35.2,31.52,10.1,2.143,1.349,98.15,8.236,,32.8,25.93,4.951,0.8119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,E,WN1710AC,45.48,46.48,42.4440269,-70.7368545,2/18/17 12:54,E,46.78,31.53,10.08,2.082,1.343,97.96,8.237,,32.8,25.93,4.951,0.8124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,E,WN1710BA,27.39,28.39,42.4197196,-70.8656845,2/18/17 13:34,E,28.34,31.0,10.22,3.335,1.46,97.99,8.233,,32.69,25.91,4.445,0.9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,C,WN1710BC,13.62,14.62,42.4200363,-70.8655471,2/18/17 13:34,C,14.39,31.01,10.29,4.247,1.531,98.75,8.238,,32.69,25.9,4.472,0.9791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,D,WN1710BB,20.13,21.13,42.4198608,-70.8656082,2/18/17 13:34,D,21.25,30.99,10.24,3.015,1.432,98.18,8.234,,32.69,25.91,4.443,0.9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,A,WN1710BE,0.82,1.82,42.4203414,-70.8653945,2/18/17 13:34,A,1.71,31.1,10.34,3.091,0.6687,99.52,8.244,,32.69,25.89,4.582,0.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,B,WN1710BD,7.58,8.58,42.4201545,-70.8654861,2/18/17 13:34,B,8.46,31.02,10.31,5.193,1.596,98.94,8.239,,32.69,25.9,4.483,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,A,WN1710CC,0.76,1.76,42.3397026,-70.9422225,2/18/17 14:10,A,1.75,28.87,10.54,0.9789,0.8338,96.08,8.223,,32.0,25.52,2.6,2.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,B,WN1710CB,5.15,6.15,42.3396415,-70.9421539,2/18/17 14:10,B,6.19,28.92,10.5,7.991,1.752,95.8,8.223,,32.05,25.56,2.609,2.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,C,WN1710CA,11.36,12.36,42.3395767,-70.9421234,2/18/17 14:10,C,12.43,28.99,10.49,7.915,1.748,95.8,8.226,,32.09,25.59,2.648,2.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,D,WN1710C9,17.27,18.27,42.3394775,-70.9420166,2/18/17 14:10,D,18.27,29.32,10.49,5.105,1.59,96.5,8.227,,32.25,25.7,2.895,2.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,E,WN1710C8,22.82,23.82,42.3394241,-70.9419784,2/18/17 14:10,E,23.79,29.66,10.46,2.651,1.399,96.94,8.223,,32.4,25.8,3.149,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,B,WN172072,5.83,6.83,42.2679901,-70.7363128,3/25/17 06:47,B,6.81,30.06,10.71,1.944,1.508,100.3,8.272,,32.53,25.87,3.51,0.9897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,A,WN172073,0.4,1.4,42.2678871,-70.7363204,3/25/17 06:47,A,1.36,30.02,10.72,1.973,1.53,100.3,8.277,,32.52,25.86,3.478,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,C,WN172071,10.88,11.88,42.2680473,-70.7362899,3/25/17 06:47,C,11.95,30.06,10.67,1.759,1.372,99.91,8.27,,32.53,25.87,3.502,0.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,D,WN172070,17.16,18.16,42.2680892,-70.7362213,3/25/17 06:47,D,18.1,30.14,10.59,1.3,1.028,99.25,8.266,,32.57,25.9,3.554,0.9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,E,WN17206F,23.31,24.31,42.2681465,-70.7361907,3/25/17 06:47,E,24.38,30.18,10.59,1.235,0.9795,99.34,8.264,,32.58,25.9,3.591,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,C,WN17207F,14.29,15.29,42.1699218,-70.5775985,3/25/17 07:27,C,15.17,30.51,10.6,1.279,1.012,100.3,8.279,,32.66,25.93,3.912,0.6763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,D,WN17207E,22.03,23.03,42.1700973,-70.5774993,3/25/17 07:27,D,23.0,30.54,10.57,1.233,0.9779,100.1,8.276,,32.67,25.94,3.937,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,A,WN172081,0.34,1.34,42.1696472,-70.5776824,3/25/17 07:27,A,1.33,30.44,10.63,1.341,1.06,100.5,8.285,,32.63,25.92,3.86,0.6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,B,WN172080,6.74,7.74,42.1697807,-70.5776443,3/25/17 07:27,B,7.79,30.48,10.61,1.307,1.034,100.4,8.281,,32.65,25.93,3.889,0.6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,E,WN17207D,28.92,29.92,42.1701889,-70.5774078,3/25/17 07:27,E,29.88,30.61,10.53,0.8888,0.7136,99.81,8.27,,32.69,25.95,3.982,0.6403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,E,WN17208B,33.42,34.42,42.2419624,-70.6379318,3/25/17 07:58,E,34.5,30.63,10.49,1.106,0.8812,99.53,8.273,,32.68,25.94,4.01,0.6555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,C,WN17208D,17.28,18.28,42.2416458,-70.6380233,3/25/17 07:58,C,18.23,30.36,10.64,1.416,1.116,100.4,8.282,,32.61,25.91,3.776,0.7561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,D,WN17208C,24.83,25.83,42.2417793,-70.6379547,3/25/17 07:58,D,25.91,30.44,10.6,1.214,0.9634,100.2,8.281,,32.63,25.92,3.848,0.7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,B,WN17208E,8.81,9.81,42.2415161,-70.6380691,3/25/17 07:58,B,9.78,30.35,10.65,1.504,1.182,100.4,8.285,,32.61,25.91,3.768,0.7624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,A,WN17208F,0.59,1.59,42.2413978,-70.638153,3/25/17 07:58,A,1.57,30.35,10.66,1.464,1.085,100.5,8.286,,32.61,25.91,3.77,0.7602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,A,WN17209D,0.34,1.34,42.3145217,-70.7286224,3/25/17 08:26,A,1.4,30.67,10.56,0.9046,0.7259,100.4,8.29,,32.69,25.94,4.078,0.6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,B,WN17209C,9.79,10.79,42.3146362,-70.7285537,3/25/17 08:26,B,10.89,30.67,10.56,0.9721,0.7781,100.4,8.288,,32.69,25.94,4.068,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,C,WN17209B,19.29,20.29,42.3147201,-70.7285003,3/25/17 08:26,C,20.27,30.67,10.55,0.9983,0.7982,100.3,8.285,,32.69,25.94,4.069,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,D,WN17209A,28.31,29.31,42.3148384,-70.7284317,3/25/17 08:26,D,29.27,30.69,10.53,0.9543,0.7643,100.1,8.284,,32.69,25.95,4.075,0.6361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,E,WN172099,36.23,37.23,42.314949,-70.7283859,3/25/17 08:26,E,37.15,30.69,10.51,1.049,0.8368,99.9,8.28,,32.7,25.95,4.076,0.6529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,E,WN1720A7,47.13,48.13,42.3563308,-70.7069473,3/25/17 08:51,E,48.13,30.73,10.45,0.8356,0.6723,99.43,8.284,,32.71,25.96,4.106,0.6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,D,WN1720A8,35.86,36.86,42.3562202,-70.7070465,3/25/17 08:51,D,36.84,30.73,10.48,0.9074,0.728,99.71,8.285,,32.71,25.95,4.111,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,C,WN1720A9,24.16,25.16,42.3561248,-70.7071533,3/25/17 08:51,C,25.25,30.72,10.51,0.9157,0.7344,100.0,8.289,,32.71,25.95,4.109,0.6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,B,WN1720AA,12.53,13.53,42.356018,-70.7072677,3/25/17 08:51,B,13.54,30.71,10.52,1.01,0.8073,100.1,8.29,,32.71,25.95,4.096,0.6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,A,WN1720AB,0.59,1.59,42.3558998,-70.7073822,3/25/17 08:51,A,1.4,30.69,10.53,1.14,0.6853,100.1,8.294,,32.7,25.95,4.092,0.6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,A,WN1720B9,0.16,1.16,42.3641548,-70.7779159,3/25/17 09:19,A,1.1,30.37,10.6,1.449,0.7394,100.4,8.275,,32.43,25.74,3.982,0.7475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,B,WN1720B8,6.43,7.43,42.3642578,-70.7777938,3/25/17 09:19,B,7.47,30.37,10.61,1.594,1.25,100.4,8.275,,32.48,25.79,3.925,0.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,C,WN1720B7,11.98,12.98,42.3643264,-70.7776489,3/25/17 09:19,C,13.07,30.37,10.61,1.484,1.168,100.3,8.275,,32.5,25.81,3.899,0.7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,D,WN1720B6,18.56,19.56,42.3645057,-70.7774734,3/25/17 09:19,D,19.42,30.42,10.54,1.15,0.9144,99.62,8.271,,32.56,25.86,3.894,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,E,WN1720B5,25.08,26.08,42.3646202,-70.7773437,3/25/17 09:19,E,26.03,30.47,10.51,1.049,0.8372,99.43,8.267,,32.6,25.88,3.918,0.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,E,WN1720C3,33.3,34.3,42.3871536,-70.7859954,3/25/17 09:48,E,34.2,30.48,10.53,1.064,0.8486,99.72,8.271,,32.59,25.87,3.936,0.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,D,WN1720C4,26.11,27.11,42.3870925,-70.786026,3/25/17 09:48,D,27.09,30.44,10.54,1.234,0.9782,99.72,8.271,,32.55,25.85,3.926,0.6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,A,WN1720C7,0.28,1.28,42.3867874,-70.7863616,3/25/17 09:48,A,1.44,30.34,10.55,1.615,0.7606,99.91,8.268,,32.37,25.7,4.001,0.7458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
