STUDY_ID,EVENT_ID,STAT_ID,ORDERED_DEPTH_CODE,SAMPLE_ID,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,LATITUDE,LONGITUDE,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,DEPTH (m),CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLUORESCENCE (ug/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),VAL_QUAL,SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),Station_D,Air Irradiance,Water Irradiance,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments,Data Source
ARRS,AF195,F13,A,AF19504A,0.71,1.71,42.2683333,-70.735,6/27/19 08:05,A,1.74,37.29,9.86,2.874,1.874,117.1,,,30.14,22.29,14.72,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F13,10,AF195049,9.11,10.11,42.2683333,-70.735,6/27/19 08:05,10,10.12,34.06,9.08,4.408,4.578,97.95,,,30.93,23.78,9.973,1.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F13,20,AF195048,19.04,20.04,42.2683333,-70.735,6/27/19 08:05,20,20.17,32.22,8.16,0.6082,0.8346,83.01,,,31.37,24.52,7.285,0.8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF4,E,AF195055,20.51,21.51,42.21997,-70.69553,6/27/19 08:29,E,21.48,32.34,7.36,0.6001,0.8264,75.26,,,31.33,24.46,7.483,0.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF4,10,AF195056,8.93,9.93,42.21997,-70.69553,6/27/19 08:29,10,9.98,35.1,8.97,4.333,4.505,99.78,,,30.73,23.38,11.43,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F05,A,AF195062,0.89,1.89,42.1386667,-70.65,6/27/19 08:58,A,1.87,37.62,9.93,2.23,1.498,117.9,,,30.5,22.58,14.64,1.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F05,10,AF195061,8.93,9.93,42.1386667,-70.65,6/27/19 08:58,10,9.91,35.83,9.53,4.22,4.397,108.2,,,30.63,23.12,12.4,1.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F05,E,AF195060,17.34,18.34,42.1386667,-70.65,6/27/19 08:58,E,18.32,33.02,8.13,1.62,1.853,84.78,,,31.22,24.25,8.401,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF1,A,AF19506E,0.95,1.95,42.02788,-70.55467,6/27/19 09:38,A,1.97,39.73,8.98,1.913,1.115,112.4,,,30.29,21.83,17.32,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF1,10,AF19506D,9.11,10.11,42.02788,-70.55467,6/27/19 09:38,10,10.07,34.6,9.86,4.268,4.443,107.9,,,30.9,23.64,10.65,1.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF1,20,AF19506C,19.41,20.41,42.02788,-70.55467,6/27/19 09:38,20,20.32,32.42,8.84,1.422,1.655,90.39,,,31.44,24.55,7.454,0.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF1,E,AF19506B,26.54,27.54,42.02788,-70.55467,6/27/19 09:38,E,27.7,31.75,8.46,0.2454,0.4636,84.52,,,31.64,24.85,6.432,0.7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF2,A,AF19507C,0.77,1.77,42.09879,-70.52724,6/27/19 10:05,A,1.78,39.96,8.89,1.985,1.038,112.0,,,30.25,21.72,17.64,1.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF2,10,AF19507B,8.99,9.99,42.09879,-70.52724,6/27/19 10:05,10,9.96,35.17,10.17,3.692,3.887,113.1,,,30.78,23.41,11.45,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF2,E,AF195079,35.68,36.68,42.09879,-70.52724,6/27/19 10:05,E,36.7,31.57,8.81,0.2158,0.4332,87.31,,,31.77,25.0,6.068,0.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF2,20,AF19507A,19.47,20.47,42.09879,-70.52724,6/27/19 10:05,20,20.31,32.02,8.98,0.6048,0.8311,90.62,,,31.53,24.71,6.869,0.7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F06,20,AF195086,18.98,19.98,42.1706667,-70.5766667,6/27/19 10:32,20,19.92,32.12,8.35,0.8423,1.072,84.6,,,31.47,24.63,7.056,0.7801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F06,10,AF195087,8.87,9.87,42.1706667,-70.5766667,6/27/19 10:32,10,9.95,33.3,8.65,4.528,4.693,91.15,,,31.11,24.1,8.863,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F06,E,AF195085,29.52,30.52,42.1706667,-70.5766667,6/27/19 10:32,E,30.65,31.66,8.62,0.2707,0.4896,85.77,,,31.71,24.92,6.25,0.7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F06,A,AF195088,0.95,1.95,42.1706667,-70.5766667,6/27/19 10:32,A,2.0,38.06,9.87,2.172,0.9228,118.5,,,30.48,22.45,15.18,1.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F10,A,AF195094,0.77,1.77,42.2423333,-70.6373333,6/27/19 11:01,A,1.82,38.16,10.08,2.463,1.028,122.3,,,30.07,22.0,15.81,1.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F10,10,AF195093,9.11,10.11,42.2423333,-70.6373333,6/27/19 11:01,10,10.15,34.57,10.07,7.191,7.221,110.3,,,30.81,23.56,10.71,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F10,20,AF195092,19.11,20.11,42.2423333,-70.6373333,6/27/19 11:01,20,20.23,31.88,9.29,0.4837,0.7077,93.27,,,31.57,24.76,6.673,0.6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F10,E,AF195091,30.38,31.38,42.2423333,-70.6373333,6/27/19 11:01,E,31.33,31.64,8.55,0.3193,0.5395,85.16,,,31.66,24.88,6.285,0.7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F17,20,AF1950A8,18.8,19.8,42.3458333,-70.5705,6/27/19 11:36,20,19.88,32.94,10.87,2.119,2.349,112.4,,,31.56,24.59,7.935,0.7221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F17,10,AF1950A9,9.17,10.17,42.3458333,-70.5705,6/27/19 11:36,10,10.08,37.97,9.2,1.493,1.726,110.8,,,30.22,22.21,15.39,0.8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F17,E,AF1950A7,69.08,70.08,42.3458333,-70.5705,6/27/19 11:36,E,70.05,31.25,8.99,0.2278,0.4455,87.79,,,32.08,25.32,5.357,1.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F17,A,AF1950AA,0.95,1.95,42.3458333,-70.5705,6/27/19 11:36,A,1.94,38.64,8.97,1.481,0.5405,109.7,,,30.22,22.03,16.17,0.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF6,A,AF1950B8,1.01,2.01,42.40335,-70.50163,6/27/19 12:19,A,1.94,37.71,9.91,2.766,1.291,119.1,,,30.06,22.1,15.32,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF6,10,AF1950B7,9.42,10.42,42.40335,-70.50163,6/27/19 12:19,10,10.27,35.66,10.37,5.6,5.717,117.8,,,30.35,22.88,12.56,1.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF6,20,AF1950B6,19.04,20.04,42.40335,-70.50163,6/27/19 12:19,20,19.99,32.79,10.64,1.375,1.608,109.4,,,31.66,24.7,7.651,0.7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF6,E,AF1950B5,85.59,86.59,42.40335,-70.50163,6/27/19 12:19,E,86.6,30.8,7.98,0.1023,0.3163,76.66,,,32.26,25.54,4.628,2.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF8,E,AF1950C4,54.57,55.57,42.54019,-70.54553,6/27/19 13:06,E,55.49,31.5,9.31,0.4168,0.6394,92.0,,,31.82,25.05,5.929,0.7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF8,A,AF1950C7,0.77,1.77,42.54019,-70.54553,6/27/19 13:06,A,1.68,38.08,9.69,2.998,1.555,117.3,,,30.1,22.05,15.69,1.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF8,10,AF1950C6,9.17,10.17,42.54019,-70.54553,6/27/19 13:06,10,10.08,34.74,10.37,3.55,3.749,113.8,,,30.93,23.65,10.76,0.9938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF8,20,AF1950C5,19.29,20.29,42.54019,-70.54553,6/27/19 13:06,20,20.3,32.32,9.94,1.019,1.25,101.0,,,31.56,24.69,7.199,0.6956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF9,E,AF1950D0,39.82,40.82,42.58754,-70.60224,6/27/19 13:32,E,40.43,31.66,9.27,0.244,0.4623,92.15,,,31.75,24.97,6.193,0.7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF9,20,AF1950D1,19.17,20.17,42.58754,-70.60224,6/27/19 13:32,20,20.32,32.26,9.64,0.7512,0.9799,98.17,,,31.39,24.54,7.316,0.6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF9,A,AF1950D3,0.77,1.77,42.58754,-70.60224,6/27/19 13:32,A,1.65,38.06,9.7,3.014,1.548,118.0,,,29.86,21.81,15.98,1.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,AF9,10,AF1950D2,9.17,10.17,42.58754,-70.60224,6/27/19 13:32,10,9.92,36.62,9.9,4.673,4.832,115.4,,,30.25,22.56,13.8,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F22,A,AF1950DF,0.64,1.64,42.4798333,-70.6176667,6/27/19 14:08,A,1.68,37.86,10.29,2.802,1.426,124.9,,,29.73,21.72,15.92,1.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F22,10,AF1950DE,8.87,9.87,42.4798333,-70.6176667,6/27/19 14:08,10,10.01,35.65,10.82,6.048,6.142,123.8,,,30.02,22.54,12.96,1.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F22,20,AF1950DD,19.29,20.29,42.4798333,-70.6176667,6/27/19 14:08,20,20.49,32.88,9.62,0.8126,1.042,100.1,,,31.13,24.19,8.343,0.6904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F22,E,AF1950DC,74.62,75.62,42.4798333,-70.6176667,6/27/19 14:08,E,75.57,31.0,8.05,0.1845,0.4011,77.93,,,32.18,25.44,4.945,3.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N04,20,AF1950E9,18.8,19.8,42.4438333,-70.7365,6/27/19 14:41,20,19.94,31.84,9.11,0.6609,0.8882,91.47,,,31.51,24.71,6.684,0.6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N04,A,AF1950EB,0.77,1.77,42.4438333,-70.7365,6/27/19 14:41,A,1.72,38.69,9.19,1.707,0.9173,112.8,,,30.15,21.95,16.33,1.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N04,10,AF1950EA,8.93,9.93,42.4438333,-70.7365,6/27/19 14:41,10,9.77,35.28,10.29,3.229,3.437,115.4,,,30.57,23.18,11.83,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N04,E,AF1950E8,46.34,47.34,42.4438333,-70.7365,6/27/19 14:41,E,47.36,31.43,8.47,0.2061,0.4233,83.45,,,31.88,25.11,5.79,1.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N01,A,AF1950F7,0.52,1.52,42.4193333,-70.8645,6/27/19 15:13,A,1.66,38.66,10.31,3.376,2.596,127.4,,,29.74,21.51,16.85,1.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N01,10,AF1950F6,9.3,10.3,42.4193333,-70.8645,6/27/19 15:13,10,10.03,35.23,8.87,2.783,3.002,98.78,,,30.82,23.44,11.47,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N01,20,AF1950F5,19.17,20.17,42.4193333,-70.8645,6/27/19 15:13,20,20.19,32.39,8.78,0.5649,0.7905,89.78,,,31.39,24.51,7.47,0.7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,N01,E,AF1950F4,27.7,28.7,42.4193333,-70.8645,6/27/19 15:13,E,28.73,31.66,8.57,0.2511,0.4694,85.36,,,31.66,24.88,6.297,0.9068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F23,A,AF195102,0.64,1.64,42.3391667,-70.942,6/27/19 15:43,A,1.73,38.46,9.6,4.695,3.695,116.9,,,30.2,22.06,15.99,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F23,10,AF195101,8.63,9.63,42.3391667,-70.942,6/27/19 15:43,10,9.73,38.39,9.59,3.583,3.781,116.7,,,30.22,22.1,15.89,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF195,F23,E,AF195100,21.85,22.85,42.3391667,-70.942,6/27/19 15:43,E,23.02,37.06,9.11,2.728,2.948,106.8,,,30.47,22.69,14.02,4.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
,BH,SG1,,,,,42.346533,-70.960667,7/02/19 00:00,,1.0,,,,,,,,26.6,,19.5,,SG1-2,,,2026.3315145550675,1852.0675526575712,19.5,11.0,8.13453739449266,432.44117028290856,433.9220321837878,1704.346407031098,132.84750782272226,14.873621820619835,53.18651841791028,3.1138665564697243,0.0,0.0,12.14489453436943,3.359102125666788,2.1281231053375578,443.6974597456793,Y,,,,,,,,,,,ToRies_Labprocessed2019_sharedSeaGlass
,BH,SG1,,,,,42.346533,-70.960667,7/02/19 00:00,,8.0,,,,,,,,28.0,,18.6,,SG1-3,,,2035.750533186297,1864.7656074772676,18.600000381469727,18.0,8.115313644064708,446.24376759757286,447.7891861003442,1719.5866203163805,129.55197368312548,15.627060318528862,54.22702695775063,2.8435294430679545,0.0,0.0,12.23278503759772,3.2362066379556955,2.0573982429152062,457.30692125734953,N,,,,,,,,,,,ToRies_Labprocessed2019_sharedSeaGlass
,BH,SG1,,,,,42.346533,-70.960667,7/02/19 00:00,,1.0,,,,,,,,26.6,,19.5,,SG1-1,,,2018.9065222085344,1850.80176554738,19.5,11.0,8.120328936742775,447.4307145628287,448.96290701815343,1706.6659199276903,128.74665241963663,15.389180532888536,51.74407538260529,3.013643557765641,0.0,0.0,12.3330088147471,3.255410364132659,2.062430302529388,459.0771765182403,Y,,,,,,,,,,,ToRies_Labprocessed2019_sharedSeaGlass
ARRS,AF196,N10,10,AF196019,9.23,10.23,42.3315,-70.834,7/10/19 06:25,10,10.23,36.72,8.71,3.509,4.354,101.0,,,30.64,22.94,13.42,1.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N10,E,AF196017,23.19,24.19,42.3315,-70.834,7/10/19 06:25,E,24.18,32.21,8.54,0.1065,0.5029,86.79,,,31.4,24.56,7.237,0.9459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N10,20,AF196018,19.17,20.17,42.3315,-70.834,7/10/19 06:25,20,20.12,32.19,8.54,0.116,0.5139,86.79,,,31.4,24.55,7.227,0.9479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N10,A,AF19601A,0.77,1.77,42.3315,-70.834,7/10/19 06:25,A,1.76,40.49,9.47,2.168,1.953,120.8,,,30.19,21.51,18.33,1.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N18,A,AF196026,0.83,1.83,42.3658333,-70.7776667,7/10/19 06:48,A,1.84,40.69,9.68,1.389,1.78,123.9,,,30.19,21.47,18.54,1.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N18,10,AF196025,9.11,10.11,42.3658333,-70.7776667,7/10/19 06:48,10,10.15,35.47,8.69,3.414,4.247,97.42,,,30.8,23.37,11.78,1.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N18,20,AF196024,19.17,20.17,42.3658333,-70.7776667,7/10/19 06:48,20,20.11,32.89,9.42,0.4697,0.92,97.82,,,31.27,24.32,8.193,0.6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N18,E,AF196023,22.52,23.52,42.3658333,-70.7776667,7/10/19 06:48,E,23.63,32.27,9.08,0.1445,0.5467,92.37,,,31.44,24.58,7.275,0.7214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N07,10,AF196033,9.11,10.11,42.3563333,-70.7061667,7/10/19 07:14,10,10.19,36.05,10.69,4.148,5.066,121.9,,,30.67,23.12,12.6,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N07,E,AF196031,44.76,45.76,42.3563333,-70.7061667,7/10/19 07:14,E,45.85,31.67,9.02,-0.0323,0.3429,89.66,,,31.8,25.01,6.159,1.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N07,A,AF196034,0.95,1.95,42.3563333,-70.7061667,7/10/19 07:14,A,1.96,41.64,9.11,1.575,1.009,119.9,,,29.9,20.87,20.02,1.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,N07,20,AF196032,19.23,20.23,42.3563333,-70.7061667,7/10/19 07:14,20,20.14,32.58,8.73,0.1826,0.5905,89.63,,,31.42,24.51,7.654,0.7361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F15,10,AF19603F,9.05,10.05,42.3155,-70.7276667,7/10/19 07:36,10,10.05,36.83,9.24,3.221,4.031,107.4,,,30.65,22.92,13.54,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F15,E,AF19603D,35.92,36.92,42.3155,-70.7276667,7/10/19 07:36,E,37.0,31.76,8.8,-0.0107,0.3679,87.82,,,31.73,24.92,6.351,1.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F15,20,AF19603E,18.98,19.98,42.3155,-70.7276667,7/10/19 07:36,20,20.02,33.0,8.07,0.346,0.7782,84.06,,,31.29,24.32,8.309,0.8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F13,20,AF19604A,18.8,19.8,42.2683333,-70.735,7/10/19 07:56,20,19.84,33.75,9.61,0.6415,1.117,102.2,,,31.22,24.12,9.264,0.7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F13,E,AF196049,23.19,24.19,42.2683333,-70.735,7/10/19 07:56,E,24.21,33.42,9.41,0.3964,0.8359,99.05,,,31.3,24.25,8.784,0.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F13,10,AF19604B,9.05,10.05,42.2683333,-70.735,7/10/19 07:56,10,10.04,36.25,9.61,2.697,3.443,110.0,,,30.77,23.17,12.72,0.9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF4,10,AF196056,9.23,10.23,42.21997,-70.69553,7/10/19 08:19,10,10.2,34.79,9.64,1.132,1.675,105.7,,,31.06,23.77,10.67,0.8549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF4,E,AF196055,21.12,22.12,42.21997,-70.69553,7/10/19 08:19,E,22.19,33.88,10.19,0.828,1.33,108.8,,,31.24,24.12,9.394,0.7632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF4,A,AF196057,0.71,1.71,42.21997,-70.69553,7/10/19 08:19,A,1.75,41.07,8.69,3.191,1.948,112.6,,,30.03,21.18,19.2,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F05,A,AF196062,0.95,1.95,42.1386667,-70.65,7/10/19 08:49,A,1.89,41.76,8.8,2.139,1.131,115.8,,,30.03,20.98,19.98,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F05,10,AF196061,9.36,10.36,42.1386667,-70.65,7/10/19 08:49,10,10.28,34.24,9.1,0.6197,1.063,98.17,,,31.15,23.96,9.925,0.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,F05,E,AF196060,15.69,16.69,42.1386667,-70.65,7/10/19 08:49,E,16.69,33.66,9.5,0.5883,1.056,100.6,,,31.29,24.21,9.081,0.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF1,10,AF19606D,9.23,10.23,42.02788,-70.55467,7/10/19 09:29,10,10.21,36.1,10.38,4.176,5.097,117.8,,,30.93,23.37,12.34,1.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF1,E,AF19606B,23.98,24.98,42.02788,-70.55467,7/10/19 09:29,E,25.01,32.24,9.79,0.3904,0.8291,99.09,,,31.68,24.81,6.966,0.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF1,20,AF19606C,18.92,19.92,42.02788,-70.55467,7/10/19 09:29,20,19.93,32.53,9.88,0.6253,1.098,100.9,,,31.61,24.69,7.402,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF2,E,AF196077,35.8,36.8,42.09879,-70.52724,7/10/19 09:54,E,36.79,31.96,9.64,0.1594,0.5638,96.79,,,31.69,24.86,6.629,0.6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF2,20,AF196078,19.17,20.17,42.09879,-70.52724,7/10/19 09:54,20,20.13,32.97,10.58,0.9839,1.507,109.4,,,31.58,24.6,7.94,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF2,10,AF196079,9.23,10.23,42.09879,-70.52724,7/10/19 09:54,10,10.24,38.05,10.46,3.779,3.995,125.4,,,30.52,22.5,15.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
ARRS,AF196,AF2,A,AF19607A,1.01,2.01,42.09879,-70.52724,7/10/19 09:54,A,1.94,41.87,9.25,2.365,1.181,122.0,,,29.96,20.88,20.19,1.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
