PROF_DATE_TIME_LOCAL,TA in (mmol/kgSW),MWRA_UTC,Match_Cal_TA,Match_Cal_TA_Datetime
6/15/2018 12:06,2103.919189,2018-06-15 16:06:00,2053.6066,2018-06-15 16:00:00
6/15/2018 12:06,2108.121826,2018-06-15 16:06:00,2053.6066,2018-06-15 16:00:00
7/10/2018 14:17,2116.698975,2018-07-10 18:17:00,2085.6022,2018-07-10 18:45:00
8/9/2018 11:54,2097.926758,2018-08-09 15:54:00,2084.128,2018-08-09 15:00:00
9/27/2018 11:30,2018.069092,2018-09-27 15:30:00,2030.0194,2018-09-27 14:45:00
10/24/2018 13:11,2118.165527,2018-10-24 17:11:00,2089.9702,2018-10-24 17:30:00
11/30/2018 11:36,1939.022705,2018-11-30 16:36:00,0.0,0
11/30/2018 11:36,1927.959106,2018-11-30 16:36:00,0.0,0
