Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr	Type Name	Fractional Hour Of Day	StartTherm (Raw)	434Ref (Raw)	434Sig (Raw)	578Ref (Raw)	578Sig (Raw)	Salinity (Raw)
236.125	21.93	35	7.8566	10.37	8/24/2019	2:59:59	pH(vb+) 	2.9997	1610	1816.3	720.87	1681.78	679.74	0
236.1667	21.73	35	7.842	10.37	8/24/2019	3:59:59	pH(vb+) 	3.9997	1617	1817.43	712.87	1683.96	683.87	0
236.2083	21.46	35	7.8344	10.36	8/24/2019	4:59:59	pH(vb+) 	4.9997	1630	1818.83	714.35	1686.04	692.96	0
236.25	21.24	35	7.8201	10.35	8/24/2019	5:59:59	pH(vb+) 	5.9997	1638	1821.39	710.04	1687.22	695.57	0
236.2917	20.99	35	7.7986	10.35	8/24/2019	6:59:59	pH(vb+) 	6.9997	1648	1823.65	711.3	1689.74	706.96	0
236.3333	20.74	35	7.777	10.35	8/24/2019	7:59:59	pH(vb+) 	7.9997	1659	1826.43	707.17	1691.74	714.3	0
236.375	20.5	35	7.7599	10.34	8/24/2019	8:59:59	pH(vb+) 	8.9997	1668	1830.87	703.61	1696.09	719.74	0
236.4167	19.14	35	7.7321	10.32	8/24/2019	9:59:59	pH(vb+) 	9.9997	1724	1838.04	694.22	1702.43	730.48	0
236.4583	19.43	35	7.7075	10.31	8/24/2019	10:59:59	pH(vb+) 	10.9997	1711	1839.87	699.87	1704.35	744.74	0
236.5	19.45	35	7.7141	10.31	8/24/2019	11:59:59	pH(vb+) 	11.9997	1711	1838.61	697.65	1703.26	740.48	0
236.5417	19.79	35	7.7456	10.31	8/24/2019	12:59:59	pH(vb+) 	12.9997	1699	1836.61	703.22	1701.48	729.04	0
236.5833	20.38	35	7.7708	10.31	8/24/2019	13:59:59	pH(vb+) 	13.9997	1675	1831.78	704.61	1695.96	714.65	0
236.625	21.26	35	7.7742	10.32	8/24/2019	14:59:59	pH(vb+) 	14.9997	1638	1827.17	705.39	1690.83	709.48	0
236.6667	22.26	35	7.7731	10.33	8/24/2019	15:59:59	pH(vb+) 	15.9997	1598	1818.83	706.83	1683.91	707.17	0
236.7083	23.04	35	7.7557	10.34	8/24/2019	16:59:59	pH(vb+) 	16.9997	1567	1808.78	705.13	1675.39	702.22	0
236.75	23.93	35	7.786	10.36	8/24/2019	17:59:59	pH(vb+) 	17.9997	1531	1799.96	704.17	1666.52	682.61	0
236.7917	24.89	35	7.804	10.37	8/24/2019	18:59:59	pH(vb+) 	18.9997	1495	1790.83	708.3	1658.13	670.78	0
236.8333	25.44	35	7.8096	10.38	8/24/2019	19:59:59	pH(vb+) 	19.9997	1473	1787.61	707	1654.91	662.52	0
236.875	22.69	35	7.9452	10.38	8/24/2019	20:59:59	pH(vb+) 	20.9997	1577	1787.17	714	1655.52	634.22	0
236.9167	22.71	35	8.0053	10.35	8/24/2019	21:59:59	pH(vb+) 	21.9997	1580	1802.91	731.35	1670.3	636.96	0
236.9583	22.86	35	7.9758	10.34	8/24/2019	22:59:59	pH(vb+) 	22.9997	1569	1806.39	745.04	1672.91	656.83	0
237	23.01	35	7.9706	10.34	8/24/2019	23:59:59	pH(vb+) 	23.9997	1568	1805.57	739.17	1672.39	657.26	0
237.0417	22.76	35	7.9753	10.34	8/25/2019	0:59:59	pH(vb+) 	0.9997	1577	1806.22	730.13	1673.09	637.87	0
237.0833	22.56	35	7.9628	10.33	8/25/2019	1:59:59	pH(vb+) 	1.9997	1585	1807.52	726.22	1674.52	636.78	0
237.125	22.36	35	7.9315	10.33	8/25/2019	2:59:59	pH(vb+) 	2.9997	1594	1810.61	719.78	1677.78	645.52	0
237.1667	21.91	35	7.9217	10.33	8/25/2019	3:59:59	pH(vb+) 	3.9997	1611	1812.78	716.87	1679.57	651.35	0
237.2083	21.56	35	7.9048	10.32	8/25/2019	4:59:59	pH(vb+) 	4.9997	1626	1816.22	713.65	1682.09	659.78	0
237.25	21.19	35	7.8973	10.31	8/25/2019	5:59:59	pH(vb+) 	5.9997	1639	1819.57	717.65	1685.78	670.43	0
237.2917	20.87	35	7.8875	10.3	8/25/2019	6:59:59	pH(vb+) 	6.9997	1653	1823.35	713.91	1689.26	672.04	0
237.3333	20.62	35	7.8624	10.3	8/25/2019	7:59:59	pH(vb+) 	7.9997	1663	1826.35	712.43	1690.96	682.22	0
237.375	20.35	35	7.862	10.29	8/25/2019	8:59:59	pH(vb+) 	8.9997	1674	1830.61	710.43	1695.57	682.87	0
237.4167	19.19	35	7.8152	10.28	8/25/2019	9:59:59	pH(vb+) 	9.9997	1719	1833.35	704.78	1698.43	704.35	0
237.4583	18.47	35	7.8345	10.23	8/25/2019	10:59:59	pH(vb+) 	10.9997	1752	1842.39	703.35	1706.35	702.26	0
237.5	19.09	35	7.8302	10.23	8/25/2019	11:59:59	pH(vb+) 	11.9997	1726	1844	707.3	1707.48	705.3	0
237.5417	19.33	35	7.8289	10.23	8/25/2019	12:59:59	pH(vb+) 	12.9997	1716	1840.78	706.96	1704.83	701.65	0
237.5833	19.77	35	7.8456	10.24	8/25/2019	13:59:59	pH(vb+) 	13.9997	1698	1837.17	709.65	1700.96	694.26	0
237.625	20.52	35	7.8569	10.25	8/25/2019	14:59:59	pH(vb+) 	14.9997	1668	1834	710.43	1697.96	684.61	0
237.6667	20.7	35	7.8877	10.25	8/25/2019	15:59:59	pH(vb+) 	15.9997	1660	1828.78	714.17	1693.39	674.52	0
237.7083	21.68	35	7.8926	10.26	8/25/2019	16:59:59	pH(vb+) 	16.9997	1621	1824.04	710.13	1688.43	661.17	0
237.75	22.51	35	7.9162	10.28	8/25/2019	17:59:59	pH(vb+) 	17.9997	1588	1816.13	714.3	1682.35	649	0
237.7917	22.74	35	7.9399	10.29	8/25/2019	18:59:59	pH(vb+) 	18.9997	1578	1812.09	712.78	1678.22	636.48	0
237.8333	22.91	35	7.9456	10.29	8/25/2019	19:59:59	pH(vb+) 	19.9997	1572	1809	716.52	1675.39	636.04	0
237.875	22.94	35	7.9409	10.29	8/25/2019	20:59:59	pH(vb+) 	20.9997	1570	1809.57	719.26	1675.39	647.3	0
237.9167	19.62	35	8.0487	10.17	8/25/2019	21:59:59	pH(vb+) 	21.9997	1707	1813.78	684.17	1680.43	611.17	0
237.9583	20.11	35	8.0362	10.23	8/25/2019	22:59:59	pH(vb+) 	22.9997	1684	1828.35	729.52	1693.57	647.7	0
238	20.04	35	8.0085	10.22	8/25/2019	23:59:59	pH(vb+) 	23.9997	1688	1832.13	720.3	1697.22	631.22	0
238.0417	20.45	35	8.0132	10.22	8/26/2019	0:59:59	pH(vb+) 	0.9997	1669	1830.39	714.7	1695.04	627.04	0
238.0833	20.25	35	7.9881	10.22	8/26/2019	1:59:59	pH(vb+) 	1.9997	1678	1829.87	715.52	1694.7	634.13	0
238.125	20.08	35	7.9921	10.22	8/26/2019	2:59:59	pH(vb+) 	2.9997	1685	1831.3	712.52	1695.13	633.43	0
238.1667	19.91	35	7.9779	10.21	8/26/2019	3:59:59	pH(vb+) 	3.9997	1692	1832.96	714.43	1697.04	643.96	0
238.2083	19.7	35	7.9836	10.21	8/26/2019	4:59:59	pH(vb+) 	4.9997	1702	1834.57	713.61	1698.26	642.13	0
238.25	19.55	35	7.9718	10.21	8/26/2019	5:59:59	pH(vb+) 	5.9997	1708	1836.65	709.61	1700.57	642.17	0
238.2917	19.38	35	7.9548	10.2	8/26/2019	6:59:59	pH(vb+) 	6.9997	1714	1838.65	707.13	1702.22	645.3	0
238.3333	19.26	35	7.9416	10.2	8/26/2019	7:59:59	pH(vb+) 	7.9997	1719	1840.09	700.83	1702.7	648.91	0
238.375	19.14	35	7.9318	10.19	8/26/2019	8:59:59	pH(vb+) 	8.9997	1724	1841.91	700.57	1705.43	653.39	0
238.4167	18.97	35	7.9252	10.19	8/26/2019	9:59:59	pH(vb+) 	9.9997	1731	1844.83	700.17	1706.52	657	0
238.4583	17.73	35	7.9081	10.17	8/26/2019	10:59:59	pH(vb+) 	10.9997	1737	1846.43	688.13	1709	656.87	0
238.5	16.74	35	7.8937	10.13	8/26/2019	11:59:59	pH(vb+) 	11.9997	1826	1858.74	689.74	1719.65	677.04	0
238.5417	17.8	35	7.8777	10.13	8/26/2019	12:59:59	pH(vb+) 	12.9997	1779	1858.78	697.39	1719.09	681.74	0
238.5833	18.42	35	7.8849	10.14	8/26/2019	13:59:59	pH(vb+) 	13.9997	1755	1852.26	694.26	1712.91	671.96	0
238.625	19.07	35	7.9043	10.15	8/26/2019	14:59:59	pH(vb+) 	14.9997	1727	1846.26	697.26	1707.65	661.48	0
238.6667	20.06	35	7.9183	10.16	8/26/2019	15:59:59	pH(vb+) 	15.9997	1687	1839.78	698.65	1701.04	650.61	0
238.7083	20.79	35	7.9429	10.18	8/26/2019	16:59:59	pH(vb+) 	16.9997	1656	1831.09	698.22	1693.7	641.35	0
238.75	21.51	35	7.9451	10.19	8/26/2019	17:59:59	pH(vb+) 	17.9997	1628	1819.83	694.91	1684.48	626.43	0
238.7917	22.21	35	7.9716	10.2	8/26/2019	18:59:59	pH(vb+) 	18.9997	1600	1814.83	694.65	1679.04	619.57	0
238.8333	22.81	35	7.9522	10.22	8/26/2019	19:59:59	pH(vb+) 	19.9997	1575	1807	695.09	1672.3	616.22	0
238.875	23.12	35	7.9765	10.23	8/26/2019	20:59:59	pH(vb+) 	20.9997	1564	1801.57	692.78	1667.52	603.87	0
238.9167	23.37	35	7.9821	10.24	8/26/2019	21:59:59	pH(vb+) 	21.9997	1554	1801.96	686.65	1667.74	597.52	0
238.9583	20.5	35	8.0536	10.2	8/26/2019	22:59:59	pH(vb+) 	22.9997	1668	1810.74	698.04	1677.91	595.87	0
239	20.38	35	8.0535	10.19	8/26/2019	23:59:59	pH(vb+) 	23.9997	1675	1823.52	716.96	1688.09	624.65	0
239.0417	20.16	35	8.0329	10.18	8/27/2019	0:59:59	pH(vb+) 	0.9997	1683	1828.39	711.17	1692.65	620.04	0
239.0833	20.74	35	8.0325	10.17	8/27/2019	1:59:59	pH(vb+) 	1.9997	1658	1827.35	699.17	1691.91	602	0
239.125	20.62	35	8.04	10.17	8/27/2019	2:59:59	pH(vb+) 	2.9997	1664	1827.13	705.7	1692.13	619.61	0
239.1667	20.5	35	8.023	10.16	8/27/2019	3:59:59	pH(vb+) 	3.9997	1668	1828.04	700.3	1692.09	606.26	0
239.2083	20.4	35	7.9987	10.16	8/27/2019	4:59:59	pH(vb+) 	4.9997	1673	1829.09	695.09	1693.48	608.65	0
239.25	20.25	35	8.006	10.16	8/27/2019	5:59:59	pH(vb+) 	5.9997	1678	1830.83	693.22	1694.74	614.35	0
239.2917	20.08	35	7.9799	10.16	8/27/2019	6:59:59	pH(vb+) 	6.9997	1684	1832.04	691.7	1695.39	626.3	0
239.3333	19.94	35	7.9693	10.14	8/27/2019	7:59:59	pH(vb+) 	7.9997	1691	1832.57	689.7	1697	620.83	0
239.375	19.77	35	7.962	10.13	8/27/2019	8:59:59	pH(vb+) 	8.9997	1698	1835.57	686	1698.57	624.57	0
239.4167	19.6	35	7.9407	10.13	8/27/2019	9:59:59	pH(vb+) 	9.9997	1705	1837.13	680.7	1700.22	628.35	0
239.4583	19.43	35	7.9322	10.12	8/27/2019	10:59:59	pH(vb+) 	10.9997	1713	1837.87	677.74	1701.96	627.96	0
239.5	18.11	35	7.8897	10.08	8/27/2019	11:59:59	pH(vb+) 	11.9997	1767	1839.61	669.96	1702.91	643.52	0
239.5417	18.02	35	7.886	10.09	8/27/2019	12:59:59	pH(vb+) 	12.9997	1772	1848.91	679.04	1710	656.3	0
239.5833	18.83	35	7.904	10.08	8/27/2019	13:59:59	pH(vb+) 	13.9997	1742	1848.3	681.7	1709.74	658.26	0
239.625	19.62	35	7.8921	10.09	8/27/2019	14:59:59	pH(vb+) 	14.9997	1703	1842.22	673.83	1704.61	638.17	0
239.6667	20.16	35	7.9108	10.1	8/27/2019	15:59:59	pH(vb+) 	15.9997	1682	1835.57	676.22	1697.43	629.87	0
239.7083	21.02	35	7.9079	10.12	8/27/2019	16:59:59	pH(vb+) 	16.9997	1646	1824.39	675.87	1688.48	631.96	0
239.75	21.29	35	7.9282	10.13	8/27/2019	17:59:59	pH(vb+) 	17.9997	1636	1821.13	674.17	1685.61	621.7	0
239.7917	21.61	35	7.9639	10.14	8/27/2019	18:59:59	pH(vb+) 	18.9997	1624	1820.61	677.48	1684.48	603.3	0
239.8333	21.71	35	7.9743	10.14	8/27/2019	19:59:59	pH(vb+) 	19.9997	1619	1817.87	680.22	1683.57	603.7	0
239.875	21.73	35	7.9746	10.15	8/27/2019	20:59:59	pH(vb+) 	20.9997	1619	1818.04	683.57	1682.3	605.39	0
239.9167	21.86	35	7.9743	10.15	8/27/2019	21:59:59	pH(vb+) 	21.9997	1614	1815.91	678.61	1681.22	598.22	0
239.9583	21.83	35	7.9788	10.15	8/27/2019	22:59:59	pH(vb+) 	22.9997	1614	1817.09	675.43	1682.83	592.48	0
240	20.21	35	8.1057	10.02	8/27/2019	23:59:59	pH(vb+) 	23.9997	1680	1823.7	674.57	1689.17	590.09	0
240.0417	20.11	35	8.0159	10.04	8/28/2019	0:59:59	pH(vb+) 	0.9997	1684	1829.83	692.3	1694.04	616.3	0
240.0833	20.13	35	8.0325	10.04	8/28/2019	1:59:59	pH(vb+) 	1.9997	1683	1831.35	684.65	1695.22	597.91	0
240.125	20.3	35	7.9924	10.05	8/28/2019	2:59:59	pH(vb+) 	2.9997	1676	1830.61	681.96	1695	602.26	0
240.1667	20.21	35	7.9677	10.05	8/28/2019	3:59:59	pH(vb+) 	3.9997	1681	1830.65	691.13	1694.78	628.61	0
240.2083	20.16	35	7.9807	10.04	8/28/2019	4:59:59	pH(vb+) 	4.9997	1681	1831.43	680.48	1694.48	609.52	0
240.25	20.11	35	7.966	10.05	8/28/2019	5:59:59	pH(vb+) 	5.9997	1684	1831.78	678.43	1695.83	616.57	0
240.2917	20.06	35	7.9387	10.06	8/28/2019	6:59:59	pH(vb+) 	6.9997	1686	1832.39	679.96	1696.22	628.13	0
240.3333	20.01	35	7.9457	10.05	8/28/2019	7:59:59	pH(vb+) 	7.9997	1688	1832.35	671.13	1696.17	618.7	0
240.375	19.94	35	7.9297	10.07	8/28/2019	8:59:59	pH(vb+) 	8.9997	1692	1833	669.74	1697.22	619.74	0
240.4167	19.87	35	7.9296	10.08	8/28/2019	9:59:59	pH(vb+) 	9.9997	1695	1835.09	663.87	1698.65	616.39	0
240.4583	19.77	35	7.9029	10.05	8/28/2019	10:59:59	pH(vb+) 	10.9997	1698	1834.52	667.43	1698.13	627.52	0
240.5	19.72	35	7.9033	10.05	8/28/2019	11:59:59	pH(vb+) 	11.9997	1700	1834.96	661.52	1698.78	625.22	0
240.5417	19.09	35	0	9.96	8/28/2019	12:59:59	pH(vb+) 	12.9997	1727	1837.74	623.91	1700.61	603.96	0
240.5833	19.21	35	7.8744	10	8/28/2019	13:59:59	pH(vb+) 	13.9997	1721	1840.13	666.22	1703.74	643.17	0
240.625	19.55	35	7.8993	10.01	8/28/2019	14:59:59	pH(vb+) 	14.9997	1708	1838.61	689.52	1702.3	660.3	0
240.6667	20.33	35	7.8806	10.02	8/28/2019	15:59:59	pH(vb+) 	15.9997	1677	1834.87	666.13	1698.09	635.3	0
240.7083	20.52	35	7.9147	10.03	8/28/2019	16:59:59	pH(vb+) 	16.9997	1668	1829.57	668.13	1694.04	622.3	0
240.75	20.67	35	7.9107	10.04	8/28/2019	17:59:59	pH(vb+) 	17.9997	1661	1828.35	676.91	1692.3	632.35	0
240.7917	20.87	35	7.9291	10.06	8/28/2019	18:59:59	pH(vb+) 	18.9997	1653	1826.26	666.61	1690.96	610.22	0
240.8333	20.99	35	7.9285	10.07	8/28/2019	19:59:59	pH(vb+) 	19.9997	1649	1825.26	668.3	1689.35	611.22	0
240.875	21.16	35	7.9341	10.07	8/28/2019	20:59:59	pH(vb+) 	20.9997	1641	1823.48	663.96	1687.52	603	0
240.9167	21.53	35	7.96	10.07	8/28/2019	21:59:59	pH(vb+) 	21.9997	1626	1821.09	670.52	1685.87	601.35	0
240.9583	21.46	35	7.927	10.08	8/28/2019	22:59:59	pH(vb+) 	22.9997	1630	1819.48	660.61	1684.09	600.35	0
241	21.53	35	7.9462	10.08	8/28/2019	23:59:59	pH(vb+) 	23.9997	1626	1819.22	668.39	1684.35	603.17	0
241.0417	20.38	35	7.9904	10.07	8/29/2019	0:59:59	pH(vb+) 	0.9997	1673	1825.35	672.52	1690.78	600.48	0
241.0833	19.72	35	7.9938	10.03	8/29/2019	1:59:59	pH(vb+) 	1.9997	1701	1829.04	673.48	1694.04	604.26	0
241.125	19.82	35	7.9854	10.03	8/29/2019	2:59:59	pH(vb+) 	2.9997	1696	1833.09	677.96	1697.35	608.43	0
241.1667	20.25	35	7.9467	10.03	8/29/2019	3:59:59	pH(vb+) 	3.9997	1679	1833.26	671	1696.96	613.87	0
241.2083	20.3	35	7.9276	10.03	8/29/2019	4:59:59	pH(vb+) 	4.9997	1677	1829.26	664.87	1693.48	616.22	0
241.25	21.11	35	7.9121	10.04	8/29/2019	5:59:59	pH(vb+) 	5.9997	1648	1825.96	665.22	1691.39	616.7	0
241.2917	21.26	35	7.9363	10.05	8/29/2019	6:59:59	pH(vb+) 	6.9997	1637	1821.91	667.74	1686.83	607.52	0
241.3333	20.82	35	7.8871	10.05	8/29/2019	7:59:59	pH(vb+) 	7.9997	1656	1822.17	657.57	1686.61	615.96	0
241.375	20.99	35	7.9133	10.05	8/29/2019	8:59:59	pH(vb+) 	8.9997	1649	1821.74	662.35	1687.7	614.13	0
241.4167	20.84	35	7.8839	10.05	8/29/2019	9:59:59	pH(vb+) 	9.9997	1654	1821.83	656.22	1686.83	616	0
241.4583	21.02	35	7.8793	10.05	8/29/2019	10:59:59	pH(vb+) 	10.9997	1649	1822	659	1686.17	622.43	0
241.5	21.11	35	7.8782	10.05	8/29/2019	11:59:59	pH(vb+) 	11.9997	1643	1821.65	656.7	1686.09	620.35	0
241.5417	21.04	35	7.8662	10.05	8/29/2019	12:59:59	pH(vb+) 	12.9997	1647	1821.74	656.09	1686.96	625.91	0
241.5833	20.21	35	7.7296	10.02	8/29/2019	13:59:59	pH(vb+) 	13.9997	1680	1827.04	640.48	1692.13	666.7	0
241.625	20.16	35	7.7793	10.02	8/29/2019	14:59:59	pH(vb+) 	14.9997	1683	1829.57	648.65	1693.74	651.39	0
241.6667	20.65	35	7.7756	10.02	8/29/2019	15:59:59	pH(vb+) 	15.9997	1663	1829.09	659.7	1693.48	668.13	0
241.7083	20.94	35	7.7455	10.03	8/29/2019	16:59:59	pH(vb+) 	16.9997	1651	1826.17	655.09	1691.13	667.17	0
241.75	21.71	35	7.7768	10.03	8/29/2019	17:59:59	pH(vb+) 	17.9997	1620	1822.78	641.87	1687.3	643.61	0
241.7917	22.33	35	7.7867	10.05	8/29/2019	18:59:59	pH(vb+) 	18.9997	1595	1816.09	619.65	1681.74	611.35	0
241.8333	23.12	35	7.8069	10.06	8/29/2019	19:59:59	pH(vb+) 	19.9997	1564	1807.96	649.7	1674.26	629.65	0
241.875	23.12	35	7.8033	10.07	8/29/2019	20:59:59	pH(vb+) 	20.9997	1564	1804.22	646.04	1671.3	625.26	0
241.9167	23.4	35	7.8475	10.07	8/29/2019	21:59:59	pH(vb+) 	21.9997	1553	1800.43	650.74	1667.43	617.17	0
241.9583	23.37	35	7.8479	10.07	8/29/2019	22:59:59	pH(vb+) 	22.9997	1554	1800.83	651.83	1668.26	613.04	0
242	23.22	35	7.8395	10.07	8/29/2019	23:59:59	pH(vb+) 	23.9997	1559	1801.52	647.78	1668.78	611.17	0
242.0417	23.09	35	7.8361	10.07	8/30/2019	0:59:59	pH(vb+) 	0.9997	1564	1803.52	647.96	1670.65	613	0
242.0833	21.86	35	7.8996	9.93	8/30/2019	1:59:59	pH(vb+) 	1.9997	1614	1811.87	647.65	1677.61	599.7	0
242.125	20.77	35	7.9363	9.92	8/30/2019	2:59:59	pH(vb+) 	2.9997	1657	1817.26	650.7	1683.13	592.7	0
242.1667	20.94	35	7.9329	9.92	8/30/2019	3:59:59	pH(vb+) 	3.9997	1659	1821.78	655.43	1687.48	596.65	0
242.2083	21.06	35	7.8991	9.92	8/30/2019	4:59:59	pH(vb+) 	4.9997	1645	1823.78	650.61	1688.48	605.7	0
242.25	21.24	35	7.8799	9.92	8/30/2019	5:59:59	pH(vb+) 	5.9997	1639	1821.09	647.04	1685.96	608.3	0
242.2917	21.02	35	7.882	9.92	8/30/2019	6:59:59	pH(vb+) 	6.9997	1646	1822.3	650.43	1687.04	611.65	0
242.3333	20.89	35	7.8872	9.92	8/30/2019	7:59:59	pH(vb+) 	7.9997	1652	1823.7	648.83	1688.13	612.09	0
242.375	20.67	35	7.8842	9.92	8/30/2019	8:59:59	pH(vb+) 	8.9997	1662	1824.48	649.22	1689.35	613.7	0
242.4167	20.55	35	7.8515	9.92	8/30/2019	9:59:59	pH(vb+) 	9.9997	1666	1826.83	645.09	1692.17	622.83	0
242.4583	20.45	35	7.8441	9.92	8/30/2019	10:59:59	pH(vb+) 	10.9997	1670	1827.57	641.48	1691.87	622.61	0
242.5	20.38	35	7.8235	9.91	8/30/2019	11:59:59	pH(vb+) 	11.9997	1673	1827.7	637.74	1692.48	627.17	0
242.5417	20.55	35	7.8152	9.91	8/30/2019	12:59:59	pH(vb+) 	12.9997	1667	1826.78	637	1692.04	630.39	0
242.5833	21.36	35	7.8182	9.91	8/30/2019	13:59:59	pH(vb+) 	13.9997	1633	1823.17	639	1688.17	623.57	0
242.625	20.55	35	7.8247	9.73	8/30/2019	14:59:59	pH(vb+) 	14.9997	1666	1826.04	694.61	1690.48	675.96	0
242.6667	21.16	35	7.8766	9.76	8/30/2019	15:59:59	pH(vb+) 	15.9997	1646	1826.22	703.26	1690.96	664.83	0
242.7083	21.39	35	7.8658	9.78	8/30/2019	16:59:59	pH(vb+) 	16.9997	1632	1822.26	695.78	1687.78	654.39	0
242.75	22.23	35	7.8499	9.81	8/30/2019	17:59:59	pH(vb+) 	17.9997	1598	1815.48	696.35	1680.74	658.7	0
242.7917	22.58	35	7.8864	9.84	8/30/2019	18:59:59	pH(vb+) 	18.9997	1586	1812.43	700.13	1677.48	643.13	0
242.8333	23.07	35	7.9164	9.87	8/30/2019	19:59:59	pH(vb+) 	19.9997	1565	1807.57	701.96	1673.61	633.57	0
242.875	23.09	35	7.9213	9.89	8/30/2019	20:59:59	pH(vb+) 	20.9997	1563	1805.35	699.78	1671.65	623.52	0
242.9167	23.07	35	7.9311	9.91	8/30/2019	21:59:59	pH(vb+) 	21.9997	1566	1803.52	703.96	1670.48	623.96	0
242.9583	22.86	35	7.9326	9.92	8/30/2019	22:59:59	pH(vb+) 	22.9997	1574	1805.7	705.04	1671.17	625.96	0
243	22.61	35	7.9216	9.93	8/30/2019	23:59:59	pH(vb+) 	23.9997	1583	1806.35	703.43	1672.52	628.7	0
243.0417	22.41	35	7.9056	9.92	8/31/2019	0:59:59	pH(vb+) 	0.9997	1591	1807.78	698.22	1674.7	629	0
243.0833	22.28	35	7.9033	9.91	8/31/2019	1:59:59	pH(vb+) 	1.9997	1597	1809.74	697.3	1676.7	633.48	0
243.125	21.61	35	7.9089	9.66	8/31/2019	2:59:59	pH(vb+) 	2.9997	1623	1815.3	699.87	1682.09	641.48	0
243.1667	21.21	35	7.9536	9.69	8/31/2019	3:59:59	pH(vb+) 	3.9997	1638	1817.65	709.91	1683.57	637.74	0
243.2083	21.14	35	7.95	9.7	8/31/2019	4:59:59	pH(vb+) 	4.9997	1642	1820.65	706	1686.65	632.26	0
243.25	21.44	35	7.9034	9.72	8/31/2019	5:59:59	pH(vb+) 	5.9997	1630	1820.96	701.52	1687.57	649.09	0
243.2917	21.36	35	7.8839	9.72	8/31/2019	6:59:59	pH(vb+) 	6.9997	1632	1820.13	723.57	1686.43	676.7	0
243.3333	21.34	35	7.874	9.74	8/31/2019	7:59:59	pH(vb+) 	7.9997	1635	1820.17	696.39	1686.87	652.26	0
243.375	21.29	35	7.8747	9.75	8/31/2019	8:59:59	pH(vb+) 	8.9997	1637	1820.57	700.96	1686.57	656.91	0
243.4167	21.24	35	7.8805	9.75	8/31/2019	9:59:59	pH(vb+) 	9.9997	1638	1820.17	698.22	1687.57	654.3	0
243.4583	21.16	35	7.8665	9.78	8/31/2019	10:59:59	pH(vb+) 	10.9997	1641	1821.57	693.96	1687.3	656.78	0
243.5	21.09	35	7.8296	9.78	8/31/2019	11:59:59	pH(vb+) 	11.9997	1645	1822.04	687.13	1687.74	661.7	0
243.5417	21.09	35	7.8244	9.78	8/31/2019	12:59:59	pH(vb+) 	12.9997	1644	1821.83	687.26	1687.52	667.57	0
243.5833	21.44	35	7.8146	9.79	8/31/2019	13:59:59	pH(vb+) 	13.9997	1630	1819.48	684.09	1686.78	666.87	0
243.625	21.53	35	7.7902	9.81	8/31/2019	14:59:59	pH(vb+) 	14.9997	1623	1815.74	676.57	1682.61	668.57	0
243.6667	21.44	35	7.851	9.55	8/31/2019	15:59:59	pH(vb+) 	15.9997	1630	1818.96	688.57	1683.7	658	0
243.7083	21.48	35	7.9072	9.58	8/31/2019	16:59:59	pH(vb+) 	16.9997	1624	1819.26	694.91	1684.04	633.52	0
243.75	21.98	35	7.9052	9.61	8/31/2019	17:59:59	pH(vb+) 	17.9997	1608	1816.61	698.26	1681.74	635.17	0
243.7917	23.14	35	7.878	9.65	8/31/2019	18:59:59	pH(vb+) 	18.9997	1566	1811.7	693.22	1676.83	639.78	0
243.8333	23.22	35	7.8789	9.7	8/31/2019	19:59:59	pH(vb+) 	19.9997	1559	1805.43	694.35	1670.26	635	0
243.875	23.22	35	7.9101	9.74	8/31/2019	20:59:59	pH(vb+) 	20.9997	1560	1803.65	695.87	1669.48	624.78	0
243.9167	23.27	35	7.9345	9.79	8/31/2019	21:59:59	pH(vb+) 	21.9997	1558	1802.22	698.48	1667.87	616.57	0
243.9583	23.14	35	7.9122	9.8	8/31/2019	22:59:59	pH(vb+) 	22.9997	1562	1802.52	694.96	1668.57	621.57	0
244	23.01	35	7.9088	9.8	8/31/2019	23:59:59	pH(vb+) 	23.9997	1568	1803.35	694.65	1669.3	625.35	0
244.0417	22.81	35	7.9003	9.82	9/1/2019	0:59:59	pH(vb+) 	0.9997	1575	1804.83	694.61	1670.43	630.09	0
244.0833	22.61	35	7.906	9.83	9/1/2019	1:59:59	pH(vb+) 	1.9997	1583	1805.78	693.09	1671.96	627.43	0
244.125	22.38	35	7.8846	9.82	9/1/2019	2:59:59	pH(vb+) 	2.9997	1591	1808.13	688.57	1674.04	633.26	0
244.1667	21.11	35	7.9337	9.61	9/1/2019	3:59:59	pH(vb+) 	3.9997	1643	1817.09	694.39	1682.61	628	0
244.2083	21.04	35	7.9768	9.62	9/1/2019	4:59:59	pH(vb+) 	4.9997	1646	1821.22	703.09	1686.74	622.52	0
244.25	21.09	35	7.9457	9.63	9/1/2019	5:59:59	pH(vb+) 	5.9997	1644	1821.74	701.17	1687.65	629.09	0
244.2917	21.09	35	7.9185	9.64	9/1/2019	6:59:59	pH(vb+) 	6.9997	1644	1822.22	696.22	1687.35	635.78	0
244.3333	20.99	35	7.8979	9.65	9/1/2019	7:59:59	pH(vb+) 	7.9997	1648	1823	709.43	1688.35	659.39	0
244.375	20.84	35	7.8832	9.65	9/1/2019	8:59:59	pH(vb+) 	8.9997	1654	1824.65	693.74	1689.52	648.39	0
244.4167	20.79	35	7.8886	9.66	9/1/2019	9:59:59	pH(vb+) 	9.9997	1657	1824.17	692.65	1690.96	647.91	0
