Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr	Type Name	Fractional Hour Of Day	StartTherm (Raw)	434Ref (Raw)	434Sig (Raw)	578Ref (Raw)	578Sig (Raw)	Salinity (Raw)
244.4583	20.67	35	7.8686	9.66	9/1/2019	10:59:59	pH(vb+) 	10.9997	1661	1825.43	688.48	1689.91	653.96	0
244.5	20.62	35	7.8456	9.67	9/1/2019	11:59:59	pH(vb+) 	11.9997	1663	1826.17	685.61	1690.61	655.52	0
244.5417	20.67	35	7.8453	9.68	9/1/2019	12:59:59	pH(vb+) 	12.9997	1662	1824.52	686.3	1690.17	661.13	0
244.5833	20.94	35	7.8339	9.7	9/1/2019	13:59:59	pH(vb+) 	13.9997	1651	1823.39	688.17	1688.65	666.57	0
244.625	22.03	35	7.8475	9.71	9/1/2019	14:59:59	pH(vb+) 	14.9997	1609	1821.17	679.48	1685.78	650.48	0
244.6667	21.61	35	7.9532	9.39	9/1/2019	15:59:59	pH(vb+) 	15.9997	1623	1812.52	696.09	1678.43	623.96	0
244.7083	21.81	35	8.004	9.6	9/1/2019	16:59:59	pH(vb+) 	16.9997	1616	1816.96	712.52	1682.35	616.17	0
244.75	21.91	35	8.0175	9.64	9/1/2019	17:59:59	pH(vb+) 	17.9997	1612	1817.26	711.39	1682.61	606.96	0
244.7917	22.31	35	8.024	9.69	9/1/2019	18:59:59	pH(vb+) 	18.9997	1595	1814.43	713.09	1679.52	605.3	0
244.8333	22.89	35	7.9864	9.74	9/1/2019	19:59:59	pH(vb+) 	19.9997	1574	1808.96	708.87	1674.83	609.26	0
244.875	23.17	35	7.9898	9.78	9/1/2019	20:59:59	pH(vb+) 	20.9997	1559	1805.7	712.87	1671.26	607.78	0
244.9167	22.99	35	8.0001	9.81	9/1/2019	21:59:59	pH(vb+) 	21.9997	1569	1804.7	709.09	1671.39	602.52	0
244.9583	22.84	35	7.9838	9.83	9/1/2019	22:59:59	pH(vb+) 	22.9997	1574	1804.87	711.22	1671.96	610.35	0
245	22.61	35	7.9785	9.84	9/1/2019	23:59:59	pH(vb+) 	23.9997	1582	1807.3	707.22	1674.78	612.04	0
245.0417	22.43	35	7.9746	9.85	9/2/2019	0:59:59	pH(vb+) 	0.9997	1591	1809	705.87	1675.22	614	0
245.0833	22.21	35	7.9485	9.85	9/2/2019	1:59:59	pH(vb+) 	1.9997	1599	1810.3	705.74	1676.04	622.61	0
245.125	22.01	35	7.9441	9.86	9/2/2019	2:59:59	pH(vb+) 	2.9997	1607	1812.22	703.74	1677.74	623.3	0
245.1667	21.71	35	7.9568	9.86	9/2/2019	3:59:59	pH(vb+) 	3.9997	1619	1814.83	704.43	1680.78	627.7	0
245.2083	20.65	35	7.9611	9.59	9/2/2019	4:59:59	pH(vb+) 	4.9997	1664	1821.22	706.3	1686.39	629.13	0
245.25	20.55	35	8.0155	9.6	9/2/2019	5:59:59	pH(vb+) 	5.9997	1666	1823.83	710.87	1689.04	617.39	0
245.2917	20.57	35	7.9665	9.62	9/2/2019	6:59:59	pH(vb+) 	6.9997	1665	1824.39	705.57	1690.3	628.43	0
245.3333	20.47	35	7.956	9.67	9/2/2019	7:59:59	pH(vb+) 	7.9997	1670	1826.39	703.22	1691.35	629.39	0
245.375	20.33	35	7.9484	9.68	9/2/2019	8:59:59	pH(vb+) 	8.9997	1675	1826.83	700.96	1692.3	634	0
245.4167	20.28	35	7.9389	9.72	9/2/2019	9:59:59	pH(vb+) 	9.9997	1677	1828.48	701.39	1693.35	637	0
245.4583	20.23	35	7.9386	9.73	9/2/2019	10:59:59	pH(vb+) 	10.9997	1679	1828.61	702	1693.74	642.3	0
245.5	20.23	35	7.9272	9.74	9/2/2019	11:59:59	pH(vb+) 	11.9997	1679	1829.04	699.57	1693.65	644.39	0
245.5417	20.28	35	7.9218	9.75	9/2/2019	12:59:59	pH(vb+) 	12.9997	1678	1828.13	697.39	1692.35	644.78	0
245.5833	20.57	35	7.8892	9.74	9/2/2019	13:59:59	pH(vb+) 	13.9997	1665	1826.52	695.91	1691.22	649.7	0
245.625	21.14	35	7.897	9.75	9/2/2019	14:59:59	pH(vb+) 	14.9997	1643	1824.04	694.13	1689.3	641.7	0
245.6667	21.88	35	7.9059	9.77	9/2/2019	15:59:59	pH(vb+) 	15.9997	1613	1818.7	694.04	1684.26	636.57	0
245.7083	21.78	35	7.9337	9.58	9/2/2019	16:59:59	pH(vb+) 	16.9997	1617	1816.09	694.78	1682.78	627.43	0
245.75	21.63	35	7.9955	9.69	9/2/2019	17:59:59	pH(vb+) 	17.9997	1621	1814.65	705.57	1681.57	612.87	0
245.7917	21.91	35	7.9679	9.74	9/2/2019	18:59:59	pH(vb+) 	18.9997	1611	1815.43	702.13	1681.35	613.7	0
245.8333	22.28	35	7.9727	9.77	9/2/2019	19:59:59	pH(vb+) 	19.9997	1597	1812.48	704.17	1679.39	613.74	0
245.875	22.48	35	7.9577	9.8	9/2/2019	20:59:59	pH(vb+) 	20.9997	1590	1809.74	702.65	1676.52	614.43	0
245.9167	22.46	35	7.9715	9.82	9/2/2019	21:59:59	pH(vb+) 	21.9997	1589	1808.7	702.43	1675.65	613.43	0
245.9583	22.41	35	7.9518	9.84	9/2/2019	22:59:59	pH(vb+) 	22.9997	1591	1808.7	701.52	1675.83	619.22	0
246	22.33	35	7.9401	9.86	9/2/2019	23:59:59	pH(vb+) 	23.9997	1594	1809.65	698.35	1676.52	621.91	0
246.0417	22.23	35	7.9243	9.86	9/3/2019	0:59:59	pH(vb+) 	0.9997	1597	1809	696.61	1675.96	626.74	0
246.0833	22.11	35	7.9125	9.86	9/3/2019	1:59:59	pH(vb+) 	1.9997	1604	1811.87	694.43	1679.3	632.13	0
246.125	21.81	35	7.9046	9.87	9/3/2019	2:59:59	pH(vb+) 	2.9997	1616	1812.17	688.87	1679.87	626.43	0
246.1667	21.88	35	7.8737	9.87	9/3/2019	3:59:59	pH(vb+) 	3.9997	1613	1813.78	683.26	1680.91	635.83	0
246.2083	21.34	35	7.7814	9.87	9/3/2019	4:59:59	pH(vb+) 	4.9997	1636	1813.35	669.22	1680.52	666.78	0
246.25	21.04	35	7.7866	9.71	9/3/2019	5:59:59	pH(vb+) 	5.9997	1647	1818	678.35	1685.3	672.91	0
246.2917	20.84	35	7.9071	9.76	9/3/2019	6:59:59	pH(vb+) 	6.9997	1657	1822.09	696.04	1689.09	647.17	0
246.3333	21.21	35	7.8221	9.8	9/3/2019	7:59:59	pH(vb+) 	7.9997	1640	1821.7	686.43	1688.35	668.61	0
246.375	21.21	35	7.7867	9.8	9/3/2019	8:59:59	pH(vb+) 	8.9997	1640	1819.74	680	1687.09	671.48	0
246.4167	21.11	35	7.7806	9.81	9/3/2019	9:59:59	pH(vb+) 	9.9997	1643	1820.61	678.26	1687.35	678.74	0
246.4583	21.09	35	7.7787	9.83	9/3/2019	10:59:59	pH(vb+) 	10.9997	1644	1821.39	678.09	1688.26	676.61	0
246.5	21.06	35	7.7547	9.84	9/3/2019	11:59:59	pH(vb+) 	11.9997	1646	1821.26	674.35	1688.09	683.04	0
246.5417	21.11	35	7.7506	9.85	9/3/2019	12:59:59	pH(vb+) 	12.9997	1643	1820	675.3	1686.26	685.61	0
246.5833	21.46	35	7.755	9.86	9/3/2019	13:59:59	pH(vb+) 	13.9997	1630	1818.74	674.87	1685.65	678.26	0
246.625	22.43	35	7.7436	9.87	9/3/2019	14:59:59	pH(vb+) 	14.9997	1592	1812.35	674.09	1679.91	682.3	0
246.6667	23.07	35	7.7466	9.9	9/3/2019	15:59:59	pH(vb+) 	15.9997	1566	1806	674.22	1673.39	676.09	0
246.7083	23.93	35	7.7225	9.92	9/3/2019	16:59:59	pH(vb+) 	16.9997	1530	1796.61	671.52	1665.48	674.04	0
246.75	22.71	35	7.8711	9.73	9/3/2019	17:59:59	pH(vb+) 	17.9997	1580	1799.96	683.74	1669.39	638.74	0
246.7917	22.48	35	7.9202	9.81	9/3/2019	18:59:59	pH(vb+) 	18.9997	1584	1804.43	696.13	1672.57	633.7	0
246.8333	22.74	35	7.9244	9.84	9/3/2019	19:59:59	pH(vb+) 	19.9997	1578	1805.17	697.26	1673.22	630.57	0
246.875	23.27	35	7.9407	9.85	9/3/2019	20:59:59	pH(vb+) 	20.9997	1559	1803.52	700.61	1672.13	625.17	0
246.9167	23.65	35	7.9107	9.88	9/3/2019	21:59:59	pH(vb+) 	21.9997	1544	1797.48	697.09	1666.17	629.22	0
246.9583	23.52	35	7.913	9.9	9/3/2019	22:59:59	pH(vb+) 	22.9997	1547	1797.87	694.3	1667.57	624.39	0
247	23.32	35	7.9144	9.91	9/3/2019	23:59:59	pH(vb+) 	23.9997	1555	1798.39	694.09	1667.61	627.91	0
247.0417	23.07	35	7.8868	9.92	9/4/2019	0:59:59	pH(vb+) 	0.9997	1566	1800.74	692.26	1669.48	636.04	0
247.0833	22.86	35	7.8812	9.92	9/4/2019	1:59:59	pH(vb+) 	1.9997	1574	1802.43	688.74	1671.17	634.52	0
247.125	22.64	35	7.8809	9.92	9/4/2019	2:59:59	pH(vb+) 	2.9997	1581	1805.57	687.13	1674.09	636.13	0
247.1667	22.53	35	7.8493	9.93	9/4/2019	3:59:59	pH(vb+) 	3.9997	1587	1805.17	683.91	1674.74	646.04	0
247.2083	22.33	35	7.8553	9.93	9/4/2019	4:59:59	pH(vb+) 	4.9997	1594	1807.61	682.26	1675.78	647.52	0
247.25	22.13	35	7.8357	9.92	9/4/2019	5:59:59	pH(vb+) 	5.9997	1603	1810.91	680.22	1678.3	649.87	0
247.2917	20.72	35	7.8447	9.84	9/4/2019	6:59:59	pH(vb+) 	6.9997	1658	1820.57	680.57	1688.3	661.3	0
247.3333	20.57	35	7.8826	9.85	9/4/2019	7:59:59	pH(vb+) 	7.9997	1664	1824.7	692.09	1691.04	658.43	0
247.375	20.7	35	7.8381	9.87	9/4/2019	8:59:59	pH(vb+) 	8.9997	1660	1824.22	684.39	1691.87	669.3	0
247.4167	20.62	35	7.8108	9.87	9/4/2019	9:59:59	pH(vb+) 	9.9997	1663	1824.65	678.74	1692.26	677.04	0
247.4583	20.52	35	7.7968	9.87	9/4/2019	10:59:59	pH(vb+) 	10.9997	1667	1825.26	679.7	1693.3	683.35	0
247.5	20.55	35	7.7933	9.88	9/4/2019	11:59:59	pH(vb+) 	11.9997	1667	1825.52	683.3	1692.83	689.43	0
247.5417	20.62	35	7.7695	9.88	9/4/2019	12:59:59	pH(vb+) 	12.9997	1664	1825.43	678.74	1693	692.87	0
247.5833	20.74	35	7.7713	9.89	9/4/2019	13:59:59	pH(vb+) 	13.9997	1658	1823.74	674.3	1691.74	684.74	0
247.625	21.06	35	7.7869	9.9	9/4/2019	14:59:59	pH(vb+) 	14.9997	1646	1822.26	679.52	1689.43	683.78	0
247.6667	21.34	35	7.7907	9.91	9/4/2019	15:59:59	pH(vb+) 	15.9997	1634	1820.26	679.48	1687.52	680	0
247.7083	22.13	35	7.792	9.91	9/4/2019	16:59:59	pH(vb+) 	16.9997	1607	1815.96	678	1684	676	0
247.75	23.42	35	7.7723	9.93	9/4/2019	17:59:59	pH(vb+) 	17.9997	1552	1809.17	675.17	1677.09	666.52	0
247.7917	22.41	35	7.9282	9.81	9/4/2019	18:59:59	pH(vb+) 	18.9997	1592	1808.26	693.57	1676.96	634.78	0
247.8333	22.64	35	7.9554	9.86	9/4/2019	19:59:59	pH(vb+) 	19.9997	1581	1807.65	701	1677.26	624.96	0
247.875	22.81	35	7.9383	9.89	9/4/2019	20:59:59	pH(vb+) 	20.9997	1576	1806.26	711.26	1675.39	644.65	0
247.9167	23.4	35	7.9193	9.91	9/4/2019	21:59:59	pH(vb+) 	21.9997	1553	1802.39	693.74	1671.09	629.65	0
247.9583	23.12	35	7.916	9.92	9/4/2019	22:59:59	pH(vb+) 	22.9997	1563	1801.43	681.3	1669.39	609.43	0
248	22.96	35	7.895	9.93	9/4/2019	23:59:59	pH(vb+) 	23.9997	1570	1802	688.26	1671.39	629.09	0
248.0417	22.86	35	7.8746	9.94	9/5/2019	0:59:59	pH(vb+) 	0.9997	1573	1802.3	685.61	1671	642	0
248.0833	22.76	35	7.8439	9.94	9/5/2019	1:59:59	pH(vb+) 	1.9997	1578	1803.48	680.87	1673.52	645.39	0
248.125	22.66	35	7.8321	9.94	9/5/2019	2:59:59	pH(vb+) 	2.9997	1581	1804.83	680.09	1674.57	652.96	0
248.1667	22.58	35	7.8323	9.94	9/5/2019	3:59:59	pH(vb+) 	3.9997	1585	1805.26	677.52	1674.09	649.3	0
248.2083	22.48	35	7.7958	9.94	9/5/2019	4:59:59	pH(vb+) 	4.9997	1589	1806.96	673.09	1676.78	660.35	0
248.25	22.31	35	7.7719	9.94	9/5/2019	5:59:59	pH(vb+) 	5.9997	1596	1808.13	669.04	1677.13	668.17	0
248.2917	22.08	35	7.7409	9.94	9/5/2019	6:59:59	pH(vb+) 	6.9997	1603	1810.91	663.09	1679	677.35	0
248.3333	21.41	35	7.7204	9.83	9/5/2019	7:59:59	pH(vb+) 	7.9997	1631	1814.61	665.13	1683.96	689.74	0
248.375	21.24	35	7.7151	9.85	9/5/2019	8:59:59	pH(vb+) 	8.9997	1639	1817.22	666.39	1686.39	695.65	0
248.4167	21.09	35	7.7041	9.87	9/5/2019	9:59:59	pH(vb+) 	9.9997	1645	1818.78	672.43	1686.78	703.3	0
248.4583	20.77	35	7.7202	9.88	9/5/2019	10:59:59	pH(vb+) 	10.9997	1658	1822.3	663.87	1690.09	698.04	0
248.5	20.57	35	7.7114	9.88	9/5/2019	11:59:59	pH(vb+) 	11.9997	1665	1822.78	664.48	1691.17	701.7	0
248.5417	20.62	35	7.706	9.88	9/5/2019	12:59:59	pH(vb+) 	12.9997	1663	1823.09	663.7	1691.48	702.39	0
248.5833	20.74	35	7.7073	9.89	9/5/2019	13:59:59	pH(vb+) 	13.9997	1659	1823.57	666.09	1692.09	704.22	0
248.625	21.24	35	7.7031	9.9	9/5/2019	14:59:59	pH(vb+) 	14.9997	1638	1821.52	659.7	1688.87	699.96	0
248.6667	21.48	35	7.7053	9.91	9/5/2019	15:59:59	pH(vb+) 	15.9997	1628	1818.52	661.04	1686.96	695.83	0
248.7083	22.21	35	7.7086	9.92	9/5/2019	16:59:59	pH(vb+) 	16.9997	1600	1814.09	664.3	1681.83	692.3	0
248.75	23.04	35	7.7143	9.94	9/5/2019	17:59:59	pH(vb+) 	17.9997	1567	1807.09	659.48	1675.78	682.39	0
248.7917	23.5	35	7.7186	9.95	9/5/2019	18:59:59	pH(vb+) 	18.9997	1549	1801.7	657.48	1670.91	675.43	0
248.8333	21.46	35	7.9885	9.82	9/5/2019	19:59:59	pH(vb+) 	19.9997	1629	1808.91	687.96	1678.48	617.65	0
248.875	21.66	35	8.0235	9.86	9/5/2019	20:59:59	pH(vb+) 	20.9997	1622	1813.17	695.7	1683.09	604.09	0
248.9167	21.86	35	7.9948	9.88	9/5/2019	21:59:59	pH(vb+) 	21.9997	1616	1813.09	710.83	1683	637.61	0
248.9583	21.93	35	7.976	9.9	9/5/2019	22:59:59	pH(vb+) 	22.9997	1610	1812.09	691.7	1681.91	623.17	0
249	21.76	35	7.9699	9.9	9/5/2019	23:59:59	pH(vb+) 	23.9997	1617	1813.13	690.52	1682.65	620.96	0
249.0417	21.66	35	7.9413	9.91	9/6/2019	0:59:59	pH(vb+) 	0.9997	1621	1813.78	684.04	1684.09	624.26	0
249.0833	21.48	35	7.9278	9.91	9/6/2019	1:59:59	pH(vb+) 	1.9997	1628	1814.65	684.22	1685.48	630.74	0
249.125	21.31	35	7.9211	9.91	9/6/2019	2:59:59	pH(vb+) 	2.9997	1636	1816.52	683.35	1686.3	633.04	0
249.1667	21.14	35	7.9065	9.92	9/6/2019	3:59:59	pH(vb+) 	3.9997	1642	1817.43	682.22	1687.52	641.65	0
249.2083	20.97	35	7.8816	9.91	9/6/2019	4:59:59	pH(vb+) 	4.9997	1649	1819.7	676.7	1689.22	644.04	0
249.25	20.79	35	7.8559	9.91	9/6/2019	5:59:59	pH(vb+) 	5.9997	1656	1820.74	671.74	1690.48	652.83	0
249.2917	20.62	35	7.8382	9.91	9/6/2019	6:59:59	pH(vb+) 	6.9997	1663	1823.7	667.61	1692.57	653.78	0
249.3333	20.45	35	7.8495	9.91	9/6/2019	7:59:59	pH(vb+) 	7.9997	1671	1826.74	668.57	1695.39	659.39	0
249.375	18.97	35	7.902	9.82	9/6/2019	8:59:59	pH(vb+) 	8.9997	1731	1832.61	675.35	1700.3	653.22	0
249.4167	18.97	35	7.8998	9.84	9/6/2019	9:59:59	pH(vb+) 	9.9997	1731	1837.3	680.74	1704.3	658.74	0
249.4583	19.14	35	7.8639	9.84	9/6/2019	10:59:59	pH(vb+) 	10.9997	1724	1837.35	672.96	1704.91	665.35	0
249.5	19.12	35	7.8517	9.85	9/6/2019	11:59:59	pH(vb+) 	11.9997	1725	1838.22	671.96	1705.39	669.17	0
249.5417	19.12	35	7.8577	9.85	9/6/2019	12:59:59	pH(vb+) 	12.9997	1726	1837.48	682.48	1705	675.09	0
249.5833	19.14	35	7.8547	9.85	9/6/2019	13:59:59	pH(vb+) 	13.9997	1725	1838.48	676.35	1705.57	670.96	0
249.625	19.14	35	7.8725	9.86	9/6/2019	14:59:59	pH(vb+) 	14.9997	1724	1838.13	674.43	1705.43	668.35	0
249.6667	19.21	35	7.8732	9.86	9/6/2019	15:59:59	pH(vb+) 	15.9997	1722	1837.39	676.91	1704.7	662.57	0
249.7083	19.19	35	7.8882	9.87	9/6/2019	16:59:59	pH(vb+) 	16.9997	1722	1837.26	674.65	1705.04	655	0
