,Date,Salinity Value,Temperature (C),Conductivity,Fit
0,2021-09-28 10:06:39-04:00,15.556,21.82777777777778,23924.1,[24114.38593885]
1,2021-09-28 10:36:39-04:00,15.565,21.799999999999997,23922.5,[24114.38593885]
2,2021-09-28 11:06:39-04:00,15.549,21.799999999999997,23899.9,[24112.75678273]
3,2021-09-28 11:36:39-04:00,15.558,21.911111111111108,23967.7,[24112.75678273]
4,2021-09-28 12:06:39-04:00,15.54,22.022222222222222,23998.5,[24111.12762661]
5,2021-09-28 12:36:39-04:00,15.474,22.088888888888892,23938.6,[24111.12762661]
6,2021-09-28 13:06:39-04:00,15.487,22.150000000000002,23987.1,[24109.49847047]
7,2021-09-28 13:36:39-04:00,15.497,22.16111111111111,24006.6,[24109.49847047]
8,2021-09-28 14:06:39-04:00,15.499,22.150000000000002,24004.9,[24107.86931434]
9,2021-09-28 14:36:39-04:00,15.532,22.077777777777776,24014.7,[24107.86931434]
10,2021-09-28 15:06:39-04:00,15.496,22.061111111111106,23956.4,[24106.24015823]
11,2021-09-28 15:36:39-04:00,15.525,22.061111111111106,23996.8,[24106.24015823]
12,2021-09-28 16:06:39-04:00,15.53,22.038888888888888,23992.0,[24104.61100209]
13,2021-09-28 16:36:39-04:00,15.517,22.072222222222223,23990.3,[24104.61100209]
14,2021-09-28 17:06:39-04:00,15.508,22.122222222222216,24003.3,[24102.98184596]
15,2021-09-28 17:36:39-04:00,15.509,22.11111111111111,23998.5,[24102.98184596]
16,2021-09-28 18:06:39-04:00,15.49,22.11111111111111,23972.5,[24101.35268985]
17,2021-09-28 18:36:39-04:00,15.445,22.061111111111106,23883.8,[24101.35268985]
18,2021-09-28 19:06:39-04:00,15.473,22.049999999999997,23917.6,[24099.7235337]
19,2021-09-28 19:36:39-04:00,15.493,21.999999999999996,23920.9,[24099.7235337]
20,2021-09-28 20:06:39-04:00,15.49,21.988888888888887,23911.2,[24098.09437758]
21,2021-09-28 20:36:39-04:00,15.509,22.022222222222222,23954.7,[24098.09437758]
