Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated)
144.2847,15.65,35.0,8.0614,11.57,2023-05-24,06:50:00,2023-05-24 06:49:58,11.65237,5/24/2023 6:45,30.8,2090.68
144.3264,15.44,35.0,8.0693,11.57,2023-05-24,07:50:00,2023-05-24 07:50:00,11.65237,5/24/2023 7:45,31.2,2112.52
144.3681,15.28,35.0,8.1274,11.56,2023-05-24,08:50:00,2023-05-24 08:50:03,11.65237,5/24/2023 8:45,31.4,2123.44
144.4097,15.28,35.0,8.0484,11.56,2023-05-24,09:50:00,2023-05-24 09:49:58,11.65237,5/24/2023 9:45,31.4,2123.44
144.4514,15.35,35.0,8.0178,11.55,2023-05-24,10:50:00,2023-05-24 10:50:00,11.65237,5/24/2023 10:45,31.4,2123.44
144.4931,15.33,35.0,7.9579,11.55,2023-05-24,11:50:00,2023-05-24 11:50:03,11.65237,5/24/2023 11:45,31.4,2123.44
144.5347,15.51,35.0,7.8217,11.55,2023-05-24,12:50:00,2023-05-24 12:49:58,11.65237,5/24/2023 12:45,31.4,2123.44
144.6597,16.53,35.0,7.8414,11.55,2023-05-24,15:50:00,2023-05-24 15:49:58,11.65237,5/24/2023 15:45,31.4,2123.44
144.7014,16.6,35.0,8.1434,11.55,2023-05-24,16:50:00,2023-05-24 16:50:00,11.65237,5/24/2023 16:45,31.3,2117.98
144.7431,16.72,35.0,8.2132,11.55,2023-05-24,17:50:00,2023-05-24 17:50:03,11.65237,5/24/2023 17:45,31.3,2117.98
144.7847,16.84,35.0,8.1856,11.54,2023-05-24,18:50:00,2023-05-24 18:49:58,11.65237,5/24/2023 18:45,31.2,2112.52
144.8264,16.84,35.0,8.2094,11.55,2023-05-24,19:50:00,2023-05-24 19:50:00,11.65237,5/24/2023 19:45,31.1,2107.06
144.8681,16.65,35.0,8.2183,11.54,2023-05-24,20:50:00,2023-05-24 20:50:03,11.65237,5/24/2023 20:45,31.0,2101.6
144.9097,16.65,35.0,8.2533,11.54,2023-05-24,21:50:00,2023-05-24 21:49:58,11.65237,5/24/2023 21:45,31.0,2101.6
144.9514,16.7,35.0,8.1103,11.53,2023-05-24,22:50:00,2023-05-24 22:50:00,11.65237,5/24/2023 22:45,30.9,2096.14
144.9931,16.79,35.0,8.0901,11.54,2023-05-24,23:50:00,2023-05-24 23:50:03,11.65237,5/24/2023 23:45,30.5,2074.3
145.0347,16.86,35.0,8.0513,11.52,2023-05-25,00:50:00,2023-05-25 00:49:58,11.65237,5/25/2023 0:45,30.4,2068.84
145.0764,16.96,35.0,7.9963,11.52,2023-05-25,01:50:00,2023-05-25 01:50:00,11.65237,5/25/2023 1:45,30.3,2063.38
145.1181,17.0,35.0,8.0023,11.52,2023-05-25,02:50:00,2023-05-25 02:50:03,11.65237,5/25/2023 2:45,30.5,2074.3
145.1597,16.11,35.0,8.1539,11.51,2023-05-25,03:50:00,2023-05-25 03:49:58,11.65237,5/25/2023 3:45,30.4,2068.84
145.2014,15.86,35.0,8.1587,11.51,2023-05-25,04:50:00,2023-05-25 04:50:00,11.65237,5/25/2023 4:45,30.5,2074.3
145.2431,15.72,35.0,8.1325,11.5,2023-05-25,05:50:00,2023-05-25 05:50:03,11.65237,5/25/2023 5:45,30.6,2079.76
145.2847,15.79,35.0,8.0554,11.5,2023-05-25,06:50:00,2023-05-25 06:49:58,11.65237,5/25/2023 6:45,30.8,2090.68
145.3264,15.7,35.0,8.0472,11.49,2023-05-25,07:50:00,2023-05-25 07:50:00,11.65237,5/25/2023 7:45,30.7,2085.22
145.3681,15.6,35.0,8.0386,11.48,2023-05-25,08:50:00,2023-05-25 08:50:03,11.65237,5/25/2023 8:45,30.5,2074.3
145.4097,15.53,35.0,8.0894,11.48,2023-05-25,09:50:00,2023-05-25 09:49:58,11.65237,5/25/2023 9:45,30.4,2068.84
145.4514,15.46,35.0,8.0199,11.48,2023-05-25,10:50:00,2023-05-25 10:50:00,11.65237,5/25/2023 10:45,29.7,2030.62
145.4931,15.42,35.0,7.991,11.47,2023-05-25,11:50:00,2023-05-25 11:50:03,11.65237,5/25/2023 11:45,29.7,2030.62
145.5347,15.26,35.0,7.9286,11.47,2023-05-25,12:50:00,2023-05-25 12:49:58,11.65237,5/25/2023 12:45,29.6,2025.16
145.5764,15.44,35.0,7.8037,11.46,2023-05-25,13:50:00,2023-05-25 13:50:00,11.65237,5/25/2023 13:45,29.3,2008.78
145.7014,16.21,35.0,8.0052,11.47,2023-05-25,16:50:00,2023-05-25 16:50:00,11.65237,5/25/2023 16:45,28.9,1986.94
145.7431,16.07,35.0,8.0813,11.46,2023-05-25,17:50:00,2023-05-25 17:50:03,11.65237,5/25/2023 17:45,29.0,1992.4
145.7847,16.86,35.0,8.1204,11.46,2023-05-25,18:50:00,2023-05-25 18:49:58,11.65237,5/25/2023 18:45,29.3,2008.78
145.8264,16.72,35.0,8.1096,11.46,2023-05-25,19:50:00,2023-05-25 19:50:00,11.65237,5/25/2023 19:45,29.0,1992.4
145.8681,16.89,35.0,8.1244,11.46,2023-05-25,20:50:00,2023-05-25 20:50:03,11.65237,5/25/2023 20:45,29.3,2008.78
145.9097,16.79,35.0,8.1254,11.46,2023-05-25,21:50:00,2023-05-25 21:49:58,11.65237,5/25/2023 21:45,29.5,2019.7
145.9514,16.77,35.0,8.1826,11.45,2023-05-25,22:50:00,2023-05-25 22:50:00,11.65237,5/25/2023 22:45,29.6,2025.16
145.9931,16.81,35.0,8.093,11.45,2023-05-25,23:50:00,2023-05-25 23:50:03,11.65237,5/25/2023 23:45,29.6,2025.16
146.0347,16.77,35.0,8.0774,11.45,2023-05-26,00:50:00,2023-05-26 00:49:58,11.65237,5/26/2023 0:45,29.7,2030.62
146.0764,16.84,35.0,8.0237,11.44,2023-05-26,01:50:00,2023-05-26 01:50:00,11.65237,5/26/2023 1:45,29.7,2030.62
146.1181,16.91,35.0,7.9477,11.44,2023-05-26,02:50:00,2023-05-26 02:50:03,11.65237,5/26/2023 2:45,30.2,2057.92
146.1597,16.91,35.0,8.0004,11.44,2023-05-26,03:50:00,2023-05-26 03:49:58,11.65237,5/26/2023 3:45,30.3,2063.38
146.2014,15.97,35.0,8.0677,11.43,2023-05-26,04:50:00,2023-05-26 04:50:00,11.65237,5/26/2023 4:45,30.4,2068.84
146.2431,15.6,35.0,8.085,11.42,2023-05-26,05:50:00,2023-05-26 05:50:03,11.65237,5/26/2023 5:45,30.5,2074.3
146.2847,15.53,35.0,8.0546,11.41,2023-05-26,06:50:00,2023-05-26 06:49:58,11.65237,5/26/2023 6:45,30.6,2079.76
146.3264,15.53,35.0,7.9989,11.41,2023-05-26,07:50:00,2023-05-26 07:50:00,11.65237,5/26/2023 7:45,30.6,2079.76
146.3681,15.49,35.0,7.9696,11.4,2023-05-26,08:50:00,2023-05-26 08:50:03,11.65237,5/26/2023 8:45,30.6,2079.76
146.4097,15.42,35.0,7.9728,11.4,2023-05-26,09:50:00,2023-05-26 09:49:58,11.65237,5/26/2023 9:45,30.6,2079.76
146.4514,15.42,35.0,8.0562,11.4,2023-05-26,10:50:00,2023-05-26 10:50:00,11.65237,5/26/2023 10:45,30.6,2079.76
146.4931,15.42,35.0,7.9365,11.39,2023-05-26,11:50:00,2023-05-26 11:50:03,11.65237,5/26/2023 11:45,30.7,2085.22
146.5347,15.56,35.0,7.9264,11.39,2023-05-26,12:50:00,2023-05-26 12:49:58,11.65237,5/26/2023 12:45,30.9,2096.14
146.5764,15.81,35.0,7.8752,11.39,2023-05-26,13:50:00,2023-05-26 13:50:00,11.65237,5/26/2023 13:45,31.1,2107.06
146.7014,17.76,35.0,7.7814,11.4,2023-05-26,16:50:00,2023-05-26 16:50:00,11.65237,5/26/2023 16:45,31.3,2117.98
146.7431,16.72,35.0,8.0452,11.4,2023-05-26,17:50:00,2023-05-26 17:50:03,11.65237,5/26/2023 17:45,31.4,2123.44
146.7847,16.93,35.0,8.0622,11.39,2023-05-26,18:50:00,2023-05-26 18:49:58,11.65237,5/26/2023 18:45,31.5,2128.9
146.8264,17.71,35.0,8.0844,11.39,2023-05-26,19:50:00,2023-05-26 19:50:00,11.65237,5/26/2023 19:45,31.5,2128.9
146.8681,17.85,35.0,8.0881,11.39,2023-05-26,20:50:00,2023-05-26 20:50:03,11.65237,5/26/2023 20:45,31.5,2128.9
146.9097,17.61,35.0,8.1105,11.39,2023-05-26,21:50:00,2023-05-26 21:49:58,11.65237,5/26/2023 21:45,31.4,2123.44
146.9514,17.66,35.0,8.1787,11.39,2023-05-26,22:50:00,2023-05-26 22:50:00,11.65237,5/26/2023 22:45,31.2,2112.52
146.9931,17.59,35.0,8.0891,11.38,2023-05-26,23:50:00,2023-05-26 23:50:03,11.65237,5/26/2023 23:45,31.0,2101.6
147.0347,17.47,35.0,8.0199,11.38,2023-05-27,00:50:00,2023-05-27 00:49:58,11.65237,5/27/2023 0:45,31.0,2101.6
147.0764,17.64,35.0,7.9793,11.37,2023-05-27,01:50:00,2023-05-27 01:50:00,11.65237,5/27/2023 1:45,31.1,2107.06
147.1181,17.54,35.0,7.8976,11.37,2023-05-27,02:50:00,2023-05-27 02:50:03,11.65237,5/27/2023 2:45,31.1,2107.06
147.1597,17.64,35.0,7.8098,11.37,2023-05-27,03:50:00,2023-05-27 03:49:58,11.65237,5/27/2023 3:45,30.9,2096.14
147.2014,17.4,35.0,7.962,11.37,2023-05-27,04:50:00,2023-05-27 04:50:00,11.65237,5/27/2023 4:45,31.0,2101.6
147.2431,16.53,35.0,8.0932,11.36,2023-05-27,05:50:00,2023-05-27 05:50:03,11.65237,5/27/2023 5:45,30.7,2085.22
147.2847,16.02,35.0,8.096,11.35,2023-05-27,06:50:00,2023-05-27 06:49:58,11.65237,5/27/2023 6:45,30.5,2074.3
147.3264,15.88,35.0,8.0755,11.34,2023-05-27,07:50:00,2023-05-27 07:50:00,11.65237,5/27/2023 7:45,30.5,2074.3
147.3681,15.72,35.0,8.0292,11.34,2023-05-27,08:50:00,2023-05-27 08:50:03,11.65237,5/27/2023 8:45,30.5,2074.3
147.4097,15.7,35.0,8.0083,11.33,2023-05-27,09:50:00,2023-05-27 09:49:58,11.65237,5/27/2023 9:45,30.5,2074.3
147.4514,15.81,35.0,8.0552,11.33,2023-05-27,10:50:00,2023-05-27 10:50:00,11.65237,5/27/2023 10:45,30.4,2068.84
147.4931,15.84,35.0,8.0409,11.33,2023-05-27,11:50:00,2023-05-27 11:50:03,11.65237,5/27/2023 11:45,30.4,2068.84
147.5347,15.86,35.0,7.9691,11.32,2023-05-27,12:50:00,2023-05-27 12:49:58,11.65237,5/27/2023 12:45,30.4,2068.84
147.5764,16.11,35.0,7.9507,11.32,2023-05-27,13:50:00,2023-05-27 13:50:00,11.65237,5/27/2023 13:45,30.5,2074.3
147.6181,16.84,35.0,7.8896,11.32,2023-05-27,14:50:00,2023-05-27 14:50:03,11.65237,5/27/2023 14:45,30.5,2074.3
147.7431,18.21,35.0,7.914,11.34,2023-05-27,17:50:00,2023-05-27 17:50:03,11.65237,5/27/2023 17:45,30.3,2063.38
147.7847,17.88,35.0,8.107,11.33,2023-05-27,18:50:00,2023-05-27 18:49:58,11.65237,5/27/2023 18:45,30.2,2057.92
147.8264,18.09,35.0,8.1217,11.33,2023-05-27,19:50:00,2023-05-27 19:50:00,11.65237,5/27/2023 19:45,30.2,2057.92
147.8681,18.42,35.0,8.1182,11.33,2023-05-27,20:50:00,2023-05-27 20:50:03,11.65237,5/27/2023 20:45,30.2,2057.92
147.9097,18.49,35.0,8.1448,11.33,2023-05-27,21:50:00,2023-05-27 21:49:58,11.65237,5/27/2023 21:45,30.3,2063.38
147.9514,18.45,35.0,8.114,11.33,2023-05-27,22:50:00,2023-05-27 22:50:00,11.65237,5/27/2023 22:45,30.4,2068.84
147.9931,18.47,35.0,8.1764,11.32,2023-05-27,23:50:00,2023-05-27 23:50:03,11.65237,5/27/2023 23:45,30.4,2068.84
148.0347,18.33,35.0,8.099,11.32,2023-05-28,00:50:00,2023-05-28 00:49:58,11.65237,5/28/2023 0:45,30.5,2074.3
148.0764,18.26,35.0,8.0643,11.32,2023-05-28,01:50:00,2023-05-28 01:50:00,11.65237,5/28/2023 1:45,30.5,2074.3
148.1181,18.21,35.0,8.0119,11.31,2023-05-28,02:50:00,2023-05-28 02:50:03,11.65237,5/28/2023 2:45,30.6,2079.76
148.1597,18.21,35.0,7.9291,11.31,2023-05-28,03:50:00,2023-05-28 03:49:58,11.65237,5/28/2023 3:45,30.8,2090.68
148.2014,18.4,35.0,7.8693,11.31,2023-05-28,04:50:00,2023-05-28 04:50:00,11.65237,5/28/2023 4:45,30.9,2096.14
148.2431,18.28,35.0,7.9487,11.3,2023-05-28,05:50:00,2023-05-28 05:50:03,11.65237,5/28/2023 5:45,30.9,2096.14
148.2847,17.85,35.0,8.0785,11.3,2023-05-28,06:50:00,2023-05-28 06:49:58,11.65237,5/28/2023 6:45,30.8,2090.68
148.3264,17.64,35.0,8.1041,11.29,2023-05-28,07:50:00,2023-05-28 07:50:00,11.65237,5/28/2023 7:45,30.8,2090.68
148.3681,17.64,35.0,8.1049,11.29,2023-05-28,08:50:00,2023-05-28 08:50:03,11.65237,5/28/2023 8:45,30.8,2090.68
148.4097,17.54,35.0,8.1022,11.29,2023-05-28,09:50:00,2023-05-28 09:49:58,11.65237,5/28/2023 9:45,30.9,2096.14
148.4514,17.43,35.0,8.1172,11.28,2023-05-28,10:50:00,2023-05-28 10:50:00,11.65237,5/28/2023 10:45,30.9,2096.14
148.4931,17.43,35.0,8.1586,11.28,2023-05-28,11:50:00,2023-05-28 11:50:03,11.65237,5/28/2023 11:45,31.0,2101.6
148.5347,17.52,35.0,8.0747,11.28,2023-05-28,12:50:00,2023-05-28 12:49:58,11.65237,5/28/2023 12:45,31.0,2101.6
148.5764,17.73,35.0,8.0339,11.27,2023-05-28,13:50:00,2023-05-28 13:50:00,11.65237,5/28/2023 13:45,31.0,2101.6
148.6181,18.02,35.0,8.0005,11.27,2023-05-28,14:50:00,2023-05-28 14:50:03,11.65237,5/28/2023 14:45,30.7,2085.22
148.6597,18.47,35.0,7.9186,11.27,2023-05-28,15:50:00,2023-05-28 15:49:58,11.65237,5/28/2023 15:45,30.9,2096.14
148.7014,19.21,35.0,7.7855,11.28,2023-05-28,16:50:00,2023-05-28 16:50:00,11.65237,5/28/2023 16:45,31.0,2101.6
148.7431,19.72,35.0,7.8335,11.28,2023-05-28,17:50:00,2023-05-28 17:50:03,11.65237,5/28/2023 17:45,31.0,2101.6
148.7847,19.43,35.0,8.038,11.28,2023-05-28,18:50:00,2023-05-28 18:49:58,11.65237,5/28/2023 18:45,30.9,2096.14
148.8264,19.43,35.0,8.1615,11.28,2023-05-28,19:50:00,2023-05-28 19:50:00,11.65237,5/28/2023 19:45,30.9,2096.14
148.8681,19.41,35.0,8.1827,11.28,2023-05-28,20:50:00,2023-05-28 20:50:03,11.65237,5/28/2023 20:45,30.9,2096.14
148.9097,19.48,35.0,8.1566,11.28,2023-05-28,21:50:00,2023-05-28 21:49:58,11.65237,5/28/2023 21:45,30.9,2096.14
148.9514,19.24,35.0,8.1472,11.27,2023-05-28,22:50:00,2023-05-28 22:50:00,11.65237,5/28/2023 22:45,31.0,2101.6
148.9931,19.12,35.0,8.1641,11.27,2023-05-28,23:50:00,2023-05-28 23:50:03,11.65237,5/28/2023 23:45,30.9,2096.14
149.0347,19.07,35.0,8.1912,11.26,2023-05-29,00:50:00,2023-05-29 00:49:58,11.65237,5/29/2023 0:45,30.9,2096.14
149.0764,18.95,35.0,8.1229,11.26,2023-05-29,01:50:00,2023-05-29 01:50:00,11.65237,5/29/2023 1:45,30.9,2096.14
149.1181,18.92,35.0,8.0637,11.26,2023-05-29,02:50:00,2023-05-29 02:50:03,11.65237,5/29/2023 2:45,30.9,2096.14
149.1597,19.0,35.0,8.0319,11.25,2023-05-29,03:50:00,2023-05-29 03:49:58,11.65237,5/29/2023 3:45,30.9,2096.14
149.2014,19.0,35.0,7.9746,11.25,2023-05-29,04:50:00,2023-05-29 04:50:00,11.65237,5/29/2023 4:45,31.0,2101.6
149.2431,19.09,35.0,7.9073,11.25,2023-05-29,05:50:00,2023-05-29 05:50:03,11.65237,5/29/2023 5:45,30.9,2096.14
149.2847,18.88,35.0,7.9696,11.25,2023-05-29,06:50:00,2023-05-29 06:49:58,11.65237,5/29/2023 6:45,30.9,2096.14
149.3264,18.28,35.0,8.1284,11.24,2023-05-29,07:50:00,2023-05-29 07:50:00,11.65237,5/29/2023 7:45,31.1,2107.06
149.3681,18.16,35.0,8.113,11.24,2023-05-29,08:50:00,2023-05-29 08:50:03,11.65237,5/29/2023 8:45,31.1,2107.06
149.4097,18.04,35.0,8.1228,11.23,2023-05-29,09:50:00,2023-05-29 09:49:58,11.65237,5/29/2023 9:45,31.2,2112.52
149.4514,17.9,35.0,8.1007,11.23,2023-05-29,10:50:00,2023-05-29 10:50:00,11.65237,5/29/2023 10:45,31.2,2112.52
149.4931,17.64,35.0,8.127,11.22,2023-05-29,11:50:00,2023-05-29 11:50:03,11.65237,5/29/2023 11:45,31.2,2112.52
149.5347,17.73,35.0,8.1576,11.22,2023-05-29,12:50:00,2023-05-29 12:49:58,11.65237,5/29/2023 12:45,31.1,2107.06
149.5764,17.88,35.0,8.0878,11.21,2023-05-29,13:50:00,2023-05-29 13:50:00,11.65237,5/29/2023 13:45,31.0,2101.6
149.6181,18.14,35.0,8.0442,11.21,2023-05-29,14:50:00,2023-05-29 14:50:03,11.65237,5/29/2023 14:45,30.8,2090.68
149.6597,18.47,35.0,8.0197,11.22,2023-05-29,15:50:00,2023-05-29 15:49:58,11.65237,5/29/2023 15:45,30.3,2063.38
149.7014,19.04,35.0,7.9607,11.22,2023-05-29,16:50:00,2023-05-29 16:50:00,11.65237,5/29/2023 16:45,29.9,2041.54
149.7431,19.57,35.0,7.9154,11.22,2023-05-29,17:50:00,2023-05-29 17:50:03,11.65237,5/29/2023 17:45,29.7,2030.62
149.7847,19.67,35.0,8.0134,11.22,2023-05-29,18:50:00,2023-05-29 18:49:58,11.65237,5/29/2023 18:45,28.9,1986.94
149.8264,19.14,35.0,8.212,11.22,2023-05-29,19:50:00,2023-05-29 19:50:00,11.65237,5/29/2023 19:45,28.9,1986.94
149.8681,19.09,35.0,8.247,11.22,2023-05-29,20:50:00,2023-05-29 20:50:03,11.65237,5/29/2023 20:45,29.3,2008.78
149.9097,19.02,35.0,8.2254,11.21,2023-05-29,21:50:00,2023-05-29 21:49:58,11.65237,5/29/2023 21:45,29.6,2025.16
149.9514,18.85,35.0,8.1709,11.21,2023-05-29,22:50:00,2023-05-29 22:50:00,11.65237,5/29/2023 22:45,29.8,2036.08
149.9931,18.64,35.0,8.1671,11.21,2023-05-29,23:50:00,2023-05-29 23:50:03,11.65237,5/29/2023 23:45,29.7,2030.62
150.0347,18.42,35.0,8.1615,11.2,2023-05-30,00:50:00,2023-05-30 00:49:58,11.65237,5/30/2023 0:45,29.8,2036.08
150.0764,18.35,35.0,8.1992,11.2,2023-05-30,01:50:00,2023-05-30 01:50:00,11.65237,5/30/2023 1:45,29.8,2036.08
150.1181,18.28,35.0,8.1209,11.19,2023-05-30,02:50:00,2023-05-30 02:50:03,11.65237,5/30/2023 2:45,29.9,2041.54
150.1597,18.28,35.0,8.0847,11.19,2023-05-30,03:50:00,2023-05-30 03:49:58,11.65237,5/30/2023 3:45,29.9,2041.54
150.2014,18.26,35.0,8.0304,11.18,2023-05-30,04:50:00,2023-05-30 04:50:00,11.65237,5/30/2023 4:45,30.3,2063.38
150.2431,18.16,35.0,7.9661,11.18,2023-05-30,05:50:00,2023-05-30 05:50:03,11.65237,5/30/2023 5:45,30.5,2074.3
150.2847,18.21,35.0,7.9146,11.18,2023-05-30,06:50:00,2023-05-30 06:49:58,11.65237,5/30/2023 6:45,30.6,2079.76
150.3264,18.02,35.0,7.9794,11.18,2023-05-30,07:50:00,2023-05-30 07:50:00,11.65237,5/30/2023 7:45,30.7,2085.22
150.3681,17.54,35.0,8.1135,11.17,2023-05-30,08:50:00,2023-05-30 08:50:03,11.65237,5/30/2023 8:45,30.9,2096.14
150.4097,17.31,35.0,8.1405,11.17,2023-05-30,09:50:00,2023-05-30 09:49:58,11.65237,5/30/2023 9:45,31.1,2107.06
150.4514,17.17,35.0,8.1248,11.16,2023-05-30,10:50:00,2023-05-30 10:50:00,11.65237,5/30/2023 10:45,31.3,2117.98
150.4931,17.14,35.0,8.1308,11.15,2023-05-30,11:50:00,2023-05-30 11:50:03,11.65237,5/30/2023 11:45,31.6,2134.36
150.5347,17.19,35.0,8.1608,11.15,2023-05-30,12:50:00,2023-05-30 12:49:58,11.65237,5/30/2023 12:45,31.7,2139.82
150.5764,17.31,35.0,8.189,11.14,2023-05-30,13:50:00,2023-05-30 13:50:00,11.65237,5/30/2023 13:45,31.8,2145.28
150.6181,17.69,35.0,8.1282,11.15,2023-05-30,14:50:00,2023-05-30 14:50:03,11.65237,5/30/2023 14:45,31.8,2145.28
150.6597,17.88,35.0,8.0776,11.14,2023-05-30,15:50:00,2023-05-30 15:49:58,11.65237,5/30/2023 15:45,31.8,2145.28
150.7014,18.21,35.0,8.0367,11.15,2023-05-30,16:50:00,2023-05-30 16:50:00,11.65237,5/30/2023 16:45,31.8,2145.28
150.7431,18.9,35.0,7.9545,11.15,2023-05-30,17:50:00,2023-05-30 17:50:03,11.65237,5/30/2023 17:45,31.8,2145.28
150.7847,19.48,35.0,7.9107,11.15,2023-05-30,18:50:00,2023-05-30 18:49:58,11.65237,5/30/2023 18:45,31.7,2139.82
150.8264,19.57,35.0,8.0068,11.16,2023-05-30,19:50:00,2023-05-30 19:50:00,11.65237,5/30/2023 19:45,30.8,2090.68
150.8681,19.19,35.0,8.2146,11.16,2023-05-30,20:50:00,2023-05-30 20:50:03,11.65237,5/30/2023 20:45,30.9,2096.14
150.9097,19.12,35.0,8.226,11.15,2023-05-30,21:50:00,2023-05-30 21:49:58,11.65237,5/30/2023 21:45,30.9,2096.14
150.9514,19.02,35.0,8.2342,11.15,2023-05-30,22:50:00,2023-05-30 22:50:00,11.65237,5/30/2023 22:45,30.8,2090.68
150.9931,18.8,35.0,8.1978,11.14,2023-05-30,23:50:00,2023-05-30 23:50:03,11.65237,5/30/2023 23:45,30.8,2090.68
151.0347,18.54,35.0,8.1777,11.14,2023-05-31,00:50:00,2023-05-31 00:49:58,11.65237,5/31/2023 0:45,30.7,2085.22
151.0764,18.37,35.0,8.2145,11.14,2023-05-31,01:50:00,2023-05-31 01:50:00,11.65237,5/31/2023 1:45,30.7,2085.22
151.1181,18.33,35.0,8.1752,11.13,2023-05-31,02:50:00,2023-05-31 02:50:03,11.65237,5/31/2023 2:45,30.7,2085.22
151.1597,18.26,35.0,8.0934,11.13,2023-05-31,03:50:00,2023-05-31 03:49:58,11.65237,5/31/2023 3:45,30.6,2079.76
151.2014,18.23,35.0,8.045,11.13,2023-05-31,04:50:00,2023-05-31 04:50:00,11.65237,5/31/2023 4:45,30.5,2074.3
151.2431,18.18,35.0,7.9977,11.12,2023-05-31,05:50:00,2023-05-31 05:50:03,11.65237,5/31/2023 5:45,30.6,2079.76
151.2847,18.23,35.0,7.851,11.12,2023-05-31,06:50:00,2023-05-31 06:49:58,11.65237,5/31/2023 6:45,30.7,2085.22
151.3264,18.28,35.0,7.7857,11.12,2023-05-31,07:50:00,2023-05-31 07:50:00,11.65237,5/31/2023 7:45,30.7,2085.22
151.3681,18.02,35.0,7.892,11.11,2023-05-31,08:50:00,2023-05-31 08:50:03,11.65237,5/31/2023 8:45,30.3,2063.38
151.4097,17.45,35.0,8.1195,11.11,2023-05-31,09:50:00,2023-05-31 09:49:58,11.65237,5/31/2023 9:45,30.1,2052.46
151.4514,17.4,35.0,8.1591,11.1,2023-05-31,10:50:00,2023-05-31 10:50:00,11.65237,5/31/2023 10:45,30.1,2052.46
151.4931,17.36,35.0,8.1402,11.1,2023-05-31,11:50:00,2023-05-31 11:50:03,11.65237,5/31/2023 11:45,30.1,2052.46
151.5347,17.4,35.0,8.1348,11.1,2023-05-31,12:50:00,2023-05-31 12:49:58,11.65237,5/31/2023 12:45,30.2,2057.92
151.5764,17.64,35.0,8.1652,11.09,2023-05-31,13:50:00,2023-05-31 13:50:00,11.65237,5/31/2023 13:45,30.3,2063.38
151.6181,17.85,35.0,8.147,11.09,2023-05-31,14:50:00,2023-05-31 14:50:03,11.65237,5/31/2023 14:45,30.5,2074.3
151.6597,18.21,35.0,8.0863,11.09,2023-05-31,15:50:00,2023-05-31 15:49:58,11.65237,5/31/2023 15:45,30.6,2079.76
151.7014,18.47,35.0,8.0663,11.09,2023-05-31,16:50:00,2023-05-31 16:50:00,11.65237,5/31/2023 16:45,30.6,2079.76
151.7431,18.95,35.0,8.013,11.1,2023-05-31,17:50:00,2023-05-31 17:50:03,11.65237,5/31/2023 17:45,30.6,2079.76
151.7847,19.77,35.0,7.9175,11.1,2023-05-31,18:50:00,2023-05-31 18:49:58,11.65237,5/31/2023 18:45,30.5,2074.3
151.8264,20.35,35.0,7.9343,11.1,2023-05-31,19:50:00,2023-05-31 19:50:00,11.65237,5/31/2023 19:45,30.4,2068.84
