Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated)
141.2118,14.96,35.0,7.9607,11.58,2022-05-21,05:04:59,2022-05-21 05:04:59,11.65237,5/21/2022 5:00,29.8,2036.08
141.2535,14.96,35.0,7.9685,11.57,2022-05-21,06:04:59,2022-05-21 06:05:02,11.65237,5/21/2022 6:00,30.0,2047.0
141.2951,14.98,35.0,7.9488,11.57,2022-05-21,07:04:59,2022-05-21 07:04:56,11.65237,5/21/2022 7:00,29.9,2041.54
141.3368,15.05,35.0,7.9404,11.57,2022-05-21,08:04:59,2022-05-21 08:04:59,11.65237,5/21/2022 8:00,30.2,2057.92
141.3785,15.14,35.0,7.9148,11.56,2022-05-21,09:04:59,2022-05-21 09:05:02,11.65237,5/21/2022 9:00,30.0,2047.0
141.4201,15.07,35.0,7.9323,11.56,2022-05-21,10:04:59,2022-05-21 10:04:56,11.65237,5/21/2022 10:00,29.9,2041.54
141.4618,15.05,35.0,7.9103,11.56,2022-05-21,11:04:59,2022-05-21 11:04:59,11.65237,5/21/2022 11:00,30.3,2063.38
141.5035,15.12,35.0,7.8869,11.56,2022-05-21,12:04:59,2022-05-21 12:05:02,11.65237,5/21/2022 12:00,30.3,2063.38
141.5451,15.16,35.0,7.8537,11.56,2022-05-21,13:04:59,2022-05-21 13:04:56,11.65237,5/21/2022 13:00,30.1,2052.46
141.5868,15.4,35.0,7.7538,11.56,2022-05-21,14:04:59,2022-05-21 14:04:59,11.65237,5/21/2022 14:00,30.1,2052.46
141.6285,15.79,35.0,7.6104,11.56,2022-05-21,15:04:59,2022-05-21 15:05:02,11.65237,5/21/2022 15:00,30.1,2052.46
141.7535,15.65,35.0,7.9815,11.56,2022-05-21,18:04:59,2022-05-21 18:05:02,11.65237,5/21/2022 18:00,29.8,2036.08
141.7951,15.88,35.0,8.0007,11.55,2022-05-21,19:04:59,2022-05-21 19:04:56,11.65237,5/21/2022 19:00,29.6,2025.16
141.8368,16.42,35.0,7.9915,11.55,2022-05-21,20:04:59,2022-05-21 20:04:59,11.65237,5/21/2022 20:00,29.7,2030.62
141.8785,16.53,35.0,8.0158,11.55,2022-05-21,21:04:59,2022-05-21 21:05:02,11.65237,5/21/2022 21:00,29.7,2030.62
141.9201,16.53,35.0,8.0117,11.55,2022-05-21,22:04:59,2022-05-21 22:04:56,11.65237,5/21/2022 22:00,29.8,2036.08
141.9618,16.58,35.0,8.0015,11.55,2022-05-21,23:04:59,2022-05-21 23:04:59,11.65237,5/21/2022 23:00,29.9,2041.54
142.0035,16.65,35.0,8.017,11.55,2022-05-22,00:04:59,2022-05-22 00:05:02,11.65237,5/22/2022 0:00,30.0,2047.0
142.0451,16.7,35.0,7.9721,11.54,2022-05-22,01:04:59,2022-05-22 01:04:56,11.65237,5/22/2022 1:00,29.9,2041.54
142.0868,16.93,35.0,7.8868,11.54,2022-05-22,02:04:59,2022-05-22 02:04:59,11.65237,5/22/2022 2:00,29.9,2041.54
142.1285,17.31,35.0,7.681,11.54,2022-05-22,03:04:59,2022-05-22 03:05:02,11.65237,5/22/2022 3:00,30.0,2047.0
142.2118,15.81,35.0,7.9514,11.54,2022-05-22,05:04:59,2022-05-22 05:04:59,11.65237,5/22/2022 5:00,30.1,2052.46
142.2535,15.58,35.0,7.9697,11.52,2022-05-22,06:04:59,2022-05-22 06:05:02,11.65237,5/22/2022 6:00,30.1,2052.46
142.2951,15.56,35.0,7.9778,11.52,2022-05-22,07:04:59,2022-05-22 07:04:56,11.65237,5/22/2022 7:00,29.9,2041.54
142.3368,15.46,35.0,7.9768,11.51,2022-05-22,08:04:59,2022-05-22 08:04:59,11.65237,5/22/2022 8:00,29.9,2041.54
142.3785,15.46,35.0,7.9679,11.51,2022-05-22,09:04:59,2022-05-22 09:05:02,11.65237,5/22/2022 9:00,30.0,2047.0
142.4201,15.28,35.0,7.9685,11.51,2022-05-22,10:04:59,2022-05-22 10:04:56,11.65237,5/22/2022 10:00,30.0,2047.0
142.4618,15.21,35.0,7.9673,11.5,2022-05-22,11:04:59,2022-05-22 11:04:59,11.65237,5/22/2022 11:00,30.1,2052.46
142.5035,15.37,35.0,7.9614,11.5,2022-05-22,12:04:59,2022-05-22 12:05:02,11.65237,5/22/2022 12:00,30.1,2052.46
142.5451,15.67,35.0,7.9506,11.5,2022-05-22,13:04:59,2022-05-22 13:04:56,11.65237,5/22/2022 13:00,29.9,2041.54
142.5868,16.37,35.0,7.9023,11.5,2022-05-22,14:04:59,2022-05-22 14:04:59,11.65237,5/22/2022 14:00,30.1,2052.46
142.6285,17.4,35.0,7.7931,11.51,2022-05-22,15:04:59,2022-05-22 15:05:02,11.65237,5/22/2022 15:00,30.0,2047.0
142.6701,18.57,35.0,7.6123,11.51,2022-05-22,16:04:59,2022-05-22 16:04:56,11.65237,5/22/2022 16:00,30.0,2047.0
142.7535,19.07,35.0,7.6928,11.53,2022-05-22,18:04:59,2022-05-22 18:05:02,11.65237,5/22/2022 18:00,29.1,1997.86
142.7951,17.83,35.0,7.9898,11.52,2022-05-22,19:04:59,2022-05-22 19:04:56,11.65237,5/22/2022 19:00,29.0,1992.4
142.8368,18.07,35.0,7.9851,11.51,2022-05-22,20:04:59,2022-05-22 20:04:59,11.65237,5/22/2022 20:00,29.2,2003.32
142.8785,18.04,35.0,7.9739,11.51,2022-05-22,21:04:59,2022-05-22 21:05:02,11.65237,5/22/2022 21:00,29.3,2008.78
142.9201,18.02,35.0,7.9788,11.51,2022-05-22,22:04:59,2022-05-22 22:04:56,11.65237,5/22/2022 22:00,29.5,2019.7
142.9618,17.9,35.0,7.9679,11.51,2022-05-22,23:04:59,2022-05-22 23:04:59,11.65237,5/22/2022 23:00,29.6,2025.16
143.0035,17.85,35.0,7.9677,11.5,2022-05-23,00:04:59,2022-05-23 00:05:02,11.65237,5/23/2022 0:00,29.7,2030.62
143.0451,17.83,35.0,7.9656,11.5,2022-05-23,01:04:59,2022-05-23 01:04:56,11.65237,5/23/2022 1:00,29.7,2030.62
143.0868,17.9,35.0,7.9329,11.5,2022-05-23,02:04:59,2022-05-23 02:04:59,11.65237,5/23/2022 2:00,30.0,2047.0
143.1285,18.04,35.0,7.877,11.5,2022-05-23,03:04:59,2022-05-23 03:05:02,11.65237,5/23/2022 3:00,30.1,2052.46
143.1701,18.47,35.0,7.7387,11.5,2022-05-23,04:04:59,2022-05-23 04:04:56,11.65237,5/23/2022 4:00,30.2,2057.92
143.2118,18.9,35.0,7.5683,11.5,2022-05-23,05:04:59,2022-05-23 05:04:59,11.65237,5/23/2022 5:00,30.2,2057.92
143.2535,18.42,35.0,7.6824,11.5,2022-05-23,06:04:59,2022-05-23 06:05:02,11.65237,5/23/2022 6:00,30.1,2052.46
143.2951,17.69,35.0,7.9221,11.49,2022-05-23,07:04:59,2022-05-23 07:04:56,11.65237,5/23/2022 7:00,30.3,2063.38
143.3368,17.5,35.0,7.9385,11.48,2022-05-23,08:04:59,2022-05-23 08:04:59,11.65237,5/23/2022 8:00,30.6,2079.76
143.3785,17.47,35.0,7.9218,11.48,2022-05-23,09:04:59,2022-05-23 09:05:02,11.65237,5/23/2022 9:00,30.6,2079.76
143.4201,17.21,35.0,7.8988,11.47,2022-05-23,10:04:59,2022-05-23 10:04:56,11.65237,5/23/2022 10:00,30.4,2068.84
143.4618,16.86,35.0,7.9091,11.47,2022-05-23,11:04:59,2022-05-23 11:04:59,11.65237,5/23/2022 11:00,30.4,2068.84
143.5035,16.77,35.0,7.9156,11.46,2022-05-23,12:04:59,2022-05-23 12:05:02,11.65237,5/23/2022 12:00,30.5,2074.3
143.5451,16.89,35.0,7.9069,11.46,2022-05-23,13:04:59,2022-05-23 13:04:56,11.65237,5/23/2022 13:00,30.5,2074.3
143.5868,17.26,35.0,7.8877,11.46,2022-05-23,14:04:59,2022-05-23 14:04:59,11.65237,5/23/2022 14:00,30.6,2079.76
143.6285,17.59,35.0,7.8526,11.46,2022-05-23,15:04:59,2022-05-23 15:05:02,11.65237,5/23/2022 15:00,29.6,2025.16
143.6701,18.18,35.0,7.7302,11.47,2022-05-23,16:04:59,2022-05-23 16:04:56,11.65237,5/23/2022 16:00,31.2,2112.52
143.7951,17.14,35.0,7.9723,11.47,2022-05-23,19:04:59,2022-05-23 19:04:56,11.65237,5/23/2022 19:00,29.2,2003.32
143.8368,17.5,35.0,8.076,11.46,2022-05-23,20:04:59,2022-05-23 20:04:59,11.65237,5/23/2022 20:00,29.7,2030.62
143.8785,17.76,35.0,8.1062,11.46,2022-05-23,21:04:59,2022-05-23 21:05:02,11.65237,5/23/2022 21:00,29.7,2030.62
143.9201,17.73,35.0,8.0633,11.46,2022-05-23,22:04:59,2022-05-23 22:04:56,11.65237,5/23/2022 22:00,29.4,2014.24
143.9618,17.66,35.0,8.0595,11.45,2022-05-23,23:04:59,2022-05-23 23:04:59,11.65237,5/23/2022 23:00,29.3,2008.78
144.0035,17.59,35.0,8.0475,11.45,2022-05-24,00:04:59,2022-05-24 00:05:02,11.65237,5/24/2022 0:00,29.2,2003.32
144.0451,17.57,35.0,7.9575,11.44,2022-05-24,01:04:59,2022-05-24 01:04:56,11.65237,5/24/2022 1:00,29.1,1997.86
144.0868,17.43,35.0,8.017,11.44,2022-05-24,02:04:59,2022-05-24 02:04:59,11.65237,5/24/2022 2:00,29.5,2019.7
144.1285,17.4,35.0,8.0147,11.44,2022-05-24,03:04:59,2022-05-24 03:05:02,11.65237,5/24/2022 3:00,29.8,2036.08
144.1701,17.38,35.0,7.9683,11.44,2022-05-24,04:04:59,2022-05-24 04:04:56,11.65237,5/24/2022 4:00,29.9,2041.54
144.2118,17.59,35.0,7.8267,11.44,2022-05-24,05:04:59,2022-05-24 05:04:59,11.65237,5/24/2022 5:00,30.1,2052.46
144.2535,17.92,35.0,7.6588,11.43,2022-05-24,06:04:59,2022-05-24 06:05:02,11.65237,5/24/2022 6:00,30.4,2068.84
144.2951,17.14,35.0,7.9373,11.44,2022-05-24,07:04:59,2022-05-24 07:04:56,11.65237,5/24/2022 7:00,30.7,2085.22
144.3368,15.81,35.0,7.9412,11.42,2022-05-24,08:04:59,2022-05-24 08:04:59,11.65237,5/24/2022 8:00,30.9,2096.14
144.3785,15.97,35.0,7.9501,11.41,2022-05-24,09:04:59,2022-05-24 09:05:02,11.65237,5/24/2022 9:00,31.3,2117.98
144.4201,15.93,35.0,7.9582,11.41,2022-05-24,10:04:59,2022-05-24 10:04:56,11.65237,5/24/2022 10:00,31.4,2123.44
144.4618,15.86,35.0,7.9298,11.4,2022-05-24,11:04:59,2022-05-24 11:04:59,11.65237,5/24/2022 11:00,31.4,2123.44
144.5035,15.81,35.0,7.9463,11.4,2022-05-24,12:04:59,2022-05-24 12:05:02,11.65237,5/24/2022 12:00,30.2,2057.92
144.5451,15.77,35.0,7.9625,11.4,2022-05-24,13:04:59,2022-05-24 13:04:56,11.65237,5/24/2022 13:00,30.5,2074.3
144.5868,15.77,35.0,7.9481,11.39,2022-05-24,14:04:59,2022-05-24 14:04:59,11.65237,5/24/2022 14:00,31.4,2123.44
144.6285,15.88,35.0,7.9359,11.4,2022-05-24,15:04:59,2022-05-24 15:05:02,11.65237,5/24/2022 15:00,31.3,2117.98
144.6701,16.18,35.0,7.9087,11.39,2022-05-24,16:04:59,2022-05-24 16:04:56,11.65237,5/24/2022 16:00,30.8,2090.68
144.7118,16.98,35.0,7.7954,11.4,2022-05-24,17:04:59,2022-05-24 17:04:59,11.65237,5/24/2022 17:00,30.8,2090.68
144.7535,17.97,35.0,7.5833,11.4,2022-05-24,18:04:59,2022-05-24 18:05:02,11.65237,5/24/2022 18:00,31.1,2107.06
144.8368,17.52,35.0,8.0923,11.41,2022-05-24,20:04:59,2022-05-24 20:04:59,11.65237,5/24/2022 20:00,30.7,2085.22
144.8785,17.52,35.0,8.1102,11.4,2022-05-24,21:04:59,2022-05-24 21:05:02,11.65237,5/24/2022 21:00,30.9,2096.14
144.9201,17.59,35.0,8.0936,11.4,2022-05-24,22:04:59,2022-05-24 22:04:56,11.65237,5/24/2022 22:00,30.4,2068.84
144.9618,17.33,35.0,8.0776,11.4,2022-05-24,23:04:59,2022-05-24 23:04:59,11.65237,5/24/2022 23:00,29.7,2030.62
145.0035,17.12,35.0,8.0589,11.39,2022-05-25,00:04:59,2022-05-25 00:05:02,11.65237,5/25/2022 0:00,29.3,2008.78
145.0451,16.96,35.0,8.0613,11.39,2022-05-25,01:04:59,2022-05-25 01:04:56,11.65237,5/25/2022 1:00,30.0,2047.0
145.0868,16.86,35.0,8.0269,11.38,2022-05-25,02:04:59,2022-05-25 02:04:59,11.65237,5/25/2022 2:00,30.1,2052.46
145.1285,16.77,35.0,8.0336,11.38,2022-05-25,03:04:59,2022-05-25 03:05:02,11.65237,5/25/2022 3:00,29.9,2041.54
145.1701,16.77,35.0,8.0153,11.38,2022-05-25,04:04:59,2022-05-25 04:04:56,11.65237,5/25/2022 4:00,30.0,2047.0
145.2118,16.77,35.0,7.9866,11.38,2022-05-25,05:04:59,2022-05-25 05:04:59,11.65237,5/25/2022 5:00,30.0,2047.0
145.2535,16.89,35.0,7.846,11.37,2022-05-25,06:04:59,2022-05-25 06:05:02,11.65237,5/25/2022 6:00,30.1,2052.46
145.2951,17.07,35.0,7.6499,11.37,2022-05-25,07:04:59,2022-05-25 07:04:56,11.65237,5/25/2022 7:00,30.3,2063.38
145.3368,16.81,35.0,7.7968,11.37,2022-05-25,08:04:59,2022-05-25 08:04:59,11.65237,5/25/2022 8:00,30.3,2063.38
145.3785,16.02,35.0,7.9715,11.36,2022-05-25,09:04:59,2022-05-25 09:05:02,11.65237,5/25/2022 9:00,30.5,2074.3
145.4201,15.86,35.0,7.9657,11.36,2022-05-25,10:04:59,2022-05-25 10:04:56,11.65237,5/25/2022 10:00,30.7,2085.22
145.4618,15.77,35.0,7.9794,11.35,2022-05-25,11:04:59,2022-05-25 11:04:59,11.65237,5/25/2022 11:00,31.2,2112.52
145.5035,15.81,35.0,7.9765,11.35,2022-05-25,12:04:59,2022-05-25 12:05:02,11.65237,5/25/2022 12:00,31.1,2107.06
145.5451,15.9,35.0,7.9899,11.35,2022-05-25,13:04:59,2022-05-25 13:04:56,11.65237,5/25/2022 13:00,30.7,2085.22
145.5868,15.97,35.0,8.0037,11.35,2022-05-25,14:04:59,2022-05-25 14:04:59,11.65237,5/25/2022 14:00,30.6,2079.76
145.6285,16.3,35.0,7.9949,11.35,2022-05-25,15:04:59,2022-05-25 15:05:02,11.65237,5/25/2022 15:00,30.9,2096.14
145.6701,16.6,35.0,7.9803,11.35,2022-05-25,16:04:59,2022-05-25 16:04:56,11.65237,5/25/2022 16:00,30.7,2085.22
145.7118,17.12,35.0,7.9574,11.35,2022-05-25,17:04:59,2022-05-25 17:04:59,11.65237,5/25/2022 17:00,30.7,2085.22
145.7535,18.07,35.0,7.8534,11.36,2022-05-25,18:04:59,2022-05-25 18:05:02,11.65237,5/25/2022 18:00,30.1,2052.46
145.7951,18.83,35.0,7.6725,11.36,2022-05-25,19:04:59,2022-05-25 19:04:56,11.65237,5/25/2022 19:00,30.0,2047.0
145.8368,19.04,35.0,7.6579,11.37,2022-05-25,20:04:59,2022-05-25 20:04:59,11.65237,5/25/2022 20:00,29.9,2041.54
145.8785,18.11,35.0,7.9925,11.36,2022-05-25,21:04:59,2022-05-25 21:05:02,11.65237,5/25/2022 21:00,29.7,2030.62
145.9201,17.61,35.0,8.0012,11.36,2022-05-25,22:04:59,2022-05-25 22:04:56,11.65237,5/25/2022 22:00,30.2,2057.92
146.0035,17.38,35.0,7.7284,11.35,2022-05-26,00:04:59,2022-05-26 00:05:02,11.65237,5/26/2022 0:00,29.9,2041.54
146.1701,17.03,35.0,8.0263,11.34,2022-05-26,04:04:59,2022-05-26 04:04:56,11.65237,5/26/2022 4:00,30.3,2063.38
146.2118,16.84,35.0,7.9837,11.33,2022-05-26,05:04:59,2022-05-26 05:04:59,11.65237,5/26/2022 5:00,30.2,2057.92
146.2535,16.65,35.0,7.9043,11.33,2022-05-26,06:04:59,2022-05-26 06:05:02,11.65237,5/26/2022 6:00,30.1,2052.46
146.2951,16.91,35.0,7.732,11.33,2022-05-26,07:04:59,2022-05-26 07:04:56,11.65237,5/26/2022 7:00,30.1,2052.46
