Year Day,Temperature C,CO2,Battery,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated)
145.3682,16.79,915.4,11.59,2023-05-25 08:50:12,11.65237,2023-05-25 08:36:18,31.704,2140.0384000000004
145.4098,16.81,1008.7,11.59,2023-05-25 09:50:06,11.65237,2023-05-25 09:36:18,31.364,2121.4744
145.4515,16.77,986.8,11.59,2023-05-25 10:50:09,11.65237,2023-05-25 10:36:18,31.19,2111.974
145.4932,16.77,1063.7,11.59,2023-05-25 11:50:12,11.65237,2023-05-25 11:36:18,31.373,2121.9658
145.5348,16.81,1051.6,11.59,2023-05-25 12:50:06,11.65237,2023-05-25 12:36:18,31.738,2141.8948
145.5765,16.58,796.4,11.59,2023-05-25 13:50:09,11.65237,2023-05-25 13:36:18,31.994,2155.8724
145.6182,16.11,688.6,11.58,2023-05-25 14:50:12,11.65237,2023-05-25 14:36:18,31.978,2154.9988000000003
145.6598,16.14,633.0,11.58,2023-05-25 15:50:06,11.65237,2023-05-25 15:36:18,31.647,2136.9262
145.7015,16.21,584.8,11.58,2023-05-25 16:50:09,11.65237,2023-05-25 16:36:18,31.791,2144.7886
145.7432,16.25,581.0,11.58,2023-05-25 17:50:12,11.65237,2023-05-25 17:36:18,31.837,2147.3002
145.7848,16.91,572.8,11.58,2023-05-25 18:50:06,11.65237,2023-05-25 18:36:18,31.89,2150.1940000000004
145.8265,17.24,561.5,11.59,2023-05-25 19:50:09,11.65237,2023-05-25 19:36:18,31.736,2141.7856
145.8682,17.83,531.0,11.59,2023-05-25 20:50:12,11.65237,2023-05-25 20:36:18,31.213,2113.2298
145.9098,17.59,496.4,11.59,2023-05-25 21:50:06,11.65237,2023-05-25 21:36:18,30.948,2098.7608
145.9515,16.98,535.7,11.59,2023-05-25 22:50:09,11.65237,2023-05-25 22:36:18,30.601,2079.8146
145.9932,16.84,568.1,11.59,2023-05-25 23:50:12,11.65237,2023-05-25 23:36:18,30.491,2073.8086000000003
146.0348,16.67,554.8,11.59,2023-05-26 00:50:06,11.65237,2023-05-26 00:36:18,30.584,2078.8864000000003
146.0765,16.77,578.8,11.58,2023-05-26 01:50:09,11.65237,2023-05-26 01:36:18,31.253,2115.4138000000003
146.1182,16.6,564.5,11.58,2023-05-26 02:50:12,11.65237,2023-05-26 02:36:18,31.615,2135.179
146.1598,16.46,584.5,11.58,2023-05-26 03:50:06,11.65237,2023-05-26 03:36:18,31.643,2136.7078
146.2015,16.39,588.8,11.58,2023-05-26 04:50:09,11.65237,2023-05-26 04:36:18,31.934,2152.5964000000004
146.2432,16.25,556.2,11.57,2023-05-26 05:50:12,11.65237,2023-05-26 05:36:18,32.238,2169.1948
146.2848,16.42,629.9,11.57,2023-05-26 06:50:06,11.65237,2023-05-26 06:36:18,32.232,2168.8672
146.3265,16.67,727.3,11.57,2023-05-26 07:50:09,11.65237,2023-05-26 07:36:18,32.22,2168.212
146.3682,16.67,802.1,11.57,2023-05-26 08:50:12,11.65237,2023-05-26 08:36:18,31.858,2148.4468
146.4098,16.63,836.7,11.58,2023-05-26 09:50:06,11.65237,2023-05-26 09:36:18,31.63,2135.998
146.4515,16.63,866.6,11.58,2023-05-26 10:50:09,11.65237,2023-05-26 10:36:18,31.136,2109.0256
146.4932,16.56,827.6,11.57,2023-05-26 11:50:12,11.65237,2023-05-26 11:36:18,31.066,2105.2036
146.5348,16.53,766.7,11.57,2023-05-26 12:50:06,11.65237,2023-05-26 12:36:18,31.147,2109.6262
146.5765,16.42,772.0,11.57,2023-05-26 13:50:09,11.65237,2023-05-26 13:36:18,31.518,2129.8828000000003
146.6182,16.49,703.0,11.57,2023-05-26 14:50:12,11.65237,2023-05-26 14:36:18,31.854,2148.2284
146.6598,16.53,649.6,11.57,2023-05-26 15:50:06,11.65237,2023-05-26 15:36:18,31.818,2146.2628000000004
146.7015,16.74,596.6,11.57,2023-05-26 16:50:09,11.65237,2023-05-26 16:36:18,31.693,2139.4378
146.7432,16.79,568.5,11.57,2023-05-26 17:50:12,11.65237,2023-05-26 17:36:18,31.563,2132.3398
146.7848,17.1,582.8,11.58,2023-05-26 18:50:06,11.65237,2023-05-26 18:36:18,31.734,2141.6764000000003
146.8265,17.5,565.5,11.58,2023-05-26 19:50:09,11.65237,2023-05-26 19:36:18,31.799,2145.2254000000003
146.8682,17.69,532.4,11.58,2023-05-26 20:50:12,11.65237,2023-05-26 20:36:18,31.62,2135.452
146.9098,18.37,504.4,11.59,2023-05-26 21:50:06,11.65237,2023-05-26 21:36:18,31.361,2121.3106
146.9515,17.95,505.5,11.59,2023-05-26 22:50:09,11.65237,2023-05-26 22:36:18,30.909,2096.6314
146.9932,17.14,514.5,11.58,2023-05-26 23:50:12,11.65237,2023-05-26 23:36:18,30.746,2087.7316
147.0348,17.1,582.2,11.58,2023-05-27 00:50:06,11.65237,2023-05-27 00:36:18,30.475,2072.9350000000004
147.0765,16.93,571.9,11.57,2023-05-27 01:50:09,11.65237,2023-05-27 01:36:18,30.598,2079.6508
147.1182,16.63,565.9,11.57,2023-05-27 02:50:12,11.65237,2023-05-27 02:36:18,31.025,2102.965
147.2015,16.46,541.7,11.68,2023-05-27 04:50:09,11.65237,2023-05-27 04:36:18,31.758,2142.9868
147.2432,16.28,566.3,11.64,2023-05-27 05:50:12,11.65237,2023-05-27 05:36:18,31.808,2145.7168
147.2848,16.23,588.5,11.62,2023-05-27 06:50:06,11.65237,2023-05-27 06:36:18,31.913,2151.4498000000003
147.3265,16.72,660.6,11.61,2023-05-27 07:50:09,11.65237,2023-05-27 07:36:18,31.967,2154.3982
147.3682,16.65,736.5,11.6,2023-05-27 08:50:12,11.65237,2023-05-27 08:36:18,32.015,2157.019
147.4098,16.77,836.6,11.59,2023-05-27 09:50:06,11.65237,2023-05-27 09:36:18,31.671,2138.2366
147.4515,16.65,855.4,11.59,2023-05-27 10:50:09,11.65237,2023-05-27 10:36:18,31.34,2120.164
147.4932,16.56,784.8,11.59,2023-05-27 11:50:12,11.65237,2023-05-27 11:36:18,30.912,2096.7952
147.5348,16.51,806.1,11.58,2023-05-27 12:50:06,11.65237,2023-05-27 12:36:18,30.593,2079.3778
147.5765,16.35,784.3,11.58,2023-05-27 13:50:09,11.65237,2023-05-27 13:36:18,31.11,2107.606
147.6182,16.51,738.9,11.58,2023-05-27 14:50:12,11.65237,2023-05-27 14:36:18,31.535,2130.811
147.6598,16.58,661.5,11.57,2023-05-27 15:50:06,11.65237,2023-05-27 15:36:18,31.696,2139.6016
147.7015,17.21,607.5,11.57,2023-05-27 16:50:09,11.65237,2023-05-27 16:36:18,31.523,2130.1558
147.7432,17.31,602.0,11.58,2023-05-27 17:50:12,11.65237,2023-05-27 17:36:18,31.568,2132.6128
147.7848,17.31,599.0,11.58,2023-05-27 18:50:06,11.65237,2023-05-27 18:36:18,31.628,2135.8888
147.8265,17.8,576.5,11.58,2023-05-27 19:50:09,11.65237,2023-05-27 19:36:18,31.689,2139.2194
147.8682,18.68,544.0,11.59,2023-05-27 20:50:12,11.65237,2023-05-27 20:36:18,31.725,2141.1850000000004
147.9098,18.54,561.4,11.59,2023-05-27 21:50:06,11.65237,2023-05-27 21:36:18,31.618,2135.3428
147.9515,19.21,534.2,11.59,2023-05-27 22:50:09,11.65237,2023-05-27 22:36:18,31.257,2115.6322
147.9932,19.09,534.0,11.59,2023-05-27 23:50:12,11.65237,2023-05-27 23:36:18,30.913,2096.8498
148.0348,18.09,612.8,11.59,2023-05-28 00:50:06,11.65237,2023-05-28 00:36:18,30.585,2078.941
148.0765,17.83,621.3,11.58,2023-05-28 01:50:09,11.65237,2023-05-28 01:36:18,30.617,2080.6882
148.1182,17.71,594.2,11.58,2023-05-28 02:50:12,11.65237,2023-05-28 02:36:18,30.711,2085.8206
148.1598,17.69,615.7,11.57,2023-05-28 03:50:06,11.65237,2023-05-28 03:36:18,30.997,2101.4362
148.2015,17.43,618.1,11.57,2023-05-28 04:50:09,11.65237,2023-05-28 04:36:18,31.091,2106.5686
148.2432,17.31,596.4,11.56,2023-05-28 05:50:12,11.65237,2023-05-28 05:36:18,31.246,2115.0316000000003
148.2848,17.05,600.5,11.56,2023-05-28 06:50:06,11.65237,2023-05-28 06:36:18,31.597,2134.1962000000003
148.3265,17.12,614.4,11.56,2023-05-28 07:50:09,11.65237,2023-05-28 07:36:18,31.689,2139.2194
148.3682,17.31,673.9,11.56,2023-05-28 08:50:12,11.65237,2023-05-28 08:36:18,31.743,2142.1678
148.4098,17.33,733.2,11.56,2023-05-28 09:50:06,11.65237,2023-05-28 09:36:18,31.645,2136.817
148.4515,17.45,782.6,11.56,2023-05-28 10:50:09,11.65237,2023-05-28 10:36:18,31.269,2116.2874
148.4932,17.5,839.9,11.56,2023-05-28 11:50:12,11.65237,2023-05-28 11:36:18,30.734,2087.0764
148.5348,17.28,830.1,11.56,2023-05-28 12:50:06,11.65237,2023-05-28 12:36:18,30.191000000000003,2057.4286
148.5765,17.17,801.2,11.55,2023-05-28 13:50:09,11.65237,2023-05-28 13:36:18,30.223,2059.1758
148.6182,17.26,740.8,11.55,2023-05-28 14:50:12,11.65237,2023-05-28 14:36:18,30.849,2093.3554000000004
148.6598,17.31,714.7,11.55,2023-05-28 15:50:06,11.65237,2023-05-28 15:36:18,31.457,2126.5522
148.7015,17.38,646.0,11.55,2023-05-28 16:50:09,11.65237,2023-05-28 16:36:18,31.565,2132.449
148.7432,18.04,607.2,11.56,2023-05-28 17:50:12,11.65237,2023-05-28 17:36:18,31.434,2125.2964
148.7848,17.95,573.7,11.56,2023-05-28 18:50:06,11.65237,2023-05-28 18:36:18,31.53,2130.538
148.8265,17.88,580.9,11.56,2023-05-28 19:50:09,11.65237,2023-05-28 19:36:18,31.588,2133.7048000000004
148.8682,18.3,568.5,11.56,2023-05-28 20:50:12,11.65237,2023-05-28 20:36:18,31.646,2136.8716000000004
148.9098,18.85,543.7,11.56,2023-05-28 21:50:06,11.65237,2023-05-28 21:36:18,31.694,2139.4924
148.9515,19.19,532.3,11.56,2023-05-28 22:50:09,11.65237,2023-05-28 22:36:18,31.446,2125.9516000000003
148.9932,19.45,482.3,11.57,2023-05-28 23:50:12,11.65237,2023-05-28 23:36:18,31.038,2103.6748
149.0348,19.6,497.2,11.57,2023-05-29 00:50:06,11.65237,2023-05-29 00:36:18,30.615,2080.579
149.0765,18.83,533.7,11.57,2023-05-29 01:50:09,11.65237,2023-05-29 01:36:18,30.361,2066.7106000000003
149.1182,18.16,597.1,11.56,2023-05-29 02:50:12,11.65237,2023-05-29 02:36:18,30.327,2064.8542
149.1598,17.95,624.8,11.55,2023-05-29 03:50:06,11.65237,2023-05-29 03:36:18,30.652,2082.5992
149.2015,17.88,644.6,11.55,2023-05-29 04:50:09,11.65237,2023-05-29 04:36:18,30.951,2098.9246000000003
149.2432,17.83,628.0,11.55,2023-05-29 05:50:12,11.65237,2023-05-29 05:36:18,31.571,2132.7766
149.2848,17.45,615.2,11.54,2023-05-29 06:50:06,11.65237,2023-05-29 06:36:18,31.591,2133.8686
149.3265,17.31,624.1,11.54,2023-05-29 07:50:09,11.65237,2023-05-29 07:36:18,31.723,2141.0758
149.3682,17.5,638.1,11.54,2023-05-29 08:50:12,11.65237,2023-05-29 08:36:18,31.783,2144.3518000000004
149.4098,17.64,722.7,11.54,2023-05-29 09:50:06,11.65237,2023-05-29 09:36:18,31.769,2143.5874
149.4515,17.71,802.5,11.54,2023-05-29 10:50:09,11.65237,2023-05-29 10:36:18,31.388,2122.7848000000004
149.4932,17.59,953.1,11.54,2023-05-29 11:50:12,11.65237,2023-05-29 11:36:18,30.929,2097.7234
149.5348,17.52,855.9,11.54,2023-05-29 12:50:06,11.65237,2023-05-29 12:36:18,30.443,2071.1878
149.5765,17.47,875.4,11.54,2023-05-29 13:50:09,11.65237,2023-05-29 13:36:18,30.265,2061.469
149.6182,17.61,923.2,11.54,2023-05-29 14:50:12,11.65237,2023-05-29 14:36:18,29.843,2038.4278
149.6598,17.64,784.8,11.54,2023-05-29 15:50:06,11.65237,2023-05-29 15:36:18,30.575,2078.395
149.7015,18.14,642.9,11.54,2023-05-29 16:50:09,11.65237,2023-05-29 16:36:18,31.196,2112.3016
149.7432,18.35,598.1,11.54,2023-05-29 17:50:12,11.65237,2023-05-29 17:36:18,31.294,2117.6524
149.7848,18.33,576.6,11.54,2023-05-29 18:50:06,11.65237,2023-05-29 18:36:18,31.061,2104.9306
149.8265,18.16,558.7,11.54,2023-05-29 19:50:09,11.65237,2023-05-29 19:36:18,31.039,2103.7294
149.8682,18.07,566.1,11.54,2023-05-29 20:50:12,11.65237,2023-05-29 20:36:18,31.127,2108.5342
149.9098,18.33,560.7,11.54,2023-05-29 21:50:06,11.65237,2023-05-29 21:36:18,31.29,2117.434
149.9515,18.92,490.5,11.54,2023-05-29 22:50:09,11.65237,2023-05-29 22:36:18,31.202,2112.6292000000003
149.9932,19.02,506.0,11.55,2023-05-29 23:50:12,11.65237,2023-05-29 23:36:18,30.852,2093.5192
150.0348,18.52,565.2,11.54,2023-05-30 00:50:06,11.65237,2023-05-30 00:36:18,30.353,2066.2738
150.0765,18.52,587.2,11.54,2023-05-30 01:50:09,11.65237,2023-05-30 01:36:18,29.826,2037.4996
150.1182,18.57,646.1,11.54,2023-05-30 02:50:12,11.65237,2023-05-30 02:36:18,29.791,2035.5886
150.1598,17.99,647.4,11.54,2023-05-30 03:50:06,11.65237,2023-05-30 03:36:18,29.955,2044.543
150.2015,17.97,654.7,11.53,2023-05-30 04:50:09,11.65237,2023-05-30 04:36:18,30.221,2059.0666
150.2432,17.61,661.7,11.53,2023-05-30 05:50:12,11.65237,2023-05-30 05:36:18,30.579,2078.6134
150.2848,17.52,635.6,11.53,2023-05-30 06:50:06,11.65237,2023-05-30 06:36:18,31.211,2113.1206
150.3265,17.17,644.1,11.52,2023-05-30 07:50:09,11.65237,2023-05-30 07:36:18,31.162,2110.4452
150.3682,17.05,652.5,11.52,2023-05-30 08:50:12,11.65237,2023-05-30 08:36:18,31.376,2122.1296
150.4098,17.07,655.7,11.52,2023-05-30 09:50:06,11.65237,2023-05-30 09:36:18,31.482,2127.9172
150.4515,17.38,755.4,11.52,2023-05-30 10:50:09,11.65237,2023-05-30 10:36:18,31.392,2123.0032
150.4932,17.33,849.1,11.52,2023-05-30 11:50:12,11.65237,2023-05-30 11:36:18,30.975,2100.235
150.5348,17.24,1005.2,11.51,2023-05-30 12:50:06,11.65237,2023-05-30 12:36:18,30.398,2068.7308000000003
150.5765,17.36,999.7,11.52,2023-05-30 13:50:09,11.65237,2023-05-30 13:36:18,29.726,2032.0396
150.6182,17.38,872.8,11.52,2023-05-30 14:50:12,11.65237,2023-05-30 14:36:18,29.299,2008.7254
150.6598,17.31,721.2,11.52,2023-05-30 15:50:06,11.65237,2023-05-30 15:36:18,29.875,2040.175
150.7432,17.5,609.9,11.65,2023-05-30 17:50:12,11.65237,2023-05-30 17:36:18,30.625,2081.125
150.7848,17.71,578.4,11.61,2023-05-30 18:50:06,11.65237,2023-05-30 18:36:18,30.615,2080.579
150.8265,17.9,558.2,11.59,2023-05-30 19:50:09,11.65237,2023-05-30 19:36:18,30.629,2081.3434
150.8682,17.57,553.5,11.57,2023-05-30 20:50:12,11.65237,2023-05-30 20:36:18,30.667,2083.4182
150.9098,17.54,553.7,11.56,2023-05-30 21:50:06,11.65237,2023-05-30 21:36:18,30.733,2087.0218
150.9515,17.9,540.9,11.56,2023-05-30 22:50:09,11.65237,2023-05-30 22:36:18,30.846,2093.1916
150.9932,18.47,529.1,11.55,2023-05-30 23:50:12,11.65237,2023-05-30 23:36:18,30.875,2094.775
151.0348,18.95,495.0,11.55,2023-05-31 00:50:06,11.65237,2023-05-31 00:36:18,30.347,2065.9462000000003
151.0765,19.09,506.8,11.55,2023-05-31 01:50:09,11.65237,2023-05-31 01:36:18,29.914,2042.3044
151.1182,18.97,551.6,11.56,2023-05-31 02:50:12,11.65237,2023-05-31 02:36:18,29.685,2029.801
151.1598,18.71,573.7,11.55,2023-05-31 03:50:06,11.65237,2023-05-31 03:36:18,29.626,2026.5796
151.2015,17.76,654.0,11.54,2023-05-31 04:50:09,11.65237,2023-05-31 04:36:18,29.888,2040.8848
151.2432,17.4,678.9,11.54,2023-05-31 05:50:12,11.65237,2023-05-31 05:36:18,30.303,2063.5438000000004
151.2848,17.19,676.1,11.53,2023-05-31 06:50:06,11.65237,2023-05-31 06:36:18,30.736,2087.1856
151.3265,17.14,665.8,11.52,2023-05-31 07:50:09,11.65237,2023-05-31 07:36:18,30.974,2100.1804
151.3682,16.98,677.7,11.52,2023-05-31 08:50:12,11.65237,2023-05-31 08:36:18,31.089,2106.4594
151.4098,16.77,691.9,11.52,2023-05-31 09:50:06,11.65237,2023-05-31 09:36:18,31.143,2109.4078
151.4515,17.0,729.3,11.51,2023-05-31 10:50:09,11.65237,2023-05-31 10:36:18,31.194,2112.1924
151.4932,17.07,869.8,11.52,2023-05-31 11:50:12,11.65237,2023-05-31 11:36:18,31.085,2106.241
151.5348,17.1,931.4,11.52,2023-05-31 12:50:06,11.65237,2023-05-31 12:36:18,30.184,2057.0464
151.5765,17.21,1035.8,11.52,2023-05-31 13:50:09,11.65237,2023-05-31 13:36:18,29.759,2033.8414
151.6182,17.4,1082.9,11.52,2023-05-31 14:50:12,11.65237,2023-05-31 14:36:18,29.28,2007.688
151.6598,17.38,931.9,11.52,2023-05-31 15:50:06,11.65237,2023-05-31 15:36:18,29.114,1998.6244
151.7015,17.36,775.2,11.52,2023-05-31 16:50:09,11.65237,2023-05-31 16:36:18,29.416,2015.1136
151.7432,17.88,728.9,11.52,2023-05-31 17:50:12,11.65237,2023-05-31 17:36:18,30.184,2057.0464
151.7848,18.33,631.9,11.52,2023-05-31 18:50:06,11.65237,2023-05-31 18:36:18,30.545,2076.757
151.8265,18.54,602.2,11.53,2023-05-31 19:50:09,11.65237,2023-05-31 19:36:18,30.589,2079.1594
151.8682,18.54,584.1,11.53,2023-05-31 20:50:12,11.65237,2023-05-31 20:36:18,30.604,2079.9784
151.9098,18.33,588.9,11.53,2023-05-31 21:50:06,11.65237,2023-05-31 21:36:18,30.711,2085.8206
151.9515,18.37,604.9,11.53,2023-05-31 22:50:09,11.65237,2023-05-31 22:36:18,30.796,2090.4616
151.9932,18.95,582.3,11.52,2023-05-31 23:50:12,11.65237,2023-05-31 23:36:18,30.756,2088.2776000000003
152.0348,19.41,585.7,11.53,2023-06-01 00:50:06,11.65237,2023-06-01 00:36:18,30.398,2068.7308000000003
152.0765,19.82,595.6,11.54,2023-06-01 01:50:09,11.65237,2023-06-01 01:36:18,30.057,2050.1122
152.1182,19.84,680.5,11.54,2023-06-01 02:50:12,11.65237,2023-06-01 02:36:18,29.818,2037.0628
152.1598,19.67,739.6,11.54,2023-06-01 03:50:06,11.65237,2023-06-01 03:36:18,29.822,2037.2812
152.2015,18.78,744.9,11.54,2023-06-01 04:50:09,11.65237,2023-06-01 04:36:18,29.779,2034.9334
152.2432,18.52,877.2,11.53,2023-06-01 05:50:12,11.65237,2023-06-01 05:36:18,30.07,2050.822
152.2848,18.26,807.3,11.52,2023-06-01 06:50:06,11.65237,2023-06-01 06:36:18,30.248,2060.5408
152.3265,17.92,712.6,11.51,2023-06-01 07:50:09,11.65237,2023-06-01 07:36:18,30.507,2074.6822
152.3682,17.57,713.2,11.51,2023-06-01 08:50:12,11.65237,2023-06-01 08:36:18,30.643,2082.1078
152.4098,17.57,755.0,11.5,2023-06-01 09:50:06,11.65237,2023-06-01 09:36:18,30.907,2096.5222000000003
152.4515,17.57,757.4,11.5,2023-06-01 10:50:09,11.65237,2023-06-01 10:36:18,30.95,2098.87
152.4932,17.88,810.2,11.5,2023-06-01 11:50:12,11.65237,2023-06-01 11:36:18,30.896,2095.9216
152.5348,18.07,930.6,11.51,2023-06-01 12:50:06,11.65237,2023-06-01 12:36:18,30.875,2094.775
152.5765,18.37,1022.5,11.51,2023-06-01 13:50:09,11.65237,2023-06-01 13:36:18,30.286,2062.6156
152.6182,18.78,1102.9,11.51,2023-06-01 14:50:12,11.65237,2023-06-01 14:36:18,29.828,2037.6088
152.6598,18.66,1038.1,11.51,2023-06-01 15:50:06,11.65237,2023-06-01 15:36:18,29.591,2024.6686
152.7015,18.37,942.9,11.51,2023-06-01 16:50:09,11.65237,2023-06-01 16:36:18,29.543,2022.0478
152.7432,18.4,812.3,11.51,2023-06-01 17:50:12,11.65237,2023-06-01 17:36:18,30.24,2060.1040000000003
152.7848,19.02,677.0,11.51,2023-06-01 18:50:06,11.65237,2023-06-01 18:36:18,30.6,2079.76
152.8265,19.55,653.4,11.52,2023-06-01 19:50:09,11.65237,2023-06-01 19:36:18,30.787,2089.9702
152.8682,19.62,621.5,11.52,2023-06-01 20:50:12,11.65237,2023-06-01 20:36:18,30.795,2090.407
152.9098,19.26,619.0,11.52,2023-06-01 21:50:06,11.65237,2023-06-01 21:36:18,30.84,2092.864
152.9515,18.97,631.0,11.52,2023-06-01 22:50:09,11.65237,2023-06-01 22:36:18,30.856,2093.7376000000004
152.9932,19.26,636.7,11.51,2023-06-01 23:50:12,11.65237,2023-06-01 23:36:18,30.89,2095.594
153.0348,19.77,649.0,11.52,2023-06-02 00:50:06,11.65237,2023-06-02 00:36:18,30.868,2094.3928
153.0765,20.35,729.1,11.52,2023-06-02 01:50:09,11.65237,2023-06-02 01:36:18,30.595,2079.487
153.1182,20.72,969.8,11.53,2023-06-02 02:50:12,11.65237,2023-06-02 02:36:18,30.354,2066.3284000000003
153.1598,20.72,1167.4,11.53,2023-06-02 03:50:06,11.65237,2023-06-02 03:36:18,30.134,2054.3164
153.2015,20.52,1198.5,11.53,2023-06-02 04:50:09,11.65237,2023-06-02 04:36:18,30.116,2053.3336
153.2432,20.28,1134.9,11.53,2023-06-02 05:50:12,11.65237,2023-06-02 05:36:18,30.237,2059.9402
153.2848,19.45,1030.4,11.52,2023-06-02 06:50:06,11.65237,2023-06-02 06:36:18,30.522,2075.5012
153.3265,18.97,891.3,11.51,2023-06-02 07:50:09,11.65237,2023-06-02 07:36:18,30.517,2075.2282
153.3682,18.8,833.5,11.51,2023-06-02 08:50:12,11.65237,2023-06-02 08:36:18,30.824,2091.9904
153.4098,18.47,816.5,11.5,2023-06-02 09:50:06,11.65237,2023-06-02 09:36:18,30.965,2099.6890000000003
153.4515,18.3,822.9,11.5,2023-06-02 10:50:09,11.65237,2023-06-02 10:06:18,30.939,2098.2694
153.4932,18.28,827.9,11.49,2023-06-02 11:50:12,11.65237,2023-06-02 11:36:18,32.07,2160.022
153.5348,18.83,902.3,11.49,2023-06-02 12:50:06,11.65237,2023-06-02 12:36:18,31.852,2148.1192
153.5765,19.09,1007.2,11.5,2023-06-02 13:50:09,11.65237,2023-06-02 13:36:18,31.452,2126.2792
