"""Plot Title: Carolina No 2 May 2022""",,,,,,,
"Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 20182877, SEN S/N: 20182877)","Temp, °C (LGR S/N: 20182877, SEN S/N: 20182877)",Coupler Detached (LGR S/N: 20182877),Coupler Attached (LGR S/N: 20182877),Host Connected (LGR S/N: 20182877),Stopped (LGR S/N: 20182877),End Of File (LGR S/N: 20182877)
5/31/2022 8:35,29817.2,18.29,,,,,
5/31/2022 9:05,29840.7,18.27,,,,,
5/31/2022 9:35,29907.1,18.26,,,,,
5/31/2022 10:05,29947.9,18.34,,,,,
5/31/2022 10:35,29885.6,18.47,,,,,
5/31/2022 11:05,29332.2,19.73,,,,,
5/31/2022 11:35,28768.3,19.67,,,,,
5/31/2022 12:05,27961.4,20.2,,,,,
5/31/2022 12:35,27847.5,20.41,,,,,
5/31/2022 13:05,27686.5,20.76,,,,,
5/31/2022 13:35,27392.9,21.11,,,,,
5/31/2022 14:05,27241.2,21.26,,,,,
5/31/2022 14:35,27449.3,21.23,,,,,
5/31/2022 15:05,27690.3,21.16,,,,,
5/31/2022 15:35,27891.8,21.11,,,,,
5/31/2022 16:05,28631.4,20.75,,,,,
5/31/2022 16:35,29417.8,20.59,,,,,
5/31/2022 17:05,30034.1,20.32,,,,,
5/31/2022 17:35,30066.6,20.04,,,,,
5/31/2022 18:05,30096.9,19.88,,,,,
5/31/2022 18:35,30034.1,19.91,,,,,
5/31/2022 19:05,29950,19.98,,,,,
5/31/2022 19:35,29995.3,19.73,,,,,
5/31/2022 20:05,30010.4,19.64,,,,,
5/31/2022 20:35,29954.3,19.4,,,,,
5/31/2022 21:05,30032,19.24,,,,,
5/31/2022 21:35,30008.2,19.19,,,,,
5/31/2022 22:05,30019,19.13,,,,,
5/31/2022 22:35,29984.5,19.22,,,,,
5/31/2022 23:05,29369.7,19.27,,,,,
5/31/2022 23:35,29234.6,19.5,,,,,
6/1/2022 0:05,28738,19.63,,,,,
6/1/2022 0:35,28242.3,19.7,,,,,
6/1/2022 1:05,28048.7,19.68,,,,,
6/1/2022 1:35,27555.2,19.71,,,,,
6/1/2022 2:05,27504.1,19.68,,,,,
6/1/2022 2:35,27621.7,19.64,,,,,
6/1/2022 3:05,27415.4,19.64,,,,,
6/1/2022 3:35,27619.8,19.61,,,,,
6/1/2022 4:05,27743.8,19.58,,,,,
6/1/2022 4:35,28295.4,19.49,,,,,
6/1/2022 5:05,28414,19.42,,,,,
6/1/2022 5:35,28987.8,19.27,,,,,
6/1/2022 6:05,28971.4,19.2,,,,,
6/1/2022 6:35,29255.4,19.09,,,,,
6/1/2022 7:05,29476.4,18.83,,,,,
6/1/2022 7:35,29129.3,18.69,,,,,
6/1/2022 8:05,29396.9,18.51,,,,,
6/1/2022 8:35,29501.6,18.43,,,,,
6/1/2022 9:05,29499.5,18.47,,,,,
6/1/2022 9:35,29649.2,18.41,,,,,
6/1/2022 10:05,29636.5,18.41,,,,,
6/1/2022 10:35,29628,18.44,,,,,
6/1/2022 11:05,29691.6,18.57,,,,,
6/1/2022 11:35,29657.7,18.63,,,,,
6/1/2022 12:05,29617.5,18.7,,,,,
6/1/2022 12:35,28336.8,19.11,,,,,
6/1/2022 13:05,28173.6,19.3,,,,,
6/1/2022 13:35,27462.5,19.54,,,,,
6/1/2022 14:05,27434.3,19.73,,,,,
6/1/2022 14:35,26862.5,19.87,,,,,
6/1/2022 15:05,26804.1,19.9,,,,,
6/1/2022 15:35,26910.1,19.87,,,,,
6/1/2022 16:05,27166.7,19.74,,,,,
6/1/2022 16:35,28567.3,19.31,,,,,
6/1/2022 17:05,28659.5,19.32,,,,,
6/1/2022 17:35,28918.4,18.91,,,,,
6/1/2022 18:05,29463.8,18.77,,,,,
6/1/2022 18:35,29411.5,18.75,,,,,
6/1/2022 19:05,29434.5,18.7,,,,,
6/1/2022 19:35,29384.3,18.68,,,,,
6/1/2022 20:05,29516.3,18.75,,,,,
6/1/2022 20:35,29512.1,18.64,,,,,
6/1/2022 21:05,29543.6,18.56,,,,,
6/1/2022 21:35,29533.1,18.52,,,,,
6/1/2022 22:05,29619.6,18.49,,,,,
6/1/2022 22:35,29630.1,18.41,,,,,
6/1/2022 23:05,29640.7,18.48,,,,,
6/1/2022 23:35,29369.7,18.48,,,,,
6/2/2022 0:05,29061.5,18.47,,,,,
6/2/2022 0:35,28439.8,18.48,,,,,
6/2/2022 1:05,28392.2,18.48,,,,,
6/2/2022 1:35,28033.2,18.49,,,,,
6/2/2022 2:05,27355.3,18.45,,,,,
6/2/2022 2:35,27146.3,18.4,,,,,
6/2/2022 3:05,26860.7,18.33,,,,,
6/2/2022 3:35,26846.1,18.34,,,,,
6/2/2022 4:05,26838.8,18.31,,,,,
6/2/2022 4:35,27276.7,18.31,,,,,
6/2/2022 5:05,27287.9,18.31,,,,,
6/2/2022 5:35,28330.9,18.34,,,,,
6/2/2022 6:05,28788.5,18.34,,,,,
6/2/2022 6:35,28283.6,18.34,,,,,
6/2/2022 7:05,28565.3,18.26,,,,,
6/2/2022 7:35,29038.9,18.21,,,,,
6/2/2022 8:05,28906.2,18.14,,,,,
6/2/2022 8:35,28973.5,18.03,,,,,
6/2/2022 9:05,28906.2,17.93,,,,,
6/2/2022 9:35,7603.2,18.14,,,,,
6/2/2022 10:05,4303.4,18.93,,,,,
6/2/2022 10:35,2384.1,20.28,,,,,
6/2/2022 10:35,,,,Logged,,,
6/2/2022 10:35,,,Logged,,,,
6/2/2022 10:36,,,,Logged,,,
6/2/2022 10:36,,,Logged,,,,
6/2/2022 10:39,,,,Logged,,,
6/2/2022 10:42,,,,,Logged,,
6/2/2022 10:46,,,,,Logged,,
6/2/2022 10:46,,,Logged,,,,
6/2/2022 10:47,,,,Logged,Logged,,
6/2/2022 10:47,,,,,,Logged,Logged
