Plot Title: Carolina September 2021,,,
#,"Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 20200318, SEN S/N: 20200318)","Temp, °C (LGR S/N: 20200318, SEN S/N: 20200318)"
1435,10/28/2021 6:36,21839.6,14.22
1436,10/28/2021 7:06,21755.2,14.03
1437,10/28/2021 7:36,21696,13.9
1438,10/28/2021 8:06,21707,13.93
1439,10/28/2021 8:36,21631.6,13.79
1440,10/28/2021 9:06,21631.6,13.77
1441,10/28/2021 9:36,21480.6,13.55
1442,10/28/2021 10:06,21496.8,13.68
1443,10/28/2021 10:36,21518.5,13.69
1444,10/28/2021 11:06,21536.2,13.79
1445,10/28/2021 11:36,21674.1,14
1446,10/28/2021 12:06,21596.1,13.83
1447,10/28/2021 12:36,21579.7,13.83
1448,10/28/2021 13:06,21738.7,14.01
1449,10/28/2021 13:36,21767.6,14.1
1450,10/28/2021 14:06,21623.4,13.9
1451,10/28/2021 14:36,21980.4,14.37
1452,10/28/2021 15:06,21903.5,14.33
1453,10/28/2021 15:36,21910.5,14.29
1454,10/28/2021 16:06,21769,14.04
1455,10/28/2021 16:36,21793.9,14.03
1456,10/28/2021 17:06,21652.1,13.7
1457,10/28/2021 17:36,21581.1,13.67
1458,10/28/2021 18:06,21559.3,13.59
1459,10/28/2021 18:36,21477.8,13.58
1460,10/28/2021 19:06,21448.1,13.55
1461,10/28/2021 19:36,21463,13.58
1462,10/28/2021 20:06,21378,13.53
1463,10/28/2021 20:36,21331,13.39
1464,10/28/2021 21:06,21368.6,13.39
1465,10/28/2021 21:36,21189.5,13.17
1466,10/28/2021 22:06,21601.6,13.6
1467,10/28/2021 22:36,21345.7,13.39
1468,10/28/2021 23:06,21305.5,13.36
1469,10/28/2021 23:36,21186.8,13.32
1470,10/29/2021 0:06,21528,13.6
1471,10/29/2021 0:36,21782.8,14.01
1472,10/29/2021 1:06,21863.2,14.2
1473,10/29/2021 1:36,21850.7,14.19
1474,10/29/2021 2:06,22042.1,14.31
1475,10/29/2021 2:36,21522.6,13.61
1476,10/29/2021 3:06,21343.1,12.97
1477,10/29/2021 3:36,21276.1,12.93
1478,10/29/2021 4:06,21380.7,13.07
1479,10/29/2021 4:36,21386.1,13.25
1480,10/29/2021 5:06,21269.4,13.08
1481,10/29/2021 5:36,21529.4,13.4
1482,10/29/2021 6:06,21430.5,13.29
1483,10/29/2021 6:36,21221.4,13.01
1484,10/29/2021 7:06,21364.5,13.16
1485,10/29/2021 7:36,21320.3,13.14
1486,10/29/2021 8:06,21538.9,13.6
1487,10/29/2021 8:36,21748.3,13.75
1488,10/29/2021 9:06,21704.3,13.87
1489,10/29/2021 9:36,21697.4,13.79
1490,10/29/2021 10:06,21534.8,13.7
1491,10/29/2021 10:36,21337.7,13.77
1492,10/29/2021 11:06,21423.8,13
1493,10/29/2021 11:36,21510.4,12.98
1494,10/29/2021 12:06,21557.9,13.38
1495,10/29/2021 12:36,21507.7,13.11
1496,10/29/2021 13:06,21411.6,13.22
1497,10/29/2021 13:36,21487.3,13.31
1498,10/29/2021 14:06,21399.5,13.45
1499,10/29/2021 14:36,21583.8,13.53
1500,10/29/2021 15:06,22002.8,13.94
1501,10/29/2021 15:36,21881.3,13.79
1502,10/29/2021 16:06,21587.9,13.58
1503,10/29/2021 16:36,21583.8,13.61
1504,10/29/2021 17:06,21764.9,13.7
1505,10/29/2021 17:36,21735.9,13.75
1506,10/29/2021 18:06,21670,13.74
1507,10/29/2021 18:36,21664.5,13.8
1508,10/29/2021 19:06,21962.2,14.13
1509,10/29/2021 19:36,22314.7,14.63
1510,10/29/2021 20:06,22162.1,14.46
1511,10/29/2021 20:36,22580.9,14.9
1512,10/29/2021 21:06,22012.6,14.41
1513,10/29/2021 21:36,22075.9,14.44
1514,10/29/2021 22:06,22502.3,14.84
1515,10/29/2021 22:36,22545.9,14.96
1516,10/29/2021 23:06,22658.5,15.05
1517,10/29/2021 23:36,22435.6,14.84
1518,10/30/2021 0:06,22527,14.89
1519,10/30/2021 0:36,22376.5,14.72
1520,10/30/2021 1:06,22705.6,15.04
1521,10/30/2021 1:36,22532.8,14.85
1522,10/30/2021 2:06,22655.6,15.03
1523,10/30/2021 2:36,22735.1,14.97
1524,10/30/2021 3:06,22841.9,15.1
1525,10/30/2021 3:36,22910.5,15.17
1526,10/30/2021 4:06,22987,15.18
1527,10/30/2021 4:36,22692.3,14.97
1528,10/30/2021 5:06,22990,15.23
1529,10/30/2021 5:36,22323.3,14.54
1530,10/30/2021 6:06,22271.8,14.47
1531,10/30/2021 6:36,22657.1,14.77
1532,10/30/2021 7:06,22704.1,14.8
1533,10/30/2021 7:36,22353.4,14.42
1534,10/30/2021 8:06,22082.9,14.27
1535,10/30/2021 8:36,22081.5,14.31
1536,10/30/2021 9:06,22105.5,14.52
1537,10/30/2021 9:36,22466,14.85
1538,10/30/2021 10:06,22511,14.96
1539,10/30/2021 10:36,22818.1,15.23
1540,10/30/2021 11:06,22843.3,15.28
1541,10/30/2021 11:36,22965.9,15.39
1542,10/30/2021 12:06,22901.5,15.4
1543,10/30/2021 12:36,22928.4,15.45
1544,10/30/2021 13:06,22830,15.58
1545,10/30/2021 13:36,22861.2,15.61
1546,10/30/2021 14:06,22909,15.65
1547,10/30/2021 14:36,22943.4,15.68
1548,10/30/2021 15:06,23086.6,15.67
1549,10/30/2021 15:36,23038.2,15.67
1550,10/30/2021 16:06,23063.9,15.75
1551,10/30/2021 16:36,23118.5,15.68
1552,10/30/2021 17:06,23082.1,15.69
1553,10/30/2021 17:36,23121.5,15.63
1554,10/30/2021 18:06,22876.1,15.62
1555,10/30/2021 18:36,22991.5,15.61
1556,10/30/2021 19:06,22932.9,15.62
1557,10/30/2021 19:36,23110.9,15.63
1558,10/30/2021 20:06,23069.9,15.67
1559,10/30/2021 20:36,23138.2,15.66
1560,10/30/2021 21:06,23123,15.63
1561,10/30/2021 21:36,23050.3,15.65
1562,10/30/2021 22:06,22996,15.68
1563,10/30/2021 22:36,22961.4,15.7
1564,10/30/2021 23:06,22988.5,15.71
1565,10/30/2021 23:36,23077.5,15.68
1566,10/31/2021 0:06,23118.5,15.68
1567,10/31/2021 0:36,23187,15.68
1568,10/31/2021 1:06,23130.6,15.69
1569,10/31/2021 1:36,23112.4,15.67
1570,10/31/2021 2:06,23074.5,15.67
1571,10/31/2021 2:36,23062.4,15.68
1572,10/31/2021 3:06,23071.5,15.7
1573,10/31/2021 3:36,22996,15.73
1574,10/31/2021 4:06,23205.3,15.61
1575,10/31/2021 4:36,22792.8,15.7
1576,10/31/2021 5:06,23011.1,15.68
1577,10/31/2021 5:36,23063.9,15.66
1578,10/31/2021 6:06,23082.1,15.65
1579,10/31/2021 6:36,22891.1,15.61
1580,10/31/2021 7:06,23251.2,15.63
1581,10/31/2021 7:36,23314.2,15.67
1582,10/31/2021 8:06,23135.2,15.6
1583,10/31/2021 8:36,23349.7,15.67
1584,10/31/2021 9:06,23272.7,15.65
1585,10/31/2021 9:36,23266.6,15.65
1586,10/31/2021 10:06,23266.6,15.71
1587,10/31/2021 10:36,23349.7,15.73
1588,10/31/2021 11:06,23355.9,15.81
1589,10/31/2021 11:36,23228.2,15.91
1590,10/31/2021 12:06,23321.9,16.01
1591,10/31/2021 12:36,23274.2,15.98
1592,10/31/2021 13:06,23323.5,16.05
1593,10/31/2021 13:36,23332.7,16.21
1594,10/31/2021 14:06,23379.1,16.19
1595,10/31/2021 14:36,23369.8,16.24
1596,10/31/2021 15:06,23345.1,16.41
1597,10/31/2021 15:36,23383.7,16.37
1598,10/31/2021 16:06,23455.2,16.45
1599,10/31/2021 16:36,23430.3,16.41
1600,10/31/2021 17:06,23444.3,16.37
1601,10/31/2021 17:36,23431.8,16.38
1602,10/31/2021 18:06,23452,16.41
1603,10/31/2021 18:36,23422.5,16.39
1604,10/31/2021 19:06,23444.3,16.35
1605,10/31/2021 19:36,23477,16.35
1606,10/31/2021 20:06,23497.3,16.33
1607,10/31/2021 20:36,23484.8,16.2
1608,10/31/2021 21:06,23467.6,16.17
1609,10/31/2021 21:36,23295.8,15.99
1610,10/31/2021 22:06,23351.3,16.01
1611,10/31/2021 22:36,23262,15.94
1612,10/31/2021 23:06,23234.4,15.97
1613,10/31/2021 23:36,23248.1,16.01
1614,11/1/2021 0:06,23151.9,15.97
1615,11/1/2021 0:36,23150.4,15.89
1616,11/1/2021 1:06,23121.5,15.85
1617,11/1/2021 1:36,23057.8,15.9
1618,11/1/2021 2:06,23065.4,15.89
1619,11/1/2021 2:36,23079,15.97
1620,11/1/2021 3:06,23133.6,15.98
1621,11/1/2021 3:36,23188.5,16.01
1622,11/1/2021 4:06,23225.2,16.08
1623,11/1/2021 4:36,23147.3,16.03
1624,11/1/2021 5:06,23280.4,16.11
1625,11/1/2021 5:36,23334.3,16.17
1626,11/1/2021 6:06,23337.4,16.19
1627,11/1/2021 6:36,23362.1,16.18
1628,11/1/2021 7:06,23408.5,16.19
1629,11/1/2021 7:36,23368.3,16.13
1630,11/1/2021 8:06,23436.5,16.21
1631,11/1/2021 8:36,23431.8,16.17
1632,11/1/2021 9:06,23407,16.04
1633,11/1/2021 9:36,23300.4,15.91
1634,11/1/2021 10:06,23274.2,15.77
1635,11/1/2021 10:36,23009.6,15.54
1636,11/1/2021 11:06,23159.5,15.94
1637,11/1/2021 11:36,23041.2,15.81
1638,11/1/2021 12:06,23003.5,16.08
1639,11/1/2021 12:36,22806.2,16.04
1640,11/1/2021 13:06,22797.3,16.11
1641,11/1/2021 13:36,22735.1,16.21
1642,11/1/2021 14:06,22785.4,16.34
1643,11/1/2021 14:36,22616,16.37
1644,11/1/2021 15:06,23039.7,16.62
1645,11/1/2021 15:36,22894,16.59
1646,11/1/2021 16:06,23123,16.76
1647,11/1/2021 16:36,23212.9,16.73
1648,11/1/2021 17:06,23199.2,16.7
1649,11/1/2021 17:36,23252.7,16.71
1650,11/1/2021 18:06,23283.5,16.69
1651,11/1/2021 18:36,23280.4,16.68
1652,11/1/2021 19:06,23343.5,16.61
1653,11/1/2021 19:36,23112.4,16.18
1654,11/1/2021 20:06,22885.1,15.6
1655,11/1/2021 20:36,22929.9,15.56
1656,11/1/2021 21:06,22726.3,14.9
1657,11/1/2021 21:36,22779.5,15.08
1658,11/1/2021 22:06,22679.1,14.76
1659,11/1/2021 22:36,22580.9,14.61
1660,11/1/2021 23:06,22692.3,14.98
1661,11/1/2021 23:36,22481.9,14.75
1662,11/2/2021 0:06,22529.9,14.8
1663,11/2/2021 0:36,22748.4,15.27
1664,11/2/2021 1:06,22605.8,15.1
1665,11/2/2021 1:36,22723.3,15.28
1666,11/2/2021 2:06,22809.1,15.48
1667,11/2/2021 2:36,23009.6,16.18
1668,11/2/2021 3:06,22958.4,16.06
1669,11/2/2021 3:36,22940.4,16.05
1670,11/2/2021 4:06,22965.9,16.02
1671,11/2/2021 4:36,22952.4,15.88
1672,11/2/2021 5:06,22947.9,15.82
1673,11/2/2021 5:36,22971.9,15.8
1674,11/2/2021 6:06,23002,15.7
1675,11/2/2021 6:36,23035.2,15.78
1676,11/2/2021 7:06,23086.6,15.82
1677,11/2/2021 7:36,23139.7,15.97
1678,11/2/2021 8:06,23124.5,15.92
1679,11/2/2021 8:36,23051.8,15.84
1680,11/2/2021 9:06,23113.9,15.96
1681,11/2/2021 9:36,23054.8,15.82
1682,11/2/2021 10:06,23095.7,15.81
1683,11/2/2021 10:36,23104.8,15.68
1684,11/2/2021 11:06,23053.3,15.6
1685,11/2/2021 11:36,23120,15.7
1686,11/2/2021 12:06,23127.6,15.92
1687,11/2/2021 12:36,23188.5,16.32
1688,11/2/2021 13:06,23044.2,16.11
1689,11/2/2021 13:36,23011.1,15.98
1690,11/2/2021 14:06,23011.1,15.95
1691,11/2/2021 14:36,23017.1,15.99
1692,11/2/2021 15:06,22997.5,16.08
1693,11/2/2021 15:36,23063.9,16.2
1694,11/2/2021 16:06,23050.3,16.13
1695,11/2/2021 16:36,23012.6,16.03
1696,11/2/2021 17:06,23005,15.98
1697,11/2/2021 17:36,23076,16.05
1698,11/2/2021 18:06,23101.8,16.03
1699,11/2/2021 18:36,23136.7,15.9
1700,11/2/2021 19:06,23167.1,15.83
1701,11/2/2021 19:36,23173.2,15.74
1702,11/2/2021 20:06,23248.1,15.7
1703,11/2/2021 20:36,23297.3,15.68
1704,11/2/2021 21:06,23288.1,15.68
1705,11/2/2021 21:36,23286.5,15.66
1706,11/2/2021 22:06,23141.3,15.35
1707,11/2/2021 22:36,23191.5,15.54
1708,11/2/2021 23:06,23225.2,15.62
1709,11/2/2021 23:36,23106.3,15.35
1710,11/3/2021 0:06,22970.4,15.03
1711,11/3/2021 0:36,22973.4,15.08
1712,11/3/2021 1:06,22915,15.05
1713,11/3/2021 1:36,22961.4,15.35
1714,11/3/2021 2:06,22813.6,14.98
1715,11/3/2021 2:36,22918,15.45
1716,11/3/2021 3:06,22880.6,15.28
1717,11/3/2021 3:36,22909,15.44
1718,11/3/2021 4:06,22880.6,15.54
1719,11/3/2021 4:36,22847.8,15.46
1720,11/3/2021 5:06,22912,15.48
1721,11/3/2021 5:36,22847.8,15.4
1722,11/3/2021 6:06,22935.9,15.48
1723,11/3/2021 6:36,23023.1,15.48
1724,11/3/2021 7:06,23101.8,15.47
1725,11/3/2021 7:36,22961.4,15.3
1726,11/3/2021 8:06,22999,15.27
1727,11/3/2021 8:36,22679.1,14.38
1728,11/3/2021 9:06,22683.5,14.47
1729,11/3/2021 9:36,22693.8,14.3
1730,11/3/2021 10:06,22579.4,14.06
1731,11/3/2021 10:36,22395.2,13.52
1732,11/3/2021 11:06,22418.3,13.65
1733,11/3/2021 11:36,22390.9,13.7
1734,11/3/2021 12:06,22437,14.09
1735,11/3/2021 12:36,22435.6,14.15
1736,11/3/2021 13:06,22463.1,14.46
1737,11/3/2021 13:36,22592.6,14.81
1738,11/3/2021 14:06,22664.4,15.04
1739,11/3/2021 14:36,22813.6,15.18
1740,11/3/2021 15:06,22710,15.49
1741,11/3/2021 15:36,22767.6,15.34
1742,11/3/2021 16:06,22516.8,15.2
1743,11/3/2021 16:36,22677.6,15.4
1744,11/3/2021 17:06,22522.6,15.01
1745,11/3/2021 17:36,22564.8,15.23
1746,11/3/2021 18:06,22288.9,14.89
1747,11/3/2021 18:36,22825.5,15.58
1748,11/3/2021 19:06,22961.4,15.66
1749,11/3/2021 19:36,22997.5,15.59
1750,11/3/2021 20:06,22993,15.62
1751,11/3/2021 20:36,22913.5,15.48
1752,11/3/2021 21:06,22900,15.45
1753,11/3/2021 21:36,22990,15.38
1754,11/3/2021 22:06,22543,14.23
1755,11/3/2021 22:36,22632.1,14.37
1756,11/3/2021 23:06,22448.6,13.81
1757,11/3/2021 23:36,22369.3,13.45
1758,11/4/2021 0:06,22211.9,13.24
1759,11/4/2021 0:36,22074.5,12.93
1760,11/4/2021 1:06,21767.6,12.76
1761,11/4/2021 1:36,21978.9,13.09
1762,11/4/2021 2:06,22133.8,13.38
1763,11/4/2021 2:36,22311.8,13.73
1764,11/4/2021 3:06,22214.7,13.54
1765,11/4/2021 3:36,22314.7,14.03
1766,11/4/2021 4:06,22383.7,14.63
1767,11/4/2021 4:36,22353.4,14.54
1768,11/4/2021 5:06,22438.5,14.58
1769,11/4/2021 5:36,22413.9,14.49
1770,11/4/2021 6:06,22350.6,14.37
1771,11/4/2021 6:36,22586.7,14.52
1772,11/4/2021 7:06,22646.8,14.4
1773,11/4/2021 7:36,22636.5,14.19
1774,11/4/2021 8:06,22729.2,14.32
1775,11/4/2021 8:36,22698.2,14.2
1776,11/4/2021 9:06,22772.1,14.3
1777,11/4/2021 9:36,22763.2,14.08
1778,11/4/2021 10:06,22738.1,14.06
1779,11/4/2021 10:36,22658.5,14.33
1780,11/4/2021 11:06,22567.8,14.23
1781,11/4/2021 11:36,22660,14.23
1782,11/4/2021 12:06,22809.1,14.52
1783,11/4/2021 12:36,22613.1,14.82
1784,11/4/2021 13:06,22724.8,15.13
1785,11/4/2021 13:36,22599.9,14.82
1786,11/4/2021 14:06,22713,14.79
1787,11/4/2021 14:36,22849.3,15.08
1788,11/4/2021 15:06,22755.8,15.05
1789,11/4/2021 15:36,22529.9,14.95
1790,11/4/2021 16:06,21879.9,14.48
1791,11/4/2021 16:36,22580.9,15.05
1792,11/4/2021 17:06,22408.2,14.75
1793,11/4/2021 17:36,22349.1,14.65
1794,11/4/2021 18:06,22300.4,14.7
1795,11/4/2021 18:36,22484.8,14.66
1796,11/4/2021 19:06,22503.7,14.65
1797,11/4/2021 19:36,22677.6,14.61
1798,11/4/2021 20:06,22627.7,14.6
1799,11/4/2021 20:36,22623.3,14.6
1800,11/4/2021 21:06,22735.1,14.53
1801,11/4/2021 21:36,22779.5,14.46
1802,11/4/2021 22:06,22788.4,14.41
1803,11/4/2021 22:36,22852.3,14.37
1804,11/4/2021 23:06,22818.1,14.37
1805,11/4/2021 23:36,22704.1,14.49
1806,11/5/2021 0:06,22506.6,14.22
1807,11/5/2021 0:36,22865.7,14.37
1808,11/5/2021 1:06,22760.2,14.44
1809,11/5/2021 1:36,22474.7,14.25
1810,11/5/2021 2:06,22028,13.83
1811,11/5/2021 2:36,21793.9,13.54
1812,11/5/2021 3:06,22309,14.19
1813,11/5/2021 3:36,22077.3,13.87
1814,11/5/2021 4:06,21900.7,13.69
1815,11/5/2021 4:36,22204.7,14.08
1816,11/5/2021 5:06,22149.4,13.97
1817,11/5/2021 5:36,22173.5,14.01
1818,11/5/2021 6:06,22210.4,14.06
1819,11/5/2021 6:36,22251.8,14.1
1820,11/5/2021 7:06,22453,14.18
1821,11/5/2021 7:36,22450.1,14.13
1822,11/5/2021 8:06,22248.9,14.03
1823,11/5/2021 8:36,22226.1,13.93
1824,11/5/2021 9:06,22334.8,13.84
1825,11/5/2021 9:36,22153.6,13.46
1826,11/5/2021 10:06,22022.4,13.1
1827,11/5/2021 10:36,21821.6,12.68
1828,11/5/2021 11:06,21878.5,12.74
1829,11/5/2021 11:36,21871.5,12.69
1830,11/5/2021 12:06,21827.1,12.71
1831,11/5/2021 12:36,21845.1,12.75
1832,11/5/2021 13:06,21746.9,12.66
1833,11/5/2021 13:36,21756.6,12.79
1834,11/5/2021 14:06,21696,12.77
1835,11/5/2021 14:36,21639.8,12.77
1836,11/5/2021 15:06,21230.7,12.58
1837,11/5/2021 15:36,20859.5,12.44
1838,11/5/2021 16:06,21196.1,12.72
1839,11/5/2021 16:36,21609.7,12.97
1840,11/5/2021 17:06,21737.3,13.08
1841,11/5/2021 17:36,21828.5,13.17
1842,11/5/2021 18:06,22190.5,13.33
1843,11/5/2021 18:36,22121.1,13.37
1844,11/5/2021 19:06,22200.5,13.38
1845,11/5/2021 19:36,22294.6,13.69
1846,11/5/2021 20:06,22370.7,13.61
1847,11/5/2021 20:36,22409.6,13.58
1848,11/5/2021 21:06,22471.8,13.58
1849,11/5/2021 21:36,22506.6,13.94
1850,11/5/2021 22:06,22621.9,14.1
1851,11/5/2021 22:36,22670.3,13.95
1852,11/5/2021 23:06,22671.8,13.8
1853,11/5/2021 23:36,22752.8,13.93
1854,11/6/2021 0:06,22720.4,13.89
1855,11/6/2021 0:36,22687.9,13.93
1856,11/6/2021 1:06,22701.2,13.91
1857,11/6/2021 1:36,22859.7,14.02
1858,11/6/2021 2:06,22721.8,13.89
1859,11/6/2021 2:36,22481.9,13.59
1860,11/6/2021 3:06,22585.3,13.93
1861,11/6/2021 3:36,22570.7,13.8
1862,11/6/2021 4:06,22561.9,13.76
1863,11/6/2021 4:36,22406.7,13.46
1864,11/6/2021 5:06,22370.7,13.48
1865,11/6/2021 5:36,22373.6,13.46
1866,11/6/2021 6:06,22403.8,13.61
1867,11/6/2021 6:36,22415.4,13.67
1868,11/6/2021 7:06,22447.2,13.67
1869,11/6/2021 7:36,22468.9,13.62
1870,11/6/2021 8:06,22512.4,13.81
1871,11/6/2021 8:36,22721.8,13.93
1872,11/6/2021 9:06,22667.3,13.9
1873,11/6/2021 9:36,22741,13.88
1874,11/6/2021 10:06,22809.1,13.84
1875,11/6/2021 10:36,22886.6,13.9
1876,11/6/2021 11:06,22819.5,13.84
1877,11/6/2021 11:36,22910.5,13.91
1878,11/6/2021 12:06,23017.1,14.02
1879,11/6/2021 12:36,22876.1,14
1880,11/6/2021 13:06,22900,13.95
1881,11/6/2021 13:36,22940.4,14.19
1882,11/6/2021 14:06,22834.4,14.06
1883,11/6/2021 14:36,22991.5,14.25
1884,11/6/2021 15:06,22812.1,14.06
1885,11/6/2021 15:36,22850.8,14.1
1886,11/6/2021 16:06,22818.1,14.05
1887,11/6/2021 16:36,22855.3,14.11
1888,11/6/2021 17:06,22929.9,14.15
1889,11/6/2021 17:36,22815.1,14.02
1890,11/6/2021 18:06,22687.9,13.86
1891,11/6/2021 18:36,22652.7,13.87
1892,11/6/2021 19:06,22630.6,13.81
1893,11/6/2021 19:36,22534.2,13.88
1894,11/6/2021 20:06,22601.4,13.88
1895,11/6/2021 20:36,22642.4,13.97
1896,11/6/2021 21:06,22735.1,13.98
1897,11/6/2021 21:36,22770.6,13.98
1898,11/6/2021 22:06,22838.9,13.98
1899,11/6/2021 22:36,22849.3,14
1900,11/6/2021 23:06,22874.6,13.98
1901,11/6/2021 23:36,22913.5,14
1902,11/7/2021 0:06,22935.9,14.01
1903,11/7/2021 0:36,23018.6,14.01
1904,11/7/2021 1:06,22906,13.7
1905,11/7/2021 1:36,22898.5,13.77
1906,11/7/2021 2:06,22874.6,13.73
1907,11/7/2021 2:36,22956.9,13.84
1908,11/7/2021 3:06,22862.7,13.54
1909,11/7/2021 3:36,22841.9,13.37
1910,11/7/2021 4:06,22621.9,12.76
1911,11/7/2021 4:36,22379.3,12.16
1912,11/7/2021 5:06,22398.1,12.33
1913,11/7/2021 5:36,22389.4,12.25
1914,11/7/2021 6:06,22341.9,12.34
1915,11/7/2021 6:36,22432.7,12.79
1916,11/7/2021 7:06,22540.1,13.23
1917,11/7/2021 7:36,22484.8,12.98
1918,11/7/2021 8:06,22499.3,12.94
1919,11/7/2021 8:36,22489.2,13.17
1920,11/7/2021 9:06,22726.3,13.63
1921,11/7/2021 9:36,22739.5,13.54
1922,11/7/2021 10:06,22795.8,13.68
1923,11/7/2021 10:36,22815.1,13.68
1924,11/7/2021 11:06,22925.4,13.9
1925,11/7/2021 11:36,22949.4,13.88
1926,11/7/2021 12:06,22968.9,13.93
1927,11/7/2021 12:36,23074.5,14
1928,11/7/2021 13:06,23120,14.11
1929,11/7/2021 13:36,22847.8,13.89
1930,11/7/2021 14:06,22785.4,13.89
1931,11/7/2021 14:36,22847.8,13.91
1932,11/7/2021 15:06,22573.6,13.62
1933,11/7/2021 15:36,22513.9,13.6
1934,11/7/2021 16:06,22476.1,13.53
1935,11/7/2021 16:36,22283.2,13.17
1936,11/7/2021 17:06,22250.3,13.14
1937,11/7/2021 17:36,22294.6,13.2
1938,11/7/2021 18:06,22425.5,13.41
1939,11/7/2021 18:36,22610.1,13.55
1940,11/7/2021 19:06,22471.8,13.6
1941,11/7/2021 19:36,22499.3,13.72
1942,11/7/2021 20:06,22569.2,13.76
1943,11/7/2021 20:36,22635,13.77
1944,11/7/2021 21:06,22707.1,13.77
1945,11/7/2021 21:36,22660,13.74
1946,11/7/2021 22:06,22766.2,13.79
1947,11/7/2021 22:36,22822.5,13.74
1948,11/7/2021 23:06,22861.2,13.72
1949,11/7/2021 23:36,22847.8,13.73
1950,11/8/2021 0:06,22855.3,13.81
1951,11/8/2021 0:36,22871.6,13.75
1952,11/8/2021 1:06,22871.6,13.72
1953,11/8/2021 1:36,22894,13.7
1954,11/8/2021 2:06,22919.5,13.68
1955,11/8/2021 2:36,22862.7,13.73
1956,11/8/2021 3:06,22717.4,13.45
1957,11/8/2021 3:36,22329,12.58
1958,11/8/2021 4:06,22425.5,12.93
1959,11/8/2021 4:36,22599.9,13.26
1960,11/8/2021 5:06,22578,13.24
1961,11/8/2021 5:36,22406.7,12.82
1962,11/8/2021 6:06,22030.9,12.31
1963,11/8/2021 6:36,21787,11.83
1964,11/8/2021 7:06,21930,12.29
1965,11/8/2021 7:36,21867.4,12.11
1966,11/8/2021 8:06,22039.3,12.64
1967,11/8/2021 8:36,22261.8,12.86
1968,11/8/2021 9:06,22313.3,12.91
1969,11/8/2021 9:36,22502.3,13.3
1970,11/8/2021 10:06,22254.6,12.94
1971,11/8/2021 10:36,22545.9,13.38
1972,11/8/2021 11:06,22337.6,12.96
1973,11/8/2021 11:36,22416.8,12.96
1974,11/8/2021 12:06,22588.2,13.31
1975,11/8/2021 12:36,22543,13.3
1976,11/8/2021 13:06,22553.2,13.26
1977,11/8/2021 13:36,22528.4,13.26
1978,11/8/2021 14:06,22548.8,13.31
1979,11/8/2021 14:36,22442.8,13.33
1980,11/8/2021 15:06,22424,13.34
1981,11/8/2021 15:36,22304.7,13.27
1982,11/8/2021 16:06,22258.9,13.25
1983,11/8/2021 16:36,22301.8,13.27
1984,11/8/2021 17:06,22201.9,13.33
1985,11/8/2021 17:36,22201.9,13.24
1986,11/8/2021 18:06,21983.2,12.97
1987,11/8/2021 18:36,22167.8,13.34
1988,11/8/2021 19:06,22337.6,13.76
1989,11/8/2021 19:36,22399.5,13.59
1990,11/8/2021 20:06,22432.7,13.54
1991,11/8/2021 20:36,22495,13.68
1992,11/8/2021 21:06,22521.1,13.63
1993,11/8/2021 21:36,22554.6,13.58
1994,11/8/2021 22:06,22508.1,13.59
1995,11/8/2021 22:36,22591.1,13.65
1996,11/8/2021 23:06,22489.2,13.63
1997,11/8/2021 23:36,22614.5,13.52
1998,11/9/2021 0:06,22636.5,13.52
1999,11/9/2021 0:36,22679.1,13.61
2000,11/9/2021 1:06,22720.4,13.66
2001,11/9/2021 1:36,22760.2,13.62
2002,11/9/2021 2:06,22792.8,13.54
2003,11/9/2021 2:36,22757.3,13.47
2004,11/9/2021 3:06,22751.4,13.47
2005,11/9/2021 3:36,22755.8,13.53
2006,11/9/2021 4:06,22736.6,13.55
2007,11/9/2021 4:36,22745.5,13.52
2008,11/9/2021 5:06,22714.5,13.51
2009,11/9/2021 5:36,22690.9,13.44
2010,11/9/2021 6:06,22642.4,13.4
2011,11/9/2021 6:36,22356.3,12.46
2012,11/9/2021 7:06,22528.4,13.05
2013,11/9/2021 7:36,22481.9,13.01
2014,11/9/2021 8:06,22489.2,13.09
2015,11/9/2021 8:36,22527,13.24
2016,11/9/2021 9:06,22468.9,13
2017,11/9/2021 9:36,22513.9,13.32
2018,11/9/2021 10:06,22618.9,13.36
2019,11/9/2021 10:36,22638,13.4
2020,11/9/2021 11:06,22717.4,13.47
2021,11/9/2021 11:36,22781,13.52
2022,11/9/2021 12:06,22794.3,13.6
2023,11/9/2021 12:36,22877.6,13.61
2024,11/9/2021 13:06,22959.9,13.75
2025,11/9/2021 13:36,22955.4,13.7
2026,11/9/2021 14:06,23024.6,13.79
2027,11/9/2021 14:36,23024.6,13.93
2028,11/9/2021 15:06,23082.1,13.93
2029,11/9/2021 15:36,23077.5,14.1
2030,11/9/2021 16:06,23101.8,14.05
2031,11/9/2021 16:36,23104.8,14.03
2032,11/9/2021 17:06,23088.1,14.06
2033,11/9/2021 17:36,23045.8,14.06
2034,11/9/2021 18:06,23051.8,14.02
2035,11/9/2021 18:36,23062.4,14
2036,11/9/2021 19:06,23002,13.98
2037,11/9/2021 19:36,22935.9,13.93
2038,11/9/2021 20:06,22906,13.94
2039,11/9/2021 20:36,22844.8,13.87
2040,11/9/2021 21:06,22815.1,13.87
2041,11/9/2021 21:36,22783.9,13.86
2042,11/9/2021 22:06,22830,13.89
2043,11/9/2021 22:36,22834.4,13.91
2044,11/9/2021 23:06,22751.4,13.81
