"Plot Title: Carolina June 2021 2",,,,,,
"Date Time, GMT-04:00","High Range, μS/cm (SEN S/N: 20182875)","Temp, °F (SEN S/N: 20182875)","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
06/18/21 09:46:34,0.0,71.62,,,,,
06/18/21 09:46:39,,,Logged,,,,
06/18/21 10:16:34,35561.6,71.40,,,,,
06/18/21 10:46:34,36008.3,71.47,,,,,
06/18/21 11:16:34,35842.6,72.07,,,,,
06/18/21 11:46:34,35885.7,72.37,,,,,
06/18/21 12:16:34,35519.3,72.50,,,,,
06/18/21 12:46:34,34579.9,73.09,,,,,
06/18/21 13:16:34,33771.7,73.06,,,,,
06/18/21 13:46:34,33522.2,73.26,,,,,
06/18/21 14:16:34,32283.4,73.45,,,,,
06/18/21 14:46:34,31372.1,73.87,,,,,
06/18/21 15:16:34,30072.9,73.72,,,,,
06/18/21 15:46:34,28704.4,73.60,,,,,
06/18/21 16:16:34,25575.5,73.69,,,,,
06/18/21 16:46:34,23385.1,73.53,,,,,
06/18/21 17:16:34,36795.2,73.31,,,,,
06/18/21 17:46:34,36182.7,73.36,,,,,
06/18/21 18:16:34,34940.8,73.13,,,,,
06/18/21 18:46:34,33171.9,72.84,,,,,
06/18/21 19:16:34,31276.9,72.50,,,,,
06/18/21 19:46:34,36870.8,72.30,,,,,
06/18/21 20:16:34,36454.9,72.43,,,,,
06/18/21 20:46:34,34559.9,72.23,,,,,
06/18/21 21:16:34,33613.4,71.87,,,,,
06/18/21 21:46:34,33273.5,72.21,,,,,
06/18/21 22:16:34,31899.8,71.11,,,,,
06/18/21 22:46:34,31040.2,70.95,,,,,
06/18/21 23:16:34,30899.5,71.38,,,,,
06/18/21 23:46:34,34707.2,71.02,,,,,
06/19/21 00:16:34,34460.2,70.83,,,,,
06/19/21 00:46:34,34219.9,70.61,,,,,
06/19/21 01:16:34,34292.0,70.72,,,,,
06/19/21 01:46:34,34131.9,70.57,,,,,
06/19/21 02:16:34,36182.7,70.66,,,,,
06/19/21 02:46:34,36329.4,70.74,,,,,
06/19/21 03:16:34,36285.2,70.48,,,,,
06/19/21 03:46:34,36403.1,70.66,,,,,
06/19/21 04:16:34,36659.8,70.99,,,,,
06/19/21 04:46:34,36885.9,71.17,,,,,
06/19/21 05:16:34,36935.3,71.20,,,,,
06/19/21 05:46:34,37007.6,71.17,,,,,
06/19/21 06:16:34,37038.2,71.13,,,,,
06/19/21 06:46:34,37034.3,71.11,,,,,
06/19/21 07:16:34,37080.2,71.08,,,,,
06/19/21 07:46:34,36980.9,70.99,,,,,
06/19/21 08:16:34,36693.6,70.75,,,,,
06/19/21 08:46:34,36648.6,70.95,,,,,
06/19/21 09:16:34,36686.1,71.17,,,,,
06/19/21 09:46:34,36821.6,71.64,,,,,
06/19/21 10:16:34,36749.9,71.82,,,,,
06/19/21 10:46:34,36768.8,72.16,,,,,
06/19/21 11:16:34,36829.1,72.23,,,,,
06/19/21 11:46:34,36889.7,72.63,,,,,
06/19/21 12:16:34,37180.0,72.88,,,,,
06/19/21 12:46:34,37342.4,73.20,,,,,
06/19/21 13:16:34,37455.3,73.63,,,,,
06/19/21 13:46:34,37377.3,73.94,,,,,
06/19/21 14:16:34,37455.3,73.85,,,,,
06/19/21 14:46:34,37600.2,74.35,,,,,
06/19/21 15:16:34,37619.9,74.53,,,,,
06/19/21 15:46:34,37439.7,74.61,,,,,
06/19/21 16:16:34,36829.1,74.12,,,,,
06/19/21 16:46:34,36551.5,74.12,,,,,
06/19/21 17:16:34,36001.0,73.56,,,,,
06/19/21 17:46:34,38017.5,73.42,,,,,
06/19/21 18:16:34,37789.9,73.13,,,,,
06/19/21 18:46:34,37889.4,73.06,,,,,
06/19/21 19:16:34,37829.6,72.90,,,,,
06/19/21 19:46:34,37604.2,72.84,,,,,
06/19/21 20:16:34,37841.6,72.91,,,,,
06/19/21 20:46:34,37451.4,72.63,,,,,
06/19/21 21:16:34,37191.6,72.59,,,,,
06/19/21 21:46:34,37122.4,72.52,,,,,
06/19/21 22:16:34,36656.1,72.19,,,,,
06/19/21 22:46:34,36142.6,71.98,,,,,
06/19/21 23:16:34,36307.3,72.05,,,,,
06/19/21 23:46:34,35522.8,71.56,,,,,
06/20/21 00:16:34,35703.4,71.65,,,,,
06/20/21 00:46:34,35431.5,71.38,,,,,
06/20/21 01:16:34,34730.8,70.97,,,,,
06/20/21 01:46:34,35347.6,71.35,,,,,
06/20/21 02:16:34,35717.6,71.62,,,,,
06/20/21 02:46:34,34717.3,71.02,,,,,
06/20/21 03:16:34,35864.1,71.47,,,,,
06/20/21 03:46:34,35354.6,70.75,,,,,
06/20/21 04:16:34,35918.1,71.02,,,,,
06/20/21 04:46:34,36626.1,71.28,,,,,
06/20/21 05:16:34,36230.2,70.97,,,,,
06/20/21 05:46:34,36641.1,71.06,,,,,
06/20/21 06:16:34,36916.3,71.51,,,,,
06/20/21 06:46:34,37122.4,71.47,,,,,
06/20/21 07:16:34,37253.3,71.92,,,,,
06/20/21 07:46:34,37137.8,71.64,,,,,
06/20/21 08:16:34,37087.9,71.96,,,,,
06/20/21 08:46:34,37311.4,72.19,,,,,
06/20/21 09:16:34,36893.5,71.83,,,,,
06/20/21 09:46:34,37323.0,72.01,,,,,
06/20/21 10:16:34,37506.1,72.52,,,,,
06/20/21 10:46:34,37000.0,72.61,,,,,
06/20/21 11:16:34,37042.0,73.53,,,,,
06/20/21 11:46:34,37133.9,74.08,,,,,
06/20/21 12:16:34,37357.9,73.67,,,,,
06/20/21 12:46:34,37183.9,74.41,,,,,
06/20/21 13:16:34,37482.6,73.98,,,,,
06/20/21 13:46:34,37064.9,75.02,,,,,
06/20/21 14:16:34,36073.5,74.61,,,,,
06/20/21 14:46:34,35796.1,74.77,,,,,
06/20/21 15:16:34,35508.8,75.56,,,,,
06/20/21 15:46:34,37584.5,75.61,,,,,
06/20/21 16:16:34,38243.7,75.42,,,,,
06/20/21 16:46:34,38427.2,75.34,,,,,
06/20/21 17:16:34,38009.5,75.16,,,,,
06/20/21 17:46:34,37881.4,74.91,,,,,
06/20/21 18:16:34,37853.5,74.77,,,,,
06/20/21 18:46:34,38061.7,74.52,,,,,
06/20/21 19:16:34,38029.6,74.23,,,,,
06/20/21 19:46:34,37619.9,73.71,,,,,
06/20/21 20:16:34,37766.1,73.74,,,,,
06/20/21 20:46:34,37853.5,73.80,,,,,
06/20/21 21:16:34,37683.0,73.63,,,,,
06/20/21 21:46:34,36798.9,72.75,,,,,
06/20/21 22:16:34,36259.6,72.09,,,,,
06/20/21 22:46:34,36410.5,72.34,,,,,
06/20/21 23:16:34,35907.3,72.16,,,,,
06/20/21 23:46:34,35889.3,72.10,,,,,
06/21/21 00:16:34,35628.8,71.80,,,,,
06/21/21 00:46:34,35842.6,72.01,,,,,
06/21/21 01:16:34,36318.3,72.43,,,,,
06/21/21 01:46:34,35957.7,72.18,,,,,
06/21/21 02:16:34,35903.7,72.14,,,,,
06/21/21 02:46:34,36131.7,72.37,,,,,
06/21/21 03:16:34,36091.7,72.36,,,,,
06/21/21 03:46:34,36263.2,72.43,,,,,
06/21/21 04:16:34,36384.7,72.34,,,,,
06/21/21 04:46:34,36222.9,72.23,,,,,
06/21/21 05:16:34,36518.0,72.39,,,,,
06/21/21 05:46:34,36573.9,72.36,,,,,
06/21/21 06:16:34,37099.4,72.86,,,,,
06/21/21 06:46:34,37478.7,73.15,,,,,
06/21/21 07:16:34,37510.0,72.88,,,,,
06/21/21 07:46:34,37584.5,73.06,,,,,
06/21/21 08:16:34,37686.9,73.18,,,,,
06/21/21 08:46:34,37754.2,73.09,,,,,
06/21/21 09:16:34,38013.5,73.53,,,,,
06/21/21 09:46:34,38017.5,73.38,,,,,
06/21/21 10:16:34,37941.4,73.58,,,,,
06/21/21 10:46:34,37778.0,73.45,,,,,
06/21/21 11:16:34,37694.8,73.44,,,,,
06/21/21 11:46:34,37478.7,73.67,,,,,
06/21/21 12:16:34,37821.7,73.63,,,,,
06/21/21 12:46:34,37295.9,73.51,,,,,
06/21/21 13:16:34,37176.2,73.42,,,,,
06/21/21 13:46:34,37392.9,73.42,,,,,
06/21/21 14:16:34,37280.4,73.33,,,,,
06/21/21 14:46:34,36851.8,73.27,,,,,
06/21/21 15:16:34,37357.9,73.24,,,,,
06/21/21 15:46:34,37381.2,73.15,,,,,
06/21/21 16:16:34,37392.9,73.13,,,,,
06/21/21 16:46:34,37702.7,73.24,,,,,
06/21/21 17:16:34,37778.0,73.26,,,,,
06/21/21 17:46:34,37853.5,73.20,,,,,
06/21/21 18:16:34,37913.4,73.18,,,,,
06/21/21 18:46:34,38029.6,73.15,,,,,
06/21/21 19:16:34,38150.5,73.17,,,,,
06/21/21 19:46:34,38150.5,73.11,,,,,
06/21/21 20:16:34,38106.0,73.02,,,,,
06/21/21 20:46:34,38166.6,72.99,,,,,
06/21/21 21:16:34,38235.5,72.90,,,,,
06/21/21 21:46:34,38122.2,72.73,,,,,
06/21/21 22:16:34,37981.4,72.64,,,,,
06/21/21 22:46:34,37977.4,72.61,,,,,
06/21/21 23:16:34,38162.6,72.77,,,,,
06/21/21 23:46:34,37861.5,72.59,,,,,
06/22/21 00:16:34,37841.6,72.48,,,,,
06/22/21 00:46:34,37057.3,72.01,,,,,
06/22/21 01:16:34,36855.6,71.94,,,,,
06/22/21 01:46:34,36889.7,71.91,,,,,
06/22/21 02:16:34,36414.2,71.55,,,,,
06/22/21 02:46:34,36551.5,71.64,,,,,
06/22/21 03:16:34,36259.6,71.47,,,,,
06/22/21 03:46:34,36219.3,71.47,,,,,
06/22/21 04:16:34,36592.5,71.64,,,,,
06/22/21 04:46:34,36633.6,71.83,,,,,
06/22/21 05:16:34,36950.5,71.78,,,,,
06/22/21 05:46:34,37284.2,71.80,,,,,
06/22/21 06:16:34,37172.3,71.74,,,,,
06/22/21 06:46:34,37249.5,71.89,,,,,
06/22/21 07:16:34,37455.3,71.92,,,,,
06/22/21 07:46:34,37635.7,72.01,,,,,
06/22/21 08:16:34,37675.1,72.03,,,,,
06/22/21 08:46:34,37837.6,72.21,,,,,
06/22/21 09:16:34,37973.4,72.37,,,,,
06/22/21 09:46:34,38102.0,72.63,,,,,
06/22/21 10:16:34,38386.3,73.31,,,,,
06/22/21 10:46:34,38427.2,73.67,,,,,
06/22/21 11:16:34,38460.0,73.53,,,,,
06/22/21 11:46:34,38484.7,73.94,,,,,
06/22/21 12:16:34,38451.8,74.75,,,,,
06/22/21 12:46:34,38427.2,74.46,,,,,
06/22/21 13:16:34,38337.3,74.48,,,,,
06/22/21 13:46:34,37829.6,74.88,,,,,
06/22/21 14:16:34,37897.4,74.64,,,,,
06/22/21 14:46:34,37584.5,74.05,,,,,
06/22/21 15:16:34,37750.2,74.10,,,,,
06/22/21 15:46:34,37809.8,73.99,,,,,
06/22/21 16:16:34,38081.9,74.28,,,,,
06/22/21 16:46:34,37933.4,74.32,,,,,
06/22/21 17:16:34,38061.7,74.21,,,,,
06/22/21 17:46:34,37408.5,73.58,,,,,
06/22/21 18:16:34,37702.7,73.54,,,,,
06/22/21 18:46:34,37789.9,73.58,,,,,
06/22/21 19:16:34,37885.4,73.74,,,,,
06/22/21 19:46:34,37953.4,73.60,,,,,
06/22/21 20:16:34,37389.0,73.51,,,,,
06/22/21 20:46:34,36626.1,73.20,,,,,
06/22/21 21:16:34,36927.7,73.11,,,,,
06/22/21 21:46:34,36296.3,72.93,,,,,
06/22/21 22:16:34,35928.9,72.82,,,,,
06/22/21 22:46:34,36033.6,73.02,,,,,
06/22/21 23:16:34,35968.5,73.09,,,,,
06/22/21 23:46:34,35678.5,72.82,,,,,
06/23/21 00:16:34,35428.0,72.59,,,,,
06/23/21 00:46:34,36757.5,72.43,,,,,
06/23/21 01:16:34,36230.2,71.87,,,,,
06/23/21 01:46:34,36109.8,71.69,,,,,
06/23/21 02:16:34,36022.7,71.44,,,,,
06/23/21 02:46:34,36693.6,71.76,,,,,
06/23/21 03:16:34,36719.9,71.64,,,,,
06/23/21 03:46:34,36340.4,71.13,,,,,
06/23/21 04:16:34,36746.2,71.35,,,,,
06/23/21 04:46:34,36927.7,71.37,,,,,
06/23/21 05:16:34,35639.4,70.25,,,,,
06/23/21 05:46:34,33556.7,68.81,,,,,
06/23/21 06:16:34,35302.3,70.07,,,,,
06/23/21 06:46:34,35853.4,70.68,,,,,
06/23/21 07:16:34,35835.5,70.68,,,,,
06/23/21 07:46:34,35208.6,70.47,,,,,
06/23/21 08:16:34,35896.5,70.93,,,,,
06/23/21 08:46:34,36311.0,71.15,,,,,
06/23/21 09:16:34,36095.3,71.02,,,,,
06/23/21 09:46:34,35925.3,70.93,,,,,
06/23/21 10:16:34,36095.3,71.24,,,,,
06/23/21 10:46:34,36288.9,71.53,,,,,
06/23/21 11:16:34,36454.9,71.92,,,,,
06/23/21 11:46:34,36425.3,72.21,,,,,
06/23/21 12:16:34,36048.1,72.23,,,,,
06/23/21 12:46:34,35936.1,72.21,,,,,
06/23/21 13:16:34,34593.3,72.32,,,,,
06/23/21 13:46:34,35312.8,72.61,,,,,
06/23/21 14:16:34,35632.3,72.90,,,,,
06/23/21 14:46:34,34808.4,72.79,,,,,
06/23/21 15:16:34,35728.3,72.97,,,,,
06/23/21 15:46:34,35749.7,73.29,,,,,
06/23/21 16:16:34,36329.4,73.60,,,,,
06/23/21 16:46:34,36562.7,73.71,,,,,
06/23/21 17:16:34,36802.7,74.25,,,,,
06/23/21 17:46:34,37007.6,74.48,,,,,
06/23/21 18:16:34,37164.7,74.26,,,,,
06/23/21 18:46:34,37015.2,74.08,,,,,
06/23/21 19:16:34,36969.5,73.81,,,,,
06/23/21 19:46:34,37053.4,73.71,,,,,
06/23/21 20:16:34,36882.1,73.36,,,,,
06/23/21 20:46:34,37133.9,73.60,,,,,
06/23/21 21:16:34,37080.2,73.09,,,,,
06/23/21 21:46:34,37420.2,73.45,,,,,
06/23/21 22:16:34,37604.2,73.60,,,,,
06/23/21 22:46:34,37478.7,73.36,,,,,
06/23/21 23:16:34,37568.8,73.38,,,,,
06/23/21 23:46:34,37130.1,72.90,,,,,
06/24/21 00:16:34,36810.3,72.36,,,,,
06/24/21 00:46:34,37557.0,73.29,,,,,
06/24/21 01:16:34,37218.6,72.93,,,,,
06/24/21 01:46:34,36716.1,72.03,,,,,
06/24/21 02:16:34,36810.3,72.39,,,,,
06/24/21 02:46:34,36109.8,71.80,,,,,
06/24/21 03:16:34,35763.9,71.74,,,,,
06/24/21 03:46:34,35593.4,71.62,,,,,
06/24/21 04:16:34,35604.0,71.74,,,,,
06/24/21 04:46:34,36040.8,71.76,,,,,
06/24/21 05:16:34,35643.0,71.37,,,,,
06/24/21 05:46:34,35674.9,71.76,,,,,
06/24/21 06:16:34,35368.5,71.37,,,,,
06/24/21 06:46:34,35792.5,71.92,,,,,
06/24/21 07:16:34,35975.7,71.38,,,,,
06/24/21 07:46:34,35771.1,71.40,,,,,
06/24/21 08:16:34,36277.9,71.44,,,,,
06/24/21 08:46:34,36562.7,71.76,,,,,
06/24/21 09:16:34,36529.2,72.43,,,,,
06/24/21 09:46:34,37045.8,72.99,,,,,
06/24/21 10:16:34,36626.1,72.88,,,,,
06/24/21 10:46:34,37107.1,72.99,,,,,
06/24/21 11:16:34,37447.5,73.18,,,,,
06/24/21 11:46:34,37560.9,73.58,,,,,
06/24/21 12:16:34,37568.8,73.67,,,,,
06/24/21 12:46:34,37738.4,74.05,,,,,
06/24/21 13:16:34,37572.7,74.25,,,,,
06/24/21 13:46:34,37245.6,74.41,,,,,
06/24/21 14:16:34,36795.2,74.52,,,,,
06/24/21 14:46:34,36226.6,74.48,,,,,
06/24/21 15:16:34,36113.5,74.73,,,,,
06/24/21 15:46:34,36333.0,74.88,,,,,
06/24/21 16:16:34,36362.5,74.89,,,,,
06/24/21 16:46:34,36171.8,74.93,,,,,
06/24/21 17:16:34,36648.6,75.15,,,,,
06/24/21 17:46:34,36113.5,74.25,,,,,
06/24/21 18:16:34,36536.6,74.50,,,,,
06/24/21 18:46:34,36761.2,74.59,,,,,
06/24/21 19:16:34,37222.4,74.59,,,,,
06/24/21 19:46:34,37257.2,74.21,,,,,
06/24/21 20:16:34,37377.3,74.35,,,,,
06/24/21 20:46:34,37431.9,74.10,,,,,
06/24/21 21:16:34,37435.8,74.08,,,,,
06/24/21 21:46:34,37494.3,73.81,,,,,
06/24/21 22:16:34,37710.7,73.92,,,,,
06/24/21 22:46:34,37064.9,73.04,,,,,
06/24/21 23:16:34,37076.4,72.82,,,,,
06/24/21 23:46:34,36566.4,72.19,,,,,
06/25/21 00:16:34,36712.3,72.43,,,,,
06/25/21 00:46:34,36648.6,72.32,,,,,
06/25/21 01:16:34,36510.6,72.01,,,,,
06/25/21 01:46:34,36555.2,72.21,,,,,
06/25/21 02:16:34,36585.1,72.30,,,,,
06/25/21 02:46:34,36469.7,71.92,,,,,
06/25/21 03:16:34,36252.2,71.49,,,,,
06/25/21 03:46:34,35778.2,71.15,,,,,
06/25/21 04:16:34,34889.7,70.61,,,,,
06/25/21 04:46:34,36015.5,71.47,,,,,
06/25/21 05:16:34,35491.2,71.08,,,,,
06/25/21 05:46:34,35246.8,71.24,,,,,
06/25/21 06:16:34,35229.4,71.15,,,,,
06/25/21 06:46:34,35753.2,71.51,,,,,
06/25/21 07:16:34,35456.0,71.26,,,,,
06/25/21 07:46:34,35972.1,71.51,,,,,
06/25/21 08:16:34,36109.8,71.71,,,,,
06/25/21 08:46:34,36529.2,71.80,,,,,
06/25/21 09:16:34,36614.9,71.78,,,,,
06/25/21 09:46:34,36859.4,72.10,,,,,
06/25/21 10:16:34,37038.2,72.14,,,,,
06/25/21 10:46:34,37377.3,72.14,,,,,
06/25/21 11:16:34,37455.3,72.37,,,,,
06/25/21 11:46:34,37793.9,72.97,,,,,
06/25/21 12:16:34,37754.2,72.43,,,,,
06/25/21 12:46:34,38102.0,73.24,,,,,
06/25/21 13:16:34,38186.9,73.26,,,,,
06/25/21 13:46:34,38182.8,73.98,,,,,
06/25/21 14:16:34,38013.5,73.69,,,,,
06/25/21 14:46:34,37969.4,73.71,,,,,
06/25/21 15:16:34,37746.3,73.17,,,,,
06/25/21 15:46:34,37909.4,73.06,,,,,
06/25/21 16:16:34,37639.6,73.53,,,,,
06/25/21 16:46:34,37392.9,73.38,,,,,
06/25/21 17:16:34,37068.7,73.06,,,,,
06/25/21 17:46:34,37130.1,72.90,,,,,
06/25/21 18:16:34,36436.4,72.36,,,,,
06/25/21 18:46:34,36973.3,72.50,,,,,
06/25/21 19:16:34,36855.6,72.21,,,,,
06/25/21 19:46:34,36901.1,72.32,,,,,
06/25/21 20:16:34,36908.7,72.14,,,,,
06/25/21 20:46:34,37214.7,72.25,,,,,
06/25/21 21:16:34,37030.5,72.10,,,,,
06/25/21 21:46:34,37268.8,72.23,,,,,
06/25/21 22:16:34,37226.3,72.16,,,,,
06/25/21 22:46:34,37545.3,72.36,,,,,
06/25/21 23:16:34,37299.7,71.98,,,,,
06/25/21 23:46:34,37412.4,72.05,,,,,
06/26/21 00:16:34,37785.9,72.30,,,,,
06/26/21 00:46:34,37997.4,72.32,,,,,
06/26/21 01:16:34,37941.4,72.36,,,,,
06/26/21 01:46:34,37909.4,72.21,,,,,
06/26/21 02:16:34,37905.4,72.23,,,,,
06/26/21 02:46:34,37857.5,72.09,,,,,
06/26/21 03:16:34,37726.5,71.92,,,,,
06/26/21 03:46:34,37420.2,71.74,,,,,
06/26/21 04:16:34,36908.7,71.49,,,,,
06/26/21 04:46:34,36798.9,71.51,,,,,
06/26/21 05:16:34,36817.8,71.42,,,,,
06/26/21 05:46:34,36603.7,71.35,,,,,
06/26/21 06:16:34,36761.2,71.40,,,,,
06/26/21 06:46:34,36920.1,71.44,,,,,
06/26/21 07:16:34,36062.6,71.22,,,,,
06/26/21 07:46:34,36259.6,71.37,,,,,
06/26/21 08:16:34,36536.6,71.47,,,,,
06/26/21 08:46:34,36742.4,71.60,,,,,
06/26/21 09:16:34,36939.1,71.55,,,,,
06/26/21 09:46:34,37015.2,71.56,,,,,
06/26/21 10:16:34,37199.3,71.67,,,,,
06/26/21 10:46:34,37249.5,71.83,,,,,
06/26/21 11:16:34,37467.0,71.89,,,,,
06/26/21 11:46:34,37592.4,71.96,,,,,
06/26/21 12:16:34,37774.0,71.96,,,,,
06/26/21 12:46:34,37778.0,72.23,,,,,
06/26/21 13:16:34,37945.4,72.19,,,,,
06/26/21 13:46:34,38073.8,72.88,,,,,
06/26/21 14:16:34,38255.8,73.36,,,,,
06/26/21 14:46:34,38394.5,73.17,,,,,
06/26/21 15:16:34,38410.8,74.05,,,,,
06/26/21 15:46:34,38394.5,73.83,,,,,
06/26/21 16:16:34,38025.5,74.41,,,,,
06/26/21 16:46:34,38094.0,73.87,,,,,
06/26/21 17:16:34,37506.1,74.25,,,,,
06/26/21 17:46:34,37141.6,74.10,,,,,
06/26/21 18:16:34,37572.7,73.81,,,,,
06/26/21 18:46:34,37284.2,73.63,,,,,
06/26/21 19:16:34,37180.0,73.47,,,,,
06/26/21 19:46:34,37690.9,73.44,,,,,
06/26/21 20:16:34,37549.2,73.38,,,,,
06/26/21 20:46:34,37377.3,73.17,,,,,
06/26/21 21:16:34,37459.2,73.20,,,,,
06/26/21 21:46:34,37683.0,73.31,,,,,
06/26/21 22:16:34,37825.7,73.36,,,,,
06/26/21 22:46:34,37801.8,73.29,,,,,
06/26/21 23:16:34,37921.4,73.33,,,,,
06/26/21 23:46:34,38085.9,73.42,,,,,
06/27/21 00:16:34,38170.7,73.42,,,,,
06/27/21 00:46:34,38158.5,73.29,,,,,
06/27/21 01:16:34,38207.1,73.24,,,,,
06/27/21 01:46:34,38361.8,73.33,,,,,
06/27/21 02:16:34,38272.1,73.20,,,,,
06/27/21 02:46:34,38280.2,73.15,,,,,
06/27/21 03:16:34,38259.9,73.09,,,,,
06/27/21 03:46:34,38142.4,72.97,,,,,
06/27/21 04:16:34,38001.4,72.86,,,,,
06/27/21 04:46:34,37893.4,72.75,,,,,
06/27/21 05:16:34,37604.2,72.61,,,,,
06/27/21 05:46:34,37272.6,72.46,,,,,
06/27/21 06:16:34,37091.7,72.39,,,,,
06/27/21 06:46:34,37537.4,72.61,,,,,
06/27/21 07:16:34,37404.6,72.61,,,,,
06/27/21 07:46:34,37396.8,72.72,,,,,
06/27/21 08:16:34,37199.3,72.70,,,,,
06/27/21 08:46:34,37045.8,72.72,,,,,
06/27/21 09:16:34,37280.4,72.88,,,,,
06/27/21 09:46:34,37323.0,72.86,,,,,
06/27/21 10:16:34,37667.2,72.97,,,,,
06/27/21 10:46:34,37494.3,73.17,,,,,
06/27/21 11:16:34,37706.7,73.36,,,,,
06/27/21 11:46:34,37905.4,73.58,,,,,
06/27/21 12:16:34,38223.4,73.36,,,,,
06/27/21 12:46:34,38061.7,73.71,,,,,
06/27/21 13:16:34,38227.4,73.56,,,,,
06/27/21 13:46:34,38386.3,73.45,,,,,
06/27/21 14:16:34,38451.8,73.80,,,,,
06/27/21 14:46:34,38641.4,73.78,,,,,
06/27/21 15:16:34,38649.7,73.98,,,,,
06/27/21 15:46:34,38604.2,73.98,,,,,
06/27/21 16:16:34,38546.4,73.87,,,,,
06/27/21 16:46:34,38529.9,73.74,,,,,
06/27/21 17:16:34,38296.5,74.07,,,,,
06/27/21 17:46:34,38223.4,74.41,,,,,
06/27/21 18:16:34,37782.0,74.34,,,,,
06/27/21 18:46:34,37307.5,73.99,,,,,
06/27/21 19:16:34,37746.3,73.87,,,,,
06/27/21 19:46:34,37588.4,73.67,,,,,
06/27/21 20:16:34,37698.8,73.58,,,,,
06/27/21 20:46:34,37502.2,73.47,,,,,
06/27/21 21:16:34,37049.6,73.00,,,,,
06/27/21 21:46:34,37264.9,73.02,,,,,
06/27/21 22:16:34,37214.7,72.97,,,,,
06/27/21 22:46:34,37616.0,73.26,,,,,
06/27/21 23:16:34,37350.1,73.27,,,,,
06/27/21 23:46:34,37521.7,73.33,,,,,
06/28/21 00:16:34,38126.2,73.53,,,,,
06/28/21 00:46:34,38118.2,73.51,,,,,
06/28/21 01:16:34,38402.6,73.74,,,,,
06/28/21 01:46:34,38349.5,73.65,,,,,
06/28/21 02:16:34,38312.8,73.65,,,,,
06/28/21 02:46:34,38312.8,73.53,,,,,
06/28/21 03:16:34,38272.1,73.53,,,,,
06/28/21 03:46:34,38065.8,73.31,,,,,
06/28/21 04:16:34,38142.4,73.24,,,,,
06/28/21 04:46:34,37901.4,73.09,,,,,
06/28/21 05:16:34,37389.0,72.72,,,,,
06/28/21 05:46:34,36859.4,72.57,,,,,
06/28/21 06:16:34,37015.2,72.70,,,,,
06/28/21 06:46:34,37365.7,72.88,,,,,
06/28/21 07:16:34,37141.6,72.97,,,,,
06/28/21 07:46:34,37249.5,73.02,,,,,
06/28/21 08:16:34,37068.7,73.06,,,,,
06/28/21 08:46:34,37141.6,73.13,,,,,
06/28/21 09:16:34,36678.6,73.06,,,,,
06/28/21 09:46:34,37176.2,73.36,,,,,
06/28/21 10:16:34,37126.2,73.53,,,,,
06/28/21 10:46:34,37428.0,73.60,,,,,
06/28/21 11:16:34,37529.6,73.80,,,,,
06/28/21 11:46:34,37762.1,74.05,,,,,
06/28/21 12:16:34,37997.4,74.23,,,,,
06/28/21 12:46:34,38227.4,74.41,,,,,
06/28/21 13:16:34,38402.6,74.70,,,,,
06/28/21 13:46:34,38517.6,74.62,,,,,
06/28/21 14:16:34,38691.1,74.73,,,,,
06/28/21 14:46:34,38816.0,75.09,,,,,
06/28/21 15:16:34,38945.9,75.36,,,,,
06/28/21 15:46:34,39093.4,75.81,,,,,
06/28/21 16:16:34,39182.5,76.12,,,,,
06/28/21 16:46:34,39174.0,75.92,,,,,
06/28/21 17:16:34,38799.3,76.01,,,,,
06/28/21 17:46:34,38431.3,75.99,,,,,
06/28/21 18:16:34,38251.8,75.87,,,,,
06/28/21 18:46:34,37925.4,75.47,,,,,
06/28/21 19:16:34,37901.4,75.15,,,,,
06/28/21 19:46:34,37805.8,74.79,,,,,
06/28/21 20:16:34,37837.6,74.52,,,,,
06/28/21 20:46:34,38021.5,74.59,,,,,
06/28/21 21:16:34,37365.7,73.92,,,,,
06/28/21 21:46:34,37230.1,73.69,,,,,
06/28/21 22:16:34,37330.7,73.89,,,,,
06/28/21 22:46:34,37604.2,73.85,,,,,
06/28/21 23:16:34,38223.4,74.19,,,,,
06/28/21 23:46:34,37746.3,74.05,,,,,
06/29/21 00:16:34,37929.4,74.08,,,,,
06/29/21 00:46:34,37690.9,74.07,,,,,
06/29/21 01:16:34,38061.7,74.14,,,,,
06/29/21 01:46:34,38057.7,74.07,,,,,
06/29/21 02:16:34,38468.2,74.50,,,,,
06/29/21 02:46:34,38195.0,74.21,,,,,
06/29/21 03:16:34,38255.8,74.32,,,,,
06/29/21 03:46:34,38562.9,74.39,,,,,
06/29/21 04:16:34,38081.9,74.10,,,,,
06/29/21 04:46:34,38122.2,73.78,,,,,
06/29/21 05:16:34,38094.0,73.80,,,,,
06/29/21 05:46:34,37953.4,73.72,,,,,
06/29/21 06:16:34,37553.1,73.45,,,,,
06/29/21 06:46:34,37517.8,73.56,,,,,
06/29/21 07:16:34,37853.5,73.78,,,,,
06/29/21 07:46:34,37369.6,73.63,,,,,
06/29/21 08:16:34,37230.1,73.71,,,,,
06/29/21 08:46:34,37057.3,73.83,,,,,
06/29/21 09:16:34,37726.5,74.28,,,,,
06/29/21 09:46:34,37861.5,74.53,,,,,
06/29/21 10:16:34,37758.2,74.82,,,,,
06/29/21 10:46:34,37782.0,75.16,,,,,
06/29/21 11:16:34,38041.6,75.24,,,,,
06/29/21 11:46:34,38146.4,75.47,,,,,
