"Plot Title: Carolina June 2021 2",,,,,,
"Date Time, GMT-04:00","High Range, μS/cm (SEN S/N: 20182875)","Temp, °F (SEN S/N: 20182875)","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
07/13/21 20:46:34,28225.9,73.13,,,,,
07/13/21 21:16:34,28247.7,72.99,,,,,
07/13/21 21:46:34,28306.7,72.97,,,,,
07/13/21 22:16:34,28267.3,72.99,,,,,
07/13/21 22:46:34,28245.5,72.82,,,,,
07/13/21 23:16:34,28199.8,72.70,,,,,
07/13/21 23:46:34,28287.0,72.55,,,,,
07/14/21 00:16:34,28145.7,72.45,,,,,
07/14/21 00:46:34,28100.4,72.45,,,,,
07/14/21 01:16:34,28295.7,72.34,,,,,
07/14/21 01:46:34,28333.0,72.48,,,,,
07/14/21 02:16:34,28478.5,72.70,,,,,
07/14/21 02:46:34,28379.1,72.37,,,,,
07/14/21 03:16:34,28372.5,72.32,,,,,
07/14/21 03:46:34,28661.6,72.64,,,,,
07/14/21 04:16:34,28788.1,72.63,,,,,
07/14/21 04:46:34,28639.2,72.72,,,,,
07/14/21 05:16:34,28260.8,72.19,,,,,
07/14/21 05:46:34,28365.9,72.30,,,,,
07/14/21 06:16:34,28217.2,72.28,,,,,
07/14/21 06:46:34,28072.4,72.03,,,,,
07/14/21 07:16:34,28152.2,72.28,,,,,
07/14/21 07:46:34,28072.4,72.21,,,,,
07/14/21 08:16:34,27918.5,72.21,,,,,
07/14/21 08:46:34,27946.1,72.39,,,,,
07/14/21 09:16:34,28072.4,72.52,,,,,
07/14/21 09:46:34,28055.2,72.52,,,,,
07/14/21 10:16:34,28160.8,72.66,,,,,
07/14/21 10:46:34,28156.5,72.75,,,,,
07/14/21 11:16:34,28212.9,72.93,,,,,
07/14/21 11:46:34,28263.0,73.06,,,,,
07/14/21 12:16:34,28405.5,73.20,,,,,
07/14/21 12:46:34,28547.4,73.42,,,,,
07/14/21 13:16:34,28543.0,73.40,,,,,
07/14/21 13:46:34,28684.1,73.71,,,,,
07/14/21 14:16:34,28619.0,73.81,,,,,
07/14/21 14:46:34,28634.7,74.21,,,,,
07/14/21 15:16:34,28756.4,74.41,,,,,
07/14/21 15:46:34,28772.3,74.48,,,,,
07/14/21 16:16:34,28856.4,74.46,,,,,
07/14/21 16:46:34,28815.4,74.66,,,,,
07/14/21 17:16:34,28989.4,75.16,,,,,
07/14/21 17:46:34,28925.0,74.91,,,,,
07/14/21 18:16:34,28906.7,75.22,,,,,
07/14/21 18:46:34,28686.4,75.06,,,,,
07/14/21 19:16:34,28657.1,75.04,,,,,
07/14/21 19:46:34,28529.6,74.89,,,,,
07/14/21 20:16:34,28520.7,74.93,,,,,
07/14/21 20:46:34,27907.9,73.56,,,,,
07/14/21 21:16:34,27988.8,74.26,,,,,
07/14/21 21:46:34,28063.8,74.25,,,,,
07/14/21 22:16:34,27931.2,73.96,,,,,
07/14/21 22:46:34,28113.3,74.23,,,,,
07/14/21 23:16:34,28147.8,74.26,,,,,
07/14/21 23:46:34,28239.0,74.16,,,,,
07/15/21 00:16:34,28167.3,74.05,,,,,
07/15/21 00:46:34,28308.9,74.16,,,,,
07/15/21 01:16:34,28370.3,74.19,,,,,
07/15/21 01:46:34,28412.2,74.21,,,,,
07/15/21 02:16:34,28520.7,74.28,,,,,
07/15/21 02:46:34,28451.9,73.98,,,,,
07/15/21 03:16:34,28370.3,73.71,,,,,
07/15/21 03:46:34,28065.9,73.02,,,,,
07/15/21 04:16:34,28029.4,73.09,,,,,
07/15/21 04:46:34,28180.3,73.53,,,,,
07/15/21 05:16:34,28111.1,73.20,,,,,
07/15/21 05:46:34,28302.3,73.40,,,,,
07/15/21 06:16:34,28134.9,73.00,,,,,
07/15/21 06:46:34,27764.3,72.64,,,,,
07/15/21 07:16:34,27873.9,73.06,,,,,
07/15/21 07:46:34,27871.8,73.20,,,,,
07/15/21 08:16:34,27747.5,73.11,,,,,
07/15/21 08:46:34,27657.6,72.90,,,,,
07/15/21 09:16:34,27781.1,73.26,,,,,
07/15/21 09:46:34,27819.0,73.53,,,,,
07/15/21 10:16:34,28010.2,73.65,,,,,
07/15/21 10:46:34,28020.9,73.85,,,,,
07/15/21 11:16:34,28046.6,73.85,,,,,
07/15/21 11:46:34,28154.3,74.05,,,,,
07/15/21 12:16:34,28232.5,74.52,,,,,
07/15/21 12:46:34,28295.7,74.48,,,,,
07/15/21 13:16:34,28339.5,74.75,,,,,
07/15/21 13:46:34,28381.3,74.75,,,,,
07/15/21 14:16:34,28614.5,75.18,,,,,
07/15/21 14:46:34,28569.8,75.27,,,,,
07/15/21 15:16:34,28693.1,75.45,,,,,
07/15/21 15:46:34,28863.3,76.32,,,,,
07/15/21 16:16:34,28804.0,76.17,,,,,
07/15/21 16:46:34,29077.2,77.00,,,,,
07/15/21 17:16:34,29037.9,77.09,,,,,
07/15/21 17:46:34,29285.3,77.22,,,,,
07/15/21 18:16:34,29191.4,77.14,,,,,
07/15/21 18:46:34,29058.7,76.96,,,,,
07/15/21 19:16:34,28806.3,76.77,,,,,
07/15/21 19:46:34,28911.3,76.66,,,,,
07/15/21 20:16:34,28645.9,75.88,,,,,
07/15/21 20:46:34,28560.8,75.70,,,,,
07/15/21 21:16:34,28601.1,75.49,,,,,
07/15/21 21:46:34,28576.5,75.38,,,,,
07/15/21 22:16:34,28632.4,75.33,,,,,
07/15/21 22:46:34,28738.3,75.45,,,,,
07/15/21 23:16:34,28675.1,75.24,,,,,
07/15/21 23:46:34,28772.3,75.20,,,,,
07/16/21 00:16:34,28623.5,75.07,,,,,
07/16/21 00:46:34,28670.6,75.04,,,,,
07/16/21 01:16:34,28842.7,75.16,,,,,
07/16/21 01:46:34,28904.4,75.18,,,,,
07/16/21 02:16:34,29098.1,75.29,,,,,
07/16/21 02:46:34,29170.3,75.22,,,,,
07/16/21 03:16:34,29198.4,75.33,,,,,
07/16/21 03:46:34,29177.3,75.20,,,,,
07/16/21 04:16:34,29217.1,75.20,,,,,
07/16/21 04:46:34,29370.3,75.24,,,,,
07/16/21 05:16:34,29525.2,75.15,,,,,
07/16/21 05:46:34,29408.3,75.09,,,,,
07/16/21 06:16:34,29363.2,74.97,,,,,
07/16/21 06:46:34,29294.7,74.80,,,,,
07/16/21 07:16:34,29026.3,74.64,,,,,
07/16/21 07:46:34,28879.2,74.62,,,,,
07/16/21 08:16:34,28945.7,74.61,,,,,
07/16/21 08:46:34,28781.3,74.61,,,,,
07/16/21 09:16:34,28888.4,74.66,,,,,
07/16/21 09:46:34,29156.3,74.93,,,,,
07/16/21 10:16:34,29116.7,74.95,,,,,
07/16/21 10:46:34,29370.3,75.20,,,,,
07/16/21 11:16:34,29341.9,75.15,,,,,
07/16/21 11:46:34,29484.5,75.47,,,,,
07/16/21 12:16:34,29491.7,75.69,,,,,
07/16/21 12:46:34,29779.2,76.37,,,,,
07/16/21 13:16:34,29786.6,76.19,,,,,
07/16/21 13:46:34,29980.9,76.50,,,,,
07/16/21 14:16:34,30013.2,76.59,,,,,
07/16/21 14:46:34,30352.4,76.80,,,,,
07/16/21 15:16:34,30687.0,77.05,,,,,
07/16/21 15:46:34,30536.7,77.14,,,,,
07/16/21 16:16:34,30503.3,77.27,,,,,
07/16/21 16:46:34,30632.4,77.34,,,,,
07/16/21 17:16:34,30689.6,77.52,,,,,
07/16/21 17:46:34,30637.6,77.20,,,,,
07/16/21 18:16:34,30661.0,77.34,,,,,
07/16/21 18:46:34,30783.6,77.25,,,,,
07/16/21 19:16:34,30747.0,77.18,,,,,
07/16/21 19:46:34,30783.6,77.09,,,,,
07/16/21 20:16:34,30554.8,76.91,,,,,
07/16/21 20:46:34,30591.0,76.64,,,,,
07/16/21 21:16:34,30400.8,76.30,,,,,
07/16/21 21:46:34,30337.2,76.12,,,,,
07/16/21 22:16:34,30077.9,75.99,,,,,
07/16/21 22:46:34,30150.4,75.74,,,,,
07/16/21 23:16:34,29926.5,75.76,,,,,
07/16/21 23:46:34,29879.7,75.58,,,,,
07/17/21 00:16:34,30067.9,75.65,,,,,
07/17/21 00:46:34,30080.4,75.54,,,,,
07/17/21 01:16:34,29995.8,75.51,,,,,
07/17/21 01:46:34,30090.3,75.56,,,,,
07/17/21 02:16:34,30030.5,75.56,,,,,
07/17/21 02:46:34,30210.7,75.60,,,,,
07/17/21 03:16:34,30135.4,75.76,,,,,
07/17/21 03:46:34,30505.9,75.74,,,,,
07/17/21 04:16:34,30405.9,75.72,,,,,
07/17/21 04:46:34,30469.9,75.70,,,,,
07/17/21 05:16:34,30286.4,75.76,,,,,
07/17/21 05:46:34,30627.2,75.74,,,,,
07/17/21 06:16:34,30273.8,75.61,,,,,
07/17/21 06:46:34,29951.2,75.34,,,,,
07/17/21 07:16:34,30273.8,75.45,,,,,
07/17/21 07:46:34,30140.4,75.43,,,,,
07/17/21 08:16:34,30180.5,75.54,,,,,
07/17/21 08:46:34,29852.7,75.42,,,,,
07/17/21 09:16:34,29742.7,75.47,,,,,
07/17/21 09:46:34,29568.4,75.63,,,,,
07/17/21 10:16:34,29561.2,75.65,,,,,
07/17/21 10:46:34,29549.2,75.78,,,,,
07/17/21 11:16:34,29662.5,76.14,,,,,
07/17/21 11:46:34,29652.9,76.19,,,,,
07/17/21 12:16:34,29715.9,76.57,,,,,
07/17/21 12:46:34,30132.8,77.27,,,,,
07/17/21 13:16:34,30423.8,77.67,,,,,
07/17/21 13:46:34,30246.0,78.01,,,,,
07/17/21 14:16:34,30609.1,78.33,,,,,
07/17/21 14:46:34,30658.4,78.71,,,,,
07/17/21 15:16:34,30642.8,78.57,,,,,
07/17/21 15:46:34,30791.5,78.98,,,,,
07/17/21 16:16:34,30570.3,78.85,,,,,
07/17/21 16:46:34,30700.0,78.85,,,,,
07/17/21 17:16:34,30823.0,78.82,,,,,
07/17/21 17:46:34,30674.0,79.07,,,,,
07/17/21 18:16:34,30622.0,78.84,,,,,
07/17/21 18:46:34,30585.8,78.67,,,,,
07/17/21 19:16:34,30503.3,78.55,,,,,
07/17/21 19:46:34,30352.4,78.40,,,,,
07/17/21 20:16:34,30316.9,78.26,,,,,
07/17/21 20:46:34,29985.9,77.94,,,,,
07/17/21 21:16:34,29640.8,77.99,,,,,
07/17/21 21:46:34,29477.4,77.86,,,,,
07/17/21 22:16:34,29210.1,77.79,,,,,
07/17/21 22:46:34,29341.9,77.74,,,,,
07/17/21 23:16:34,29112.1,77.14,,,,,
07/17/21 23:46:34,28929.6,77.13,,,,,
07/18/21 00:16:34,29217.1,77.59,,,,,
07/18/21 00:46:34,28826.8,76.77,,,,,
07/18/21 01:16:34,28767.7,76.93,,,,,
07/18/21 01:46:34,29133.0,77.49,,,,,
07/18/21 02:16:34,28957.2,77.18,,,,,
07/18/21 02:46:34,29112.1,77.32,,,,,
07/18/21 03:16:34,29179.7,77.45,,,,,
07/18/21 03:46:34,29306.5,77.50,,,,,
07/18/21 04:16:34,29360.8,77.61,,,,,
07/18/21 04:46:34,29546.8,77.61,,,,,
07/18/21 05:16:34,29708.6,77.74,,,,,
07/18/21 05:46:34,29643.2,77.81,,,,,
07/18/21 06:16:34,29711.1,77.85,,,,,
07/18/21 06:46:34,29551.6,77.76,,,,,
07/18/21 07:16:34,29556.4,77.74,,,,,
07/18/21 07:46:34,29460.7,77.54,,,,,
07/18/21 08:16:34,29257.0,77.58,,,,,
07/18/21 08:46:34,29250.0,77.49,,,,,
07/18/21 09:16:34,28964.1,77.40,,,,,
07/18/21 09:46:34,28785.9,77.38,,,,,
07/18/21 10:16:34,28776.8,77.59,,,,,
07/18/21 10:46:34,28670.6,77.72,,,,,
07/18/21 11:16:34,28598.8,77.94,,,,,
07/18/21 11:46:34,28722.5,77.99,,,,,
07/18/21 12:16:34,28668.4,77.92,,,,,
07/18/21 12:46:34,28619.0,78.12,,,,,
07/18/21 13:16:34,28527.4,78.13,,,,,
07/18/21 13:46:34,28414.4,78.13,,,,,
07/18/21 14:16:34,28414.4,78.26,,,,,
07/18/21 14:46:34,28405.5,78.13,,,,,
07/18/21 15:16:34,28418.8,78.31,,,,,
07/18/21 15:46:34,28483.0,78.48,,,,,
07/18/21 16:16:34,28436.5,78.71,,,,,
07/18/21 16:46:34,28467.4,78.60,,,,,
07/18/21 17:16:34,28478.5,78.71,,,,,
07/18/21 17:46:34,28491.8,78.69,,,,,
07/18/21 18:16:34,28505.2,78.69,,,,,
07/18/21 18:46:34,28583.2,78.73,,,,,
07/18/21 19:16:34,28456.4,78.46,,,,,
07/18/21 19:46:34,28538.5,78.26,,,,,
07/18/21 20:16:34,28536.3,78.28,,,,,
07/18/21 20:46:34,28563.1,78.19,,,,,
07/18/21 21:16:34,28438.7,78.06,,,,,
07/18/21 21:46:34,28514.0,78.01,,,,,
07/18/21 22:16:34,28313.2,77.88,,,,,
07/18/21 22:46:34,28173.8,77.52,,,,,
07/18/21 23:16:34,28152.2,77.34,,,,,
07/18/21 23:46:34,28012.3,77.13,,,,,
07/19/21 00:16:34,27876.0,76.95,,,,,
07/19/21 00:46:34,27914.2,77.09,,,,,
07/19/21 01:16:34,27876.0,76.73,,,,,
07/19/21 01:46:34,27781.1,76.59,,,,,
07/19/21 02:16:34,27791.6,76.51,,,,,
07/19/21 02:46:34,27797.9,76.46,,,,,
07/19/21 03:16:34,27795.8,76.41,,,,,
07/19/21 03:46:34,27789.5,76.46,,,,,
07/19/21 04:16:34,27963.2,76.57,,,,,
07/19/21 04:46:34,27833.8,76.42,,,,,
07/19/21 05:16:34,27999.5,76.53,,,,,
07/19/21 05:46:34,28119.8,76.69,,,,,
07/19/21 06:16:34,28341.7,77.00,,,,,
07/19/21 06:46:34,28469.7,76.89,,,,,
07/19/21 07:16:34,28619.0,77.13,,,,,
07/19/21 07:46:34,28668.4,77.11,,,,,
07/19/21 08:16:34,28708.9,77.09,,,,,
07/19/21 08:46:34,28663.9,76.96,,,,,
07/19/21 09:16:34,28569.8,77.04,,,,,
07/19/21 09:46:34,28623.5,77.05,,,,,
07/19/21 10:16:34,28567.5,77.07,,,,,
07/19/21 10:46:34,28494.1,77.11,,,,,
07/19/21 11:16:34,28449.7,77.14,,,,,
07/19/21 11:46:34,28414.4,77.23,,,,,
07/19/21 12:16:34,28333.0,77.49,,,,,
07/19/21 12:46:34,28476.3,77.79,,,,,
07/19/21 13:16:34,28554.1,78.06,,,,,
07/19/21 13:46:34,28697.6,78.33,,,,,
07/19/21 14:16:34,28715.7,78.64,,,,,
07/19/21 14:46:34,28718.0,78.94,,,,,
07/19/21 15:16:34,28641.4,79.12,,,,,
07/19/21 15:46:34,28840.4,78.89,,,,,
07/19/21 16:16:34,29028.6,79.16,,,,,
07/19/21 16:46:34,29084.2,79.02,,,,,
07/19/21 17:16:34,29228.8,79.03,,,,,
07/19/21 17:46:34,29415.4,78.76,,,,,
07/19/21 18:16:34,29410.7,78.69,,,,,
07/19/21 18:46:34,29405.9,78.49,,,,,
07/19/21 19:16:34,29386.9,78.42,,,,,
07/19/21 19:46:34,29427.3,78.35,,,,,
07/19/21 20:16:34,29332.4,78.33,,,,,
07/19/21 20:46:34,29446.4,78.28,,,,,
07/19/21 21:16:34,29491.7,78.33,,,,,
07/19/21 21:46:34,29544.4,78.33,,,,,
07/19/21 22:16:34,29429.7,78.03,,,,,
07/19/21 22:46:34,29420.2,77.92,,,,,
07/19/21 23:16:34,29304.1,77.79,,,,,
07/19/21 23:46:34,29179.7,77.58,,,,,
07/20/21 00:16:34,29017.1,77.45,,,,,
07/20/21 00:46:34,28820.0,76.91,,,,,
07/20/21 01:16:34,28619.0,76.51,,,,,
07/20/21 01:46:34,28835.9,76.89,,,,,
07/20/21 02:16:34,28788.1,77.04,,,,,
07/20/21 02:46:34,28763.2,76.69,,,,,
07/20/21 03:16:34,28929.6,76.84,,,,,
07/20/21 03:46:34,28950.3,76.37,,,,,
07/20/21 04:16:34,28989.4,76.68,,,,,
07/20/21 04:46:34,28989.4,76.44,,,,,
07/20/21 05:16:34,29044.8,76.46,,,,,
07/20/21 05:46:34,29311.2,76.73,,,,,
07/20/21 06:16:34,29427.3,77.09,,,,,
07/20/21 06:46:34,29453.5,77.05,,,,,
07/20/21 07:16:34,29660.1,77.11,,,,,
07/20/21 07:46:34,29735.4,77.23,,,,,
07/20/21 08:16:34,29764.6,76.91,,,,,
07/20/21 08:46:34,29786.6,77.18,,,,,
07/20/21 09:16:34,29988.3,77.72,,,,,
07/20/21 09:46:34,30010.7,77.76,,,,,
07/20/21 10:16:34,30048.0,77.85,,,,,
07/20/21 10:46:34,30160.4,77.92,,,,,
07/20/21 11:16:34,29995.8,78.28,,,,,
07/20/21 11:46:34,30095.3,79.02,,,,,
07/20/21 12:16:34,30095.3,79.00,,,,,
07/20/21 12:46:34,30135.4,79.00,,,,,
07/20/21 13:16:34,30080.4,79.79,,,,,
07/20/21 13:46:34,30140.4,79.48,,,,,
07/20/21 14:16:34,30107.8,79.48,,,,,
07/20/21 14:46:34,30067.9,79.81,,,,,
07/20/21 15:16:34,30160.4,79.70,,,,,
07/20/21 15:46:34,30324.5,79.84,,,,,
07/20/21 16:16:34,30434.1,80.11,,,,,
07/20/21 16:46:34,30426.4,80.20,,,,,
07/20/21 17:16:34,30403.4,79.88,,,,,
07/20/21 17:46:34,30565.1,79.88,,,,,
07/20/21 18:16:34,30421.3,79.70,,,,,
07/20/21 18:46:34,30705.2,79.61,,,,,
07/20/21 19:16:34,30707.8,79.34,,,,,
07/20/21 19:46:34,30640.2,78.85,,,,,
07/20/21 20:16:34,30614.3,78.76,,,,,
07/20/21 20:46:34,30741.8,78.42,,,,,
07/20/21 21:16:34,30490.4,78.22,,,,,
07/20/21 21:46:34,30541.9,78.17,,,,,
07/20/21 22:16:34,30477.6,78.13,,,,,
07/20/21 22:46:34,30580.6,78.06,,,,,
07/20/21 23:16:34,30469.9,77.99,,,,,
07/20/21 23:46:34,30498.1,78.08,,,,,
07/21/21 00:16:34,30603.9,77.81,,,,,
07/21/21 00:46:34,30365.1,77.54,,,,,
07/21/21 01:16:34,30125.3,77.25,,,,,
07/21/21 01:46:34,30023.1,77.20,,,,,
07/21/21 02:16:34,29953.7,77.09,,,,,
07/21/21 02:46:34,29998.3,77.20,,,,,
07/21/21 03:16:34,29978.4,77.38,,,,,
07/21/21 03:46:34,30193.1,77.38,,,,,
07/21/21 04:16:34,30025.6,76.95,,,,,
07/21/21 04:46:34,30200.6,77.20,,,,,
07/21/21 05:16:34,30008.2,76.59,,,,,
07/21/21 05:46:34,30090.3,77.05,,,,,
07/21/21 06:16:34,30268.7,77.09,,,,,
07/21/21 06:46:34,30523.9,77.14,,,,,
07/21/21 07:16:34,30591.0,77.45,,,,,
07/21/21 07:46:34,30878.3,77.54,,,,,
07/21/21 08:16:34,31198.5,78.17,,,,,
07/21/21 08:46:34,31187.7,77.92,,,,,
07/21/21 09:16:34,31323.0,78.21,,,,,
07/21/21 09:46:34,31383.0,78.13,,,,,
07/21/21 10:16:34,31569.9,79.09,,,,,
07/21/21 10:46:34,31320.3,79.21,,,,,
07/21/21 11:16:34,31547.8,79.11,,,,,
07/21/21 11:46:34,31470.7,79.11,,,,,
07/21/21 12:16:34,31344.8,79.12,,,,,
07/21/21 12:46:34,31564.4,80.13,,,,,
07/21/21 13:16:34,31581.0,80.13,,,,,
07/21/21 13:46:34,31581.0,80.91,,,,,
07/21/21 14:16:34,31361.2,80.64,,,,,
07/21/21 14:46:34,31333.9,81.03,,,,,
07/21/21 15:16:34,31415.8,80.92,,,,,
07/21/21 15:46:34,31448.7,81.12,,,,,
07/21/21 16:16:34,31481.7,81.12,,,,,
07/21/21 16:46:34,31470.7,81.10,,,,,
07/21/21 17:16:34,31642.0,81.01,,,,,
07/21/21 17:46:34,31525.7,81.07,,,,,
07/21/21 18:16:34,31603.1,80.51,,,,,
07/21/21 18:46:34,31547.8,80.53,,,,,
07/21/21 19:16:34,31476.2,80.53,,,,,
07/21/21 19:46:34,31603.1,80.51,,,,,
07/21/21 20:16:34,31650.3,80.38,,,,,
07/21/21 20:46:34,31545.0,80.17,,,,,
07/21/21 21:16:34,31320.3,80.06,,,,,
07/21/21 21:46:34,31331.2,80.06,,,,,
07/21/21 22:16:34,31314.9,80.02,,,,,
07/21/21 22:46:34,31415.8,79.92,,,,,
07/21/21 23:16:34,30971.0,79.23,,,,,
07/21/21 23:46:34,31293.2,79.54,,,,,
07/22/21 00:16:34,31166.1,79.30,,,,,
07/22/21 00:46:34,31347.5,79.25,,,,,
07/22/21 01:16:34,31185.0,79.00,,,,,
07/22/21 01:46:34,30852.0,78.12,,,,,
07/22/21 02:16:34,30862.5,78.30,,,,,
07/22/21 02:46:34,30828.3,78.08,,,,,
07/22/21 03:16:34,30210.7,76.41,,,,,
07/22/21 03:46:34,30273.8,76.95,,,,,
07/22/21 04:16:34,30521.3,77.36,,,,,
07/22/21 04:46:34,30552.2,77.27,,,,,
07/22/21 05:16:34,29635.9,75.20,,,,,
07/22/21 05:46:34,29005.5,74.43,,,,,
07/22/21 06:16:34,28854.1,75.29,,,,,
07/22/21 06:46:34,28984.8,75.56,,,,,
07/22/21 07:16:34,29179.7,76.26,,,,,
07/22/21 07:46:34,29259.4,75.92,,,,,
07/22/21 08:16:34,29439.2,76.59,,,,,
07/22/21 08:46:34,29696.5,76.71,,,,,
07/22/21 09:16:34,29973.5,76.89,,,,,
07/22/21 09:46:34,29995.8,76.80,,,,,
07/22/21 10:16:34,30170.5,77.07,,,,,
07/22/21 10:46:34,30140.4,77.20,,,,,
07/22/21 11:16:34,30355.0,77.49,,,,,
07/22/21 11:46:34,30400.8,77.85,,,,,
07/22/21 12:16:34,30570.3,78.19,,,,,
07/22/21 12:46:34,30645.4,78.44,,,,,
07/22/21 13:16:34,30580.6,78.89,,,,,
07/22/21 13:46:34,30702.6,78.91,,,,,
07/22/21 14:16:34,30583.2,78.98,,,,,
07/22/21 14:46:34,30637.6,79.11,,,,,
07/22/21 15:16:34,30689.6,79.50,,,,,
07/22/21 15:46:34,30372.8,79.65,,,,,
07/22/21 16:16:34,29872.3,79.41,,,,,
07/22/21 16:46:34,29943.8,79.50,,,,,
07/22/21 17:16:34,29587.7,79.48,,,,,
07/22/21 17:46:34,30043.0,79.66,,,,,
07/22/21 18:16:34,30286.4,79.68,,,,,
07/22/21 18:46:34,30431.5,79.54,,,,,
07/22/21 19:16:34,30689.6,79.52,,,,,
07/22/21 19:46:34,30783.6,79.48,,,,,
07/22/21 20:16:34,30878.3,79.50,,,,,
07/22/21 20:46:34,30841.4,79.14,,,,,
07/22/21 21:16:34,30838.8,79.00,,,,,
07/22/21 21:46:34,30736.5,78.87,,,,,
07/22/21 22:16:34,30852.0,78.84,,,,,
07/22/21 22:46:34,31029.5,79.07,,,,,
07/22/21 23:16:34,30965.7,78.91,,,,,
07/22/21 23:46:34,31150.0,79.12,,,,,
07/23/21 00:16:34,31042.9,78.73,,,,,
07/23/21 00:46:34,30918.0,78.15,,,,,
07/23/21 01:16:34,30820.4,77.90,,,,,
07/23/21 01:46:34,30984.3,78.35,,,,,
07/23/21 02:16:34,30697.4,77.45,,,,,
07/23/21 02:46:34,30431.5,77.38,,,,,
07/23/21 03:16:34,30329.5,77.18,,,,,
07/23/21 03:46:34,30112.8,77.23,,,,,
07/23/21 04:16:34,30256.1,77.14,,,,,
07/23/21 04:46:34,30487.9,77.79,,,,,
07/23/21 05:16:34,30283.9,77.31,,,,,
07/23/21 05:46:34,30273.8,76.77,,,,,
07/23/21 06:16:34,30090.3,76.62,,,,,
07/23/21 06:46:34,29968.5,76.26,,,,,
07/23/21 07:16:34,29852.7,76.32,,,,,
07/23/21 07:46:34,29958.6,76.30,,,,,
07/23/21 08:16:34,30339.7,77.14,,,,,
07/23/21 08:46:34,30276.3,77.31,,,,,
07/23/21 09:16:34,30344.8,77.40,,,,,
07/23/21 09:46:34,30562.5,77.45,,,,,
07/23/21 10:16:34,30655.8,77.72,,,,,
07/23/21 10:46:34,30896.8,78.08,,,,,
07/23/21 11:16:34,31053.5,78.44,,,,,
07/23/21 11:46:34,31104.4,78.71,,,,,
07/23/21 12:16:34,31168.8,78.84,,,,,
07/23/21 12:46:34,31176.9,78.84,,,,,
07/23/21 13:16:34,31195.8,79.29,,,,,
07/23/21 13:46:34,30907.4,79.21,,,,,
07/23/21 14:16:34,30836.2,79.43,,,,,
07/23/21 14:46:34,30939.1,79.56,,,,,
07/23/21 15:16:34,30865.1,79.72,,,,,
07/23/21 15:46:34,30752.2,79.70,,,,,
07/23/21 16:16:34,30963.0,79.81,,,,,
07/23/21 16:46:34,30852.0,79.81,,,,,
07/23/21 17:16:34,30965.7,79.95,,,,,
07/23/21 17:46:34,30925.9,80.04,,,,,
07/23/21 18:16:34,30894.2,79.75,,,,,
07/23/21 18:46:34,30931.2,79.81,,,,,
07/23/21 19:16:34,30997.6,79.65,,,,,
07/23/21 19:46:34,31160.7,79.50,,,,,
07/23/21 20:16:34,31026.8,79.34,,,,,
07/23/21 20:46:34,31104.4,79.25,,,,,
07/23/21 21:16:34,31198.5,79.18,,,,,
07/23/21 21:46:34,31366.6,79.02,,,,,
07/23/21 22:16:34,31325.8,78.82,,,,,
07/23/21 22:46:34,31547.8,78.82,,,,,
07/23/21 23:16:34,31424.0,78.30,,,,,
07/23/21 23:46:34,31279.6,78.40,,,,,
07/24/21 00:16:34,31514.7,78.39,,,,,
07/24/21 00:46:34,31605.9,78.89,,,,,
07/24/21 01:16:34,31669.8,78.87,,,,,
07/24/21 01:46:34,31871.6,78.75,,,,,
07/24/21 02:16:34,31630.9,78.33,,,,,
07/24/21 02:46:34,31489.9,77.61,,,,,
07/24/21 03:16:34,30859.9,76.23,,,,,
07/24/21 03:46:34,30775.8,76.30,,,,,
07/24/21 04:16:34,30469.9,75.65,,,,,
07/24/21 04:46:34,30355.0,76.23,,,,,
07/24/21 05:16:34,30377.9,76.05,,,,,
07/24/21 05:46:34,30487.9,76.53,,,,,
07/24/21 06:16:34,30411.0,75.88,,,,,
07/24/21 06:46:34,30444.3,76.39,,,,,
07/24/21 07:16:34,30198.1,75.54,,,,,
07/24/21 07:46:34,30271.3,75.54,,,,,
07/24/21 08:16:34,30309.2,75.49,,,,,
07/24/21 08:46:34,30552.2,76.14,,,,,
07/24/21 09:16:34,30436.6,75.88,,,,,
07/24/21 09:46:34,30960.4,77.27,,,,,
07/24/21 10:16:34,31233.6,77.40,,,,,
07/24/21 10:46:34,31344.8,77.41,,,,,
07/24/21 11:16:34,31500.9,77.99,,,,,
07/24/21 11:46:34,31747.9,78.28,,,,,
07/24/21 12:16:34,31871.6,78.69,,,,,
07/24/21 12:46:34,31885.7,78.67,,,,,
07/24/21 13:16:34,32222.6,79.66,,,,,
07/24/21 13:46:34,32455.4,80.20,,,,,
07/24/21 14:16:34,32423.2,80.51,,,,,
07/24/21 14:46:34,32306.6,80.31,,,,,
07/24/21 15:16:34,32543.5,80.71,,,,,
07/24/21 15:46:34,32364.8,80.67,,,,,
07/24/21 16:16:34,31956.5,80.38,,,,,
07/24/21 16:46:34,31984.9,80.37,,,,,
07/24/21 17:16:34,31987.7,80.44,,,,,
07/24/21 17:46:34,31996.2,80.11,,,,,
07/24/21 18:16:34,31871.6,80.02,,,,,
07/24/21 18:46:34,31953.6,79.72,,,,,
07/24/21 19:16:34,31608.7,79.34,,,,,
07/24/21 19:46:34,31564.4,79.00,,,,,
07/24/21 20:16:34,31410.3,79.00,,,,,
07/24/21 20:46:34,31432.2,79.11,,,,,
07/24/21 21:16:34,31276.9,78.26,,,,,
07/24/21 21:46:34,31489.9,78.69,,,,,
07/24/21 22:16:34,31435.0,78.33,,,,,
07/24/21 22:46:34,31628.1,78.28,,,,,
07/24/21 23:16:34,31683.7,78.53,,,,,
