"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2021/11/01","00:00","0.299","-","1.47"
"2021/11/01","00:06","0.315","-","1.48"
"2021/11/01","00:12","0.332","-","1.42"
"2021/11/01","00:18","0.351","-","1.44"
"2021/11/01","00:24","0.373","-","1.48"
"2021/11/01","00:30","0.395","-","1.5"
"2021/11/01","00:36","0.42","-","1.54"
"2021/11/01","00:42","0.446","-","1.56"
"2021/11/01","00:48","0.474","-","1.54"
"2021/11/01","00:54","0.504","-","1.54"
"2021/11/01","01:00","0.535","-","1.58"
"2021/11/01","01:06","0.568","-","1.64"
"2021/11/01","01:12","0.603","-","1.63"
"2021/11/01","01:18","0.639","-","1.66"
"2021/11/01","01:24","0.676","-","1.69"
"2021/11/01","01:30","0.715","-","1.7"
"2021/11/01","01:36","0.756","-","1.71"
"2021/11/01","01:42","0.797","-","1.76"
"2021/11/01","01:48","0.84","-","1.8"
"2021/11/01","01:54","0.884","-","1.77"
"2021/11/01","02:00","0.929","-","1.77"
"2021/11/01","02:06","0.974","-","1.8"
"2021/11/01","02:12","1.021","-","1.84"
"2021/11/01","02:18","1.068","-","1.9"
"2021/11/01","02:24","1.116","-","1.97"
"2021/11/01","02:30","1.164","-","2.06"
"2021/11/01","02:36","1.212","-","2.11"
"2021/11/01","02:42","1.261","-","2.17"
"2021/11/01","02:48","1.309","-","2.24"
"2021/11/01","02:54","1.357","-","2.28"
"2021/11/01","03:00","1.405","-","2.33"
"2021/11/01","03:06","1.452","-","2.4"
"2021/11/01","03:12","1.498","-","2.48"
"2021/11/01","03:18","1.543","-","2.54"
"2021/11/01","03:24","1.588","-","2.56"
"2021/11/01","03:30","1.63","-","2.54"
"2021/11/01","03:36","1.671","-","2.56"
"2021/11/01","03:42","1.711","-","2.63"
"2021/11/01","03:48","1.748","-","2.67"
"2021/11/01","03:54","1.783","-","2.68"
"2021/11/01","04:00","1.815","-","2.7"
"2021/11/01","04:06","1.844","-","2.68"
"2021/11/01","04:12","1.87","-","2.67"
"2021/11/01","04:18","1.893","-","2.72"
"2021/11/01","04:24","1.913","-","2.77"
"2021/11/01","04:30","1.929","-","2.74"
"2021/11/01","04:36","1.941","-","2.69"
"2021/11/01","04:42","1.949","-","2.74"
"2021/11/01","04:48","1.953","-","2.76"
"2021/11/01","04:54","1.953","-","2.72"
"2021/11/01","05:00","1.949","-","2.73"
"2021/11/01","05:06","1.941","-","2.76"
"2021/11/01","05:12","1.929","-","2.71"
"2021/11/01","05:18","1.913","-","2.68"
"2021/11/01","05:24","1.893","-","2.7"
"2021/11/01","05:30","1.87","-","2.71"
"2021/11/01","05:36","1.844","-","2.69"
"2021/11/01","05:42","1.815","-","2.65"
"2021/11/01","05:48","1.784","-","2.59"
"2021/11/01","05:54","1.75","-","2.55"
"2021/11/01","06:00","1.715","-","2.54"
"2021/11/01","06:06","1.679","-","2.51"
"2021/11/01","06:12","1.642","-","2.47"
"2021/11/01","06:18","1.604","-","2.46"
"2021/11/01","06:24","1.567","-","2.39"
"2021/11/01","06:30","1.53","-","2.35"
"2021/11/01","06:36","1.494","-","2.33"
"2021/11/01","06:42","1.459","-","2.26"
"2021/11/01","06:48","1.425","-","2.19"
"2021/11/01","06:54","1.393","-","2.16"
"2021/11/01","07:00","1.363","-","2.11"
"2021/11/01","07:06","1.335","-","2.03"
"2021/11/01","07:12","1.308","-","2"
"2021/11/01","07:18","1.284","-","1.97"
"2021/11/01","07:24","1.261","-","1.9"
"2021/11/01","07:30","1.24","-","1.89"
"2021/11/01","07:36","1.221","-","1.87"
"2021/11/01","07:42","1.203","-","1.78"
"2021/11/01","07:48","1.186","-","1.75"
"2021/11/01","07:54","1.169","-","1.77"
"2021/11/01","08:00","1.153","-","1.81"
"2021/11/01","08:06","1.137","-","1.82"
"2021/11/01","08:12","1.121","-","1.86"
"2021/11/01","08:18","1.104","-","1.86"
"2021/11/01","08:24","1.086","-","1.87"
"2021/11/01","08:30","1.067","-","1.89"
"2021/11/01","08:36","1.047","-","1.87"
"2021/11/01","08:42","1.025","-","1.8"
"2021/11/01","08:48","1.002","-","1.77"
"2021/11/01","08:54","0.977","-","1.77"
"2021/11/01","09:00","0.95","-","1.74"
"2021/11/01","09:06","0.921","-","1.69"
"2021/11/01","09:12","0.891","-","1.64"
"2021/11/01","09:18","0.859","-","1.56"
"2021/11/01","09:24","0.826","-","1.51"
"2021/11/01","09:30","0.792","-","1.49"
"2021/11/01","09:36","0.757","-","1.42"
"2021/11/01","09:42","0.722","-","1.36"
"2021/11/01","09:48","0.686","-","1.35"
"2021/11/01","09:54","0.651","-","1.32"
"2021/11/01","10:00","0.616","-","1.3"
"2021/11/01","10:06","0.582","-","1.26"
"2021/11/01","10:12","0.549","-","1.23"
"2021/11/01","10:18","0.518","-","1.19"
"2021/11/01","10:24","0.489","-","1.18"
"2021/11/01","10:30","0.462","-","1.16"
"2021/11/01","10:36","0.436","-","1.07"
"2021/11/01","10:42","0.414","-","1.03"
"2021/11/01","10:48","0.394","-","1.04"
"2021/11/01","10:54","0.377","-","1.01"
"2021/11/01","11:00","0.362","-","0.97"
"2021/11/01","11:06","0.351","-","0.94"
"2021/11/01","11:12","0.342","-","0.91"
"2021/11/01","11:18","0.336","-","0.88"
"2021/11/01","11:24","0.332","-","0.86"
"2021/11/01","11:30","0.331","-","0.84"
"2021/11/01","11:36","0.333","-","0.8"
"2021/11/01","11:42","0.337","-","0.77"
"2021/11/01","11:48","0.344","-","0.73"
"2021/11/01","11:54","0.352","-","0.69"
"2021/11/01","12:00","0.362","-","0.68"
"2021/11/01","12:06","0.375","-","0.72"
"2021/11/01","12:12","0.389","-","0.7"
"2021/11/01","12:18","0.404","-","0.68"
"2021/11/01","12:24","0.421","-","0.7"
"2021/11/01","12:30","0.44","-","0.75"
"2021/11/01","12:36","0.46","-","0.74"
"2021/11/01","12:42","0.482","-","0.78"
"2021/11/01","12:48","0.504","-","0.85"
"2021/11/01","12:54","0.528","-","0.86"
"2021/11/01","13:00","0.554","-","0.89"
"2021/11/01","13:06","0.581","-","0.97"
"2021/11/01","13:12","0.609","-","1.04"
"2021/11/01","13:18","0.638","-","1.08"
"2021/11/01","13:24","0.669","-","1.12"
"2021/11/01","13:30","0.701","-","1.16"
"2021/11/01","13:36","0.734","-","1.23"
"2021/11/01","13:42","0.769","-","1.25"
"2021/11/01","13:48","0.805","-","1.26"
"2021/11/01","13:54","0.842","-","1.31"
"2021/11/01","14:00","0.881","-","1.34"
"2021/11/01","14:06","0.921","-","1.35"
"2021/11/01","14:12","0.962","-","1.34"
"2021/11/01","14:18","1.004","-","1.39"
"2021/11/01","14:24","1.047","-","1.46"
"2021/11/01","14:30","1.091","-","1.48"
"2021/11/01","14:36","1.136","-","1.46"
"2021/11/01","14:42","1.182","-","1.5"
"2021/11/01","14:48","1.229","-","1.59"
"2021/11/01","14:54","1.276","-","1.64"
"2021/11/01","15:00","1.323","-","1.69"
"2021/11/01","15:06","1.37","-","1.77"
"2021/11/01","15:12","1.418","-","1.83"
"2021/11/01","15:18","1.465","-","1.9"
"2021/11/01","15:24","1.512","-","2.01"
"2021/11/01","15:30","1.559","-","2.04"
"2021/11/01","15:36","1.605","-","2.03"
"2021/11/01","15:42","1.65","-","2.11"
"2021/11/01","15:48","1.694","-","2.2"
"2021/11/01","15:54","1.736","-","2.23"
"2021/11/01","16:00","1.777","-","2.26"
"2021/11/01","16:06","1.816","-","2.34"
"2021/11/01","16:12","1.852","-","2.36"
"2021/11/01","16:18","1.887","-","2.38"
"2021/11/01","16:24","1.919","-","2.4"
"2021/11/01","16:30","1.948","-","2.41"
"2021/11/01","16:36","1.973","-","2.42"
"2021/11/01","16:42","1.996","-","2.47"
"2021/11/01","16:48","2.014","-","2.45"
"2021/11/01","16:54","2.029","-","2.44"
"2021/11/01","17:00","2.041","-","2.47"
"2021/11/01","17:06","2.048","-","2.47"
"2021/11/01","17:12","2.051","-","2.43"
"2021/11/01","17:18","2.049","-","2.42"
"2021/11/01","17:24","2.044","-","2.43"
"2021/11/01","17:30","2.034","-","2.39"
"2021/11/01","17:36","2.02","-","2.37"
"2021/11/01","17:42","2.002","-","2.32"
"2021/11/01","17:48","1.981","-","2.3"
"2021/11/01","17:54","1.956","-","2.29"
"2021/11/01","18:00","1.928","-","2.27"
"2021/11/01","18:06","1.897","-","2.24"
"2021/11/01","18:12","1.863","-","2.18"
"2021/11/01","18:18","1.827","-","2.15"
"2021/11/01","18:24","1.79","-","2.11"
"2021/11/01","18:30","1.751","-","2.05"
"2021/11/01","18:36","1.711","-","2.04"
"2021/11/01","18:42","1.671","-","2.02"
"2021/11/01","18:48","1.631","-","1.97"
"2021/11/01","18:54","1.591","-","1.92"
"2021/11/01","19:00","1.552","-","1.9"
"2021/11/01","19:06","1.514","-","1.85"
"2021/11/01","19:12","1.477","-","1.81"
"2021/11/01","19:18","1.442","-","1.79"
"2021/11/01","19:24","1.408","-","1.72"
"2021/11/01","19:30","1.377","-","1.65"
"2021/11/01","19:36","1.347","-","1.6"
"2021/11/01","19:42","1.319","-","1.6"
"2021/11/01","19:48","1.292","-","1.59"
"2021/11/01","19:54","1.267","-","1.56"
"2021/11/01","20:00","1.244","-","1.5"
"2021/11/01","20:06","1.222","-","1.5"
"2021/11/01","20:12","1.2","-","1.53"
"2021/11/01","20:18","1.18","-","1.57"
"2021/11/01","20:24","1.159","-","1.55"
"2021/11/01","20:30","1.138","-","1.57"
"2021/11/01","20:36","1.117","-","1.57"
"2021/11/01","20:42","1.096","-","1.56"
"2021/11/01","20:48","1.073","-","1.52"
"2021/11/01","20:54","1.049","-","1.53"
"2021/11/01","21:00","1.023","-","1.51"
"2021/11/01","21:06","0.996","-","1.5"
"2021/11/01","21:12","0.967","-","1.47"
"2021/11/01","21:18","0.936","-","1.45"
"2021/11/01","21:24","0.903","-","1.41"
"2021/11/01","21:30","0.868","-","1.36"
"2021/11/01","21:36","0.831","-","1.3"
"2021/11/01","21:42","0.793","-","1.26"
"2021/11/01","21:48","0.754","-","1.23"
"2021/11/01","21:54","0.713","-","1.18"
"2021/11/01","22:00","0.672","-","1.1"
"2021/11/01","22:06","0.63","-","1.05"
"2021/11/01","22:12","0.587","-","1.03"
"2021/11/01","22:18","0.545","-","0.99"
"2021/11/01","22:24","0.504","-","0.93"
"2021/11/01","22:30","0.463","-","0.9"
"2021/11/01","22:36","0.424","-","0.86"
"2021/11/01","22:42","0.387","-","0.83"
"2021/11/01","22:48","0.351","-","0.79"
"2021/11/01","22:54","0.318","-","0.77"
"2021/11/01","23:00","0.287","-","0.76"
"2021/11/01","23:06","0.259","-","0.74"
"2021/11/01","23:12","0.233","-","0.73"
"2021/11/01","23:18","0.211","-","0.72"
"2021/11/01","23:24","0.191","-","0.69"
"2021/11/01","23:30","0.175","-","0.66"
"2021/11/01","23:36","0.162","-","0.65"
"2021/11/01","23:42","0.152","-","0.62"
"2021/11/01","23:48","0.145","-","0.6"
"2021/11/01","23:54","0.142","-","0.58"
"2021/11/02","00:00","0.141","-","0.56"
"2021/11/02","00:06","0.143","-","0.53"
"2021/11/02","00:12","0.147","-","0.54"
"2021/11/02","00:18","0.154","-","0.55"
"2021/11/02","00:24","0.164","-","0.54"
"2021/11/02","00:30","0.176","-","0.54"
"2021/11/02","00:36","0.19","-","0.54"
"2021/11/02","00:42","0.207","-","0.55"
"2021/11/02","00:48","0.225","-","0.58"
"2021/11/02","00:54","0.246","-","0.59"
"2021/11/02","01:00","0.268","-","0.6"
"2021/11/02","01:06","0.293","-","0.63"
"2021/11/02","01:12","0.319","-","0.65"
"2021/11/02","01:18","0.348","-","0.68"
"2021/11/02","01:24","0.378","-","0.68"
"2021/11/02","01:30","0.411","-","0.73"
"2021/11/02","01:36","0.445","-","0.76"
"2021/11/02","01:42","0.482","-","0.82"
"2021/11/02","01:48","0.52","-","0.86"
"2021/11/02","01:54","0.561","-","0.9"
"2021/11/02","02:00","0.603","-","0.95"
"2021/11/02","02:06","0.648","-","1.02"
"2021/11/02","02:12","0.694","-","1.06"
"2021/11/02","02:18","0.743","-","1.1"
"2021/11/02","02:24","0.793","-","1.17"
"2021/11/02","02:30","0.845","-","1.22"
"2021/11/02","02:36","0.899","-","1.26"
"2021/11/02","02:42","0.954","-","1.32"
"2021/11/02","02:48","1.011","-","1.38"
"2021/11/02","02:54","1.069","-","1.46"
"2021/11/02","03:00","1.128","-","1.51"
"2021/11/02","03:06","1.188","-","1.53"
"2021/11/02","03:12","1.249","-","1.58"
"2021/11/02","03:18","1.311","-","1.67"
"2021/11/02","03:24","1.373","-","1.76"
"2021/11/02","03:30","1.435","-","1.82"
"2021/11/02","03:36","1.497","-","1.89"
"2021/11/02","03:42","1.558","-","1.96"
"2021/11/02","03:48","1.62","-","2.05"
"2021/11/02","03:54","1.68","-","2.12"
"2021/11/02","04:00","1.739","-","2.16"
"2021/11/02","04:06","1.797","-","2.24"
"2021/11/02","04:12","1.853","-","2.34"
"2021/11/02","04:18","1.907","-","2.42"
"2021/11/02","04:24","1.959","-","2.44"
"2021/11/02","04:30","2.008","-","2.49"
"2021/11/02","04:36","2.054","-","2.54"
"2021/11/02","04:42","2.098","-","2.59"
"2021/11/02","04:48","2.137","-","2.62"
"2021/11/02","04:54","2.174","-","2.67"
"2021/11/02","05:00","2.206","-","2.66"
"2021/11/02","05:06","2.234","-","2.68"
"2021/11/02","05:12","2.257","-","2.73"
"2021/11/02","05:18","2.276","-","2.76"
"2021/11/02","05:24","2.29","-","2.73"
"2021/11/02","05:30","2.299","-","2.72"
"2021/11/02","05:36","2.303","-","2.75"
"2021/11/02","05:42","2.302","-","2.72"
"2021/11/02","05:48","2.297","-","2.7"
"2021/11/02","05:54","2.286","-","2.71"
"2021/11/02","06:00","2.27","-","2.68"
"2021/11/02","06:06","2.25","-","2.68"
"2021/11/02","06:12","2.226","-","2.66"
"2021/11/02","06:18","2.197","-","2.65"
"2021/11/02","06:24","2.164","-","2.6"
"2021/11/02","06:30","2.128","-","2.56"
"2021/11/02","06:36","2.089","-","2.54"
"2021/11/02","06:42","2.048","-","2.49"
"2021/11/02","06:48","2.004","-","2.46"
"2021/11/02","06:54","1.958","-","2.45"
"2021/11/02","07:00","1.911","-","2.44"
"2021/11/02","07:06","1.864","-","2.38"
"2021/11/02","07:12","1.816","-","2.3"
"2021/11/02","07:18","1.769","-","2.24"
"2021/11/02","07:24","1.722","-","2.2"
"2021/11/02","07:30","1.675","-","2.16"
"2021/11/02","07:36","1.63","-","2.14"
"2021/11/02","07:42","1.587","-","2.1"
"2021/11/02","07:48","1.545","-","2.06"
"2021/11/02","07:54","1.505","-","2"
"2021/11/02","08:00","1.467","-","1.96"
"2021/11/02","08:06","1.431","-","1.9"
"2021/11/02","08:12","1.397","-","1.86"
"2021/11/02","08:18","1.365","-","1.84"
"2021/11/02","08:24","1.334","-","1.81"
"2021/11/02","08:30","1.305","-","1.77"
"2021/11/02","08:36","1.276","-","1.81"
"2021/11/02","08:42","1.249","-","1.83"
"2021/11/02","08:48","1.222","-","1.79"
"2021/11/02","08:54","1.196","-","1.78"
"2021/11/02","09:00","1.17","-","1.78"
"2021/11/02","09:06","1.143","-","1.78"
"2021/11/02","09:12","1.115","-","1.78"
"2021/11/02","09:18","1.087","-","1.77"
"2021/11/02","09:24","1.057","-","1.77"
"2021/11/02","09:30","1.026","-","1.74"
"2021/11/02","09:36","0.994","-","1.7"
"2021/11/02","09:42","0.96","-","1.68"
"2021/11/02","09:48","0.925","-","1.63"
"2021/11/02","09:54","0.888","-","1.59"
"2021/11/02","10:00","0.85","-","1.55"
"2021/11/02","10:06","0.81","-","1.46"
"2021/11/02","10:12","0.77","-","1.4"
"2021/11/02","10:18","0.728","-","1.35"
"2021/11/02","10:24","0.686","-","1.32"
"2021/11/02","10:30","0.643","-","1.27"
"2021/11/02","10:36","0.6","-","1.2"
"2021/11/02","10:42","0.558","-","1.15"
"2021/11/02","10:48","0.516","-","1.11"
"2021/11/02","10:54","0.476","-","1.07"
"2021/11/02","11:00","0.437","-","1.04"
"2021/11/02","11:06","0.399","-","1.02"
"2021/11/02","11:12","0.363","-","1"
"2021/11/02","11:18","0.329","-","0.96"
"2021/11/02","11:24","0.298","-","0.92"
"2021/11/02","11:30","0.27","-","0.89"
"2021/11/02","11:36","0.244","-","0.87"
"2021/11/02","11:42","0.221","-","0.87"
"2021/11/02","11:48","0.2","-","0.83"
"2021/11/02","11:54","0.183","-","0.76"
"2021/11/02","12:00","0.169","-","0.74"
"2021/11/02","12:06","0.157","-","0.71"
"2021/11/02","12:12","0.148","-","0.71"
"2021/11/02","12:18","0.142","-","0.71"
"2021/11/02","12:24","0.139","-","0.68"
"2021/11/02","12:30","0.138","-","0.66"
"2021/11/02","12:36","0.14","-","0.65"
"2021/11/02","12:42","0.144","-","0.65"
"2021/11/02","12:48","0.15","-","0.65"
"2021/11/02","12:54","0.158","-","0.63"
"2021/11/02","13:00","0.169","-","0.61"
"2021/11/02","13:06","0.181","-","0.63"
"2021/11/02","13:12","0.195","-","0.66"
"2021/11/02","13:18","0.211","-","0.67"
"2021/11/02","13:24","0.229","-","0.66"
"2021/11/02","13:30","0.249","-","0.69"
"2021/11/02","13:36","0.271","-","0.73"
"2021/11/02","13:42","0.295","-","0.7"
"2021/11/02","13:48","0.32","-","0.73"
"2021/11/02","13:54","0.348","-","0.79"
"2021/11/02","14:00","0.378","-","0.81"
"2021/11/02","14:06","0.409","-","0.83"
"2021/11/02","14:12","0.443","-","0.89"
"2021/11/02","14:18","0.479","-","0.94"
"2021/11/02","14:24","0.517","-","0.98"
"2021/11/02","14:30","0.558","-","0.99"
"2021/11/02","14:36","0.6","-","1.02"
"2021/11/02","14:42","0.645","-","1.07"
"2021/11/02","14:48","0.691","-","1.15"
"2021/11/02","14:54","0.74","-","1.17"
"2021/11/02","15:00","0.79","-","1.19"
"2021/11/02","15:06","0.842","-","1.23"
"2021/11/02","15:12","0.896","-","1.28"
"2021/11/02","15:18","0.952","-","1.31"
"2021/11/02","15:24","1.008","-","1.37"
"2021/11/02","15:30","1.066","-","1.42"
"2021/11/02","15:36","1.125","-","1.48"
"2021/11/02","15:42","1.184","-","1.54"
"2021/11/02","15:48","1.244","-","1.65"
"2021/11/02","15:54","1.304","-","1.74"
"2021/11/02","16:00","1.365","-","1.82"
"2021/11/02","16:06","1.424","-","1.88"
"2021/11/02","16:12","1.484","-","1.96"
"2021/11/02","16:18","1.542","-","2.06"
"2021/11/02","16:24","1.599","-","2.12"
"2021/11/02","16:30","1.655","-","2.21"
"2021/11/02","16:36","1.709","-","2.32"
"2021/11/02","16:42","1.761","-","2.38"
"2021/11/02","16:48","1.811","-","2.43"
"2021/11/02","16:54","1.858","-","2.5"
"2021/11/02","17:00","1.902","-","2.56"
"2021/11/02","17:06","1.943","-","2.59"
"2021/11/02","17:12","1.98","-","2.64"
"2021/11/02","17:18","2.014","-","2.7"
"2021/11/02","17:24","2.044","-","2.73"
"2021/11/02","17:30","2.069","-","2.71"
"2021/11/02","17:36","2.09","-","2.74"
"2021/11/02","17:42","2.106","-","2.77"
"2021/11/02","17:48","2.118","-","2.72"
"2021/11/02","17:54","2.125","-","2.72"
"2021/11/02","18:00","2.127","-","2.72"
"2021/11/02","18:06","2.123","-","2.66"
"2021/11/02","18:12","2.115","-","2.65"
"2021/11/02","18:18","2.102","-","2.68"
"2021/11/02","18:24","2.085","-","2.63"
"2021/11/02","18:30","2.062","-","2.56"
"2021/11/02","18:36","2.036","-","2.55"
"2021/11/02","18:42","2.005","-","2.51"
"2021/11/02","18:48","1.971","-","2.43"
"2021/11/02","18:54","1.933","-","2.41"
"2021/11/02","19:00","1.892","-","2.39"
"2021/11/02","19:06","1.849","-","2.33"
"2021/11/02","19:12","1.804","-","2.27"
"2021/11/02","19:18","1.757","-","2.25"
"2021/11/02","19:24","1.709","-","2.19"
"2021/11/02","19:30","1.66","-","2.1"
"2021/11/02","19:36","1.611","-","2.04"
"2021/11/02","19:42","1.562","-","1.98"
"2021/11/02","19:48","1.514","-","1.93"
"2021/11/02","19:54","1.467","-","1.84"
"2021/11/02","20:00","1.421","-","1.77"
"2021/11/02","20:06","1.377","-","1.77"
"2021/11/02","20:12","1.335","-","1.7"
"2021/11/02","20:18","1.294","-","1.59"
"2021/11/02","20:24","1.256","-","1.57"
"2021/11/02","20:30","1.22","-","1.55"
"2021/11/02","20:36","1.185","-","1.48"
"2021/11/02","20:42","1.153","-","1.45"
"2021/11/02","20:48","1.122","-","1.47"
"2021/11/02","20:54","1.093","-","1.43"
"2021/11/02","21:00","1.066","-","1.41"
"2021/11/02","21:06","1.039","-","1.43"
"2021/11/02","21:12","1.013","-","1.45"
"2021/11/02","21:18","0.988","-","1.47"
"2021/11/02","21:24","0.962","-","1.52"
"2021/11/02","21:30","0.937","-","1.53"
"2021/11/02","21:36","0.911","-","1.48"
"2021/11/02","21:42","0.885","-","1.48"
"2021/11/02","21:48","0.857","-","1.49"
"2021/11/02","21:54","0.829","-","1.45"
"2021/11/02","22:00","0.799","-","1.44"
"2021/11/02","22:06","0.768","-","1.39"
"2021/11/02","22:12","0.735","-","1.37"
"2021/11/02","22:18","0.702","-","1.33"
"2021/11/02","22:24","0.666","-","1.28"
"2021/11/02","22:30","0.63","-","1.21"
"2021/11/02","22:36","0.593","-","1.1"
"2021/11/02","22:42","0.554","-","1.05"
"2021/11/02","22:48","0.516","-","1.02"
"2021/11/02","22:54","0.477","-","0.99"
"2021/11/02","23:00","0.438","-","0.96"
"2021/11/02","23:06","0.399","-","0.94"
"2021/11/02","23:12","0.361","-","0.92"
"2021/11/02","23:18","0.324","-","0.88"
"2021/11/02","23:24","0.289","-","0.85"
"2021/11/02","23:30","0.255","-","0.82"
"2021/11/02","23:36","0.223","-","0.84"
"2021/11/02","23:42","0.193","-","0.86"
"2021/11/02","23:48","0.166","-","0.84"
"2021/11/02","23:54","0.141","-","0.76"
"2021/11/03","00:00","0.119","-","0.72"
"2021/11/03","00:06","0.1","-","0.73"
"2021/11/03","00:12","0.083","-","0.75"
"2021/11/03","00:18","0.07","-","0.73"
"2021/11/03","00:24","0.06","-","0.71"
"2021/11/03","00:30","0.053","-","0.67"
"2021/11/03","00:36","0.048","-","0.64"
"2021/11/03","00:42","0.047","-","0.65"
"2021/11/03","00:48","0.048","-","0.63"
"2021/11/03","00:54","0.053","-","0.62"
"2021/11/03","01:00","0.059","-","0.6"
"2021/11/03","01:06","0.069","-","0.57"
"2021/11/03","01:12","0.081","-","0.58"
"2021/11/03","01:18","0.095","-","0.58"
"2021/11/03","01:24","0.112","-","0.57"
"2021/11/03","01:30","0.132","-","0.58"
"2021/11/03","01:36","0.153","-","0.61"
"2021/11/03","01:42","0.177","-","0.62"
"2021/11/03","01:48","0.204","-","0.66"
"2021/11/03","01:54","0.232","-","0.65"
"2021/11/03","02:00","0.264","-","0.68"
"2021/11/03","02:06","0.297","-","0.68"
"2021/11/03","02:12","0.333","-","0.73"
"2021/11/03","02:18","0.372","-","0.78"
"2021/11/03","02:24","0.413","-","0.79"
"2021/11/03","02:30","0.457","-","0.83"
"2021/11/03","02:36","0.503","-","0.9"
"2021/11/03","02:42","0.552","-","0.94"
"2021/11/03","02:48","0.604","-","0.98"
"2021/11/03","02:54","0.658","-","1.01"
"2021/11/03","03:00","0.715","-","1.1"
"2021/11/03","03:06","0.774","-","1.15"
"2021/11/03","03:12","0.836","-","1.2"
"2021/11/03","03:18","0.9","-","1.21"
"2021/11/03","03:24","0.966","-","1.23"
"2021/11/03","03:30","1.034","-","1.28"
"2021/11/03","03:36","1.104","-","1.38"
"2021/11/03","03:42","1.176","-","1.48"
"2021/11/03","03:48","1.248","-","1.55"
"2021/11/03","03:54","1.322","-","1.59"
"2021/11/03","04:00","1.397","-","1.64"
"2021/11/03","04:06","1.472","-","1.75"
"2021/11/03","04:12","1.547","-","1.9"
"2021/11/03","04:18","1.623","-","1.95"
"2021/11/03","04:24","1.698","-","1.99"
"2021/11/03","04:30","1.772","-","2.08"
"2021/11/03","04:36","1.845","-","2.2"
"2021/11/03","04:42","1.917","-","2.25"
"2021/11/03","04:48","1.987","-","2.3"
"2021/11/03","04:54","2.055","-","2.41"
"2021/11/03","05:00","2.121","-","2.51"
"2021/11/03","05:06","2.184","-","2.56"
"2021/11/03","05:12","2.244","-","2.61"
"2021/11/03","05:18","2.301","-","2.69"
"2021/11/03","05:24","2.354","-","2.73"
"2021/11/03","05:30","2.403","-","2.75"
"2021/11/03","05:36","2.448","-","2.82"
"2021/11/03","05:42","2.489","-","2.88"
"2021/11/03","05:48","2.525","-","2.89"
"2021/11/03","05:54","2.556","-","2.91"
"2021/11/03","06:00","2.581","-","2.94"
"2021/11/03","06:06","2.602","-","2.95"
"2021/11/03","06:12","2.617","-","2.98"
"2021/11/03","06:18","2.626","-","2.98"
"2021/11/03","06:24","2.63","-","2.97"
"2021/11/03","06:30","2.627","-","2.97"
"2021/11/03","06:36","2.62","-","2.98"
"2021/11/03","06:42","2.607","-","2.96"
"2021/11/03","06:48","2.588","-","2.92"
"2021/11/03","06:54","2.564","-","2.92"
"2021/11/03","07:00","2.535","-","2.92"
"2021/11/03","07:06","2.502","-","2.84"
"2021/11/03","07:12","2.464","-","2.8"
"2021/11/03","07:18","2.422","-","2.78"
"2021/11/03","07:24","2.377","-","2.74"
"2021/11/03","07:30","2.328","-","2.68"
"2021/11/03","07:36","2.277","-","2.62"
"2021/11/03","07:42","2.223","-","2.57"
"2021/11/03","07:48","2.168","-","2.53"
"2021/11/03","07:54","2.112","-","2.47"
"2021/11/03","08:00","2.055","-","2.41"
"2021/11/03","08:06","1.998","-","2.36"
"2021/11/03","08:12","1.941","-","2.29"
"2021/11/03","08:18","1.885","-","2.21"
"2021/11/03","08:24","1.83","-","2.17"
"2021/11/03","08:30","1.776","-","2.12"
"2021/11/03","08:36","1.723","-","2.04"
"2021/11/03","08:42","1.672","-","1.99"
"2021/11/03","08:48","1.623","-","1.95"
"2021/11/03","08:54","1.576","-","1.89"
"2021/11/03","09:00","1.531","-","1.84"
"2021/11/03","09:06","1.488","-","1.79"
"2021/11/03","09:12","1.447","-","1.7"
"2021/11/03","09:18","1.407","-","1.71"
"2021/11/03","09:24","1.369","-","1.7"
"2021/11/03","09:30","1.331","-","1.67"
"2021/11/03","09:36","1.295","-","1.69"
"2021/11/03","09:42","1.259","-","1.72"
"2021/11/03","09:48","1.224","-","1.7"
"2021/11/03","09:54","1.188","-","1.68"
"2021/11/03","10:00","1.153","-","1.69"
"2021/11/03","10:06","1.117","-","1.69"
"2021/11/03","10:12","1.08","-","1.64"
"2021/11/03","10:18","1.042","-","1.64"
"2021/11/03","10:24","1.003","-","1.6"
"2021/11/03","10:30","0.963","-","1.51"
"2021/11/03","10:36","0.921","-","1.45"
"2021/11/03","10:42","0.879","-","1.41"
"2021/11/03","10:48","0.835","-","1.32"
"2021/11/03","10:54","0.79","-","1.21"
"2021/11/03","11:00","0.743","-","1.15"
"2021/11/03","11:06","0.697","-","1.09"
"2021/11/03","11:12","0.649","-","1"
"2021/11/03","11:18","0.601","-","0.96"
"2021/11/03","11:24","0.553","-","0.9"
"2021/11/03","11:30","0.506","-","0.83"
"2021/11/03","11:36","0.459","-","0.79"
"2021/11/03","11:42","0.412","-","0.74"
"2021/11/03","11:48","0.367","-","0.7"
"2021/11/03","11:54","0.323","-","0.66"
"2021/11/03","12:00","0.281","-","0.62"
"2021/11/03","12:06","0.241","-","0.6"
"2021/11/03","12:12","0.203","-","0.59"
"2021/11/03","12:18","0.167","-","0.57"
"2021/11/03","12:24","0.134","-","0.54"
"2021/11/03","12:30","0.104","-","0.49"
"2021/11/03","12:36","0.076","-","0.46"
