Year Day	Temperature C	CO2	Battery Voltage
289.7089	13.58		9.80
289.7097			
289.7293	13.61	728.8	10.44
289.7294			
289.7501	13.58	721.2	10.44
289.7502			
289.7709	13.58	713.9	10.45
289.7711			
289.7918	13.61	702.0	10.45
289.7919			
289.8126	13.63	692.7	10.45
289.8127			
289.8334	13.61	684.2	10.44
289.8336			
289.8543	13.63	680.1	10.45
289.8544			
289.8751	13.61	681.0	10.45
289.8752			
289.8959	13.61	689.1	10.45
289.8961			
289.9168	13.58	681.4	10.45
289.9169			
289.9376	13.58	676.0	10.46
289.9377			
289.9584	13.56	669.9	10.46
289.9586			
289.9793	13.54	677.5	10.46
289.9794			
290.0001	13.54	678.5	10.46
290.0002			
290.0209	13.54	681.0	10.46
290.0211			
290.0418	13.54	704.0	10.46
290.0419			
290.0626	13.56	704.1	10.45
290.0627			
290.0834	13.56	703.5	10.45
290.0836			
290.1043	13.54	697.3	10.45
290.1044			
290.1251	13.54	695.6	10.45
290.1252			
290.1459	13.56	703.0	10.45
290.1461			
290.1668	13.54	695.5	10.45
290.1669			
290.1876	13.54	693.6	10.45
290.1877			
290.2084	13.54	695.6	10.44
290.2086			
290.2293	13.54	692.6	10.45
290.2294			
290.2501	13.56	688.9	10.45
290.2502			
290.2709	13.54	690.3	10.45
290.2711			
290.2918	13.56	686.1	10.44
290.2919			
290.3126	13.56	687.3	10.44
290.3127			
290.3334	13.56	685.3	10.44
290.3336			
290.3543	13.58	677.5	10.45
290.3544			
290.3751	13.56	672.1	10.46
290.3752			
290.3959	13.58	677.6	10.45
290.3961			
290.4168	13.56	676.7	10.44
290.4169			
290.4376	13.56	690.3	10.42
290.4377			
290.4584	13.54	687.9	10.43
290.4586			
290.4793	13.51	684.8	10.42
290.4794			
290.5001	13.49	684.6	10.42
290.5002			
290.5209	13.49	697.7	10.43
290.5211			
290.5418	13.45	687.3	10.43
290.5419			
290.5626	13.40	673.9	10.42
290.5627			
290.5834	13.38	671.2	10.43
290.5836			
290.6043	13.38	665.0	10.44
290.6044			
290.6251	13.42	662.0	10.43
290.6252			
290.6459	13.42	664.7	10.44
290.6461			
290.6668	13.42	674.8	10.44
290.6669			
290.6876	13.40	678.5	10.42
290.6877			
290.7084	13.40	670.3	10.44
290.7086			
290.7293	13.40	667.4	10.45
290.7294			
290.7501	13.40	665.5	10.44
290.7502			
290.7709	13.40	667.4	10.45
290.7711			
290.7918	13.38	669.5	10.45
290.7919			
290.8126	13.38	669.5	10.45
290.8127			
290.8334	13.38	677.1	10.45
290.8336			
290.8543	13.38	680.9	10.46
290.8544			
290.8751	13.36	679.1	10.44
290.8752			
290.8959	13.29	672.6	10.40
290.8961			
290.9168	13.20	659.5	10.46
290.9169			
290.9376	13.15	661.4	10.45
290.9377			
290.9584	13.06	653.5	10.46
290.9586			
290.9793	13.04	654.7	10.46
290.9794			
291.0001	12.99	653.0	10.46
291.0002			
291.0209	12.95	649.4	10.46
291.0211			
291.0418	12.92	649.7	10.47
291.0419			
291.0626	12.88	651.5	10.46
291.0627			
291.0834	12.92	653.3	10.46
291.0836			
291.1043	12.95	653.8	10.46
291.1044			
291.1251	12.92	654.4	10.47
291.1252			
291.1459	12.90	654.8	10.47
291.1461			
291.1668	12.99	656.5	10.47
291.1669			
291.1876	13.06	652.9	10.46
291.1877			
291.2084	13.08	653.5	10.47
291.2086			
291.2293	13.08	653.9	10.46
291.2294			
291.2501	13.06	653.2	10.47
291.2502			
291.2709	13.08	655.6	10.46
291.2711			
291.2918	13.06	655.6	10.46
291.2919			
291.3126	13.01	658.4	10.46
291.3127			
291.3334	13.01	656.9	10.47
291.3336			
291.3543	12.99	657.8	10.47
291.3544			
291.3751	12.95	657.7	10.47
291.3752			
291.3959	12.92	658.3	10.47
291.3961			
291.4168	12.90	654.4	10.47
291.4169			
291.4376	12.88	650.4	10.46
291.4377			
291.4584	12.90	648.0	10.47
291.4586			
291.4793	12.77	645.5	10.47
291.4794			
291.5001	12.70	645.9	10.47
291.5002			
291.5209	12.63	643.3	10.47
291.5211			
291.5418	12.70	644.5	10.47
291.5419			
291.5626	12.77	642.3	10.47
291.5627			
291.5834	12.79	641.9	10.47
291.5836			
291.6043	12.88	639.7	10.47
291.6044			
291.6251	12.92	641.1	10.47
291.6252			
291.6459	12.97	642.0	10.47
291.6461			
291.6668	12.97	641.6	10.47
291.6669			
291.6876	12.81	637.7	10.47
291.6877			
291.7084	12.83	637.9	10.47
291.7086			
291.7293	12.81	637.1	10.47
291.7294			
291.7501	12.99	642.0	10.47
291.7502			
291.7709	12.99	645.3	10.47
291.7711			
291.7918	13.04	645.5	10.47
291.7919			
291.8126	13.01	644.1	10.47
291.8127			
291.8334	13.06	642.5	10.47
291.8336			
291.8543	13.01	640.2	10.48
291.8544			
291.8751	13.01	640.0	10.47
291.8752			
291.8959	13.01	643.3	10.47
291.8961			
291.9168	12.99	641.2	10.47
291.9169			
291.9376	12.95	637.1	10.48
291.9377			
291.9584	12.90	631.4	10.48
291.9586			
291.9793	12.88	632.9	10.48
291.9794			
292.0001	12.81	629.4	10.48
292.0002			
292.0209	12.77	627.8	10.48
292.0211			
292.0418	12.79	632.5	10.47
292.0419			
292.0626	12.79	634.9	10.48
292.0627			
292.0834	12.79	624.5	10.48
292.0836			
292.1043	12.79	623.3	10.48
292.1044			
292.1251	12.81	633.3	10.48
292.1252			
292.1459	12.83	634.6	10.48
292.1461			
292.1668	12.83	638.3	10.48
292.1669			
292.1876	12.86	643.6	10.48
292.1877			
292.2084	12.81	641.1	10.48
292.2086			
292.2293	12.79	643.9	10.48
292.2294			
292.2501	12.79	645.9	10.48
292.2502			
292.2709	12.74	646.0	10.48
292.2711			
292.2918	12.70	644.7	10.48
292.2919			
292.3126	12.56	641.6	10.47
292.3127			
292.3334	12.74	649.9	10.48
292.3336			
292.3543	12.72	649.4	10.48
292.3544			
292.3751	12.63	646.5	10.48
292.3752			
292.3959	12.56	643.8	10.48
292.3961			
292.4168	12.63	647.6	10.48
292.4169			
292.4376	12.65	647.7	10.47
292.4377			
292.4584	12.61	645.8	10.48
292.4586			
292.4793	12.54	644.2	10.48
292.4794			
292.5001	12.43	641.2	10.48
292.5002			
292.5209	12.36	638.7	10.48
292.5211			
292.5418	12.38	640.2	10.48
292.5419			
292.5626	12.40	637.3	10.48
292.5627			
292.5834	12.49	632.8	10.48
292.5836			
292.6043	12.61	631.3	10.48
292.6044			
292.6251	12.74	636.5	10.48
292.6252			
292.6459	12.74	642.6	10.48
292.6461			
292.6668	12.79	637.2	10.48
292.6669			
292.6876	12.86	638.7	10.48
292.6877			
292.7084	12.92	635.0	10.48
292.7086			
292.7293	13.04	646.4	10.49
292.7294			
292.7501	12.95	643.3	10.49
292.7502			
292.7709	12.95	636.7	10.49
292.7711			
292.7918	12.90	631.3	10.49
292.7919			
292.8126	12.95	626.3	10.48
292.8127			
292.8334	12.97	628.2	10.49
292.8336			
292.8543	13.01	633.3	10.49
292.8544			
292.8751	13.01	629.5	10.49
292.8752			
292.8959	12.99	625.8	10.49
292.8961			
292.9168	12.99	620.3	10.49
292.9169			
292.9376	12.95	618.3	10.49
292.9377			
292.9584	12.92	615.4	10.50
292.9586			
292.9793	12.90	595.8	10.50
292.9794			
293.0001	12.83	545.0	10.49
293.0002			
293.0209	12.79	523.1	10.49
293.0211			
293.0418	12.79	584.0	10.49
293.0419			
293.0626	12.79	563.2	10.49
293.0627			
293.0834	12.77	589.8	10.49
293.0836			
293.1043	12.72	608.3	10.49
293.1044			
293.1251	12.79	641.9	10.49
293.1252			
293.1459	12.81	646.1	10.49
293.1461			
293.1668	12.79	603.4	10.49
293.1669			
293.1876	12.79	592.6	10.49
293.1877			
293.2084	12.67	594.9	10.49
293.2086			
293.2298	12.65		9.94
293.2305			
293.2501	12.65	619.9	10.51
293.2502			
293.2709	12.65	641.9	10.50
293.2711			
293.2918	12.67	654.4	10.50
293.2919			
293.3126	12.56	650.2	10.50
293.3127			
293.3334	12.56	655.2	10.50
293.3336			
293.3543	12.63	648.4	10.49
293.3544			
293.3751	12.63	652.4	10.49
293.3752			
293.3959	12.65	652.4	10.49
293.3961			
293.4168	12.67	641.7	10.49
293.4169			
293.4376	12.67	645.3	10.49
293.4377			
293.4584	12.67	636.0	10.48
293.4586			
293.4793	12.65	617.5	10.49
293.4794			
293.5001	12.65	584.7	10.49
293.5002			
293.5209	12.65	609.4	10.49
293.5211			
293.5418	12.61	556.6	10.49
293.5419			
293.5626	12.67	604.1	10.49
293.5627			
293.5834	12.63	612.3	10.49
293.5836			
293.6043	12.65	605.7	10.49
293.6044			
293.6251	12.70	618.8	10.48
293.6252			
293.6459	12.70	613.4	10.48
293.6461			
293.6668	12.83	605.4	10.49
293.6669			
293.6876	12.72	606.4	10.49
293.6877			
293.7084	12.79	616.7	10.48
293.7086			
293.7293	12.86	619.0	10.48
293.7294			
293.7501	12.92	622.4	10.48
293.7502			
293.7709	12.97	618.8	10.49
293.7711			
293.7918	12.92	620.1	10.49
293.7919			
293.8126	12.99	615.9	10.49
293.8127			
293.8334	12.95	614.5	10.48
293.8336			
293.8543	12.92	613.7	10.48
293.8544			
293.8751	12.86	614.8	10.49
293.8752			
293.8959	12.81	626.4	10.49
293.8961			
293.9168	12.79	624.3	10.49
293.9169			
293.9376	12.79	623.3	10.48
293.9377			
293.9584	12.81	622.9	10.49
293.9586			
293.9793	12.81	610.0	10.49
293.9794			
294.0001	12.79	588.0	10.49
294.0002			
294.0209	12.74	588.1	10.49
294.0211			
294.0418	12.74	574.2	10.49
294.0419			
294.0626	12.77	560.3	10.49
294.0627			
294.0834	12.77	500.6	10.49
294.0836			
294.1043	12.72	562.2	10.48
294.1044			
294.1251	12.74	597.0	10.49
294.1252			
294.1459	12.74	614.6	10.49
294.1461			
294.1668	12.86	623.7	10.49
294.1669			
294.1876	12.77	608.9	10.49
294.1877			
294.2084	12.83	580.9	10.48
294.2086			
294.2293	12.86	499.8	10.48
294.2294			
294.2501	12.79	568.5	10.49
294.2502			
294.2709	12.74	594.0	10.49
294.2711			
294.2918	12.83	621.9	10.49
294.2919			
294.3126	12.79	638.3	10.49
294.3127			
294.3334	12.77	644.1	10.48
294.3336			
294.3543	12.77	655.5	10.48
294.3544			
294.3751	12.77	652.0	10.48
294.3752			
294.3959	12.77	648.3	10.48
294.3961			
294.4168	12.77	648.7	10.49
294.4169			
294.4376	12.77	646.3	10.48
294.4377			
294.4584	12.77	641.3	10.48
294.4586			
294.4793	12.74	634.3	10.48
294.4794			
294.5001	12.74	635.7	10.48
294.5002			
294.5209	12.77	618.0	10.48
294.5211			
294.5418	12.79	602.6	10.48
294.5419			
294.5626	12.81	593.1	10.48
294.5627			
294.5834	12.83	609.8	10.48
294.5836			
294.6043	12.83	603.4	10.48
294.6044			
294.6251	12.90	613.5	10.48
294.6252			
294.6459	12.90	595.3	10.48
294.6461			
294.6668	13.04	599.5	10.48
294.6669			
294.6876	12.95	591.7	10.48
294.6877			
