Date,Salinity Value,Temperature (C),Conductivity,Fit,Salinity Value (Offset +4),Date (UTC)
2021-10-12 01:03:42-04:00,23.678,19.87222222222222,33635.4,[32753.97540468],27.678,2021-10-12 05:03:42
2021-10-12 01:33:42-04:00,23.808,19.95,33857.8,[32753.97540468],27.808,2021-10-12 05:33:42
2021-10-12 02:03:42-04:00,23.876,19.93888888888889,33938.0,[32748.86276913],27.876,2021-10-12 06:03:42
2021-10-12 02:33:42-04:00,23.914,19.87222222222222,33938.0,[32748.86276913],27.914,2021-10-12 06:33:42
2021-10-12 03:03:42-04:00,23.932,19.88888888888889,33973.3,[32743.75013345],27.932,2021-10-12 07:03:42
2021-10-12 03:33:42-04:00,23.88,19.822222222222223,33857.8,[32743.75013345],27.88,2021-10-12 07:33:42
2021-10-12 04:03:42-04:00,23.338,19.67222222222222,33055.8,[32738.6374979],27.338,2021-10-12 08:03:42
2021-10-12 04:33:42-04:00,23.532,19.711111111111112,33332.2,[32738.6374979],27.532,2021-10-12 08:33:42
2021-10-12 05:03:42-04:00,23.819,19.688888888888886,33682.8,[32733.52486235],27.819,2021-10-12 09:03:42
2021-10-12 05:33:42-04:00,23.221,19.377777777777776,32697.6,[32733.52486235],27.221,2021-10-12 09:33:42
2021-10-12 06:03:42-04:00,22.721,18.911111111111115,31736.7,[32728.41222674],26.721,2021-10-12 10:03:42
2021-10-12 06:33:42-04:00,22.72,18.88888888888889,31720.0,[32728.41222674],26.72,2021-10-12 10:33:42
2021-10-12 07:03:42-04:00,23.496,19.372222222222224,33043.6,[32723.29959118],27.496,2021-10-12 11:03:42
2021-10-12 07:33:42-04:00,23.502,19.361111111111107,33043.6,[32723.29959118],27.502,2021-10-12 11:33:42
2021-10-12 08:03:42-04:00,23.542,19.32777777777778,33071.0,[32718.18695557],27.542,2021-10-12 12:03:42
2021-10-12 08:33:42-04:00,23.213,19.02777777777778,32440.7,[32718.18695557],27.213,2021-10-12 12:33:42
2021-10-12 09:03:42-04:00,22.945,18.82777777777778,31962.1,[32713.07431996],26.945,2021-10-12 13:03:42
2021-10-12 09:33:42-04:00,22.766,18.66111111111111,31619.8,[32713.07431996],26.766,2021-10-12 13:33:42
2021-10-12 10:03:42-04:00,22.911,18.850000000000005,31933.8,[32707.96168441],26.911,2021-10-12 14:03:42
2021-10-12 10:33:42-04:00,23.047,18.98888888888889,32202.5,[32707.96168441],27.047,2021-10-12 14:33:42
2021-10-12 11:03:42-04:00,22.96,19.01111111111111,32107.6,[32702.84904885],26.96,2021-10-12 15:03:42
2021-10-12 11:33:42-04:00,23.454,19.47222222222222,33061.9,[32702.84904885],27.454,2021-10-12 15:33:42
2021-10-12 12:03:42-04:00,23.55,19.527777777777786,33224.2,[32697.73641318],27.55,2021-10-12 16:03:42
2021-10-12 12:33:42-04:00,23.579,19.627777777777776,33332.2,[32697.73641318],27.579,2021-10-12 16:33:42
2021-10-12 13:03:42-04:00,23.666,19.772222222222226,33547.3,[32692.62377763],27.666,2021-10-12 17:03:42
2021-10-12 13:33:42-04:00,23.667,19.88888888888889,33632.3,[32692.62377763],27.667,2021-10-12 17:33:42
2021-10-12 14:03:42-04:00,23.7,20.022222222222226,33771.7,[32687.51114208],27.7,2021-10-12 18:03:42
2021-10-12 14:33:42-04:00,23.81,20.100000000000005,33970.1,[32687.51114208],27.81,2021-10-12 18:33:42
2021-10-12 15:03:42-04:00,23.954,20.21111111111111,34236.2,[32682.39850646],27.954,2021-10-12 19:03:42
2021-10-12 15:33:42-04:00,23.899,20.27222222222222,34210.1,[32682.39850646],27.899,2021-10-12 19:33:42
2021-10-12 16:03:42-04:00,23.927,20.372222222222224,34318.2,[32677.28587091],27.927,2021-10-12 20:03:42
2021-10-12 16:33:42-04:00,23.886,20.4,34285.4,[32677.28587091],27.886,2021-10-12 20:33:42
2021-10-12 17:03:42-04:00,23.954,20.372222222222224,34354.4,[32672.1732353],27.954,2021-10-12 21:03:42
2021-10-12 17:33:42-04:00,23.964,20.37777777777778,34370.9,[32672.1732353],27.964,2021-10-12 21:33:42
2021-10-12 18:03:42-04:00,23.894,20.372222222222224,34275.5,[32667.06059968],27.894,2021-10-12 22:03:42
2021-10-12 18:33:42-04:00,23.876,20.35,34236.2,[32667.06059968],27.876,2021-10-12 22:33:42
2021-10-12 19:03:42-04:00,23.921,20.35,34295.2,[32661.94796413],27.921,2021-10-12 23:03:42
2021-10-12 19:33:42-04:00,23.931,20.37777777777778,34328.1,[32661.94796413],27.931,2021-10-12 23:33:42
2021-10-12 20:03:42-04:00,23.983,20.33888888888889,34367.6,[32656.83532858],27.983,2021-10-13 00:03:42
2021-10-12 20:33:42-04:00,24.004,20.311111111111117,34374.2,[32656.83532858],28.004,2021-10-13 00:33:42
2021-10-12 21:03:42-04:00,23.814,20.22777777777777,34067.0,[32651.72269291],27.814,2021-10-13 01:03:42
2021-10-12 21:33:42-04:00,23.797,20.222222222222225,34041.1,[32651.72269291],27.797,2021-10-13 01:33:42
2021-10-12 22:03:42-04:00,23.73,20.2,33938.0,[32646.61005735],27.73,2021-10-13 02:03:42
2021-10-12 22:33:42-04:00,23.623,20.161111111111115,33771.7,[32646.61005735],27.623,2021-10-13 02:33:42
2021-10-12 23:03:42-04:00,23.719,20.07777777777778,33835.4,[32641.4974218],27.719,2021-10-13 03:03:42
2021-10-12 23:33:42-04:00,23.867,20.088888888888885,34034.6,[32641.4974218],27.867,2021-10-13 03:33:42
2021-10-13 00:03:42-04:00,23.749,20.13888888888889,33918.7,[32636.38478619],27.749,2021-10-13 04:03:42
2021-10-13 00:33:42-04:00,23.698,20.12777777777778,33845.0,[32636.38478619],27.698,2021-10-13 04:33:42
2021-10-13 01:03:42-04:00,23.838,20.12222222222222,34021.7,[32631.27215058],27.838,2021-10-13 05:03:42
2021-10-13 01:33:42-04:00,23.923,20.15,34151.4,[32631.27215058],27.923,2021-10-13 05:33:42
2021-10-13 02:03:42-04:00,24.032,20.15,34292.0,[32626.15951502],28.032,2021-10-13 06:03:42
2021-10-13 02:33:42-04:00,24.086,20.13888888888889,34354.4,[32626.15951502],28.086,2021-10-13 06:33:42
2021-10-13 03:03:42-04:00,24.121,20.100000000000005,34370.9,[32621.04687941],28.121,2021-10-13 07:03:42
2021-10-13 03:33:42-04:00,24.15,20.13888888888889,34437.0,[32621.04687941],28.15,2021-10-13 07:33:42
2021-10-13 04:03:42-04:00,24.21,20.13888888888889,34513.3,[32615.93424386],28.21,2021-10-13 08:03:42
2021-10-13 04:33:42-04:00,24.028,20.0,34177.5,[32615.93424386],28.028,2021-10-13 08:33:42
2021-10-13 05:03:42-04:00,24.172,20.06111111111111,34407.2,[32610.8216083],28.172,2021-10-13 09:03:42
2021-10-13 05:33:42-04:00,24.155,19.97777777777777,34324.8,[32610.8216083],28.155,2021-10-13 09:33:42
2021-10-13 06:03:42-04:00,24.236,20.01111111111111,34453.5,[32605.70897263],28.236,2021-10-13 10:03:42
2021-10-13 06:33:42-04:00,23.944,19.13888888888889,33444.1,[32605.70897263],27.944,2021-10-13 10:33:42
2021-10-13 07:03:42-04:00,24.155,19.622222222222216,34063.8,[32600.59633708],28.155,2021-10-13 11:03:42
2021-10-13 07:33:42-04:00,24.178,19.572222222222223,34057.3,[32600.59633708],28.178,2021-10-13 11:33:42
2021-10-13 08:03:42-04:00,24.119,19.6,34002.4,[32595.48370153],28.119,2021-10-13 12:03:42
2021-10-13 08:33:42-04:00,24.047,19.450000000000003,33800.3,[32595.48370153],28.047,2021-10-13 12:33:42
2021-10-13 09:03:42-04:00,23.652,18.56111111111111,32661.9,[32590.37106591],27.652,2021-10-13 13:03:42
2021-10-13 09:33:42-04:00,23.899,19.161111111111108,33403.6,[32590.37106591],27.899,2021-10-13 13:33:42
2021-10-13 10:03:42-04:00,23.985,19.361111111111107,33657.5,[32585.2584303],27.985,2021-10-13 14:03:42
2021-10-13 10:33:42-04:00,24.014,19.511111111111116,33803.5,[32585.2584303],28.014,2021-10-13 14:33:42
2021-10-13 11:03:42-04:00,23.982,19.450000000000003,33717.7,[32580.14579475],27.982,2021-10-13 15:03:42
2021-10-13 11:33:42-04:00,23.897,19.47222222222222,33626.0,[32580.14579475],27.897,2021-10-13 15:33:42
2021-10-13 12:03:42-04:00,23.974,19.7,33889.8,[32575.03315914],27.974,2021-10-13 16:03:42
2021-10-13 12:33:42-04:00,24.042,20.100000000000005,34269.0,[32575.03315914],28.042,2021-10-13 16:33:42
2021-10-13 13:03:42-04:00,23.991,20.07777777777778,34187.3,[32569.92052358],27.991,2021-10-13 17:03:42
2021-10-13 13:33:42-04:00,24.06,20.38888888888889,34503.3,[32569.92052358],28.06,2021-10-13 17:33:42
2021-10-13 14:03:42-04:00,24.243,20.438888888888894,34778.0,[32564.80788797],28.243,2021-10-13 18:03:42
2021-10-13 14:33:42-04:00,24.291,20.58888888888889,34951.0,[32564.80788797],28.291,2021-10-13 18:33:42
2021-10-13 15:03:42-04:00,24.337,20.6,35019.3,[32559.69525236],28.337,2021-10-13 19:03:42
2021-10-13 15:33:42-04:00,24.441,20.65,35191.4,[32559.69525236],28.441,2021-10-13 19:33:42
2021-10-13 16:03:42-04:00,24.589,20.672222222222217,35400.0,[32554.58261681],28.589,2021-10-13 20:03:42
2021-10-13 16:33:42-04:00,24.662,20.727777777777774,35536.9,[32554.58261681],28.662,2021-10-13 20:33:42
2021-10-13 17:03:42-04:00,24.68,20.738888888888887,35568.7,[32549.46998125],28.68,2021-10-13 21:03:42
2021-10-13 17:33:42-04:00,24.626,20.738888888888887,35498.2,[32549.46998125],28.626,2021-10-13 21:33:42
2021-10-13 18:03:42-04:00,24.544,20.688888888888886,35354.6,[32544.35734564],28.544,2021-10-13 22:03:42
2021-10-13 18:33:42-04:00,24.559,20.58888888888889,35298.8,[32544.35734564],28.559,2021-10-13 22:33:42
2021-10-13 19:03:42-04:00,24.463,20.372222222222224,35012.5,[32539.24471003],28.463,2021-10-13 23:03:42
2021-10-13 19:33:42-04:00,24.498,20.361111111111114,35050.2,[32539.24471003],28.498,2021-10-13 23:33:42
2021-10-13 20:03:42-04:00,24.401,20.2,34805.0,[32534.13207448],28.401,2021-10-14 00:03:42
2021-10-13 20:33:42-04:00,24.364,20.100000000000005,34683.7,[32534.13207448],28.364,2021-10-14 00:33:42
2021-10-13 21:03:42-04:00,24.406,20.15,34774.6,[32529.01943886],28.406,2021-10-14 01:03:42
2021-10-13 21:33:42-04:00,24.505,20.288888888888888,35005.7,[32529.01943886],28.505,2021-10-14 01:33:42
2021-10-13 22:03:42-04:00,24.488,20.27777777777778,34974.9,[32523.90680331],28.488,2021-10-14 02:03:42
2021-10-13 22:33:42-04:00,24.43,20.2,34842.2,[32523.90680331],28.43,2021-10-14 02:33:42
2021-10-13 23:03:42-04:00,24.218,19.98888888888889,34413.8,[32518.7941677],28.218,2021-10-14 03:03:42
2021-10-13 23:33:42-04:00,24.223,20.038888888888884,34456.8,[32518.7941677],28.223,2021-10-14 03:33:42
2021-10-14 00:03:42-04:00,24.224,20.172222222222224,34556.6,[32513.68153208],28.224,2021-10-14 04:03:42
2021-10-14 00:33:42-04:00,24.259,20.21111111111111,34630.0,[32513.68153208],28.259,2021-10-14 04:33:42
2021-10-14 01:03:42-04:00,24.23,20.13888888888889,34539.9,[32508.56889653],28.23,2021-10-14 05:03:42
2021-10-14 01:33:42-04:00,24.116,20.15,34400.6,[32508.56889653],28.116,2021-10-14 05:33:42
2021-10-14 02:03:42-04:00,24.234,20.172222222222224,34569.9,[32503.45626098],28.234,2021-10-14 06:03:42
2021-10-14 02:33:42-04:00,24.15,20.13888888888889,34437.0,[32503.45626098],28.15,2021-10-14 06:33:42
2021-10-14 03:03:42-04:00,24.405,20.38888888888889,34951.0,[32498.34362537],28.405,2021-10-14 07:03:42
2021-10-14 03:33:42-04:00,24.574,20.511111111111116,35260.6,[32498.34362537],28.574,2021-10-14 07:33:42
2021-10-14 04:03:42-04:00,24.628,20.538888888888888,35351.1,[32493.23098975],28.628,2021-10-14 08:03:42
2021-10-14 04:33:42-04:00,24.76,20.57777777777778,35551.0,[32493.23098975],28.76,2021-10-14 08:33:42
2021-10-14 05:03:42-04:00,24.726,20.58888888888889,35515.8,[32488.1183542],28.726,2021-10-14 09:03:42
2021-10-14 05:33:42-04:00,24.795,20.611111111111107,35621.7,[32488.1183542],28.795,2021-10-14 09:33:42
2021-10-14 06:03:42-04:00,24.77,20.58888888888889,35572.2,[32483.00571859],28.77,2021-10-14 10:03:42
2021-10-14 06:33:42-04:00,24.916,20.45,35657.2,[32483.00571859],28.916,2021-10-14 10:33:42
2021-10-14 07:33:42-04:00,24.757,20.22777777777777,35284.9,[32477.89308304],28.757,2021-10-14 11:33:42
2021-10-14 08:03:42-04:00,24.587,19.81111111111111,34754.3,[32472.78044742],28.587,2021-10-14 12:03:42
2021-10-14 08:33:42-04:00,24.614,19.822222222222223,34798.2,[32472.78044742],28.614,2021-10-14 12:33:42
2021-10-14 09:03:42-04:00,24.509,19.77777777777777,34630.0,[32467.66781181],28.509,2021-10-14 13:03:42
2021-10-14 09:33:42-04:00,24.376,19.772222222222226,34456.8,[32467.66781181],28.376,2021-10-14 13:33:42
2021-10-14 10:03:42-04:00,24.33,19.86111111111111,34463.5,[32462.55517626],28.33,2021-10-14 14:03:42
2021-10-14 10:33:42-04:00,24.287,19.78888888888889,34354.4,[32462.55517626],28.287,2021-10-14 14:33:42
2021-10-14 11:03:42-04:00,24.157,19.87222222222222,34249.3,[32457.44254071],28.157,2021-10-14 15:03:42
2021-10-14 11:33:42-04:00,24.038,19.88888888888889,34109.2,[32457.44254071],28.038,2021-10-14 15:33:42
2021-10-14 12:03:42-04:00,23.771,20.22777777777777,34012.0,[32452.32990503],27.771,2021-10-14 16:03:42
2021-10-14 12:33:42-04:00,23.92,20.172222222222224,34164.4,[32452.32990503],27.92,2021-10-14 16:33:42
2021-10-14 13:03:42-04:00,24.069,20.37777777777778,34506.6,[32447.21726948],28.069,2021-10-14 17:03:42
2021-10-14 13:33:42-04:00,24.039,20.672222222222217,34683.7,[32447.21726948],28.039,2021-10-14 17:33:42
2021-10-14 14:03:42-04:00,24.037,20.872222222222216,34828.7,[32442.10463393],28.037,2021-10-14 18:03:42
2021-10-14 14:33:42-04:00,24.365,21.17222222222222,35480.6,[32442.10463393],28.365,2021-10-14 18:33:42
2021-10-14 15:03:42-04:00,24.132,21.17222222222222,35174.1,[32436.99199831],28.132,2021-10-14 19:03:42
2021-10-14 15:33:42-04:00,24.231,21.272222222222226,35379.0,[32436.99199831],28.231,2021-10-14 19:33:42
2021-10-14 16:03:42-04:00,24.103,21.32222222222222,35246.8,[32431.87936276],28.103,2021-10-14 20:03:42
2021-10-14 16:33:42-04:00,24.0,21.222222222222225,35036.5,[32431.87936276],28.0,2021-10-14 20:33:42
2021-10-14 17:03:42-04:00,23.95,21.17222222222222,34934.0,[32426.76672715],27.95,2021-10-14 21:03:42
2021-10-14 17:33:42-04:00,23.779,21.13888888888889,34683.7,[32426.76672715],27.779,2021-10-14 21:33:42
2021-10-14 18:03:42-04:00,23.793,21.17222222222222,34727.4,[32421.65409154],27.793,2021-10-14 22:03:42
2021-10-14 18:33:42-04:00,23.914,21.13888888888889,34862.6,[32421.65409154],27.914,2021-10-14 22:33:42
2021-10-14 19:03:42-04:00,24.058,21.1,35022.8,[32416.54145598],28.058,2021-10-14 23:03:42
2021-10-14 19:33:42-04:00,24.111,21.06111111111111,35063.9,[32416.54145598],28.111,2021-10-14 23:33:42
2021-10-14 20:03:42-04:00,24.034,21.077777777777776,34974.9,[32411.42882043],28.034,2021-10-15 00:03:42
2021-10-14 20:33:42-04:00,24.093,21.11111111111111,35077.6,[32411.42882043],28.093,2021-10-15 00:33:42
2021-10-14 21:03:42-04:00,24.084,21.1,35057.0,[32406.31618476],28.084,2021-10-15 01:03:42
2021-10-14 21:33:42-04:00,24.139,21.1,35129.2,[32406.31618476],28.139,2021-10-15 01:33:42
2021-10-14 22:03:42-04:00,24.16,21.1,35156.8,[32401.20354921],28.16,2021-10-15 02:03:42
2021-10-14 22:33:42-04:00,24.12,21.1,35105.1,[32401.20354921],28.12,2021-10-15 02:33:42
2021-10-14 23:03:42-04:00,24.025,21.02777777777777,34927.2,[32396.09091365],28.025,2021-10-15 03:03:42
2021-10-14 23:33:42-04:00,23.993,20.98888888888889,34855.8,[32396.09091365],27.993,2021-10-15 03:33:42
2021-10-15 00:03:42-04:00,23.845,20.97222222222222,34650.1,[32390.97827804],27.845,2021-10-15 04:03:42
2021-10-15 00:33:42-04:00,23.911,20.877777777777776,34666.9,[32390.97827804],27.911,2021-10-15 04:33:42
2021-10-15 01:03:42-04:00,23.855,20.822222222222223,34553.2,[32385.86564249],27.855,2021-10-15 05:03:42
2021-10-15 01:33:42-04:00,23.922,20.83888888888889,34653.5,[32385.86564249],27.922,2021-10-15 05:33:42
2021-10-15 02:03:42-04:00,23.842,20.877777777777776,34576.6,[32380.75300688],27.842,2021-10-15 06:03:42
2021-10-15 02:33:42-04:00,23.881,20.872222222222216,34623.3,[32380.75300688],27.881,2021-10-15 06:33:42
2021-10-15 03:03:42-04:00,23.985,20.85,34744.2,[32375.64037126],27.985,2021-10-15 07:03:42
2021-10-15 03:33:42-04:00,24.126,20.9,34964.7,[32375.64037126],28.126,2021-10-15 07:33:42
2021-10-15 04:03:42-04:00,24.019,20.8,34751.0,[32370.52773571],28.019,2021-10-15 08:03:42
2021-10-15 04:33:42-04:00,23.995,20.772222222222226,34700.5,[32370.52773571],27.995,2021-10-15 08:33:42
2021-10-15 05:03:42-04:00,24.078,20.772222222222226,34808.4,[32365.41510016],28.078,2021-10-15 09:03:42
2021-10-15 05:33:42-04:00,24.253,20.822222222222223,35074.2,[32365.41510016],28.253,2021-10-15 09:33:42
2021-10-15 06:03:42-04:00,24.357,20.811111111111103,35201.7,[32360.30246449],28.357,2021-10-15 10:03:42
2021-10-15 06:33:42-04:00,24.356,20.761111111111116,35163.7,[32360.30246449],28.356,2021-10-15 10:33:42
2021-10-15 07:03:42-04:00,24.416,20.72222222222222,35212.1,[32355.18982893],28.416,2021-10-15 11:03:42
2021-10-15 07:33:42-04:00,24.223,20.58888888888889,34862.6,[32355.18982893],28.223,2021-10-15 11:33:42
2021-10-15 08:03:42-04:00,24.108,20.500000000000004,34646.8,[32350.07719338],28.108,2021-10-15 12:03:42
2021-10-15 08:33:42-04:00,23.887,19.972222222222225,33976.6,[32350.07719338],27.887,2021-10-15 12:33:42
2021-10-15 09:03:42-04:00,23.739,19.61111111111111,33525.4,[32344.96455777],27.739,2021-10-15 13:03:42
2021-10-15 09:33:42-04:00,24.153,20.21111111111111,34493.3,[32344.96455777],28.153,2021-10-15 13:33:42
2021-10-15 10:03:42-04:00,24.035,20.18888888888889,34324.8,[32339.85192215],28.035,2021-10-15 14:03:42
2021-10-15 10:33:42-04:00,24.001,20.172222222222224,34269.0,[32339.85192215],28.001,2021-10-15 14:33:42
2021-10-15 11:03:42-04:00,23.95,20.222222222222225,34239.5,[32334.7392866],27.95,2021-10-15 15:03:42
2021-10-15 11:33:42-04:00,24.027,20.288888888888888,34387.4,[32334.7392866],28.027,2021-10-15 15:33:42
2021-10-15 12:03:42-04:00,24.074,20.427777777777774,34549.9,[32329.62665099],28.074,2021-10-15 16:03:42
2021-10-15 12:33:42-04:00,23.804,20.27222222222222,34086.4,[32329.62665099],27.804,2021-10-15 16:33:42
2021-10-15 13:03:42-04:00,23.911,20.45,34354.4,[32324.51401544],27.911,2021-10-15 17:03:42
2021-10-15 13:33:42-04:00,24.048,20.55,34606.6,[32324.51401544],28.048,2021-10-15 17:33:42
2021-10-15 14:03:42-04:00,24.002,20.88888888888889,34794.9,[32319.40137988],28.002,2021-10-15 18:03:42
2021-10-15 14:33:42-04:00,24.111,20.777777777777786,34855.8,[32319.40137988],28.111,2021-10-15 18:33:42
2021-10-15 15:03:42-04:00,24.097,20.97777777777778,34985.1,[32314.28874421],28.097,2021-10-15 19:03:42
2021-10-15 15:33:42-04:00,24.043,21.06111111111111,34974.9,[32314.28874421],28.043,2021-10-15 19:33:42
2021-10-15 16:03:42-04:00,24.118,21.072222222222223,35081.1,[32309.17610866],28.118,2021-10-15 20:03:42
2021-10-15 16:33:42-04:00,24.107,21.072222222222223,35067.3,[32309.17610866],28.107,2021-10-15 20:33:42
2021-10-15 17:03:42-04:00,24.245,21.06111111111111,35239.8,[32304.06347311],28.245,2021-10-15 21:03:42
2021-10-15 17:33:42-04:00,24.373,21.05,35400.0,[32304.06347311],28.373,2021-10-15 21:33:42
2021-10-15 20:03:42-04:00,24.534,20.92222222222222,35515.8,[32288.72556633],28.534,2021-10-16 00:03:42
2021-10-15 20:33:42-04:00,24.551,20.85,35484.1,[32288.72556633],28.551,2021-10-16 00:33:42
2021-10-15 21:03:42-04:00,24.575,20.822222222222223,35494.7,[32283.61293072],28.575,2021-10-16 01:03:42
2021-10-15 21:33:42-04:00,24.555,20.72222222222222,35393.0,[32283.61293072],28.555,2021-10-16 01:33:42
2021-10-15 22:03:42-04:00,24.513,20.538888888888888,35201.7,[32278.50029516],28.513,2021-10-16 02:03:42
2021-10-15 22:33:42-04:00,24.438,20.46111111111111,35046.8,[32278.50029516],28.438,2021-10-16 02:33:42
2021-10-15 23:03:42-04:00,24.492,20.538888888888888,35174.1,[32273.38765955],28.492,2021-10-16 03:03:42
2021-10-15 23:33:42-04:00,24.419,20.522222222222226,35067.3,[32273.38765955],28.419,2021-10-16 03:33:42
2021-10-16 00:03:42-04:00,24.383,20.427777777777774,34951.0,[32268.27502394],28.383,2021-10-16 04:03:42
2021-10-16 00:33:42-04:00,24.389,20.4,34937.4,[32268.27502394],28.389,2021-10-16 04:33:42
2021-10-16 01:03:42-04:00,24.186,20.23888888888889,34556.6,[32263.16238838],28.186,2021-10-16 05:03:42
2021-10-16 01:33:42-04:00,24.255,20.372222222222224,34744.2,[32263.16238838],28.255,2021-10-16 05:33:42
2021-10-16 02:03:42-04:00,24.175,20.4,34660.2,[32258.04975283],28.175,2021-10-16 06:03:42
2021-10-16 02:33:42-04:00,24.141,20.37777777777778,34599.9,[32258.04975283],28.141,2021-10-16 06:33:42
2021-10-16 03:03:42-04:00,24.072,20.372222222222224,34506.6,[32252.93711722],28.072,2021-10-16 07:03:42
2021-10-16 03:33:42-04:00,24.082,20.37777777777778,34523.3,[32252.93711722],28.082,2021-10-16 07:33:42
2021-10-16 04:03:42-04:00,24.144,20.422222222222224,34636.7,[32247.82448161],28.144,2021-10-16 08:03:42
2021-10-16 04:33:42-04:00,24.29,20.522222222222226,34899.9,[32247.82448161],28.29,2021-10-16 08:33:42
2021-10-16 05:03:42-04:00,24.426,20.638888888888893,35163.7,[32242.71184605],28.426,2021-10-16 09:03:42
2021-10-16 05:33:42-04:00,24.484,20.700000000000003,35284.9,[32242.71184605],28.484,2021-10-16 09:33:42
2021-10-16 06:03:42-04:00,24.535,20.700000000000003,35351.1,[32237.59921044],28.535,2021-10-16 10:03:42
2021-10-17 03:33:42-04:00,24.554,20.52777777777778,35246.8,[32130.23386312],28.554,2021-10-17 07:33:42
2021-10-17 04:03:42-04:00,24.495,20.472222222222214,35129.2,[32125.12122756],28.495,2021-10-17 08:03:42
2021-10-17 04:33:42-04:00,24.514,20.52777777777778,35194.8,[32125.12122756],28.514,2021-10-17 08:33:42
2021-10-17 05:03:42-04:00,24.195,20.35,34650.1,[32120.00859201],28.195,2021-10-17 09:03:42
2021-10-17 05:33:42-04:00,24.179,20.27777777777778,34576.6,[32120.00859201],28.179,2021-10-17 09:33:42
2021-10-17 06:03:42-04:00,24.274,20.38888888888889,34781.3,[32114.89595634],28.274,2021-10-17 10:03:42
2021-10-17 06:33:42-04:00,24.226,20.35,34690.4,[32114.89595634],28.226,2021-10-17 10:33:42
2021-10-17 07:33:42-04:00,24.208,20.01111111111111,34417.1,[32109.78332078],28.208,2021-10-17 11:33:42
2021-10-17 08:03:42-04:00,24.377,20.2,34774.6,[32104.67068523],28.377,2021-10-17 12:03:42
2021-10-17 08:33:42-04:00,24.478,20.32222222222222,34995.4,[32104.67068523],28.478,2021-10-17 12:33:42
2021-10-17 09:03:42-04:00,24.567,20.422222222222224,35184.4,[32099.55804962],28.567,2021-10-17 13:03:42
2021-10-17 11:33:42-04:00,24.571,20.488888888888887,35239.8,[32089.33277845],28.571,2021-10-17 15:33:42
2021-10-17 12:03:42-04:00,24.439,20.58888888888889,35143.0,[32084.22014284],28.439,2021-10-17 16:03:42
2021-10-17 12:33:42-04:00,24.292,20.638888888888893,34988.6,[32084.22014284],28.292,2021-10-17 16:33:42
2021-10-17 13:03:42-04:00,24.129,20.622222222222224,34764.5,[32079.10750729],28.129,2021-10-17 17:03:42
2021-10-17 13:33:42-04:00,24.071,20.688888888888886,34737.5,[32079.10750729],28.071,2021-10-17 17:33:42
2021-10-17 14:03:42-04:00,23.772,20.761111111111116,34400.6,[32073.99487174],27.772,2021-10-17 18:03:42
2021-10-17 14:33:42-04:00,23.558,20.777777777777786,34131.9,[32073.99487174],27.558,2021-10-17 18:33:42
2021-10-17 15:03:42-04:00,23.391,20.75,33893.0,[32068.88223606],27.391,2021-10-17 19:03:42
2021-10-17 15:33:42-04:00,23.296,20.727777777777774,33752.6,[32068.88223606],27.296,2021-10-17 19:33:42
2021-10-17 16:03:42-04:00,23.289,20.611111111111107,33660.7,[32063.76960051],27.289,2021-10-17 20:03:42
2021-10-17 16:33:42-04:00,23.315,20.488888888888887,33607.1,[32063.76960051],27.315,2021-10-17 20:33:42
2021-10-17 17:03:42-04:00,23.221,20.23888888888889,33307.4,[32058.65696496],27.221,2021-10-17 21:03:42
2021-10-17 17:33:42-04:00,23.332,20.21111111111111,33431.6,[32058.65696496],27.332,2021-10-17 21:33:42
2021-10-17 18:03:42-04:00,23.718,20.538888888888888,34167.7,[32053.54432935],27.718,2021-10-17 22:03:42
2021-10-17 18:33:42-04:00,24.045,20.872222222222216,34838.8,[32053.54432935],28.045,2021-10-17 22:33:42
2021-10-17 19:03:42-04:00,24.013,20.827777777777776,34764.5,[32048.43169373],28.013,2021-10-17 23:03:42
2021-10-17 19:33:42-04:00,24.168,20.777777777777786,34930.6,[32048.43169373],28.168,2021-10-17 23:33:42
2021-10-17 20:03:42-04:00,24.09,20.45,34586.6,[32043.31905818],28.09,2021-10-18 00:03:42
2021-10-17 21:03:42-04:00,24.36,20.52777777777778,34995.4,[32038.20642257],28.36,2021-10-18 01:03:42
2021-10-17 21:33:42-04:00,24.21,20.06111111111111,34456.8,[32038.20642257],28.21,2021-10-18 01:33:42
2021-10-17 22:03:42-04:00,24.127,19.822222222222223,34174.2,[32033.09378701],28.127,2021-10-18 02:03:42
2021-10-17 22:33:42-04:00,24.261,19.81111111111111,34338.0,[32033.09378701],28.261,2021-10-18 02:33:42
2021-10-17 23:03:42-04:00,24.535,20.100000000000005,34903.3,[32027.98115146],28.535,2021-10-18 03:03:42
2021-10-17 23:33:42-04:00,24.416,19.72222222222222,34470.1,[32027.98115146],28.416,2021-10-18 03:33:42
2021-10-18 00:03:42-04:00,24.159,19.15,33724.0,[32022.86851579],28.159,2021-10-18 04:03:42
2021-10-18 00:33:42-04:00,23.892,18.47777777777778,32901.3,[32022.86851579],27.892,2021-10-18 04:33:42
2021-10-18 01:03:42-04:00,23.738,18.56111111111111,32769.2,[32017.75588024],27.738,2021-10-18 05:03:42
2021-10-18 01:33:42-04:00,23.44,18.172222222222217,32121.9,[32017.75588024],27.44,2021-10-18 05:33:42
2021-10-18 02:03:42-04:00,23.301,17.82222222222222,31703.2,[32012.64324468],27.301,2021-10-18 06:03:42
