Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr
4.2917	19.62	35.00	0.0000	8.42	2021-01-04	06:59:59
4.3333	19.84	35.00	0.0000	8.43	2021-01-04	07:59:59
4.3750	19.96	35.00	0.0000	8.43	2021-01-04	08:59:59
4.4167	20.08	35.00	0.0000	8.44	2021-01-04	09:59:59
4.4583	20.16	35.00	0.0000	8.44	2021-01-04	10:59:59
4.5000	20.23	35.00	0.0000	8.45	2021-01-04	11:59:59
4.5417	20.28	35.00	0.0000	8.45	2021-01-04	12:59:59
4.5833	20.33	35.00	0.0000	8.45	2021-01-04	13:59:59
4.6250	20.40	35.00	0.0000	8.45	2021-01-04	14:59:59
4.6667	20.52	35.00	0.0000	8.46	2021-01-04	15:59:59
4.7083	20.72	35.00	0.0000	8.46	2021-01-04	16:59:59
4.7500	20.89	35.00	0.0000	8.47	2021-01-04	17:59:59
4.7917	21.63	35.00	7.3173	8.47	2021-01-04	18:59:59
4.8333	22.11	35.00	0.0000	8.51	2021-01-04	19:59:59
4.8750	22.08	35.00	0.0000	8.51	2021-01-04	20:59:59
4.9167	21.98	35.00	7.4147	8.51	2021-01-04	21:59:59
4.9583	21.81	35.00	-5.6001	8.51	2021-01-04	22:59:59
5.0000	21.66	35.00	5.6067	8.51	2021-01-04	23:59:59
5.0417	21.53	35.00	0.0000	8.50	2021-01-05	00:59:59
5.0833	21.41	35.00	0.0000	8.50	2021-01-05	01:59:59
5.1250	20.18	35.00	0.0000	8.49	2021-01-05	02:59:59
5.1667	19.50	35.00	-11.2109	8.46	2021-01-05	03:59:59
5.2083	19.38	35.00	6.7588	8.43	2021-01-05	04:59:59
5.2500	19.65	35.00	0.0000	8.42	2021-01-05	05:59:59
5.2917	19.91	35.00	0.0000	8.42	2021-01-05	06:59:59
5.3333	20.11	35.00	8.2656	8.43	2021-01-05	07:59:59
5.3750	20.23	35.00	0.0000	8.43	2021-01-05	08:59:59
5.4167	20.33	35.00	6.6815	8.43	2021-01-05	09:59:59
5.4583	20.40	35.00	6.9146	8.44	2021-01-05	10:59:59
5.5000	20.43	35.00	7.2465	8.44	2021-01-05	11:59:59
