Date/Time,Temperature,Specific Cond,Conductivity,Resistivity,Salinity,TDS,Density,Pressure-Abs,Depth,pH,pH.1,Turbidity,Chlorophyll,Chlorophyll.1,DO,DO.1,Battery,Datetime_UTC,TA (Approximated)
8/1/2019 0:01,23.719,43.1176,42.0625,0.024,27.769,28.0264,1.018,20.49,4.2457,7.546,-53.04,3.491,6.55,1.66,86.78,6.263,11.88,2019-08-01 05:01:00,1925.1874
8/1/2019 0:16,23.557,43.1373,41.9482,0.024,27.786,28.0392,1.018,20.391,4.177,7.628,-57.98,3.491,6.01,1.52,88.0,6.368,11.95,2019-08-01 05:16:00,1926.1156
8/1/2019 0:31,23.587,43.1278,41.9639,0.024,27.778,28.0331,1.018,20.231,4.0671,7.678,-60.97,4.529,6.82,1.73,95.26,6.891,11.95,2019-08-01 05:31:00,1925.6788
8/1/2019 0:46,23.729,43.1231,42.0762,0.024,27.772,28.03,1.018,20.04,3.9347,7.705,-62.62,3.308,7.4,1.87,98.48,7.105,11.95,2019-08-01 05:46:00,1925.3512
8/1/2019 1:01,23.716,43.1529,42.0947,0.024,27.794,28.0494,1.018,19.832,3.7906,7.707,-62.68,3.369,6.91,1.75,98.33,7.095,11.95,2019-08-01 06:01:00,1926.5524
8/1/2019 1:16,23.804,43.0948,42.1104,0.024,27.751,28.0116,1.018,19.618,3.643,7.624,-57.74,2.515,6.69,1.69,85.99,6.197,11.88,2019-08-01 06:16:00,1924.2046
8/1/2019 1:31,24.107,43.0099,42.2764,0.024,27.684,27.9564,1.018,19.386,3.483,7.606,-56.76,2.881,6.47,1.64,91.72,6.577,11.95,2019-08-01 06:31:00,1920.5464000000002
8/1/2019 1:46,24.062,43.0733,42.3018,0.024,27.731,27.9976,1.018,19.146,3.3167,7.582,-55.24,3.125,6.09,1.54,82.81,5.942,11.88,2019-08-01 06:46:00,1923.1126000000002
8/1/2019 2:01,24.042,43.0583,42.2705,0.024,27.72,27.9879,1.018,18.878,3.1315,7.49,-49.74,3.491,6.01,1.52,52.03,3.735,11.88,2019-08-01 07:01:00,1922.512
8/1/2019 2:16,24.291,43.0111,42.4287,0.024,27.682,27.9572,1.018,18.63,2.9601,7.588,-55.66,2.271,6.99,1.77,77.77,5.559,11.88,2019-08-01 07:16:00,1920.4372
8/1/2019 2:31,24.636,42.9508,42.6523,0.023,27.632,27.918,1.018,18.392,2.7957,7.584,-55.42,10.51,7.79,1.97,79.86,5.676,11.95,2019-08-01 07:31:00,1917.7072
8/1/2019 2:46,24.962,42.8865,42.8555,0.023,27.579,27.8762,1.018,18.15,2.629,7.582,-55.36,3.125,7.06,1.79,81.84,5.785,11.95,2019-08-01 07:46:00,1914.8134
8/1/2019 3:01,25.062,42.8975,42.9482,0.023,27.585,27.8834,1.018,17.91,2.463,7.572,-54.81,6.238,7.2,1.82,80.9,5.709,11.95,2019-08-01 08:01:00,1915.141
8/1/2019 3:16,25.28,42.7762,43.0049,0.023,27.494,27.8046,1.018,17.67,2.2975,7.54,-52.92,3.369,7.77,1.97,77.21,5.431,11.95,2019-08-01 08:16:00,1910.1724
8/1/2019 3:31,25.444,42.6938,43.0557,0.023,27.431,27.751,1.018,17.431,2.1322,7.497,-50.29,3.43,8.2,2.07,73.1,5.129,11.95,2019-08-01 08:31:00,1906.7326
8/1/2019 3:46,25.548,42.627,43.0732,0.023,27.381,27.7075,1.017,17.193,1.9675,7.447,-47.24,3.369,7.9,2.0,69.04,4.837,11.95,2019-08-01 08:46:00,1904.0026
8/1/2019 4:01,25.637,42.515,43.0322,0.023,27.299,27.6348,1.017,16.963,1.8083,7.376,-43.03,4.895,7.87,1.99,64.29,4.499,11.88,2019-08-01 09:01:00,1899.5254
8/1/2019 4:16,25.694,42.3905,42.9521,0.023,27.209,27.5538,1.017,16.743,1.6561,7.325,-39.92,5.811,9.2,2.33,59.96,4.194,11.95,2019-08-01 09:16:00,1894.6114
8/1/2019 4:31,25.737,42.256,42.8506,0.023,27.112,27.4664,1.017,16.533,1.5106,7.26,-36.01,4.163,9.48,2.4,55.82,3.904,11.88,2019-08-01 09:31:00,1889.3152
8/1/2019 4:46,25.645,42.1959,42.7158,0.023,27.071,27.4273,1.017,16.332,1.3713,7.236,-34.55,5.2,10.86,2.75,53.87,3.775,11.88,2019-08-01 09:46:00,1887.0766
8/1/2019 5:01,25.587,42.0497,42.5215,0.024,26.968,27.3323,1.017,16.134,1.235,7.196,-32.1,4.956,9.77,2.47,50.52,3.546,11.95,2019-08-01 10:01:00,1881.4528
8/1/2019 5:16,25.555,41.9918,42.4365,0.024,26.927,27.2947,1.017,15.937,1.0979,7.138,-28.63,7.031,12.96,3.28,44.93,3.156,11.88,2019-08-01 10:16:00,1879.2142000000001
8/1/2019 5:31,25.528,41.8398,42.2617,0.024,26.819,27.1959,1.017,15.746,0.9663,7.088,-25.63,5.872,12.75,3.23,39.75,2.795,12.03,2019-08-01 10:31:00,1873.3174
8/1/2019 5:46,25.44,41.677,42.0273,0.024,26.705,27.0901,1.017,15.557,0.8354,7.066,-24.29,5.383,15.5,3.93,36.48,2.571,11.95,2019-08-01 10:46:00,1867.0929999999998
8/1/2019 6:01,25.389,41.5033,41.8115,0.024,26.582,26.9772,1.017,15.373,0.7077,7.049,-23.25,5.627,7.43,1.88,33.08,2.335,11.95,2019-08-01 11:01:00,1860.3772000000001
8/1/2019 6:16,25.279,41.2966,41.5166,0.024,26.437,26.8428,1.017,15.208,0.5934,7.035,-22.4,5.078,7.56,1.91,30.72,2.174,11.95,2019-08-01 11:16:00,1852.4602000000002
8/1/2019 6:31,25.065,40.967,41.0176,0.024,26.207,26.6285,1.017,15.062,0.4927,7.032,-22.22,4.834,7.0,1.77,29.27,2.082,11.88,2019-08-01 11:31:00,1839.9022
8/1/2019 6:46,24.807,40.2552,40.1064,0.025,25.707,26.1659,1.016,14.937,0.406,7.036,-22.46,4.834,8.18,2.07,26.23,1.879,11.88,2019-08-01 11:46:00,1812.6022
8/1/2019 7:01,24.342,38.2757,37.7949,0.026,24.317,24.8792,1.015,14.867,0.3581,7.042,-22.83,10.205,13.71,3.47,22.14,1.612,11.95,2019-08-01 12:01:00,1736.7082
8/1/2019 7:16,25.152,39.5417,39.6562,0.025,25.195,25.7021,1.016,15.04,0.4774,6.998,-20.2,18.811,15.99,4.05,30.19,2.156,11.88,2019-08-01 12:16:00,1784.6470000000002
8/1/2019 7:31,25.131,39.6209,39.7197,0.025,25.251,25.7536,1.016,15.231,0.6104,6.987,-19.53,6.787,14.12,3.58,32.77,2.341,11.95,2019-08-01 12:31:00,1787.7046
8/1/2019 7:46,25.011,39.6765,39.6846,0.025,25.293,25.7897,1.016,15.417,0.739,6.986,-19.41,5.505,11.51,2.91,34.23,2.449,11.95,2019-08-01 12:46:00,1789.9978
8/1/2019 8:01,24.959,39.8932,39.8623,0.025,25.447,25.9306,1.016,15.612,0.8741,7.038,-22.52,5.2,13.14,3.33,45.81,3.278,11.95,2019-08-01 13:01:00,1798.4062
8/1/2019 8:16,25.761,40.2381,40.8232,0.024,25.675,26.1547,1.016,15.822,1.0196,7.024,-21.73,6.726,14.44,3.66,45.53,3.209,11.95,2019-08-01 13:16:00,1810.855
8/1/2019 8:31,26.022,40.073,40.8555,0.024,25.552,26.0474,1.016,16.036,1.1685,6.985,-19.35,6.97,15.37,3.89,45.19,3.173,11.95,2019-08-01 13:31:00,1804.1392
8/1/2019 8:46,26.027,40.3358,41.127,0.024,25.739,26.2183,1.016,16.26,1.3232,7.005,-20.57,6.604,13.37,3.39,47.52,3.333,11.88,2019-08-01 13:46:00,1814.3494
8/1/2019 9:01,25.96,40.5398,41.2832,0.024,25.885,26.3509,1.016,16.501,1.49,7.041,-22.77,6.055,13.92,3.53,49.25,3.455,11.95,2019-08-01 14:01:00,1822.3210000000001
8/1/2019 9:16,25.791,40.9134,41.5312,0.024,26.154,26.5937,1.016,16.766,1.6736,7.137,-28.56,5.383,15.54,3.94,60.43,4.246,11.95,2019-08-01 14:16:00,1837.0084
8/1/2019 9:31,26.069,40.9691,41.8057,0.024,26.187,26.6299,1.016,17.057,1.8751,7.131,-28.26,5.078,11.83,2.99,62.13,4.343,11.95,2019-08-01 14:31:00,1838.8102000000001
8/1/2019 9:46,25.919,41.2948,42.0195,0.024,26.422,26.8416,1.017,17.373,2.0933,7.216,-33.33,4.285,10.77,2.73,68.73,4.811,11.95,2019-08-01 14:46:00,1851.6412
8/1/2019 10:01,25.841,41.4263,42.0918,0.024,26.518,26.9271,1.017,17.706,2.3243,7.253,-35.58,4.041,8.74,2.21,70.98,4.972,11.95,2019-08-01 15:01:00,1856.8828
8/1/2019 10:16,25.403,41.581,41.9014,0.024,26.637,27.0276,1.017,18.05,2.562,7.283,-37.41,5.078,9.85,2.49,77.51,5.467,11.95,2019-08-01 15:16:00,1863.3802
8/1/2019 10:31,25.547,41.697,42.1328,0.024,26.717,27.1031,1.017,18.414,2.8138,7.338,-40.71,4.59,9.85,2.49,82.69,5.815,11.95,2019-08-01 15:31:00,1867.7482
8/1/2019 10:46,25.721,41.8869,42.4639,0.024,26.849,27.2265,1.017,18.791,3.0746,7.363,-42.24,5.444,9.94,2.52,83.09,5.822,11.95,2019-08-01 15:46:00,1874.9554
8/1/2019 11:01,25.697,41.9992,42.5586,0.023,26.929,27.2995,1.017,19.152,3.3248,7.389,-43.82,4.407,9.16,2.32,85.91,6.019,11.95,2019-08-01 16:01:00,1879.3234
8/1/2019 11:16,24.61,42.4453,42.1289,0.024,27.271,27.5895,1.018,19.469,3.542,7.446,-47.18,3.796,8.33,2.11,92.82,6.614,11.95,2019-08-01 16:16:00,1897.9966000000002
8/1/2019 11:31,24.09,42.5206,41.7812,0.024,27.334,27.6384,1.018,19.708,3.707,7.509,-50.9,3.857,7.1,1.8,96.21,6.915,11.95,2019-08-01 16:31:00,1901.4364
8/1/2019 11:46,23.924,42.5922,41.7168,0.024,27.389,27.6849,1.018,19.872,3.8196,7.524,-51.82,3.552,6.02,1.52,91.84,6.618,11.88,2019-08-01 16:46:00,1904.4394
8/1/2019 12:01,23.913,42.6412,41.7559,0.024,27.424,27.7168,1.018,19.958,3.879,7.517,-51.33,2.759,5.5,1.39,88.41,6.371,11.88,2019-08-01 17:01:00,1906.3504
8/1/2019 12:16,23.882,42.717,41.8047,0.024,27.479,27.766,1.018,19.976,3.8912,7.507,-50.72,3.491,5.57,1.41,79.3,5.716,11.88,2019-08-01 17:16:00,1909.3534
8/1/2019 12:31,23.863,42.742,41.8135,0.024,27.497,27.7823,1.018,19.935,3.8629,7.565,-54.26,3.796,5.63,1.43,95.2,6.863,11.88,2019-08-01 17:31:00,1910.3362
8/1/2019 12:46,23.868,42.7843,41.8594,0.024,27.527,27.8098,1.018,19.849,3.8033,7.623,-57.74,7.092,5.53,1.4,98.55,7.103,11.95,2019-08-01 17:46:00,1911.9742
8/1/2019 13:01,23.871,42.8429,41.9189,0.024,27.569,27.8479,1.018,19.728,3.7198,7.648,-59.2,3.796,6.64,1.68,99.88,7.197,11.88,2019-08-01 18:01:00,1914.2674
8/1/2019 13:16,23.906,42.8518,41.9561,0.024,27.575,27.8536,1.018,19.563,3.6061,7.665,-60.24,5.627,6.72,1.7,100.09,7.207,11.88,2019-08-01 18:16:00,1914.595
8/1/2019 13:31,24.007,42.8406,42.0283,0.024,27.565,27.8464,1.018,19.363,3.4676,7.64,-58.78,4.59,7.1,1.8,96.3,6.922,11.8,2019-08-01 18:31:00,1914.0490000000002
8/1/2019 13:46,24.373,42.7635,42.251,0.024,27.503,27.7962,1.018,19.148,3.3194,7.564,-54.26,6.909,7.14,1.81,87.82,6.275,11.88,2019-08-01 18:46:00,1910.6638
8/1/2019 14:01,24.784,42.743,42.5664,0.023,27.48,27.783,1.018,18.938,3.1747,7.515,-51.33,5.139,7.22,1.83,88.68,6.292,11.95,2019-08-01 19:01:00,1909.4080000000001
8/1/2019 14:16,24.95,42.7232,42.6826,0.023,27.463,27.7701,1.018,18.734,3.0337,7.506,-50.78,5.75,6.84,1.73,88.65,6.273,11.88,2019-08-01 19:16:00,1908.4798
8/1/2019 14:31,25.237,42.6917,42.8848,0.023,27.434,27.7496,1.018,18.535,2.8961,7.527,-52.06,7.153,6.28,1.59,93.11,6.556,11.88,2019-08-01 19:31:00,1906.8964
8/1/2019 14:46,25.459,42.6764,43.0508,0.023,27.418,27.7397,1.017,18.327,2.7524,7.537,-52.73,10.083,5.83,1.48,98.89,6.937,11.95,2019-08-01 19:46:00,1906.0228
8/1/2019 15:01,25.862,42.5984,43.2998,0.023,27.354,27.6889,1.017,18.113,2.6046,7.556,-53.89,8.374,7.94,2.01,99.82,6.957,11.88,2019-08-01 20:01:00,1902.5284
8/1/2019 15:16,26.08,42.6275,43.5068,0.023,27.369,27.7079,1.017,17.898,2.4557,7.535,-52.67,8.618,8.07,2.04,100.9,7.006,11.88,2019-08-01 20:16:00,1903.3474
8/1/2019 15:31,26.357,42.5273,43.6299,0.023,27.291,27.6427,1.017,17.683,2.3069,7.523,-51.94,6.36,8.94,2.27,101.65,7.028,11.88,2019-08-01 20:31:00,1899.0886
8/1/2019 15:46,26.615,42.4856,43.7959,0.023,27.255,27.6157,1.017,17.467,2.1581,7.485,-49.74,6.604,8.38,2.12,102.04,7.025,11.88,2019-08-01 20:46:00,1897.123
8/1/2019 16:01,26.898,42.3548,43.8906,0.023,27.155,27.5306,1.017,17.252,2.0094,7.47,-48.83,10.449,9.91,2.51,102.7,7.041,11.88,2019-08-01 21:01:00,1891.663
8/1/2019 16:16,27.182,42.2844,44.0469,0.023,27.098,27.4848,1.017,17.037,1.8605,7.458,-48.1,11.365,10.65,2.7,103.96,7.095,11.95,2019-08-01 21:16:00,1888.5508
8/1/2019 16:31,27.38,42.2325,44.1523,0.023,27.056,27.4511,1.017,16.826,1.7144,7.454,-47.85,6.909,12.65,3.2,105.05,7.147,11.95,2019-08-01 21:31:00,1886.2576000000001
8/1/2019 16:46,27.614,42.1231,44.2266,0.023,26.972,27.38,1.016,16.618,1.5705,7.447,-47.49,4.956,14.82,3.75,108.23,7.338,11.88,2019-08-01 21:46:00,1881.6712
8/1/2019 17:01,27.841,41.9915,44.2705,0.023,26.872,27.2945,1.016,16.42,1.4342,7.441,-47.12,5.139,16.12,4.08,111.1,7.509,11.95,2019-08-01 22:01:00,1876.2112
8/1/2019 17:16,28.101,41.8331,44.3105,0.023,26.752,27.1915,1.016,16.228,1.301,7.417,-45.72,6.543,22.55,5.71,112.24,7.558,11.95,2019-08-01 22:16:00,1869.6592
8/1/2019 17:31,28.368,41.6471,44.3262,0.023,26.613,27.0706,1.016,16.038,1.1692,7.371,-42.91,5.933,17.32,4.39,112.22,7.529,11.95,2019-08-01 22:31:00,1862.0698
8/1/2019 17:46,28.521,41.5716,44.3672,0.023,26.555,27.0215,1.016,15.853,1.0412,7.329,-40.34,8.679,18.72,4.74,111.74,7.48,11.95,2019-08-01 22:46:00,1858.903
8/1/2019 18:01,28.574,41.502,44.335,0.023,26.504,26.9763,1.016,15.669,0.9139,7.302,-38.7,6.909,12.63,3.2,111.75,7.477,11.95,2019-08-01 23:01:00,1856.1184
8/1/2019 18:16,28.535,41.3649,44.1582,0.023,26.408,26.8872,1.016,15.491,0.7906,7.276,-37.11,7.947,13.88,3.52,110.5,7.401,11.95,2019-08-01 23:16:00,1850.8768
8/1/2019 18:31,28.472,41.1929,43.9248,0.023,26.287,26.7754,1.016,15.329,0.6783,7.24,-34.91,7.153,15.41,3.9,107.28,7.198,11.95,2019-08-01 23:31:00,1844.2702
8/1/2019 18:46,28.375,40.9316,43.5703,0.023,26.104,26.6055,1.016,15.189,0.5814,7.215,-33.39,6.238,16.31,4.13,105.13,7.073,11.95,2019-08-01 23:46:00,1834.2784
8/1/2019 19:01,28.145,40.4387,42.8682,0.023,25.761,26.2851,1.015,15.098,0.5184,7.18,-31.25,5.75,12.09,3.06,102.85,6.959,11.95,2019-08-02 00:01:00,1815.5506
8/1/2019 19:16,28.122,40.363,42.7695,0.023,25.708,26.2359,1.015,15.204,0.5918,7.146,-29.17,6.909,14.33,3.63,96.26,6.518,11.8,2019-08-02 00:16:00,1812.6568
8/1/2019 19:31,28.302,40.3681,42.9141,0.023,25.707,26.2393,1.015,15.403,0.7295,7.144,-29.05,6.97,16.97,4.3,93.99,6.345,11.95,2019-08-02 00:31:00,1812.6022
8/1/2019 19:46,27.915,40.2153,42.4541,0.024,25.608,26.1399,1.015,15.603,0.8687,7.193,-32.04,7.092,16.41,4.15,96.71,6.574,11.95,2019-08-02 00:46:00,1807.1968000000002
8/1/2019 20:01,27.763,40.7593,42.9102,0.023,25.998,26.4936,1.016,15.812,1.0131,7.292,-38.09,6.238,18.71,4.74,102.25,6.954,11.95,2019-08-02 01:01:00,1828.4908
8/1/2019 20:16,27.755,41.0134,43.1719,0.023,26.178,26.6587,1.016,16.024,1.1604,7.282,-37.48,7.153,26.47,6.71,100.28,6.814,11.95,2019-08-02 01:16:00,1838.3188
8/1/2019 20:31,27.69,40.955,43.0596,0.023,26.138,26.6208,1.016,16.252,1.3182,7.277,-37.17,6.238,25.81,6.54,99.87,6.794,11.95,2019-08-02 01:31:00,1836.1348
8/1/2019 20:46,27.659,41.1139,43.2021,0.023,26.252,26.724,1.016,16.503,1.4918,7.31,-39.12,5.933,20.78,5.26,97.54,6.635,11.95,2019-08-02 01:46:00,1842.3591999999999
8/1/2019 21:01,27.424,41.381,43.2969,0.023,26.448,26.8976,1.016,16.779,1.6827,7.365,-42.48,6.36,26.89,6.81,94.74,6.463,11.95,2019-08-02 02:01:00,1853.0608
8/1/2019 21:16,27.111,41.5034,43.1768,0.023,26.543,26.9772,1.016,17.099,1.904,7.41,-45.23,5.933,23.33,5.91,99.06,6.79,11.95,2019-08-02 02:16:00,1858.2478
8/1/2019 21:31,27.05,41.6754,43.3076,0.023,26.667,27.089,1.016,17.442,2.1418,7.461,-48.28,5.811,20.8,5.27,100.84,6.914,11.88,2019-08-02 02:31:00,1865.0182000000002
8/1/2019 21:46,26.942,41.7986,43.3486,0.023,26.757,27.1691,1.017,17.794,2.3858,7.481,-49.5,5.505,13.42,3.4,102.09,7.009,11.88,2019-08-02 02:46:00,1869.9322000000002
8/1/2019 22:01,26.196,42.0232,42.9834,0.023,26.935,27.3151,1.017,18.148,2.6301,7.572,-54.93,6.665,16.36,4.14,105.74,7.345,11.88,2019-08-02 03:01:00,1879.651
8/1/2019 22:16,26.359,42.1794,43.2744,0.023,27.043,27.4166,1.017,18.524,2.8899,7.592,-56.09,6.299,15.39,3.9,104.02,7.201,11.95,2019-08-02 03:16:00,1885.5478
8/1/2019 22:31,26.159,42.2715,43.207,0.023,27.113,27.4765,1.017,18.916,3.1607,7.581,-55.42,6.238,15.59,3.95,100.48,6.977,11.95,2019-08-02 03:31:00,1889.3698
8/1/2019 22:46,25.973,42.4792,43.2686,0.023,27.266,27.6115,1.017,19.293,3.4215,7.591,-56.03,5.2,14.35,3.63,100.89,7.022,11.95,2019-08-02 03:46:00,1897.7236
8/1/2019 23:01,24.921,43.0513,42.9863,0.023,27.698,27.9834,1.018,19.638,3.6578,7.655,-59.75,3.979,8.42,2.13,103.35,7.307,11.95,2019-08-02 04:01:00,1921.3108
8/1/2019 23:16,24.436,43.1615,42.6963,0.023,27.787,28.055,1.018,19.927,3.8574,7.667,-60.42,3.857,9.59,2.43,102.95,7.336,11.88,2019-08-02 04:16:00,1926.1702
8/1/2019 23:31,24.215,43.2252,42.5771,0.023,27.837,28.0964,1.018,20.164,4.0209,7.696,-62.13,5.994,8.61,2.18,102.97,7.364,11.88,2019-08-02 04:31:00,1928.9002
8/1/2019 23:46,24.432,43.2405,42.7715,0.023,27.844,28.1063,1.018,20.358,4.1552,7.67,-60.61,3.613,7.24,1.83,101.18,7.208,11.95,2019-08-02 04:46:00,1929.2824
8/2/2019 0:01,24.567,43.2722,42.9141,0.023,27.864,28.1269,1.018,20.514,4.2632,7.659,-59.94,3.369,7.38,1.87,100.01,7.108,11.95,2019-08-02 05:01:00,1930.3744000000002
8/2/2019 0:16,24.778,43.3321,43.1484,0.023,27.902,28.1658,1.018,20.627,4.3417,7.646,-59.2,4.712,9.1,2.3,99.69,7.057,11.95,2019-08-02 05:16:00,1932.4492
8/2/2019 0:31,24.735,43.3875,43.168,0.023,27.943,28.2019,1.018,20.686,4.3822,7.624,-57.86,4.651,9.79,2.48,99.02,7.013,11.88,2019-08-02 05:31:00,1934.6878000000002
8/2/2019 0:46,24.692,43.4538,43.1982,0.023,27.991,28.245,1.018,20.681,4.3788,7.557,-53.83,2.209,8.06,2.04,92.08,6.525,11.95,2019-08-02 05:46:00,1937.3086
8/2/2019 1:01,24.526,43.4803,43.0869,0.023,28.014,28.2622,1.018,20.61,4.3295,7.565,-54.32,2.759,6.86,1.73,92.71,6.588,11.88,2019-08-02 06:01:00,1938.5644
8/2/2019 1:16,24.517,43.4978,43.0967,0.023,28.026,28.2736,1.018,20.481,4.2401,7.617,-57.43,3.003,9.29,2.35,98.87,7.026,11.88,2019-08-02 06:16:00,1939.2196000000001
8/2/2019 1:31,24.545,43.4718,43.0938,0.023,28.007,28.2567,1.018,20.297,4.1129,7.644,-59.08,8.496,7.88,1.99,100.09,7.11,11.95,2019-08-02 06:31:00,1938.1822000000002
8/2/2019 1:46,24.081,43.4906,42.7275,0.023,28.03,28.2689,1.018,20.087,3.967,7.634,-58.41,5.505,7.07,1.79,98.64,7.063,11.88,2019-08-02 06:46:00,1939.438
8/2/2019 2:01,24.081,43.4737,42.7109,0.023,28.017,28.2579,1.018,19.862,3.8114,7.626,-57.92,2.82,7.32,1.85,95.93,6.869,11.95,2019-08-02 07:01:00,1938.7282
8/2/2019 2:16,24.377,43.3882,42.8721,0.023,27.951,28.2024,1.018,19.622,3.646,7.557,-53.77,4.834,8.12,2.06,95.4,6.799,11.95,2019-08-02 07:16:00,1935.1246
8/2/2019 2:31,24.433,43.4254,42.9551,0.023,27.976,28.2265,1.018,19.385,3.482,7.589,-55.73,3.247,9.11,2.31,95.39,6.79,11.88,2019-08-02 07:31:00,1936.4895999999999
8/2/2019 2:46,24.388,43.4255,42.918,0.023,27.977,28.2266,1.018,19.125,3.3021,7.532,-52.31,5.078,6.2,1.57,78.76,5.611,11.88,2019-08-02 07:46:00,1936.5442
8/2/2019 3:01,24.414,43.4109,42.9248,0.023,27.966,28.2171,1.018,18.86,3.119,7.464,-48.22,2.698,7.24,1.83,81.15,5.779,11.88,2019-08-02 08:01:00,1935.9436
8/2/2019 3:16,24.45,43.4621,43.0059,0.023,28.002,28.2504,1.018,18.598,2.9379,7.513,-51.15,3.674,7.28,1.84,87.93,6.256,11.95,2019-08-02 08:16:00,1937.9092
8/2/2019 3:31,24.503,43.4097,42.998,0.023,27.964,28.2163,1.018,18.342,2.7605,7.517,-51.39,3.247,8.49,2.15,87.75,6.24,11.95,2019-08-02 08:31:00,1935.8344
8/2/2019 3:46,24.724,43.3201,43.0918,0.023,27.895,28.158,1.018,18.09,2.5867,7.492,-49.93,6.055,7.94,2.01,83.54,5.919,11.95,2019-08-02 08:46:00,1932.067
8/2/2019 4:01,24.789,43.2406,43.0664,0.023,27.836,28.1064,1.018,17.842,2.4153,7.456,-47.73,3.674,9.59,2.43,80.24,5.681,11.88,2019-08-02 09:01:00,1928.8455999999999
8/2/2019 4:16,24.919,43.1624,43.0957,0.023,27.778,28.0555,1.018,17.599,2.2474,7.401,-44.43,3.43,10.74,2.72,74.26,5.247,11.88,2019-08-02 09:16:00,1925.6788
8/2/2019 4:31,24.98,43.0678,43.0518,0.023,27.709,27.9941,1.018,17.362,2.0836,7.354,-41.63,4.041,10.89,2.76,69.95,4.94,11.88,2019-08-02 09:31:00,1921.9114
8/2/2019 4:46,25.013,42.9597,42.9707,0.023,27.631,27.9238,1.018,17.127,1.9212,7.303,-38.51,4.346,12.86,3.26,65.39,4.618,11.88,2019-08-02 09:46:00,1917.6526000000001
8/2/2019 5:01,25.001,42.8354,42.8359,0.023,27.542,27.843,1.018,16.901,1.7649,7.264,-36.25,4.285,10.49,2.66,61.18,4.323,11.95,2019-08-02 10:01:00,1912.7932
8/2/2019 5:16,24.985,42.7251,42.7129,0.023,27.463,27.7713,1.018,16.688,1.6176,7.203,-32.53,6.482,14.32,3.63,56.09,3.966,11.88,2019-08-02 10:16:00,1908.4798
8/2/2019 5:31,24.87,42.5698,42.4639,0.024,27.354,27.6704,1.018,16.477,1.4715,7.16,-29.97,5.811,14.05,3.56,52.67,3.734,11.95,2019-08-02 10:31:00,1902.5284
8/2/2019 5:46,24.711,42.4882,42.2539,0.024,27.299,27.6173,1.018,16.276,1.3326,7.135,-28.44,21.68,15.48,3.92,50.1,3.563,11.88,2019-08-02 10:46:00,1899.5254
8/2/2019 6:01,24.557,42.3255,41.9678,0.024,27.186,27.5116,1.018,16.077,1.1946,7.094,-25.94,9.351,19.47,4.93,44.74,3.192,11.88,2019-08-02 11:01:00,1893.3556
8/2/2019 6:16,24.424,42.1988,41.7344,0.024,27.098,27.4292,1.018,15.881,1.0591,7.054,-23.5,9.778,,27.44,41.48,2.968,11.88,2019-08-02 11:16:00,1888.5508
8/2/2019 6:31,24.28,42.137,41.5576,0.024,27.057,27.3891,1.018,15.688,0.9257,7.029,-22.03,8.069,14.18,3.59,39.13,2.808,11.95,2019-08-02 11:31:00,1886.3122
8/2/2019 6:46,24.145,41.9669,41.2812,0.024,26.938,27.2785,1.018,15.5,0.7954,7.021,-21.61,6.604,13.29,3.36,37.73,2.715,11.95,2019-08-02 11:46:00,1879.8147999999999
8/2/2019 7:01,24.022,41.7746,40.9941,0.024,26.803,27.1535,1.017,15.326,0.6747,7.02,-21.48,6.055,9.67,2.45,38.62,2.788,11.88,2019-08-02 12:01:00,1872.4438
8/2/2019 7:16,23.89,41.5388,40.6582,0.025,26.637,27.0002,1.017,15.169,0.5666,7.014,-21.12,6.177,10.35,2.62,38.53,2.79,11.88,2019-08-02 12:16:00,1863.3802
8/2/2019 7:31,23.615,40.8548,39.7744,0.025,26.155,26.5556,1.017,15.03,0.47,7.034,-22.34,6.482,10.32,2.61,45.14,3.294,11.88,2019-08-02 12:31:00,1837.063
8/2/2019 7:46,23.426,39.778,38.582,0.026,25.394,25.8557,1.017,14.918,0.3929,7.065,-24.17,14.6,16.58,4.2,55.44,4.077,11.88,2019-08-02 12:46:00,1795.5123999999998
8/2/2019 8:01,23.362,37.8443,36.6602,0.027,24.03,24.5988,1.016,14.893,0.3762,7.106,-26.61,23.938,17.08,4.33,67.47,5.006,11.88,2019-08-02 13:01:00,1721.038
8/2/2019 8:16,23.901,39.6726,38.8398,0.026,25.311,25.7872,1.016,15.128,0.5386,7.022,-21.61,8.435,10.0,2.53,51.66,3.769,11.88,2019-08-02 13:16:00,1790.9806
8/2/2019 8:31,23.849,39.8628,38.9863,0.026,25.447,25.9108,1.016,15.319,0.6707,7.003,-20.45,7.52,10.69,2.71,52.14,3.805,11.88,2019-08-02 13:31:00,1798.4062
8/2/2019 8:46,24.118,40.0278,39.3535,0.025,25.559,26.0181,1.016,15.526,0.8139,7.017,-21.36,6.177,12.24,3.1,65.28,4.738,11.88,2019-08-02 13:46:00,1804.5214
8/2/2019 9:01,24.42,40.8617,40.4092,0.025,26.145,26.5601,1.017,15.744,0.9646,7.104,-26.55,6.177,12.19,3.09,72.4,5.209,11.88,2019-08-02 14:01:00,1836.517
8/2/2019 9:16,24.958,40.7315,40.6992,0.025,26.042,26.4755,1.017,15.974,1.1242,6.984,-19.35,8.069,11.11,2.81,54.48,3.886,11.88,2019-08-02 14:16:00,1830.8932000000002
