StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_Pct,F_DO_Pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 30,Datetime_Adjusted_UTC+1,TA (Approximated)
wqbmpwq   ,P,4/2/2021 9:45,1,1,,8.7,<0> ,46.87,<0> ,30.2,<0> ,116.6,<0> ,11.2,<0> ,1.24,<0> ,1.18,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.1,<0> ,,4/2/2021 15:45,2057.92
wqbmpwq   ,P,4/2/2021 10:00,1,1,,8.9,<0> ,47.07,<0> ,30.4,<0> ,123.5,<0> ,11.8,<0> ,1.23,<0> ,1.17,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.5,<0> ,,4/2/2021 16:00,2068.84
wqbmpwq   ,P,4/2/2021 10:15,1,1,,9,<0> ,47.19,<0> ,30.5,<0> ,130.6,<0> ,12.4,<0> ,1.23,<0> ,1.17,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.8,<0> ,,4/2/2021 16:15,2074.3
wqbmpwq   ,P,4/2/2021 10:30,1,1,,9.2,<0> ,47.22,<0> ,30.5,<0> ,142.5,<0> ,13.5,<0> ,1.25,<0> ,1.19,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.6,<0> ,,4/2/2021 16:30,2074.3
wqbmpwq   ,P,4/2/2021 10:45,1,1,,9.3,<0> ,47.21,<0> ,30.5,<0> ,144.2,<0> ,13.6,<0> ,1.28,<0> ,1.22,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.5,<0> ,,4/2/2021 16:45,2074.3
wqbmpwq   ,P,4/2/2021 11:00,1,1,,9.4,<0> ,47.2,<0> ,30.5,<0> ,150.1,<0> ,14.1,<0> ,1.31,<0> ,1.25,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.7,<0> ,,4/2/2021 17:00,2074.3
wqbmpwq   ,P,4/2/2021 11:15,1,1,,9.5,<0> ,47.19,<0> ,30.5,<0> ,153.2,<0> ,14.4,<0> ,1.34,<0> ,1.28,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.5,<0> ,,4/2/2021 17:15,2074.3
wqbmpwq   ,P,4/2/2021 11:30,1,1,,9.6,<0> ,47.18,<0> ,30.5,<0> ,159.8,<0> ,15,<0> ,1.36,<0> ,1.3,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,1.9,<0> ,,4/2/2021 17:30,2074.3
wqbmpwq   ,P,4/2/2021 11:45,1,1,,9.1,<0> ,45.84,<0> ,29.5,<0> ,98.1,<0> ,9.4,<0> ,1.4,<0> ,1.35,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.1,<0> ,,4/2/2021 17:45,2019.7
wqbmpwq   ,P,4/2/2021 12:00,1,1,,9.2,<0> ,45.91,<0> ,29.6,<0> ,100.6,<0> ,9.6,<0> ,1.42,<0> ,1.37,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.2,<0> ,,4/2/2021 18:00,2025.16
wqbmpwq   ,P,4/2/2021 12:15,1,1,,9.4,<0> ,46.02,<0> ,29.6,<0> ,103.2,<0> ,9.8,<0> ,1.45,<0> ,1.4,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.1,<0> ,,4/2/2021 18:15,2025.16
wqbmpwq   ,P,4/2/2021 12:30,1,1,,9.6,<0> ,46.19,<0> ,29.8,<0> ,109.8,<0> ,10.4,<0> ,1.48,<0> ,1.43,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.1,<0> ,,4/2/2021 18:30,2036.08
wqbmpwq   ,P,4/2/2021 12:45,1,1,,9.7,<0> ,45.97,<0> ,29.6,<0> ,117.1,<0> ,11,<0> ,1.5,<0> ,1.45,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.4,<0> ,,4/2/2021 18:45,2025.16
wqbmpwq   ,P,4/2/2021 13:00,1,1,,10,<0> ,46.46,<0> ,30,<0> ,148.3,<0> ,13.8,<0> ,1.52,<0> ,1.47,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.4,<0> ,,4/2/2021 19:00,2047
wqbmpwq   ,P,4/2/2021 13:15,1,1,,10.3,<0> ,46.56,<0> ,30.1,<0> ,166,<0> ,15.4,<0> ,1.53,<0> ,1.48,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,1.3,<0> ,,4/2/2021 19:15,2052.46
wqbmpwq   ,P,4/2/2021 13:30,1,1,,10.3,<0> ,46.29,<0> ,29.9,<0> ,158.1,<0> ,14.6,<0> ,1.55,<0> ,1.5,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,1.4,<0> ,,4/2/2021 19:30,2041.54
wqbmpwq   ,P,4/2/2021 13:45,1,1,,10.2,<0> ,45.69,<0> ,29.5,<0> ,142.3,<0> ,13.2,<0> ,1.56,<0> ,1.51,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.8,<0> ,,4/2/2021 19:45,2019.7
wqbmpwq   ,P,4/2/2021 14:00,1,1,,10.4,<0> ,45.4,<0> ,29.3,<0> ,154.2,<0> ,14.3,<0> ,1.59,<0> ,1.53,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.8,<0> ,,4/2/2021 20:00,2008.78
wqbmpwq   ,P,4/2/2021 14:15,1,1,,10.2,<0> ,45.28,<0> ,29.2,<0> ,132.9,<0> ,12.4,<0> ,1.6,<0> ,1.54,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,1.8,<0> ,,4/2/2021 20:15,2003.32
wqbmpwq   ,P,4/2/2021 14:30,1,1,,10.2,<0> ,45.06,<0> ,29,<0> ,123.2,<0> ,11.5,<0> ,1.62,<0> ,1.57,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.7,<0> ,,4/2/2021 20:30,1992.4
wqbmpwq   ,P,4/2/2021 14:45,1,1,,10,<0> ,44.68,<0> ,28.7,<0> ,112,<0> ,10.5,<0> ,1.65,<0> ,1.6,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.8,<0> ,,4/2/2021 20:45,1976.02
wqbmpwq   ,P,4/2/2021 15:00,1,1,,10.1,<0> ,44.86,<0> ,28.9,<0> ,111.4,<0> ,10.4,<0> ,1.68,<0> ,1.63,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.5,<0> ,,4/2/2021 21:00,1986.94
wqbmpwq   ,P,4/2/2021 15:15,1,1,,10.2,<0> ,44.77,<0> ,28.8,<0> ,119,<0> ,11.1,<0> ,1.7,<0> ,1.64,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,1.9,<0> ,,4/2/2021 21:15,1981.48
wqbmpwq   ,P,4/2/2021 15:30,1,1,,10.2,<0> ,44.77,<0> ,28.8,<0> ,116.3,<0> ,10.9,<0> ,1.73,<0> ,1.67,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.2,<0> ,,4/2/2021 21:30,1981.48
wqbmpwq   ,P,4/2/2021 15:45,1,1,,10.1,<0> ,44.74,<0> ,28.8,<0> ,112.4,<0> ,10.5,<0> ,1.75,<0> ,1.69,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.6,<0> ,,4/2/2021 21:45,1981.48
wqbmpwq   ,P,4/2/2021 16:00,1,1,,10.2,<0> ,44.72,<0> ,28.8,<0> ,112.6,<0> ,10.6,<0> ,1.76,<0> ,1.7,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.1,<0> ,,4/2/2021 22:00,1981.48
wqbmpwq   ,P,4/2/2021 16:15,1,1,,10.2,<0> ,44.66,<0> ,28.7,<0> ,112.9,<0> ,10.6,<0> ,1.78,<0> ,1.72,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.4,<0> ,,4/2/2021 22:15,1976.02
wqbmpwq   ,P,4/2/2021 16:30,1,1,,10.4,<0> ,45.41,<0> ,29.3,<0> ,144.3,<0> ,13.4,<0> ,1.78,<0> ,1.72,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.5,<0> ,,4/2/2021 22:30,2008.78
wqbmpwq   ,P,4/2/2021 16:45,1,1,,10.4,<0> ,45.46,<0> ,29.3,<0> ,146.1,<0> ,13.6,<0> ,1.78,<0> ,1.72,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,3.1,<0> ,,4/2/2021 22:45,2008.78
wqbmpwq   ,P,4/2/2021 17:00,1,1,,10.4,<0> ,45.47,<0> ,29.3,<0> ,146.6,<0> ,13.6,<0> ,1.76,<0> ,1.7,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,2.9,<0> ,,4/2/2021 23:00,2008.78
wqbmpwq   ,P,4/2/2021 17:15,1,1,,10.4,<0> ,45.45,<0> ,29.3,<0> ,145.8,<0> ,13.5,<0> ,1.74,<0> ,1.67,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,2.8,<0> ,,4/2/2021 23:15,2008.78
wqbmpwq   ,P,4/2/2021 17:30,1,1,,10.4,<0> ,45.43,<0> ,29.3,<0> ,145.3,<0> ,13.5,<0> ,1.72,<0> ,1.65,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,3.1,<0> ,,4/2/2021 23:30,2008.78
wqbmpwq   ,P,4/2/2021 17:45,1,1,,10.3,<0> ,45.79,<0> ,29.5,<0> ,147.6,<0> ,13.7,<0> ,1.7,<0> ,1.63,<3> ,,<-1> ,,,8.3,<0> ,1,<0> ,4.4,<0> ,,4/2/2021 23:45,2019.7
wqbmpwq   ,P,4/2/2021 18:00,1,1,,10.2,<0> ,45.57,<0> ,29.4,<0> ,136.4,<0> ,12.7,<0> ,1.68,<0> ,1.61,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.8,<0> ,,4/3/2021 0:00,2014.24
wqbmpwq   ,P,4/2/2021 18:15,1,1,,10,<0> ,45.95,<0> ,29.6,<0> ,133.8,<0> ,12.5,<0> ,1.66,<0> ,1.59,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.4,<0> ,,4/3/2021 0:15,2025.16
wqbmpwq   ,P,4/2/2021 18:30,1,1,,10,<0> ,46.09,<0> ,29.7,<0> ,135.8,<0> ,12.7,<0> ,1.64,<0> ,1.57,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.3,<0> ,,4/3/2021 0:30,2030.62
wqbmpwq   ,P,4/2/2021 18:45,1,1,,10,<0> ,46.21,<0> ,29.8,<0> ,134.2,<0> ,12.5,<0> ,1.61,<0> ,1.53,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4,<0> ,,4/3/2021 0:45,2036.08
wqbmpwq   ,P,4/2/2021 19:00,1,1,,10,<0> ,46.25,<0> ,29.8,<0> ,132.7,<0> ,12.4,<0> ,1.59,<0> ,1.51,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4,<0> ,,4/3/2021 1:00,2036.08
wqbmpwq   ,P,4/2/2021 19:15,1,1,,10,<0> ,46.26,<0> ,29.9,<0> ,131.6,<0> ,12.3,<0> ,1.56,<0> ,1.48,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.1,<0> ,,4/3/2021 1:15,2041.54
wqbmpwq   ,P,4/2/2021 19:30,1,1,,10,<0> ,46.29,<0> ,29.9,<0> ,130.7,<0> ,12.2,<0> ,1.54,<0> ,1.45,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.2,<0> ,,4/3/2021 1:30,2041.54
wqbmpwq   ,P,4/2/2021 19:45,1,1,,9.9,<0> ,46.29,<0> ,29.9,<0> ,129.7,<0> ,12.1,<0> ,1.51,<0> ,1.42,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.5,<0> ,,4/3/2021 1:45,2041.54
wqbmpwq   ,P,4/2/2021 20:00,1,1,,9.9,<0> ,46.33,<0> ,29.9,<0> ,128.5,<0> ,12,<0> ,1.49,<0> ,1.4,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.7,<0> ,,4/3/2021 2:00,2041.54
wqbmpwq   ,P,4/2/2021 20:15,1,1,,9.9,<0> ,46.4,<0> ,30,<0> ,132.6,<0> ,12.4,<0> ,1.46,<0> ,1.37,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.1,<0> ,,4/3/2021 2:15,2047
wqbmpwq   ,P,4/2/2021 20:30,1,1,,9.9,<0> ,46.4,<0> ,30,<0> ,130.8,<0> ,12.2,<0> ,1.43,<0> ,1.34,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.2,<0> ,,4/3/2021 2:30,2047
wqbmpwq   ,P,4/2/2021 20:45,1,1,,9.8,<0> ,46.41,<0> ,30,<0> ,129.5,<0> ,12.1,<0> ,1.41,<0> ,1.31,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.8,<0> ,,4/3/2021 2:45,2047
wqbmpwq   ,P,4/2/2021 21:00,1,1,,9.8,<0> ,46.39,<0> ,29.9,<0> ,126.2,<0> ,11.8,<0> ,1.38,<0> ,1.28,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.4,<0> ,,4/3/2021 3:00,2041.54
wqbmpwq   ,P,4/2/2021 21:15,1,1,,9.7,<0> ,46.42,<0> ,30,<0> ,124.2,<0> ,11.7,<0> ,1.35,<0> ,1.25,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.4,<0> ,,4/3/2021 3:15,2047
wqbmpwq   ,P,4/2/2021 21:30,1,1,,9.7,<0> ,46.44,<0> ,30,<0> ,121.9,<0> ,11.4,<0> ,1.33,<0> ,1.23,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.7,<0> ,,4/3/2021 3:30,2047
wqbmpwq   ,P,4/2/2021 21:45,1,1,,9.7,<0> ,46.16,<0> ,29.8,<0> ,118.4,<0> ,11.1,<0> ,1.32,<0> ,1.22,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.7,<0> ,,4/3/2021 3:45,2036.08
wqbmpwq   ,P,4/2/2021 22:00,1,1,,9.6,<0> ,46.42,<0> ,29.9,<0> ,116.2,<0> ,10.9,<0> ,1.31,<0> ,1.21,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.9,<0> ,,4/3/2021 4:00,2041.54
wqbmpwq   ,P,4/2/2021 22:15,1,1,,9.6,<0> ,46.48,<0> ,30,<0> ,113.2,<0> ,10.7,<0> ,1.32,<0> ,1.22,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.1,<0> ,,4/3/2021 4:15,2047
wqbmpwq   ,P,4/2/2021 22:30,1,1,,9.5,<0> ,46.15,<0> ,29.7,<0> ,112.6,<0> ,10.6,<0> ,1.34,<0> ,1.24,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.1,<0> ,,4/3/2021 4:30,2030.62
wqbmpwq   ,P,4/2/2021 22:45,1,1,,9.5,<0> ,46.42,<0> ,29.9,<0> ,109.1,<0> ,10.3,<0> ,1.37,<0> ,1.27,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.9,<0> ,,4/3/2021 4:45,2041.54
wqbmpwq   ,P,4/2/2021 23:00,1,1,,9.5,<0> ,46.42,<0> ,29.9,<0> ,106.9,<0> ,10.1,<0> ,1.4,<0> ,1.3,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.9,<0> ,,4/3/2021 5:00,2041.54
wqbmpwq   ,P,4/2/2021 23:15,1,1,,9.5,<0> ,46.31,<0> ,29.9,<0> ,105.8,<0> ,10,<0> ,1.43,<0> ,1.33,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.7,<0> ,,4/3/2021 5:15,2041.54
wqbmpwq   ,P,4/2/2021 23:30,1,1,,9.4,<0> ,46.21,<0> ,29.8,<0> ,108.1,<0> ,10.2,<0> ,1.46,<0> ,1.36,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.7,<0> ,,4/3/2021 5:30,2036.08
wqbmpwq   ,P,4/2/2021 23:45,1,1,,9.3,<0> ,45.76,<0> ,29.5,<0> ,110.9,<0> ,10.5,<0> ,1.49,<0> ,1.39,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.2,<0> ,,4/3/2021 5:45,2019.7
wqbmpwq   ,P,4/3/2021 0:00,1,1,,9.3,<0> ,45.76,<0> ,29.5,<0> ,113.4,<0> ,10.8,<0> ,1.53,<0> ,1.43,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.9,<0> ,,4/3/2021 6:00,2019.7
wqbmpwq   ,P,4/3/2021 0:15,1,1,,9.3,<0> ,45.81,<0> ,29.5,<0> ,111.3,<0> ,10.6,<0> ,1.56,<0> ,1.46,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.9,<0> ,,4/3/2021 6:15,2019.7
wqbmpwq   ,P,4/3/2021 0:30,1,1,,9.2,<0> ,45.72,<0> ,29.4,<0> ,114,<0> ,10.9,<0> ,1.6,<0> ,1.5,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.5,<0> ,,4/3/2021 6:30,2014.24
wqbmpwq   ,P,4/3/2021 0:45,1,1,,9.1,<0> ,45.72,<0> ,29.4,<0> ,113.8,<0> ,10.9,<0> ,1.62,<0> ,1.52,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.7,<0> ,,4/3/2021 6:45,2014.24
wqbmpwq   ,P,4/3/2021 1:00,1,1,,9.1,<0> ,45.71,<0> ,29.4,<0> ,107.2,<0> ,10.2,<0> ,1.65,<0> ,1.55,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.7,<0> ,,4/3/2021 7:00,2014.24
wqbmpwq   ,P,4/3/2021 1:15,1,1,,9.4,<0> ,46.4,<0> ,29.9,<0> ,100.3,<0> ,9.5,<0> ,1.67,<0> ,1.57,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.4,<0> ,,4/3/2021 7:15,2041.54
wqbmpwq   ,P,4/3/2021 1:30,1,1,,9.4,<0> ,46.4,<0> ,29.9,<0> ,97.4,<0> ,9.2,<0> ,1.69,<0> ,1.59,<3> ,,<-1> ,,,8,<0> ,1,<0> ,5,<0> ,,4/3/2021 7:30,2041.54
wqbmpwq   ,P,4/3/2021 1:45,1,1,,9.4,<0> ,46.45,<0> ,30,<0> ,92.7,<0> ,8.8,<0> ,1.71,<0> ,1.61,<3> ,,<-1> ,,,8,<0> ,1,<0> ,3.9,<0> ,,4/3/2021 7:45,2047
wqbmpwq   ,P,4/3/2021 2:00,1,1,,9.2,<0> ,46.59,<0> ,30,<0> ,86.5,<0> ,8.2,<0> ,1.73,<0> ,1.63,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,3.9,<0> ,,4/3/2021 8:00,2047
wqbmpwq   ,P,4/3/2021 2:15,1,1,,9.1,<0> ,46.58,<0> ,30,<0> ,84.6,<0> ,8,<0> ,1.75,<0> ,1.65,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.3,<0> ,,4/3/2021 8:15,2047
wqbmpwq   ,P,4/3/2021 2:30,1,1,,8.7,<0> ,46.65,<0> ,30,<0> ,87.5,<0> ,8.4,<0> ,1.78,<0> ,1.68,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5,<0> ,,4/3/2021 8:30,2047
wqbmpwq   ,P,4/3/2021 2:45,1,1,,8.5,<0> ,46.75,<0> ,30.1,<0> ,87.8,<0> ,8.5,<0> ,1.8,<0> ,1.7,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5.1,<0> ,,4/3/2021 8:45,2052.46
wqbmpwq   ,P,4/3/2021 3:00,1,1,,8.4,<0> ,46.77,<0> ,30.1,<0> ,88.2,<0> ,8.5,<0> ,1.83,<0> ,1.73,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/3/2021 9:00,2052.46
wqbmpwq   ,P,4/3/2021 3:15,1,1,,8.3,<0> ,46.77,<0> ,30.1,<0> ,89.3,<0> ,8.6,<0> ,1.85,<0> ,1.75,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5,<0> ,,4/3/2021 9:15,2052.46
wqbmpwq   ,P,4/3/2021 3:30,1,1,,8.2,<0> ,46.79,<0> ,30.1,<0> ,91.9,<0> ,8.9,<0> ,1.88,<0> ,1.78,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.6,<0> ,,4/3/2021 9:30,2052.46
wqbmpwq   ,P,4/3/2021 3:45,1,1,,8.2,<0> ,46.77,<0> ,30.1,<0> ,93.8,<0> ,9.1,<0> ,1.9,<0> ,1.8,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.3,<0> ,,4/3/2021 9:45,2052.46
wqbmpwq   ,P,4/3/2021 4:00,1,1,,8.2,<0> ,46.73,<0> ,30.1,<0> ,94.7,<0> ,9.2,<0> ,1.92,<0> ,1.82,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4,<0> ,,4/3/2021 10:00,2052.46
wqbmpwq   ,P,4/3/2021 4:15,1,1,,8.2,<0> ,46.67,<0> ,30,<0> ,95.2,<0> ,9.3,<0> ,1.94,<0> ,1.83,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4,<0> ,,4/3/2021 10:15,2047
wqbmpwq   ,P,4/3/2021 4:30,1,1,,8.2,<0> ,46.63,<0> ,30,<0> ,95.5,<0> ,9.3,<0> ,1.94,<0> ,1.83,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.7,<0> ,,4/3/2021 10:30,2047
wqbmpwq   ,P,4/3/2021 4:45,1,1,,8.1,<0> ,46.6,<0> ,30,<0> ,95.8,<0> ,9.3,<0> ,1.94,<0> ,1.83,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.9,<0> ,,4/3/2021 10:45,2047
wqbmpwq   ,P,4/3/2021 5:00,1,1,,8.1,<0> ,46.57,<0> ,30,<0> ,95.9,<0> ,9.3,<0> ,1.92,<0> ,1.81,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.9,<0> ,,4/3/2021 11:00,2047
wqbmpwq   ,P,4/3/2021 5:15,1,1,,8.1,<0> ,46.55,<0> ,29.9,<0> ,95.9,<0> ,9.3,<0> ,1.9,<0> ,1.79,<3> ,,<-1> ,,,8,<0> ,1,<0> ,4.6,<0> ,,4/3/2021 11:15,2041.54
wqbmpwq   ,P,4/3/2021 5:30,1,1,,8.1,<0> ,46.61,<0> ,30,<0> ,93.4,<0> ,9.1,<0> ,1.88,<0> ,1.77,<3> ,,<-1> ,,,8,<0> ,1,<0> ,5.4,<0> ,,4/3/2021 11:30,2047
wqbmpwq   ,P,4/3/2021 5:45,1,1,,7.9,<0> ,46.91,<0> ,30.2,<0> ,85.2,<0> ,8.3,<0> ,1.86,<0> ,1.74,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5,<0> ,,4/3/2021 11:45,2057.92
wqbmpwq   ,P,4/3/2021 6:00,1,1,,7.8,<0> ,46.66,<0> ,30,<0> ,83.7,<0> ,8.2,<0> ,1.83,<0> ,1.71,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5.1,<0> ,,4/3/2021 12:00,2047
wqbmpwq   ,P,4/3/2021 6:15,1,1,,7.8,<0> ,47.21,<0> ,30.4,<0> ,83.6,<0> ,8.2,<0> ,1.8,<0> ,1.68,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.7,<0> ,,4/3/2021 12:15,2068.84
wqbmpwq   ,P,4/3/2021 6:30,1,1,,7.7,<0> ,47.32,<0> ,30.4,<0> ,83.8,<0> ,8.2,<0> ,1.77,<0> ,1.65,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.3,<0> ,,4/3/2021 12:30,2068.84
wqbmpwq   ,P,4/3/2021 6:45,1,1,,7.7,<0> ,47.39,<0> ,30.5,<0> ,84.3,<0> ,8.2,<0> ,1.74,<0> ,1.62,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,3.8,<0> ,,4/3/2021 12:45,2074.3
wqbmpwq   ,P,4/3/2021 7:00,1,1,,7.7,<0> ,47.43,<0> ,30.5,<0> ,85.1,<0> ,8.3,<0> ,1.71,<0> ,1.59,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,3.4,<0> ,,4/3/2021 13:00,2074.3
wqbmpwq   ,P,4/3/2021 7:15,1,1,,7.7,<0> ,47.48,<0> ,30.6,<0> ,86.9,<0> ,8.5,<0> ,1.67,<0> ,1.55,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,3.2,<0> ,,4/3/2021 13:15,2079.76
wqbmpwq   ,P,4/3/2021 7:30,1,1,,7.7,<0> ,47.52,<0> ,30.6,<0> ,88.7,<0> ,8.7,<0> ,1.63,<0> ,1.51,<3> ,,<-1> ,,,7.9,<0> ,2,<0> ,2.9,<0> ,,4/3/2021 13:30,2079.76
wqbmpwq   ,P,4/3/2021 7:45,1,1,,7.6,<0> ,47.56,<0> ,30.6,<0> ,90.2,<0> ,8.8,<0> ,1.6,<0> ,1.48,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.6,<0> ,,4/3/2021 13:45,2079.76
wqbmpwq   ,P,4/3/2021 8:00,1,1,,7.7,<0> ,47.59,<0> ,30.6,<0> ,92,<0> ,9,<0> ,1.56,<0> ,1.44,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.7,<0> ,,4/3/2021 14:00,2079.76
wqbmpwq   ,P,4/3/2021 8:15,1,1,,7.7,<0> ,47.63,<0> ,30.7,<0> ,93.4,<0> ,9.1,<0> ,1.52,<0> ,1.4,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.1,<0> ,,4/3/2021 14:15,2085.22
wqbmpwq   ,P,4/3/2021 8:30,1,1,,7.7,<0> ,47.64,<0> ,30.7,<0> ,96.2,<0> ,9.4,<0> ,1.48,<0> ,1.36,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.2,<0> ,,4/3/2021 14:30,2085.22
wqbmpwq   ,P,4/3/2021 8:45,1,1,,7.7,<0> ,47.69,<0> ,30.7,<0> ,98.7,<0> ,9.6,<0> ,1.45,<0> ,1.33,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2,<0> ,,4/3/2021 14:45,2085.22
wqbmpwq   ,P,4/3/2021 9:00,1,1,,7.7,<0> ,47.71,<0> ,30.7,<0> ,101.2,<0> ,9.9,<0> ,1.41,<0> ,1.29,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2,<0> ,,4/3/2021 15:00,2085.22
wqbmpwq   ,P,4/3/2021 9:15,1,1,,7.8,<0> ,47.71,<0> ,30.7,<0> ,103.8,<0> ,10.1,<0> ,1.37,<0> ,1.25,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2,<0> ,,4/3/2021 15:15,2085.22
wqbmpwq   ,P,4/3/2021 9:30,1,1,,7.8,<0> ,47.72,<0> ,30.7,<0> ,107.2,<0> ,10.4,<0> ,1.34,<0> ,1.22,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.1,<0> ,,4/3/2021 15:30,2085.22
wqbmpwq   ,P,4/3/2021 9:45,1,1,,7.9,<0> ,47.69,<0> ,30.7,<0> ,110.2,<0> ,10.7,<0> ,1.3,<0> ,1.18,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.9,<0> ,,4/3/2021 15:45,2085.22
wqbmpwq   ,P,4/3/2021 10:00,1,1,,8,<0> ,47.7,<0> ,30.7,<0> ,112.8,<0> ,11,<0> ,1.27,<0> ,1.16,<3> ,,<-1> ,,,8,<0> ,1,<0> ,1.8,<0> ,,4/3/2021 16:00,2085.22
