STUDY_ID,EVENT_ID,STAT_ID,ORDERED_DEPTH_CODE,SAMPLE_ID,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,LATITUDE,LONGITUDE,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,DEPTH (m),CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLUORESCENCE (ug/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),VAL_QUAL,SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),Station_D,Air Irradiance,Water Irradiance,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments,Data Source
BWQM,WN177,F22,C,WN177094,21.07,22.07,42.4807319,-70.615097,8/23/2017 11:13,C,22.07,34.97,9.19,2.061,3.125,99.57,8.172,,31.93,24.58,9.87,0.8583,F22-m,1871.738281,46.35153961,2169.572184,2017.602601,9.86956501,32.07475662,8.115199067,425.9941367,427.6432941,1883.783489,114.7111505,19.10791766,55.00024108,1.374062272,0,0,13.42723482,2.765610702,1.7484905,432.7469526,Y,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,F22,E,WN177092,78.1,79.1,42.4805831,-70.6158447,8/23/2017 11:13,E,79.2,32.52,8.38,-0.2734,0.3265,84.73,8.199,,32.09,25.15,6.833,1.12,F22-d,2424.787109,1.545234203,2111.471387,1897.734937,6.832756042,89.20206451,8.309028676,238.9176136,239.880035,1737.735699,148.1261696,11.87307067,75.88489377,1.603553388,0,0,11.21963897,3.52739365,2.222023413,242.2040818,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,N04,C,WN1770A2,19.24,20.24,42.4431838,-70.7352447,8/23/2017 11:52,B,20.21,34.94,9.79,1.75,2.761,106.1,8.187,,31.87,24.52,9.906,0.7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N04,D,WN1770A1,30.88,31.88,42.4432182,-70.7354354,8/23/2017 11:52,D,31.9,33.31,8.95,-0.0067,0.6565,92.75,8.181,,31.94,24.88,7.935,0.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N04,A,WN1770A4,0.48,1.48,42.4430961,-70.734909,8/23/2017 11:52,A,1.43,40.34,9.47,2.824,0.979,117.8,8.28,,31.3,22.75,16.69,1.451,N04-s,2418.539551,2249.623047,2166.527905,2057.736639,16.68984413,11.43429184,7.914065901,763.8331986,766.5427981,1935.992948,93.97483156,27.76872708,40.97946633,1.618141339,0,0,14.87799565,2.293810212,1.467285869,780.9247071,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,N04,B,WN1770A3,9,10,42.4431343,-70.7350692,8/23/2017 11:52,C,10.05,38.45,9.95,2.777,2.881,118.5,8.242,,31.4,23.31,14.45,1.128,N04-m,2960.146973,388.6405334,2133.125905,1940.498275,14.45382881,20.05853653,8.160130112,388.3277918,389.7449736,1784.324535,141.0816436,15.09206671,64.31671336,2.328419284,0,0,11.7820141,3.428635055,2.183294911,396.0644599,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,N04,E,WN1770A0,46.29,47.29,42.4432449,-70.7355499,8/23/2017 11:52,E,47.3,32.55,8.6,-0.2353,0.3738,87.31,8.22,,31.94,25.01,7.039,0.9222,N04-d,2025.177979,2.290390968,2122.921942,1915.508122,7.038899422,57.30577087,8.293797916,252.2283441,253.2416308,1758.089254,144.9632373,12.45569172,73.33956135,1.571752132,0,0,11.44367287,3.476240138,2.18878471,255.7306566,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,N01,C,WN1770B0,9.98,10.98,42.4189529,-70.8619766,8/23/2017 12:29,C,10.97,36.24,9.88,6.663,8.317,111.3,8.204,,31.52,23.92,11.81,1.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N01,E,WN1770AE,29.41,30.41,42.4190635,-70.8626556,8/23/2017 12:29,E,30.45,33.28,7.98,-0.0644,0.5853,83.13,8.217,,31.66,24.62,8.22,1.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N01,D,WN1770AF,19.18,20.18,42.4189987,-70.8623962,8/23/2017 12:29,D,20.19,33.92,8.61,0.6025,1.398,91.3,8.172,,31.61,24.46,9.022,0.8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N01,B,WN1770B1,5.11,6.11,42.4189529,-70.8618164,8/23/2017 12:29,B,6.07,39.98,9.89,2.824,2.388,122.1,8.242,,31.31,22.85,16.28,1.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,N01,A,WN1770B2,0.6,1.6,42.4189491,-70.8615875,8/23/2017 12:29,A,1.67,40.5,9.69,2.233,0.9312,121,8.284,,31.3,22.71,16.86,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F23,E,WN1770BC,25.58,26.58,42.3391723,-70.9404449,8/23/2017 12:58,E,26.64,36.34,8.73,4.893,6.354,98.76,8.231,,31.42,23.81,12.02,1.788,F23-d,2072.236816,1.122536659,2086.824803,1919.597059,12.0220108,36.64710999,8.139962941,392.7142446,394.1928002,1780.230924,122.8964444,16.46966955,59.03671463,1.77159004,0,0,12.53284779,2.97215409,1.883944485,399.6327832,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,F23,C,WN1770BE,12.78,13.78,42.3391723,-70.9399414,8/23/2017 12:58,C,13.77,36.79,8.82,5.649,7.197,100.9,8.192,,31.38,23.67,12.59,1.795,F23-m,2179.122314,10.77259064,2130.228975,1989.287628,12.5930233,23.77469635,8.060358489,497.2831526,499.1417022,1859.805671,108.9980274,20.48385862,50.88204358,1.55412266,0,0,13.66126615,2.643683363,1.677132991,506.2976444,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,F23,A,WN1770C0,0.72,1.72,42.3391532,-70.9394531,8/23/2017 12:58,A,1.66,39.15,9.2,5.331,3.562,111.7,8.203,,31.21,22.95,15.47,2.317,F23-s,2261.672607,501.4616699,2130.000008,1990.548053,15.47191238,11.6692543,8.019326614,567.796053,569.8415328,1859.389904,109.7415755,21.41662241,49.29530786,1.841308864,0,0,13.6094304,2.676546131,1.707046795,579.7194467,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN177,F23,D,WN1770BD,18.63,19.63,42.3391876,-70.9401855,8/23/2017 12:58,D,19.69,36.72,8.83,5.517,7.05,100.9,8.204,,31.38,23.69,12.51,1.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F23,B,WN1770BF,6.2,7.2,42.3391914,-70.939682,8/23/2017 12:58,B,7.25,38.49,9.26,6.011,7.598,110.6,8.192,,31.25,23.15,14.68,2.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F13,E,WN17801E,21.6,22.6,42.2693901,-70.7345809,9/6/2017 6:52,E,22.6,34.72,7.64,1.14,1.506,82.51,8.025,,31.72,24.42,9.824,1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F13,C,WN178020,10.02,11.02,42.2696723,-70.7348251,9/6/2017 6:52,B,11.06,36.61,7.5,2.793,3.409,85.23,7.995,,31.52,23.85,12.23,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F13,A,WN178022,0.52,1.52,42.2699394,-70.7349929,9/6/2017 6:52,A,1.53,38.88,8.39,6.441,6.676,100.7,8.079,,31.42,23.24,14.9,1.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F13,D,WN17801F,16.24,17.24,42.269535,-70.734703,9/6/2017 6:52,D,17.16,36.04,7.72,2.241,2.772,86.45,8.002,,31.58,24.02,11.51,1.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F13,B,WN178021,5.88,6.88,42.2698326,-70.7349014,9/6/2017 6:52,C,6.94,38.61,8.22,6.53,7.768,98.09,8.047,,31.43,23.31,14.6,1.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F06,B,WN178032,9.05,10.05,42.17173,-70.5773086,9/6/2017 7:34,B,10.02,40.08,8.67,4.504,5.398,107,8.191,,31.36,22.89,16.31,1.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F06,A,WN178033,0.52,1.52,42.171772,-70.5774993,9/6/2017 7:34,A,1.53,40.22,8.67,4.55,5.451,107.4,8.209,,31.36,22.84,16.48,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F06,C,WN178031,18.86,19.86,42.1716728,-70.5771484,9/6/2017 7:34,D,19.89,39.17,8.83,5.043,6.027,106.8,8.149,,31.42,23.17,15.23,1.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F06,D,WN178030,24.52,25.52,42.1716117,-70.5770645,9/6/2017 7:34,C,25.51,37.03,8.55,6.406,7.623,98.16,8.109,,31.54,23.78,12.67,1.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F06,E,WN17802F,29.7,30.7,42.1715011,-70.5769882,9/6/2017 7:34,E,30.78,33.89,8.17,0.6397,0.9345,86.18,8.138,,31.87,24.72,8.691,0.8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F10,B,WN178040,9.29,10.29,42.2439689,-70.6385574,9/6/2017 8:00,B,10.2,39.73,8.63,5.646,6.732,105.8,8.183,,31.37,22.98,15.92,1.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F10,A,WN178041,0.52,1.52,42.2441177,-70.6387863,9/6/2017 8:00,A,1.54,39.79,8.68,5.668,6.145,106.5,8.201,,31.37,22.96,15.99,1.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F10,E,WN17803D,31.53,32.53,42.2435836,-70.6380691,9/6/2017 8:00,E,32.5,33.98,8.31,0.881,1.21,87.84,8.156,,31.86,24.69,8.807,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F10,D,WN17803E,24.22,25.22,42.2437095,-70.6382293,9/6/2017 8:00,D,25.27,36,8.74,4.241,5.09,97.65,8.113,,31.64,24.1,11.38,0.9812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F10,C,WN17803F,18.55,19.55,42.2438621,-70.6383895,9/6/2017 8:00,C,19.61,38.9,8.74,5.649,6.736,105.1,8.145,,31.4,23.21,14.95,1.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F15,D,WN17804C,24.1,25.1,42.3169174,-70.7292098,9/6/2017 8:28,D,24.93,34.58,7.94,1.947,2.432,85.47,8.07,,31.7,24.43,9.68,0.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F15,E,WN17804B,35,36,42.3169136,-70.7288894,9/6/2017 8:28,E,36.21,32.88,7.9,0.1335,0.359,80.86,8.132,,32.04,25.04,7.334,1.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F15,B,WN17804E,6.19,7.19,42.3171806,-70.7296447,9/6/2017 8:28,B,7.13,40.25,8.65,4.889,5.847,107.3,8.152,,31.34,22.81,16.54,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F15,C,WN17804D,12.64,13.64,42.3170089,-70.7293701,9/6/2017 8:28,C,13.77,37.27,8.13,6.997,8.317,93.88,8.068,,31.5,23.68,12.99,1.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F15,A,WN17804F,0.46,1.46,42.3173637,-70.7299499,9/6/2017 8:28,A,1.52,40.37,8.71,4.624,4.05,108.3,8.206,,31.33,22.78,16.67,1.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N07,C,WN17805D,18.49,19.49,42.3580513,-70.7082977,9/6/2017 8:53,C,19.41,34.45,8.03,2.975,3.62,86.25,8.07,,31.68,24.43,9.555,1.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N07,B,WN17805E,8.99,9.99,42.3580322,-70.708496,9/6/2017 8:53,B,9.74,40.52,8.57,2.651,2.732,106.9,8.132,,31.38,22.79,16.78,0.9956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N07,D,WN17805C,31.83,32.83,42.3577079,-70.7077255,9/6/2017 8:53,D,33.12,33.02,8.27,0.1202,0.3439,85.08,8.074,,31.95,24.94,7.585,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N07,A,WN17805F,0.82,1.82,42.3580856,-70.7086715,9/6/2017 8:53,A,1.68,40.56,8.56,4.766,2.902,106.9,8.176,,31.35,22.75,16.87,1.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N07,E,WN17805B,48.04,49.04,42.357521,-70.7073822,9/6/2017 8:53,E,48.91,32.92,7.95,0.1009,0.3221,81.45,8.115,,32.03,25.03,7.377,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N18,E,WN178069,23.49,24.49,42.3665084,-70.7776031,9/6/2017 9:20,E,24.29,34.04,7.68,1.771,2.23,81.53,8.121,,31.71,24.54,9.043,0.9809,N18-d,1471.322266,2.449470997,2161.726865,2064.992507,9.043497086,34.29178238,7.976445284,601.8798159,604.2350862,1953.959064,83.24507432,27.78830251,40.3712839,0.917071336,0,0,15.83605446,2.008127881,1.267181569,611.052741,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN178,N18,C,WN17806B,12.83,13.83,42.3667678,-70.7780075,9/6/2017 9:20,C,13.86,36.93,8.33,10.51,12.47,95.53,8.061,,31.46,23.72,12.66,1.361,N18-m,1268.427002,23.45473862,2148.118263,2012.143991,12.65559292,23.86511421,8.04316355,524.2369172,526.1946296,1883.99025,106.6122385,21.54158745,49.4074732,1.505127376,0,0,13.91171302,2.584666835,1.640243176,533.7695679,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN178,N18,A,WN17806D,0.64,1.64,42.3670654,-70.7783889,9/6/2017 9:20,A,1.61,40.64,8.71,4.367,2.593,109,8.203,,31.33,22.71,16.98,1.333,N18-s,1264.905029,715.4456177,2124.604352,1892.264699,16.97797585,11.61171913,8.212331611,341.1229835,342.3286813,1712.863806,167.1063715,12.2945218,74.23097469,3.303034437,0,0,10.62086351,4.079325235,2.611374907,348.8722026,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
BWQM,WN178,N18,B,WN17806C,7.1,8.1,42.3669242,-70.7781906,9/6/2017 9:20,B,7.97,40.43,8.65,5.602,5.449,107.7,8.156,,31.34,22.77,16.74,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N18,D,WN17806A,19.34,20.34,42.3666305,-70.7777862,9/6/2017 9:20,D,20.14,34.52,7.78,4.21,5.055,83.75,8.072,,31.62,24.36,9.706,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N21,B,WN17807C,5.88,6.88,42.3890876,-70.786148,9/6/2017 9:51,B,6.88,39.9,8.28,5.588,6.665,102,8.108,,31.35,22.91,16.14,1.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N21,C,WN17807B,15.14,16.14,42.388771,-70.7859954,9/6/2017 9:51,C,16.12,34.17,7.67,2.959,3.601,81.94,8.019,,31.57,24.37,9.368,1.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N21,D,WN17807A,24.46,25.46,42.3881835,-70.7858886,9/6/2017 9:51,D,25.57,33.11,7.87,0.3382,0.5914,81.64,8.043,,31.64,24.63,8.037,0.9286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N21,E,WN178079,33.36,34.36,42.388031,-70.7857284,9/6/2017 9:51,E,34.44,33.1,7.92,0.1504,0.3782,81.65,8.088,,31.94,24.92,7.694,0.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N21,A,WN17807D,0.64,1.64,42.3892822,-70.7862701,9/6/2017 9:51,A,1.62,40.39,8.58,5.782,5.682,106.7,8.177,,31.34,22.77,16.7,1.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F22,A,WN17808D,2.1,3.1,42.4804077,-70.6160812,9/6/2017 10:34,A,2.85,40.86,8.83,2.69,3.29,110.9,8.242,,31.34,22.66,17.21,1.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F22,B,WN17808C,6.92,7.92,42.4806709,-70.616455,9/6/2017 10:34,B,7.86,40.46,8.74,2.462,3.026,108.8,8.167,,31.39,22.81,16.71,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F22,C,WN17808B,20.5,21.5,42.481018,-70.6169586,9/6/2017 10:34,C,21.57,36.4,9.19,2.451,3.014,103.5,8.084,,31.76,24.13,11.69,0.8205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F22,E,WN178089,74,75,42.4809646,-70.618515,9/6/2017 10:34,E,74.96,32.66,8.29,0.0784,0.2966,84.08,8.068,,32.15,25.18,6.934,1.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F22,D,WN17808A,47.92,48.92,42.4813804,-70.6184005,9/6/2017 10:34,D,48.91,32.54,8.26,0.2048,0.4399,83.69,8.047,,32.05,25.11,6.905,0.8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N04,E,WN17809B,45.12,46.12,42.4437866,-70.73497,9/6/2017 11:12,E,45.91,32.86,7.99,0.0861,0.3053,81.7,8.114,,32.04,25.05,7.3,1.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N04,D,WN17809C,33.97,34.97,42.4441452,-70.7349014,9/6/2017 11:12,D,35.16,33.65,8.36,0.2838,0.5296,87.36,8.08,,31.99,24.87,8.283,0.6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N04,C,WN17809D,26.23,27.23,42.4451217,-70.7348709,9/6/2017 11:12,C,27.24,33.99,7.91,2.987,3.634,83.7,8.028,,31.79,24.63,8.898,0.8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N04,B,WN17809E,15.38,16.38,42.4455375,-70.7349014,9/6/2017 11:12,B,16.35,38.21,8.25,4.887,5.844,97.63,8.075,,31.38,23.35,14.2,1.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N04,A,WN17809F,0.7,1.7,42.4459762,-70.7348709,9/6/2017 11:12,A,1.8,40.64,8.67,3.376,1.643,108.4,8.198,,31.36,22.74,16.94,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N01,D,WN1780AE,19.4,20.4,42.420166,-70.8635635,9/6/2017 11:54,D,20.34,33.81,8.41,0.3819,0.6411,88.43,8.064,,31.92,24.77,8.55,0.7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N01,C,WN1780AF,11.55,12.55,42.4203681,-70.8635177,9/6/2017 11:54,B,12.41,34.42,7.61,3.212,3.895,81.83,8.03,,31.59,24.35,9.626,1.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N01,B,WN1780B0,6.31,7.31,42.4206352,-70.8634185,9/6/2017 11:54,C,7.14,37.48,7.59,3.728,4.493,88.26,8.028,,31.44,23.58,13.3,1.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N01,A,WN1780B1,0.46,1.46,42.4209594,-70.8632659,9/6/2017 11:54,A,1.49,40.02,8.38,6.655,5.481,103.5,8.119,,31.36,22.89,16.26,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,N01,E,WN1780AD,29.52,30.52,42.4199142,-70.8637313,9/6/2017 11:54,E,30.72,33.27,8.05,0.2057,0.441,83.33,8.091,,31.95,24.89,7.885,0.9062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F23,A,WN1780BF,0.52,1.52,42.3378868,-70.9400329,9/6/2017 12:25,A,1.47,39.28,7.41,4.646,4.331,89.93,8.025,,31.35,23.06,15.45,2.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F23,B,WN1780BE,6.55,7.55,42.3379478,-70.9403533,9/6/2017 12:25,B,7.55,37.75,7.37,2.768,3.381,86.2,8.018,,31.47,23.54,13.59,1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F23,C,WN1780BD,12.46,13.46,42.3379936,-70.940689,9/6/2017 12:25,C,13.47,37.04,7.25,2.629,3.22,83.33,8.013,,31.51,23.75,12.72,1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F23,D,WN1780BC,17.82,18.82,42.3380813,-70.9410476,9/6/2017 12:25,D,18.84,36.61,7.2,2.542,3.119,81.82,8.018,,31.54,23.87,12.2,1.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN178,F23,E,WN1780BB,23.79,24.79,42.3381805,-70.9412918,9/6/2017 12:25,E,24.79,35.77,7.13,2.225,2.753,79.31,8.04,,31.61,24.11,11.16,1.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
,BH,H4,,,,,42.3684072,-71.0456438,10/11/2017 14:18,,10.77,,6.99,,2.49,84.8,7.99,,31.67,,16.05,,Inner Harbor,,,2114.446046,2004.99756,16.04999924,20.77000046,7.923923352,719.5799018,722.1532536,1885.926606,92.46412581,26.60684049,42.02876704,1.574660651,0,0,14.70219098,2.246497233,1.436515106,735.1486076,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
,BH,M2,,,,,42.3737104,-71.0463438,10/11/2017 14:18,,2.07,,6.92,,3.94,86.3,8,,30.84,,17.76,,Mystic,,,2090.14401,1980.394894,17.76000023,12.06999969,7.915706199,742.6927246,745.2920492,1861.068271,93.09208224,26.23447011,41.13185524,1.772065237,0,0,14.59828991,2.281905544,1.461436901,760.2787959,Y,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
,BH,M2,,,,,42.3737104,-71.0463438,10/11/2017 14:35,,2.07,,6.92,,3.94,86.3,8,,30.84,,17.76,,Mystic,,,2085.841973,1982.519941,17.76000023,12.06999969,7.897366995,776.6234951,779.3415728,1865.625446,89.46140045,27.43302202,39.60783825,1.698793154,0,0,14.84966817,2.192909007,1.40443944,795.0130062,Y,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
,BH,H2,,,,,42.3676987,-71.0477727,10/11/2017 14:35,,1.64,,7.24,,2.73,90.1,7.98,,30.8,,17.69,,Inner Harbor,,,2087.550865,1979.277498,17.69000053,11.64000034,7.913151018,746.5494168,749.1645396,1860.658453,92.18890785,26.43010838,40.77781201,1.74908046,0,0,14.65921671,2.260302076,1.447187314,764.1618189,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
,BH,M2,,,,,42.3737104,-71.0463438,10/11/2017 14:36,,10.96,,6.97,,2.7,84.2,8,,31.72,,15.91,,Mystic,,,2121.582634,2012.338047,15.90999985,20.95999908,7.92388602,720.9425773,723.5253778,1893.11602,92.46048061,26.76152299,42.00169199,1.556104498,0,0,14.73507579,2.245293862,1.435487132,736.427012,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
,BH,H2,,,,,42.3676987,-71.0477727,10/11/2017 14:37,,9.95,,6.98,,2.89,84.7,8,,31.64,,16.16,,Inner Harbor,,,2109.349176,2003.06207,16.15999985,19.95000076,7.914210554,736.7420718,739.3731326,1885.233978,90.67131932,27.15675364,41.23048018,1.554334917,0,0,14.81343219,2.203920592,1.409512922,752.7740696,N,,,,,,,,,,,ToRies_Labprocessed2017sharedSeaGlass
