Datetime_UTC_Float64,Datetime_UTC,Sal
1617374700.0,2021-04-02 14:45:00,29.990304287284022
1617375600.0,2021-04-02 15:00:00,29.990299790259744
1617376500.0,2021-04-02 15:15:00,29.990295291556187
1617377400.0,2021-04-02 15:30:00,29.990290791183625
1617378300.0,2021-04-02 15:45:00,29.9902862891521
1617379200.0,2021-04-02 16:00:00,29.990281785471574
1617380100.0,2021-04-02 16:15:00,29.990277280151894
1617381000.0,2021-04-02 16:30:00,29.990272773203152
1617381900.0,2021-04-02 16:45:00,29.990268191158126
1617382800.0,2021-04-02 17:00:00,29.990263562060708
1617383700.0,2021-04-02 17:15:00,29.99025893125131
1617384600.0,2021-04-02 17:30:00,29.99025429874011
1617385500.0,2021-04-02 17:45:00,29.990249664536933
1617386400.0,2021-04-02 18:00:00,29.990245028651824
1617387300.0,2021-04-02 18:15:00,29.990240391095035
1617388200.0,2021-04-02 18:30:00,29.990235751876597
1617389100.0,2021-04-02 18:45:00,29.99023111100685
1617390000.0,2021-04-02 19:00:00,29.99022646849584
1617390900.0,2021-04-02 19:15:00,29.990221824354066
1617391800.0,2021-04-02 19:30:00,29.99021717859183
1617392700.0,2021-04-02 19:45:00,29.990210145387213
1617393600.0,2021-04-02 20:00:00,29.990196864106878
1617394500.0,2021-04-02 20:15:00,29.990183580933824
1617395400.0,2021-04-02 20:30:00,29.990170295884152
1617396300.0,2021-04-02 20:45:00,29.990157008974066
1617397200.0,2021-04-02 21:00:00,29.990143720220185
1617398100.0,2021-04-02 21:15:00,29.990131281294556
1617399000.0,2021-04-02 21:30:00,29.990120163891753
1617399900.0,2021-04-02 21:45:00,29.99010904453374
1617400800.0,2021-04-02 22:00:00,29.990097923236114
1617401700.0,2021-04-02 22:15:00,29.990086800015128
1617402600.0,2021-04-02 22:30:00,29.990075674886945
1617403500.0,2021-04-02 22:45:00,29.99006454786794
1617404400.0,2021-04-02 23:00:00,29.990053418974732
1617405300.0,2021-04-02 23:15:00,29.99004228822412
1617406200.0,2021-04-02 23:30:00,29.990031155632767
1617407100.0,2021-04-02 23:45:00,29.99002002121794
1617408000.0,2021-04-03 00:00:00,29.990013431163785
1617408900.0,2021-04-03 00:15:00,29.990008868614275
1617409800.0,2021-04-03 00:30:00,29.990004304797182
1617410700.0,2021-04-03 00:45:00,29.989999739725704
1617411600.0,2021-04-03 01:00:00,29.98999517341284
1617412500.0,2021-04-03 01:15:00,29.989990605871945
1617413400.0,2021-04-03 01:30:00,29.98998603711601
1617414300.0,2021-04-03 01:45:00,29.98998146715844
1617415200.0,2021-04-03 02:00:00,29.989976896012408
1617416100.0,2021-04-03 02:15:00,29.989972323691255
1617417000.0,2021-04-03 02:30:00,29.9899677502083
1617417900.0,2021-04-03 02:45:00,29.989963175577017
1617418800.0,2021-04-03 03:00:00,29.989958599810784
1617419700.0,2021-04-03 03:15:00,29.989954022922937
1617420600.0,2021-04-03 03:30:00,29.989949444927156
1617421500.0,2021-04-03 03:45:00,29.989944865836872
1617422400.0,2021-04-03 04:00:00,29.98994028566584
1617423300.0,2021-04-03 04:15:00,29.98993570442764
1617424200.0,2021-04-03 04:30:00,29.989931122136003
1617425100.0,2021-04-03 04:45:00,29.989926538804706
1617426000.0,2021-04-03 05:00:00,29.989921954447553
1617426900.0,2021-04-03 05:15:00,29.98991736907859
1617427800.0,2021-04-03 05:30:00,29.989912782711727
1617428700.0,2021-04-03 05:45:00,29.989908195361238
1617429600.0,2021-04-03 06:00:00,29.98990360704131
1617430500.0,2021-04-03 06:15:00,29.9898990177665
1617431400.0,2021-04-03 06:30:00,29.989894427551192
1617432300.0,2021-04-03 06:45:00,29.989889836410075
1617433200.0,2021-04-03 07:00:00,29.989885244357747
1617434100.0,2021-04-03 07:15:00,29.9898806514088
1617435000.0,2021-04-03 07:30:00,29.989876057578023
1617435900.0,2021-04-03 07:45:00,29.989871462880075
1617436800.0,2021-04-03 08:00:00,29.98986686732989
1617437700.0,2021-04-03 08:15:00,29.989862270941963
1617438600.0,2021-04-03 08:30:00,29.989857673731265
1617439500.0,2021-04-03 08:45:00,29.98985307571259
1617440400.0,2021-04-03 09:00:00,29.989848476900764
1617441300.0,2021-04-03 09:15:00,29.989843877310534
1617442200.0,2021-04-03 09:30:00,29.98983927695675
1617443100.0,2021-04-03 09:45:00,29.98983467585446
1617444000.0,2021-04-03 10:00:00,29.989830074018386
1617444900.0,2021-04-03 10:15:00,29.9898254714636
1617445800.0,2021-04-03 10:30:00,29.989820868204998
1617446700.0,2021-04-03 10:45:00,29.98981626425756
1617447600.0,2021-04-03 11:00:00,29.98981165963654
1617448500.0,2021-04-03 11:15:00,29.989807054356785
1617449400.0,2021-04-03 11:30:00,29.989802448433455
1617450300.0,2021-04-03 11:45:00,29.98979784188161
1617451200.0,2021-04-03 12:00:00,29.989793234716206
1617452100.0,2021-04-03 12:15:00,29.989788626952407
1617453000.0,2021-04-03 12:30:00,29.989784018604844
1617453900.0,2021-04-03 12:45:00,29.989779409688634
1617454800.0,2021-04-03 13:00:00,29.989774800218374
1617455700.0,2021-04-03 13:15:00,29.989770190208887
1617456600.0,2021-04-03 13:30:00,29.98976557967495
1617457500.0,2021-04-03 13:45:00,29.98976096863086
1617458400.0,2021-04-03 14:00:00,29.98975635709145
1617459300.0,2021-04-03 14:15:00,29.98975174507112
1617460200.0,2021-04-03 14:30:00,29.98974713258407
1617461100.0,2021-04-03 14:45:00,29.989742519644732
1617462000.0,2021-04-03 15:00:00,29.989737906267276
1617462900.0,2021-04-03 15:15:00,29.989733292465935
1617463800.0,2021-04-03 15:30:00,29.98972867825467
1617464700.0,2021-04-03 15:45:00,29.989724063647614
1617465600.0,2021-04-03 16:00:00,29.989719448658512
1617466500.0,2021-04-03 16:15:00,29.98971483330146
1617467400.0,2021-04-03 16:30:00,29.989710217589927
1617468300.0,2021-04-03 16:45:00,29.989705601537867
1617469200.0,2021-04-03 17:00:00,29.989700985158695
1617470100.0,2021-04-03 17:15:00,29.98969636846608
1617471000.0,2021-04-03 17:30:00,29.98969175147352
1617471900.0,2021-04-03 17:45:00,29.989687134142738
1617472800.0,2021-04-03 18:00:00,29.98968251362314
1617473700.0,2021-04-03 18:15:00,29.989677892839133
1617474600.0,2021-04-03 18:30:00,29.989673271803746
