Datetime_UTC_Float64,Datetime_UTC,Sal
1591794000.0,2020-06-10 13:00:00,29.925663769199804
1591794900.0,2020-06-10 13:15:00,29.9257105705216
1591795800.0,2020-06-10 13:30:00,29.92575737491991
1591796700.0,2020-06-10 13:45:00,29.925804182372804
1591797600.0,2020-06-10 14:00:00,29.925850992858333
1591798500.0,2020-06-10 14:15:00,29.925897806354662
1591799400.0,2020-06-10 14:30:00,29.925944295695203
1591800300.0,2020-06-10 14:45:00,29.925990461305474
1591801200.0,2020-06-10 15:00:00,29.92603728415816
1591802100.0,2020-06-10 15:15:00,29.926084109933807
1591803000.0,2020-06-10 15:30:00,29.926130655512225
1591803900.0,2020-06-10 15:45:00,29.926177407924282
1591804800.0,2020-06-10 16:00:00,29.9262228582558
1591805700.0,2020-06-10 16:15:00,29.92626948525194
1591806600.0,2020-06-10 16:30:00,29.926316326226548
1591807500.0,2020-06-10 16:45:00,29.926363169992825
1591808400.0,2020-06-10 17:00:00,29.92641001652895
1591809300.0,2020-06-10 17:15:00,29.926456865813236
1591810200.0,2020-06-10 17:30:00,29.92650371782415
1591811100.0,2020-06-10 17:45:00,29.926550572540105
1591812000.0,2020-06-10 18:00:00,29.926597333233964
1591812900.0,2020-06-10 18:15:00,29.92664396511737
1591813800.0,2020-06-10 18:30:00,29.926690827972976
1591814700.0,2020-06-10 18:45:00,29.926737693448114
1591815600.0,2020-06-10 19:00:00,29.926784561521547
1591816500.0,2020-06-10 19:15:00,29.92683143217216
1591817400.0,2020-06-10 19:30:00,29.926878305378995
1591818300.0,2020-06-10 19:45:00,29.926925181121018
1591819200.0,2020-06-10 20:00:00,29.926972059377402
1591820100.0,2020-06-10 20:15:00,29.92701894012762
1591821000.0,2020-06-10 20:30:00,29.92706582335116
1591821900.0,2020-06-10 20:45:00,29.927112709027664
1591822800.0,2020-06-10 21:00:00,29.927159597137205
1591823700.0,2020-06-10 21:15:00,29.92720648765982
1591824600.0,2020-06-10 21:30:00,29.927253380575785
1591825500.0,2020-06-10 21:45:00,29.927300275865512
1591826400.0,2020-06-10 22:00:00,29.927347173509823
1591827300.0,2020-06-10 22:15:00,29.92739407348949
1591828200.0,2020-06-10 22:30:00,29.92744097578546
1591829100.0,2020-06-10 22:45:00,29.92748788037899
1591830000.0,2020-06-10 23:00:00,29.927534465299317
1591830900.0,2020-06-10 23:15:00,29.927581374587742
1591831800.0,2020-06-10 23:30:00,29.927628286118114
1591832700.0,2020-06-10 23:45:00,29.92767519987228
1591833600.0,2020-06-11 00:00:00,29.927722115832122
1591834500.0,2020-06-11 00:15:00,29.927768913830416
1591835400.0,2020-06-11 00:30:00,29.927815114289043
1591836300.0,2020-06-11 00:45:00,29.927861914159866
1591837200.0,2020-06-11 01:00:00,29.92790883923484
1591838100.0,2020-06-11 01:15:00,29.92795512528995
1591839000.0,2020-06-11 01:30:00,29.92800205489828
1591839900.0,2020-06-11 01:45:00,29.928048986591794
1591840800.0,2020-06-11 02:00:00,29.928095920354167
1591841700.0,2020-06-11 02:15:00,29.928142856169227
1591842600.0,2020-06-11 02:30:00,29.92818979402109
1591843500.0,2020-06-11 02:45:00,29.92823673389401
1591844400.0,2020-06-11 03:00:00,29.928283675772608
1591845300.0,2020-06-11 03:15:00,29.928330619641752
1591846200.0,2020-06-11 03:30:00,29.92837756548647
1591847100.0,2020-06-11 03:45:00,29.928424513292107
1591848000.0,2020-06-11 04:00:00,29.928471463044225
1591848900.0,2020-06-11 04:15:00,29.928518096038427
1591849800.0,2020-06-11 04:30:00,29.928565049799225
1591850700.0,2020-06-11 04:45:00,29.928612005464778
1591851600.0,2020-06-11 05:00:00,29.928658963021686
1591852500.0,2020-06-11 05:15:00,29.92870592245668
1591853400.0,2020-06-11 05:30:00,29.92875288375688
1591854300.0,2020-06-11 05:45:00,29.92879984690956
1591855200.0,2020-06-11 06:00:00,29.928846811902083
1591856100.0,2020-06-11 06:15:00,29.928893461293864
1591857000.0,2020-06-11 06:30:00,29.928940430088975
1591857900.0,2020-06-11 06:45:00,29.928987400688186
1591858800.0,2020-06-11 07:00:00,29.92903437308004
1591859700.0,2020-06-11 07:15:00,29.92908130572129
1591860600.0,2020-06-11 07:30:00,29.929128006557786
1591861500.0,2020-06-11 07:45:00,29.92917498442045
1591862400.0,2020-06-11 08:00:00,29.929221964032422
1591863300.0,2020-06-11 08:15:00,29.92926894538342
1591864200.0,2020-06-11 08:30:00,29.92931592846344
1591865100.0,2020-06-11 08:45:00,29.92936291326289
1591866000.0,2020-06-11 09:00:00,29.929409899772196
1591866900.0,2020-06-11 09:15:00,29.929726153093412
1591867800.0,2020-06-11 09:30:00,29.929771738330118
1591868700.0,2020-06-11 09:45:00,29.929817326516076
1591869600.0,2020-06-11 10:00:00,29.92986291764321
1591870500.0,2020-06-11 10:15:00,29.9299085117038
1591871400.0,2020-06-11 10:30:00,29.929954108690538
1591872300.0,2020-06-11 10:45:00,29.929999640733676
1591873200.0,2020-06-11 11:00:00,29.930045175772285
1591874100.0,2020-06-11 11:15:00,29.930090781580347
1591875000.0,2020-06-11 11:30:00,29.930136390287167
1591875900.0,2020-06-11 11:45:00,29.930181934191303
1591876800.0,2020-06-11 12:00:00,29.930227301176675
1591877700.0,2020-06-11 12:15:00,29.930272895670846
1591878600.0,2020-06-11 12:30:00,29.93031851612705
1591879500.0,2020-06-11 12:45:00,29.930364139453346
1591880400.0,2020-06-11 13:00:00,29.93040976564474
1591881300.0,2020-06-11 13:15:00,29.93045539469643
1591882200.0,2020-06-11 13:30:00,29.930501026603498
1591883100.0,2020-06-11 13:45:00,29.930546640350812
1591884000.0,2020-06-11 14:00:00,29.930591992822087
1591884900.0,2020-06-11 14:15:00,29.93063734847405
1591885800.0,2020-06-11 14:30:00,29.93068270730276
1591886700.0,2020-06-11 14:45:00,29.930728069304422
1591887600.0,2020-06-11 15:00:00,29.930773568856225
1591888500.0,2020-06-11 15:15:00,29.930818985598577
1591889400.0,2020-06-11 15:30:00,29.93086437567832
1591890300.0,2020-06-11 15:45:00,29.930909750238264
1591891200.0,2020-06-11 16:00:00,29.930955127956597
1591892100.0,2020-06-11 16:15:00,29.930759011471654
1591893000.0,2020-06-11 16:30:00,29.930805358461757
1591893900.0,2020-06-11 16:45:00,29.93085139665166
1591894800.0,2020-06-11 17:00:00,29.93089712644531
1591895700.0,2020-06-11 17:15:00,29.930942859065404
1591896600.0,2020-06-11 17:30:00,29.93098859451104
1591897500.0,2020-06-11 17:45:00,29.93103433278166
1591898400.0,2020-06-11 18:00:00,29.931080384330627
1591899300.0,2020-06-11 18:15:00,29.931126438442572
1591900200.0,2020-06-11 18:30:00,29.93117218493357
1591901100.0,2020-06-11 18:45:00,29.931217934249737
1591902000.0,2020-06-11 19:00:00,29.93126368639148
1591902900.0,2020-06-11 19:15:00,29.931309441359385
1591903800.0,2020-06-11 19:30:00,29.931355199154194
1591904700.0,2020-06-11 19:45:00,29.931400959776624
1591905600.0,2020-06-11 20:00:00,29.931446723227747
1591906500.0,2020-06-11 20:15:00,29.931492489508454
1591907400.0,2020-06-11 20:30:00,29.931538258619916
1591908300.0,2020-06-11 20:45:00,29.93158403056325
1591909200.0,2020-06-11 21:00:00,29.931629805339924
1591910100.0,2020-06-11 21:15:00,29.931675582951204
1591911000.0,2020-06-11 21:30:00,29.931721363398772
1591911900.0,2020-06-11 21:45:00,29.931767146684145
1591912800.0,2020-06-11 22:00:00,29.931812932809088
1591913700.0,2020-06-11 22:15:00,29.931858721775434
