Datetime_UTC_Float64,Datetime_UTC,Sal
1652355000.0,2022-05-12 11:30:00,31.050332043370872
1652355900.0,2022-05-12 11:45:00,31.037819497856617
1652356800.0,2022-05-12 12:00:00,31.032320409765816
1652357700.0,2022-05-12 12:15:00,31.035772982795606
1652358600.0,2022-05-12 12:30:00,31.05964057671372
1652359500.0,2022-05-12 12:45:00,31.00926398287993
1652360400.0,2022-05-12 13:00:00,30.82872255431721
1652361300.0,2022-05-12 13:15:00,30.560012136469595
1652362200.0,2022-05-12 13:30:00,30.248778352339286
1652363100.0,2022-05-12 13:45:00,29.97428511758335
1652364000.0,2022-05-12 14:00:00,29.74327919865027
1652364900.0,2022-05-12 14:15:00,29.554271300672553
1652365800.0,2022-05-12 14:30:00,29.40675128402654
1652366700.0,2022-05-12 14:45:00,29.313502568140393
1652367600.0,2022-05-12 15:00:00,29.34131860436173
1652368500.0,2022-05-12 15:15:00,29.54989893810125
1652369400.0,2022-05-12 15:30:00,29.702983430353925
1652370300.0,2022-05-12 15:45:00,29.89851724399341
1652371200.0,2022-05-12 16:00:00,29.889449526570388
1652372100.0,2022-05-12 16:15:00,29.98195567447692
1652373000.0,2022-05-12 16:30:00,30.16281217499636
1652373900.0,2022-05-12 16:45:00,30.264304114039987
1652374800.0,2022-05-12 17:00:00,30.375898251899343
1652375700.0,2022-05-12 17:15:00,30.451454286754597
1652376600.0,2022-05-12 17:30:00,30.59097783715697
1652377500.0,2022-05-12 17:45:00,30.809022162749898
1652378400.0,2022-05-12 18:00:00,30.97246043229825
1652379300.0,2022-05-12 18:15:00,31.06328000450594
1652380200.0,2022-05-12 18:30:00,31.038392836722778
1652381100.0,2022-05-12 18:45:00,30.820714642992243
1652382000.0,2022-05-12 19:00:00,30.426783731090836
1652382900.0,2022-05-12 19:15:00,30.384939012874383
1652383800.0,2022-05-12 19:30:00,30.235659884405322
1652384700.0,2022-05-12 19:45:00,30.17215738714731
