Date,Temp,CO2,Battery
137.6772,10.54,396.7,12.01
137.698,10.74,425.2,12.0
137.7189,10.7,419.8,12.01
137.7397,10.74,419.5,12.01
137.7605,10.63,400.8,12.01
137.7814,10.67,378.6,12.01
137.8022,10.65,348.8,12.01
137.823,10.67,344.2,12.0
137.8439,10.67,363.6,12.01
137.8647,10.52,371.1,12.0
137.8855,10.4,387.9,12.0
137.9064,10.83,404.1,12.0
137.9272,11.03,382.3,12.0
137.948,11.1,359.6,12.01
137.9689,10.96,387.3,12.0
137.9897,10.9,372.1,12.01
138.0105,10.94,383.6,12.0
138.0314,10.74,396.3,12.0
138.0522,10.63,407.4,12.0
138.073,10.65,410.8,12.0
138.0939,10.72,413.5,12.0
138.1147,10.72,410.1,12.0
138.1355,10.58,412.8,12.0
138.1564,10.49,412.5,12.0
138.1772,10.47,416.0,12.0
138.198,10.52,420.3,12.0
138.2189,10.58,405.7,12.0
138.2397,10.63,417.7,12.0
138.2605,10.65,400.4,12.0
138.2814,10.58,388.0,11.99
138.3022,10.54,378.5,12.0
138.323,10.56,362.3,12.0
138.3439,10.54,344.4,11.99
138.3647,10.52,395.2,11.99
138.3855,10.49,404.8,11.99
138.4064,10.45,401.6,11.99
138.4272,10.67,433.3,11.99
138.448,10.67,423.4,11.99
138.4689,10.67,420.8,11.99
138.4897,10.7,417.1,11.99
138.5105,10.76,420.2,11.99
138.5314,10.78,423.1,11.99
138.5522,10.78,423.9,11.99
138.573,10.83,422.2,11.99
138.5939,10.9,423.5,11.99
138.6147,10.94,424.1,11.99
138.6355,10.96,425.4,11.99
138.6564,11.08,418.5,11.99
138.6772,11.01,410.2,11.99
138.698,11.03,401.0,11.99
138.7189,11.59,422.2,11.99
138.7397,11.3,422.1,11.99
138.7605,11.77,425.5,11.99
138.7814,11.52,405.5,11.99
138.8022,11.43,394.0,11.99
138.823,11.39,393.0,11.99
138.8439,11.41,400.1,11.99
138.8647,11.61,398.9,11.99
138.8855,11.84,404.4,11.99
138.9064,11.95,425.3,11.99
138.9272,12.25,435.2,11.99
138.948,12.13,418.0,11.99
138.9689,12.02,417.3,11.99
138.9897,11.97,411.4,11.99
139.0105,11.88,405.6,11.99
139.0314,11.86,412.0,11.99
139.0522,11.75,412.2,11.99
139.073,11.59,386.6,11.99
139.0939,11.46,383.2,11.99
139.1147,11.39,380.7,11.98
139.1355,11.26,378.3,11.98
139.1564,11.05,418.1,11.98
139.1772,10.99,410.8,11.98
139.198,11.03,398.6,11.98
139.2189,11.17,418.8,11.98
139.2397,11.3,437.8,11.98
139.2814,11.46,430.2,11.99
139.3022,11.32,419.3,11.99
139.323,11.32,406.8,11.98
139.3439,11.21,427.9,11.98
139.3647,11.23,380.0,11.97
139.3855,11.21,359.7,11.98
139.4064,11.23,397.3,11.97
139.4272,11.19,428.6,11.97
139.448,11.28,432.5,11.97
139.4689,11.39,441.5,11.97
139.4897,11.46,441.1,11.97
139.5105,11.46,430.6,11.97
139.5314,11.5,423.6,11.97
139.5522,11.55,433.7,11.97
139.573,11.5,436.0,11.97
139.5939,11.48,433.8,11.97
139.6147,11.48,442.9,11.97
139.6355,11.5,444.0,11.97
139.6564,11.41,447.7,11.97
139.6772,11.28,437.7,11.96
139.698,11.28,435.4,11.96
139.7189,11.23,430.0,11.96
139.7397,11.37,428.2,11.96
139.7605,11.43,433.3,11.96
139.7814,11.46,436.8,11.96
139.8022,11.59,437.5,11.96
139.823,11.7,437.5,11.96
139.8439,11.64,435.9,11.96
139.8647,11.75,433.9,11.96
139.8855,11.79,428.3,11.96
139.9064,11.91,426.7,11.96
139.9272,11.86,427.0,11.96
139.948,11.88,433.6,11.96
139.9689,11.77,436.1,11.96
139.9897,11.7,434.7,11.96
140.0105,11.7,433.4,11.96
140.0314,11.7,428.2,11.96
140.0522,11.73,434.8,11.96
140.073,11.75,440.6,11.96
140.0939,11.75,441.3,11.96
140.1147,11.73,439.0,11.96
140.1355,11.75,443.6,11.96
140.1564,11.75,445.2,11.95
140.1772,11.79,447.9,11.95
140.198,11.84,451.2,11.95
140.2189,11.61,450.1,11.95
140.2397,11.64,451.2,11.95
140.2605,11.66,451.4,11.95
140.2814,11.7,454.1,11.95
140.3022,11.77,453.1,11.95
140.323,11.84,452.8,11.95
140.3439,11.88,449.5,11.95
140.3647,11.86,450.4,11.95
140.3855,11.84,443.6,11.95
140.4064,11.82,419.2,11.95
140.4272,11.82,436.7,11.95
140.448,11.73,443.5,11.95
140.4689,11.95,455.8,11.95
140.4897,12.09,456.3,11.95
140.5105,12.04,450.2,11.95
140.5314,12.06,444.6,11.95
140.5522,12.16,427.1,11.95
140.573,12.22,429.5,11.95
140.5939,12.34,425.0,11.95
140.6147,12.36,425.0,11.95
140.6355,12.22,436.0,11.95
140.6564,12.2,435.8,11.95
140.6772,12.4,449.0,11.95
140.698,12.34,438.0,11.95
140.7189,11.93,430.0,11.94
140.7397,12.56,439.9,11.94
140.7605,12.61,439.0,11.94
140.7814,12.81,454.0,11.95
140.8022,12.97,454.7,11.95
140.823,13.54,466.6,11.95
140.8439,13.49,459.0,11.95
140.8647,13.17,461.5,11.95
140.8855,13.38,448.3,11.95
140.9064,13.29,435.5,11.95
140.9272,13.42,422.5,11.95
140.948,13.04,427.8,11.95
140.9689,13.31,431.7,11.95
140.9897,12.72,438.7,11.94
141.0105,12.86,439.9,11.94
141.0314,12.92,448.9,11.94
141.0522,12.95,434.3,11.94
141.073,12.95,422.2,11.94
141.0939,12.79,412.0,11.94
141.1147,12.86,412.7,11.94
141.1355,12.92,420.1,11.93
141.1564,12.74,443.5,11.94
141.1772,12.77,462.4,11.93
141.198,12.65,464.9,11.93
141.2189,12.29,466.2,11.93
141.2397,12.34,463.3,11.93
141.2605,12.31,466.1,11.93
141.2814,12.25,467.7,11.93
141.3022,12.13,467.5,11.93
141.323,12.09,467.4,11.93
141.3439,12.02,466.6,11.93
141.3647,12.11,470.1,11.92
141.3855,12.29,481.5,11.92
141.4064,12.2,478.0,11.92
141.4272,12.25,483.0,11.92
141.448,12.25,480.1,11.92
141.4689,12.29,478.8,11.92
141.4897,12.25,481.3,11.92
141.5105,12.13,487.7,11.92
141.5314,12.11,486.8,11.92
141.5522,12.13,482.9,11.92
141.573,12.13,482.2,11.92
141.5939,12.25,476.0,11.92
141.6147,12.29,472.6,11.92
141.6355,12.63,471.0,11.92
141.6564,12.92,473.6,11.92
141.6772,12.95,476.6,11.92
141.698,13.06,480.2,11.92
141.7189,12.86,479.8,11.92
141.7397,12.67,473.1,11.92
141.7605,12.58,468.1,11.92
141.7814,11.93,460.0,11.92
141.8022,11.79,458.3,11.91
141.823,11.66,450.1,11.91
141.8439,11.75,447.1,11.91
141.8647,11.82,443.1,11.91
141.8855,11.93,442.7,11.91
141.9064,12.09,440.4,11.91
141.9272,12.13,436.6,11.91
141.948,12.4,440.3,11.91
141.9689,12.47,441.9,11.91
141.9897,12.45,435.6,11.91
142.0105,12.04,435.6,11.91
142.0314,11.48,438.5,11.91
142.0522,11.43,430.6,11.91
142.073,11.48,439.0,11.9
142.0939,11.43,440.9,11.9
142.1147,11.5,444.1,11.9
142.1355,11.52,442.6,11.9
142.1564,11.41,445.3,11.9
142.1772,11.73,447.2,11.9
142.198,11.73,450.0,11.9
142.2189,11.68,446.3,11.9
142.2397,11.73,455.6,11.9
142.2605,11.41,448.6,11.9
142.2814,11.3,450.3,11.9
142.3022,11.35,452.2,11.89
142.323,10.99,449.4,11.89
142.3439,10.94,450.6,11.89
142.3647,10.85,453.6,11.89
142.3855,10.87,455.9,11.89
142.4064,10.96,452.8,11.89
142.4272,11.14,453.6,11.89
142.448,11.14,450.1,11.89
142.4689,11.12,446.1,11.89
142.4897,11.05,439.1,11.89
142.5105,10.94,431.9,11.89
142.5314,11.03,413.9,11.89
142.5522,11.14,423.7,11.89
142.573,11.39,431.6,11.89
142.5939,11.26,427.5,11.89
142.6147,11.3,411.9,11.89
142.6355,11.5,423.5,11.89
142.6564,11.61,435.8,11.89
142.6772,11.86,446.5,11.89
142.698,11.84,441.7,11.89
142.7189,11.88,432.6,11.89
142.7397,11.88,432.2,11.89
142.7605,11.86,426.6,11.89
142.8022,11.48,397.3,11.91
142.823,11.43,400.9,11.9
142.8439,11.46,392.7,11.89
142.8647,11.48,408.2,11.89
142.8855,11.79,435.5,11.89
142.9064,12.13,411.5,11.89
142.9272,11.84,407.1,11.89
142.948,11.93,405.8,11.89
142.9689,11.68,405.1,11.88
142.9897,11.66,386.5,11.88
143.0105,11.68,350.1,11.88
143.0314,11.64,369.0,11.88
143.0522,11.79,407.3,11.88
143.073,11.79,424.0,11.88
143.0939,11.79,436.2,11.88
143.1147,11.79,432.4,11.88
143.1355,11.82,424.6,11.88
143.1564,11.79,423.7,11.88
143.1772,11.77,430.3,11.88
143.198,11.75,437.6,11.88
143.2189,11.68,436.6,11.88
143.2397,11.68,438.1,11.87
143.2605,11.61,431.8,11.87
143.2814,11.61,436.7,11.87
143.3022,11.61,433.3,11.87
143.323,11.84,448.9,11.87
143.3439,11.73,447.7,11.87
143.3647,11.82,451.1,11.87
143.3855,11.91,453.6,11.87
143.4064,11.93,454.0,11.87
143.4272,11.95,452.3,11.87
143.448,11.97,441.2,11.87
143.4689,11.88,436.3,11.87
143.4897,11.82,441.0,11.87
143.5105,11.77,446.6,11.87
143.5314,11.79,429.5,11.87
143.5522,11.86,446.4,11.87
143.573,12.0,456.3,11.87
143.5939,12.04,457.5,11.87
143.6147,12.02,453.3,11.87
143.6355,12.06,442.7,11.87
143.6564,12.2,434.2,11.87
143.6772,12.22,439.2,11.87
143.698,12.27,443.1,11.87
143.7189,12.34,443.4,11.87
143.7397,12.43,440.8,11.87
143.7605,12.43,439.3,11.87
143.7814,12.47,439.1,11.87
143.8022,12.54,435.1,11.87
143.823,12.47,437.4,11.87
143.8439,12.38,437.9,11.87
143.8647,12.11,411.3,11.87
143.8855,12.38,421.3,11.86
143.9064,12.36,421.4,11.86
143.9272,12.22,418.5,11.86
143.948,12.38,419.5,11.86
143.9689,12.43,411.1,11.86
143.9897,12.45,421.0,11.86
144.0105,12.49,423.4,11.86
144.0314,12.43,423.0,11.86
144.0522,12.43,425.2,11.86
144.073,12.49,437.4,11.86
144.0939,12.36,432.8,11.86
144.1147,11.88,438.1,11.85
144.1355,11.91,437.1,11.85
144.1564,11.91,435.9,11.86
144.1772,11.88,434.5,11.85
144.198,11.88,442.1,11.85
144.2189,11.95,448.6,11.85
144.2397,11.86,446.7,11.85
144.2605,11.91,442.4,11.85
144.2814,12.06,452.1,11.85
144.3022,12.11,452.2,11.85
144.323,12.13,447.8,11.85
144.3439,11.86,455.4,11.85
144.3647,11.73,455.4,11.85
144.3855,11.7,453.0,11.85
144.4064,11.75,467.1,11.84
144.4272,11.84,466.9,11.84
144.448,12.11,465.5,11.84
144.4689,12.18,461.9,11.85
144.4897,12.27,459.8,11.85
144.5105,12.47,460.3,11.85
144.5314,12.56,459.8,11.85
144.5522,12.61,457.0,11.85
144.573,12.7,456.3,11.85
144.5939,12.72,456.3,11.85
144.6147,12.67,452.1,11.85
144.6355,12.67,452.1,11.85
144.6564,12.38,446.0,11.85
144.6772,12.54,445.9,11.84
144.698,12.86,441.8,11.85
144.7189,12.97,440.6,11.84
144.7397,12.99,441.5,11.84
144.7605,13.01,435.4,11.84
144.7814,12.88,411.4,11.84
144.8022,12.16,407.6,11.84
144.823,10.74,387.5,11.84
144.8439,10.78,389.0,11.84
144.8647,10.32,397.3,11.83
144.8855,10.56,414.9,11.82
144.9064,10.23,423.2,11.82
144.9272,10.58,415.7,11.82
144.948,10.34,403.7,11.82
144.9689,10.38,411.0,11.82
144.9897,10.61,405.3,11.82
145.0105,11.1,409.7,11.82
145.0314,11.19,415.5,11.82
145.0522,11.41,407.2,11.82
145.073,11.12,358.7,11.82
145.0939,11.52,351.8,11.82
145.1147,11.23,356.6,11.82
145.1355,11.52,410.8,11.82
145.1564,11.48,393.0,11.82
145.1772,11.52,350.9,11.82
145.198,11.5,330.6,11.82
145.2189,11.46,306.0,11.82
145.2397,11.41,355.3,11.82
145.2605,11.41,356.1,11.82
145.2814,11.37,369.7,11.82
145.3022,11.32,370.8,11.82
145.323,11.3,378.9,11.82
145.3439,11.21,396.7,11.82
145.3647,11.26,417.2,11.82
145.3855,11.17,420.1,11.82
145.4064,11.01,425.1,11.81
145.4272,11.03,423.7,11.82
145.448,11.21,423.4,11.81
145.4689,11.17,418.5,11.81
145.4897,11.35,419.0,11.82
145.5105,11.55,418.3,11.81
145.5314,11.3,403.8,11.82
145.5522,11.32,409.5,11.81
145.573,11.35,389.5,11.81
145.5939,11.3,369.5,11.81
145.6147,11.41,403.8,11.81
145.6355,11.79,404.8,11.81
145.6564,12.65,414.5,11.82
145.6772,12.13,413.2,11.82
145.698,13.58,435.5,11.82
145.7189,12.36,402.2,11.82
145.7397,12.83,388.2,11.82
145.7605,12.74,376.6,11.82
145.7814,12.25,366.4,11.82
145.8022,12.2,376.8,11.82
145.823,12.11,366.1,11.82
145.8439,11.75,365.6,11.82
145.8647,11.84,361.3,11.81
145.8855,11.95,354.7,11.81
145.9064,12.02,348.8,11.81
145.9272,12.22,350.7,11.81
145.948,12.13,343.3,11.81
145.9689,11.93,349.3,11.81
145.9897,12.29,349.3,11.81
146.0105,12.16,360.7,11.81
146.0314,12.22,364.1,11.81
146.0522,12.22,364.0,11.81
146.073,12.22,359.8,11.81
146.0939,12.18,361.3,11.81
146.1147,12.2,361.8,11.81
146.1355,12.18,368.4,11.81
146.1564,12.16,368.9,11.81
146.1772,12.27,381.1,11.81
146.198,12.16,382.9,11.81
146.2189,12.02,389.0,11.81
146.2397,12.02,393.4,11.81
146.2605,12.02,394.0,11.81
146.2814,11.97,392.4,11.8
146.323,12.02,380.8,11.82
146.3439,12.0,387.6,11.81
146.3647,12.06,393.2,11.81
146.3855,12.16,390.7,11.81
146.4064,12.06,399.4,11.81
146.4272,12.06,400.4,11.81
146.448,12.11,399.6,11.8
146.4689,11.97,407.3,11.8
146.4897,11.95,402.5,11.8
146.5105,12.0,404.3,11.8
146.5314,12.02,392.2,11.8
146.5522,12.13,382.4,11.8
146.573,12.38,374.7,11.8
146.5939,12.56,372.3,11.8
146.6147,12.77,361.6,11.8
146.6355,12.92,345.4,11.8
146.6564,12.58,346.5,11.8
146.6772,12.77,357.7,11.8
146.698,13.45,358.0,11.8
146.7189,13.2,367.6,11.8
146.7397,13.04,365.3,11.8
146.7605,13.49,379.8,11.8
146.7814,13.4,368.2,11.8
146.8022,13.26,362.7,11.8
146.823,13.58,362.8,11.8
146.8439,13.83,360.3,11.8
146.8647,13.7,347.8,11.8
146.8855,13.86,339.1,11.8
146.9064,13.51,336.3,11.8
146.9272,13.56,335.4,11.8
146.948,13.24,334.6,11.8
146.9689,13.17,336.2,11.8
146.9897,13.31,328.8,11.8
147.0105,13.22,322.7,11.8
147.0314,13.51,316.2,11.8
147.0522,13.06,312.3,11.8
147.073,13.36,314.1,11.8
147.0939,13.33,321.0,11.8
147.1147,13.42,290.7,11.8
147.1355,13.36,270.9,11.8
147.1564,13.17,234.6,11.8
147.1772,12.72,310.8,11.79
147.198,12.47,341.2,11.79
147.2189,12.45,342.8,11.79
147.2397,12.54,355.8,11.79
147.2605,12.52,329.0,11.78
147.2814,12.61,344.1,11.79
147.3022,12.61,335.7,11.78
147.323,12.61,332.7,11.78
147.3439,12.61,332.2,11.78
147.3647,12.58,341.0,11.78
147.3855,12.47,342.2,11.78
147.4064,12.43,344.9,11.78
147.4272,12.29,343.8,11.78
147.448,12.31,351.7,11.78
147.4689,12.0,351.3,11.78
147.4897,11.97,359.1,11.78
147.5105,11.86,346.9,11.77
147.5314,11.66,345.6,11.77
147.5522,11.77,323.4,11.77
147.573,12.4,342.8,11.77
147.5939,12.29,341.3,11.77
147.6147,12.36,319.5,11.77
147.6355,11.59,315.4,11.77
147.6564,12.16,313.5,11.77
147.6772,12.81,339.6,11.77
147.698,13.47,330.9,11.78
147.7189,13.51,331.3,11.78
147.7397,12.92,310.8,11.78
147.7605,13.22,309.8,11.78
147.7814,13.36,304.7,11.78
147.8022,12.95,297.7,11.78
147.823,12.86,291.3,11.78
147.8439,12.79,291.5,11.78
147.8647,12.38,284.3,11.78
147.8855,12.52,278.6,11.77
147.9064,12.18,284.4,11.77
147.9272,12.29,281.2,11.77
147.948,12.25,284.1,11.77
147.9689,12.06,266.2,11.77
147.9897,11.88,273.9,11.77
148.0105,11.7,274.8,11.77
148.0314,12.38,299.5,11.76
148.0522,12.61,298.5,11.77
148.073,12.36,294.4,11.77
148.0939,12.54,287.8,11.77
148.1147,12.54,282.3,11.77
148.1355,12.65,290.3,11.77
148.1564,12.67,284.2,11.77
148.1772,12.52,257.3,11.77
148.198,12.56,305.9,11.77
148.2189,12.29,250.8,11.77
148.2397,12.31,277.5,11.77
148.2605,12.45,287.0,11.76
148.2814,12.36,272.0,11.77
148.3022,12.7,247.0,11.76
148.323,12.7,238.7,11.77
148.3439,12.72,243.5,11.76
148.3647,12.38,256.9,11.76
148.3855,12.43,249.7,11.76
148.4064,12.25,269.3,11.76
148.4272,12.27,268.8,11.76
148.448,12.02,278.3,11.76
148.4689,11.86,291.7,11.76
148.4897,11.59,298.5,11.76
148.5105,11.64,314.5,11.75
148.5314,11.5,315.1,11.76
148.5522,11.84,314.4,11.75
148.573,11.84,311.3,11.75
148.5939,12.0,305.7,11.75
148.6147,11.77,309.7,11.76
148.6355,12.0,303.9,11.75
148.6564,11.91,308.6,11.75
148.6772,11.77,304.5,11.75
148.698,11.86,299.8,11.75
148.7189,11.86,297.3,11.75
148.7397,11.97,290.3,11.75
148.7605,12.63,285.1,11.75
148.7814,12.7,290.4,11.75
148.8022,12.58,297.5,11.75
148.823,12.52,295.4,11.76
148.8439,12.4,298.6,11.75
148.8647,12.4,299.0,11.75
148.8855,12.25,299.3,11.75
148.9064,12.18,301.2,11.75
148.9272,12.06,306.8,11.75
148.948,12.0,310.9,11.75
148.9689,12.02,308.4,11.75
148.9897,12.02,303.4,11.75
149.0105,11.97,302.0,11.75
149.0314,11.86,305.5,11.74
149.0522,11.82,306.4,11.75
149.073,11.7,298.2,11.74
149.0939,11.66,294.8,11.74
149.1147,11.66,289.3,11.74
149.1355,11.66,290.0,11.74
149.1564,11.79,302.0,11.74
149.1772,11.84,291.7,11.74
149.198,11.73,270.8,11.74
149.2189,11.61,305.1,11.74
149.2397,11.46,309.9,11.74
149.2605,11.43,305.6,11.74
149.2814,11.48,304.3,11.74
149.3022,11.52,299.8,11.74
149.323,11.73,308.3,11.74
149.3439,11.64,307.9,11.74
149.3647,11.59,311.2,11.74
149.3855,11.57,308.0,11.73
149.4064,11.5,306.5,11.73
149.4272,11.48,311.5,11.73
149.448,11.39,318.3,11.73
149.4689,11.32,322.1,11.73
149.4897,11.21,331.3,11.73
149.5105,11.23,334.0,11.73
149.5314,11.17,333.9,11.73
149.5522,11.12,329.3,11.73
149.573,11.12,324.4,11.73
149.5939,11.03,318.7,11.73
149.6147,11.03,307.7,11.73
149.6355,11.03,297.9,11.73
149.6564,11.03,302.7,11.73
149.6772,11.12,303.2,11.73
149.698,11.12,287.0,11.72
149.7189,11.12,282.4,11.72
149.7397,11.12,301.5,11.72
149.7605,11.14,283.2,11.72
149.7814,12.02,301.6,11.72
149.8022,12.06,298.8,11.73
149.8439,12.2,282.7,11.75
149.8647,12.22,272.0,11.74
149.8855,12.2,273.0,11.74
149.9064,12.13,275.6,11.74
149.9272,12.0,295.6,11.73
149.948,11.86,292.7,11.73
149.9689,11.73,309.1,11.73
149.9897,11.73,289.2,11.73
150.0105,11.7,303.4,11.73
150.0314,11.68,296.7,11.73
150.0522,11.61,303.5,11.72
150.073,11.52,294.0,11.72
150.0939,11.43,289.5,11.72
150.1147,11.59,322.1,11.72
150.1355,11.75,319.1,11.72
150.1564,11.7,316.5,11.72
150.1772,11.79,325.2,11.72
150.198,12.0,301.2,11.72
150.2189,11.91,297.4,11.72
150.2397,11.95,278.4,11.72
150.2605,12.0,275.7,11.72
150.2814,11.95,249.1,11.72
150.3022,12.09,245.5,11.72
150.323,12.52,236.7,11.72
150.3439,12.29,234.3,11.72
150.3647,12.16,252.8,11.72
150.3855,12.2,257.0,11.72
150.4064,12.18,270.8,11.72
150.4272,12.11,269.8,11.72
150.448,11.93,275.9,11.72
150.4689,11.93,288.7,11.72
150.4897,11.84,297.0,11.72
150.5105,12.16,287.0,11.72
150.5314,12.31,283.5,11.72
150.5522,12.13,288.7,11.72
150.573,12.2,294.6,11.72
150.5939,11.93,309.5,11.72
150.6147,12.06,293.1,11.72
150.6355,11.84,303.9,11.72
150.6564,12.54,286.4,11.72
150.6772,12.2,292.6,11.72
150.698,12.31,300.4,11.72
150.7189,12.06,304.8,11.72
150.7397,12.67,278.6,11.72
150.7605,13.01,266.7,11.72
150.7814,12.97,275.6,11.72
150.8022,13.51,288.0,11.72
150.823,13.26,288.2,11.72
150.8439,13.31,283.0,11.72
150.8647,13.11,283.8,11.72
150.8855,12.92,280.1,11.72
150.9064,13.01,276.5,11.72
150.9272,13.04,279.0,11.72
150.948,12.95,284.9,11.72
150.9689,13.04,286.5,11.72
150.9897,13.15,283.0,11.72
151.0105,13.36,289.6,11.72
151.0314,13.29,290.4,11.72
151.0522,13.08,297.9,11.72
151.073,13.01,303.0,11.72
151.0939,12.74,302.9,11.72
151.1147,12.74,312.0,11.72
151.1355,12.95,307.4,11.72
151.1564,13.06,308.4,11.71
151.1772,13.06,303.7,11.71
151.198,13.04,298.8,11.71
151.2189,12.97,293.6,11.71
151.2397,12.95,285.9,11.71
151.2605,12.95,279.6,11.71
151.2814,13.01,294.1,11.71
151.3022,13.01,278.6,11.71
151.323,12.97,250.4,11.71
151.3439,13.04,268.0,11.71
151.3647,12.99,306.6,11.71
151.3855,12.92,297.3,11.71
151.4064,12.81,296.5,11.71
151.4272,12.9,277.7,11.71
151.448,12.97,267.1,11.71
151.4689,12.95,291.0,11.7
151.4897,12.72,284.1,11.7
151.5105,12.74,294.4,11.7
151.5314,13.4,299.6,11.7
151.5522,13.36,309.5,11.7
151.573,12.97,298.6,11.7
151.5939,12.31,319.3,11.7
151.6147,13.15,318.1,11.7
151.6355,12.61,312.7,11.7
151.6564,12.31,298.4,11.7
151.6772,12.29,303.6,11.7
151.698,12.2,305.8,11.7
151.7189,12.2,287.9,11.7
151.7397,12.27,291.7,11.7
151.7605,12.52,294.0,11.69
151.7814,12.34,276.4,11.7
151.8022,12.47,288.7,11.69
151.823,12.47,281.5,11.69
151.8439,13.38,296.2,11.7
151.8647,13.45,304.2,11.7
151.8855,13.36,302.2,11.7
151.9064,13.29,300.7,11.7
151.9272,13.06,288.9,11.7
151.948,12.99,300.0,11.7
151.9689,13.01,299.8,11.7
151.9897,12.95,289.3,11.7
152.0105,12.95,287.1,11.7
152.0314,12.81,292.6,11.69
152.0522,12.74,298.5,11.7
152.073,12.77,312.5,11.69
152.0939,12.65,309.1,11.69
152.1147,12.49,319.5,11.69
152.1355,12.4,299.4,11.69
152.1564,12.34,312.3,11.69
152.1772,12.9,320.3,11.69
152.198,12.86,321.0,11.69
152.2189,12.88,325.2,11.69
152.2397,12.88,324.5,11.69
152.2605,12.74,302.0,11.69
152.2814,12.72,302.2,11.69
152.3022,12.83,300.6,11.69
152.323,12.65,297.9,11.69
152.3439,12.27,312.5,11.69
152.3647,12.16,297.0,11.69
152.3855,13.08,291.3,11.69
152.4064,13.31,300.1,11.69
152.4272,13.29,275.8,11.69
152.448,13.2,285.0,11.69
152.4689,13.24,282.0,11.69
152.4897,13.04,302.3,11.69
152.5105,13.06,296.9,11.69
152.5314,12.95,293.4,11.69
152.5522,12.95,304.4,11.69
152.573,13.04,304.1,11.69
152.5939,12.7,325.3,11.69
152.6147,12.92,331.7,11.69
152.6355,12.65,308.1,11.69
152.6564,12.65,315.0,11.68
152.6772,12.65,306.7,11.69
152.698,13.08,319.7,11.69
152.7189,13.51,325.6,11.69
152.7397,12.97,318.1,11.69
152.7605,13.11,302.0,11.69
152.7814,13.04,308.4,11.69
152.8022,12.99,302.0,11.69
152.823,12.9,296.0,11.68
152.8439,12.63,303.7,11.68
152.8647,12.56,297.9,11.68
152.8855,13.58,317.7,11.68
152.9064,13.56,312.3,11.68
152.9272,13.38,287.8,11.69
152.948,13.49,291.4,11.69
152.9689,13.4,285.0,11.69
152.9897,13.31,292.8,11.69
153.0105,13.13,302.6,11.69
153.0314,13.04,310.6,11.68
153.0522,12.92,316.0,11.68
153.073,12.83,315.7,11.68
153.0939,12.81,310.0,11.68
