,Date,Temperature (C),CO2,Battery
145,2022-05-08 19:05:05,12.16,678.5,12.04
146,2022-05-08 20:05:08,12.63,653.2,12.04
147,2022-05-08 21:05:11,12.86,620.9,12.05
148,2022-05-08 22:05:05,13.04,602.0,12.05
149,2022-05-08 23:05:08,12.86,629.3,12.05
150,2022-05-09 00:05:11,12.65,623.1,12.05
151,2022-05-09 01:05:05,12.27,703.7,12.05
152,2022-05-09 02:05:08,12.31,662.5,12.04
153,2022-05-09 03:05:11,12.18,665.6,12.04
154,2022-05-09 04:05:05,11.7,632.8,12.04
155,2022-05-09 05:05:08,11.55,663.2,12.04
156,2022-05-09 06:05:11,11.19,682.6,12.03
157,2022-05-09 07:05:05,11.32,681.9,12.03
158,2022-05-09 08:05:08,11.21,699.1,12.03
159,2022-05-09 09:05:11,11.23,704.8,12.03
160,2022-05-09 10:05:05,10.74,713.9,12.03
161,2022-05-09 11:05:08,10.58,754.1,12.03
162,2022-05-09 12:05:11,10.63,831.6,12.03
163,2022-05-09 13:05:05,10.85,871.2,12.02
164,2022-05-09 14:05:08,11.1,881.9,12.03
165,2022-05-09 15:05:11,11.39,880.1,12.03
166,2022-05-09 16:05:05,11.7,852.6,12.03
167,2022-05-09 17:05:08,11.66,684.0,12.03
168,2022-05-09 19:05:05,11.86,616.9,12.04
169,2022-05-09 20:05:08,12.4,615.7,12.04
170,2022-05-09 21:05:11,12.9,588.3,12.04
171,2022-05-09 22:05:05,13.11,537.4,12.04
172,2022-05-09 23:05:08,13.26,518.8,12.04
173,2022-05-10 00:05:11,12.99,549.7,12.04
174,2022-05-10 01:05:05,13.11,565.6,12.04
175,2022-05-10 02:05:08,12.72,633.0,12.04
176,2022-05-10 03:05:11,12.02,722.4,12.03
177,2022-05-10 04:05:05,11.91,657.5,12.03
178,2022-05-10 05:05:08,11.23,633.0,12.03
179,2022-05-10 06:05:11,11.01,655.8,12.02
180,2022-05-10 07:05:05,10.92,660.9,12.02
181,2022-05-10 08:05:08,10.94,658.6,12.02
182,2022-05-10 09:05:11,10.94,680.0,12.02
183,2022-05-10 10:05:05,10.85,683.9,12.02
184,2022-05-10 11:05:08,10.72,701.4,12.02
185,2022-05-10 12:05:11,10.74,767.9,12.01
186,2022-05-10 13:05:05,10.94,807.8,12.02
187,2022-05-10 14:05:08,11.05,804.3,12.02
188,2022-05-10 15:05:11,11.26,818.3,12.02
189,2022-05-10 16:05:05,11.14,788.3,12.02
190,2022-05-10 17:05:08,11.3,668.3,12.02
191,2022-05-10 18:05:11,11.41,637.6,12.02
192,2022-05-10 19:05:05,11.35,600.8,12.02
193,2022-05-10 20:05:08,11.5,592.0,12.02
194,2022-05-10 21:05:11,11.48,584.7,12.02
195,2022-05-10 22:05:05,11.95,553.8,12.02
196,2022-05-10 23:05:08,11.75,553.2,12.02
197,2022-05-11 00:05:11,12.65,472.0,12.02
198,2022-05-11 01:05:05,12.74,415.6,12.03
199,2022-05-11 02:05:08,12.67,437.8,12.03
200,2022-05-11 03:05:11,11.93,488.2,12.03
201,2022-05-11 04:05:05,11.68,605.1,12.02
202,2022-05-11 05:05:08,11.23,637.3,12.02
203,2022-05-11 06:05:11,11.05,647.2,12.02
204,2022-05-11 07:05:05,11.01,662.1,12.02
205,2022-05-11 08:05:08,10.83,670.1,12.01
206,2022-05-11 09:05:11,10.76,680.8,12.01
207,2022-05-11 10:05:05,10.81,685.6,12.01
208,2022-05-11 11:05:08,10.92,703.3,12.01
209,2022-05-11 12:05:11,10.99,751.7,12.01
210,2022-05-11 13:05:05,11.12,783.3,12.01
211,2022-05-11 14:05:08,11.37,841.9,12.01
212,2022-05-11 15:05:11,11.43,846.6,12.02
213,2022-05-11 16:05:05,11.64,830.3,12.01
214,2022-05-11 17:05:08,11.37,745.1,12.02
215,2022-05-11 18:05:11,11.35,625.9,12.01
216,2022-05-11 19:05:05,11.28,601.4,12.01
217,2022-05-11 20:05:08,11.23,618.4,12.01
218,2022-05-11 21:05:11,11.26,741.3,12.01
219,2022-05-11 22:05:05,11.3,832.7,12.01
220,2022-05-11 23:05:08,11.59,978.3,12.01
221,2022-05-12 00:05:11,11.91,1133.7,12.02
222,2022-05-12 01:05:05,12.06,670.5,12.02
223,2022-05-12 02:05:08,12.02,888.1,12.02
224,2022-05-12 03:05:11,12.04,1067.8,12.02
225,2022-05-12 04:05:05,11.43,1209.8,12.02
226,2022-05-12 05:05:08,11.28,864.5,12.01
227,2022-05-12 06:05:11,11.08,830.3,12.01
228,2022-05-12 07:05:05,10.9,852.6,12.0
229,2022-05-12 08:05:08,10.85,965.4,12.0
230,2022-05-12 09:05:11,10.74,1278.9,12.0
231,2022-05-12 10:05:05,10.76,1320.0,12.0
232,2022-05-12 11:05:08,10.87,1540.8,12.0
233,2022-05-12 12:05:11,11.05,1907.2,12.0
234,2022-05-12 13:05:05,11.48,1002.6,12.0
235,2022-05-12 14:05:08,11.66,981.7,12.01
236,2022-05-12 15:05:11,11.79,994.4,12.01
237,2022-05-12 16:05:05,11.57,911.6,12.01
238,2022-05-12 17:05:08,11.39,909.2,12.0
239,2022-05-12 18:05:11,11.61,793.4,12.01
240,2022-05-12 19:05:05,12.34,687.3,12.01
241,2022-05-12 20:05:08,12.9,683.6,12.01
242,2022-05-12 21:05:11,12.54,651.5,12.02
243,2022-05-12 22:05:05,12.43,653.9,12.02
244,2022-05-12 23:05:08,12.58,634.0,12.02
245,2022-05-13 00:05:11,14.13,598.0,12.02
246,2022-05-13 01:05:05,14.34,580.5,12.02
247,2022-05-13 02:05:08,14.59,627.3,12.03
248,2022-05-13 03:05:11,14.52,685.8,12.03
249,2022-05-13 04:05:05,13.79,672.4,12.03
250,2022-05-13 05:05:08,13.13,743.0,12.02
251,2022-05-13 06:05:11,12.54,781.5,12.02
252,2022-05-13 08:05:08,11.97,716.1,12.02
253,2022-05-13 09:05:11,11.7,755.9,12.01
254,2022-05-13 10:05:05,11.64,765.1,12.0
255,2022-05-13 11:05:08,11.79,745.6,12.0
256,2022-05-13 12:05:11,12.27,813.3,12.0
257,2022-05-13 13:05:05,12.65,912.2,12.0
258,2022-05-13 14:05:08,13.31,1120.2,12.0
259,2022-05-13 15:05:11,13.58,1181.9,12.01
260,2022-05-13 16:05:05,12.97,1011.7,12.01
261,2022-05-13 17:05:08,12.97,921.1,12.0
262,2022-05-13 18:05:11,12.58,881.6,12.0
263,2022-05-13 19:05:05,13.31,722.7,12.0
264,2022-05-13 20:05:08,13.72,678.9,12.0
265,2022-05-13 21:05:11,13.45,648.3,12.01
266,2022-05-13 22:05:05,13.08,645.1,12.01
267,2022-05-13 23:05:08,12.77,631.2,12.0
268,2022-05-14 00:05:11,13.38,630.5,12.0
269,2022-05-14 01:05:05,14.8,667.9,12.01
270,2022-05-14 02:05:08,15.42,767.6,12.02
271,2022-05-14 03:05:11,16.16,1012.2,12.02
272,2022-05-14 04:05:05,16.16,1125.4,12.03
273,2022-05-14 05:05:08,15.77,1094.3,12.03
274,2022-05-14 06:05:11,15.07,932.8,12.03
275,2022-05-14 07:05:05,14.5,848.5,12.02
276,2022-05-14 08:05:08,12.88,778.9,12.01
277,2022-05-14 09:05:11,12.63,771.4,12.0
278,2022-05-14 10:05:05,12.4,764.6,12.0
279,2022-05-14 11:05:08,12.27,755.2,11.99
280,2022-05-14 12:05:11,12.58,766.5,11.99
281,2022-05-14 13:05:05,13.38,893.8,12.0
282,2022-05-14 14:05:08,14.08,1048.6,12.0
283,2022-05-14 15:05:11,15.0,1154.1,12.01
284,2022-05-14 16:05:05,15.65,1195.4,12.02
285,2022-05-14 17:05:08,14.45,1047.8,12.01
286,2022-05-14 18:05:11,13.88,970.6,12.01
287,2022-05-14 19:05:05,13.61,803.4,12.01
288,2022-05-14 20:05:08,14.59,698.7,12.0
289,2022-05-14 21:05:11,14.22,670.1,12.01
290,2022-05-14 22:05:05,13.74,652.9,12.01
291,2022-05-14 23:05:08,13.33,634.7,12.0
292,2022-05-15 00:05:11,13.4,650.5,12.0
293,2022-05-15 01:05:05,13.7,655.1,12.0
294,2022-05-15 02:05:08,14.8,767.2,12.0
295,2022-05-15 03:05:11,15.65,1034.0,12.01
296,2022-05-15 04:05:05,16.16,1592.9,12.02
297,2022-05-15 05:05:08,16.02,1716.0,12.02
298,2022-05-15 06:05:11,15.67,1537.4,12.02
299,2022-05-15 07:05:05,15.16,1230.5,12.02
300,2022-05-15 08:05:08,14.86,1140.3,12.01
301,2022-05-15 09:05:11,14.08,884.5,12.0
302,2022-05-15 10:05:05,13.56,795.8,12.0
303,2022-05-15 11:05:08,13.36,771.8,12.0
304,2022-05-15 12:05:11,13.17,748.7,11.99
305,2022-05-15 13:05:05,13.58,770.5,11.99
306,2022-05-15 14:05:08,14.45,892.2,12.0
307,2022-05-15 15:05:11,15.03,988.4,12.0
308,2022-05-15 16:05:05,16.07,1174.6,12.0
309,2022-05-15 17:05:08,16.58,1210.9,12.01
310,2022-05-15 18:05:11,16.11,1147.0,12.02
311,2022-05-15 19:05:05,15.28,977.0,12.02
312,2022-05-15 20:05:08,14.98,761.0,12.01
313,2022-05-15 21:05:11,15.26,706.8,12.01
314,2022-05-15 22:05:05,14.91,653.4,12.0
315,2022-05-15 23:05:08,14.04,631.3,12.0
316,2022-05-16 00:05:11,13.79,644.2,12.0
317,2022-05-16 01:05:05,13.99,658.4,12.0
318,2022-05-16 02:05:08,14.59,700.5,12.0
319,2022-05-16 03:05:11,15.23,834.1,12.0
320,2022-05-16 04:05:05,15.65,1067.7,12.0
321,2022-05-16 05:05:08,15.9,1466.4,12.01
322,2022-05-16 06:05:11,15.9,1633.6,12.01
323,2022-05-16 07:05:05,15.86,1732.8,12.01
324,2022-05-16 08:05:08,15.6,1549.4,12.01
325,2022-05-16 09:05:11,14.73,1147.4,12.0
326,2022-05-16 10:05:05,14.08,949.2,12.0
327,2022-05-16 11:05:08,13.77,832.8,11.99
328,2022-05-16 12:05:11,13.51,757.1,11.99
329,2022-05-16 13:05:05,13.61,768.1,11.99
330,2022-05-16 14:05:08,13.92,786.7,11.99
331,2022-05-16 15:05:11,14.68,872.0,11.99
332,2022-05-16 16:05:05,15.65,976.0,12.0
333,2022-05-16 17:05:08,16.84,1054.5,12.0
334,2022-05-16 18:05:11,17.14,1018.8,12.01
335,2022-05-16 19:05:05,16.51,1007.9,12.02
336,2022-05-16 21:05:11,15.46,722.7,12.02
337,2022-05-16 22:05:05,15.7,692.7,12.01
338,2022-05-16 23:05:08,15.12,653.2,12.0
339,2022-05-17 00:05:11,14.29,647.2,12.0
340,2022-05-17 01:05:05,14.18,667.7,11.99
341,2022-05-17 02:05:08,14.34,682.5,11.99
342,2022-05-17 03:05:11,15.0,742.0,11.99
343,2022-05-17 04:05:05,15.72,921.0,11.99
344,2022-05-17 05:05:08,15.93,1122.4,12.0
345,2022-05-17 06:05:11,16.07,1382.4,12.0
346,2022-05-17 07:05:05,16.07,1635.4,12.0
347,2022-05-17 08:05:08,16.0,1725.3,12.0
348,2022-05-17 09:05:11,15.93,1852.0,12.0
349,2022-05-17 10:05:05,15.51,1313.8,12.0
350,2022-05-17 11:05:08,14.54,1002.6,11.99
351,2022-05-17 12:05:11,14.22,814.8,11.99
352,2022-05-17 13:05:05,13.97,739.4,11.98
353,2022-05-17 14:05:08,14.18,751.7,11.98
354,2022-05-17 18:05:11,18.21,882.3,12.02
355,2022-05-17 19:05:05,18.26,955.9,12.02
356,2022-05-17 20:05:08,17.36,889.1,12.01
357,2022-05-17 21:05:11,16.65,887.9,12.0
358,2022-05-17 22:05:05,16.37,728.0,12.0
359,2022-05-17 23:05:08,16.37,706.6,11.99
360,2022-05-18 00:05:11,15.81,690.4,11.99
361,2022-05-18 01:05:05,14.68,672.4,11.99
362,2022-05-18 02:05:08,14.66,689.3,11.98
363,2022-05-18 03:05:11,14.96,709.7,11.98
364,2022-05-18 04:05:05,15.26,785.3,11.98
365,2022-05-18 05:05:08,15.58,971.0,11.98
366,2022-05-18 06:05:11,15.67,1260.3,11.98
367,2022-05-18 07:05:05,15.58,1534.3,11.98
368,2022-05-18 08:05:08,15.53,1673.3,11.98
369,2022-05-18 09:05:11,15.56,1554.3,11.98
370,2022-05-18 10:05:05,15.51,1397.1,11.98
371,2022-05-18 11:05:08,15.19,1169.1,11.98
372,2022-05-18 12:05:11,14.86,1002.6,11.98
373,2022-05-18 13:05:05,14.89,770.3,11.98
374,2022-05-18 14:05:08,14.91,749.2,11.98
375,2022-05-18 15:05:11,15.3,749.1,11.97
376,2022-05-18 16:05:05,15.88,770.5,11.98
377,2022-05-18 17:05:08,16.67,802.5,11.98
378,2022-05-18 18:05:11,17.9,789.5,11.98
379,2022-05-18 19:05:05,18.54,754.7,11.99
380,2022-05-18 20:05:08,18.04,818.5,11.99
381,2022-05-18 21:05:11,17.19,775.3,11.99
382,2022-05-18 22:05:05,17.03,753.0,11.99
383,2022-05-18 23:05:08,16.65,672.4,11.98
384,2022-05-19 00:05:11,16.3,657.0,11.98
385,2022-05-19 01:05:05,15.44,632.0,11.98
386,2022-05-19 02:05:08,14.93,654.1,11.97
387,2022-05-19 03:05:11,14.89,675.2,11.97
388,2022-05-19 04:05:05,15.09,687.9,11.96
389,2022-05-19 05:05:08,15.44,762.6,11.97
390,2022-05-19 06:05:11,15.7,937.0,11.97
391,2022-05-19 07:05:05,15.88,1223.9,11.97
392,2022-05-19 08:05:08,15.86,1596.6,11.97
393,2022-05-19 09:05:11,15.86,1699.2,11.97
394,2022-05-19 10:05:05,15.74,1699.3,11.97
395,2022-05-19 11:05:08,15.7,1461.7,11.97
396,2022-05-19 12:05:11,15.23,1069.8,11.97
397,2022-05-19 13:05:05,14.77,916.8,11.96
398,2022-05-19 14:05:08,14.73,821.2,11.96
399,2022-05-19 15:05:11,14.66,787.9,11.96
400,2022-05-19 16:05:05,14.77,795.8,11.96
401,2022-05-19 17:05:08,14.89,810.5,11.96
402,2022-05-19 18:05:11,15.09,911.2,11.96
403,2022-05-19 19:05:05,15.28,1014.9,11.96
404,2022-05-19 20:05:08,15.35,1074.9,11.96
405,2022-05-19 21:05:11,15.28,1084.1,11.96
406,2022-05-19 22:05:05,15.21,995.2,11.96
407,2022-05-19 23:05:08,14.98,955.2,11.96
408,2022-05-20 00:05:11,14.84,814.6,11.96
409,2022-05-20 01:05:05,14.63,786.2,11.96
410,2022-05-20 02:05:08,14.54,742.8,11.95
411,2022-05-20 03:05:11,14.43,724.2,11.95
412,2022-05-20 04:05:05,14.36,738.5,11.95
413,2022-05-20 05:05:08,14.45,778.2,11.95
414,2022-05-20 06:05:11,14.45,947.5,11.95
415,2022-05-20 07:05:05,14.41,1255.5,11.95
416,2022-05-20 08:05:08,14.31,1751.8,11.95
417,2022-05-20 09:05:11,14.29,1851.8,11.95
418,2022-05-20 10:05:05,14.29,1880.8,11.95
419,2022-05-20 11:05:08,14.15,2101.8,11.95
420,2022-05-20 12:05:11,14.27,2029.9,11.95
421,2022-05-20 13:05:05,14.34,1185.8,11.95
422,2022-05-20 14:05:08,14.34,1025.2,11.95
423,2022-05-20 15:05:11,14.45,834.8,11.95
424,2022-05-20 16:05:05,14.52,803.4,11.95
425,2022-05-20 17:05:08,14.93,814.5,11.95
426,2022-05-20 18:05:11,15.86,854.4,11.95
427,2022-05-20 19:05:05,16.58,894.1,11.96
428,2022-05-20 20:05:08,17.21,850.6,11.96
429,2022-05-20 21:05:11,17.59,824.8,11.97
430,2022-05-20 22:05:05,17.83,825.9,11.97
431,2022-05-20 23:05:08,16.7,891.5,11.96
432,2022-05-21 00:05:11,16.23,851.2,11.96
433,2022-05-21 01:05:05,15.93,799.9,11.96
434,2022-05-21 02:05:08,15.77,774.6,11.96
435,2022-05-21 03:05:11,15.21,782.0,11.95
436,2022-05-21 04:05:05,14.77,742.6,11.95
437,2022-05-21 05:05:08,14.77,756.5,11.94
438,2022-05-21 07:05:05,15.23,883.7,11.96
439,2022-05-21 08:05:08,15.49,1111.5,11.96
440,2022-05-21 09:05:11,15.63,1335.1,11.95
441,2022-05-21 10:05:05,15.56,1402.2,11.95
442,2022-05-21 11:05:08,15.6,1493.1,11.95
443,2022-05-21 12:05:11,15.44,1534.6,11.95
444,2022-05-21 13:05:05,15.3,1307.1,11.95
445,2022-05-21 14:05:08,15.05,1074.5,11.94
446,2022-05-21 15:05:11,15.3,931.1,11.95
447,2022-05-21 16:05:05,15.33,851.6,11.94
448,2022-05-21 17:05:08,15.26,815.5,11.94
449,2022-05-21 18:05:11,15.95,778.6,11.94
450,2022-05-21 19:05:05,16.37,774.2,11.95
451,2022-05-21 20:05:08,17.38,807.8,11.95
452,2022-05-21 21:05:11,18.66,760.5,11.96
453,2022-05-21 22:05:05,19.19,761.4,11.96
454,2022-05-21 23:05:08,19.33,800.0,11.96
455,2022-05-22 00:05:11,17.17,790.5,11.96
456,2022-05-22 01:05:05,16.58,807.8,11.95
457,2022-05-22 02:05:08,16.14,809.5,11.95
458,2022-05-22 03:05:11,16.3,774.6,11.95
459,2022-05-22 04:05:05,15.84,746.1,11.94
460,2022-05-22 05:05:08,15.46,745.2,11.94
461,2022-05-22 06:05:11,15.53,764.6,11.93
462,2022-05-22 07:05:05,15.93,819.7,11.93
463,2022-05-22 08:05:08,16.21,962.3,11.94
464,2022-05-22 09:05:11,16.28,1078.2,11.94
465,2022-05-22 10:05:05,16.39,1321.8,11.94
466,2022-05-22 11:05:08,16.42,1346.0,11.94
467,2022-05-22 12:05:11,16.42,1495.2,11.94
468,2022-05-22 13:05:05,16.3,1431.2,11.94
469,2022-05-22 14:05:08,16.28,1222.5,11.94
470,2022-05-22 15:05:11,16.21,973.0,11.94
471,2022-05-22 16:05:05,16.72,880.3,11.94
472,2022-05-22 17:05:08,16.44,767.8,11.94
473,2022-05-22 18:05:11,16.46,745.2,11.94
474,2022-05-22 19:05:05,17.0,734.1,11.94
475,2022-05-22 20:05:08,18.09,742.1,11.94
476,2022-05-22 21:05:11,18.97,744.8,11.95
477,2022-05-22 22:05:05,19.6,699.8,11.95
478,2022-05-22 23:05:08,19.72,698.7,11.96
479,2022-05-23 00:05:11,19.12,723.1,11.96
480,2022-05-23 01:05:05,18.28,742.0,11.96
481,2022-05-23 02:05:08,17.36,811.2,11.95
482,2022-05-23 03:05:11,17.76,823.0,11.94
483,2022-05-23 04:05:05,17.03,787.5,11.94
484,2022-05-23 05:05:08,16.77,753.8,11.94
485,2022-05-23 06:05:11,16.3,774.0,11.93
486,2022-05-23 07:05:05,16.25,790.8,11.93
487,2022-05-23 08:05:08,16.63,839.2,11.93
488,2022-05-23 09:05:11,16.91,952.5,11.93
489,2022-05-23 10:05:05,17.19,1177.6,11.93
490,2022-05-23 11:05:08,17.38,1598.3,11.93
491,2022-05-23 12:05:11,17.36,1756.1,11.93
492,2022-05-23 13:05:05,17.47,1782.2,11.93
493,2022-05-23 14:05:08,17.52,1883.1,11.93
494,2022-05-23 15:05:11,17.07,1614.0,11.93
495,2022-05-23 16:05:05,17.07,1435.2,11.93
496,2022-05-23 17:05:08,17.78,992.4,11.93
497,2022-05-23 18:05:11,17.5,823.3,11.93
498,2022-05-23 19:05:05,17.5,820.4,11.93
499,2022-05-23 20:05:08,17.59,776.1,11.93
500,2022-05-23 21:05:11,18.59,778.8,11.93
501,2022-05-23 22:05:05,18.73,768.9,11.94
502,2022-05-23 23:05:08,19.0,712.9,11.94
503,2022-05-24 00:05:11,18.9,712.3,11.94
504,2022-05-24 01:05:05,18.73,771.7,11.94
505,2022-05-24 02:05:08,18.49,828.3,11.94
506,2022-05-24 03:05:11,17.47,1026.0,11.93
507,2022-05-24 04:05:05,17.47,963.3,11.93
508,2022-05-24 05:05:08,17.12,890.9,11.93
509,2022-05-24 06:05:11,16.72,792.3,11.92
510,2022-05-24 07:05:05,16.49,797.6,11.92
511,2022-05-24 08:05:08,16.44,809.5,11.92
512,2022-05-24 09:05:11,16.51,907.4,11.92
