Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out
220.625,23.19,35.0,7.8263,10.8,2019-08-08,15:00:00,2019-08-08 15:00:00,11.65237,2019-08-08 15:01:00,30.739,2087.3494,1.4099262225639448
220.6667,23.65,35.0,7.7761,10.81,2019-08-08,15:59:59,2019-08-08 16:00:02,11.65237,2019-08-08 16:01:00,30.161,2055.7906000000003,1.2409760503522789
220.7083,24.5,35.0,7.8447,10.82,2019-08-08,16:59:59,2019-08-08 16:59:57,11.65237,2019-08-08 17:01:00,29.506,2020.0276,1.3994714304575027
220.75,25.6,35.0,7.9054,10.83,2019-08-08,17:59:59,2019-08-08 18:00:00,11.65237,2019-08-08 18:01:00,29.057,1995.5122,1.5670451331197948
220.7917,26.43,35.0,7.8768,10.84,2019-08-08,18:59:59,2019-08-08 19:00:02,11.65237,2019-08-08 19:01:00,30.284,2062.5064,1.5788936589398972
220.8333,26.53,35.0,7.8856,10.85,2019-08-08,19:59:59,2019-08-08 19:59:57,11.65237,2019-08-08 20:01:00,30.456,2071.8976,1.6214547152953085
220.875,22.91,35.0,7.8775,10.84,2019-08-08,20:59:59,2019-08-08 21:00:00,11.65237,2019-08-08 21:01:00,30.697,2085.0562,1.5603243550412147
220.9167,23.63,35.0,7.8936,10.83,2019-08-08,21:59:59,2019-08-08 22:00:02,11.65237,2019-08-08 22:01:00,30.954,2099.0884,1.6418971913030713
220.9583,22.16,35.0,7.9687,10.82,2019-08-08,22:59:59,2019-08-08 22:59:57,11.65237,2019-08-08 23:01:00,31.376,2122.1296,1.9235321120991091
221.0,22.23,35.0,7.9255,10.81,2019-08-08,23:59:59,2019-08-09 00:00:00,11.65237,2019-08-09 00:01:00,31.403,2123.6038,1.7667014189565802
221.0417,23.47,35.0,7.8974,10.81,2019-08-09,00:59:59,2019-08-09 01:00:02,11.65237,2019-08-09 01:01:00,31.419,2124.4774,1.687325828091622
221.0833,23.27,35.0,7.9249,10.82,2019-08-09,01:59:59,2019-08-09 01:59:57,11.65237,2019-08-09 02:01:00,31.24,2114.704,1.7667192765530135
221.125,23.14,35.0,7.9545,10.82,2019-08-09,02:59:59,2019-08-09 03:00:00,11.65237,2019-08-09 03:01:00,30.987,2100.8902,1.8518066595758302
221.1667,23.04,35.0,7.9394,10.81,2019-08-09,03:59:59,2019-08-09 04:00:02,11.65237,2019-08-09 04:01:00,30.712,2085.8752,1.77282709641664
221.2083,22.94,35.0,7.9923,10.81,2019-08-09,04:59:59,2019-08-09 04:59:57,11.65237,2019-08-09 05:01:00,30.251,2060.7046,1.9277680369799366
221.25,22.84,35.0,7.9681,10.81,2019-08-09,05:59:59,2019-08-09 06:00:00,11.65237,2019-08-09 06:01:00,29.802,2036.1892,1.7976935102587028
221.2917,22.64,35.0,7.9292,10.81,2019-08-09,06:59:59,2019-08-09 07:00:02,11.65237,2019-08-09 07:01:00,29.511,2020.3006,1.6365555219393948
221.3333,22.46,35.0,7.9206,10.81,2019-08-09,07:59:59,2019-08-09 07:59:57,11.65237,2019-08-09 08:01:00,30.421,2069.9866,1.6758961325130988
221.375,22.28,35.0,7.918,10.8,2019-08-09,08:59:59,2019-08-09 09:00:00,11.65237,2019-08-09 09:01:00,30.569,2078.0674,1.6759828716964198
221.4167,20.47,35.0,7.7322,10.79,2019-08-09,09:59:59,2019-08-09 10:00:02,11.65237,2019-08-09 10:01:00,30.848,2093.3008,1.1312460929335018
221.4583,20.72,35.0,7.7122,10.78,2019-08-09,10:59:59,2019-08-09 10:59:57,11.65237,2019-08-09 11:01:00,30.958,2099.3068000000003,1.0916610888382718
