Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
191.7917,24.4,35.0,7.9216,11.58,2020-07-09,19:00:00,2020-07-10 19:00:02,11.65237,7/10/2020 19:00,29.8,2036.08,1.6589277498785981,1.6059772885149155,1.6977158166256185,1.6598791815671259,1.8128110147483962
191.8333,24.74,35.0,7.9336,11.66,2020-07-09,19:59:59,2020-07-10 19:59:57,11.65237,7/10/2020 20:00,29.8,2036.08,1.7046637860230776,1.6483288980884483,1.74396017511277,1.7054844935376805,1.8624724530738663
191.875,24.74,35.0,7.9452,11.7,2020-07-09,20:59:59,2020-07-10 21:00:00,11.65237,7/10/2020 21:00,29.8,2036.08,1.7448137283143037,1.6873400836930175,1.7849113764807982,1.7456506078102376,1.9058337988507619
191.9167,24.87,35.0,7.9387,11.72,2020-07-09,21:59:59,2020-07-10 22:00:02,11.65237,7/10/2020 22:00,29.8,2036.08,1.7241924552175956,1.666453964850436,1.7637188919982199,1.724961077752469,1.8836595034495767
191.9583,24.92,35.0,7.9414,11.73,2020-07-09,22:59:59,2020-07-10 22:59:57,11.65237,7/10/2020 23:00,29.7,2030.62,1.7262399672173838,1.6719363886702696,1.765728421272174,1.726931763887411,1.8858668827611023
192.0,24.95,35.0,7.8858,11.74,2020-07-09,23:59:59,2020-07-11 00:00:00,11.65237,7/11/2020 0:00,29.8,2036.08,1.550462363663052,1.497358678587519,1.58636874135248,1.5511287388086672,1.6958446401707654
192.0417,25.26,35.0,7.7628,11.74,2020-07-10,00:59:59,2020-07-11 01:00:02,11.65237,7/11/2020 1:00,30.0,2047.0,1.2178375050511052,1.168622962908139,1.2463266562879534,1.2183314858228396,1.335055261646477
192.1667,23.91,35.0,7.8611,11.74,2020-07-10,03:59:59,2020-07-11 04:00:02,11.65237,7/11/2020 4:00,28.9,1986.94,1.397958276989177,1.3876363555219027,1.4317912585658825,1.3985559119538884,1.529592141567611
192.2083,23.45,35.0,7.86,11.74,2020-07-10,04:59:59,2020-07-11 04:59:57,11.65237,7/11/2020 5:00,28.9,1986.94,1.388703229308236,1.3805313323293047,1.422842714507228,1.3894594116351993,1.5192741523717885
192.25,23.5,35.0,7.8395,11.73,2020-07-10,05:59:59,2020-07-11 06:00:00,11.65237,7/11/2020 6:00,29.0,1992.4,1.3380261884665745,1.3256439826754773,1.3710722929950006,1.338792990989817,1.4644360027140044
