Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out
191.7917,24.4,35.0,7.9216,11.58,2020-07-09,19:00:00,2020-07-10 19:00:02,11.65237,7/10/2020 19:00,29.8,2036.08,1.6589277498785981
191.8333,24.74,35.0,7.9336,11.66,2020-07-09,19:59:59,2020-07-10 19:59:57,11.65237,7/10/2020 20:00,29.8,2036.08,1.7046637860230776
191.875,24.74,35.0,7.9452,11.7,2020-07-09,20:59:59,2020-07-10 21:00:00,11.65237,7/10/2020 21:00,29.8,2036.08,1.7448137283143037
191.9167,24.87,35.0,7.9387,11.72,2020-07-09,21:59:59,2020-07-10 22:00:02,11.65237,7/10/2020 22:00,29.8,2036.08,1.7241924552175956
191.9583,24.92,35.0,7.9414,11.73,2020-07-09,22:59:59,2020-07-10 22:59:57,11.65237,7/10/2020 23:00,29.7,2030.62,1.7262399672173838
192.0,24.95,35.0,7.8858,11.74,2020-07-09,23:59:59,2020-07-11 00:00:00,11.65237,7/11/2020 0:00,29.8,2036.08,1.550462363663052
192.0417,25.26,35.0,7.7628,11.74,2020-07-10,00:59:59,2020-07-11 01:00:02,11.65237,7/11/2020 1:00,30.0,2047.0,1.2178375050511052
192.1667,23.91,35.0,7.8611,11.74,2020-07-10,03:59:59,2020-07-11 04:00:02,11.65237,7/11/2020 4:00,28.9,1986.94,1.397958276989177
192.2083,23.45,35.0,7.86,11.74,2020-07-10,04:59:59,2020-07-11 04:59:57,11.65237,7/11/2020 5:00,28.9,1986.94,1.388703229308236
192.25,23.5,35.0,7.8395,11.73,2020-07-10,05:59:59,2020-07-11 06:00:00,11.65237,7/11/2020 6:00,29.0,1992.4,1.3380261884665745
192.2917,23.75,35.0,7.8384,11.73,2020-07-10,06:59:59,2020-07-11 07:00:02,11.65237,7/11/2020 7:00,29.2,2003.32,1.3512930016433016
192.3333,23.86,35.0,7.8161,11.73,2020-07-10,07:59:59,2020-07-11 07:59:57,11.65237,7/11/2020 8:00,29.5,2019.7,1.3102519357940436
192.375,23.68,35.0,7.8445,11.73,2020-07-10,08:59:59,2020-07-11 09:00:00,11.65237,7/11/2020 9:00,30.0,2047.0,1.420956565225133
192.4167,23.6,35.0,7.8278,11.73,2020-07-10,09:59:59,2020-07-11 10:00:02,11.65237,7/11/2020 10:00,30.0,2047.0,1.3715353539862438
192.4583,23.7,35.0,7.7998,11.73,2020-07-10,10:59:59,2020-07-11 10:59:57,11.65237,7/11/2020 11:00,30.1,2052.46,1.3011298704724732
192.5,23.75,35.0,7.7393,11.73,2020-07-10,11:59:59,2020-07-11 12:00:00,11.65237,7/11/2020 12:00,30.1,2052.46,1.1460265093500699
192.5417,23.83,35.0,7.6098,11.73,2020-07-10,12:59:59,2020-07-11 13:00:02,11.65237,7/11/2020 13:00,30.1,2052.46,0.8686794731340525
192.6667,24.27,35.0,7.6692,11.73,2020-07-10,15:59:59,2020-07-11 16:00:02,11.65237,7/11/2020 16:00,29.9,2041.54,0.9831822330027237
192.7083,24.3,35.0,7.9146,11.73,2020-07-10,16:59:59,2020-07-11 16:59:57,11.65237,7/11/2020 17:00,29.8,2036.08,1.634148601030593
192.75,24.45,35.0,7.9596,11.73,2020-07-10,17:59:59,2020-07-11 18:00:00,11.65237,7/11/2020 18:00,30.0,2047.0,1.807995735003486
192.7917,24.48,35.0,7.964,11.72,2020-07-10,18:59:59,2020-07-11 19:00:02,11.65237,7/11/2020 19:00,30.0,2047.0,1.8243920727301386
192.8333,24.58,35.0,7.9583,11.72,2020-07-10,19:59:59,2020-07-11 19:59:57,11.65237,7/11/2020 20:00,29.9,2041.54,1.796976775383808
192.875,24.48,35.0,7.9435,11.72,2020-07-10,20:59:59,2020-07-11 21:00:00,11.65237,7/11/2020 21:00,29.9,2041.54,1.743038925562372
192.9167,24.35,35.0,7.9176,11.72,2020-07-10,21:59:59,2020-07-11 22:00:02,11.65237,7/11/2020 22:00,29.9,2041.54,1.6525538431031346
192.9583,24.37,35.0,8.0126,11.72,2020-07-10,22:59:59,2020-07-11 22:59:57,11.65237,7/11/2020 23:00,30.0,2047.0,2.0065027720847666
193.0,24.48,35.0,7.9232,11.71,2020-07-10,23:59:59,2020-07-12 00:00:00,11.65237,7/12/2020 0:00,30.0,2047.0,1.6810979286083998
193.0417,24.48,35.0,7.8802,11.71,2020-07-11,00:59:59,2020-07-12 01:00:02,11.65237,7/12/2020 1:00,30.0,2047.0,1.5405841349925982
193.0833,24.53,35.0,7.7774,11.7,2020-07-11,01:59:59,2020-07-12 01:59:57,11.65237,7/12/2020 2:00,30.0,2047.0,1.2460483029871519
193.125,24.63,35.0,7.5694,11.7,2020-07-11,02:59:59,2020-07-12 03:00:00,11.65237,7/12/2020 3:00,30.0,2047.0,0.8001218304288782
193.1667,24.61,35.0,7.5178,11.7,2020-07-11,03:59:59,2020-07-12 04:00:02,11.65237,7/12/2020 4:00,30.0,2047.0,0.7148394739612279
193.2083,23.5,35.0,7.8196,11.69,2020-07-11,04:59:59,2020-07-12 04:59:57,11.65237,7/12/2020 5:00,29.9,2041.54,1.3406466887553072
193.25,23.4,35.0,7.8516,11.69,2020-07-11,05:59:59,2020-07-12 06:00:00,11.65237,7/12/2020 6:00,29.8,2036.08,1.4246540117780566
193.2917,23.4,35.0,7.8832,11.68,2020-07-11,06:59:59,2020-07-12 07:00:02,11.65237,7/12/2020 7:00,29.5,2019.7,1.4989602431514542
193.3333,23.34,35.0,7.8455,11.68,2020-07-11,07:59:59,2020-07-12 07:59:57,11.65237,7/12/2020 8:00,29.5,2019.7,1.3859398614515221
193.375,23.37,35.0,7.834,11.67,2020-07-11,08:59:59,2020-07-12 09:00:00,11.65237,7/12/2020 9:00,29.2,2003.32,1.3340833513018215
193.4167,23.27,35.0,7.8562,11.67,2020-07-11,09:59:59,2020-07-12 10:00:02,11.65237,7/12/2020 10:00,29.3,2008.78,1.4025104925760763
193.4583,23.22,35.0,7.8141,11.67,2020-07-11,10:59:59,2020-07-12 10:59:57,11.65237,7/12/2020 11:00,29.2,2003.32,1.277889126657725
193.5,23.29,35.0,7.8046,11.67,2020-07-11,11:59:59,2020-07-12 12:00:00,11.65237,7/12/2020 12:00,29.4,2014.24,1.2658049229188186
193.5417,23.34,35.0,7.7485,11.67,2020-07-11,12:59:59,2020-07-12 13:00:02,11.65237,7/12/2020 13:00,29.2,2003.32,1.1139892448066697
193.5833,23.55,35.0,7.6055,11.66,2020-07-11,13:59:59,2020-07-12 13:59:57,11.65237,7/12/2020 14:00,29.2,2003.32,0.8205925816952399
193.7083,24.19,35.0,7.8162,11.67,2020-07-11,16:59:59,2020-07-12 16:59:57,11.65237,7/12/2020 17:00,29.5,2019.7,1.314806850453184
193.75,24.71,35.0,7.8728,11.67,2020-07-11,17:59:59,2020-07-12 18:00:00,11.65237,7/12/2020 18:00,29.6,2025.16,1.4923179775285806
193.7917,24.84,35.0,7.9287,11.66,2020-07-11,18:59:59,2020-07-12 19:00:02,11.65237,7/12/2020 19:00,29.8,2036.08,1.6894432260588224
193.8333,24.84,35.0,7.9147,11.66,2020-07-11,19:59:59,2020-07-12 19:59:57,11.65237,7/12/2020 20:00,29.8,2036.08,1.6424131788433458
193.875,24.89,35.0,7.9105,11.66,2020-07-11,20:59:59,2020-07-12 21:00:00,11.65237,7/12/2020 21:00,29.7,2030.62,1.6216391233046217
193.9167,24.92,35.0,7.9149,11.66,2020-07-11,21:59:59,2020-07-12 22:00:02,11.65237,7/12/2020 22:00,29.6,2025.16,1.6288979759681872
193.9583,25.05,35.0,7.9247,11.66,2020-07-11,22:59:59,2020-07-12 22:59:57,11.65237,7/12/2020 23:00,29.3,2008.78,1.6399752743088558
194.0,25.0,35.0,7.9142,11.66,2020-07-11,23:59:59,2020-07-13 00:00:00,11.65237,7/13/2020 0:00,28.9,1986.94,1.5743828553802244
194.0417,24.92,35.0,7.8857,11.65,2020-07-12,00:59:59,2020-07-13 01:00:02,11.65237,7/13/2020 1:00,29.0,1992.4,1.4917946847639796
194.0833,25.0,35.0,7.8208,11.65,2020-07-12,01:59:59,2020-07-13 01:59:57,11.65237,7/13/2020 2:00,29.2,2003.32,1.3190429379403668
194.125,25.18,35.0,7.6563,11.65,2020-07-12,02:59:59,2020-07-13 03:00:00,11.65237,7/13/2020 3:00,29.6,2025.16,0.952996242197738
194.25,24.74,35.0,7.8139,11.64,2020-07-12,05:59:59,2020-07-13 06:00:00,11.65237,7/13/2020 6:00,30.1,2052.46,1.3537453311225116
194.2917,24.66,35.0,7.8411,11.63,2020-07-12,06:59:59,2020-07-13 07:00:02,11.65237,7/13/2020 7:00,30.2,2057.92,1.4376321645662864
194.3333,24.68,35.0,7.8722,11.63,2020-07-12,07:59:59,2020-07-13 07:59:57,11.65237,7/13/2020 8:00,30.2,2057.92,1.5326486739446363
194.375,24.61,35.0,7.8405,11.63,2020-07-12,08:59:59,2020-07-13 09:00:00,11.65237,7/13/2020 9:00,30.3,2063.38,1.4418747016957754
194.4167,24.55,35.0,7.8241,11.62,2020-07-12,09:59:59,2020-07-13 10:00:02,11.65237,7/13/2020 10:00,30.4,2068.84,1.399562929133719
194.4583,24.63,35.0,7.818,11.62,2020-07-12,10:59:59,2020-07-13 10:59:57,11.65237,7/13/2020 11:00,30.4,2068.84,1.3830790186370852
194.5,24.66,35.0,7.8141,11.62,2020-07-12,11:59:59,2020-07-13 12:00:00,11.65237,7/13/2020 12:00,30.3,2063.38,1.3659712130492654
194.5417,24.66,35.0,7.8164,11.62,2020-07-12,12:59:59,2020-07-13 13:00:02,11.65237,7/13/2020 13:00,30.2,2057.92,1.366096956607317
194.5833,24.89,35.0,7.765,11.62,2020-07-12,13:59:59,2020-07-13 13:59:57,11.65237,7/13/2020 14:00,30.1,2052.46,1.2244459511883459
194.625,25.29,35.0,7.6301,11.62,2020-07-12,14:59:59,2020-07-13 15:00:00,11.65237,7/13/2020 15:00,30.0,2047.0,0.9198394951132118
194.75,26.19,35.0,7.8617,11.62,2020-07-12,17:59:59,2020-07-13 18:00:00,11.65237,7/13/2020 18:00,29.9,2041.54,1.500772056669812
194.7917,26.51,35.0,7.9141,11.62,2020-07-12,18:59:59,2020-07-13 19:00:02,11.65237,7/13/2020 19:00,29.9,2041.54,1.6735250110354982
194.8333,26.59,35.0,7.9122,11.62,2020-07-12,19:59:59,2020-07-13 19:59:57,11.65237,7/13/2020 20:00,29.9,2041.54,1.6684054010425031
194.875,26.62,35.0,7.9045,11.62,2020-07-12,20:59:59,2020-07-13 21:00:00,11.65237,7/13/2020 21:00,29.9,2041.54,1.6432705974535462
194.9167,26.62,35.0,7.9079,11.61,2020-07-12,21:59:59,2020-07-13 22:00:02,11.65237,7/13/2020 22:00,29.8,2036.08,1.646880425939796
194.9583,26.59,35.0,7.8951,11.61,2020-07-12,22:59:59,2020-07-13 22:59:57,11.65237,7/13/2020 23:00,29.8,2036.08,1.6045472747932072
195.0,26.53,35.0,7.8869,11.61,2020-07-12,23:59:59,2020-07-14 00:00:00,11.65237,7/14/2020 0:00,29.8,2036.08,1.5773068655963405
195.0417,26.43,35.0,7.8852,11.61,2020-07-13,00:59:59,2020-07-14 01:00:02,11.65237,7/14/2020 1:00,29.9,2041.54,1.57771408584857
195.0833,26.37,35.0,7.8506,11.61,2020-07-13,01:59:59,2020-07-14 01:59:57,11.65237,7/14/2020 2:00,29.9,2041.54,1.4698080691088637
195.125,26.32,35.0,7.7727,11.6,2020-07-13,02:59:59,2020-07-14 03:00:00,11.65237,7/14/2020 3:00,30.0,2047.0,1.2574022124508637
195.1667,26.19,35.0,7.5746,11.6,2020-07-13,03:59:59,2020-07-14 04:00:02,11.65237,7/14/2020 4:00,29.9,2041.54,0.8224492891306856
195.2917,25.36,35.0,7.8273,11.59,2020-07-13,06:59:59,2020-07-14 07:00:02,11.65237,7/14/2020 7:00,29.9,2041.54,1.3872603342566217
195.3333,25.31,35.0,7.8842,11.58,2020-07-13,07:59:59,2020-07-14 07:59:57,11.65237,7/14/2020 8:00,29.8,2036.08,1.5506298573277268
195.375,25.31,35.0,7.9133,11.58,2020-07-13,08:59:59,2020-07-14 09:00:00,11.65237,7/14/2020 9:00,29.5,2019.7,1.6217724560186768
195.4167,25.23,35.0,7.9915,11.57,2020-07-13,09:59:59,2020-07-14 10:00:02,11.65237,7/14/2020 10:00,29.5,2019.7,1.894489796220865
195.4583,25.26,35.0,7.9745,11.57,2020-07-13,10:59:59,2020-07-14 10:59:57,11.65237,7/14/2020 11:00,29.5,2019.7,1.8323146697451018
195.5,25.29,35.0,7.9553,11.57,2020-07-13,11:59:59,2020-07-14 12:00:00,11.65237,7/14/2020 12:00,29.7,2030.62,1.7806836501950665
195.5417,25.36,35.0,7.9604,11.56,2020-07-13,12:59:59,2020-07-14 13:00:02,11.65237,7/14/2020 13:00,29.8,2036.08,1.8083509501012482
195.5833,25.5,35.0,7.9392,11.57,2020-07-13,13:59:59,2020-07-14 13:59:57,11.65237,7/14/2020 14:00,29.9,2041.54,1.7436814614070713
195.625,25.63,35.0,7.8647,11.56,2020-07-13,14:59:59,2020-07-14 15:00:00,11.65237,7/14/2020 15:00,29.9,2041.54,1.5018059610010832
195.6667,25.89,35.0,7.6538,11.56,2020-07-13,15:59:59,2020-07-14 16:00:02,11.65237,7/14/2020 16:00,30.0,2047.0,0.9747724937680666
195.75,26.11,35.0,7.7375,11.56,2020-07-13,17:59:59,2020-07-14 18:00:00,11.65237,7/14/2020 18:00,30.3,2063.38,1.1823753584694277
