Year Day,Temperature C,CO2,Battery,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
169.8751,22.26,345.9,11.99,2021-06-18 21:00:08,11.65237,2021-06-18 21:16:34,28.353,1957.0738,2.627567428640973,2.760113229787976,2.7100622993474954,2.630770998041042,2.8402694079087465
169.8959,22.21,334.5,11.99,2021-06-18 21:30:05,11.65237,2021-06-18 21:16:34,28.353,1957.0738,2.685061751578658,2.8210424697142455,2.7686529994334887,2.688330108662217,2.900468126018905
169.9168,22.21,348.3,11.99,2021-06-18 22:00:11,11.65237,2021-06-18 21:46:34,27.89,1931.794,2.5468051145562147,2.726090564440677,2.626872530563402,2.54981589092313,2.7532349561622276
169.9376,22.03,346.2,11.99,2021-06-18 22:30:08,11.65237,2021-06-18 22:16:34,27.051,1885.9846,2.432197976503723,2.71557942341784,2.508390512777238,2.4349090693723388,2.6283812993262026
169.9584,21.83,353.8,11.99,2021-06-18 23:00:05,11.65237,2021-06-18 22:46:34,25.845,1820.137,2.2247796305079963,2.6989570484092997,2.2942496299475583,2.226989665563462,2.4035562126182244
169.9793,21.71,333.6,11.99,2021-06-18 23:30:11,11.65237,2021-06-18 23:16:34,24.56,1749.976,2.134424989219489,2.9521714148341562,2.1989023819572635,2.1361264966005766,2.3009074488306536
170.0001,21.58,342.6,11.99,2021-06-19 00:00:08,11.65237,2021-06-19 00:16:34,28.373,1958.1658,2.6345471823772835,2.770680675184353,2.717780913884719,2.6380471930515244,2.8464287910946497
170.0209,21.44,397.1,11.99,2021-06-19 00:30:05,11.65237,2021-06-19 00:16:34,28.373,1958.1658,2.383065373304802,2.5067278208115242,2.461521638718878,2.386402431635962,2.5818424283684225
170.0418,21.53,439.0,11.99,2021-06-19 01:00:11,11.65237,2021-06-19 00:46:34,27.033,1885.0018,2.0522182660999966,2.295998192309165,2.120990947888641,2.054821477628049,2.2268975834258917
170.0626,21.31,463.6,11.99,2021-06-19 01:30:08,11.65237,2021-06-19 01:16:34,26.44,1852.624,1.8979215410852168,2.2041116966618035,1.962221204686574,1.9002814777486883,2.0605544437184213
170.0834,21.04,492.9,11.99,2021-06-19 02:00:05,11.65237,2021-06-19 01:46:34,26.094,1833.7324,1.7702887565221104,2.108661291297391,1.831145125203451,1.7725146001540097,1.9232540498296038
170.1043,20.92,622.8,11.99,2021-06-19 02:30:11,11.65237,2021-06-19 02:16:34,25.387,1795.1302,1.4088588714041026,1.7813120545628005,1.4595673072608155,1.4106186325530017,1.535095963595283
170.1251,20.87,682.6,11.98,2021-06-19 03:00:08,11.65237,2021-06-19 02:46:34,24.795,1762.807,1.2555719305987105,1.6882707368413012,1.3012627614342784,1.2570668759157826,1.3687885019662112
170.1459,20.77,717.6,11.98,2021-06-19 03:30:05,11.65237,2021-06-19 03:16:34,24.578,1750.9588,1.1856831942932509,1.6360069381814182,1.2292043326488917,1.1870914306801994,1.29299870399962
170.1668,20.77,788.2,11.98,2021-06-19 04:00:11,11.65237,2021-06-19 03:46:34,27.502,1910.6092,1.3402033988618511,1.464418060837635,1.3924399067630275,1.3424476042969016,1.4680616008470668
170.1876,21.06,762.9,11.98,2021-06-19 04:30:08,11.65237,2021-06-19 04:16:34,27.373,1903.5658,1.3682748497852237,1.5038142358701023,1.4209141629747153,1.3704574464223593,1.4981834609127147
170.2084,20.72,769.2,11.98,2021-06-19 05:00:05,11.65237,2021-06-19 04:46:34,27.259,1897.3414,1.344950748573195,1.4879973230900168,1.397032408332421,1.3471581911479995,1.472461944361002
170.2293,20.77,759.8,11.98,2021-06-19 05:30:11,11.65237,2021-06-19 05:16:34,27.28,1898.488,1.3609559234861075,1.5039228603994799,1.4134791411464278,1.3631747697713037,1.4897740363614778
170.2501,20.67,766.4,11.98,2021-06-19 06:00:08,11.65237,2021-06-19 05:46:34,27.205,1894.393,1.3435721948141015,1.4908951351725963,1.395577032121509,1.3457767525781694,1.4707810403477168
170.2709,20.79,815.4,11.98,2021-06-19 06:30:05,11.65237,2021-06-19 06:16:34,28.724,1977.3304,1.4102949275772976,1.4667560047770654,1.4659989785311323,1.412865123494549,1.5464760613212525
170.2918,20.74,825.1,11.98,2021-06-19 07:00:11,11.65237,2021-06-19 06:46:34,28.809,1981.9714,1.4036773208632032,1.4560071063667004,1.4593231594168463,1.4062664246065268,1.539487517059918
170.3126,20.72,833.6,11.98,2021-06-19 07:30:08,11.65237,2021-06-19 07:16:34,28.859,1984.7014,1.3961445539898454,1.445951032841358,1.4516426934135644,1.398737807963493,1.5314642018594966
170.3334,20.82,854.0,11.98,2021-06-19 08:00:05,11.65237,2021-06-19 07:46:34,28.891,1986.4486,1.3727906128971494,1.4199705285207431,1.4275687814333504,1.3753376340904204,1.5064790759178943
170.3543,20.89,813.1,11.98,2021-06-19 08:30:11,11.65237,2021-06-19 08:16:34,28.979,1991.2534,1.4375836062155598,1.4828433613863712,1.4942694609770155,1.4402131564998173,1.5765038952675812
170.3751,21.06,780.5,11.98,2021-06-19 09:00:08,11.65237,2021-06-19 08:46:34,29.092,1997.4232,1.4984641356623076,1.5399237594348,1.5568633535796335,1.5011501264339908,1.6424021612520305
170.3959,21.04,735.9,11.98,2021-06-19 09:30:05,11.65237,2021-06-19 09:16:34,29.12,1998.952,1.5728773486278131,1.6152652623110202,1.633393124060614,1.5756655433020406,1.722354505432692
170.4168,20.99,744.3,11.98,2021-06-19 10:00:11,11.65237,2021-06-19 09:16:34,29.12,1998.952,1.558129297490995,1.60029910577553,1.6182782388154942,1.560912030411042,1.7064709838903738
170.4584,20.97,757.7,11.98,2021-06-19 11:00:05,11.65237,2021-06-19 11:46:34,29.222,2004.5212,1.5455708239704042,1.582889270852457,1.605499583832691,1.5483626094875036,1.6931948711126232
170.4793,20.99,765.3,11.98,2021-06-19 11:30:11,11.65237,2021-06-19 11:46:34,29.222,2004.5212,1.5335777313587593,1.570514019017231,1.5931566244510775,1.5363495108356378,1.680337565398923
170.5001,20.89,798.7,11.98,2021-06-19 12:00:08,11.65237,2021-06-19 11:46:34,29.222,2004.5212,1.4806830702393854,1.5166449429449782,1.5388531789255178,1.483412345945543,1.623381553492342
170.5209,20.79,842.5,11.98,2021-06-19 12:30:05,11.65237,2021-06-19 12:16:34,29.082,1996.8772,1.4044662685100853,1.4445518556475507,1.4603857606479373,1.4070952932831582,1.5409644836645238
