Year Day,Temperature C,CO2,Battery,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
137.7536,18.21,882.3,12.02,2022-05-17 18:05:11,11.65237,2022-05-17 18:06:18,31.383,2122.5118,1.5229668219500738,1.5062850925383273,1.585951172828032,1.5265807755321097,1.668935587854295
137.7952,18.26,955.9,12.02,2022-05-17 19:05:05,11.65237,2022-05-17 19:06:18,31.282,2116.9972,1.4179458923558785,1.4036695077673575,1.4777528935079833,1.4213620063012662,1.5558463986951063
137.8369,17.36,889.1,12.01,2022-05-17 20:05:08,11.65237,2022-05-17 20:06:18,32.0,2156.2,1.5591105975439536,1.5353596588136769,1.6239133477668233,1.562946198184786,1.7070895244893036
137.8786,16.65,887.9,12.0,2022-05-17 21:05:11,11.65237,2022-05-17 21:06:18,32.441,2180.2786,1.5928480386017134,1.565758525739955,1.6591246823817614,1.5968360561536645,1.7424770233321034
137.9202,16.37,728.0,12.0,2022-05-17 22:05:05,11.65237,2022-05-17 22:06:18,32.617000000000004,2189.8882000000003,1.8797194122237568,1.8474934096020441,1.954097878179861,1.8842530342948636,2.0490252342939694
137.9619,16.37,706.6,11.99,2022-05-17 23:05:08,11.65237,2022-05-17 23:06:18,32.556,2186.5576,1.917023365586382,1.8847260332391123,1.9923584287761844,1.9216153567063714,2.088751726553962
138.0036,15.81,690.4,11.99,2022-05-18 00:05:11,11.65237,2022-05-18 00:06:18,32.892,2204.9032,1.9807895999047924,1.9462770035078962,2.0581214563404497,1.985546150857199,2.155781462604263
138.0452,14.68,672.4,11.99,2022-05-18 01:05:05,11.65237,2022-05-18 01:06:18,33.422,2233.8412,2.0657101584995967,2.030036477849277,2.1456936540746523,2.070646545168124,2.2438918108539125
138.0869,14.66,689.3,11.98,2022-05-18 02:05:08,11.65237,2022-05-18 02:06:18,33.386,2231.8756000000003,2.0229969243697496,1.9880656578320592,2.101886772046795,2.027853294884986,2.1984628293179282
138.1286,14.96,709.7,11.98,2022-05-18 03:05:11,11.65237,2022-05-18 03:06:18,33.214,2222.4844000000003,1.9635219895783238,1.9294207166441257,2.0407575879414503,1.9682700899868764,2.1358026749773087
138.1702,15.26,785.3,11.98,2022-05-18 04:05:05,11.65237,2022-05-18 04:06:18,32.985,2209.981,1.795355600041177,1.7642018507635044,1.867958097414011,1.7997862366799566,1.9570471256790518
138.2119,15.58,971.0,11.98,2022-05-18 05:05:08,11.65237,2022-05-18 05:06:18,32.449,2180.7154,1.4693009953868832,1.4455286026300207,1.5323195840337311,1.4730760711363529,1.6079226578948864
138.2536,15.67,1260.3,11.98,2022-05-18 06:05:11,11.65237,2022-05-18 06:06:18,32.034,2158.0564,1.1472260515478665,1.1303171589170227,1.1999956363299158,1.150334168170896,1.2600832136804316
138.2952,15.58,1534.3,11.98,2022-05-18 07:05:05,11.65237,2022-05-18 07:06:18,31.778,2144.0788,0.9456453556777997,0.9326577920999358,0.9915035422952997,0.9483164522578101,1.0407480084091218
138.3369,15.53,1673.3,11.98,2022-05-18 08:05:08,11.65237,2022-05-18 08:06:18,31.826,2146.6996,0.8753485549016917,0.8625652892948885,0.9187269263317068,0.877871724667897,0.9640028276029078
138.3786,15.56,1554.3,11.98,2022-05-18 09:05:11,11.65237,2022-05-18 09:06:18,32.029,2157.7834000000003,0.9491879222549972,0.9343126341148322,0.9952660491315481,0.9518842264503936,1.0446528180809316
138.4202,15.51,1397.1,11.98,2022-05-18 10:05:05,11.65237,2022-05-18 10:06:18,32.272,2171.0512,1.060803127000089,1.0432175199417402,1.1108227297083755,1.0637495313183074,1.1661142546150585
138.4619,15.19,1169.1,11.98,2022-05-18 11:05:08,11.65237,2022-05-18 11:06:18,32.911,2205.9406,1.2862125635784345,1.2628265884972174,1.3438523121176469,1.289655265590669,1.4099976455027157
138.5036,14.86,1002.6,11.98,2022-05-18 12:05:11,11.65237,2022-05-18 12:06:18,32.768,2198.1328000000003,1.44995223963989,1.4253221249371246,1.5126698116462962,1.4536957005297733,1.5859685132574752
138.5452,14.89,770.3,11.98,2022-05-18 13:05:05,11.65237,2022-05-18 13:06:18,33.324,2228.4904,1.8529799029672116,1.820424156308294,1.9273294271036097,1.857534302288343,2.0179169745551127
138.5869,14.91,749.2,11.98,2022-05-18 14:05:08,11.65237,2022-05-18 14:06:18,33.312,2227.8352,1.8925649231861679,1.8593941907876985,1.9679675214304382,1.8971915550419516,2.060161767377975
138.6286,15.3,749.1,11.97,2022-05-18 15:05:11,11.65237,2022-05-18 15:06:18,33.05,2213.53,1.870211992647288,1.8375727483939859,1.9448465234545935,1.8747859271951381,2.037039513435002
138.6702,15.88,770.5,11.98,2022-05-18 16:05:05,11.65237,2022-05-18 16:06:18,32.654,2191.9084000000003,1.7962503171391575,1.7659640652778348,1.8685759651615153,1.8006528049410668,1.9590310638469406
138.7119,16.67,802.5,11.98,2022-05-18 17:05:08,11.65237,2022-05-18 17:06:18,32.001000000000005,2156.2546,1.6849960753421538,1.661074344112648,1.753666077465824,1.6891007810944385,1.8409819403675007
138.7536,17.9,789.5,11.98,2022-05-18 18:05:11,11.65237,2022-05-18 18:06:18,31.082,2106.0772,1.632643355509772,1.6215648522465578,1.6987065928336353,1.6364357569031167,1.7858624791508122
138.7952,18.54,754.7,11.99,2022-05-18 19:05:05,11.65237,2022-05-18 19:06:18,30.402,2068.9492,1.6332916054691182,1.6373448245158935,1.6984717478844136,1.6368976313795716,1.786478076363141
138.8369,18.04,818.5,11.99,2022-05-18 20:05:08,11.65237,2022-05-18 20:06:18,31.009,2102.0914,1.5809510333508316,1.5712840700271304,1.645433319534585,1.5846312497575012,1.7305299183845055
138.8786,17.19,775.3,11.99,2022-05-18 21:05:11,11.65237,2022-05-18 21:06:18,31.859,2148.5014,1.7239583788679367,1.7003147040031787,1.7934083394738844,1.728079693009364,1.8834371886052101
138.9202,17.03,753.0,11.99,2022-05-18 22:05:05,11.65237,2022-05-18 22:06:18,32.056,2159.2576,1.781981451038573,1.7553842205581753,1.853197463264246,1.7862401231359073,1.9454083799366668
138.9619,16.65,672.4,11.98,2022-05-18 23:05:08,11.65237,2022-05-18 23:06:18,32.376000000000005,2176.7296000000006,1.9750314040854913,1.9429419600692817,2.0516741461511083,1.9796869347307258,2.1509191556537997
139.0036,16.3,657.0,11.98,2022-05-19 00:05:11,11.65237,2022-05-19 00:06:18,32.53,2185.138,2.022647891148239,1.989141899484964,2.10072225716459,2.0274218706849227,2.201027715021794
139.0452,15.44,632.0,11.98,2022-05-19 01:05:05,11.65237,2022-05-19 01:06:18,32.878,2204.1388,2.1111574580853603,2.0754343433474354,2.1919049080240702,2.1161402391562905,2.2935239792307587
139.0869,14.93,654.1,11.97,2022-05-19 02:05:08,11.65237,2022-05-19 02:06:18,33.117999999999995,2217.2428,2.0779631165923944,2.0424756407366544,2.15811077967661,2.0829033116690203,2.2573308383132518
139.1286,14.89,675.2,11.97,2022-05-19 03:05:11,11.65237,2022-05-19 03:06:18,33.148,2218.8808,2.031499701503058,1.9966815394939625,2.110488202563827,2.0363597817271675,2.2079110661686325
139.1702,15.09,687.9,11.96,2022-05-19 04:05:05,11.65237,2022-05-19 04:06:18,33.026,2212.2196000000004,1.9920349086482978,1.9579860309286832,2.0699193392268307,1.996819900204762,2.166328612888909
139.2119,15.44,762.6,11.97,2022-05-19 05:05:08,11.65237,2022-05-19 05:06:18,32.625,2190.325,1.8027480508130167,1.7733500871140286,1.8753727737463468,1.8071595992065606,1.9651122692743146
139.2536,15.7,937.0,11.97,2022-05-19 06:05:11,11.65237,2022-05-19 06:06:18,32.278,2171.3788,1.4996131125266485,1.4766830240085485,1.5634283109236573,1.5034305063224904,1.6406368101216988
139.2952,15.88,1223.9,11.97,2022-05-19 07:05:05,11.65237,2022-05-19 07:06:18,31.899,2150.6854000000003,1.1694857134966614,1.15333173912033,1.2228694077402544,1.1726293653654833,1.2844621640959661
139.3369,15.86,1596.6,11.97,2022-05-19 08:05:08,11.65237,2022-05-19 08:06:18,31.705,2140.093,0.9099847599306164,0.8976585151411511,0.9544859524138498,0.9125815497435154,1.0022177056727504
139.3786,15.86,1699.2,11.97,2022-05-19 09:05:11,11.65237,2022-05-19 09:06:18,31.682,2138.8372,0.8578850651917975,0.8461155451475366,0.9005008373479745,0.8603690629210105,0.9453256628097149
139.4202,15.74,1699.3,11.97,2022-05-19 10:05:05,11.65237,2022-05-19 10:06:18,31.974,2154.7804,0.872847196246649,0.8589404902666334,0.9161369869753094,0.8753809020390717,0.9615880894750365
139.4619,15.7,1461.7,11.97,2022-05-19 11:05:08,11.65237,2022-05-19 11:06:18,32.101,2161.7146,1.0095005625157318,0.9934353712599677,1.0576678276508023,1.0123324439679209,1.1105534445565344
139.5036,15.23,1069.8,11.97,2022-05-19 12:05:11,11.65237,2022-05-19 12:06:18,32.966,2208.9436,1.3924888146013392,1.3673664579709994,1.4534379469160534,1.3961491631347867,1.524769470784127
139.5452,14.77,916.8,11.96,2022-05-19 13:05:05,11.65237,2022-05-19 13:06:18,33.292,2226.7432,1.607962367083759,1.5793209561785586,1.6754934184419805,1.612047999736372,1.7556337934046031
139.5869,14.73,821.2,11.96,2022-05-19 14:05:08,11.65237,2022-05-19 14:06:18,33.318,2228.1628,1.7593643494992008,1.7284673833531239,1.831191174941125,1.7637372356464966,1.91763879737766
139.6286,14.66,787.9,11.96,2022-05-19 15:05:11,11.65237,2022-05-19 15:06:18,33.382000000000005,2231.657200000001,1.8236204518701211,1.7917412073244667,1.8972388994241194,1.828114278311275,1.9861316522546797
139.6702,14.77,795.8,11.96,2022-05-19 16:05:05,11.65237,2022-05-19 16:06:18,33.260000000000005,2224.996,1.798398515832482,1.7669828959172686,1.8712782534694712,1.8028414930378664,1.959406566383742
139.7119,14.89,810.5,11.96,2022-05-19 17:05:08,11.65237,2022-05-19 17:06:18,33.123999999999995,2217.5704,1.76048799742034,1.7298638313640975,1.8322640790574178,1.7648546755448788,1.9191140217013056
139.7536,15.09,911.2,11.96,2022-05-19 18:05:11,11.65237,2022-05-19 18:06:18,32.58,2187.868,1.5549803808912857,1.52980677994281,1.6206990250500635,1.5589196818742828,1.6991908513811005
139.7952,15.28,1014.9,11.96,2022-05-19 19:05:05,11.65237,2022-05-19 19:06:18,32.177,2165.8642,1.390377722433401,1.3701533864634285,1.4509811231272507,1.3939693982203842,1.52231724060797
139.8369,15.35,1074.9,11.96,2022-05-19 20:05:08,11.65237,2022-05-19 20:06:18,31.951,2153.5246,1.30713608985852,1.2898059288039243,1.365056609979409,1.3105464356919665,1.4325412271381845
139.8786,15.28,1084.1,11.96,2022-05-19 21:05:11,11.65237,2022-05-19 21:06:18,32.183,2166.1918,1.3151446214485387,1.2956761688385285,1.3734317525537945,1.318590209743178,1.441187421622386
139.9202,15.21,995.2,11.96,2022-05-19 22:05:05,11.65237,2022-05-19 22:06:18,32.489000000000004,2182.8994,1.4389719343332483,1.4157700634602195,1.5011893436022559,1.4426842613264006,1.5746706048623158
139.9619,14.98,955.2,11.96,2022-05-19 23:05:08,11.65237,2022-05-19 23:06:18,32.876999999999995,2204.0842,1.5204184944981218,1.494150827643229,1.5852457225066163,1.5243131255583773,1.661979256523331
140.0036,14.84,814.6,11.96,2022-05-20 00:05:11,11.65237,2022-05-20 00:06:18,33.083,2215.3318,1.748868832438962,1.71863145767097,1.820323358915101,1.7532081857649888,1.9065846173981194
