Year Day,Temperature C,CO2,Battery,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
166.8959,12.77,507.1,11.96,2018-06-15 21:30:05,11.65237,6/15/2018 21:30,30.115,2053.279,2.0954846798031674,2.1262093191184785,2.1739955434720017,2.0997577311271356,2.2667788960382635
166.9168,12.65,506.0,11.96,2018-06-15 22:00:11,11.65237,6/15/2018 22:00,30.079,2051.3134,2.093020186830895,2.1253653040211384,2.1714320602789434,2.097261595167702,2.263812875159427
166.9376,13.26,516.8,11.96,2018-06-15 22:30:08,11.65237,6/15/2018 22:30,30.08,2051.368,2.068106572946643,2.0992357192333535,2.1458770126207507,2.07240404515578,2.238879457006688
166.9584,12.58,492.4,11.96,2018-06-15 23:00:05,11.65237,6/15/2018 23:00,30.098,2052.3508,2.1365981892516985,2.168956073501869,2.216077560278421,2.140895816129032,2.309707374901875
166.9793,12.11,499.5,11.96,2018-06-15 23:30:11,11.65237,6/15/2018 23:30,30.103,2052.6238,2.1095222519566863,2.141707588134123,2.1883719651122875,2.113691274586492,2.280023218954281
167.0001,12.83,500.7,11.95,2018-06-16 00:00:08,11.65237,6/16/2018 0:00,30.104,2052.6784,2.1144166374530564,2.1458501009959017,2.1933635801029503,2.11872523956748,2.286889462056131
167.0209,12.61,507.0,11.96,2018-06-16 00:30:05,11.65237,6/16/2018 0:30,30.046,2049.5116,2.0855128066073325,2.1191828543030726,2.163703667696735,2.08972899303418,2.2557114909671987
167.0418,12.4,503.4,11.96,2018-06-16 01:00:11,11.65237,6/16/2018 1:00,30.113,2053.1698,2.102143112812969,2.1334793908692533,2.180825485157412,2.106360490726838,2.27294301342647
167.0626,13.01,511.8,11.96,2018-06-16 01:30:08,11.65237,6/16/2018 1:30,30.035,2048.911,2.0745121624829204,2.107986267211042,2.152401322145669,2.0787741397962924,2.2449803241610375
167.0834,12.29,509.3,11.96,2018-06-16 02:00:05,11.65237,6/16/2018 2:00,30.068,2050.7128,2.0775285073958267,2.1104587670498898,2.1555628026211653,2.0816789358766252,2.2465805145407365
167.1043,12.13,510.4,11.96,2018-06-16 02:30:11,11.65237,6/16/2018 2:30,30.084,2051.5864,2.074325186877134,2.1066836573424528,2.152302889670421,2.078442657553762,2.2428564629625685
167.1251,12.04,511.3,11.96,2018-06-16 03:00:08,11.65237,6/16/2018 3:00,30.102,2052.5692,2.0727808244006867,2.104445692797553,2.1507431302894955,2.0768813703535742,2.241053131912036
167.1459,12.02,512.7,11.95,2018-06-16 03:30:05,11.65237,6/16/2018 3:30,30.086,2051.6956,2.0664538662558773,2.098696788789165,2.1442422894857778,2.0705375298805793,2.234284922907238
167.1668,12.25,515.8,11.96,2018-06-16 04:00:11,11.65237,6/16/2018 4:00,30.094,2052.1324,2.060885780767805,2.092471365695676,2.138549336132011,2.0650094051342043,2.2289606603037884
167.1876,12.22,514.8,11.96,2018-06-16 04:30:08,11.65237,6/16/2018 4:30,30.101,2052.5146,2.064333814149085,2.095717749245953,2.142090161029696,2.06845815920417,2.2325501497675204
167.2084,12.02,514.0,11.96,2018-06-16 05:00:05,11.65237,6/16/2018 5:00,30.086,2051.6956,2.062601374634262,2.0947765541609042,2.140296104474659,2.0666793754836745,2.2302143875303577
167.2293,12.06,513.6,11.95,2018-06-16 05:30:11,11.65237,6/16/2018 5:30,30.119,2053.4974,2.0682201244913276,2.099081537072958,2.1460930760214247,2.0723217295299445,2.2363205498118153
167.2501,12.18,517.1,11.95,2018-06-16 06:00:08,11.65237,6/16/2018 6:00,30.106,2052.7876,2.0577006603443864,2.088803407096139,2.1353018549096796,2.0618083228392683,2.22545752628812
167.2709,12.29,517.6,11.96,2018-06-16 06:30:05,11.65237,6/16/2018 6:30,30.032,2048.7472,2.0486191681794264,2.0825518145570334,2.1259057589175687,2.052719105464445,2.2159471897668275
167.2918,12.27,521.5,11.96,2018-06-16 07:00:11,11.65237,6/16/2018 7:00,30.058,2050.1668,2.040156001023888,2.0728575436357795,2.11726846326027,2.0442450610455944,2.2070129215239263
167.3126,12.38,521.4,11.96,2018-06-16 07:30:08,11.65237,6/16/2018 7:30,30.091,2051.9686,2.0456509795111373,2.076964062709205,2.1229375764785936,2.0497760790674375,2.213152515221992
167.3334,12.4,523.6,11.96,2018-06-16 08:00:05,11.65237,6/16/2018 8:00,30.08,2051.368,2.0382072833516345,2.0698253597630605,2.1152976819508926,2.0423226391353104,2.2053033066904133
167.3543,12.25,525.0,11.96,2018-06-16 08:30:11,11.65237,6/16/2018 8:30,30.031,2048.6926,2.0266368663861556,2.060242103360861,2.103384107313457,2.0306962095388816,2.192610209784596
167.3751,12.58,534.9,11.96,2018-06-16 09:00:08,11.65237,6/16/2018 9:00,30.025,2048.365,2.0017366593135124,2.034789588496593,2.0778562337213273,2.005817711077184,2.1670099311006363
167.3959,12.31,532.5,11.96,2018-06-16 09:30:05,11.65237,6/16/2018 9:30,30.127,2053.9342,2.0174034347990215,2.04683886509867,2.094040778477419,2.021480567437341,2.183196088855291
167.4168,12.56,543.3,11.96,2018-06-16 10:00:11,11.65237,6/16/2018 10:00,30.056,2050.0576,1.9819821895339682,2.0134178168137957,2.0576494120750324,1.98603628296818,2.146122148650355
167.4376,12.61,547.2,11.96,2018-06-16 10:30:08,11.65237,6/16/2018 10:30,30.067,2050.6582,1.9732479039205395,2.0040287257527236,2.048708803017474,1.9772995190449858,2.1370097190712554
167.4584,13.01,553.8,11.96,2018-06-16 11:00:05,11.65237,6/16/2018 11:00,30.069,2050.7674,1.9603720773129152,1.9904019422502477,2.0354936178536023,1.9644674467671497,2.1242628415812943
167.4793,12.61,540.1,11.96,2018-06-16 11:30:11,11.65237,6/16/2018 11:30,30.091,2051.9686,1.9954165934536474,2.0256178095718442,2.0714591984929362,1.9995069870778859,2.160534719086362
167.5001,12.54,529.0,11.96,2018-06-16 12:00:08,11.65237,6/16/2018 12:00,30.096,2052.2416,2.0262672723485635,2.056871538703829,2.1030809087813944,2.030393319976548,2.1930329238828663
167.5209,12.79,541.3,11.96,2018-06-16 12:30:05,11.65237,6/16/2018 12:30,30.038,2049.0748,1.9879786373385102,2.0200111623316195,2.0637645476524464,1.9920763896030562,2.1529480718986727
167.5418,12.56,523.6,11.96,2018-06-16 13:00:11,11.65237,6/16/2018 13:00,29.931,2043.2326,2.0223131517323227,2.059801071804195,2.0988226510196917,2.0264016448643285,2.188519861384613
167.5626,12.29,523.1,11.96,2018-06-16 13:30:08,11.65237,6/16/2018 13:30,29.995,2046.727,2.028260305945398,2.063381361022855,2.105002080157581,2.0323220952512457,2.194337648414429
167.5834,12.56,524.6,11.96,2018-06-16 14:00:05,11.65237,6/16/2018 14:00,29.953,2044.4338,2.0220661135517175,2.0585920571222256,2.0985974983860696,2.0261589738544017,2.1883096307769643
167.6043,12.49,519.9,11.96,2018-06-16 14:30:11,11.65237,6/16/2018 14:30,30.023,2048.2558,2.0431437258697804,2.07714960653037,2.120281705223328,2.047270721565774,2.2106008600612435
167.6251,12.88,523.8,11.96,2018-06-16 15:00:08,11.65237,6/16/2018 15:00,30.055,2050.003,2.040218323748145,2.0723841611087583,2.117308238660056,2.044413179778163,2.2084714054613612
167.6459,12.22,516.3,11.96,2018-06-16 15:30:05,11.65237,6/16/2018 15:30,30.089,2051.8594,2.0584680330652274,2.0902501521876973,2.136066657691675,2.0625811369517644,2.2263238338958873
167.6668,12.22,513.8,11.96,2018-06-16 16:00:11,11.65237,6/16/2018 16:00,30.084,2051.5864,2.0652442864739835,2.097353850471056,2.1430015136132563,2.0693663540128293,2.233473578385323
167.6876,13.2,528.2,11.96,2018-06-16 16:30:08,11.65237,6/16/2018 16:30,30.065,2050.549,2.0325622421273652,2.063785846585084,2.109454043157063,2.0367944324112695,2.2011140300424414
167.7084,13.01,522.6,11.96,2018-06-16 17:00:05,11.65237,6/16/2018 17:00,30.027,2048.4742,2.0418657928061004,2.075088123567848,2.1189524373080437,2.046076912479634,2.2104431276347314
167.7293,13.33,527.1,11.97,2018-06-16 17:30:11,11.65237,6/16/2018 17:30,30.113,2053.1698,2.042958207185314,2.0722055402288713,2.1201516006903702,2.047233736283845,2.2125126669030437
167.7501,13.15,523.1,11.97,2018-06-16 18:00:08,11.65237,6/16/2018 18:00,30.128,2053.9888,2.054142989889795,2.0831887181013022,2.1316439393798436,2.05841448535403,2.2239756240317194
167.7709,13.04,516.4,11.97,2018-06-16 18:30:05,11.65237,6/16/2018 18:30,30.096,2052.2416,2.068590249438854,2.099336567890403,2.146410996065218,2.0728609617916103,2.238930782230078
167.7918,13.26,492.1,11.97,2018-06-16 19:00:11,11.65237,6/16/2018 19:00,30.11,2053.006,2.147240363389102,2.1784053327854296,2.22693965905435,2.1516629882771885,2.322556053889219
167.8126,13.17,484.5,11.97,2018-06-16 19:30:08,11.65237,6/16/2018 19:30,30.068,2050.7128,2.1652440052270197,2.1986698006180223,2.245320234714875,2.1696713395310456,2.3412458195099757
167.8334,13.01,487.3,11.98,2018-06-16 20:00:05,11.65237,6/16/2018 20:00,30.126,2053.8796,2.1614943046432145,2.1925311860785457,2.241571870528025,2.1659055940867487,2.337058169386579
167.8543,12.4,484.8,11.97,2018-06-16 20:30:11,11.65237,6/16/2018 20:30,30.163,2055.8998,2.1668229272867454,2.197090258306219,2.2471054772693404,2.171145911253539,2.3413222482680265
167.8751,12.34,483.4,11.97,2018-06-16 21:00:08,11.65237,6/16/2018 21:00,30.018,2047.9828,2.1525468257808926,2.1889781849238057,2.232305768963472,2.1568053566258976,2.3257700268136383
167.8959,12.52,489.4,11.97,2018-06-16 21:30:05,11.65237,6/16/2018 21:30,30.15,2055.19,2.1518496311546147,2.1822986204047576,2.2317589600645387,2.1561702531671747,2.3257830264049
167.9168,13.15,486.9,11.97,2018-06-16 22:00:11,11.65237,6/16/2018 22:00,30.073,2050.9858,2.1578877076902945,2.1909932818372373,2.2377998077725265,2.1623024815981298,2.3334492505694655
167.9376,13.29,499.3,11.97,2018-06-16 22:30:08,11.65237,6/16/2018 22:30,30.191,2057.4286,2.1349918355268036,2.162495724378612,2.214501757359288,2.139418061010552,2.3098858727123175
167.9584,13.2,503.4,11.97,2018-06-16 23:00:05,11.65237,6/16/2018 23:00,30.106,2052.7876,2.110804070989757,2.1416252819920785,2.189639344471567,2.115163253973706,2.283930960547859
167.9793,12.86,491.7,11.98,2018-06-16 23:30:11,11.65237,6/16/2018 23:30,30.156,2055.5176,2.149349766497311,2.1791004320142324,2.229190622791401,2.153726322675826,2.3239628399974985
168.0001,12.45,480.5,11.97,2018-06-17 00:00:08,11.65237,6/17/2018 0:00,30.129,2054.0434,2.1771631796067115,2.2090022687452713,2.257642749283131,2.181503068121832,2.3522652656553276
168.0209,11.82,493.2,11.97,2018-06-17 00:30:05,11.65237,6/17/2018 0:30,30.244,2060.3224,2.143206917434009,2.1703434889657633,2.2230346065308146,2.147392644196975,2.315194655551743
168.0418,13.01,514.1,11.96,2018-06-17 01:00:11,11.65237,6/17/2018 1:00,30.072,2050.9312,2.0721432715236503,2.1039969647026533,2.150022070956849,2.076409716426878,2.242563011563307
168.0626,12.47,511.1,11.97,2018-06-17 01:30:08,11.65237,6/17/2018 1:30,30.168,2056.1728,2.08633817229344,2.115057486568363,2.1647071109572176,2.090556895081148,2.256539002268922
168.0834,12.52,511.9,11.97,2018-06-17 02:00:05,11.65237,6/17/2018 2:00,30.02,2048.092,2.066637016297655,2.10117836308225,2.14434189204954,2.0708037002110173,2.2354969538886533
168.1043,12.77,514.4,11.97,2018-06-17 02:30:11,11.65237,6/17/2018 2:30,30.003,2047.1638,2.060108655099458,2.094982189045462,2.1376233787863517,2.064304643579251,2.229132442875642
168.1251,12.49,511.1,11.97,2018-06-17 03:00:08,11.65237,6/17/2018 3:00,30.12,2053.552,2.0807581924042426,2.111346510454151,2.1589319353082193,2.0849620011213905,2.2505805788835938
168.1459,12.06,509.0,11.97,2018-06-17 03:30:05,11.65237,6/17/2018 3:30,30.234,2059.7764,2.095913752813495,2.1225351491407816,2.174599535819788,2.1000804713416374,2.2658328952651217
168.1668,12.02,512.1,11.96,2018-06-17 04:00:11,11.65237,6/17/2018 4:00,30.155,2055.463,2.076571070540221,2.106128370623898,2.154691079412256,2.0806842666640795,2.245129656729566
168.1876,12.22,516.9,11.96,2018-06-17 04:30:08,11.65237,6/17/2018 4:30,30.141,2054.6986,2.0629538801399705,2.0926649569636426,2.1407262878275106,2.0670846606147646,2.2311821180238227
168.2084,12.18,519.7,11.96,2018-06-17 05:00:05,11.65237,6/17/2018 5:00,30.096,2052.2416,2.048896963858094,2.0802618461979985,2.126270857016338,2.052989452319361,2.216129633174729
168.2293,12.18,519.6,11.96,2018-06-17 05:30:11,11.65237,6/17/2018 5:30,30.097,2052.2962,2.0493080896295974,2.0806387290025867,2.126693271099123,2.053401399825262,2.216566472661617
168.2501,12.09,519.5,11.96,2018-06-17 06:00:08,11.65237,6/17/2018 6:00,30.175,2056.555,2.05792037065647,2.0863009084454376,2.1356116521584196,2.0620247186402114,2.22563219857619
168.2709,11.84,510.3,11.96,2018-06-17 06:30:05,11.65237,6/17/2018 6:30,30.178,2056.7188,2.0826844759990326,2.1115718476558896,2.1609777593368107,2.086772698775119,2.2512090841679013
168.2918,11.79,510.8,11.96,2018-06-17 07:00:11,11.65237,6/17/2018 7:00,30.168,2056.1728,2.079406322961321,2.108694235045805,2.15760634775916,2.0834765075674038,2.2476043408357005
168.3126,12.2,526.6,11.96,2018-06-17 07:30:08,11.65237,6/17/2018 7:30,30.095,2052.187,2.0290972068814446,2.0601401195909657,2.1059843132308704,2.033163961068579,2.1952396370349754
168.3334,12.16,526.8,11.96,2018-06-17 08:00:05,11.65237,6/17/2018 8:00,30.129,2054.0434,2.032111381273427,2.061860267653466,2.1091142489079635,2.036181831027038,2.1984093457766347
168.3543,12.43,535.4,11.96,2018-06-17 08:30:11,11.65237,6/17/2018 8:30,30.108,2052.8968,2.008396637380146,2.03832340395046,2.084786473166377,2.012478521592815,2.173900421999476
168.3751,12.43,534.6,11.96,2018-06-17 09:00:08,11.65237,6/17/2018 9:00,30.146,2054.9716,2.01511391318451,2.0436283132096866,2.0917159753540235,2.0192138332273184,2.181091339387106
168.3959,12.27,532.0,11.96,2018-06-17 09:30:05,11.65237,6/17/2018 9:30,30.159,2055.6814,2.022141868479746,2.050415257155685,2.098935270421627,2.0262251288953648,2.18818623580719
168.4168,12.11,524.8,11.96,2018-06-17 10:00:11,11.65237,6/17/2018 10:00,30.194,2057.5924,2.045027997221353,2.072429704961943,2.122426932563261,2.0491211925139043,2.212092595755168
168.4376,12.04,524.0,11.96,2018-06-17 10:30:08,11.65237,6/17/2018 10:30,30.093,2052.0778,2.0344974454216302,2.065870726900619,2.111513898276593,2.0385395699206663,2.2005721632287547
168.4584,12.16,529.2,11.96,2018-06-17 11:00:05,11.65237,6/17/2018 11:00,30.194,2057.5924,2.032982577495452,2.0601499159602836,2.1100856385209004,2.0370678149271026,2.1994727234000333
168.4793,12.02,522.8,11.96,2018-06-17 11:30:11,11.65237,6/17/2018 11:30,30.093,2052.0778,2.0377285017139672,2.0691771269992008,2.114824032239265,2.0417712717963523,2.203941321180082
168.5001,12.02,497.7,11.96,2018-06-17 12:00:08,11.65237,6/17/2018 12:00,30.121,2053.6066,2.1162600611314426,2.147885815464692,2.1952934865411553,2.1204240094665954,2.2869618485575334
168.5209,12.18,521.3,11.96,2018-06-17 12:30:05,11.65237,6/17/2018 12:30,30.178,2056.7188,2.0540559615045026,2.08216665549307,2.1316567678589586,2.0581733591625824,2.221765814024418
168.5418,12.16,520.0,11.96,2018-06-17 13:00:11,11.65237,6/17/2018 13:00,30.183,2056.9918,2.0582181794053573,2.0862133657027098,2.1359267657636445,2.062338824855078,2.226129447138458
168.5626,12.36,519.6,11.96,2018-06-17 13:30:08,11.65237,6/17/2018 13:30,30.17,2056.282,2.0601264947660662,2.088470524009923,2.1378642083202752,2.064286140208899,2.2285861330847694
168.5834,12.63,518.4,11.96,2018-06-17 14:00:05,11.65237,6/17/2018 14:00,30.031,2048.6926,2.0500936945089743,2.0837367140323453,2.127406740748265,2.0542573467293224,2.2182892666258214
168.6043,12.36,511.8,11.96,2018-06-17 14:30:11,11.65237,6/17/2018 14:30,30.024,2048.3104,2.065558646710745,2.1000773079794643,2.1432462627720152,2.0696952517379175,2.233994925842161
168.6251,12.86,522.0,11.96,2018-06-17 15:00:08,11.65237,6/17/2018 15:00,30.008,2047.4368,2.0395705757148797,2.0737377494801628,2.1165868695435273,2.0437512547792003,2.2076327476319038
168.6459,12.45,513.5,11.96,2018-06-17 15:30:05,11.65237,6/17/2018 15:30,30.122,2053.6612,2.0733779772515275,2.10380378988892,2.1513766496952433,2.0775639462495232,2.2426933587710898
168.6668,12.72,513.5,11.96,2018-06-17 16:00:11,11.65237,6/17/2018 16:00,30.135,2054.371,2.0781053551166324,2.1077701780082982,2.156224808974487,2.082348448772686,2.2483454514945196
168.6876,13.36,520.3,11.97,2018-06-17 16:30:08,11.65237,6/17/2018 16:30,30.071,2050.8766,2.0579617614833334,2.0891645937121814,2.135465265923537,2.0622550085506797,2.2283543559376966
168.7084,13.15,515.1,11.97,2018-06-17 17:00:05,11.65237,6/17/2018 17:00,30.136,2054.4256,2.07856854974245,2.1076757445455248,2.156671811814287,2.0828787616117053,2.2498216269788904
168.7293,13.04,508.7,11.97,2018-06-17 17:30:11,11.65237,6/17/2018 17:30,30.108,2052.8968,2.0930098106500408,2.1236593667733725,2.171434800127818,2.0973198320159687,2.2647692167149525
168.7501,12.95,507.6,11.97,2018-06-17 18:00:08,11.65237,6/17/2018 18:00,30.147,2055.0262,2.1000039586366865,2.1292467704722795,2.1786525424701555,2.1043193190659113,2.272043584862398
168.7709,12.65,502.9,11.97,2018-06-17 18:30:05,11.65237,6/17/2018 18:30,30.152,2055.2992,2.111383573494512,2.1409566536685634,2.1903282430594566,2.1156680515942172,2.2833791421192
168.7918,12.49,499.5,11.97,2018-06-17 19:00:11,11.65237,6/17/2018 19:00,30.278,2062.1788,2.1354666754930545,2.1604286417999803,2.2151495473857,2.1397854282377486,2.308719224317502
168.8126,12.58,481.2,11.96,2018-06-17 19:30:08,11.65237,6/17/2018 19:30,30.215,2058.739,2.1872235738920494,2.2153914459616137,2.2680446558654466,2.1916210251216293,2.3633926798383253
168.8334,12.56,483.8,11.96,2018-06-17 20:00:05,11.65237,6/17/2018 20:00,30.203,2058.0838,2.1769830673986457,2.2055291664540544,2.257550008393919,2.1813593325770846,2.352517017501528
168.8543,13.61,477.4,11.97,2018-06-17 20:30:11,11.65237,6/17/2018 20:30,30.207,2058.3022,2.21147683636855,2.2389370734052956,2.292760662299975,2.216060365781234,2.3913807356096637
168.8751,13.22,475.6,11.97,2018-06-17 21:00:08,11.65237,6/17/2018 21:00,30.176,2056.6096,2.2086777622660048,2.2380025713964637,2.289901596164156,2.2132002735336163,2.387441315921398
168.8959,12.92,473.1,11.97,2018-06-17 21:30:05,11.65237,6/17/2018 21:30,30.225,2059.285,2.2195567648720504,2.2473428182759028,2.3011216766836897,2.2240612481761137,2.398318097228495
168.9168,12.88,473.8,11.97,2018-06-17 22:00:11,11.65237,6/17/2018 22:00,30.215,2058.739,2.215441929472853,2.2436473668094052,2.296901695727144,2.2199317516436183,2.3938609034169795
168.9376,12.95,473.5,11.96,2018-06-17 22:30:08,11.65237,6/17/2018 22:30,30.231,2059.6126,2.219341250040408,2.2468299437171857,2.3009067044645266,2.223851516680392,2.3981772788236593
168.9584,12.86,469.9,11.97,2018-06-17 23:00:05,11.65237,6/17/2018 23:00,30.205,2058.193,2.2270995845266275,2.255927775372631,2.3088166267277597,2.2316008588094505,2.406074516860401
168.9793,12.83,452.7,11.96,2018-06-17 23:30:11,11.65237,6/17/2018 23:30,30.237,2059.9402,2.2908979500499598,2.3192832796060867,2.3741122506614794,2.2954933837076,2.4732668851931625
169.0001,12.83,455.9,11.96,2018-06-18 00:00:08,11.65237,6/18/2018 0:00,30.229,2059.5034,2.2784365349269238,2.306997247458095,2.3613588499546827,2.283012310450001,2.4601305150206483
169.0209,12.81,448.8,11.97,2018-06-18 00:30:05,11.65237,6/18/2018 0:30,30.22,2059.012,2.3025073358631096,2.3318297811221216,2.3859612164434805,2.3071120198858215,2.4853908125754627
169.0418,12.43,476.7,11.96,2018-06-18 01:00:11,11.65237,6/18/2018 1:00,30.224,2059.2304,2.2014144283782757,2.229582979894248,2.282583453660835,2.2058067589800725,2.378012815995526
169.0626,12.13,480.5,11.96,2018-06-18 01:30:08,11.65237,6/18/2018 1:30,30.259,2061.1414,2.1896697235071287,2.2165393738915324,2.2706150402020646,2.1939930474878713,2.364984539070781
169.0834,13.47,506.3,11.96,2018-06-18 02:00:05,11.65237,6/18/2018 2:00,30.048,2049.6208,2.0981576596779044,2.1308865600378644,2.1765889478739635,2.1025203385961064,2.2710424954020314
169.1043,13.22,506.1,11.96,2018-06-18 02:30:11,11.65237,6/18/2018 2:30,30.052,2049.8392,2.0962245436684306,2.129085580302923,2.1746403403562957,2.1005528247214844,2.2684442785734724
169.1251,13.22,500.6,11.96,2018-06-18 03:00:08,11.65237,6/18/2018 3:00,30.142,2054.7532,2.124080250647346,2.153563740719214,2.203275810889662,2.1284699360542296,2.298085599719649
169.1459,13.13,503.3,11.97,2018-06-18 03:30:05,11.65237,6/18/2018 3:30,30.142,2054.7532,2.114669054728975,2.1441234805070346,2.1936484291789284,2.119032011143443,2.2879384586770577
169.1668,13.01,502.5,11.96,2018-06-18 04:00:11,11.65237,6/18/2018 4:00,30.14,2054.644,2.115437761899323,2.1451423306280706,2.1944426136049326,2.1197838125783997,2.2884695085125926
169.1876,12.49,498.0,11.96,2018-06-18 04:30:08,11.65237,6/18/2018 4:30,30.166,2056.0636,2.1263576165991336,2.1557640117545622,2.2056836402956037,2.130638830208135,2.2988458558237097
169.2084,12.4,498.9,11.96,2018-06-18 05:00:05,11.65237,6/18/2018 5:00,30.2,2057.92,2.126676134387072,2.1547776126338283,2.206055044560634,2.130948441432581,2.299047451419042
169.2293,12.67,507.3,11.96,2018-06-18 05:30:11,11.65237,6/18/2018 5:30,30.146,2054.9716,2.097468455183937,2.1270467021564166,2.176070917052706,2.1017343847711083,2.268714255412616
169.2501,12.63,505.8,11.96,2018-06-18 06:00:08,11.65237,6/18/2018 6:00,30.131,2054.1526,2.0997233006251235,2.1300089000478843,2.178362851904799,2.103982471598619,2.2709682461719645
169.2709,12.63,514.0,11.96,2018-06-18 06:30:05,11.65237,6/18/2018 6:30,30.213,2058.6298,2.0849882705007827,2.1116856208678767,2.163374586816858,2.0892429639039065,2.2555875230081233
169.2918,12.36,506.0,11.96,2018-06-18 07:00:11,11.65237,6/18/2018 7:00,30.239,2060.0494,2.1091136012152636,2.135415740787333,2.188121466600174,2.11336071797998,2.280498097680262
169.3126,12.25,501.8,11.96,2018-06-18 07:30:08,11.65237,6/18/2018 7:30,30.238,2059.9948,2.1205963562118755,2.147220350261793,2.1998799741352015,2.124838869779962,2.2923586759249095
169.3334,12.34,505.5,11.96,2018-06-18 08:00:05,11.65237,6/18/2018 8:00,30.246,2060.4316,2.1112613483756744,2.137334820079885,2.190329777932843,2.1155093085094125,2.282734515064701
169.3543,12.38,509.4,11.96,2018-06-18 08:30:11,11.65237,6/18/2018 8:30,30.214,2058.6844,2.095984221146143,2.123079553613231,2.1746449540627046,2.1002103498880365,2.2666219664217166
169.3751,12.47,519.2,11.96,2018-06-18 09:00:08,11.65237,6/18/2018 9:00,30.192,2057.4832,2.0652125716797536,2.092633631457092,2.143098761437038,2.069404812350305,2.2342676026574204
169.3959,12.56,524.1,11.96,2018-06-18 09:30:05,11.65237,6/18/2018 9:30,30.192,2057.4832,2.0519797975678324,2.079101711393466,2.129540558704194,2.0561682429796635,2.2204861850627147
169.4168,12.63,529.2,11.96,2018-06-18 10:00:11,11.65237,6/18/2018 10:00,30.207,2058.3022,2.039917653225925,2.0661871273210526,2.11719861528905,2.0441031318884013,2.2079236393123933
169.4376,12.63,524.8,11.96,2018-06-18 10:30:08,11.65237,6/18/2018 10:30,30.219,2058.9574,2.053994178394978,2.079998578817505,2.1316343489007106,2.0582034651880026,2.2228372178339337
169.4584,12.77,526.3,11.96,2018-06-18 11:00:05,11.65237,6/18/2018 11:00,30.239,2060.0494,2.0536823301792713,2.078737557896329,2.131332686120031,2.05791876101493,2.2228730562077765
169.4793,12.83,529.5,11.96,2018-06-18 11:30:11,11.65237,6/18/2018 11:30,30.243,2060.2678,2.04566893801201,2.070385294684877,2.1231247974633805,2.0499036888592284,2.214543267953526
169.5001,12.83,530.0,11.96,2018-06-18 12:00:08,11.65237,6/18/2018 12:00,30.196,2057.7016,2.0386521495962167,2.0651090894029775,2.1158795349013326,2.0428664613933787,2.2070176695566253
169.5209,13.29,545.1,11.96,2018-06-18 12:30:05,11.65237,6/18/2018 12:30,30.233,2059.7218,2.006180095533411,2.030164456725351,2.082616967786721,2.0104188044773865,2.1737590651121272
169.5418,13.49,547.2,11.96,2018-06-18 13:00:11,11.65237,6/18/2018 13:00,30.159,2055.6814,1.9941461870588584,2.0205634756371675,2.0701768084788403,1.998375998700599,2.1612918336347007
