Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
138.9201,15.81,35.0,8.0404,11.73,2022-05-18,22:04:59,2022-05-18 22:04:56,11.65237,5/18/2022 22:00,29.8,2036.08,1.972820066032572,1.948951387698761,2.024113679559318,1.9760538693184126,2.1395516727070882
138.9618,16.49,35.0,7.9516,11.74,2022-05-18,23:04:59,2022-05-18 23:04:59,11.65237,5/18/2022 23:00,29.7,2030.62,1.647766759358579,1.627965515402975,1.6922638492591813,1.6505191273870228,1.791747654044606
139.0035,17.59,35.0,7.734,11.74,2022-05-19,00:04:59,2022-05-19 00:05:02,11.65237,5/19/2022 0:00,29.2,2003.32,1.0190866941790986,1.0141541378506826,1.0496420152258321,1.0208111388830254,1.113346495586992
139.0451,17.97,35.0,7.5989,11.75,2022-05-19,01:04:59,2022-05-19 01:04:56,11.65237,5/19/2022 1:00,29.2,2003.32,0.756097019269363,0.7500533256114832,0.7804932650507553,0.7575012633544779,0.8274086715469967
139.0868,15.05,35.0,7.9856,11.74,2022-05-19,02:04:59,2022-05-19 02:04:59,11.65237,5/19/2022 2:00,29.7,2030.62,1.7493582578352953,1.7316426293245486,1.7963577404310735,1.7522457870827346,1.898590138199505
139.1285,14.61,35.0,8.0045,11.72,2022-05-19,03:04:59,2022-05-19 03:05:02,11.65237,5/19/2022 3:00,29.6,2025.16,1.8039655756822743,1.7910442517291933,1.8521369437501376,1.8068443951575508,1.956377587055328
139.1701,14.45,35.0,8.0029,11.71,2022-05-19,04:04:59,2022-05-19 04:04:56,11.65237,5/19/2022 4:00,30.1,2052.46,1.8400258340496718,1.8073949494844959,1.8891350417274742,1.8432370970114635,1.9948479354938211
139.2118,14.13,35.0,7.9898,11.7,2022-05-19,05:04:59,2022-05-19 05:04:59,11.65237,5/19/2022 5:00,29.8,2036.08,1.7624158778954422,1.7419173803517758,1.8098975444115584,1.765326801216997,1.9109854843046163
139.2535,14.06,35.0,7.9846,11.7,2022-05-19,06:04:59,2022-05-19 06:05:02,11.65237,5/19/2022 6:00,29.9,2041.54,1.7514570862668941,1.7272751994859974,1.798758451661184,1.7544051693106888,1.8991112493215987
139.2951,13.95,35.0,7.9811,11.69,2022-05-19,07:04:59,2022-05-19 07:04:56,11.65237,5/19/2022 7:00,29.9,2041.54,1.7377334755394314,1.713743903747936,1.7847679975428863,1.740653873022613,1.8841800429756623
139.3368,14.02,35.0,7.9858,11.69,2022-05-19,08:04:59,2022-05-19 08:04:59,11.65237,5/19/2022 8:00,30.0,2047.0,1.7637963207231797,1.735929821292226,1.8113904627499224,1.7668144865526079,1.9122855014704767
139.3785,14.02,35.0,7.9747,11.69,2022-05-19,09:04:59,2022-05-19 09:05:02,11.65237,5/19/2022 9:00,30.0,2047.0,1.7241485724495507,1.6965618758009275,1.770926046840224,1.7271131393163328,1.8697311688141995
139.4201,14.04,35.0,7.9466,11.69,2022-05-19,10:04:59,2022-05-19 10:04:56,11.65237,5/19/2022 10:00,30.0,2047.0,1.6271884976267776,1.6002805184154667,1.671946692084117,1.630022314591078,1.7655940939359844
139.4618,14.06,35.0,7.8881,11.68,2022-05-19,11:04:59,2022-05-19 11:04:59,11.65237,5/19/2022 11:00,30.0,2047.0,1.4393116620830264,1.4138066483731482,1.4800843972820537,1.441885123583238,1.5633466592193346
139.5035,14.38,35.0,7.7617,11.68,2022-05-19,12:04:59,2022-05-19 12:05:02,11.65237,5/19/2022 12:00,29.6,2025.16,1.0747807621064185,1.0615666072627417,1.1074199286958981,1.0767003004292233,1.1697436430842516
139.5451,15.05,35.0,7.5801,11.68,2022-05-19,13:04:59,2022-05-19 13:04:56,11.65237,5/19/2022 13:00,29.9,2041.54,0.7269833884681035,0.7096304179197992,0.7515622499841991,0.7285363528200773,0.79239335880278
139.6701,14.45,35.0,7.9683,11.68,2022-05-19,16:04:59,2022-05-19 16:04:56,11.65237,5/19/2022 16:00,29.8,2036.08,1.6899406245236446,1.6692801992934858,1.7358774992828025,1.6927800341165764,1.833749042433538
139.7118,14.59,35.0,7.9901,11.67,2022-05-19,17:04:59,2022-05-19 17:04:59,11.65237,5/19/2022 17:00,29.9,2041.54,1.7772691926760358,1.752292531117379,1.825007204238961,1.7802881245920417,1.927775624457281
139.7535,14.29,35.0,8.0042,11.67,2022-05-19,18:04:59,2022-05-19 18:05:02,11.65237,5/19/2022 18:00,29.9,2041.54,1.825443916327614,1.8006116369505587,1.8742190718833303,1.828507178759403,1.9788985576059497
139.7951,14.18,35.0,7.9889,11.66,2022-05-19,19:04:59,2022-05-19 19:04:56,11.65237,5/19/2022 19:00,30.0,2047.0,1.7768015197779712,1.7486526118732537,1.8246376918336642,1.7798502449250122,1.9265353784827368
139.8368,14.2,35.0,7.9471,11.66,2022-05-19,20:04:59,2022-05-19 20:04:59,11.65237,5/19/2022 20:00,30.3,2063.38,1.654353797121315,1.6175787971485696,1.6997499997999472,1.6573989017790713,1.7950502173139715
139.8785,14.15,35.0,7.9394,11.66,2022-05-19,21:04:59,2022-05-19 21:05:02,11.65237,5/19/2022 21:00,30.2,2057.92,1.6197806735891327,1.586487415944121,1.6644307260790256,1.6227190151339572,1.75780574075284
139.9201,14.18,35.0,7.9379,11.65,2022-05-19,22:04:59,2022-05-19 22:04:56,11.65237,5/19/2022 22:00,30.1,2052.46,1.607274000975075,1.5771645868587976,1.6516272745510898,1.6101443312262451,1.7444194330757772
139.9618,14.24,35.0,7.9602,11.65,2022-05-19,23:04:59,2022-05-19 23:04:59,11.65237,5/19/2022 23:00,30.1,2052.46,1.683943815444948,1.6530395675554748,1.7298884552786093,1.6869260065142648,1.8269469615419502
140.0035,14.43,35.0,7.9065,11.65,2022-05-20,00:04:59,2022-05-20 00:05:02,11.65237,5/20/2022 0:00,30.5,2074.3,1.5369870199817683,1.4962846992089434,1.5799393761206653,1.5399763847309667,1.6691135727153221
140.0451,14.8,35.0,7.7512,11.65,2022-05-20,01:04:59,2022-05-20 01:04:56,11.65237,5/20/2022 1:00,30.5,2074.3,1.102066251120664,1.0689551417448688,1.1355141903845318,1.1043928170977653,1.1997273938981867
140.0868,15.07,35.0,7.6011,11.65,2022-05-20,02:04:59,2022-05-20 02:04:59,11.65237,5/20/2022 2:00,30.7,2085.22,0.7946507046991017,0.7653438581227158,0.8210341505973898,0.7965355176155091,0.8658908068348151
140.1285,14.02,35.0,7.9304,11.65,2022-05-20,03:04:59,2022-05-20 03:05:02,11.65237,5/20/2022 3:00,30.6,2079.76,1.6191092802165785,1.574840865663821,1.66387762826497,1.622244561697782,1.7567424858019571
140.1701,13.81,35.0,7.9536,11.63,2022-05-20,04:04:59,2022-05-20 04:04:56,11.65237,5/20/2022 4:00,30.7,2085.22,1.704717419318728,1.6565022679729506,1.7513299935521183,1.7080183833274352,1.8483265276627938
140.2118,13.77,35.0,7.9582,11.63,2022-05-20,05:04:59,2022-05-20 05:04:59,11.65237,5/20/2022 5:00,30.8,2090.68,1.728682024131156,1.6775138483515724,1.7758252200276823,1.7320702534790937,1.8739392619950717
140.2535,13.77,35.0,7.9547,11.62,2022-05-20,06:04:59,2022-05-20 06:05:02,11.65237,5/20/2022 6:00,30.7,2085.22,1.7081597524931338,1.6599199948630285,1.754848591806633,1.7114621016865896,1.8519488606383934
140.2951,13.74,35.0,7.9548,11.62,2022-05-20,07:04:59,2022-05-20 07:04:56,11.65237,5/20/2022 7:00,30.6,2079.76,1.7001064928026324,1.654661561041928,1.7466028522542263,1.7033396822151017,1.8432847919698052
140.3368,13.77,35.0,7.9496,11.62,2022-05-20,08:04:59,2022-05-20 08:04:59,11.65237,5/20/2022 8:00,30.5,2074.3,1.6742554273532841,1.631930308332776,1.7201804837557761,1.6773989567598346,1.8156050975097038
140.3785,13.79,35.0,7.9542,11.62,2022-05-20,09:04:59,2022-05-20 09:05:02,11.65237,5/20/2022 9:00,30.9,2096.14,1.7227916003535406,1.6693237153727112,1.7698370260831635,1.7262263572761096,1.867598224183873
140.4201,13.77,35.0,7.9521,11.61,2022-05-20,10:04:59,2022-05-20 10:04:56,11.65237,5/20/2022 10:00,31.0,2101.6,1.7231965423572122,1.66745515553204,1.7702789868170008,1.7266834876687154,1.8679348669009925
140.4618,13.7,35.0,7.9222,11.61,2022-05-20,11:04:59,2022-05-20 11:04:59,11.65237,5/20/2022 11:00,31.0,2101.6,1.6187376638161517,1.565553504887384,1.6636378004592174,1.6220467741207456,1.7555492829697956
140.5035,13.65,35.0,7.8664,11.61,2022-05-20,12:04:59,2022-05-20 12:05:02,11.65237,5/20/2022 12:00,31.1,2107.06,1.4451626278471137,1.394383181465219,1.4863831619785557,1.4482228398321957,1.568487071656502
140.5451,13.81,35.0,7.7228,11.61,2022-05-20,13:04:59,2022-05-20 13:04:56,11.65237,5/20/2022 13:00,31.1,2107.06,1.0566402489734943,1.015959868673345,1.0892561032650916,1.0590302210351872,1.1486251347318002
140.5868,14.22,35.0,7.554,11.61,2022-05-20,14:04:59,2022-05-20 14:04:59,11.65237,5/20/2022 14:00,31.1,2107.06,0.7204397644407387,0.6894405144235446,0.7451208793302778,0.7222328674513789,0.7836456539224209
140.7118,14.38,35.0,7.9939,11.61,2022-05-20,17:04:59,2022-05-20 17:04:59,11.65237,5/20/2022 17:00,31.0,2101.6,1.8841133188004109,1.823791749207124,1.9344048708689037,1.887909319233403,2.0417288042870845
140.7535,14.63,35.0,8.0013,11.6,2022-05-20,18:04:59,2022-05-20 18:05:02,11.65237,5/20/2022 18:00,31.0,2101.6,1.915476256909513,1.8540407767363825,1.966349073000874,1.9193367798021455,2.075816979451357
140.7951,15.14,35.0,7.959,11.6,2022-05-20,19:04:59,2022-05-20 19:04:56,11.65237,5/20/2022 19:00,30.9,2096.14,1.7550674041355723,1.6991369869034205,1.8025349472562622,1.7586380688122496,1.9047319490745345
140.8368,15.28,35.0,7.9719,11.6,2022-05-20,20:04:59,2022-05-20 20:04:59,11.65237,5/20/2022 20:00,30.4,2068.84,1.761770162262156,1.7189934391207813,1.809195323983332,1.765077493773421,1.9123496211617503
140.8785,15.42,35.0,7.9803,11.6,2022-05-20,21:04:59,2022-05-20 21:05:02,11.65237,5/20/2022 21:00,29.9,2041.54,1.7516213894915715,1.7255853583794771,1.7986419954456943,1.7546340912799783,1.9016985496662577
140.9201,15.44,35.0,7.9591,11.6,2022-05-20,22:04:59,2022-05-20 22:04:56,11.65237,5/20/2022 22:00,30.1,2052.46,1.6935853933873415,1.6609924934109623,1.7394783010924528,1.6966323226091606,1.8393897656018667
140.9618,15.4,35.0,7.966,11.6,2022-05-20,23:04:59,2022-05-20 23:04:59,11.65237,5/20/2022 23:00,30.3,2063.38,1.7337623062400294,1.6942974750895758,1.7805525982071673,1.7369755240165585,1.8824866090335972
141.0035,15.4,35.0,7.9601,11.6,2022-05-21,00:04:59,2022-05-21 00:05:02,11.65237,5/21/2022 0:00,29.7,2030.62,1.6641679933554443,1.6460991097492241,1.709334969871052,1.6669553139021762,1.8076526513787248
141.0451,15.53,35.0,7.8924,11.59,2022-05-21,01:04:59,2022-05-21 01:04:56,11.65237,5/21/2022 1:00,29.9,2041.54,1.460610089298551,1.4364337549201804,1.501557765779563,1.4632354205741644,1.5886761477122067
141.0868,15.65,35.0,7.7309,11.59,2022-05-21,02:04:59,2022-05-21 02:04:59,11.65237,5/21/2022 2:00,30.5,2074.3,1.0611512549118012,1.0282984926898593,1.09355425153185,1.0634438115481313,1.1565405656310335
141.1285,15.67,35.0,7.6128,11.59,2022-05-21,03:04:59,2022-05-21 03:05:02,11.65237,5/21/2022 3:00,30.3,2063.38,0.8050425324570833,0.7804534351221836,0.8315126144965401,0.8068563363415278,0.8781418168209026
141.1701,15.21,35.0,7.938,11.59,2022-05-21,04:04:59,2022-05-21 04:04:56,11.65237,5/21/2022 4:00,30.1,2052.46,1.6188257699144022,1.587366335552419,1.6632300198184975,1.621764916764869,1.758604276786349
141.2118,14.96,35.0,7.9607,11.58,2022-05-21,05:04:59,2022-05-21 05:04:59,11.65237,5/21/2022 5:00,29.8,2036.08,1.6693500819986096,1.6481184281492993,1.714761691378922,1.6721879287748966,1.8125054067529358
141.2535,14.96,35.0,7.9685,11.57,2022-05-21,06:04:59,2022-05-21 06:05:02,11.65237,5/21/2022 6:00,30.0,2047.0,1.7128147081661325,1.684137502787676,1.7591878271549553,1.7158210909603302,1.8592339324140186
141.2951,14.98,35.0,7.9488,11.57,2022-05-21,07:04:59,2022-05-21 07:04:56,11.65237,5/21/2022 7:00,29.9,2041.54,1.6369677534722584,1.6122923048085318,1.6817372724639,1.6398178947058453,1.7777332736922717
141.3368,15.05,35.0,7.9404,11.57,2022-05-21,08:04:59,2022-05-21 08:04:59,11.65237,5/21/2022 8:00,30.2,2057.92,1.6329634886515487,1.598444109997243,1.6777286554640305,1.635970926406995,1.7735390308323815
141.3785,15.14,35.0,7.9148,11.56,2022-05-21,09:04:59,2022-05-21 09:05:02,11.65237,5/21/2022 9:00,30.0,2047.0,1.5342175087992318,1.5068161035178507,1.5768371541653972,1.5369853323595517,1.6674030267947817
141.4201,15.07,35.0,7.9323,11.56,2022-05-21,10:04:59,2022-05-21 10:04:56,11.65237,5/21/2022 10:00,29.9,2041.54,1.5828328057777687,1.558385359317469,1.6264555164851475,1.5856132627396626,1.7196373934679563
141.4618,15.05,35.0,7.9103,11.56,2022-05-21,11:04:59,2022-05-21 11:04:59,11.65237,5/21/2022 11:00,30.3,2063.38,1.5410539414722884,1.5048654410528552,1.5839256563240045,1.5439802983429947,1.6745862077989686
141.5035,15.12,35.0,7.8869,11.56,2022-05-21,12:04:59,2022-05-21 12:05:02,11.65237,5/21/2022 12:00,30.3,2063.38,1.4677208260695274,1.4325250089372046,1.5090274046112633,1.4705414696041534,1.595661049468928
141.5451,15.16,35.0,7.8537,11.56,2022-05-21,13:04:59,2022-05-21 13:04:56,11.65237,5/21/2022 13:00,30.1,2052.46,1.3548141944526206,1.3263210068302673,1.3936424207181968,1.3573772774873365,1.4739037367530987
141.5868,15.4,35.0,7.7538,11.56,2022-05-21,14:04:59,2022-05-21 14:04:59,11.65237,5/21/2022 14:00,30.1,2052.46,1.0922051110281636,1.0666567299341971,1.1252464962278588,1.0943911370297352,1.1900131299025796
141.6285,15.79,35.0,7.6104,11.56,2022-05-21,15:04:59,2022-05-21 15:05:02,11.65237,5/21/2022 15:00,30.1,2052.46,0.7935985854847899,0.7721042119856131,0.8197324546193249,0.7953400126007257,0.8658784189956283
141.7535,15.65,35.0,7.9815,11.56,2022-05-21,18:04:59,2022-05-21 18:05:02,11.65237,5/21/2022 18:00,29.8,2036.08,1.75018110774496,1.727578781751647,1.7970739826626836,1.753136057163021,1.9005223202491306
141.7951,15.88,35.0,8.0007,11.55,2022-05-21,19:04:59,2022-05-21 19:04:56,11.65237,5/21/2022 19:00,29.6,2025.16,1.8051325839130878,1.790200731918879,1.8529963240066996,1.8080378242500492,1.959844255788796
141.8368,16.42,35.0,7.9915,11.55,2022-05-21,20:04:59,2022-05-21 20:04:59,11.65237,5/21/2022 20:00,29.7,2030.62,1.786882930352138,1.7667254794350875,1.8342311236437405,1.7898095563563003,1.9411814490241854
141.8785,16.53,35.0,8.0158,11.55,2022-05-21,21:04:59,2022-05-21 21:05:02,11.65237,5/21/2022 21:00,29.7,2030.62,1.8780898939232158,1.8574086821468514,1.9272189136465374,1.8811220379257627,2.0392451345613085
141.9201,16.53,35.0,8.0117,11.55,2022-05-21,22:04:59,2022-05-21 22:04:56,11.65237,5/21/2022 22:00,29.8,2036.08,1.8716098749593397,1.846715834136412,1.920646208064781,1.8746948108944834,2.0323304495741277
141.9618,16.58,35.0,8.0015,11.55,2022-05-21,23:04:59,2022-05-21 23:04:59,11.65237,5/21/2022 23:00,29.9,2041.54,1.8429501173362932,1.8141048513596396,1.8914313687039852,1.8460566948547446,2.001690551788087
142.0035,16.65,35.0,8.017,11.55,2022-05-22,00:04:59,2022-05-22 00:05:02,11.65237,5/22/2022 0:00,30.0,2047.0,1.9112355218733776,1.8777153796427828,1.9610802161248073,1.9144849608057806,2.0750820040985207
142.0451,16.7,35.0,7.9721,11.54,2022-05-22,01:04:59,2022-05-22 01:04:56,11.65237,5/22/2022 1:00,29.9,2041.54,1.737681195988324,1.7094375670877595,1.7839992280800308,1.740647892591117,1.8888187598079655
142.0868,16.93,35.0,7.8868,11.54,2022-05-22,02:04:59,2022-05-22 02:04:59,11.65237,5/22/2022 2:00,29.9,2041.54,1.458619657581327,1.4324495308684424,1.4990945738269779,1.4612142265520756,1.5885778069662138
142.1285,17.31,35.0,7.681,11.54,2022-05-22,03:04:59,2022-05-22 03:05:02,11.65237,5/22/2022 3:00,30.0,2047.0,0.9406434506216317,0.9177516272524254,0.9697536657413505,0.9425633124753522,1.0277734007697947
142.2118,15.81,35.0,7.9514,11.54,2022-05-22,05:04:59,2022-05-22 05:04:59,11.65237,5/22/2022 5:00,30.1,2052.46,1.671176562162461,1.6382535857816882,1.7165049774268755,1.6741935916277615,1.8159066070047356
142.2535,15.58,35.0,7.9697,11.52,2022-05-22,06:04:59,2022-05-22 06:05:02,11.65237,5/22/2022 6:00,30.1,2052.46,1.7324550646290178,1.6992213585030704,1.779106242894981,1.735556337354235,1.8813982024994103
142.2951,15.56,35.0,7.9778,11.52,2022-05-22,07:04:59,2022-05-22 07:04:56,11.65237,5/22/2022 7:00,29.9,2041.54,1.7443388619600384,1.71812636476265,1.7911724832009464,1.74734310913004,1.8941143987359046
142.3368,15.46,35.0,7.9768,11.51,2022-05-22,08:04:59,2022-05-22 08:04:59,11.65237,5/22/2022 8:00,29.9,2041.54,1.739610610245614,1.7135895497285833,1.786375539019567,1.7426079689772698,1.8888664136368323
142.3785,15.46,35.0,7.9679,11.51,2022-05-22,09:04:59,2022-05-22 09:05:02,11.65237,5/22/2022 9:00,30.0,2047.0,1.7164383681748083,1.6869965206326647,1.7627627156415173,1.7194612003053142,1.8639817891221981
142.4201,15.28,35.0,7.9685,11.51,2022-05-22,10:04:59,2022-05-22 10:04:56,11.65237,5/22/2022 10:00,30.0,2047.0,1.7164734860673796,1.6873053823593291,1.7628455424093734,1.7194937108537525,1.8637145873943486
142.4618,15.21,35.0,7.9673,11.5,2022-05-22,11:04:59,2022-05-22 11:04:59,11.65237,5/22/2022 11:00,30.1,2052.46,1.7196854978481126,1.6871593273235816,1.7661732235274166,1.7227643577646254,1.8670490489567944
142.5035,15.37,35.0,7.9614,11.5,2022-05-22,12:04:59,2022-05-22 12:05:02,11.65237,5/22/2022 12:00,30.1,2052.46,1.7008065046466214,1.668241669550537,1.746866149752412,1.7038624362982553,1.8470337717688117
142.5451,15.67,35.0,7.9506,11.5,2022-05-22,13:04:59,2022-05-22 13:04:56,11.65237,5/22/2022 13:00,29.9,2041.54,1.6508458923557618,1.625102132370212,1.695732093007275,1.653727312740984,1.793801432527983
142.5868,16.37,35.0,7.9023,11.5,2022-05-22,14:04:59,2022-05-22 14:04:59,11.65237,5/22/2022 14:00,30.1,2052.46,1.5151509556030474,1.4832067004950538,1.5570671486486118,1.5179433057191631,1.6487579848931129
142.6285,17.4,35.0,7.7931,11.51,2022-05-22,15:04:59,2022-05-22 15:05:02,11.65237,5/22/2022 15:00,30.0,2047.0,1.20466216684171,1.1779465086038539,1.2395729865483482,1.206939458609011,1.3145386494319173
142.6701,18.57,35.0,7.6123,11.51,2022-05-22,16:04:59,2022-05-22 16:04:56,11.65237,5/22/2022 16:00,30.0,2047.0,0.8170027204589975,0.7951663127718974,0.8427304235017119,0.8186767684638622,0.8943828548094707
142.7535,19.07,35.0,7.6928,11.53,2022-05-22,18:04:59,2022-05-22 18:05:02,11.65237,5/22/2022 18:00,29.1,1997.86,0.9394171075696971,0.9352711817026906,0.9674720092668727,0.9409031248660524,1.0281593573194152
142.7951,17.83,35.0,7.9898,11.52,2022-05-22,19:04:59,2022-05-22 19:04:56,11.65237,5/22/2022 19:00,29.0,1992.4,1.7384526395376458,1.7475600023700046,1.7839752556406867,1.7408073596201623,1.8909047878963139
142.8368,18.07,35.0,7.9851,11.51,2022-05-22,20:04:59,2022-05-22 20:04:59,11.65237,5/22/2022 20:00,29.2,2003.32,1.741908393581876,1.7403112554203393,1.7874552240116142,1.7443549580064752,1.8951108546941082
142.8785,18.04,35.0,7.9739,11.51,2022-05-22,21:04:59,2022-05-22 21:05:02,11.65237,5/22/2022 21:00,29.3,2008.78,1.7106469486815752,1.7042252452849835,1.755617784618474,1.7131228695630696,1.8615114833286948
142.9201,18.02,35.0,7.9788,11.51,2022-05-22,22:04:59,2022-05-22 22:04:56,11.65237,5/22/2022 22:00,29.5,2019.7,1.744327955930076,1.729044337538111,1.7900550449281638,1.7469569586235312,1.8978153568549634
142.9618,17.9,35.0,7.9679,11.51,2022-05-22,23:04:59,2022-05-22 23:04:59,11.65237,5/22/2022 23:00,29.6,2025.16,1.712824207011957,1.6937011744006254,1.7580121793695895,1.7154894603122612,1.86380288330353
