Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out
127.5406,12.58,35.0,7.8887,11.68,2021-05-07,12:58:31,2021-05-07 12:58:27,11.65237,5/7/2021 13:00,30.2,2057.92,1.4407788674171105
128.2906,13.56,35.0,8.3966,11.69,2021-05-08,06:58:31,2021-05-08 06:58:27,11.65237,5/8/2021 7:00,29.9,2041.54,3.754407314574106
128.3323,13.72,35.0,8.4077,11.69,2021-05-08,07:58:31,2021-05-08 07:58:30,11.65237,5/8/2021 8:00,30.2,2057.92,3.876245259211132
128.374,13.97,35.0,8.1964,11.69,2021-05-08,08:58:31,2021-05-08 08:58:33,11.65237,5/8/2021 9:00,30.4,2068.84,2.708715505447993
128.4156,13.49,35.0,8.0396,11.69,2021-05-08,09:58:31,2021-05-08 09:58:27,11.65237,5/8/2021 10:00,30.5,2074.3,2.0070287049031084
131.4156,13.17,35.0,8.1429,11.47,2021-05-11,09:58:31,2021-05-11 09:58:27,11.65237,5/11/2021 10:00,29.6,2025.16,2.3498691217991072
131.999,15.23,35.0,7.9609,11.47,2021-05-11,23:58:31,2021-05-11 23:58:33,11.65237,5/11/2021 23:45,30.0,2047.0,1.6893223177458143
132.2906,13.51,35.0,8.1061,11.43,2021-05-12,06:58:31,2021-05-12 06:58:27,11.65237,5/12/2021 7:00,29.2,2003.32,2.151280305087285
132.4156,13.29,35.0,7.7857,11.41,2021-05-12,09:58:31,2021-05-12 09:58:27,11.65237,5/12/2021 10:00,28.7,1976.02,1.072827902581168
132.749,13.83,35.0,8.1729,11.4,2021-05-12,17:58:31,2021-05-12 17:58:33,11.65237,5/12/2021 18:00,28.4,1959.64,2.3573007540300517
132.7906,14.18,35.0,8.1328,11.4,2021-05-12,18:58:31,2021-05-12 18:58:27,11.65237,5/12/2021 19:00,28.3,1954.18,2.176838288271137
132.8323,14.29,35.0,8.0423,11.4,2021-05-12,19:58:31,2021-05-12 19:58:30,11.65237,5/12/2021 20:00,28.4,1959.64,1.831390458285664
132.874,14.52,35.0,8.2456,11.4,2021-05-12,20:58:31,2021-05-12 20:58:33,11.65237,5/12/2021 21:00,28.6,1970.56,2.7353172395854854
132.9573,15.28,35.0,7.9601,11.41,2021-05-12,22:58:31,2021-05-12 22:58:30,11.65237,5/12/2021 23:00,28.6,1970.56,1.5746584112434348
132.999,15.4,35.0,7.8774,11.41,2021-05-12,23:58:31,2021-05-12 23:58:33,11.65237,5/12/2021 23:45,28.5,1965.1,1.3178188158681488
133.0406,14.06,35.0,7.985,11.4,2021-05-13,00:58:31,2021-05-13 00:58:27,11.65237,5/13/2021 1:00,28.7,1976.02,1.6522453147579348
133.0823,13.74,35.0,8.0095,11.39,2021-05-13,01:58:31,2021-05-13 01:58:30,11.65237,5/13/2021 2:00,28.9,1986.94,1.7510067878204734
133.124,13.63,35.0,8.0071,11.38,2021-05-13,02:58:31,2021-05-13 02:58:33,11.65237,5/13/2021 3:00,29.0,1992.4,1.7499269010480851
133.1656,13.49,35.0,7.9935,11.38,2021-05-13,03:58:31,2021-05-13 03:58:27,11.65237,5/13/2021 4:00,29.1,1997.86,1.7089226988787551
133.2073,13.51,35.0,7.9884,11.37,2021-05-13,04:58:31,2021-05-13 04:58:30,11.65237,5/13/2021 5:00,29.1,1997.86,1.691358684341619
136.249,15.35,35.0,7.9989,11.25,2021-05-16,05:58:31,2021-05-16 05:58:33,11.65237,5/16/2021 6:00,29.3,2008.78,1.7662498017148625
136.2906,15.07,35.0,7.9544,11.24,2021-05-16,06:58:31,2021-05-16 06:58:27,11.65237,5/16/2021 7:00,29.3,2008.78,1.6091466121179245
