Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out,Saturation Aragonite Out (MCHP73),"Saturation Aragonite Out (H73a,H73b,MCHP73)",Saturation Aragonite Out (MCHP73 refit),Saturation Aragonite Out (RRV93)
133.0823,13.74,35.0,8.0095,11.39,2021-05-13,01:58:31,2021-05-13 01:58:30,11.65237,5/13/2021 2:00,28.9,1986.94,1.7510067878204734,1.7726436106803793,1.797974561896774,1.7533443314629986,1.8976159800713799
133.124,13.63,35.0,8.0071,11.38,2021-05-13,02:58:31,2021-05-13 02:58:33,11.65237,5/13/2021 3:00,29.0,1992.4,1.7499269010480851,1.7662926214111168,1.796925169346414,1.7523110347204298,1.8963270115484767
133.1656,13.49,35.0,7.9935,11.38,2021-05-13,03:58:31,2021-05-13 03:58:27,11.65237,5/13/2021 4:00,29.1,1997.86,1.7089226988787551,1.7196117618123417,1.7551308124852432,1.7113051639345922,1.8521489297524891
133.2073,13.51,35.0,7.9884,11.37,2021-05-13,04:58:31,2021-05-13 04:58:30,11.65237,5/13/2021 5:00,29.1,1997.86,1.691358684341619,1.7017521752727218,1.7372017743369828,1.6937239625188356,1.8333374139077259
136.249,15.35,35.0,7.9989,11.25,2021-05-16,05:58:31,2021-05-16 05:58:33,11.65237,5/16/2021 6:00,29.3,2008.78,1.7662498017148625,1.7656750446505742,1.8133720009117071,1.7689320559415354,1.9170739840679074
136.2906,15.07,35.0,7.9544,11.24,2021-05-16,06:58:31,2021-05-16 06:58:27,11.65237,5/16/2021 7:00,29.3,2008.78,1.6091466121179245,1.6076629251600576,1.6531159153806054,1.611639958705876,1.7478074847448533
136.3323,14.91,35.0,7.9786,11.24,2021-05-16,07:58:31,2021-05-16 07:58:30,11.65237,5/16/2021 8:00,29.4,2014.24,1.6978882282511158,1.6928865964401998,1.7437595553308,1.700536528717507,1.8429706490164401
136.374,14.82,35.0,7.9816,11.24,2021-05-16,08:58:31,2021-05-16 08:58:33,11.65237,5/16/2021 9:00,29.4,2014.24,1.7073335203496571,1.7025081299454223,1.7534178549684876,1.7099893861231192,1.8529613536149547
136.4156,14.96,35.0,7.9669,11.23,2021-05-16,09:58:31,2021-05-16 09:58:27,11.65237,5/16/2021 10:00,29.4,2014.24,1.6581159993964072,1.652813156557569,1.703157962956598,1.6607186685889515,1.800319601490958
136.4573,15.14,35.0,7.9476,11.23,2021-05-16,10:58:31,2021-05-16 10:58:30,11.65237,5/16/2021 11:00,29.4,2014.24,1.5952507741498596,1.5893605065879626,1.6389510955658295,1.5977837920856264,1.733012587092765
136.499,15.44,35.0,7.8668,11.23,2021-05-16,11:58:31,2021-05-16 11:58:33,11.65237,5/16/2021 12:00,29.7,2030.62,1.3689986891674804,1.3516396661973928,1.4079565801361111,1.3714042129329826,1.4896613989097647
136.5406,16.42,35.0,7.6757,11.24,2021-05-16,12:58:31,2021-05-16 12:58:27,11.65237,5/16/2021 13:00,29.9,2041.54,0.9169176925250618,0.8968625575001847,0.9457406200937836,0.91878988179946,1.0009528808838846
136.6656,16.51,35.0,7.9489,11.25,2021-05-16,15:58:31,2021-05-16 15:58:27,11.65237,5/16/2021 16:00,29.9,2041.54,1.6547729606792647,1.6275871070034582,1.6994719702992047,1.6576423798537787,1.7993565759517993
136.7073,16.74,35.0,7.9819,11.24,2021-05-16,16:58:31,2021-05-16 16:58:30,11.65237,5/16/2021 17:00,29.9,2041.54,1.7731933894809992,1.744570772313396,1.8202131969285564,1.776202910420176,1.9270447159391675
136.749,17.21,35.0,7.9948,11.24,2021-05-16,17:58:31,2021-05-16 17:58:33,11.65237,5/16/2021 18:00,29.3,2008.78,1.774140177539779,1.7700442626728483,1.8207732975286288,1.776768025521802,1.9285483147050053
136.7906,17.4,35.0,7.9882,11.25,2021-05-16,18:58:31,2021-05-16 18:58:27,11.65237,5/16/2021 19:00,29.4,2014.24,1.7614595335716425,1.7521934090787878,1.8077913468063205,1.7641156943436878,1.9152693842823707
136.8323,17.64,35.0,8.0105,11.25,2021-05-16,19:58:31,2021-05-16 19:58:30,11.65237,5/16/2021 20:00,29.5,2019.7,1.8545730143813863,1.8402093660374046,1.9026823010982488,1.8573670826513742,2.01569525214348
136.874,17.83,35.0,8.0491,11.25,2021-05-16,20:58:31,2021-05-16 20:58:33,11.65237,5/16/2021 21:00,29.0,1992.4,1.9578190090858734,1.969865098041375,2.0076583179394882,1.9603832182714864,2.1263389931253305
137.124,17.59,35.0,8.0539,11.24,2021-05-17,02:58:31,2021-05-17 02:58:33,11.65237,5/17/2021 3:00,29.0,1992.4,1.9732356904293369,1.9861932769232535,2.023491716924019,1.9758430160449612,2.1424751444436163
141.9156,18.92,35.0,8.1095,11.08,2021-05-21,21:58:31,2021-05-21 21:58:27,11.65237,5/21/2021 22:00,29.3,2008.78,2.2512809012167145,2.2440372169526506,2.3061618194991316,2.254143297217852,2.44233937342543
141.9573,18.68,35.0,8.0514,11.07,2021-05-21,22:58:31,2021-05-21 22:58:30,11.65237,5/21/2021 23:00,29.4,2014.24,2.0167940229973946,2.004222555102328,2.0674633493051098,2.0195471388184956,2.191202109650835
142.0406,18.3,35.0,8.0542,11.06,2021-05-22,00:58:31,2021-05-22 00:58:27,11.65237,5/22/2021 1:00,29.6,2025.16,2.041895978814457,2.0204569951747735,2.093342054305288,2.0448683415347593,2.217638363000513
142.0823,18.26,35.0,8.0436,11.06,2021-05-22,01:58:31,2021-05-22 01:58:30,11.65237,5/22/2021 2:00,29.6,2025.16,1.999095264445986,1.977930045446585,2.0497413634673247,2.002028109491766,2.1717205731124354
142.124,18.3,35.0,8.0564,11.06,2021-05-22,02:58:31,2021-05-22 02:58:33,11.65237,5/22/2021 3:00,29.6,2025.16,2.050751797599083,2.029283954750397,2.1023672843257533,2.0537335687253826,2.2271227031910654
142.1656,18.37,35.0,8.0277,11.06,2021-05-22,03:58:31,2021-05-22 03:58:27,11.65237,5/22/2021 4:00,29.6,2025.16,1.9385386303811036,1.9172371281038976,1.9879506585571303,1.9413897738617483,2.106964094994656
142.2073,18.45,35.0,7.9946,11.06,2021-05-22,04:58:31,2021-05-22 04:58:30,11.65237,5/22/2021 5:00,29.6,2025.16,1.8152941940226555,1.7942531932282555,1.8622416085299776,1.8180004207187157,1.9747658081603472
142.249,18.8,35.0,7.8578,11.06,2021-05-22,05:58:31,2021-05-22 05:58:33,11.65237,5/22/2021 6:00,29.6,2025.16,1.3725476368182759,1.3530742260729736,1.4102596731052277,1.3747201864086531,1.4979147199473097
142.2906,18.92,35.0,7.7278,11.06,2021-05-22,06:58:31,2021-05-22 06:58:27,11.65237,5/22/2021 7:00,29.6,2025.16,1.0388436604982352,1.0217076475649975,1.0693152057411763,1.040629228251036,1.1362404138066162
142.3323,18.23,35.0,7.8812,11.06,2021-05-22,07:58:31,2021-05-22 07:58:30,11.65237,5/22/2021 8:00,29.6,2025.16,1.4351462566293423,1.4165039457405406,1.4744704151413297,1.4374585939028037,1.5648971287044562
142.374,17.76,35.0,7.9512,11.04,2021-05-22,08:58:31,2021-05-22 08:58:33,11.65237,5/22/2021 9:00,29.5,2019.7,1.6456217045016186,1.6311006863801119,1.689482677972901,1.648170792666571,1.7912372894028628
142.4156,17.64,35.0,7.9618,11.04,2021-05-22,09:58:31,2021-05-22 09:58:27,11.65237,5/22/2021 10:00,29.6,2025.16,1.68841996355597,1.6700117463039132,1.7332397070156806,1.6910852288856626,1.8371724675576808
156.6656,17.47,35.0,7.9721,10.58,2021-06-05,15:58:31,2021-06-05 15:58:27,11.65237,6/5/2021 16:00,29.4,2014.24,1.7055797555298753,1.6960187233041424,1.7507557960037279,1.7081679539574872,1.8552975660633766
156.7073,17.85,35.0,7.9037,10.58,2021-06-05,16:58:31,2021-06-05 16:58:30,11.65237,6/5/2021 17:00,29.0,1992.4,1.4561883596371337,1.461718165716126,1.4959420580174165,1.4582646600671205,1.5868928108541271
156.749,18.57,35.0,7.8854,10.59,2021-06-05,17:58:31,2021-06-05 17:58:33,11.65237,6/5/2021 18:00,28.9,1986.94,1.4025451057769138,1.410288811190143,1.4407946700658814,1.4044418832873669,1.5297820079545543
156.7906,19.6,35.0,7.7527,10.6,2021-06-05,18:58:31,2021-06-05 18:58:27,11.65237,6/5/2021 19:00,28.8,1981.48,1.0606192469845346,1.0658257445269441,1.0909658967391223,1.062041071130391,1.1603232841118856
156.874,18.78,35.0,7.9839,10.62,2021-06-05,20:58:31,2021-06-05 20:58:33,11.65237,6/5/2021 21:00,29.1,1997.86,1.7383409113622679,1.7396813563084093,1.7833959133557524,1.740624901701931,1.8921855704447013
156.9156,18.76,35.0,7.9866,10.61,2021-06-05,21:58:31,2021-06-05 21:58:27,11.65237,6/5/2021 22:00,29.2,2003.32,1.7561171130842905,1.752652986940264,1.8015736268483857,1.7584794222133846,1.9113495773059472
156.9573,18.68,35.0,7.979,10.61,2021-06-05,22:58:31,2021-06-05 22:58:30,11.65237,6/5/2021 23:00,29.2,2003.32,1.7282643243007934,1.724890005204201,1.7732109088231176,1.730612446658385,1.8812833274616756
156.999,18.73,35.0,7.9818,10.6,2021-06-05,23:58:31,2021-06-05 23:58:33,11.65237,6/5/2021 23:45,29.3,2008.78,1.7471991486856269,1.7389813288238827,1.7925306101796359,1.7496158344706845,1.9017844767674017
157.0406,19.0,35.0,7.9852,10.6,2021-06-06,00:58:31,2021-06-06 00:58:27,11.65237,6/6/2021 1:00,29.6,2025.16,1.7884055104176675,1.7658058155644225,1.8345003245895368,1.790993704233525,1.9466330578387878
157.0823,18.97,35.0,7.9809,10.61,2021-06-06,01:58:31,2021-06-06 01:58:30,11.65237,6/6/2021 2:00,29.5,2019.7,1.7640664479695212,1.7460105438752738,1.8096620499640295,1.7665764895813023,1.9203674778645485
157.124,19.0,35.0,7.98,10.6,2021-06-06,02:58:31,2021-06-06 02:58:33,11.65237,6/6/2021 3:00,29.4,2014.24,1.7527987512790797,1.7391398418203152,1.7981180475784064,1.7552343045694794,1.90823299171984
157.1656,18.9,35.0,7.9701,10.61,2021-06-06,03:58:31,2021-06-06 03:58:27,11.65237,6/6/2021 4:00,29.4,2014.24,1.716673000186711,1.7033456256128365,1.761330016944577,1.7190893158351443,1.8692295011231277
157.2073,18.83,35.0,7.9449,10.6,2021-06-06,04:58:31,2021-06-06 04:58:30,11.65237,6/6/2021 5:00,29.4,2014.24,1.6297297212217043,1.616669448021887,1.6726746950758289,1.6320692289271805,1.775513002765463
157.249,18.68,35.0,7.8773,10.6,2021-06-06,05:58:31,2021-06-06 05:58:33,11.65237,6/6/2021 6:00,29.5,2019.7,1.4216640022392062,1.4055945397542633,1.4604415346499493,1.4238582693336714,1.5508480581657231
157.4156,18.35,35.0,7.8593,10.61,2021-06-06,09:58:31,2021-06-06 09:58:27,11.65237,6/6/2021 10:00,30.1,2052.46,1.4055132491529267,1.3715950873985963,1.4442980652084108,1.408015016165023,1.5330757237152803
157.4573,18.04,35.0,7.9241,10.59,2021-06-06,10:58:31,2021-06-06 10:58:30,11.65237,6/6/2021 11:00,30.1,2052.46,1.605250420024661,1.5688221922356222,1.6483383709871735,1.6080426861240686,1.7482684498352772
157.499,17.78,35.0,7.9484,10.59,2021-06-06,11:58:31,2021-06-06 11:58:33,11.65237,6/6/2021 12:00,30.1,2052.46,1.6843066224387686,1.6473112797396945,1.7291360495426817,1.6872286782292687,1.8330556611428668
157.5406,17.95,35.0,7.962,10.58,2021-06-06,12:58:31,2021-06-06 12:58:27,11.65237,6/6/2021 13:00,30.2,2057.92,1.7421545268324983,1.7005611772237907,1.7880999900575598,1.7451867960539227,1.8955543280444864
157.5823,17.78,35.0,7.9536,10.58,2021-06-06,13:58:31,2021-06-06 13:58:30,11.65237,6/6/2021 14:00,30.0,2047.0,1.6942494920405735,1.660488976670895,1.7392500031023121,1.6971292584948154,1.843748144107496
157.624,17.69,35.0,7.9631,10.57,2021-06-06,14:58:31,2021-06-06 14:58:33,11.65237,6/6/2021 15:00,30.2,2057.92,1.7427963153546167,1.7018438979258266,1.7888834062403927,1.7458587675540282,1.8958621239660798
157.6656,18.18,35.0,7.9548,10.57,2021-06-06,15:58:31,2021-06-06 15:58:27,11.65237,6/6/2021 16:00,30.0,2047.0,1.7033989119839932,1.6685202012887013,1.7483828944651556,1.7062427787681336,1.8541653586730356
157.7073,18.95,35.0,7.9514,10.58,2021-06-06,16:58:31,2021-06-06 16:58:30,11.65237,6/6/2021 17:00,30.0,2047.0,1.7013523879975931,1.664367641283205,1.7458624655338693,1.7040800661686883,1.8530153310413284
157.749,19.57,35.0,7.9359,10.59,2021-06-06,17:58:31,2021-06-06 17:58:33,11.65237,6/6/2021 18:00,30.0,2047.0,1.656145352848286,1.6179796203783627,1.6993525800357572,1.6587094089818502,1.8051080159039719
157.7906,20.7,35.0,7.8506,10.61,2021-06-06,18:58:31,2021-06-06 18:58:27,11.65237,6/6/2021 19:00,29.6,2025.16,1.3740855843997115,1.349756679668306,1.4105826517674558,1.3759269988885534,1.501573653345977
189.5417,23.01,35.0,7.7087,9.96,2021-07-08,13:00:00,2021-07-08 13:00:02,11.65237,7/8/2021 13:00,31.0,2101.6,1.1114777147767851,1.0567196655922675,1.1404810846178612,1.1130406646779896,1.2181704011963732
189.625,23.29,35.0,7.8178,10.04,2021-07-08,14:59:59,2021-07-08 15:00:00,11.65237,7/8/2021 15:00,31.0,2101.6,1.4032773872174973,1.3342822584072946,1.4382407858921364,1.4050495009588593,1.5352364218758325
189.6667,23.29,35.0,7.8581,10.06,2021-07-08,15:59:59,2021-07-08 16:00:02,11.65237,7/8/2021 16:00,30.9,2096.14,1.5184444234644372,1.4462253752765066,1.5557970613725962,1.520282300646568,1.6600197979479554
189.7083,23.34,35.0,7.863,10.07,2021-07-08,16:59:59,2021-07-08 16:59:57,11.65237,7/8/2021 17:00,30.7,2085.22,1.5204971754395415,1.4521554302313642,1.557810772595259,1.5222249117737054,1.6623404259407737
189.75,23.57,35.0,7.8714,10.07,2021-07-08,17:59:59,2021-07-08 18:00:00,11.65237,7/8/2021 18:00,30.8,2090.68,1.557286283961651,1.484129108048014,1.5951154455979613,1.5590084119091958,1.7022977384990823
189.7917,23.73,35.0,7.8643,10.09,2021-07-08,18:59:59,2021-07-08 19:00:02,11.65237,7/8/2021 19:00,30.6,2079.76,1.5229049875448857,1.454852949001558,1.5598182965916727,1.524442411740775,1.6652551668823223
189.8333,23.99,35.0,7.8315,10.1,2021-07-08,19:59:59,2021-07-08 19:59:57,11.65237,7/8/2021 20:00,30.5,2074.3,1.420141307128612,1.3572815252049215,1.4546013072611423,1.421455272159448,1.5541185885777864
189.875,24.27,35.0,7.7469,10.12,2021-07-08,20:59:59,2021-07-08 21:00:00,11.65237,7/8/2021 21:00,30.5,2074.3,1.193325893658918,1.138660734348148,1.2226030139696493,1.1943721406019985,1.3079809982533954
189.9167,24.58,35.0,7.6426,10.14,2021-07-08,21:59:59,2021-07-08 22:00:02,11.65237,7/8/2021 22:00,30.5,2074.3,0.9591417587593296,0.9136206188836565,0.9828375061473368,0.959916595638926,1.052992380570115
189.9583,23.57,35.0,7.8837,10.14,2021-07-08,22:59:59,2021-07-08 22:59:57,11.65237,7/8/2021 23:00,30.5,2074.3,1.5751209819015162,1.508232486426221,1.6132746346001645,1.5767124879828691,1.7216544127056994
190.0,23.34,35.0,7.8698,10.14,2021-07-08,23:59:59,2021-07-09 00:00:00,11.65237,7/9/2021 0:00,30.5,2074.3,1.5277280639167543,1.463753730175442,1.5651619919013995,1.5293668775524552,1.670204203974133
190.0417,23.04,35.0,7.8599,10.13,2021-07-09,00:59:59,2021-07-09 01:00:02,11.65237,7/9/2021 1:00,30.5,2074.3,1.4928672470107618,1.4315602346061767,1.5299029579278942,1.4945824546575461,1.6322429944882073
190.0833,23.19,35.0,7.8865,10.12,2021-07-09,01:59:59,2021-07-09 01:59:57,11.65237,7/9/2021 2:00,30.7,2085.22,1.593489313232796,1.5229304378030866,1.6324646800550255,1.5953364447577052,1.741181248238399
190.125,23.04,35.0,7.8802,10.11,2021-07-09,02:59:59,2021-07-09 03:00:00,11.65237,7/9/2021 3:00,30.9,2096.14,1.5854752984175808,1.5115626742417385,1.6244764730188588,1.5874671501539317,1.7323328212022258
190.1667,22.99,35.0,7.8746,10.13,2021-07-09,03:59:59,2021-07-09 04:00:02,11.65237,7/9/2021 4:00,31.0,2101.6,1.5738561433455966,1.4986508491757728,1.612686382544825,1.5759027026807404,1.719688638552337
190.2083,22.89,35.0,7.8629,10.14,2021-07-09,04:59:59,2021-07-09 04:59:57,11.65237,7/9/2021 5:00,31.0,2101.6,1.5350949480197589,1.4620158795332736,1.5732339939973097,1.537137167166372,1.6776813376567856
190.25,22.91,35.0,7.8505,10.15,2021-07-09,05:59:59,2021-07-09 06:00:00,11.65237,7/9/2021 6:00,30.8,2090.68,1.4828891614365818,1.4158778761327482,1.5198996284005555,1.484779234496859,1.621271702541087
190.2917,22.96,35.0,7.8436,10.12,2021-07-09,06:59:59,2021-07-09 07:00:02,11.65237,7/9/2021 7:00,30.3,2063.38,1.4288913499096076,1.3750698264337795,1.4646491959608618,1.4304862333562651,1.562921021754417
190.3333,23.01,35.0,7.7782,10.11,2021-07-09,07:59:59,2021-07-09 07:59:57,11.65237,7/9/2021 8:00,30.1,2052.46,1.2349322668972038,1.1920022521833111,1.2665016560371012,1.2362680847780931,1.3525643643049754
190.375,23.14,35.0,7.6243,10.12,2021-07-09,08:59:59,2021-07-09 09:00:00,11.65237,7/9/2021 9:00,30.0,2047.0,0.8846441376038396,0.8541967116979681,0.9083279693860167,0.8856333324326208,0.9712478560855785
190.4167,23.47,35.0,7.4117,10.13,2021-07-09,09:59:59,2021-07-09 10:00:02,11.65237,7/9/2021 10:00,29.8,2036.08,0.5504843118756594,0.5326491132360097,0.5658681152326207,0.551081921991027,0.6057759487099174
190.5417,22.61,35.0,7.7602,10.18,2021-07-09,12:59:59,2021-07-09 13:00:02,11.65237,7/9/2021 13:00,29.8,2036.08,1.1670504123964602,1.1346700782534926,1.1975190653880539,1.1683300173946884,1.2785438502514297
190.5833,22.58,35.0,7.7879,10.18,2021-07-09,13:59:59,2021-07-09 13:59:57,11.65237,7/9/2021 14:00,30.0,2047.0,1.2491789346532927,1.2097730965336335,1.2814774482797722,1.2506122422528407,1.3677537994101723
190.625,22.58,35.0,7.7906,10.16,2021-07-09,14:59:59,2021-07-09 15:00:00,11.65237,7/9/2021 15:00,29.9,2041.54,1.250316030510459,1.213440039867396,1.2826214593234169,1.2517087927183,1.3689808099261755
190.6667,22.66,35.0,7.7951,10.14,2021-07-09,15:59:59,2021-07-09 16:00:02,11.65237,7/9/2021 16:00,29.8,2036.08,1.2571725902935276,1.222532450577967,1.2895270442946942,1.2585057745697499,1.376465493484205
190.7083,22.71,35.0,7.8245,10.13,2021-07-09,16:59:59,2021-07-09 16:59:57,11.65237,7/9/2021 17:00,30.2,2057.92,1.3635699763711788,1.3153582238438233,1.3981987010590506,1.365145011369026,1.4919502024910285
190.75,22.69,35.0,7.8682,10.15,2021-07-09,17:59:59,2021-07-09 18:00:00,11.65237,7/9/2021 18:00,30.3,2063.38,1.4998564982950637,1.4448689153292336,1.5373639457335349,1.5016002421879506,1.6395472474125674
190.7917,22.53,35.0,7.8615,10.16,2021-07-09,18:59:59,2021-07-09 19:00:02,11.65237,7/9/2021 19:00,30.4,2068.84,1.4840611440762757,1.4276946512245916,1.5214196141902292,1.485890004624378,1.6223157073923484
190.8333,22.66,35.0,7.8241,10.13,2021-07-09,19:59:59,2021-07-09 19:59:57,11.65237,7/9/2021 20:00,31.1,2107.06,1.4200652829822267,1.3511685361519299,1.4560661150590828,1.4221073788477274,1.552920167037345
190.875,22.74,35.0,7.7552,10.11,2021-07-09,20:59:59,2021-07-09 21:00:00,11.65237,7/9/2021 21:00,31.0,2101.6,1.2238174388353764,1.1648834653089712,1.2555527157794584,1.2255800364467648,1.3401335167789414
190.9167,22.81,35.0,7.6498,10.05,2021-07-09,21:59:59,2021-07-09 22:00:02,11.65237,7/9/2021 22:00,30.8,2090.68,0.9677722197951102,0.9226467251492317,0.9937795447150898,0.9691705774310793,1.0616363208960693
190.9583,23.01,35.0,7.5055,10.11,2021-07-09,22:59:59,2021-07-09 22:59:57,11.65237,7/9/2021 23:00,30.9,2096.14,0.7104147656615085,0.6752845938338933,0.7302630567612697,0.7115062578413007,0.7806561766029418
191.0,23.09,35.0,7.4147,10.14,2021-07-09,23:59:59,2021-07-10 00:00:00,11.65237,7/10/2021 0:00,30.9,2096.14,0.5811741243270013,0.5520375380117756,0.597785058426577,0.5820931222588764,0.6391691571775289
191.0417,22.53,35.0,7.7563,10.14,2021-07-10,00:59:59,2021-07-10 01:00:02,11.65237,7/10/2021 1:00,30.7,2085.22,1.2071101105572084,1.1544676189938057,1.2386631020735166,1.2087994421179473,1.321950094352228
191.0833,22.41,35.0,7.8162,10.14,2021-07-10,01:59:59,2021-07-10 01:59:57,11.65237,7/10/2021 2:00,30.5,2074.3,1.3553646855801245,1.3015304477531684,1.3901695769075586,1.3571545268465315,1.4828025044833293
191.125,22.41,35.0,7.8227,10.14,2021-07-10,02:59:59,2021-07-10 03:00:00,11.65237,7/10/2021 3:00,30.4,2068.84,1.3674964277837869,1.3154840777628434,1.4025403359736115,1.3692541014971704,1.4959682234349736
191.1667,22.41,35.0,7.8251,10.14,2021-07-10,03:59:59,2021-07-10 04:00:02,11.65237,7/10/2021 4:00,30.3,2063.38,1.3679212930071836,1.3182492235976655,1.4029570153801678,1.3696352150707605,1.4964381941961957
191.2083,22.38,35.0,7.8277,10.14,2021-07-10,04:59:59,2021-07-10 04:59:57,11.65237,7/10/2021 5:00,30.5,2074.3,1.3879802547120608,1.333115237320474,1.423500795969167,1.3898106651480813,1.5181302510930965
191.25,22.38,35.0,7.8212,10.15,2021-07-10,05:59:59,2021-07-10 06:00:00,11.65237,7/10/2021 6:00,30.3,2063.38,1.3564267947146347,1.3072285971636344,1.3912498317462245,1.3581390491868386,1.483955527847865
191.2917,22.33,35.0,7.804,10.13,2021-07-10,06:59:59,2021-07-10 07:00:02,11.65237,7/10/2021 7:00,30.3,2063.38,1.3077235921219208,1.2602442117444357,1.3415656633563198,1.3094053356790947,1.4311047198777331
191.3333,22.28,35.0,7.7653,10.1,2021-07-10,07:59:59,2021-07-10 07:59:57,11.65237,7/10/2021 8:00,30.3,2063.38,1.2043977152129326,1.1603725364665411,1.236079853849126,1.205996358554392,1.3189108924565944
191.375,22.26,35.0,7.6561,10.1,2021-07-10,08:59:59,2021-07-10 09:00:00,11.65237,7/10/2021 9:00,30.2,2057.92,0.9474546717118145,0.9135752918445839,0.9734915731782776,0.948777212204735,1.0393183987183874
191.4167,22.36,35.0,7.4201,10.1,2021-07-10,09:59:59,2021-07-10 10:00:02,11.65237,7/10/2021 10:00,30.2,2057.92,0.5623747521594075,0.5411036257935404,0.5791894103520503,0.5632740933775288,0.618438119993173
191.5417,22.36,35.0,7.7006,10.14,2021-07-10,12:59:59,2021-07-10 13:00:02,11.65237,7/10/2021 13:00,30.2,2057.92,1.0444876117345339,1.0073159156162297,1.0725891787728083,1.045878006539367,1.1450795868038974
191.5833,22.43,35.0,7.7441,10.13,2021-07-10,13:59:59,2021-07-10 13:59:57,11.65237,7/10/2021 14:00,30.5,2074.3,1.163971165919502,1.1168874910426307,1.1946629943399858,1.1655677218575449,1.2750547458377315
