Year Day,Temperature C,CO2,Battery,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out
167.6876,13.2,528.2,11.96,2018-06-16 16:30:08,11.65237,6/16/2018 16:30,30.065,2050.549,2.0325622421273652
167.7084,13.01,522.6,11.96,2018-06-16 17:00:05,11.65237,6/16/2018 17:00,30.027,2048.4742,2.0418657928061004
167.7293,13.33,527.1,11.97,2018-06-16 17:30:11,11.65237,6/16/2018 17:30,30.113,2053.1698,2.042958207185314
167.7501,13.15,523.1,11.97,2018-06-16 18:00:08,11.65237,6/16/2018 18:00,30.128,2053.9888,2.054142989889795
167.7709,13.04,516.4,11.97,2018-06-16 18:30:05,11.65237,6/16/2018 18:30,30.096,2052.2416,2.068590249438854
167.7918,13.26,492.1,11.97,2018-06-16 19:00:11,11.65237,6/16/2018 19:00,30.11,2053.006,2.147240363389102
167.8126,13.17,484.5,11.97,2018-06-16 19:30:08,11.65237,6/16/2018 19:30,30.068,2050.7128,2.1652440052270197
167.8334,13.01,487.3,11.98,2018-06-16 20:00:05,11.65237,6/16/2018 20:00,30.126,2053.8796,2.1614943046432145
167.8543,12.4,484.8,11.97,2018-06-16 20:30:11,11.65237,6/16/2018 20:30,30.163,2055.8998,2.1668229272867454
167.8751,12.34,483.4,11.97,2018-06-16 21:00:08,11.65237,6/16/2018 21:00,30.018,2047.9828,2.1525468257808926
167.8959,12.52,489.4,11.97,2018-06-16 21:30:05,11.65237,6/16/2018 21:30,30.15,2055.19,2.1518496311546147
167.9168,13.15,486.9,11.97,2018-06-16 22:00:11,11.65237,6/16/2018 22:00,30.073,2050.9858,2.1578877076902945
167.9376,13.29,499.3,11.97,2018-06-16 22:30:08,11.65237,6/16/2018 22:30,30.191,2057.4286,2.1349918355268036
167.9584,13.2,503.4,11.97,2018-06-16 23:00:05,11.65237,6/16/2018 23:00,30.106,2052.7876,2.110804070989757
167.9793,12.86,491.7,11.98,2018-06-16 23:30:11,11.65237,6/16/2018 23:30,30.156,2055.5176,2.149349766497311
168.0001,12.45,480.5,11.97,2018-06-17 00:00:08,11.65237,6/17/2018 0:00,30.129,2054.0434,2.1771631796067115
168.0209,11.82,493.2,11.97,2018-06-17 00:30:05,11.65237,6/17/2018 0:30,30.244,2060.3224,2.143206917434009
168.0418,13.01,514.1,11.96,2018-06-17 01:00:11,11.65237,6/17/2018 1:00,30.072,2050.9312,2.0721432715236503
168.0626,12.47,511.1,11.97,2018-06-17 01:30:08,11.65237,6/17/2018 1:30,30.168,2056.1728,2.08633817229344
168.0834,12.52,511.9,11.97,2018-06-17 02:00:05,11.65237,6/17/2018 2:00,30.02,2048.092,2.066637016297655
168.1043,12.77,514.4,11.97,2018-06-17 02:30:11,11.65237,6/17/2018 2:30,30.003,2047.1638,2.060108655099458
168.1251,12.49,511.1,11.97,2018-06-17 03:00:08,11.65237,6/17/2018 3:00,30.12,2053.552,2.0807581924042426
168.1459,12.06,509.0,11.97,2018-06-17 03:30:05,11.65237,6/17/2018 3:30,30.234,2059.7764,2.095913752813495
168.1668,12.02,512.1,11.96,2018-06-17 04:00:11,11.65237,6/17/2018 4:00,30.155,2055.463,2.076571070540221
168.1876,12.22,516.9,11.96,2018-06-17 04:30:08,11.65237,6/17/2018 4:30,30.141,2054.6986,2.0629538801399705
168.2084,12.18,519.7,11.96,2018-06-17 05:00:05,11.65237,6/17/2018 5:00,30.096,2052.2416,2.048896963858094
168.2293,12.18,519.6,11.96,2018-06-17 05:30:11,11.65237,6/17/2018 5:30,30.097,2052.2962,2.0493080896295974
168.2501,12.09,519.5,11.96,2018-06-17 06:00:08,11.65237,6/17/2018 6:00,30.175,2056.555,2.05792037065647
168.2709,11.84,510.3,11.96,2018-06-17 06:30:05,11.65237,6/17/2018 6:30,30.178,2056.7188,2.0826844759990326
168.2918,11.79,510.8,11.96,2018-06-17 07:00:11,11.65237,6/17/2018 7:00,30.168,2056.1728,2.079406322961321
168.3126,12.2,526.6,11.96,2018-06-17 07:30:08,11.65237,6/17/2018 7:30,30.095,2052.187,2.0290972068814446
168.3334,12.16,526.8,11.96,2018-06-17 08:00:05,11.65237,6/17/2018 8:00,30.129,2054.0434,2.032111381273427
168.3543,12.43,535.4,11.96,2018-06-17 08:30:11,11.65237,6/17/2018 8:30,30.108,2052.8968,2.008396637380146
168.3751,12.43,534.6,11.96,2018-06-17 09:00:08,11.65237,6/17/2018 9:00,30.146,2054.9716,2.01511391318451
168.3959,12.27,532.0,11.96,2018-06-17 09:30:05,11.65237,6/17/2018 9:30,30.159,2055.6814,2.022141868479746
168.4168,12.11,524.8,11.96,2018-06-17 10:00:11,11.65237,6/17/2018 10:00,30.194,2057.5924,2.045027997221353
168.4376,12.04,524.0,11.96,2018-06-17 10:30:08,11.65237,6/17/2018 10:30,30.093,2052.0778,2.0344974454216302
168.4584,12.16,529.2,11.96,2018-06-17 11:00:05,11.65237,6/17/2018 11:00,30.194,2057.5924,2.032982577495452
168.4793,12.02,522.8,11.96,2018-06-17 11:30:11,11.65237,6/17/2018 11:30,30.093,2052.0778,2.0377285017139672
168.5001,12.02,497.7,11.96,2018-06-17 12:00:08,11.65237,6/17/2018 12:00,30.121,2053.6066,2.1162600611314426
168.5209,12.18,521.3,11.96,2018-06-17 12:30:05,11.65237,6/17/2018 12:30,30.178,2056.7188,2.0540559615045026
168.5418,12.16,520.0,11.96,2018-06-17 13:00:11,11.65237,6/17/2018 13:00,30.183,2056.9918,2.0582181794053573
168.5626,12.36,519.6,11.96,2018-06-17 13:30:08,11.65237,6/17/2018 13:30,30.17,2056.282,2.0601264947660662
168.5834,12.63,518.4,11.96,2018-06-17 14:00:05,11.65237,6/17/2018 14:00,30.031,2048.6926,2.0500936945089743
168.6043,12.36,511.8,11.96,2018-06-17 14:30:11,11.65237,6/17/2018 14:30,30.024,2048.3104,2.065558646710745
168.6251,12.86,522.0,11.96,2018-06-17 15:00:08,11.65237,6/17/2018 15:00,30.008,2047.4368,2.0395705757148797
168.6459,12.45,513.5,11.96,2018-06-17 15:30:05,11.65237,6/17/2018 15:30,30.122,2053.6612,2.0733779772515275
168.6668,12.72,513.5,11.96,2018-06-17 16:00:11,11.65237,6/17/2018 16:00,30.135,2054.371,2.0781053551166324
168.6876,13.36,520.3,11.97,2018-06-17 16:30:08,11.65237,6/17/2018 16:30,30.071,2050.8766,2.0579617614833334
168.7084,13.15,515.1,11.97,2018-06-17 17:00:05,11.65237,6/17/2018 17:00,30.136,2054.4256,2.07856854974245
168.7293,13.04,508.7,11.97,2018-06-17 17:30:11,11.65237,6/17/2018 17:30,30.108,2052.8968,2.0930098106500408
168.7501,12.95,507.6,11.97,2018-06-17 18:00:08,11.65237,6/17/2018 18:00,30.147,2055.0262,2.1000039586366865
168.7709,12.65,502.9,11.97,2018-06-17 18:30:05,11.65237,6/17/2018 18:30,30.152,2055.2992,2.111383573494512
168.7918,12.49,499.5,11.97,2018-06-17 19:00:11,11.65237,6/17/2018 19:00,30.278,2062.1788,2.1354666754930545
168.8126,12.58,481.2,11.96,2018-06-17 19:30:08,11.65237,6/17/2018 19:30,30.215,2058.739,2.1872235738920494
168.8334,12.56,483.8,11.96,2018-06-17 20:00:05,11.65237,6/17/2018 20:00,30.203,2058.0838,2.1769830673986457
168.8543,13.61,477.4,11.97,2018-06-17 20:30:11,11.65237,6/17/2018 20:30,30.207,2058.3022,2.21147683636855
168.8751,13.22,475.6,11.97,2018-06-17 21:00:08,11.65237,6/17/2018 21:00,30.176,2056.6096,2.2086777622660048
168.8959,12.92,473.1,11.97,2018-06-17 21:30:05,11.65237,6/17/2018 21:30,30.225,2059.285,2.2195567648720504
168.9168,12.88,473.8,11.97,2018-06-17 22:00:11,11.65237,6/17/2018 22:00,30.215,2058.739,2.215441929472853
168.9376,12.95,473.5,11.96,2018-06-17 22:30:08,11.65237,6/17/2018 22:30,30.231,2059.6126,2.219341250040408
168.9584,12.86,469.9,11.97,2018-06-17 23:00:05,11.65237,6/17/2018 23:00,30.205,2058.193,2.2270995845266275
168.9793,12.83,452.7,11.96,2018-06-17 23:30:11,11.65237,6/17/2018 23:30,30.237,2059.9402,2.2908979500499598
169.0001,12.83,455.9,11.96,2018-06-18 00:00:08,11.65237,6/18/2018 0:00,30.229,2059.5034,2.2784365349269238
169.0209,12.81,448.8,11.97,2018-06-18 00:30:05,11.65237,6/18/2018 0:30,30.22,2059.012,2.3025073358631096
169.0418,12.43,476.7,11.96,2018-06-18 01:00:11,11.65237,6/18/2018 1:00,30.224,2059.2304,2.2014144283782757
169.0626,12.13,480.5,11.96,2018-06-18 01:30:08,11.65237,6/18/2018 1:30,30.259,2061.1414,2.1896697235071287
169.0834,13.47,506.3,11.96,2018-06-18 02:00:05,11.65237,6/18/2018 2:00,30.048,2049.6208,2.0981576596779044
169.1043,13.22,506.1,11.96,2018-06-18 02:30:11,11.65237,6/18/2018 2:30,30.052,2049.8392,2.0962245436684306
169.1251,13.22,500.6,11.96,2018-06-18 03:00:08,11.65237,6/18/2018 3:00,30.142,2054.7532,2.124080250647346
169.1459,13.13,503.3,11.97,2018-06-18 03:30:05,11.65237,6/18/2018 3:30,30.142,2054.7532,2.114669054728975
169.1668,13.01,502.5,11.96,2018-06-18 04:00:11,11.65237,6/18/2018 4:00,30.14,2054.644,2.115437761899323
169.1876,12.49,498.0,11.96,2018-06-18 04:30:08,11.65237,6/18/2018 4:30,30.166,2056.0636,2.1263576165991336
169.2084,12.4,498.9,11.96,2018-06-18 05:00:05,11.65237,6/18/2018 5:00,30.2,2057.92,2.126676134387072
169.2293,12.67,507.3,11.96,2018-06-18 05:30:11,11.65237,6/18/2018 5:30,30.146,2054.9716,2.097468455183937
169.2501,12.63,505.8,11.96,2018-06-18 06:00:08,11.65237,6/18/2018 6:00,30.131,2054.1526,2.0997233006251235
169.2709,12.63,514.0,11.96,2018-06-18 06:30:05,11.65237,6/18/2018 6:30,30.213,2058.6298,2.0849882705007827
169.2918,12.36,506.0,11.96,2018-06-18 07:00:11,11.65237,6/18/2018 7:00,30.239,2060.0494,2.1091136012152636
169.3126,12.25,501.8,11.96,2018-06-18 07:30:08,11.65237,6/18/2018 7:30,30.238,2059.9948,2.1205963562118755
169.3334,12.34,505.5,11.96,2018-06-18 08:00:05,11.65237,6/18/2018 8:00,30.246,2060.4316,2.1112613483756744
169.3543,12.38,509.4,11.96,2018-06-18 08:30:11,11.65237,6/18/2018 8:30,30.214,2058.6844,2.095984221146143
169.3751,12.47,519.2,11.96,2018-06-18 09:00:08,11.65237,6/18/2018 9:00,30.192,2057.4832,2.0652125716797536
169.3959,12.56,524.1,11.96,2018-06-18 09:30:05,11.65237,6/18/2018 9:30,30.192,2057.4832,2.0519797975678324
169.4168,12.63,529.2,11.96,2018-06-18 10:00:11,11.65237,6/18/2018 10:00,30.207,2058.3022,2.039917653225925
169.4376,12.63,524.8,11.96,2018-06-18 10:30:08,11.65237,6/18/2018 10:30,30.219,2058.9574,2.053994178394978
169.4584,12.77,526.3,11.96,2018-06-18 11:00:05,11.65237,6/18/2018 11:00,30.239,2060.0494,2.0536823301792713
169.4793,12.83,529.5,11.96,2018-06-18 11:30:11,11.65237,6/18/2018 11:30,30.243,2060.2678,2.04566893801201
169.5001,12.83,530.0,11.96,2018-06-18 12:00:08,11.65237,6/18/2018 12:00,30.196,2057.7016,2.0386521495962167
169.5209,13.29,545.1,11.96,2018-06-18 12:30:05,11.65237,6/18/2018 12:30,30.233,2059.7218,2.006180095533411
169.5418,13.49,547.2,11.96,2018-06-18 13:00:11,11.65237,6/18/2018 13:00,30.159,2055.6814,1.9941461870588584
169.5626,13.58,538.3,11.96,2018-06-18 13:30:08,11.65237,6/18/2018 13:30,30.213,2058.6298,2.026089745376916
169.5834,13.36,530.0,11.96,2018-06-18 14:00:05,11.65237,6/18/2018 14:00,30.214,2058.6844,2.047040540888007
169.6043,13.58,526.2,11.96,2018-06-18 14:30:11,11.65237,6/18/2018 14:30,30.19,2057.374,2.0577284647986707
169.6251,13.63,493.2,11.97,2018-06-18 15:00:08,11.65237,6/18/2018 15:00,29.989,2046.3994,2.1333524771612926
169.6459,13.58,484.9,11.97,2018-06-18 15:30:05,11.65237,6/18/2018 15:30,30.013,2047.7098,2.1621542566488468
169.6668,13.72,487.5,11.97,2018-06-18 16:00:11,11.65237,6/18/2018 16:00,30.036,2048.9656,2.1584021093750017
169.6876,13.42,497.6,11.97,2018-06-18 16:30:08,11.65237,6/18/2018 16:30,30.159,2055.6814,2.1379444849169036
169.7084,13.15,494.3,11.96,2018-06-18 17:00:05,11.65237,6/18/2018 17:00,30.172,2056.3912,2.146616210292596
169.7293,13.17,491.7,11.96,2018-06-18 17:30:11,11.65237,6/18/2018 17:30,30.18,2056.828,2.15609045209006
169.7501,13.17,489.4,11.96,2018-06-18 18:00:08,11.65237,6/18/2018 18:00,30.177,2056.6642,2.1630598237546996
169.7709,13.2,487.2,11.96,2018-06-18 18:30:05,11.65237,6/18/2018 18:30,30.255,2060.923,2.1802382077714175
169.7918,13.95,500.8,11.96,2018-06-18 19:00:11,11.65237,6/18/2018 19:00,30.227,2059.3942,2.1429070041903118
169.8126,13.83,489.5,11.96,2018-06-18 19:30:08,11.65237,6/18/2018 19:30,30.256,2060.9776,2.1807791287530236
169.8334,13.79,482.9,11.96,2018-06-18 20:00:05,11.65237,6/18/2018 20:00,30.215,2058.739,2.196585304483718
169.8543,13.4,475.9,11.96,2018-06-18 20:30:11,11.65237,6/18/2018 20:30,30.166,2056.0636,2.2086557920555157
169.8751,13.54,464.5,11.96,2018-06-18 21:00:08,11.65237,6/18/2018 21:00,30.186,2057.1556,2.2516972127338684
169.8959,13.63,449.0,11.96,2018-06-18 21:30:05,11.65237,6/18/2018 21:30,30.182,2056.9372,2.3072756677306896
169.9168,13.63,453.2,11.96,2018-06-18 22:00:11,11.65237,6/18/2018 22:00,30.269,2061.6874,2.303445972783206
169.9376,13.81,459.1,11.96,2018-06-18 22:30:08,11.65237,6/18/2018 22:30,30.233,2059.7218,2.2800797639456896
169.9584,13.9,458.3,11.96,2018-06-18 23:00:05,11.65237,6/18/2018 23:00,30.182,2056.9372,2.277474239469818
169.9793,13.97,473.1,11.96,2018-06-18 23:30:11,11.65237,6/18/2018 23:30,30.165,2056.009,2.225137991039972
170.0001,14.15,484.6,11.96,2018-06-19 00:00:08,11.65237,6/19/2018 0:00,30.2,2057.92,2.193715534638276
170.0209,14.52,497.8,11.97,2018-06-19 00:30:05,11.65237,6/19/2018 0:30,30.225,2059.285,2.159266985496618
170.0418,14.54,497.1,11.97,2018-06-19 01:00:11,11.65237,6/19/2018 1:00,30.223,2059.1758,2.1614807299822445
170.0626,14.5,466.7,11.97,2018-06-19 01:30:08,11.65237,6/19/2018 1:30,30.248,2060.5408,2.2644809453154306
170.0834,14.29,491.7,11.97,2018-06-19 02:00:05,11.65237,6/19/2018 2:00,30.228,2059.4488,2.1760564965904567
170.1043,14.24,491.8,11.97,2018-06-19 02:30:11,11.65237,6/19/2018 2:30,30.258,2061.0868,2.1788361479517993
170.1251,14.06,494.7,11.97,2018-06-19 03:00:08,11.65237,6/19/2018 3:00,30.156,2055.5176,2.1546502020062226
170.1459,14.11,492.7,11.97,2018-06-19 03:30:05,11.65237,6/19/2018 3:30,30.047,2049.5662,2.1481018187551086
170.1668,14.2,495.6,11.97,2018-06-19 04:00:11,11.65237,6/19/2018 4:00,30.126,2053.8796,2.1498655580368786
170.2084,13.58,506.7,12.01,2018-06-19 05:00:05,11.65237,6/19/2018 5:00,30.179,2056.7734,2.1142597173890048
170.2293,13.47,503.4,12.0,2018-06-19 05:30:11,11.65237,6/19/2018 5:30,30.233,2059.7218,2.129645062885893
170.2501,13.42,503.4,11.99,2018-06-19 06:00:08,11.65237,6/19/2018 6:00,30.209,2058.4114,2.126089419895059
170.2709,13.4,504.5,11.98,2018-06-19 06:30:05,11.65237,6/19/2018 6:30,30.157,2055.5722,2.1160969588450445
170.2918,14.24,530.0,11.98,2018-06-19 07:00:11,11.65237,6/19/2018 7:00,30.227,2059.3942,2.059257427355103
170.3126,13.99,519.4,11.98,2018-06-19 07:30:08,11.65237,6/19/2018 7:30,30.153,2055.3538,2.078098931897984
170.3334,13.63,512.4,11.98,2018-06-19 08:00:05,11.65237,6/19/2018 8:00,30.191,2057.4286,2.0990844915136178
170.3543,13.65,515.7,11.98,2018-06-19 08:30:11,11.65237,6/19/2018 8:30,30.163,2055.8998,2.086081261536622
170.3751,13.49,515.7,11.97,2018-06-19 09:00:08,11.65237,6/19/2018 9:00,30.184,2057.0464,2.0866757981694124
170.3959,13.36,514.8,11.97,2018-06-19 09:30:05,11.65237,6/19/2018 9:30,30.133,2054.2618,2.081616255816339
170.4168,13.51,520.1,11.97,2018-06-19 10:00:11,11.65237,6/19/2018 10:00,30.139,2054.5894,2.068511654379911
170.4376,13.63,525.5,11.97,2018-06-19 10:30:08,11.65237,6/19/2018 10:30,30.139,2054.5894,2.0542575332849746
170.4584,13.77,529.8,11.97,2018-06-19 11:00:05,11.65237,6/19/2018 11:00,30.204,2058.1384,2.051345792991097
170.4793,13.86,529.6,11.97,2018-06-19 11:30:11,11.65237,6/19/2018 11:30,30.258,2061.0868,2.0594502008720705
170.5001,13.86,528.3,11.97,2018-06-19 12:00:08,11.65237,6/19/2018 12:00,30.22,2059.012,2.058650574257008
170.5209,13.79,524.6,11.97,2018-06-19 12:30:05,11.65237,6/19/2018 12:30,30.194,2057.5924,2.0653813473817393
170.5418,13.79,523.5,11.97,2018-06-19 13:00:11,11.65237,6/19/2018 13:00,30.195,2057.647,2.0686991358844438
170.5626,13.97,526.2,11.97,2018-06-19 13:30:08,11.65237,6/19/2018 13:30,30.194,2057.5924,2.0629419372412285
170.5834,13.88,520.2,11.97,2018-06-19 14:00:05,11.65237,6/19/2018 14:00,30.251,2060.7046,2.086201391167257
170.6043,13.65,511.5,11.96,2018-06-19 14:30:11,11.65237,6/19/2018 14:30,30.285,2062.561,2.1134699332281093
170.6251,13.36,503.6,11.96,2018-06-19 15:00:08,11.65237,6/19/2018 15:00,30.29,2062.834,2.1346790753173193
170.6459,13.51,500.0,11.96,2018-06-19 15:30:05,11.65237,6/19/2018 15:30,30.269,2061.6874,2.1451153928153617
170.6668,13.79,506.0,11.96,2018-06-19 16:00:11,11.65237,6/19/2018 16:00,30.289,2062.7794,2.132449730850751
170.6876,13.88,505.3,11.96,2018-06-19 16:30:08,11.65237,6/19/2018 16:30,30.181,2056.8826,2.122484294180665
170.7084,13.77,513.3,11.96,2018-06-19 17:00:05,11.65237,6/19/2018 17:00,30.135,2054.371,2.0913106731663174
170.7293,13.83,507.3,11.96,2018-06-19 17:30:11,11.65237,6/19/2018 17:30,30.225,2059.285,2.121127917064744
170.7501,13.79,504.0,11.96,2018-06-19 18:00:08,11.65237,6/19/2018 18:00,30.157,2055.5722,2.1224199564062127
170.7709,13.63,500.2,11.96,2018-06-19 18:30:05,11.65237,6/19/2018 18:30,30.258,2061.0868,2.144616428895442
170.7918,14.02,503.8,11.96,2018-06-19 19:00:11,11.65237,6/19/2018 19:00,30.208,2058.3568,2.13215014903133
170.8126,14.59,501.9,11.96,2018-06-19 19:30:08,11.65237,6/19/2018 19:30,30.391,2068.3486,2.1678306599589874
170.8334,14.34,494.1,11.96,2018-06-19 20:00:05,11.65237,6/19/2018 20:00,30.276,2062.0696,2.1750061899855866
170.8543,14.02,486.1,11.96,2018-06-19 20:30:11,11.65237,6/19/2018 20:30,30.273,2061.9058,2.1963250275730983
170.8751,13.9,483.4,11.96,2018-06-19 21:00:08,11.65237,6/19/2018 21:00,30.325,2064.745,2.2101755302670636
170.8959,13.67,479.8,11.96,2018-06-19 21:30:05,11.65237,6/19/2018 21:30,30.274,2061.9604,2.2127230648888867
170.9168,13.56,474.1,11.96,2018-06-19 22:00:11,11.65237,6/19/2018 22:00,30.299,2063.3254,2.2335731856793517
170.9376,14.13,462.5,11.96,2018-06-19 22:30:08,11.65237,6/19/2018 22:30,30.302,2063.4892,2.2811964772792614
170.9584,14.06,465.8,11.96,2018-06-19 23:00:05,11.65237,6/19/2018 23:00,30.325,2064.745,2.2717317717407606
170.9793,14.04,464.8,11.96,2018-06-19 23:30:11,11.65237,6/19/2018 23:30,30.312,2064.0352,2.2732764062244097
171.0001,13.99,469.0,11.96,2018-06-20 00:00:08,11.65237,6/20/2018 0:00,30.349,2066.0554,2.262841349421597
171.0209,13.86,472.4,11.96,2018-06-20 00:30:05,11.65237,6/20/2018 0:30,30.237,2059.9402,2.235251239564521
171.0418,13.88,478.6,11.96,2018-06-20 01:00:11,11.65237,6/20/2018 1:00,30.281,2062.3426,2.220260442611287
171.0626,13.77,478.8,11.96,2018-06-20 01:30:08,11.65237,6/20/2018 1:30,30.281,2062.3426,2.2181955542408383
171.0834,13.7,480.4,11.96,2018-06-20 02:00:05,11.65237,6/20/2018 2:00,30.302,2063.4892,2.2146479907239924
171.1043,13.4,467.5,11.96,2018-06-20 02:30:11,11.65237,6/20/2018 2:30,30.282,2062.3972,2.251875204146802
171.1251,13.13,447.9,11.96,2018-06-20 03:00:08,11.65237,6/20/2018 3:00,30.382,2067.8572,2.3310573435239768
171.1459,12.77,468.9,11.95,2018-06-20 03:30:05,11.65237,6/20/2018 3:30,30.294,2063.0524,2.2407468082369664
171.1668,13.29,473.7,11.95,2018-06-20 04:00:11,11.65237,6/20/2018 4:00,30.297,2063.2162,2.231272669602611
