Date,Temp,CO2,Battery,Date (UTC)
136.573,10.49,412.1,12.02,2019-05-16 13:45:07
136.5939,10.32,388.8,12.02,2019-05-16 14:15:12
136.6147,10.32,379.3,12.02,2019-05-16 14:45:10
136.6355,10.4,381.6,12.02,2019-05-16 15:15:07
136.6564,10.56,406.7,12.03,2019-05-16 15:45:12
136.6772,10.45,394.1,12.03,2019-05-16 16:15:10
136.698,10.54,392.3,12.03,2019-05-16 16:45:07
136.7189,10.58,372.0,12.03,2019-05-16 17:15:12
136.7397,10.7,362.1,12.03,2019-05-16 17:45:10
136.7605,10.76,361.0,12.02,2019-05-16 18:15:07
136.7814,10.92,373.8,12.03,2019-05-16 18:45:12
136.8022,10.83,367.0,12.03,2019-05-16 19:15:10
136.823,10.47,353.8,12.03,2019-05-16 19:45:07
136.8439,11.57,391.4,12.02,2019-05-16 20:15:12
136.8647,11.84,423.1,12.03,2019-05-16 20:45:10
136.8855,11.37,406.6,12.03,2019-05-16 21:15:07
136.9064,11.21,375.3,12.03,2019-05-16 21:45:12
136.9272,11.32,382.8,12.03,2019-05-16 22:15:10
136.948,11.28,389.7,12.03,2019-05-16 22:45:07
136.9689,11.08,392.1,12.03,2019-05-16 23:15:12
136.9897,10.87,396.0,12.03,2019-05-16 23:45:10
137.0105,10.7,387.8,12.03,2019-05-17 00:15:07
137.0314,10.67,392.5,12.02,2019-05-17 00:45:12
137.0522,10.7,398.6,12.02,2019-05-17 01:15:10
137.073,10.54,402.0,12.02,2019-05-17 01:45:07
137.0939,10.47,400.9,12.02,2019-05-17 02:15:12
137.1147,10.45,397.7,12.02,2019-05-17 02:45:10
137.1355,10.47,398.8,12.02,2019-05-17 03:15:07
137.1564,10.58,404.8,12.02,2019-05-17 03:45:12
137.1772,10.83,411.2,12.02,2019-05-17 04:15:10
137.198,10.81,412.5,12.02,2019-05-17 04:45:07
137.2189,10.81,413.3,12.02,2019-05-17 05:15:12
137.2397,10.61,400.7,12.02,2019-05-17 05:45:10
137.2605,10.61,335.6,12.02,2019-05-17 06:15:07
137.2814,10.56,274.1,12.02,2019-05-17 06:45:12
137.3022,10.54,232.8,12.02,2019-05-17 07:15:10
137.323,10.61,277.6,12.02,2019-05-17 07:45:07
137.3439,10.49,335.1,12.02,2019-05-17 08:15:12
137.3647,10.45,386.4,12.02,2019-05-17 08:45:10
137.3855,10.96,401.0,12.02,2019-05-17 09:15:07
137.4064,10.96,393.6,12.02,2019-05-17 09:45:12
137.4272,10.99,385.6,12.02,2019-05-17 10:15:10
137.448,10.92,368.3,12.02,2019-05-17 10:45:07
137.4689,10.87,363.8,12.02,2019-05-17 11:15:12
137.4897,10.83,389.3,12.02,2019-05-17 11:45:10
137.5105,10.81,394.0,12.02,2019-05-17 12:15:07
137.5314,10.74,400.6,12.02,2019-05-17 12:45:12
137.5522,10.67,406.6,12.01,2019-05-17 13:15:10
137.573,10.63,411.0,12.01,2019-05-17 13:45:07
137.5939,10.58,417.6,12.01,2019-05-17 14:15:12
137.6147,10.56,395.2,12.01,2019-05-17 14:45:10
137.6355,10.54,385.1,12.01,2019-05-17 15:15:07
137.6564,10.52,386.9,12.01,2019-05-17 15:45:12
137.6772,10.54,396.7,12.01,2019-05-17 16:15:10
137.698,10.74,425.2,12.0,2019-05-17 16:45:07
137.7189,10.7,419.8,12.01,2019-05-17 17:15:12
137.7397,10.74,419.5,12.01,2019-05-17 17:45:10
137.7605,10.63,400.8,12.01,2019-05-17 18:15:07
137.7814,10.67,378.6,12.01,2019-05-17 18:45:12
137.8022,10.65,348.8,12.01,2019-05-17 19:15:10
137.823,10.67,344.2,12.0,2019-05-17 19:45:07
137.8439,10.67,363.6,12.01,2019-05-17 20:15:12
137.8647,10.52,371.1,12.0,2019-05-17 20:45:10
137.8855,10.4,387.9,12.0,2019-05-17 21:15:07
137.9064,10.83,404.1,12.0,2019-05-17 21:45:12
137.9272,11.03,382.3,12.0,2019-05-17 22:15:10
137.948,11.1,359.6,12.01,2019-05-17 22:45:07
137.9689,10.96,387.3,12.0,2019-05-17 23:15:12
137.9897,10.9,372.1,12.01,2019-05-17 23:45:10
138.0105,10.94,383.6,12.0,2019-05-18 00:15:07
138.0314,10.74,396.3,12.0,2019-05-18 00:45:12
138.0522,10.63,407.4,12.0,2019-05-18 01:15:10
138.073,10.65,410.8,12.0,2019-05-18 01:45:07
138.0939,10.72,413.5,12.0,2019-05-18 02:15:12
138.1147,10.72,410.1,12.0,2019-05-18 02:45:10
138.1355,10.58,412.8,12.0,2019-05-18 03:15:07
138.1564,10.49,412.5,12.0,2019-05-18 03:45:12
138.1772,10.47,416.0,12.0,2019-05-18 04:15:10
138.198,10.52,420.3,12.0,2019-05-18 04:45:07
138.2189,10.58,405.7,12.0,2019-05-18 05:15:12
138.2397,10.63,417.7,12.0,2019-05-18 05:45:10
138.2605,10.65,400.4,12.0,2019-05-18 06:15:07
138.2814,10.58,388.0,11.99,2019-05-18 06:45:12
138.3022,10.54,378.5,12.0,2019-05-18 07:15:10
138.323,10.56,362.3,12.0,2019-05-18 07:45:07
138.3439,10.54,344.4,11.99,2019-05-18 08:15:12
138.3647,10.52,395.2,11.99,2019-05-18 08:45:10
138.3855,10.49,404.8,11.99,2019-05-18 09:15:07
138.4064,10.45,401.6,11.99,2019-05-18 09:45:12
138.4272,10.67,433.3,11.99,2019-05-18 10:15:10
138.448,10.67,423.4,11.99,2019-05-18 10:45:07
138.4689,10.67,420.8,11.99,2019-05-18 11:15:12
138.4897,10.7,417.1,11.99,2019-05-18 11:45:10
138.5105,10.76,420.2,11.99,2019-05-18 12:15:07
138.5314,10.78,423.1,11.99,2019-05-18 12:45:12
138.5522,10.78,423.9,11.99,2019-05-18 13:15:10
138.573,10.83,422.2,11.99,2019-05-18 13:45:07
138.5939,10.9,423.5,11.99,2019-05-18 14:15:12
138.6147,10.94,424.1,11.99,2019-05-18 14:45:10
138.6355,10.96,425.4,11.99,2019-05-18 15:15:07
138.6564,11.08,418.5,11.99,2019-05-18 15:45:12
138.6772,11.01,410.2,11.99,2019-05-18 16:15:10
138.698,11.03,401.0,11.99,2019-05-18 16:45:07
138.7189,11.59,422.2,11.99,2019-05-18 17:15:12
138.7397,11.3,422.1,11.99,2019-05-18 17:45:10
138.7605,11.77,425.5,11.99,2019-05-18 18:15:07
138.7814,11.52,405.5,11.99,2019-05-18 18:45:12
138.8022,11.43,394.0,11.99,2019-05-18 19:15:10
138.823,11.39,393.0,11.99,2019-05-18 19:45:07
138.8439,11.41,400.1,11.99,2019-05-18 20:15:12
138.8647,11.61,398.9,11.99,2019-05-18 20:45:10
138.8855,11.84,404.4,11.99,2019-05-18 21:15:07
138.9064,11.95,425.3,11.99,2019-05-18 21:45:12
138.9272,12.25,435.2,11.99,2019-05-18 22:15:10
138.948,12.13,418.0,11.99,2019-05-18 22:45:07
138.9689,12.02,417.3,11.99,2019-05-18 23:15:12
138.9897,11.97,411.4,11.99,2019-05-18 23:45:10
139.0105,11.88,405.6,11.99,2019-05-19 00:15:07
139.0314,11.86,412.0,11.99,2019-05-19 00:45:12
139.0522,11.75,412.2,11.99,2019-05-19 01:15:10
139.073,11.59,386.6,11.99,2019-05-19 01:45:07
139.0939,11.46,383.2,11.99,2019-05-19 02:15:12
139.1147,11.39,380.7,11.98,2019-05-19 02:45:10
139.1355,11.26,378.3,11.98,2019-05-19 03:15:07
139.1564,11.05,418.1,11.98,2019-05-19 03:45:12
139.1772,10.99,410.8,11.98,2019-05-19 04:15:10
139.198,11.03,398.6,11.98,2019-05-19 04:45:07
139.2189,11.17,418.8,11.98,2019-05-19 05:15:12
139.2397,11.3,437.8,11.98,2019-05-19 05:45:10
139.2814,11.46,430.2,11.99,2019-05-19 06:45:12
139.3022,11.32,419.3,11.99,2019-05-19 07:15:10
139.323,11.32,406.8,11.98,2019-05-19 07:45:07
139.3439,11.21,427.9,11.98,2019-05-19 08:15:12
139.3647,11.23,380.0,11.97,2019-05-19 08:45:10
139.3855,11.21,359.7,11.98,2019-05-19 09:15:07
139.4064,11.23,397.3,11.97,2019-05-19 09:45:12
139.4272,11.19,428.6,11.97,2019-05-19 10:15:10
139.448,11.28,432.5,11.97,2019-05-19 10:45:07
139.4689,11.39,441.5,11.97,2019-05-19 11:15:12
139.4897,11.46,441.1,11.97,2019-05-19 11:45:10
139.5105,11.46,430.6,11.97,2019-05-19 12:15:07
139.5314,11.5,423.6,11.97,2019-05-19 12:45:12
139.5522,11.55,433.7,11.97,2019-05-19 13:15:10
139.573,11.5,436.0,11.97,2019-05-19 13:45:07
139.5939,11.48,433.8,11.97,2019-05-19 14:15:12
139.6147,11.48,442.9,11.97,2019-05-19 14:45:10
139.6355,11.5,444.0,11.97,2019-05-19 15:15:07
139.6564,11.41,447.7,11.97,2019-05-19 15:45:12
139.6772,11.28,437.7,11.96,2019-05-19 16:15:10
139.698,11.28,435.4,11.96,2019-05-19 16:45:07
139.7189,11.23,430.0,11.96,2019-05-19 17:15:12
139.7397,11.37,428.2,11.96,2019-05-19 17:45:10
139.7605,11.43,433.3,11.96,2019-05-19 18:15:07
139.7814,11.46,436.8,11.96,2019-05-19 18:45:12
139.8022,11.59,437.5,11.96,2019-05-19 19:15:10
139.823,11.7,437.5,11.96,2019-05-19 19:45:07
139.8439,11.64,435.9,11.96,2019-05-19 20:15:12
139.8647,11.75,433.9,11.96,2019-05-19 20:45:10
139.8855,11.79,428.3,11.96,2019-05-19 21:15:07
139.9064,11.91,426.7,11.96,2019-05-19 21:45:12
139.9272,11.86,427.0,11.96,2019-05-19 22:15:10
139.948,11.88,433.6,11.96,2019-05-19 22:45:07
139.9689,11.77,436.1,11.96,2019-05-19 23:15:12
139.9897,11.7,434.7,11.96,2019-05-19 23:45:10
140.0105,11.7,433.4,11.96,2019-05-20 00:15:07
140.0314,11.7,428.2,11.96,2019-05-20 00:45:12
140.0522,11.73,434.8,11.96,2019-05-20 01:15:10
140.073,11.75,440.6,11.96,2019-05-20 01:45:07
140.0939,11.75,441.3,11.96,2019-05-20 02:15:12
140.1147,11.73,439.0,11.96,2019-05-20 02:45:10
140.1355,11.75,443.6,11.96,2019-05-20 03:15:07
140.1564,11.75,445.2,11.95,2019-05-20 03:45:12
140.1772,11.79,447.9,11.95,2019-05-20 04:15:10
140.198,11.84,451.2,11.95,2019-05-20 04:45:07
140.2189,11.61,450.1,11.95,2019-05-20 05:15:12
140.2397,11.64,451.2,11.95,2019-05-20 05:45:10
140.2605,11.66,451.4,11.95,2019-05-20 06:15:07
140.2814,11.7,454.1,11.95,2019-05-20 06:45:12
140.3022,11.77,453.1,11.95,2019-05-20 07:15:10
140.323,11.84,452.8,11.95,2019-05-20 07:45:07
140.3439,11.88,449.5,11.95,2019-05-20 08:15:12
140.3647,11.86,450.4,11.95,2019-05-20 08:45:10
140.3855,11.84,443.6,11.95,2019-05-20 09:15:07
140.4064,11.82,419.2,11.95,2019-05-20 09:45:12
140.4272,11.82,436.7,11.95,2019-05-20 10:15:10
140.448,11.73,443.5,11.95,2019-05-20 10:45:07
140.4689,11.95,455.8,11.95,2019-05-20 11:15:12
140.4897,12.09,456.3,11.95,2019-05-20 11:45:10
140.5105,12.04,450.2,11.95,2019-05-20 12:15:07
140.5314,12.06,444.6,11.95,2019-05-20 12:45:12
140.5522,12.16,427.1,11.95,2019-05-20 13:15:10
140.573,12.22,429.5,11.95,2019-05-20 13:45:07
140.5939,12.34,425.0,11.95,2019-05-20 14:15:12
140.6147,12.36,425.0,11.95,2019-05-20 14:45:10
140.6355,12.22,436.0,11.95,2019-05-20 15:15:07
140.6564,12.2,435.8,11.95,2019-05-20 15:45:12
140.6772,12.4,449.0,11.95,2019-05-20 16:15:10
140.698,12.34,438.0,11.95,2019-05-20 16:45:07
140.7189,11.93,430.0,11.94,2019-05-20 17:15:12
140.7397,12.56,439.9,11.94,2019-05-20 17:45:10
140.7605,12.61,439.0,11.94,2019-05-20 18:15:07
140.7814,12.81,454.0,11.95,2019-05-20 18:45:12
140.8022,12.97,454.7,11.95,2019-05-20 19:15:10
140.823,13.54,466.6,11.95,2019-05-20 19:45:07
140.8439,13.49,459.0,11.95,2019-05-20 20:15:12
140.8647,13.17,461.5,11.95,2019-05-20 20:45:10
140.8855,13.38,448.3,11.95,2019-05-20 21:15:07
140.9064,13.29,435.5,11.95,2019-05-20 21:45:12
140.9272,13.42,422.5,11.95,2019-05-20 22:15:10
140.948,13.04,427.8,11.95,2019-05-20 22:45:07
140.9689,13.31,431.7,11.95,2019-05-20 23:15:12
140.9897,12.72,438.7,11.94,2019-05-20 23:45:10
141.0105,12.86,439.9,11.94,2019-05-21 00:15:07
141.0314,12.92,448.9,11.94,2019-05-21 00:45:12
141.0522,12.95,434.3,11.94,2019-05-21 01:15:10
141.073,12.95,422.2,11.94,2019-05-21 01:45:07
141.0939,12.79,412.0,11.94,2019-05-21 02:15:12
141.1147,12.86,412.7,11.94,2019-05-21 02:45:10
141.1355,12.92,420.1,11.93,2019-05-21 03:15:07
141.1564,12.74,443.5,11.94,2019-05-21 03:45:12
141.1772,12.77,462.4,11.93,2019-05-21 04:15:10
141.198,12.65,464.9,11.93,2019-05-21 04:45:07
141.2189,12.29,466.2,11.93,2019-05-21 05:15:12
141.2397,12.34,463.3,11.93,2019-05-21 05:45:10
141.2605,12.31,466.1,11.93,2019-05-21 06:15:07
141.2814,12.25,467.7,11.93,2019-05-21 06:45:12
141.3022,12.13,467.5,11.93,2019-05-21 07:15:10
141.323,12.09,467.4,11.93,2019-05-21 07:45:07
141.3439,12.02,466.6,11.93,2019-05-21 08:15:12
141.3647,12.11,470.1,11.92,2019-05-21 08:45:10
141.3855,12.29,481.5,11.92,2019-05-21 09:15:07
141.4064,12.2,478.0,11.92,2019-05-21 09:45:12
141.4272,12.25,483.0,11.92,2019-05-21 10:15:10
141.448,12.25,480.1,11.92,2019-05-21 10:45:07
141.4689,12.29,478.8,11.92,2019-05-21 11:15:12
141.4897,12.25,481.3,11.92,2019-05-21 11:45:10
141.5105,12.13,487.7,11.92,2019-05-21 12:15:07
141.5314,12.11,486.8,11.92,2019-05-21 12:45:12
141.5522,12.13,482.9,11.92,2019-05-21 13:15:10
141.573,12.13,482.2,11.92,2019-05-21 13:45:07
141.5939,12.25,476.0,11.92,2019-05-21 14:15:12
141.6147,12.29,472.6,11.92,2019-05-21 14:45:10
141.6355,12.63,471.0,11.92,2019-05-21 15:15:07
141.6564,12.92,473.6,11.92,2019-05-21 15:45:12
141.6772,12.95,476.6,11.92,2019-05-21 16:15:10
141.698,13.06,480.2,11.92,2019-05-21 16:45:07
141.7189,12.86,479.8,11.92,2019-05-21 17:15:12
141.7397,12.67,473.1,11.92,2019-05-21 17:45:10
141.7605,12.58,468.1,11.92,2019-05-21 18:15:07
141.7814,11.93,460.0,11.92,2019-05-21 18:45:12
141.8022,11.79,458.3,11.91,2019-05-21 19:15:10
141.823,11.66,450.1,11.91,2019-05-21 19:45:07
141.8439,11.75,447.1,11.91,2019-05-21 20:15:12
141.8647,11.82,443.1,11.91,2019-05-21 20:45:10
141.8855,11.93,442.7,11.91,2019-05-21 21:15:07
141.9064,12.09,440.4,11.91,2019-05-21 21:45:12
141.9272,12.13,436.6,11.91,2019-05-21 22:15:10
141.948,12.4,440.3,11.91,2019-05-21 22:45:07
141.9689,12.47,441.9,11.91,2019-05-21 23:15:12
141.9897,12.45,435.6,11.91,2019-05-21 23:45:10
142.0105,12.04,435.6,11.91,2019-05-22 00:15:07
142.0314,11.48,438.5,11.91,2019-05-22 00:45:12
142.0522,11.43,430.6,11.91,2019-05-22 01:15:10
142.073,11.48,439.0,11.9,2019-05-22 01:45:07
142.0939,11.43,440.9,11.9,2019-05-22 02:15:12
142.1147,11.5,444.1,11.9,2019-05-22 02:45:10
142.1355,11.52,442.6,11.9,2019-05-22 03:15:07
142.1564,11.41,445.3,11.9,2019-05-22 03:45:12
142.1772,11.73,447.2,11.9,2019-05-22 04:15:10
142.198,11.73,450.0,11.9,2019-05-22 04:45:07
142.2189,11.68,446.3,11.9,2019-05-22 05:15:12
142.2397,11.73,455.6,11.9,2019-05-22 05:45:10
142.2605,11.41,448.6,11.9,2019-05-22 06:15:07
142.2814,11.3,450.3,11.9,2019-05-22 06:45:12
142.3022,11.35,452.2,11.89,2019-05-22 07:15:10
142.323,10.99,449.4,11.89,2019-05-22 07:45:07
142.3439,10.94,450.6,11.89,2019-05-22 08:15:12
142.3647,10.85,453.6,11.89,2019-05-22 08:45:10
142.3855,10.87,455.9,11.89,2019-05-22 09:15:07
142.4064,10.96,452.8,11.89,2019-05-22 09:45:12
142.4272,11.14,453.6,11.89,2019-05-22 10:15:10
142.448,11.14,450.1,11.89,2019-05-22 10:45:07
142.4689,11.12,446.1,11.89,2019-05-22 11:15:12
142.4897,11.05,439.1,11.89,2019-05-22 11:45:10
142.5105,10.94,431.9,11.89,2019-05-22 12:15:07
142.5314,11.03,413.9,11.89,2019-05-22 12:45:12
142.5522,11.14,423.7,11.89,2019-05-22 13:15:10
142.573,11.39,431.6,11.89,2019-05-22 13:45:07
142.5939,11.26,427.5,11.89,2019-05-22 14:15:12
142.6147,11.3,411.9,11.89,2019-05-22 14:45:10
142.6355,11.5,423.5,11.89,2019-05-22 15:15:07
142.6564,11.61,435.8,11.89,2019-05-22 15:45:12
142.6772,11.86,446.5,11.89,2019-05-22 16:15:10
142.698,11.84,441.7,11.89,2019-05-22 16:45:07
142.7189,11.88,432.6,11.89,2019-05-22 17:15:12
142.7397,11.88,432.2,11.89,2019-05-22 17:45:10
142.7605,11.86,426.6,11.89,2019-05-22 18:15:07
142.8022,11.48,397.3,11.91,2019-05-22 19:15:10
142.823,11.43,400.9,11.9,2019-05-22 19:45:07
142.8439,11.46,392.7,11.89,2019-05-22 20:15:12
142.8647,11.48,408.2,11.89,2019-05-22 20:45:10
142.8855,11.79,435.5,11.89,2019-05-22 21:15:07
142.9064,12.13,411.5,11.89,2019-05-22 21:45:12
142.9272,11.84,407.1,11.89,2019-05-22 22:15:10
142.948,11.93,405.8,11.89,2019-05-22 22:45:07
142.9689,11.68,405.1,11.88,2019-05-22 23:15:12
142.9897,11.66,386.5,11.88,2019-05-22 23:45:10
143.0105,11.68,350.1,11.88,2019-05-23 00:15:07
143.0314,11.64,369.0,11.88,2019-05-23 00:45:12
143.0522,11.79,407.3,11.88,2019-05-23 01:15:10
143.073,11.79,424.0,11.88,2019-05-23 01:45:07
143.0939,11.79,436.2,11.88,2019-05-23 02:15:12
143.1147,11.79,432.4,11.88,2019-05-23 02:45:10
143.1355,11.82,424.6,11.88,2019-05-23 03:15:07
143.1564,11.79,423.7,11.88,2019-05-23 03:45:12
143.1772,11.77,430.3,11.88,2019-05-23 04:15:10
143.198,11.75,437.6,11.88,2019-05-23 04:45:07
143.2189,11.68,436.6,11.88,2019-05-23 05:15:12
143.2397,11.68,438.1,11.87,2019-05-23 05:45:10
143.2605,11.61,431.8,11.87,2019-05-23 06:15:07
143.2814,11.61,436.7,11.87,2019-05-23 06:45:12
143.3022,11.61,433.3,11.87,2019-05-23 07:15:10
143.323,11.84,448.9,11.87,2019-05-23 07:45:07
143.3439,11.73,447.7,11.87,2019-05-23 08:15:12
143.3647,11.82,451.1,11.87,2019-05-23 08:45:10
143.3855,11.91,453.6,11.87,2019-05-23 09:15:07
143.4064,11.93,454.0,11.87,2019-05-23 09:45:12
143.4272,11.95,452.3,11.87,2019-05-23 10:15:10
143.448,11.97,441.2,11.87,2019-05-23 10:45:07
143.4689,11.88,436.3,11.87,2019-05-23 11:15:12
143.4897,11.82,441.0,11.87,2019-05-23 11:45:10
143.5105,11.77,446.6,11.87,2019-05-23 12:15:07
143.5314,11.79,429.5,11.87,2019-05-23 12:45:12
143.5522,11.86,446.4,11.87,2019-05-23 13:15:10
143.573,12.0,456.3,11.87,2019-05-23 13:45:07
143.5939,12.04,457.5,11.87,2019-05-23 14:15:12
143.6147,12.02,453.3,11.87,2019-05-23 14:45:10
143.6355,12.06,442.7,11.87,2019-05-23 15:15:07
143.6564,12.2,434.2,11.87,2019-05-23 15:45:12
143.6772,12.22,439.2,11.87,2019-05-23 16:15:10
143.698,12.27,443.1,11.87,2019-05-23 16:45:07
143.7189,12.34,443.4,11.87,2019-05-23 17:15:12
143.7397,12.43,440.8,11.87,2019-05-23 17:45:10
143.7605,12.43,439.3,11.87,2019-05-23 18:15:07
143.7814,12.47,439.1,11.87,2019-05-23 18:45:12
143.8022,12.54,435.1,11.87,2019-05-23 19:15:10
143.823,12.47,437.4,11.87,2019-05-23 19:45:07
143.8439,12.38,437.9,11.87,2019-05-23 20:15:12
143.8647,12.11,411.3,11.87,2019-05-23 20:45:10
143.8855,12.38,421.3,11.86,2019-05-23 21:15:07
143.9064,12.36,421.4,11.86,2019-05-23 21:45:12
143.9272,12.22,418.5,11.86,2019-05-23 22:15:10
143.948,12.38,419.5,11.86,2019-05-23 22:45:07
143.9689,12.43,411.1,11.86,2019-05-23 23:15:12
143.9897,12.45,421.0,11.86,2019-05-23 23:45:10
144.0105,12.49,423.4,11.86,2019-05-24 00:15:07
144.0314,12.43,423.0,11.86,2019-05-24 00:45:12
144.0522,12.43,425.2,11.86,2019-05-24 01:15:10
144.073,12.49,437.4,11.86,2019-05-24 01:45:07
144.0939,12.36,432.8,11.86,2019-05-24 02:15:12
144.1147,11.88,438.1,11.85,2019-05-24 02:45:10
144.1355,11.91,437.1,11.85,2019-05-24 03:15:07
144.1564,11.91,435.9,11.86,2019-05-24 03:45:12
144.1772,11.88,434.5,11.85,2019-05-24 04:15:10
144.198,11.88,442.1,11.85,2019-05-24 04:45:07
144.2189,11.95,448.6,11.85,2019-05-24 05:15:12
144.2397,11.86,446.7,11.85,2019-05-24 05:45:10
144.2605,11.91,442.4,11.85,2019-05-24 06:15:07
144.2814,12.06,452.1,11.85,2019-05-24 06:45:12
144.3022,12.11,452.2,11.85,2019-05-24 07:15:10
144.323,12.13,447.8,11.85,2019-05-24 07:45:07
144.3439,11.86,455.4,11.85,2019-05-24 08:15:12
144.3647,11.73,455.4,11.85,2019-05-24 08:45:10
144.3855,11.7,453.0,11.85,2019-05-24 09:15:07
144.4064,11.75,467.1,11.84,2019-05-24 09:45:12
144.4272,11.84,466.9,11.84,2019-05-24 10:15:10
144.448,12.11,465.5,11.84,2019-05-24 10:45:07
144.4689,12.18,461.9,11.85,2019-05-24 11:15:12
144.4897,12.27,459.8,11.85,2019-05-24 11:45:10
144.5105,12.47,460.3,11.85,2019-05-24 12:15:07
144.5314,12.56,459.8,11.85,2019-05-24 12:45:12
144.5522,12.61,457.0,11.85,2019-05-24 13:15:10
144.573,12.7,456.3,11.85,2019-05-24 13:45:07
144.5939,12.72,456.3,11.85,2019-05-24 14:15:12
144.6147,12.67,452.1,11.85,2019-05-24 14:45:10
144.6355,12.67,452.1,11.85,2019-05-24 15:15:07
144.6564,12.38,446.0,11.85,2019-05-24 15:45:12
144.6772,12.54,445.9,11.84,2019-05-24 16:15:10
144.698,12.86,441.8,11.85,2019-05-24 16:45:07
144.7189,12.97,440.6,11.84,2019-05-24 17:15:12
144.7397,12.99,441.5,11.84,2019-05-24 17:45:10
144.7605,13.01,435.4,11.84,2019-05-24 18:15:07
144.7814,12.88,411.4,11.84,2019-05-24 18:45:12
144.8022,12.16,407.6,11.84,2019-05-24 19:15:10
144.823,10.74,387.5,11.84,2019-05-24 19:45:07
144.8439,10.78,389.0,11.84,2019-05-24 20:15:12
144.8647,10.32,397.3,11.83,2019-05-24 20:45:10
144.8855,10.56,414.9,11.82,2019-05-24 21:15:07
144.9064,10.23,423.2,11.82,2019-05-24 21:45:12
144.9272,10.58,415.7,11.82,2019-05-24 22:15:10
144.948,10.34,403.7,11.82,2019-05-24 22:45:07
144.9689,10.38,411.0,11.82,2019-05-24 23:15:12
144.9897,10.61,405.3,11.82,2019-05-24 23:45:10
145.0105,11.1,409.7,11.82,2019-05-25 00:15:07
145.0314,11.19,415.5,11.82,2019-05-25 00:45:12
145.0522,11.41,407.2,11.82,2019-05-25 01:15:10
145.073,11.12,358.7,11.82,2019-05-25 01:45:07
145.0939,11.52,351.8,11.82,2019-05-25 02:15:12
145.1147,11.23,356.6,11.82,2019-05-25 02:45:10
145.1355,11.52,410.8,11.82,2019-05-25 03:15:07
145.1564,11.48,393.0,11.82,2019-05-25 03:45:12
145.1772,11.52,350.9,11.82,2019-05-25 04:15:10
145.198,11.5,330.6,11.82,2019-05-25 04:45:07
145.2189,11.46,306.0,11.82,2019-05-25 05:15:12
145.2397,11.41,355.3,11.82,2019-05-25 05:45:10
145.2605,11.41,356.1,11.82,2019-05-25 06:15:07
145.2814,11.37,369.7,11.82,2019-05-25 06:45:12
145.3022,11.32,370.8,11.82,2019-05-25 07:15:10
145.323,11.3,378.9,11.82,2019-05-25 07:45:07
145.3439,11.21,396.7,11.82,2019-05-25 08:15:12
145.3647,11.26,417.2,11.82,2019-05-25 08:45:10
145.3855,11.17,420.1,11.82,2019-05-25 09:15:07
145.4064,11.01,425.1,11.81,2019-05-25 09:45:12
145.4272,11.03,423.7,11.82,2019-05-25 10:15:10
145.448,11.21,423.4,11.81,2019-05-25 10:45:07
145.4689,11.17,418.5,11.81,2019-05-25 11:15:12
145.4897,11.35,419.0,11.82,2019-05-25 11:45:10
145.5105,11.55,418.3,11.81,2019-05-25 12:15:07
