Date,Temp,CO2,Battery,Date (UTC)
145.5765,16.58,796.4,11.59,2023-05-25 13:50:09
145.6182,16.11,688.6,11.58,2023-05-25 14:50:12
145.6598,16.14,633.0,11.58,2023-05-25 15:50:06
145.7015,16.21,584.8,11.58,2023-05-25 16:50:09
145.7432,16.25,581.0,11.58,2023-05-25 17:50:12
145.7848,16.91,572.8,11.58,2023-05-25 18:50:06
145.8265,17.24,561.5,11.59,2023-05-25 19:50:09
145.8682,17.83,531.0,11.59,2023-05-25 20:50:12
145.9098,17.59,496.4,11.59,2023-05-25 21:50:06
145.9515,16.98,535.7,11.59,2023-05-25 22:50:09
145.9932,16.84,568.1,11.59,2023-05-25 23:50:12
146.0348,16.67,554.8,11.59,2023-05-26 00:50:06
146.0765,16.77,578.8,11.58,2023-05-26 01:50:09
146.1182,16.6,564.5,11.58,2023-05-26 02:50:12
146.1598,16.46,584.5,11.58,2023-05-26 03:50:06
146.2015,16.39,588.8,11.58,2023-05-26 04:50:09
146.2432,16.25,556.2,11.57,2023-05-26 05:50:12
146.2848,16.42,629.9,11.57,2023-05-26 06:50:06
146.3265,16.67,727.3,11.57,2023-05-26 07:50:09
146.3682,16.67,802.1,11.57,2023-05-26 08:50:12
146.4098,16.63,836.7,11.58,2023-05-26 09:50:06
146.4515,16.63,866.6,11.58,2023-05-26 10:50:09
146.4932,16.56,827.6,11.57,2023-05-26 11:50:12
146.5348,16.53,766.7,11.57,2023-05-26 12:50:06
146.5765,16.42,772.0,11.57,2023-05-26 13:50:09
146.6182,16.49,703.0,11.57,2023-05-26 14:50:12
146.6598,16.53,649.6,11.57,2023-05-26 15:50:06
146.7015,16.74,596.6,11.57,2023-05-26 16:50:09
146.7432,16.79,568.5,11.57,2023-05-26 17:50:12
146.7848,17.1,582.8,11.58,2023-05-26 18:50:06
146.8265,17.5,565.5,11.58,2023-05-26 19:50:09
146.8682,17.69,532.4,11.58,2023-05-26 20:50:12
146.9098,18.37,504.4,11.59,2023-05-26 21:50:06
146.9515,17.95,505.5,11.59,2023-05-26 22:50:09
146.9932,17.14,514.5,11.58,2023-05-26 23:50:12
147.0348,17.1,582.2,11.58,2023-05-27 00:50:06
147.0765,16.93,571.9,11.57,2023-05-27 01:50:09
147.1182,16.63,565.9,11.57,2023-05-27 02:50:12
147.2015,16.46,541.7,11.68,2023-05-27 04:50:09
147.2432,16.28,566.3,11.64,2023-05-27 05:50:12
147.2848,16.23,588.5,11.62,2023-05-27 06:50:06
147.3265,16.72,660.6,11.61,2023-05-27 07:50:09
147.3682,16.65,736.5,11.6,2023-05-27 08:50:12
147.4098,16.77,836.6,11.59,2023-05-27 09:50:06
147.4515,16.65,855.4,11.59,2023-05-27 10:50:09
147.4932,16.56,784.8,11.59,2023-05-27 11:50:12
147.5348,16.51,806.1,11.58,2023-05-27 12:50:06
147.5765,16.35,784.3,11.58,2023-05-27 13:50:09
147.6182,16.51,738.9,11.58,2023-05-27 14:50:12
147.6598,16.58,661.5,11.57,2023-05-27 15:50:06
147.7015,17.21,607.5,11.57,2023-05-27 16:50:09
147.7432,17.31,602.0,11.58,2023-05-27 17:50:12
147.7848,17.31,599.0,11.58,2023-05-27 18:50:06
147.8265,17.8,576.5,11.58,2023-05-27 19:50:09
147.8682,18.68,544.0,11.59,2023-05-27 20:50:12
147.9098,18.54,561.4,11.59,2023-05-27 21:50:06
147.9515,19.21,534.2,11.59,2023-05-27 22:50:09
147.9932,19.09,534.0,11.59,2023-05-27 23:50:12
148.0348,18.09,612.8,11.59,2023-05-28 00:50:06
148.0765,17.83,621.3,11.58,2023-05-28 01:50:09
148.1182,17.71,594.2,11.58,2023-05-28 02:50:12
148.1598,17.69,615.7,11.57,2023-05-28 03:50:06
148.2015,17.43,618.1,11.57,2023-05-28 04:50:09
148.2432,17.31,596.4,11.56,2023-05-28 05:50:12
148.2848,17.05,600.5,11.56,2023-05-28 06:50:06
148.3265,17.12,614.4,11.56,2023-05-28 07:50:09
148.3682,17.31,673.9,11.56,2023-05-28 08:50:12
148.4098,17.33,733.2,11.56,2023-05-28 09:50:06
148.4515,17.45,782.6,11.56,2023-05-28 10:50:09
148.4932,17.5,839.9,11.56,2023-05-28 11:50:12
148.5348,17.28,830.1,11.56,2023-05-28 12:50:06
148.5765,17.17,801.2,11.55,2023-05-28 13:50:09
148.6182,17.26,740.8,11.55,2023-05-28 14:50:12
148.6598,17.31,714.7,11.55,2023-05-28 15:50:06
148.7015,17.38,646.0,11.55,2023-05-28 16:50:09
148.7432,18.04,607.2,11.56,2023-05-28 17:50:12
148.7848,17.95,573.7,11.56,2023-05-28 18:50:06
148.8265,17.88,580.9,11.56,2023-05-28 19:50:09
148.8682,18.3,568.5,11.56,2023-05-28 20:50:12
148.9098,18.85,543.7,11.56,2023-05-28 21:50:06
148.9515,19.19,532.3,11.56,2023-05-28 22:50:09
148.9932,19.45,482.3,11.57,2023-05-28 23:50:12
149.0348,19.6,497.2,11.57,2023-05-29 00:50:06
149.0765,18.83,533.7,11.57,2023-05-29 01:50:09
149.1182,18.16,597.1,11.56,2023-05-29 02:50:12
149.1598,17.95,624.8,11.55,2023-05-29 03:50:06
149.2015,17.88,644.6,11.55,2023-05-29 04:50:09
149.2432,17.83,628.0,11.55,2023-05-29 05:50:12
149.2848,17.45,615.2,11.54,2023-05-29 06:50:06
149.3265,17.31,624.1,11.54,2023-05-29 07:50:09
149.3682,17.5,638.1,11.54,2023-05-29 08:50:12
149.4098,17.64,722.7,11.54,2023-05-29 09:50:06
149.4515,17.71,802.5,11.54,2023-05-29 10:50:09
149.4932,17.59,953.1,11.54,2023-05-29 11:50:12
149.5348,17.52,855.9,11.54,2023-05-29 12:50:06
149.5765,17.47,875.4,11.54,2023-05-29 13:50:09
149.6182,17.61,923.2,11.54,2023-05-29 14:50:12
149.6598,17.64,784.8,11.54,2023-05-29 15:50:06
149.7015,18.14,642.9,11.54,2023-05-29 16:50:09
149.7432,18.35,598.1,11.54,2023-05-29 17:50:12
149.7848,18.33,576.6,11.54,2023-05-29 18:50:06
149.8265,18.16,558.7,11.54,2023-05-29 19:50:09
149.8682,18.07,566.1,11.54,2023-05-29 20:50:12
149.9098,18.33,560.7,11.54,2023-05-29 21:50:06
149.9515,18.92,490.5,11.54,2023-05-29 22:50:09
149.9932,19.02,506.0,11.55,2023-05-29 23:50:12
150.0348,18.52,565.2,11.54,2023-05-30 00:50:06
150.0765,18.52,587.2,11.54,2023-05-30 01:50:09
150.1182,18.57,646.1,11.54,2023-05-30 02:50:12
150.1598,17.99,647.4,11.54,2023-05-30 03:50:06
150.2015,17.97,654.7,11.53,2023-05-30 04:50:09
150.2432,17.61,661.7,11.53,2023-05-30 05:50:12
150.2848,17.52,635.6,11.53,2023-05-30 06:50:06
150.3265,17.17,644.1,11.52,2023-05-30 07:50:09
150.3682,17.05,652.5,11.52,2023-05-30 08:50:12
150.4098,17.07,655.7,11.52,2023-05-30 09:50:06
150.4515,17.38,755.4,11.52,2023-05-30 10:50:09
150.4932,17.33,849.1,11.52,2023-05-30 11:50:12
150.5348,17.24,1005.2,11.51,2023-05-30 12:50:06
150.5765,17.36,999.7,11.52,2023-05-30 13:50:09
150.6182,17.38,872.8,11.52,2023-05-30 14:50:12
150.6598,17.31,721.2,11.52,2023-05-30 15:50:06
150.7432,17.5,609.9,11.65,2023-05-30 17:50:12
150.7848,17.71,578.4,11.61,2023-05-30 18:50:06
150.8265,17.9,558.2,11.59,2023-05-30 19:50:09
150.8682,17.57,553.5,11.57,2023-05-30 20:50:12
150.9098,17.54,553.7,11.56,2023-05-30 21:50:06
150.9515,17.9,540.9,11.56,2023-05-30 22:50:09
150.9932,18.47,529.1,11.55,2023-05-30 23:50:12
151.0348,18.95,495.0,11.55,2023-05-31 00:50:06
151.0765,19.09,506.8,11.55,2023-05-31 01:50:09
151.1182,18.97,551.6,11.56,2023-05-31 02:50:12
151.1598,18.71,573.7,11.55,2023-05-31 03:50:06
151.2015,17.76,654.0,11.54,2023-05-31 04:50:09
151.2432,17.4,678.9,11.54,2023-05-31 05:50:12
151.2848,17.19,676.1,11.53,2023-05-31 06:50:06
151.3265,17.14,665.8,11.52,2023-05-31 07:50:09
151.3682,16.98,677.7,11.52,2023-05-31 08:50:12
151.4098,16.77,691.9,11.52,2023-05-31 09:50:06
151.4515,17.0,729.3,11.51,2023-05-31 10:50:09
151.4932,17.07,869.8,11.52,2023-05-31 11:50:12
151.5348,17.1,931.4,11.52,2023-05-31 12:50:06
151.5765,17.21,1035.8,11.52,2023-05-31 13:50:09
151.6182,17.4,1082.9,11.52,2023-05-31 14:50:12
151.6598,17.38,931.9,11.52,2023-05-31 15:50:06
151.7015,17.36,775.2,11.52,2023-05-31 16:50:09
151.7432,17.88,728.9,11.52,2023-05-31 17:50:12
151.7848,18.33,631.9,11.52,2023-05-31 18:50:06
151.8265,18.54,602.2,11.53,2023-05-31 19:50:09
151.8682,18.54,584.1,11.53,2023-05-31 20:50:12
151.9098,18.33,588.9,11.53,2023-05-31 21:50:06
151.9515,18.37,604.9,11.53,2023-05-31 22:50:09
151.9932,18.95,582.3,11.52,2023-05-31 23:50:12
152.0348,19.41,585.7,11.53,2023-06-01 00:50:06
152.0765,19.82,595.6,11.54,2023-06-01 01:50:09
152.1182,19.84,680.5,11.54,2023-06-01 02:50:12
152.1598,19.67,739.6,11.54,2023-06-01 03:50:06
152.2015,18.78,744.9,11.54,2023-06-01 04:50:09
152.2432,18.52,877.2,11.53,2023-06-01 05:50:12
152.2848,18.26,807.3,11.52,2023-06-01 06:50:06
152.3265,17.92,712.6,11.51,2023-06-01 07:50:09
152.3682,17.57,713.2,11.51,2023-06-01 08:50:12
152.4098,17.57,755.0,11.5,2023-06-01 09:50:06
152.4515,17.57,757.4,11.5,2023-06-01 10:50:09
152.4932,17.88,810.2,11.5,2023-06-01 11:50:12
152.5348,18.07,930.6,11.51,2023-06-01 12:50:06
152.5765,18.37,1022.5,11.51,2023-06-01 13:50:09
152.6182,18.78,1102.9,11.51,2023-06-01 14:50:12
152.6598,18.66,1038.1,11.51,2023-06-01 15:50:06
152.7015,18.37,942.9,11.51,2023-06-01 16:50:09
152.7432,18.4,812.3,11.51,2023-06-01 17:50:12
152.7848,19.02,677.0,11.51,2023-06-01 18:50:06
152.8265,19.55,653.4,11.52,2023-06-01 19:50:09
152.8682,19.62,621.5,11.52,2023-06-01 20:50:12
152.9098,19.26,619.0,11.52,2023-06-01 21:50:06
152.9515,18.97,631.0,11.52,2023-06-01 22:50:09
152.9932,19.26,636.7,11.51,2023-06-01 23:50:12
153.0348,19.77,649.0,11.52,2023-06-02 00:50:06
153.0765,20.35,729.1,11.52,2023-06-02 01:50:09
153.1182,20.72,969.8,11.53,2023-06-02 02:50:12
153.1598,20.72,1167.4,11.53,2023-06-02 03:50:06
153.2015,20.52,1198.5,11.53,2023-06-02 04:50:09
153.2432,20.28,1134.9,11.53,2023-06-02 05:50:12
153.2848,19.45,1030.4,11.52,2023-06-02 06:50:06
153.3265,18.97,891.3,11.51,2023-06-02 07:50:09
153.3682,18.8,833.5,11.51,2023-06-02 08:50:12
153.4098,18.47,816.5,11.5,2023-06-02 09:50:06
153.4515,18.3,822.9,11.5,2023-06-02 10:50:09
153.4932,18.28,827.9,11.49,2023-06-02 11:50:12
153.5765,19.09,1007.2,11.5,2023-06-02 13:50:09
153.6182,19.87,1232.7,11.5,2023-06-02 14:50:12
153.6598,20.23,1364.3,11.51,2023-06-02 15:50:06
153.7015,20.13,1234.7,11.51,2023-06-02 16:50:09
153.7432,19.5,970.6,11.51,2023-06-02 17:50:12
153.7848,19.62,759.3,11.51,2023-06-02 18:50:06
153.8265,19.87,651.0,11.51,2023-06-02 19:50:09
153.8682,19.96,632.8,11.51,2023-06-02 20:50:12
153.9098,19.84,629.2,11.51,2023-06-02 21:50:06
153.9515,19.26,601.8,11.5,2023-06-02 22:50:09
153.9932,19.14,637.2,11.5,2023-06-02 23:50:12
154.0348,19.38,647.8,11.5,2023-06-03 00:50:06
154.0765,19.91,734.8,11.5,2023-06-03 01:50:09
154.1182,20.43,990.9,11.5,2023-06-03 02:50:12
154.1598,20.67,1547.4,11.51,2023-06-03 03:50:06
154.2015,20.57,2081.7,11.51,2023-06-03 04:50:09
154.2848,20.45,1939.0,11.65,2023-06-03 06:50:06
154.3265,20.01,1599.3,11.6,2023-06-03 07:50:09
154.3682,19.6,1310.8,11.57,2023-06-03 08:50:12
154.4098,18.9,980.9,11.55,2023-06-03 09:50:06
154.4515,18.64,864.8,11.54,2023-06-03 10:50:09
154.4932,18.49,855.8,11.52,2023-06-03 11:50:12
154.5348,18.52,843.7,11.52,2023-06-03 12:50:06
154.5765,18.21,1153.1,11.51,2023-06-03 13:50:09
154.6182,17.99,1459.5,11.51,2023-06-03 14:50:12
154.6598,17.9,1610.6,11.5,2023-06-03 15:50:06
154.7015,17.83,1675.6,11.5,2023-06-03 16:50:09
154.7432,17.88,1790.3,11.5,2023-06-03 17:50:12
154.7848,17.92,1632.1,11.5,2023-06-03 18:50:06
154.8265,18.04,1312.7,11.5,2023-06-03 19:50:09
154.8682,17.64,839.9,11.5,2023-06-03 20:50:12
154.9098,17.59,763.7,11.49,2023-06-03 21:50:06
154.9515,17.38,699.6,11.49,2023-06-03 22:50:09
154.9932,17.0,650.2,11.48,2023-06-03 23:50:12
155.0348,17.0,665.8,11.48,2023-06-04 00:50:06
155.0765,16.91,724.4,11.48,2023-06-04 01:50:09
155.1182,16.58,889.6,11.48,2023-06-04 02:50:12
155.1598,16.3,1228.4,11.48,2023-06-04 03:50:06
155.2015,15.97,1768.6,11.47,2023-06-04 04:50:09
155.2432,15.9,2028.0,11.47,2023-06-04 05:50:12
155.2848,16.02,2111.7,11.47,2023-06-04 06:50:06
155.3265,16.11,2003.3,11.47,2023-06-04 07:50:09
155.3682,16.35,1566.7,11.47,2023-06-04 08:50:12
155.4098,15.65,1082.2,11.47,2023-06-04 09:50:06
155.4515,15.77,897.9,11.47,2023-06-04 10:50:09
155.4932,15.84,830.1,11.46,2023-06-04 11:50:12
155.5348,15.97,777.9,11.47,2023-06-04 12:50:06
155.5765,15.86,866.5,11.47,2023-06-04 13:50:09
155.6182,15.86,949.4,11.47,2023-06-04 14:50:12
155.6598,15.97,1117.1,11.47,2023-06-04 15:50:06
155.7015,16.21,1160.7,11.47,2023-06-04 16:50:09
155.7432,16.37,1194.1,11.47,2023-06-04 17:50:12
155.7848,16.35,1246.9,11.47,2023-06-04 18:50:06
155.8265,16.32,1198.9,11.47,2023-06-04 19:50:09
155.8682,16.37,933.2,11.47,2023-06-04 20:50:12
155.9098,16.39,686.6,11.47,2023-06-04 21:50:06
155.9515,16.11,647.4,11.47,2023-06-04 22:50:09
155.9932,16.14,605.2,11.47,2023-06-04 23:50:12
156.0348,16.02,613.9,11.46,2023-06-05 00:50:06
156.0765,16.02,644.1,11.46,2023-06-05 01:50:09
156.1182,15.88,681.7,11.46,2023-06-05 02:50:12
156.1598,15.65,853.1,11.46,2023-06-05 03:50:06
156.2015,15.49,1249.6,11.46,2023-06-05 04:50:09
156.2432,15.26,1820.8,11.45,2023-06-05 05:50:12
156.2848,15.28,2048.3,11.45,2023-06-05 06:50:06
156.3265,15.3,1980.5,11.45,2023-06-05 07:50:09
156.3682,15.35,1924.3,11.45,2023-06-05 08:50:12
156.4098,15.49,1334.4,11.45,2023-06-05 09:50:06
156.4932,15.35,815.6,11.45,2023-06-05 11:50:12
156.5348,15.44,745.6,11.44,2023-06-05 12:50:06
156.5765,15.46,753.6,11.45,2023-06-05 13:50:09
156.6182,15.49,804.5,11.45,2023-06-05 14:50:12
156.6598,15.63,928.4,11.45,2023-06-05 15:50:06
156.7015,15.79,1105.6,11.45,2023-06-05 16:50:09
156.7432,16.07,1176.9,11.45,2023-06-05 17:50:12
156.7848,16.25,1219.2,11.46,2023-06-05 18:50:06
156.8265,16.25,1242.8,11.46,2023-06-05 19:50:09
156.8682,16.09,1011.1,11.46,2023-06-05 20:50:12
156.9098,16.21,672.8,11.46,2023-06-05 21:50:06
156.9515,16.18,613.6,11.45,2023-06-05 22:50:09
156.9932,16.07,604.7,11.45,2023-06-05 23:50:12
157.0348,16.0,611.9,11.45,2023-06-06 00:50:06
157.0765,15.95,628.6,11.45,2023-06-06 01:50:09
157.1182,15.97,660.4,11.45,2023-06-06 02:50:12
157.1598,15.97,718.4,11.45,2023-06-06 03:50:06
157.2015,15.95,893.1,11.44,2023-06-06 04:50:09
157.2432,15.9,1236.7,11.44,2023-06-06 05:50:12
157.2848,15.88,1697.3,11.44,2023-06-06 06:50:06
157.3265,15.88,1880.0,11.44,2023-06-06 07:50:09
157.3682,15.86,1916.7,11.44,2023-06-06 08:50:12
157.4098,15.88,1861.9,11.44,2023-06-06 09:50:06
157.4515,15.88,1396.1,11.44,2023-06-06 10:50:09
157.4932,15.7,968.3,11.44,2023-06-06 11:50:12
157.5348,15.84,741.3,11.44,2023-06-06 12:50:06
157.5765,15.97,684.5,11.44,2023-06-06 13:50:09
157.6182,16.0,740.7,11.44,2023-06-06 14:50:12
157.6598,16.51,718.8,11.44,2023-06-06 15:50:06
157.7015,17.07,796.6,11.45,2023-06-06 16:50:09
157.7432,17.76,865.4,11.45,2023-06-06 17:50:12
157.8265,18.73,920.5,11.6,2023-06-06 19:50:09
157.8682,17.78,747.6,11.55,2023-06-06 20:50:12
157.9098,17.71,647.9,11.53,2023-06-06 21:50:06
157.9515,17.5,660.0,11.51,2023-06-06 22:50:09
157.9932,17.14,650.6,11.5,2023-06-06 23:50:12
158.0348,16.89,618.3,11.48,2023-06-07 00:50:06
158.0765,16.56,601.6,11.47,2023-06-07 01:50:09
158.1182,16.42,613.9,11.47,2023-06-07 02:50:12
158.1598,16.56,670.9,11.46,2023-06-07 03:50:06
158.2015,16.63,746.9,11.46,2023-06-07 04:50:09
158.2432,16.72,1056.7,11.46,2023-06-07 05:50:12
158.2848,16.67,1557.9,11.46,2023-06-07 06:50:06
158.3265,16.6,2167.9,11.46,2023-06-07 07:50:09
158.3682,16.6,2440.9,11.46,2023-06-07 08:50:12
158.4098,16.58,2270.3,11.46,2023-06-07 09:50:06
158.4515,16.6,2152.9,11.46,2023-06-07 10:50:09
158.4932,16.44,1308.0,11.46,2023-06-07 11:50:12
158.5348,16.16,941.8,11.46,2023-06-07 12:50:06
158.6182,16.37,652.7,11.45,2023-06-07 14:50:12
158.6598,16.44,667.8,11.45,2023-06-07 15:50:06
158.7015,16.77,696.2,11.45,2023-06-07 16:50:09
158.7432,17.1,806.3,11.46,2023-06-07 17:50:12
158.7848,17.36,976.6,11.46,2023-06-07 18:50:06
158.8265,17.5,1160.8,11.46,2023-06-07 19:50:09
158.8682,17.43,1325.1,11.46,2023-06-07 20:50:12
158.9098,17.19,1079.0,11.46,2023-06-07 21:50:06
158.9515,17.05,976.4,11.46,2023-06-07 22:50:09
158.9932,16.84,920.2,11.45,2023-06-07 23:50:12
159.0348,16.79,745.1,11.45,2023-06-08 00:50:06
159.0765,16.58,696.2,11.45,2023-06-08 01:50:09
159.1182,16.37,664.4,11.44,2023-06-08 02:50:12
159.1598,16.32,698.4,11.44,2023-06-08 03:50:06
159.2015,16.39,747.0,11.44,2023-06-08 04:50:09
159.2432,16.37,862.9,11.44,2023-06-08 05:50:12
159.2848,16.32,1214.5,11.44,2023-06-08 06:50:06
159.3265,16.23,1909.9,11.44,2023-06-08 07:50:09
159.3682,16.21,2235.9,11.43,2023-06-08 08:50:12
159.4098,16.18,2525.5,11.43,2023-06-08 09:50:06
159.4515,16.18,2531.2,11.43,2023-06-08 10:50:09
159.4932,16.25,1988.4,11.43,2023-06-08 11:50:12
159.5348,16.28,1187.3,11.43,2023-06-08 12:50:06
159.5765,16.21,957.1,11.43,2023-06-08 13:50:09
159.6182,16.46,843.9,11.43,2023-06-08 14:50:12
159.6598,16.63,694.3,11.43,2023-06-08 15:50:06
159.7015,16.77,709.6,11.43,2023-06-08 16:50:09
159.7432,17.4,737.6,11.44,2023-06-08 17:50:12
159.7848,17.92,818.8,11.44,2023-06-08 18:50:06
159.8265,18.66,906.7,11.45,2023-06-08 19:50:09
159.8682,18.88,932.2,11.46,2023-06-08 20:50:12
159.9098,18.76,1134.2,11.46,2023-06-08 21:50:06
159.9515,18.28,1049.3,11.46,2023-06-08 22:50:09
159.9932,17.47,845.2,11.45,2023-06-08 23:50:12
160.0348,17.59,904.6,11.44,2023-06-09 00:50:06
160.0765,17.17,770.8,11.44,2023-06-09 01:50:09
160.1182,17.0,696.0,11.44,2023-06-09 02:50:12
160.1598,16.74,670.7,11.43,2023-06-09 03:50:06
160.2015,16.65,703.5,11.43,2023-06-09 04:50:09
160.2432,16.72,750.5,11.43,2023-06-09 05:50:12
160.2848,16.72,905.1,11.42,2023-06-09 06:50:06
160.3265,16.63,1213.7,11.42,2023-06-09 07:50:09
160.3682,16.49,1807.2,11.42,2023-06-09 08:50:12
160.4098,16.49,2366.2,11.42,2023-06-09 09:50:06
160.4515,16.51,2409.1,11.42,2023-06-09 10:50:09
160.4932,16.53,2363.2,11.42,2023-06-09 11:50:12
160.5348,16.6,1969.4,11.42,2023-06-09 12:50:06
160.5765,16.67,1113.8,11.42,2023-06-09 13:50:09
160.6182,16.91,868.5,11.42,2023-06-09 14:50:12
160.6598,16.86,730.7,11.43,2023-06-09 15:50:06
160.7015,16.86,745.0,11.42,2023-06-09 16:50:09
160.7432,17.07,766.2,11.42,2023-06-09 17:50:12
160.7848,17.52,789.8,11.43,2023-06-09 18:50:06
160.8265,17.97,839.5,11.43,2023-06-09 19:50:09
160.8682,18.66,861.3,11.44,2023-06-09 20:50:12
160.9098,18.64,907.9,11.44,2023-06-09 21:50:06
160.9515,18.83,955.9,11.44,2023-06-09 22:50:09
160.9932,18.68,1100.3,11.44,2023-06-09 23:50:12
161.0348,17.76,949.0,11.44,2023-06-10 00:50:06
161.0765,17.97,1025.6,11.43,2023-06-10 01:50:09
161.1182,17.59,798.4,11.43,2023-06-10 02:50:12
161.1598,17.14,725.8,11.42,2023-06-10 03:50:06
161.2015,16.96,703.4,11.41,2023-06-10 04:50:09
161.2432,16.91,753.5,11.41,2023-06-10 05:50:12
161.2848,16.91,772.6,11.41,2023-06-10 06:50:06
161.3682,16.74,1189.6,11.55,2023-06-10 08:50:12
161.4098,16.63,1849.8,11.51,2023-06-10 09:50:06
161.4515,16.6,2452.5,11.49,2023-06-10 10:50:09
161.4932,16.67,2314.7,11.47,2023-06-10 11:50:12
161.5348,16.7,2396.5,11.46,2023-06-10 12:50:06
161.5765,16.81,1877.6,11.46,2023-06-10 13:50:09
161.6182,16.91,1083.5,11.45,2023-06-10 14:50:12
161.6598,17.36,904.6,11.45,2023-06-10 15:50:06
161.7015,17.69,806.3,11.46,2023-06-10 16:50:09
161.7432,17.43,729.4,11.45,2023-06-10 17:50:12
161.7848,17.59,755.1,11.45,2023-06-10 18:50:06
161.8265,18.11,769.5,11.45,2023-06-10 19:50:09
161.8682,18.47,824.9,11.46,2023-06-10 20:50:12
161.9098,18.88,903.5,11.46,2023-06-10 21:50:06
161.9515,18.88,970.2,11.46,2023-06-10 22:50:09
161.9932,18.8,1231.2,11.46,2023-06-10 23:50:12
162.0348,18.47,1091.5,11.46,2023-06-11 00:50:06
162.0765,18.07,1192.6,11.45,2023-06-11 01:50:09
162.1182,17.9,1156.9,11.44,2023-06-11 02:50:12
162.1598,17.54,818.4,11.44,2023-06-11 03:50:06
162.2015,17.33,737.2,11.43,2023-06-11 04:50:09
162.2432,17.21,722.1,11.43,2023-06-11 05:50:12
162.2848,17.14,762.9,11.43,2023-06-11 06:50:06
162.3265,17.17,801.5,11.42,2023-06-11 07:50:09
162.3682,17.14,1011.6,11.43,2023-06-11 08:50:12
162.4098,16.98,1412.6,11.42,2023-06-11 09:50:06
162.4515,16.84,1777.8,11.42,2023-06-11 10:50:09
162.4932,16.86,2308.2,11.41,2023-06-11 11:50:12
162.5348,16.96,2123.1,11.41,2023-06-11 12:50:06
162.5765,17.14,1699.0,11.42,2023-06-11 13:50:09
162.6182,17.26,1754.0,11.42,2023-06-11 14:50:12
162.6598,17.45,981.3,11.42,2023-06-11 15:50:06
162.7015,18.21,804.9,11.43,2023-06-11 16:50:09
162.7432,18.52,752.9,11.43,2023-06-11 17:50:12
162.7848,18.3,694.5,11.43,2023-06-11 18:50:06
162.8265,18.18,684.9,11.43,2023-06-11 19:50:09
162.8682,19.0,681.7,11.43,2023-06-11 20:50:12
162.9098,19.82,682.2,11.44,2023-06-11 21:50:06
162.9515,20.6,743.0,11.45,2023-06-11 22:50:09
162.9932,20.57,831.2,11.46,2023-06-11 23:50:12
163.0348,20.47,1083.4,11.45,2023-06-12 00:50:06
163.0765,20.16,969.6,11.45,2023-06-12 01:50:09
163.1182,19.21,997.1,11.44,2023-06-12 02:50:12
163.1598,18.95,1220.9,11.44,2023-06-12 03:50:06
