% Device,11B100023
% File name,11B100023_20220609_135057
% Cast time (UTC),2022-06-09 13:50:57
% Cast time (local),2022-06-09 09:50:57
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),32
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1499387137515156,19.97758177364199,42382.634859347971,47115.288537127708,30.525239256306616,1516.4177833771373,1021.3599695870612
0.44999999999999996,0.449819521336329,19.975427678250067,42339.819422752436,47069.946422352528,30.492310360226671,1516.3800116880923,1021.3367787177733
0.74999999999999989,0.74970243410017323,19.975155316281629,42352.401352781177,47084.219114913227,30.502518852679536,1516.3956303510804,1021.3459363957483
1.05,1.04958215476015,19.975592753374823,42372.16340041798,47105.730915840468,30.517981894220107,1516.4191027597026,1021.358911203973
1.35,1.3494577334898819,19.975989240801194,42396.209962434186,47132.048319654641,30.536917536226085,1516.4463327460821,1021.3745394687795
1.65,1.6493306477424368,19.976873447107451,42400.101884953481,47135.448326366837,30.539308120597571,1516.4564821757681,1021.3774503971376
1.9500000000000002,1.9492030415413228,19.975962820772011,42398.534829935954,47134.660572907538,30.538613758154227,1516.4581498642283,1021.3784737702699
2.25,2.2490754717848329,19.975867675808139,42394.928231013437,47130.750802409806,30.535689822544423,1516.4596217835622,1021.3775910803955
2.55,2.54894654514172,19.976978556954872,42411.555766184138,47148.071221011312,30.548147912180163,1516.4816349278651,1021.3881060160867
2.85,2.8488148009767404,19.975845608708493,42422.849561223426,47161.81428838912,30.557947931516285,1516.4943813869347,1021.3971735244248
3.15,3.1486862441093835,19.978690650454983,42374.867779772314,47105.492808897128,30.517243679589463,1516.4619807449731,1021.3667829031028
3.4499999999999997,3.4485544110948312,19.977533190441019,42458.139736820638,47199.275643961031,30.584888594306797,1516.5391650255742,1021.4198811461291
3.6481060172027018,3.6465745711523221,19.976885484977931,42349.392125378479,47079.062577068587,30.497929189462589,1516.4436730422051,1021.3547351699635
