% Device,11B100023
% File name,11B100023_20210507_133223
% Cast time (UTC),2021-05-07 13:32:23
% Cast time (local),2021-05-07 09:32:23
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6579059
% Start longitude,-70.1152535
% Start altitude,-34.630001068115234
% Start GPS horizontal error(Meter),1.6399999856948853
% Start GPS vertical error(Meter),3.5999999046325684
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),49
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14955288134152953,12.657068826034079,36096.748465785764,47928.25038048422,30.676741364098305,1493.917290959206,1023.1128288187555
0.44999999999999996,0.44866887511097026,12.644741962446958,36076.772017663512,47917.411751224652,30.667794179464249,1493.86972261228,1023.10958425219
0.74999999999999989,0.74778338181894,12.663370019460336,36084.170550130424,47903.5340325176,30.659512361290965,1493.9281707766645,1023.1010038540953
1.05,1.0468975445120865,12.643559846395378,36075.747536929877,47917.555730830238,30.667556825645214,1493.8753113014616,1023.1123268380891
1.35,1.3460174358035422,12.649780060894782,36012.3961902829,47825.506725452877,30.602579485503885,1493.8243644108136,1023.0622062366468
1.65,1.645151961528746,12.651409909359598,35944.594423485993,47733.397647017038,30.537159096608232,1493.7572900620269,1023.0126121093459
1.9500000000000002,1.9443066644361928,12.644342361733914,35814.44031602412,47569.485969331319,30.419976569455653,1493.5992668022834,1022.9245960673991
2.25,2.2434824924591528,12.642615351550447,35733.979381837649,47464.793623015117,30.345376253655335,1493.5098933096979,1022.8685335905143
2.55,2.542667948102213,12.635248284845083,35711.205300105379,47443.828495327783,30.329715409884749,1493.4711927203009,1022.8591513585346
2.85,2.8418494331441355,12.636323691270746,35761.253272680522,47508.961775901189,30.375933292419013,1493.5345926923449,1022.8960732237127
3.15,3.14102246091728,12.627550339529014,35778.933208126895,47543.532445347519,30.399568409509076,1493.5376938175957,1022.9173709846907
3.4499999999999997,3.44023414121142,12.62613632512209,35384.795287328976,47021.563656674705,30.029048715328244,1493.098540827054,1022.6322217697792
3.8488209004304839,3.8380571072787522,12.652301335175876,35450.013959116535,47075.494328414534,30.069460343859916,1493.2421600353637,1022.6603826494919
