% Device,11B100023
% File name,11B100023_20220808_140950
% Cast time (UTC),2022-08-08 14:09:50
% Cast time (local),2022-08-08 10:09:50
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6582907
% Start longitude,-70.1150429
% Start altitude,-64.550003051757812
% Start GPS horizontal error(Meter),553.030029296875
% Start GPS vertical error(Meter),601.92999267578125
% Start GPS number of satellites,3
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),44.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15016413645748061,26.5411120756568,47356.230312657732,45940.24886690831,29.781957678914534,1532.48987195378,1018.9385456786243
0.44999999999999996,0.45050471605506492,26.533071518668081,47418.55881927786,46007.891070591708,29.830872361279685,1532.5280370716841,1018.9790967905126
0.74999999999999989,0.75082575412367614,26.503839461800812,47468.687190929966,46082.668483517984,29.88490308624684,1532.5219755033031,1019.0300467099324
1.05,1.0511316661189951,26.49041801925048,47544.62055025006,46168.415774440567,29.946950678367731,1532.5614789472611,1019.0821364332677
1.35,1.35142351074,26.47526454746945,47602.176007767906,46237.912933764666,29.997222483822203,1532.5844094306224,1019.125910449974
1.65,1.6517034126583161,26.462626100859559,47651.949886812181,46297.627518484012,30.040416385510113,1532.6057151901387,1019.1635870518971
1.9500000000000002,1.951973890750083,26.459023452708077,47694.537371152466,46342.248813742794,30.0726978714699,1532.6366217277753,1019.1902682332396
2.25,2.2522363821425344,26.45822665922401,47743.680739156473,46390.717129967692,30.107785812012086,1532.6770946885963,1019.2181929345342
2.55,2.5524899727783206,26.445291068443776,47783.888933506663,46441.460375774805,30.144487796734204,1532.6908063547137,1019.2510827867365
2.85,2.8527336889904613,26.425602082005955,47816.994556565085,46491.428997091381,30.180608172485147,1532.6880436720369,1019.2856217841754
3.2711720807211737,3.2742328148701776,26.421849331617835,47881.545549483388,46557.588040734263,30.228515139944509,1532.7372557454869,1019.3246254165931
