% Device,11B100023
% File name,11B100023_20220808_140830
% Cast time (UTC),2022-08-08 14:08:30
% Cast time (local),2022-08-08 10:08:30
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),37.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15015420294340368,26.461706447051242,49037.190632000485,47644.349573264415,31.020184294570097,1533.619854434618,1019.894200375007
0.44999999999999996,0.45046083576521595,26.454902679659515,49046.760309994839,47659.948572192487,31.031445605945461,1533.620966759667,1019.906077933255
0.74999999999999989,0.75076338395504238,26.448749318050183,49065.380771124335,47683.744912639042,31.048686049016236,1533.6299575575745,1019.9222514884107
1.05,1.0510618823019662,26.443361069563736,49076.817506982537,47699.855225846288,31.060326844913643,1533.634782008887,1019.9339754280454
1.35,1.3513572940230683,26.438743173877729,49085.503966097305,47712.580962732893,31.069503454971031,1533.6387871318425,1019.9436067340415
1.65,1.6516504333582098,26.430556184554288,49082.279526990751,47717.041354621033,31.072638995922325,1533.6280125322769,1019.9497999723499
1.9500000000000002,1.9519397512431438,26.421790584764256,49104.345294579914,47746.631083991284,31.094095236267233,1533.6353673819319,1019.9699547179155
2.25,2.2522236399729825,26.421880482969151,49134.255641793075,47775.630899054988,31.1151601839919,1533.6630359795313,1019.9870701343713
2.55,2.5525037960367754,26.420509487811398,49146.022731338,47788.3467325304,31.124344831364585,1533.6746472103116,1019.9957008769028
2.85,2.8527814210223279,26.419652325808485,49159.179181497682,47801.936572822538,31.134169430923095,1533.6881421345129,1020.0046537875408
3.15,3.1530578508480294,26.426949698147581,49167.207440404651,47802.959079814595,31.134862811218262,1533.7110106668633,1020.0042088439856
3.3209543075967343,3.3241705304966787,26.444074630737305,49174.542968749993,47794.175832418136,31.128480948707498,1533.7471702324979,1019.9948351020054
