% Device,11B100023
% File name,11B100023_20210708_130343
% Cast time (UTC),2021-07-08 13:03:43
% Cast time (local),2021-07-08 09:03:43
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),33.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1500708558512534,23.094694559063242,45116.2265625,46903.537880976139,30.447621630900109,1524.7273422125982,1020.4606326327619
0.44999999999999996,0.45021050979687305,23.085218277563126,45124.918454025596,46921.819293353583,30.460631683177443,1524.7220877326704,1020.4744590545149
0.74999999999999989,0.7503459330416854,23.088521540911948,45154.140399735,46948.979665885039,30.480295044545059,1524.757047664109,1020.4897080255278
1.05,1.0504737668967858,23.082381889325845,45207.707778824479,47010.678342518288,30.524853444349173,1524.7947593732422,1020.5264583168569
1.35,1.3505936506666985,23.076388510008105,45228.084988471135,47037.731400161189,30.5442884472852,1524.8054883361024,1020.5441618925111
1.65,1.6507114729874834,23.084383137622247,45231.438179740122,47033.397569314016,30.54119084994263,1524.8277634701017,1020.5408664625755
1.9500000000000002,1.9508305675284661,23.084266669580138,45220.39361516897,47022.02689905744,30.532852171235263,1524.8234061169721,1020.5358982834691
2.25,2.2509416850432262,23.073697619600487,45307.707730295508,47123.177510505,30.605971638065519,1524.8808029172055,1020.59550900368
2.55,2.5510388618519491,23.068224739834054,45360.120025027849,47183.0614408337,30.649248516252854,1524.9188473962672,1020.6311042466889
2.85,2.8511261160752803,23.07326386352263,45421.613714478939,47242.073934722241,30.692080362048294,1524.9835256032613,1020.6633919208105
3.1167955513460086,3.117996747821381,23.074003124977974,45398.544418604375,47217.353941361805,30.674069720445889,1524.970282289785,1020.6507188481818
