% Device,11B100023
% File name,11B100023_20230613_190455
% Cast time (UTC),2023-06-13 19:04:55
% Cast time (local),2023-06-13 15:04:55
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6957588
% Start longitude,-70.6202763
% Start altitude,-30.219999313354492
% Start GPS horizontal error(Meter),2.2100000381469727
% Start GPS vertical error(Meter),2.2799999713897705
% Start GPS number of satellites,8
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),49
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15013091807818521,20.073213133016434,38895.183552512128,43146.672767401556,27.679571537680037,1513.5178534323268,1019.1715114469832
0.44999999999999996,0.450394267983479,19.977307193212795,38852.747897881891,43191.500694982562,27.708772199349276,1513.2839344163508,1019.219240267299
0.74999999999999989,0.75060212556089023,19.895652698231086,39262.228118455161,43726.091234666594,28.087774971298245,1513.4795610142064,1019.5292575570454
1.05,1.0506806979731562,19.709403391685495,39962.319089429089,44691.179100883273,28.772310488312694,1513.7189404605422,1020.098106857999
1.35,1.350646270577426,19.6232614784514,40178.132941533768,45019.269782572723,29.004622443208632,1513.7381288385616,1020.2978508160147
1.65,1.6505719813022421,19.630950299864104,40303.284715423513,45151.721445136063,29.099770249786904,1513.8713265129575,1020.3696577624058
1.9500000000000002,1.9504738969250226,19.656714960852874,40482.0529785045,45325.829512976961,29.225446134664445,1514.0900531886005,1020.4601526107508
2.25,2.2503474428536903,19.656276030877059,40647.717859563221,45511.763936000658,29.3588486256845,1514.2428264624616,1020.5631204247088
2.55,2.5501876550091573,19.631580187525536,40816.95658593806,45726.542074513352,29.512271349890678,1514.3490126689239,1020.68744688396
2.891885512215751,2.8918581711180784,19.690994056334439,41009.634082380129,45881.317867629172,29.62539958464215,1514.6499186764825,1020.7600793208104
