% Device,11B100023
% File name,11B100023_20220922_143240
% Cast time (UTC),2022-09-22 14:32:40
% Cast time (local),2022-09-22 10:32:40
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6579491
% Start longitude,-70.1152422
% Start altitude,-38.439998626708984
% Start GPS horizontal error(Meter),2.6700000762939453
% Start GPS vertical error(Meter),5.5100002288818359
% Start GPS number of satellites,6
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),35.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1496856215601268,20.184833773174994,44040.264934821978,48733.459058299653,31.704856603440223,1518.3121356649344,1022.2043117482913
0.44999999999999996,0.44907302512441633,20.189292389428704,43984.972506740181,48667.472072465716,31.656947204062032,1518.2761662450507,1022.16799887186
0.74999999999999989,0.74845077764985291,20.18734987941372,44107.365576024393,48804.99265140426,31.756746914218184,1518.3869592016977,1022.2457883910349
1.05,1.0478153329282831,20.187540088150051,44126.372540563207,48825.818416407754,31.771797051158988,1518.4092601302973,1022.2585109409046
1.35,1.34717906491735,20.18795607437939,44113.95440109085,48811.628399920621,31.761395243119264,1518.40382948373,1022.2517998392542
1.65,1.6465447773529478,20.188325592632559,44101.93859668987,48797.933999882691,31.751352758844643,1518.3986700592493,1022.2453744324756
1.9500000000000002,1.9459158177638072,20.199004115689963,44066.123646486245,48746.786028400064,31.714426711725075,1518.3922390567911,1022.2158028130855
2.25,2.2452942177894069,20.195034600994052,44025.541399333284,48706.170697748457,31.684674798215873,1518.3530504588607,1022.1955042220128
2.55,2.5446740332971385,20.197364463947128,44044.685050331129,48724.837800514382,31.698222101491087,1518.3796282402541,1022.2065254638561
2.85,2.8440510814565587,20.202314167862994,44062.886478535722,48739.635668766976,31.709044764142181,1518.4104575441438,1022.2147908149804
3.15,3.1434274202751684,20.211071035898897,44067.802604356031,48735.632218671533,31.706327253027112,1518.4367884606861,1022.2117583130371
3.4499999999999997,3.4428038239372305,20.200687296654195,44056.53361810463,48734.362520816961,31.704961575174689,1518.4113874049135,1022.2147368496959
3.831562718865591,3.8235753612127672,20.197175504449991,44027.885513367924,48706.456788470176,31.684437101345488,1518.3851132532418,1022.2017009357551
