% Device,11B100023
% File name,11B100023_20210507_133338
% Cast time (UTC),2021-05-07 13:33:38
% Cast time (local),2021-05-07 09:33:38
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6579353
% Start longitude,-70.1152678
% Start altitude,-25.260000228881836
% Start GPS horizontal error(Meter),1.809999942779541
% Start GPS vertical error(Meter),3.940000057220459
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),49.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14954842217618261,12.677685347516459,36165.751233019859,47993.59474905183,30.725087421050432,1494.0446549597,1023.1463503920576
0.44999999999999996,0.44865193374914125,12.672630924461915,36162.497482222621,47995.715450206691,30.72601839166547,1494.0335346608576,1023.1493792962358
0.74999999999999989,0.74774997418697808,12.670578843116736,36183.702550412476,48026.475384282625,30.74759137586906,1494.05708326189,1023.16781782094
1.05,1.0468426954070333,12.668250261473514,36204.462216871187,48057.000213121835,30.768973463102487,1494.0794672909619,1023.1861611605206
1.35,1.3459304446492115,12.671929592916843,36228.850881421589,48084.676406160805,30.788880898088681,1494.1205112249045,1023.2022251135688
1.65,1.6450113463490355,12.668112550075211,36265.488267869914,48138.180828226155,30.826478848488144,1494.1570669746352,1023.2334032618295
1.9500000000000002,1.9440828211139323,12.670476362022818,36312.540904453432,48197.613106190533,30.868868051680806,1494.2202969806319,1023.2671193050513
2.25,2.2431500551965282,12.681317926885887,36317.13132118465,48189.836926155018,30.864213276766602,1494.2565346523818,1023.2628106486537
2.55,2.5422187581227624,12.68867352500704,36316.365346356513,48179.415656881669,30.8573553790065,1494.2783198477241,1023.257457274366
2.85,2.8412852179048311,12.679712068991876,36333.4051302054,48213.485633434007,30.880662549471776,1494.2804748908632,1023.2785499678371
3.15,3.140347460781717,12.673941566844853,36336.331992621708,48224.75493856964,30.888036005198046,1494.2745708265909,1023.2867033125681
3.4499999999999997,3.4394160078612548,12.668806435265214,36259.197479171635,48128.943959883589,30.81927326525776,1494.180552771955,1023.2358000589728
3.8500373654249245,3.8381963214296437,12.668746308309689,36432.327033203328,48358.826087565321,30.982719478024812,1494.3807363174592,1023.3641363124795
