% Device,11B100023
% File name,11B100023_20231214_152918
% Cast time (UTC),2023-12-14 15:29:18
% Cast time (local),2023-12-14 10:29:18
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6578532
% Start longitude,-70.1152048
% Start altitude,-32.099998474121094
% Start GPS horizontal error(Meter),15.520000457763672
% Start GPS vertical error(Meter),7.0199999809265137
% Start GPS number of satellites,4
% End latitude,41.657956
% End longitude,-70.1153763
% End altitude,-34.599998474121094
% End GPS horizontal error(Meter),41.950000762939453
% End GPS vertical error(Meter),18.590000152587891
% End GPS number of satellites,4
% Cast duration (Seconds),55
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14933595380375833,5.691671471161821,30739.802601192114,50078.410734448786,31.214966276453524,1468.7292559707094,1024.599833787792
0.44999999999999996,0.4480182867630601,5.6938613351319276,30729.650618517924,50058.300392699421,31.201396698809557,1468.7258353113141,1024.5902532246269
0.74999999999999989,0.74669942569767678,5.6935906610357554,30724.989161683225,50051.148301601825,31.1962713093734,1468.7231579051506,1024.5876278330306
1.05,1.0453820682874209,5.6955890770026487,30717.221817454796,50035.237539175221,31.185558674882124,1468.7225770780528,1024.5803268818572
1.35,1.3440699046249618,5.6946261335168744,30683.354539993772,49981.639141858141,31.148292741387166,1468.6764666693468,1024.5523859868961
1.65,1.6427651790537194,5.6960319445261742,30657.653807145052,49937.486810265116,31.118007778571478,1468.6487481138267,1024.5296892592157
1.9500000000000002,1.9414647016420268,5.6963581168658557,30649.689304158619,49923.983143978257,31.108626654054117,1468.6431001037988,1024.5236331450158
2.25,2.2401735273351044,5.6967594337231136,30583.906864347675,49816.181623960845,31.034310838552337,1468.5556590553126,1024.4662642142303
2.55,2.5388940581529345,5.69688274988092,30557.154526345013,49772.406493723793,31.004047877650489,1468.5227923678808,1024.443733663484
2.85,2.8376155582546612,5.69787753599133,30575.015942900776,49799.885850501378,31.023023738214686,1468.5556961113175,1024.4600055664666
3.15,3.13633375354042,5.7036897219378382,30586.751612711429,49809.569940477129,31.030691834435398,1468.5937596580009,1024.4667908995341
3.3958172156594024,3.3810988794800463,5.7007879220308117,30592.468583147336,49823.588666260664,31.039660128254159,1468.5973899663936,1024.4753511194392
