% Device,11B100023
% File name,11B100023_20210611_124143
% Cast time (UTC),2021-06-11 12:41:43
% Cast time (local),2021-06-11 08:41:43
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6579656
% Start longitude,-70.1153838
% Start altitude,-45.150001525878906
% Start GPS horizontal error(Meter),14.930000305175781
% Start GPS vertical error(Meter),15.899999618530273
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),35
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15079971308461179,19.933754894501078,31094.181640625,34600.025875458559,21.677605519261995,1506.4473783480189,1014.6502566373662
0.44999999999999996,0.45239859315227537,19.893589923343878,31202.872951322028,34752.0358748333,21.781763843468191,1506.4520246029367,1014.740296960741
0.74999999999999989,0.75397222779229,19.890810502275116,31285.539916491,34846.2631510133,21.846764715227604,1506.5212285747427,1014.7915983269024
1.05,1.0555334652788595,19.877527211972836,31324.596760503842,34900.092213800475,21.883643902449695,1506.5288020163494,1014.8241158183166
1.35,1.3570725993276633,19.855932972300234,31498.443575806396,35110.677104027185,22.028796044243126,1506.632717636307,1014.9407651343524
1.65,1.6585735830350477,19.825153504766913,31702.744738554637,35362.67280733709,22.202543350929439,1506.741886594019,1015.0813399657781
1.9500000000000002,1.9600403173380787,19.806629946365256,31834.517788900572,35524.338504153682,22.314087110958265,1506.8173502119464,1015.1717742116368
2.25,2.2614715643000336,19.777649506726867,32054.235807582252,35792.6735332175,22.499449229765084,1506.944697414641,1015.3207530688
2.55,2.5628699154083048,19.740046316797304,32134.823339368031,35912.818587430986,22.581928824174987,1506.9325954815602,1015.3937678813285
2.8386967849731448,2.8528858318184693,19.755994548803177,32342.573256864365,36132.113231890231,22.73444746358156,1507.1533341644715,1015.5069246961049
