% Device,11B100023
% File name,11B100023_20181013_185732
% Cast time (UTC),2018-10-13 18:57:32
% Cast time (local),2018-10-13 14:57:32
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,42.3194124
% Start longitude,-70.9587861
% Start altitude,-27.010000228881836
% Start GPS horizontal error(Meter),1.440000057220459
% Start GPS vertical error(Meter),1.9500000476837158
% Start GPS number of satellites,8
% End latitude,42.3194048
% End longitude,-70.9588024
% End altitude,-26.780000686645508
% End GPS horizontal error(Meter),1.440000057220459
% End GPS vertical error(Meter),2.0999999046325684
% End GPS number of satellites,8
% Cast duration (Seconds),109.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14978896766308639,16.204585649335527,37783.452172826626,45848.601044524672,29.451010524397876,1504.0345143476504,1021.440718386221
0.44999999999999996,0.44937165933448908,16.199211101733617,37804.530439462709,45880.163028014795,29.473146164487417,1504.04817988718,1021.4602190692422
0.74999999999999989,0.74893801371793245,16.172079952336219,37883.001762784559,46005.693429431631,29.561181623936029,1504.0698043548046,1021.5350712523332
1.05,1.0484932509878289,16.172337049765478,37883.450435941195,46005.95102258955,29.561277898598416,1504.0756850842406,1021.536424444097
1.35,1.3480538302944725,16.181474239712429,37836.1853842366,45938.357092313767,29.5134098843665,1504.0541057498406,1021.4990266857292
1.65,1.6476216680418399,16.175503225124263,37809.59412365163,45912.728639805864,29.494674163934196,1504.0189355823893,1021.487310359092
1.9500000000000002,1.9471964927257561,16.188195927837068,37769.292367831884,45849.656093222431,29.450244983145442,1504.0123938985023,1021.4517676496068
2.25,2.2467766372339053,16.190453319527847,37769.552589627914,45847.459236048111,29.448700187962537,1504.0226208021329,1021.4514206676834
2.55,2.54635585060506,16.177608501859837,37763.09729240345,45853.922394130583,29.452499146076619,1503.9919302038386,1021.4585058364659
2.85,2.8459312581336897,16.175711585974835,37787.917397161342,45886.174083792357,29.475317901619281,1504.0172133888309,1021.477762674189
3.15,3.1455013866170005,16.174012531217713,37809.772656646885,45914.607700646011,29.495423482690452,1504.0399957006014,1021.4948950201889
3.4499999999999997,3.4450678790747835,16.174564916472907,37820.64418690875,45927.193479314294,29.504339434436552,1504.0569338559671,1021.5029478872963
3.75,3.744629174566986,16.171946520173066,37857.407979723466,45974.760946964736,29.538060716140215,1504.0925024283049,1021.5307269717137
4.05,4.044182590508572,16.171328977774234,37894.389377638254,46020.36212881907,29.570494198465088,1504.1328275337926,1021.5570769267943
4.35,4.34372861170631,16.16638461180521,37923.404158653728,46061.13035704683,29.5992371770016,1504.1554294845926,1021.5815520935054
4.6499999999999995,4.6432685938973837,16.163428610910724,37943.699202419564,46089.089858227038,29.618943520929189,1504.1738406007285,1021.5986568687906
4.9499999999999993,4.9428064541492933,16.15726796385481,37931.118503519945,46080.705037117456,29.612504931623658,1504.1522083557052,1021.5964144839174
5.27365870353503,5.2659690780237431,16.147187350597228,37897.285241687816,46050.881824292861,29.590523695837682,1504.1008739609224,1021.583219779425
