% Device,11B100023
% File name,11B100023_20210802_131138
% Cast time (UTC),2021-08-02 13:11:38
% Cast time (local),2021-08-02 09:11:38
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,41.6579105
% Start longitude,-70.115228
% Start altitude,-24.479999542236328
% Start GPS horizontal error(Meter),22.049999237060547
% Start GPS vertical error(Meter),34.689998626708984
% Start GPS number of satellites,5
% End latitude,41.6579262
% End longitude,-70.1152655
% End altitude,-25.430000305175781
% End GPS horizontal error(Meter),11.779999732971191
% End GPS vertical error(Meter),18.930000305175781
% End GPS number of satellites,5
% Cast duration (Seconds),40.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-25
% Temperature calibration date,2011-02-25
% Pressure calibration date,2011-02-25
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14990006043684229,23.01420183888213,45502.73828125,47384.66593065561,30.795400221969054,1524.8984531832764,1020.7464950411522
0.44999999999999996,0.44970569178355163,23.026498293387949,45534.621382636258,47405.727047255117,30.810821355984547,1524.9520317042657,1020.7559981192951
0.74999999999999989,0.74950336022205089,23.025891973872962,45582.789390743375,47456.473495111051,30.847583277422043,1524.9955518083127,1020.7852943103821
1.05,1.0492947417973351,23.017782863670121,45593.402338138461,47475.53887232273,30.861203078546495,1524.9944853487893,1020.7991987182163
1.35,1.3490814474815869,23.02065185489797,45627.327008448425,47508.025449465618,30.884766415758413,1525.0325957579628,1020.8175259996489
1.65,1.6488607024016071,23.023526263532329,45686.544486397826,47566.836549746309,30.92746228999204,1525.0915701596398,1020.8503299521533
1.9500000000000002,1.9486311190234644,23.042167908876461,45759.423596365858,47624.228451929586,30.969411361621482,1525.1904035385878,1020.8781096565015
2.25,2.248396197633471,23.039995607613214,45769.8283292686,47637.211192849441,30.978720905394667,1525.1999698878196,1020.8870755676445
2.55,2.5481596680942018,23.033483810711932,45762.544114813725,47636.08683387674,30.977699996377474,1525.187084723063,1020.8894514484873
2.85,2.8479210581000554,23.025503492234716,45770.295333178314,47652.072341707935,30.989090457359307,1525.1839339032049,1020.9016346323446
3.15,3.1476801598306383,23.015286031837043,45760.208458411653,47651.708695507783,30.988556647015169,1525.1620095725714,1020.90542614347
3.5103361205299297,3.5077247998514172,23.026131028602116,45788.291260501035,47670.185251058087,31.002071380962732,1525.2107588877793,1020.9141564452538
