STUDY_ID,EVENT_ID,STAT_ID,ORDERED_DEPTH_CODE,SAMPLE_ID,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,LATITUDE,LONGITUDE,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,DEPTH (m),CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLUORESCENCE (ug/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),VAL_QUAL,SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),Station_D,Air Irradiance,Water Irradiance,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments,Data Source
BWQM,WN224,F06,E,WN224040,29.1,30.1,42.1702728,-70.5770263,5/13/2022 7:57,E,29.98,32.97,9.833,,2.094,101.3,8.181,,31.83,24.83,7.671,0.8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F10,E,WN22404E,31.61,32.61,42.2421455,-70.6372146,5/13/2022 8:37,E,32.75,32.93,9.613,,1.538,99.12,8.165,,31.7,24.72,7.76,0.8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F10,D,WN22404F,22.69,23.69,42.2421264,-70.6372909,5/13/2022 8:37,D,23.92,32.96,9.724,,1.7,100.9,8.181,,31.42,24.45,8.105,0.8839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F10,B,WN224051,6.64,7.64,42.2420654,-70.6373291,5/13/2022 8:37,C,7.59,33.19,10.8,,9.243,112.9,8.259,,31.34,24.33,8.486,1.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F10,C,WN224050,14.82,15.82,42.2421073,-70.6373138,5/13/2022 8:37,B,15.95,32.97,9.851,,2.14,102.3,8.192,,31.39,24.41,8.167,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F10,A,WN224052,0.72,1.72,42.2420463,-70.6373443,5/13/2022 8:37,A,1.91,33.84,10.85,,3.028,115.6,8.271,,31.27,24.14,9.334,1.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F15,A,WN224060,0.72,1.72,42.3158035,-70.7282714,5/13/2022 9:23,A,1.75,34.15,10.9,,2.148,117.4,8.292,,31.14,23.97,9.83,1.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F15,B,WN22405F,5.42,6.42,42.3157997,-70.7282562,5/13/2022 9:23,C,6.57,33.14,9.812,,2.645,102.7,8.204,,31.21,24.22,8.566,1.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F15,C,WN22405E,17.02,18.02,42.3157539,-70.728157,5/13/2022 9:23,B,18.05,32.89,9.74,,1.56,101,8.174,,31.37,24.41,8.084,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F15,D,WN22405D,26.42,27.42,42.3157196,-70.7281112,5/13/2022 9:23,D,27.41,32.8,9.814,,1.605,101,8.156,,31.59,24.64,7.722,0.6921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F15,E,WN22405C,35.82,36.82,42.3156776,-70.7280426,5/13/2022 9:23,E,36.8,32.59,9.557,,1.934,97.1,8.148,,31.98,25.04,7.047,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N07,E,WN22406A,46.93,47.93,42.3567657,-70.706192,5/13/2022 9:48,E,47.92,31.99,8.789,,0.746,87.34,8.08,,32.28,25.4,6.029,1.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N07,D,WN22406B,33.87,34.87,42.3568305,-70.7062606,5/13/2022 9:48,D,34.86,32.8,9.904,,1.588,101.4,8.176,,31.86,24.89,7.432,0.6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N07,C,WN22406C,20.92,21.92,42.3568878,-70.7062911,5/13/2022 9:48,B,21.98,32.97,10.15,,3.311,104.6,8.19,,31.79,24.79,7.715,0.8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N07,B,WN22406D,6.46,7.46,42.3569908,-70.7063369,5/13/2022 9:48,C,7.54,33.39,10.56,,8.475,110.2,8.227,,31.71,24.65,8.298,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N07,A,WN22406E,0.84,1.84,42.3570404,-70.7063827,5/13/2022 9:48,A,1.86,34.07,10.83,,1.587,116.3,8.274,,31.2,24.04,9.67,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N18,A,WN22407D,0.96,1.96,42.3666954,-70.7776031,5/13/2022 10:19,A,1.91,34.16,10.65,,1.408,114.7,8.249,,31.17,24,9.807,0.9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N18,B,WN22407C,4.87,5.87,42.3666534,-70.7776031,5/13/2022 10:19,C,5.76,32.89,9.943,,2.058,103.2,8.186,,31.33,24.37,8.143,0.9428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N18,C,WN22407A,10.3,11.3,42.3665809,-70.777626,5/13/2022 10:19,B,11.37,32.82,9.91,,1.55,102.4,8.168,,31.42,24.47,7.954,0.7832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N18,D,WN224079,16.16,17.16,42.3665237,-70.777626,5/13/2022 10:19,D,17.25,32.81,9.784,,1.347,101,8.169,,31.49,24.54,7.859,0.6936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N18,E,WN224078,23.12,24.12,42.366455,-70.7776718,5/13/2022 10:19,E,24.01,32.74,9.678,,1.204,99.64,8.161,,31.51,24.57,7.748,0.8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N21,E,WN224087,32.16,33.16,42.3886108,-70.7855377,5/13/2022 10:38,E,33.11,32.51,9.247,,0.9356,94.33,8.127,,31.65,24.74,7.317,0.8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N21,D,WN224088,26.05,27.05,42.3886985,-70.7856369,5/13/2022 10:38,D,27.14,32.68,9.492,,1.002,97.48,8.148,,31.56,24.62,7.628,0.7413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N21,B,WN22408A,10.79,11.79,42.3888969,-70.7857971,5/13/2022 10:38,B,11.75,32.64,9.689,,1.719,99.79,8.136,,31.36,24.44,7.813,0.8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N21,A,WN22408B,0.84,1.84,42.3889808,-70.7858734,5/13/2022 10:38,A,1.8,32.71,9.618,,0.6573,99.37,8.124,,31.3,24.38,7.96,0.9074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N21,C,WN224089,20.5,21.5,42.3887901,-70.7857284,5/13/2022 10:38,C,21.49,32.96,10.11,,2.097,104.8,8.195,,31.47,24.49,8.059,0.7556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F22,A,WN224098,0.84,1.84,42.481327,-70.6180801,5/13/2022 11:46,A,1.84,33.58,10.61,,1.214,112.1,8.222,,31.33,24.25,8.955,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F22,B,WN224097,10.3,11.3,42.4812469,-70.6181182,5/13/2022 11:46,C,11.31,32.91,10.37,,4.361,107.5,8.199,,31.39,24.43,8.088,0.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F22,C,WN224096,32.89,33.89,42.4812202,-70.6182861,5/13/2022 11:46,B,33.86,32.82,9.895,,1.421,101.7,8.165,,31.69,24.73,7.641,0.6222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F22,D,WN224095,57.56,58.56,42.4812698,-70.618515,5/13/2022 11:46,D,58.48,31.81,8.865,,0.3379,87.16,8.072,,32.59,25.71,5.491,1.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F22,E,WN224094,76.61,77.61,42.4813423,-70.6185379,5/13/2022 11:46,E,77.68,31.77,8.768,,0.3239,85.95,8.062,,32.67,25.79,5.346,1.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N04,A,WN2240A6,0.84,1.84,42.4450073,-70.7369537,5/13/2022 12:33,A,1.93,34.35,10.85,,1.555,116.8,8.264,,31.41,24.19,9.761,1.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N04,B,WN2240A5,5.72,6.72,42.4448776,-70.7369232,5/13/2022 12:33,C,6.7,33.62,11.08,,7.86,117,8.265,,31.44,24.35,8.867,1.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N04,C,WN2240A4,15.8,16.8,42.4447059,-70.7368621,5/13/2022 12:33,B,17.05,32.75,9.806,,1.509,100.7,8.165,,31.64,24.69,7.62,0.5986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N04,D,WN2240A3,24.46,25.46,42.44458,-70.7368164,5/13/2022 12:33,D,25.39,33.1,10.13,,3.23,104.7,8.212,,31.82,24.8,7.825,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N04,E,WN2240A2,45.83,46.83,42.4443359,-70.7367706,5/13/2022 12:33,E,46.76,32.26,9.383,,0.8742,94.31,8.132,,32.07,25.17,6.563,0.7413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N01,D,WN2240B1,19.34,20.34,42.4200363,-70.8650283,5/13/2022 13:19,D,20.37,33,9.94,,1.367,103.5,8.197,,31.29,24.32,8.3,0.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N01,C,WN2240B2,12.32,13.32,42.4201431,-70.8651046,5/13/2022 13:19,B,13.2,33.29,10.14,,3.411,106.8,8.223,,31.1,24.09,8.865,1.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N01,E,WN2240B0,26.3,27.3,42.4199638,-70.8650054,5/13/2022 13:19,E,27.32,32.86,9.705,,1.337,100.3,8.168,,31.46,24.5,7.944,0.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N01,A,WN2240B4,0.9,1.9,42.4203567,-70.8652267,5/13/2022 13:19,A,1.85,34.97,10.91,,1.749,120.2,8.3,,31.08,23.75,10.86,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,N01,B,WN2240B3,6.21,7.21,42.4202423,-70.8651504,5/13/2022 13:19,C,7.13,34.28,10.88,,8.248,117.6,8.288,,31.1,23.9,10.04,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F23,C,WN2240C3,10.3,11.3,42.3395576,-70.9421768,5/13/2022 14:03,C,11.3,34.76,9.515,,4.22,104.5,8.235,,30.92,23.64,10.8,1.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F23,E,WN2240C1,20.86,21.86,42.3393592,-70.9422531,5/13/2022 14:03,E,21.77,34.59,9.365,,3.434,102.2,8.224,,31.01,23.76,10.49,2.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F23,A,WN2240C5,0.72,1.72,42.3397789,-70.942131,5/13/2022 14:03,A,1.78,35.36,9.588,,1.189,108.1,8.259,,30.39,22.98,12.15,1.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F23,B,WN2240C4,5.42,6.42,42.339653,-70.9421539,5/13/2022 14:03,B,6.47,35.33,9.596,,3.469,107.7,8.251,,30.56,23.16,11.9,1.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
BWQM,WN224,F23,D,WN2240C2,15.43,16.43,42.3394622,-70.9422454,5/13/2022 14:03,D,16.34,34.58,9.365,,3.532,102.2,8.224,,31.01,23.76,10.49,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWRA_MassBay_upcast_2017-202205
