STUDY_ID,EVENT_ID,STAT_ID,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,ORDERED_DEPTH_CODE,SAMPLE_ID,DEPTH (m),SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY (mS/cm),DISS_OXYGEN (mg/L),PCT_SAT (PCT),FLUORESCENCE (ug/L),FLU_RAW (ug/L),SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),pH (),LATITUDE,LONGITUDE
BWQM,WN227,F15,8/23/2022 10:38,E,E,WN22708A,35.73,34.71,35.71,34.8,7.052,75.82,-0.2096,0.8051,32.08,24.75,9.5,0.8988,7.884,42.3155,-70.7276667
BWQM,WN227,F10,8/23/2022 11:14,A,A,WN2270A3,1.98,1.07,2.07,44.49,8.416,113.1,1.953,3.224,31.74,22.12,20.62,0.9768,8.294,42.2423333,-70.6373333
BWQM,WN227,F10,8/23/2022 11:14,C,B,WN2270A2,8.6,7.3,8.3,44.11,8.501,112.9,2.699,4.202,31.98,22.49,19.89,0.8301,8.286,42.2423333,-70.6373333
BWQM,WN227,F10,8/23/2022 11:14,B,C,WN2270A1,15.51,14.5,15.5,41.58,7.602,95.97,1.275,2.609,31.92,23.09,17.25,0.514,8.123,42.2423333,-70.6373333
BWQM,WN227,F10,8/23/2022 11:14,D,D,WN2270A0,23.35,22.44,23.44,37.48,7.644,88.0,0.0287,1.109,31.95,24.09,12.69,0.5348,7.977,42.2423333,-70.6373333
BWQM,WN227,F10,8/23/2022 11:14,E,E,WN22709F,31.03,30.31,31.31,36.0,7.493,83.06,-0.1097,0.9331,32.06,24.51,10.9,0.5508,7.95,42.2423333,-70.6373333
BWQM,WN227,F06,8/23/2022 11:47,A,A,WN2270B2,2.14,1.13,2.13,44.33,8.462,113.6,1.239,2.568,31.66,22.07,20.56,0.9134,8.282,42.1706667,-70.5766667
BWQM,WN227,F06,8/23/2022 11:47,C,B,WN2270B1,8.72,7.79,8.79,43.65,8.517,112.4,3.605,5.17,31.86,22.48,19.57,0.9057,8.251,42.1706667,-70.5766667
BWQM,WN227,F06,8/23/2022 11:47,B,C,WN2270B0,14.45,13.4,14.4,41.24,7.544,94.62,1.067,2.367,31.89,23.14,16.93,0.5415,8.105,42.1706667,-70.5766667
BWQM,WN227,F06,8/23/2022 11:47,D,D,WN2270AF,22.64,21.64,22.64,37.02,7.679,87.23,0.0739,1.165,32.09,24.33,12.02,0.5412,7.985,42.1706667,-70.5766667
BWQM,WN227,F06,8/23/2022 11:47,E,E,WN2270AE,30.29,29.09,30.09,36.21,7.404,82.51,-0.0653,0.9896,32.05,24.46,11.14,0.5658,7.949,42.1706667,-70.5766667
BWQM,WN227,F13,8/23/2022 12:32,A,A,WN2270C0,1.91,0.71,1.71,44.8,8.417,113.9,2.531,2.145,31.71,21.99,21.0,1.017,8.265,42.2683333,-70.735
BWQM,WN227,F13,8/23/2022 12:32,B,B,WN2270BF,6.3,5.28,6.28,44.15,8.546,114.2,3.32,4.87,31.69,22.16,20.33,1.099,8.263,42.2683333,-70.735
BWQM,WN227,F13,8/23/2022 12:32,C,C,WN2270BE,10.66,9.5,10.5,43.66,8.301,109.5,4.032,5.617,31.86,22.49,19.57,0.9654,8.222,42.2683333,-70.735
BWQM,WN227,F13,8/23/2022 12:32,D,D,WN2270BD,17.4,16.21,17.21,39.84,6.91,83.98,0.2186,1.346,31.94,23.54,15.33,0.5999,8.014,42.2683333,-70.735
BWQM,WN227,F13,8/23/2022 12:32,E,E,WN2270BC,23.21,22.25,23.25,37.77,6.446,74.75,-0.0369,1.026,31.93,24.01,13.04,0.9506,7.915,42.2683333,-70.735
BWQM,WN228,F13,9/20/2022 6:33,A,A,WN22803F,1.84,0.68,1.68,42.19,7.588,97.02,0.51,1.709,31.94,22.95,17.9,0.4926,,42.2683333,-70.735
BWQM,WN228,F13,9/20/2022 6:33,B,B,WN22803E,7.64,6.54,7.54,42.18,7.58,96.89,0.51,1.707,31.94,22.96,17.88,0.4889,,42.2683333,-70.735
BWQM,WN228,F13,9/20/2022 6:33,C,C,WN22803D,13.38,12.34,13.34,42.12,7.493,95.61,0.43,1.613,31.96,23.0,17.79,0.4742,,42.2683333,-70.735
BWQM,WN228,F13,9/20/2022 6:33,D,D,WN22803C,19.35,18.38,19.38,41.1,6.321,78.9,-0.03,1.074,31.98,23.27,16.66,0.5629,,42.2683333,-70.735
BWQM,WN228,F13,9/20/2022 6:33,E,E,WN22803B,23.99,22.84,23.84,38.52,5.041,59.27,0.08,1.202,32.12,24.04,13.65,0.9984,,42.2683333,-70.735
BWQM,WN228,F06,9/20/2022 7:22,A,A,WN228055,1.98,0.93,1.93,42.18,7.553,96.51,0.71,1.952,31.95,22.97,17.86,0.5033,8.131,42.1706667,-70.5766667
BWQM,WN228,F06,9/20/2022 7:22,B,B,WN228054,8.61,7.64,8.64,41.74,7.412,93.77,0.44,1.625,31.99,23.13,17.34,0.4555,8.104,42.1706667,-70.5766667
BWQM,WN228,F06,9/20/2022 7:22,C,C,WN228053,16.42,15.21,16.21,40.04,6.515,79.34,0.02,1.13,32.07,23.63,15.38,0.4717,7.99,42.1706667,-70.5766667
BWQM,WN228,F06,9/20/2022 7:22,D,D,WN228052,23.25,22.29,23.29,37.96,6.092,70.61,0.1,1.226,32.19,24.23,12.94,0.7152,7.878,42.1706667,-70.5766667
BWQM,WN228,F06,9/20/2022 7:22,E,E,WN228051,29.62,28.52,29.52,36.74,6.119,68.74,-0.06,1.035,32.32,24.61,11.43,0.9354,7.837,42.1706667,-70.5766667
BWQM,WN228,F10,9/20/2022 8:05,A,A,WN228063,1.65,0.62,1.62,42.01,7.767,98.73,0.28,1.442,32.04,23.11,17.57,0.4668,8.172,42.2423333,-70.6373333
BWQM,WN228,F10,9/20/2022 8:05,B,B,WN228062,10.39,9.29,10.29,41.69,7.579,95.58,0.44,1.626,32.1,23.26,17.14,0.4941,8.141,42.2423333,-70.6373333
BWQM,WN228,F10,9/20/2022 8:05,C,C,WN228061,18.27,16.98,17.98,39.44,6.466,77.62,-0.01,1.101,32.12,23.83,14.66,0.4758,7.964,42.2423333,-70.6373333
BWQM,WN228,F10,9/20/2022 8:05,D,D,WN228060,26.23,25.34,26.34,37.62,5.987,68.77,0.24,1.395,32.24,24.36,12.5,0.7707,7.861,42.2423333,-70.6373333
BWQM,WN228,F10,9/20/2022 8:05,E,E,WN22805F,33.79,32.55,33.55,37.12,5.795,65.75,-0.04,1.064,32.27,24.49,11.91,0.9131,7.835,42.2423333,-70.6373333
BWQM,WN228,F15,9/20/2022 8:41,A,A,WN228074,1.95,1.05,2.05,41.97,7.716,98.04,0.52,1.723,32.02,23.1,17.55,0.4918,8.172,42.3155,-70.7276667
BWQM,WN228,F15,9/20/2022 8:41,B,B,WN228073,9.54,8.56,9.56,41.97,7.697,97.78,0.45,1.64,32.02,23.11,17.54,0.4704,8.17,42.3155,-70.7276667
BWQM,WN228,F15,9/20/2022 8:41,C,C,WN228072,18.38,17.1,18.1,41.62,7.653,96.07,0.34,1.506,32.26,23.45,16.86,0.498,8.161,42.3155,-70.7276667
BWQM,WN228,F15,9/20/2022 8:41,D,D,WN228071,27.21,26.32,27.32,37.57,5.748,65.98,0.09,1.222,32.21,24.34,12.48,0.7377,7.836,42.3155,-70.7276667
BWQM,WN228,F15,9/20/2022 8:41,E,E,WN228070,36.72,35.84,36.84,36.54,5.933,66.32,-0.17,0.9075,32.32,24.66,11.2,1.459,7.835,42.3155,-70.7276667
BWQM,WN228,N07,9/20/2022 9:08,A,A,WN228088,1.8,0.56,1.56,41.88,7.777,98.67,0.88,2.155,32.0,23.1,17.48,0.5939,8.17,42.3563333,-70.7061667
BWQM,WN228,N07,9/20/2022 9:08,B,B,WN228087,12.61,11.3,12.3,41.88,7.742,98.18,0.85,2.114,32.02,23.12,17.45,0.5448,8.17,42.3563333,-70.7061667
BWQM,WN228,N07,9/20/2022 9:08,C,C,WN228086,22.32,21.07,22.07,41.72,7.71,97.1,0.37,1.547,32.2,23.36,17.04,0.5129,8.171,42.3563333,-70.7061667
BWQM,WN228,N07,9/20/2022 9:08,D,D,WN228085,32.96,32.18,33.18,38.66,6.944,81.67,1.11,2.427,32.28,24.17,13.61,0.6774,7.97,42.3563333,-70.7061667
BWQM,WN228,N07,9/20/2022 9:08,E,E,WN228084,44.01,42.8,43.8,36.57,6.425,71.86,0.15,1.284,32.33,24.66,11.23,0.8116,7.876,42.3563333,-70.7061667
BWQM,WN228,N18,9/20/2022 9:44,A,A,WN228096,1.83,0.68,1.68,42.19,7.596,97.13,0.67,1.9,31.92,22.94,17.91,0.5077,8.159,42.3658333,-70.7776667
BWQM,WN228,N18,9/20/2022 9:44,B,B,WN228095,7.66,6.3,7.3,42.19,7.551,96.55,0.7,1.936,31.92,22.94,17.91,0.5312,8.159,42.3658333,-70.7776667
BWQM,WN228,N18,9/20/2022 9:44,C,C,WN228094,13.57,12.22,13.22,42.05,7.485,95.38,0.41,1.595,31.95,23.0,17.72,0.51,8.145,42.3658333,-70.7776667
BWQM,WN228,N18,9/20/2022 9:44,D,D,WN228093,19.14,18.32,19.32,41.45,7.244,90.98,0.29,1.449,32.04,23.26,16.95,0.4645,8.116,42.3658333,-70.7776667
BWQM,WN228,N18,9/20/2022 9:44,E,E,WN228092,25.26,24.24,25.24,38.19,5.936,69.15,0.01,1.126,32.2,24.19,13.18,0.8501,7.898,42.3658333,-70.7776667
BWQM,WN228,N21,9/20/2022 10:08,A,A,WN2280A5,1.88,1.11,2.11,42.14,7.546,96.41,0.59,1.81,31.92,22.95,17.87,0.5093,8.159,42.3878333,-70.7853333
BWQM,WN228,N21,9/20/2022 10:08,B,B,WN2280A4,9.59,8.5,9.5,42.14,7.551,96.45,0.76,2.013,31.92,22.95,17.86,0.5331,8.158,42.3878333,-70.7853333
BWQM,WN228,N21,9/20/2022 10:08,C,C,WN2280A3,17.09,15.94,16.94,42.09,7.501,95.66,0.42,1.611,31.94,22.99,17.77,0.4982,8.142,42.3878333,-70.7853333
BWQM,WN228,N21,9/20/2022 10:08,D,D,WN2280A2,25.03,23.94,24.94,37.81,5.94,69.12,0.07,1.193,31.8,23.87,13.24,0.9318,7.796,42.3878333,-70.7853333
BWQM,WN228,N21,9/20/2022 10:08,E,E,WN2280A1,32.69,31.39,32.39,37.65,5.823,67.05,-0.01,1.101,32.15,24.26,12.64,0.8308,7.85,42.3878333,-70.7853333
BWQM,WN228,F22,9/20/2022 10:56,A,A,WN2280B5,2.78,2.15,3.15,42.14,7.562,96.7,0.96,2.243,31.87,22.9,17.93,0.5582,8.145,42.4798333,-70.6176667
BWQM,WN228,F22,9/20/2022 10:56,B,B,WN2280B4,14.37,13.56,14.56,41.99,7.362,93.81,0.47,1.667,31.89,22.95,17.74,0.5472,8.105,42.4798333,-70.6176667
BWQM,WN228,F22,9/20/2022 10:56,C,C,WN2280B3,25.37,24.31,25.31,37.85,6.263,72.42,0.43,1.619,32.18,24.24,12.84,0.7301,7.895,42.4798333,-70.6176667
BWQM,WN228,F22,9/20/2022 10:56,D,D,WN2280B2,48.18,47.69,48.69,36.14,6.536,72.19,-0.32,0.7365,32.44,24.85,10.62,0.6616,7.887,42.4798333,-70.6176667
BWQM,WN228,F22,9/20/2022 10:56,E,E,WN2280B1,77.55,76.45,77.45,34.98,6.103,65.44,-0.39,0.6504,32.45,25.08,9.273,1.525,7.819,42.4798333,-70.6176667
BWQM,WN228,N04,9/20/2022 11:34,A,A,WN2280C3,2.75,1.54,2.54,42.09,7.317,93.38,0.59,1.804,31.92,22.96,17.81,0.4978,8.164,42.4438333,-70.7365
BWQM,WN228,N04,9/20/2022 11:34,B,B,WN2280C2,13.36,12.22,13.22,42.03,7.165,91.31,0.71,1.951,31.93,22.99,17.73,0.5286,8.155,42.4438333,-70.7365
BWQM,WN228,N04,9/20/2022 11:34,C,C,WN2280C1,24.04,23.02,24.02,39.28,5.78,69.2,0.43,1.615,32.06,23.81,14.55,0.7747,7.921,42.4438333,-70.7365
BWQM,WN228,N04,9/20/2022 11:34,D,D,WN2280C0,34.68,33.77,34.77,36.44,5.752,64.11,-0.26,0.8042,32.35,24.7,11.06,0.9032,7.846,42.4438333,-70.7365
BWQM,WN228,N04,9/20/2022 11:34,E,E,WN2280BF,45.71,44.45,45.45,36.13,5.628,62.24,-0.3,0.7529,32.36,24.77,10.69,1.22,7.827,42.4438333,-70.7365
BWQM,WN228,N01,9/20/2022 12:09,A,A,WN2280D1,2.87,2.15,3.15,41.83,8.153,103.5,5.16,7.21,31.93,23.04,17.51,1.446,8.168,42.4193333,-70.8645
BWQM,WN228,N01,9/20/2022 12:09,C,B,WN2280D0,7.62,6.66,7.66,41.78,7.962,100.9,4.77,6.75,31.93,23.05,17.46,1.332,8.151,42.4193333,-70.8645
BWQM,WN228,N01,9/20/2022 12:09,B,C,WN2280CF,15.13,13.93,14.93,41.56,7.362,92.84,1.87,3.326,31.96,23.14,17.18,0.9306,8.092,42.4193333,-70.8645
BWQM,WN228,N01,9/20/2022 12:09,D,D,WN2280CE,22.24,21.38,22.38,38.86,5.938,70.29,0.07,1.19,32.17,24.01,13.96,0.8447,7.919,42.4193333,-70.8645
BWQM,WN228,N01,9/20/2022 12:09,E,E,WN2280CD,29.22,28.52,29.52,37.85,5.443,62.82,-0.15,0.9282,32.27,24.33,12.72,1.051,7.846,42.4193333,-70.8645
BWQM,WN228,F23,9/20/2022 12:42,A,A,WN2280DF,2.59,1.6,2.6,41.96,6.778,86.72,1.91,3.373,31.64,22.69,18.03,2.3,7.951,42.3391667,-70.942
BWQM,WN228,F23,9/20/2022 12:42,B,B,WN2280DE,7.68,6.54,7.54,41.94,6.651,84.98,1.41,2.779,31.68,22.74,17.95,2.307,7.948,42.3391667,-70.942
BWQM,WN228,F23,9/20/2022 12:42,C,C,WN2280DD,12.48,11.55,12.55,41.93,6.576,83.99,1.15,2.464,31.69,22.76,17.92,2.3,7.943,42.3391667,-70.942
BWQM,WN228,F23,9/20/2022 12:42,D,D,WN2280DC,18.42,17.65,18.65,41.91,6.587,84.08,1.23,2.566,31.69,22.77,17.89,2.311,7.947,42.3391667,-70.942
BWQM,WN228,F23,9/20/2022 12:42,E,E,WN2280DB,24.23,23.15,24.15,41.88,6.594,84.1,1.21,2.54,31.71,22.8,17.84,2.259,7.95,42.3391667,-70.942
BWQM,WN229,F13,10/18/2022 7:09,A,A,WN229024,2.04,0.71,1.71,39.26,8.54,102.4,6.11,6.698,31.99,23.73,14.63,1.194,8.172,42.2683333,-70.735
BWQM,WN229,F13,10/18/2022 7:09,C,B,WN229023,6.74,5.9,6.9,39.23,8.281,99.11,4.71,5.453,32.04,23.79,14.53,1.182,8.157,42.2683333,-70.735
BWQM,WN229,F13,10/18/2022 7:09,B,C,WN229022,12.48,11.33,12.33,38.72,6.56,77.25,0.6,1.441,32.29,24.16,13.67,0.7031,8.031,42.2683333,-70.735
BWQM,WN229,F13,10/18/2022 7:09,D,D,WN229021,18.69,17.68,18.68,38.46,6.23,72.82,0.31,1.131,32.36,24.29,13.3,0.7918,8.002,42.2683333,-70.735
BWQM,WN229,F13,10/18/2022 7:09,E,E,WN229020,24.43,23.42,24.42,38.01,5.709,65.9,0.56,1.405,32.48,24.51,12.66,1.055,7.945,42.2683333,-70.735
BWQM,WN229,F06,10/18/2022 7:56,A,A,WN229032,2.07,1.2,2.2,39.81,8.04,97.74,4.56,5.318,31.89,23.5,15.35,0.8998,8.186,42.1706667,-70.5766667
BWQM,WN229,F06,10/18/2022 7:56,C,B,WN229031,8.67,7.49,8.49,39.8,8.01,97.3,3.88,4.693,31.92,23.53,15.31,0.8595,8.181,42.1706667,-70.5766667
BWQM,WN229,F06,10/18/2022 7:56,B,C,WN229030,17.32,16.52,17.52,39.43,6.769,81.35,1.25,2.132,32.05,23.75,14.74,0.5869,8.066,42.1706667,-70.5766667
BWQM,WN229,F06,10/18/2022 7:56,D,D,WN22902F,25.22,24.09,25.09,38.0,5.73,66.39,1.41,2.297,32.25,24.29,12.91,0.6955,7.934,42.1706667,-70.5766667
BWQM,WN229,F06,10/18/2022 7:56,E,E,WN22902E,34.86,33.73,34.73,36.93,5.306,59.74,1.52,2.408,32.44,24.69,11.51,1.071,7.865,42.1706667,-70.5766667
BWQM,WN229,F10,10/18/2022 8:25,A,A,WN229040,2.12,1.02,2.02,39.16,8.065,96.39,5.09,5.796,32.04,23.8,14.47,1.127,8.145,42.2423333,-70.6373333
BWQM,WN229,F10,10/18/2022 8:25,C,B,WN22903F,7.68,6.51,7.51,39.11,7.846,93.64,4.9,5.628,32.04,23.82,14.39,1.123,8.13,42.2423333,-70.6373333
BWQM,WN229,F10,10/18/2022 8:25,B,C,WN22903E,14.48,12.98,13.98,38.24,6.297,73.42,1.92,2.812,32.23,24.21,13.21,0.8796,7.989,42.2423333,-70.6373333
BWQM,WN229,F10,10/18/2022 8:25,D,D,WN22903D,21.07,20.24,21.24,37.88,6.206,71.62,0.53,1.369,32.33,24.39,12.69,0.5865,7.979,42.2423333,-70.6373333
BWQM,WN229,F10,10/18/2022 8:25,E,E,WN22903C,28.43,27.38,28.38,37.73,6.169,70.81,0.72,1.571,32.43,24.52,12.41,0.6983,7.975,42.2423333,-70.6373333
BWQM,WN229,F15,10/18/2022 8:58,A,A,WN22904E,2.22,1.38,2.38,39.3,8.657,103.9,4.33,5.106,31.99,23.72,14.67,1.129,8.191,42.3155,-70.7276667
BWQM,WN229,F15,10/18/2022 8:58,C,B,WN22904D,9.82,9.19,10.19,39.27,8.521,102.0,3.51,4.346,32.05,23.79,14.56,1.049,8.186,42.3155,-70.7276667
BWQM,WN229,F15,10/18/2022 8:58,B,C,WN22904C,18.73,17.74,18.74,38.41,6.754,78.83,0.61,1.454,32.38,24.32,13.22,0.5782,8.044,42.3155,-70.7276667
BWQM,WN229,F15,10/18/2022 8:58,D,D,WN22904B,27.1,26.41,27.41,37.67,6.393,73.03,0.13,0.9221,32.62,24.72,12.13,0.6048,8.001,42.3155,-70.7276667
BWQM,WN229,F15,10/18/2022 8:58,E,E,WN22904A,36.37,35.63,36.63,37.43,5.88,66.73,0.39,1.215,32.66,24.81,11.81,1.405,7.944,42.3155,-70.7276667
BWQM,WN229,N07,10/18/2022 9:19,A,A,WN229060,2.13,1.14,2.14,39.33,8.186,98.27,5.46,6.126,32.0,23.72,14.7,1.058,8.167,42.3563333,-70.7061667
BWQM,WN229,N07,10/18/2022 9:19,C,B,WN22905F,9.71,8.71,9.71,39.26,7.345,87.92,3.02,3.888,32.06,23.81,14.54,0.8116,8.106,42.3563333,-70.7061667
BWQM,WN229,N07,10/18/2022 9:19,B,C,WN22905E,24.4,23.11,24.11,38.22,6.937,80.37,0.16,0.9603,32.54,24.52,12.82,0.4865,8.061,42.3563333,-70.7061667
BWQM,WN229,N07,10/18/2022 9:19,D,D,WN22905D,36.04,35.2,36.2,38.03,6.849,78.82,0.0,0.7844,32.67,24.69,12.46,0.4579,8.04,42.3563333,-70.7061667
BWQM,WN229,N07,10/18/2022 9:19,E,E,WN22905C,47.89,46.62,47.62,37.12,5.397,60.83,0.09,0.878,32.63,24.84,11.5,1.172,7.891,42.3563333,-70.7061667
BWQM,WN229,N18,10/18/2022 9:47,A,A,WN22906E,2.26,1.38,2.38,39.29,8.532,102.5,5.68,6.324,31.91,23.64,14.77,1.314,8.158,42.3658333,-70.7776667
BWQM,WN229,N18,10/18/2022 9:47,C,B,WN22906D,5.82,4.86,5.86,39.3,8.591,103.0,4.62,5.369,32.01,23.74,14.65,1.134,8.186,42.3658333,-70.7776667
BWQM,WN229,N18,10/18/2022 9:47,B,C,WN22906C,10.7,9.74,10.74,39.29,8.195,98.16,3.44,4.278,32.06,23.8,14.57,0.9538,8.17,42.3658333,-70.7776667
BWQM,WN229,N18,10/18/2022 9:47,D,D,WN22906B,15.06,13.83,14.83,38.69,7.073,83.11,0.4,1.23,32.37,24.25,13.54,0.5366,8.078,42.3658333,-70.7776667
BWQM,WN229,N18,10/18/2022 9:47,E,E,WN22906A,22.24,20.98,21.98,38.32,6.58,76.43,0.09,0.8814,32.52,24.49,12.95,0.576,8.035,42.3658333,-70.7776667
BWQM,WN229,N21,10/18/2022 10:11,A,A,WN22907C,2.1,0.71,1.71,39.32,8.622,103.6,4.09,4.883,31.95,23.68,14.75,1.273,8.178,42.3878333,-70.7853333
BWQM,WN229,N21,10/18/2022 10:11,C,B,WN22907B,8.74,8.03,9.03,39.25,8.327,99.65,3.36,4.204,32.07,23.82,14.52,0.9598,8.178,42.3878333,-70.7853333
BWQM,WN229,N21,10/18/2022 10:11,B,C,WN22907A,15.48,14.26,15.26,37.73,6.453,74.45,0.48,1.308,32.15,24.24,12.73,0.774,7.941,42.3878333,-70.7853333
BWQM,WN229,N21,10/18/2022 10:11,D,D,WN229079,23.39,22.44,23.44,37.52,6.256,71.77,0.19,0.9988,32.2,24.33,12.45,0.7861,7.918,42.3878333,-70.7853333
BWQM,WN229,N21,10/18/2022 10:11,E,E,WN229078,31.4,30.19,31.19,37.62,5.944,67.82,0.02,0.8019,32.62,24.73,12.07,0.9007,7.955,42.3878333,-70.7853333
BWQM,WN229,F22,10/18/2022 11:09,A,A,WN22908C,2.1,0.83,1.83,39.37,8.762,105.1,2.32,3.209,32.11,23.83,14.61,1.179,8.218,42.4798333,-70.6176667
BWQM,WN229,F22,10/18/2022 11:09,C,B,WN22908B,14.0,13.35,14.35,39.05,8.332,98.79,4.02,4.827,32.32,24.12,13.99,0.8803,8.189,42.4798333,-70.6176667
BWQM,WN229,F22,10/18/2022 11:09,B,C,WN22908A,38.21,37.21,38.21,37.78,6.907,78.93,0.09,0.8811,32.73,24.81,12.11,0.4294,8.04,42.4798333,-70.6176667
BWQM,WN229,F22,10/18/2022 11:09,D,D,WN229089,57.26,55.84,56.84,36.7,6.108,67.9,-0.06,0.7081,32.83,25.12,10.8,0.7453,7.939,42.4798333,-70.6176667
BWQM,WN229,F22,10/18/2022 11:09,E,E,WN229088,76.1,75.2,76.2,36.79,6.078,67.66,-0.05,0.719,32.87,25.14,10.85,1.166,7.937,42.4798333,-70.6176667
BWQM,WN229,N04,10/18/2022 11:52,A,A,WN22909A,2.2,1.08,2.08,39.61,8.657,104.5,2.25,3.14,32.03,23.69,14.96,1.094,8.217,42.4438333,-70.7365
BWQM,WN229,N04,10/18/2022 11:52,C,B,WN229099,12.72,12.06,13.06,39.31,8.574,102.8,4.45,5.222,32.03,23.76,14.64,1.009,8.195,42.4438333,-70.7365
BWQM,WN229,N04,10/18/2022 11:52,B,C,WN229098,23.47,22.62,23.62,38.06,6.242,72.21,0.32,1.137,32.41,24.43,12.79,0.658,7.991,42.4438333,-70.7365
BWQM,WN229,N04,10/18/2022 11:52,D,D,WN229097,33.56,32.27,33.27,38.13,7.036,81.07,0.09,0.8797,32.72,24.73,12.51,0.4344,8.059,42.4438333,-70.7365
BWQM,WN229,N04,10/18/2022 11:52,E,E,WN229096,46.54,45.58,46.58,37.63,6.139,69.89,0.05,0.8421,32.73,24.84,11.94,0.8302,7.968,42.4438333,-70.7365
BWQM,WN229,N01,10/18/2022 12:31,A,A,WN2290A8,2.28,1.14,2.14,39.27,8.423,101.3,3.89,4.699,31.83,23.57,14.83,1.649,8.132,42.4193333,-70.8645
BWQM,WN229,N01,10/18/2022 12:31,C,B,WN2290A7,7.83,7.0,8.0,39.2,8.547,102.3,6.12,6.707,31.98,23.73,14.57,1.148,8.163,42.4193333,-70.8645
BWQM,WN229,N01,10/18/2022 12:31,B,C,WN2290A6,14.06,13.1,14.1,38.28,6.094,71.02,0.61,1.456,32.3,24.27,13.17,0.8382,7.977,42.4193333,-70.8645
BWQM,WN229,N01,10/18/2022 12:31,D,D,WN2290A5,21.72,20.3,21.3,37.45,5.511,62.81,0.21,1.013,32.46,24.6,12.07,0.872,7.914,42.4193333,-70.8645
BWQM,WN229,N01,10/18/2022 12:31,E,E,WN2290A4,28.64,27.69,28.69,37.24,5.166,58.54,0.21,1.019,32.5,24.69,11.78,1.634,7.871,42.4193333,-70.8645
BWQM,WN229,F23,10/18/2022 13:24,A,A,WN2290B6,2.26,1.26,2.26,38.66,7.096,85.01,1.66,2.55,31.31,23.17,14.8,2.025,7.994,42.3391667,-70.942
BWQM,WN229,F23,10/18/2022 13:24,B,B,WN2290B5,7.97,7.0,8.0,38.67,6.617,78.7,0.86,1.725,31.69,23.56,14.34,2.012,7.972,42.3391667,-70.942
BWQM,WN229,F23,10/18/2022 13:24,C,C,WN2290B4,13.81,12.8,13.8,38.66,6.421,76.16,0.75,1.604,31.83,23.7,14.16,2.095,7.964,42.3391667,-70.942
BWQM,WN229,F23,10/18/2022 13:24,D,D,WN2290B3,19.14,18.11,19.11,38.57,6.16,72.65,0.68,1.525,32.01,23.92,13.83,2.977,7.946,42.3391667,-70.942
BWQM,WN229,F23,10/18/2022 13:24,E,E,WN2290B2,25.32,24.39,25.39,38.43,5.779,67.75,0.55,1.39,32.16,24.1,13.5,4.041,7.934,42.3391667,-70.942
