STUDY_ID,EVENT_ID,STAT_ID,PROF_DATE_TIME_LOCAL,SAMPLE_DEPTH_CODE,ORDERED_DEPTH_CODE,SAMPLE_ID,DEPTH (m),SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY (mS/cm),DISS_OXYGEN (mg/L),PCT_SAT (PCT),FLUORESCENCE (ug/L),FLU_RAW (ug/L),SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),pH (),LATITUDE,LONGITUDE
ARRS,AF223,F06,7/20/2022 10:13,A,A,AF22309A,1.81,0.89,1.89,41.26,8.879,111.7,0.6562,0.8894,31.75,23.0,17.12,0.7555,8.196,42.1706667,-70.5766667
ARRS,AF223,F06,7/20/2022 10:13,10,10,AF223099,9.77,8.82,9.82,37.05,9.365,106.9,1.891,3.416,31.86,24.09,12.32,0.8907,8.139,42.1706667,-70.5766667
ARRS,AF223,F06,7/20/2022 10:13,20,20,AF223098,20.11,19.14,20.14,34.81,8.484,91.46,1.242,2.643,31.96,24.64,9.656,0.6357,8.024,42.1706667,-70.5766667
ARRS,AF223,F06,7/20/2022 10:13,E,E,AF223097,29.47,28.54,29.54,33.5,8.034,83.52,0.1371,1.267,32.07,24.97,8.018,0.6054,7.97,42.1706667,-70.5766667
ARRS,AF223,F10,7/20/2022 10:39,A,A,AF2230A9,1.7,0.71,1.71,41.2,8.96,112.6,0.597,0.8234,31.75,23.01,17.06,0.7862,8.181,42.2423333,-70.6373333
ARRS,AF223,F10,7/20/2022 10:39,10,10,AF2230A8,9.58,8.52,9.52,39.32,9.26,111.6,0.7746,2.072,31.79,23.51,14.95,0.9268,8.18,42.2423333,-70.6373333
ARRS,AF223,F10,7/20/2022 10:39,20,20,AF2230A7,19.52,18.53,19.53,34.61,8.252,88.49,1.365,2.791,31.97,24.68,9.416,0.6618,8.006,42.2423333,-70.6373333
ARRS,AF223,F10,7/20/2022 10:39,E,E,AF2230A6,31.12,30.13,31.13,33.72,7.982,83.53,0.2966,1.471,32.03,24.9,8.314,0.5941,7.968,42.2423333,-70.6373333
ARRS,AF223,F17,7/20/2022 11:13,A,A,AF2230B5,1.68,0.59,1.59,41.58,8.832,112.0,0.7885,1.002,31.67,22.83,17.57,0.8218,8.189,42.3458333,-70.5705
ARRS,AF223,F17,7/20/2022 11:13,10,10,AF2230B4,9.75,8.64,9.64,36.01,10.12,112.6,0.4641,1.684,31.89,24.33,11.11,0.8741,8.202,42.3458333,-70.5705
ARRS,AF223,F17,7/20/2022 11:13,20,20,AF2230B3,19.68,18.65,19.65,33.78,9.602,100.6,5.132,7.029,32.05,24.91,8.366,0.9563,8.117,42.3458333,-70.5705
ARRS,AF223,F17,7/20/2022 11:13,E,E,AF2230B2,76.18,75.19,76.19,32.55,7.381,74.34,-0.3652,0.6059,32.37,25.4,6.568,1.839,7.903,42.3458333,-70.5705
ARRS,AF223,AF6,7/20/2022 11:41,A,A,AF2230C1,1.75,0.77,1.77,43.36,8.392,110.3,0.4847,0.7727,31.72,22.4,19.44,0.7244,8.213,42.40335,-70.50163
ARRS,AF223,AF6,7/20/2022 11:41,10,10,AF2230C0,9.75,8.7,9.7,40.08,9.305,114.0,0.5126,1.745,31.78,23.32,15.79,0.8275,8.226,42.40335,-70.50163
ARRS,AF223,AF6,7/20/2022 11:41,20,20,AF2230BF,19.42,18.16,19.16,34.68,9.377,100.4,4.208,6.032,32.14,24.83,9.309,1.001,8.134,42.40335,-70.50163
ARRS,AF223,AF6,7/20/2022 11:41,E,E,AF2230BE,88.68,87.59,88.59,32.36,7.082,70.88,-0.215,0.8065,32.43,25.49,6.281,1.453,7.877,42.40335,-70.50163
ARRS,AF223,AF8,7/20/2022 12:24,A,A,AF2230CD,1.75,0.71,1.71,39.64,9.013,109.8,0.5498,0.7618,31.57,23.21,15.57,0.7251,8.169,42.54019,-70.54553
ARRS,AF223,AF8,7/20/2022 12:24,10,10,AF2230CC,9.95,8.95,9.95,37.61,9.541,110.7,0.5416,1.781,31.68,23.79,13.16,0.798,8.166,42.54019,-70.54553
ARRS,AF223,AF8,7/20/2022 12:24,20,20,AF2230CB,19.5,18.47,19.47,33.86,8.646,90.97,1.435,2.874,31.94,24.79,8.578,0.6136,8.038,42.54019,-70.54553
ARRS,AF223,AF8,7/20/2022 12:24,E,E,AF2230CA,56.58,55.41,56.41,32.73,8.264,83.95,-0.2653,0.7397,32.18,25.2,6.986,0.6907,7.978,42.54019,-70.54553
ARRS,AF223,AF9,7/20/2022 12:47,A,A,AF2230D9,1.48,0.4,1.4,39.64,9.068,110.6,0.4998,0.8214,31.52,23.16,15.63,0.7105,8.17,42.58754,-70.60224
ARRS,AF223,AF9,7/20/2022 12:47,10,10,AF2230D8,9.77,8.7,9.7,36.08,9.36,104.4,2.826,4.495,31.83,24.26,11.26,0.9019,8.127,42.58754,-70.60224
ARRS,AF223,AF9,7/20/2022 12:47,20,20,AF2230D7,19.62,18.71,19.71,34.35,9.027,96.24,1.701,3.192,31.92,24.69,9.167,0.6175,8.074,42.58754,-70.60224
ARRS,AF223,AF9,7/20/2022 12:47,E,E,AF2230D6,42.14,41.06,42.06,32.95,7.969,81.62,0.0413,1.143,32.08,25.07,7.366,1.045,7.969,42.58754,-70.60224
ARRS,AF223,F22,7/20/2022 13:22,A,A,AF2230E5,1.69,0.71,1.71,42.03,8.73,111.6,0.2692,0.7764,31.75,22.79,17.97,0.7069,8.187,42.4798333,-70.6176667
ARRS,AF223,F22,7/20/2022 13:22,10,10,AF2230E4,9.71,8.82,9.82,38.98,9.404,112.4,0.3239,1.506,31.79,23.59,14.57,0.811,8.215,42.4798333,-70.6176667
ARRS,AF223,F22,7/20/2022 13:22,20,20,AF2230E3,19.56,18.47,19.47,33.91,9.788,103.2,1.884,3.407,31.94,24.77,8.649,0.7286,8.14,42.4798333,-70.6176667
ARRS,AF223,F22,7/20/2022 13:22,E,E,AF2230E2,76.71,75.62,76.62,32.6,7.553,76.22,-0.2879,0.7095,32.34,25.37,6.653,1.822,7.931,42.4798333,-70.6176667
ARRS,AF223,N04,7/20/2022 13:54,A,A,AF2230F1,1.81,0.77,1.77,40.83,8.922,111.2,0.4113,0.8392,31.76,23.11,16.64,0.7913,8.189,42.4438333,-70.7365
ARRS,AF223,N04,7/20/2022 13:54,10,10,AF2230F0,9.73,8.82,9.82,34.14,9.731,103.3,0.8424,2.155,31.89,24.69,8.972,0.6991,8.146,42.4438333,-70.7365
ARRS,AF223,N04,7/20/2022 13:54,20,20,AF2230EF,19.53,18.53,19.53,33.41,8.77,91.1,2.16,3.73,31.99,24.91,7.999,0.5849,8.055,42.4438333,-70.7365
ARRS,AF223,N04,7/20/2022 13:54,E,E,AF2230EE,47.94,46.92,47.92,32.98,8.027,82.29,-0.2567,0.7511,32.07,25.06,7.408,0.7314,7.98,42.4438333,-70.7365
ARRS,AF223,N01,7/20/2022 14:26,A,A,AF223100,1.61,0.59,1.59,41.04,9.356,117.1,1.1,1.438,31.78,23.08,16.84,1.012,8.179,42.4193333,-70.8645
ARRS,AF223,N01,7/20/2022 14:26,10,10,AF2230FF,9.88,8.95,9.95,37.3,10.33,118.7,2.642,4.285,31.83,24.0,12.64,1.103,8.209,42.4193333,-70.8645
ARRS,AF223,N01,7/20/2022 14:26,20,20,AF2230FE,19.39,18.16,19.16,34.01,8.774,92.68,2.827,4.495,31.95,24.77,8.746,0.697,8.059,42.4193333,-70.8645
ARRS,AF223,N01,7/20/2022 14:26,E,E,AF2230FD,30.14,29.09,30.09,33.28,7.63,78.92,-0.2051,0.8197,32.04,24.98,7.802,0.8258,7.96,42.4193333,-70.8645
ARRS,AF223,F23,7/20/2022 14:56,A,A,AF22310B,1.75,0.77,1.77,38.79,8.24,98.16,2.146,2.896,31.75,23.6,14.4,1.457,8.055,42.3391667,-70.942
ARRS,AF223,F23,7/20/2022 14:56,10,10,AF22310A,9.96,8.95,9.95,38.27,8.202,96.5,1.442,2.883,31.78,23.74,13.78,1.377,8.048,42.3391667,-70.942
ARRS,AF223,F23,7/20/2022 14:56,E,E,AF223109,21.78,20.79,21.79,37.01,8.261,94.27,1.059,2.42,31.83,24.07,12.31,1.213,8.047,42.3391667,-70.942
BWQM,WN226,F23,7/26/2022 6:19,A,A,WN226022,1.6,0.64,1.64,37.84,8.073,93.95,1.264,3.284,31.83,23.89,13.25,1.52,7.954,42.3391667,-70.942
BWQM,WN226,F23,7/26/2022 6:19,B,B,WN226021,8.96,7.96,8.96,36.68,8.371,94.74,1.006,2.954,31.86,24.17,11.91,1.153,7.964,42.3391667,-70.942
BWQM,WN226,F23,7/26/2022 6:19,C,C,WN226020,13.02,12.05,13.05,36.06,8.365,93.2,0.804,2.691,31.88,24.32,11.17,1.121,7.959,42.3391667,-70.942
BWQM,WN226,F23,7/26/2022 6:19,D,D,WN22601F,18.91,17.91,18.91,35.21,8.21,89.49,0.4513,2.221,31.92,24.52,10.17,1.233,7.942,42.3391667,-70.942
BWQM,WN226,F23,7/26/2022 6:19,E,E,WN22601E,24.03,23.04,24.04,35.27,8.19,89.39,0.4534,2.224,31.91,24.51,10.23,1.223,7.948,42.3391667,-70.942
BWQM,WN226,N01,7/26/2022 6:53,A,A,WN226030,1.74,0.7,1.7,38.77,9.906,117.8,1.423,2.832,31.8,23.65,14.32,1.143,8.124,42.4193333,-70.8645
BWQM,WN226,N01,7/26/2022 6:53,B,B,WN22602F,9.08,8.08,9.08,35.78,9.864,109.2,1.068,3.035,31.86,24.35,10.89,0.7713,8.08,42.4193333,-70.8645
BWQM,WN226,N01,7/26/2022 6:53,C,C,WN22602E,16.98,15.84,16.84,33.82,8.853,93.02,1.682,3.809,31.97,24.82,8.509,0.6893,7.986,42.4193333,-70.8645
BWQM,WN226,N01,7/26/2022 6:53,D,D,WN22602D,23.83,22.86,23.86,33.47,8.197,85.27,0.2217,1.907,32.0,24.91,8.067,0.5698,7.931,42.4193333,-70.8645
BWQM,WN226,N01,7/26/2022 6:53,E,E,WN22602C,28.12,27.13,28.13,33.41,7.773,80.71,-0.026,1.561,32.01,24.93,7.98,0.7714,7.885,42.4193333,-70.8645
BWQM,WN226,N04,7/26/2022 7:27,A,A,WN226041,1.75,0.76,1.76,39.48,9.27,112.1,0.0335,1.175,31.78,23.46,15.13,0.8641,8.104,42.4438333,-70.7365
BWQM,WN226,N04,7/26/2022 7:27,B,B,WN226040,8.29,7.41,8.41,36.15,9.737,108.8,0.2156,1.899,31.82,24.24,11.34,0.7642,8.089,42.4438333,-70.7365
BWQM,WN226,N04,7/26/2022 7:27,C,C,WN22603F,17.05,16.14,17.14,34.16,9.307,98.58,1.273,3.296,32.01,24.8,8.854,0.7261,8.042,42.4438333,-70.7365
BWQM,WN226,N04,7/26/2022 7:27,D,D,WN22603E,30.95,30.12,31.12,33.27,8.399,86.77,0.0056,1.606,32.08,25.02,7.741,0.4818,7.952,42.4438333,-70.7365
BWQM,WN226,N04,7/26/2022 7:27,E,E,WN22603D,45.96,45.08,46.08,32.81,8.111,82.67,-0.6569,0.6321,32.14,25.15,7.143,0.6192,7.923,42.4438333,-70.7365
BWQM,WN226,F22,7/26/2022 8:12,A,A,WN22604F,1.8,0.82,1.82,40.12,8.924,109.7,0.0384,0.5976,31.65,23.18,16.0,0.731,8.136,42.4798333,-70.6176667
BWQM,WN226,F22,7/26/2022 8:12,B,B,WN22604E,11.6,10.65,11.65,36.17,10.04,112.0,0.2621,1.963,31.93,24.34,11.24,0.8083,8.145,42.4798333,-70.6176667
BWQM,WN226,F22,7/26/2022 8:12,C,C,WN22604D,26.15,25.17,26.17,34.0,9.116,95.98,1.589,3.693,32.11,24.92,8.564,0.6358,8.032,42.4798333,-70.6176667
BWQM,WN226,F22,7/26/2022 8:12,D,D,WN22604C,50.56,49.66,50.66,32.76,8.116,82.54,-0.7305,0.5181,32.17,25.19,7.038,0.5953,7.936,42.4798333,-70.6176667
BWQM,WN226,F22,7/26/2022 8:12,E,E,WN22604B,76.46,75.55,76.55,32.71,8.113,82.31,-0.639,0.6596,32.22,25.24,6.92,0.7531,7.931,42.4798333,-70.6176667
BWQM,WN226,N21,7/26/2022 9:04,A,A,WN226060,1.99,0.94,1.94,41.17,9.25,116.1,0.5625,0.9353,31.77,23.03,17.0,0.9975,8.143,42.3878333,-70.7853333
BWQM,WN226,N21,7/26/2022 9:04,C,B,WN22605F,7.69,6.8,7.8,36.53,9.748,110.0,3.63,6.109,31.79,24.13,11.82,1.307,8.117,42.3878333,-70.7853333
BWQM,WN226,N21,7/26/2022 9:04,B,C,WN22605E,17.47,16.69,17.69,33.61,8.283,86.86,0.4806,2.261,31.78,24.68,8.477,0.6858,7.912,42.3878333,-70.7853333
BWQM,WN226,N21,7/26/2022 9:04,D,D,WN22605D,25.35,24.44,25.44,33.78,8.571,89.97,0.5516,2.356,31.96,24.82,8.469,0.6158,7.986,42.3878333,-70.7853333
BWQM,WN226,N21,7/26/2022 9:04,E,E,WN22605C,32.09,31.04,32.04,33.29,7.841,81.13,-0.4373,0.9643,32.03,24.97,7.819,0.6311,7.922,42.3878333,-70.7853333
BWQM,WN226,N18,7/26/2022 9:25,A,A,WN22606D,1.67,0.82,1.82,39.26,9.896,119.2,3.804,3.861,31.76,23.49,14.92,1.139,8.151,42.3658333,-70.7776667
BWQM,WN226,N18,7/26/2022 9:25,C,B,WN22606C,6.3,5.34,6.34,35.56,9.824,108.4,4.882,7.493,31.75,24.29,10.76,1.592,8.07,42.3658333,-70.7776667
BWQM,WN226,N18,7/26/2022 9:25,B,C,WN22606B,12.64,11.56,12.56,33.52,8.024,84.0,0.0042,1.604,31.75,24.66,8.41,0.699,7.878,42.3658333,-70.7776667
BWQM,WN226,N18,7/26/2022 9:25,D,D,WN22606A,18.49,17.67,18.67,33.42,7.968,83.04,-0.2069,1.302,31.83,24.76,8.193,0.6591,7.892,42.3658333,-70.7776667
BWQM,WN226,N18,7/26/2022 9:25,E,E,WN226069,23.18,22.06,23.06,33.53,7.912,82.51,-0.3326,1.119,31.96,24.86,8.183,0.6332,7.922,42.3658333,-70.7776667
BWQM,WN226,N07,7/26/2022 9:50,A,A,WN22607B,1.85,0.76,1.76,42.07,9.0,115.2,0.0741,0.7124,31.76,22.79,18.0,0.9001,8.164,42.3563333,-70.7061667
BWQM,WN226,N07,7/26/2022 9:50,B,B,WN22607A,8.5,7.6,8.6,36.52,9.987,112.7,-0.0834,1.48,31.78,24.12,11.82,0.7917,8.146,42.3563333,-70.7061667
BWQM,WN226,N07,7/26/2022 9:50,C,C,WN226079,17.37,16.57,17.57,33.63,8.97,93.62,1.472,3.548,32.05,24.93,8.191,0.6441,8.028,42.3563333,-70.7061667
BWQM,WN226,N07,7/26/2022 9:50,D,D,WN226078,32.95,32.07,33.07,32.85,8.01,81.78,-0.6295,0.6742,32.11,25.11,7.223,0.6533,7.934,42.3563333,-70.7061667
BWQM,WN226,N07,7/26/2022 9:50,E,E,WN226077,46.32,45.2,46.2,32.86,8.002,81.71,-0.6609,0.626,32.11,25.11,7.227,0.6719,7.933,42.3563333,-70.7061667
BWQM,WN226,F15,7/26/2022 10:27,A,A,WN22608A,1.81,0.76,1.76,39.3,9.82,118.2,3.261,3.288,31.8,23.53,14.9,1.062,8.16,42.3155,-70.7276667
BWQM,WN226,F15,7/26/2022 10:27,C,B,WN226089,8.06,6.98,7.98,35.42,9.866,108.3,11.82,14.41,31.83,24.39,10.5,1.365,8.097,42.3155,-70.7276667
BWQM,WN226,F15,7/26/2022 10:27,B,C,WN226088,17.31,16.2,17.2,33.86,9.121,95.87,0.9794,2.92,32.01,24.85,8.515,0.5933,8.029,42.3155,-70.7276667
BWQM,WN226,F15,7/26/2022 10:27,D,D,WN226087,28.11,27.07,28.07,33.26,7.974,82.44,-0.2728,1.207,32.03,24.97,7.786,0.5664,7.937,42.3155,-70.7276667
BWQM,WN226,F15,7/26/2022 10:27,E,E,WN226086,35.96,35.06,36.06,33.22,7.841,80.97,-0.3618,1.076,32.03,24.98,7.736,0.7721,7.928,42.3155,-70.7276667
BWQM,WN226,F10,7/26/2022 11:01,A,A,WN22609A,1.85,0.88,1.88,40.64,9.252,114.8,1.071,1.231,31.78,23.19,16.41,1.141,8.148,42.2423333,-70.6373333
BWQM,WN226,F10,7/26/2022 11:01,C,B,WN226099,7.49,6.44,7.44,36.35,9.536,107.0,3.781,6.279,31.86,24.24,11.53,0.9058,8.096,42.2423333,-70.6373333
BWQM,WN226,F10,7/26/2022 11:01,B,C,WN226098,15.49,14.37,15.37,33.68,9.37,98.09,1.677,3.804,31.96,24.84,8.35,0.692,8.057,42.2423333,-70.6373333
BWQM,WN226,F10,7/26/2022 11:01,D,D,WN226097,24.19,23.28,24.28,33.37,7.882,81.76,0.2738,1.979,32.02,24.94,7.931,0.601,7.932,42.2423333,-70.6373333
BWQM,WN226,F10,7/26/2022 11:01,E,E,WN226096,30.41,29.39,30.39,33.37,7.85,81.42,0.1076,1.749,32.02,24.94,7.929,0.5961,7.934,42.2423333,-70.6373333
BWQM,WN226,F06,7/26/2022 11:33,A,A,WN2260A9,1.93,0.88,1.88,40.59,9.04,111.9,0.8366,1.149,31.82,23.24,16.3,0.8899,8.166,42.1706667,-70.5766667
BWQM,WN226,F06,7/26/2022 11:33,B,B,WN2260A8,6.61,5.7,6.7,39.49,9.213,111.3,0.893,2.315,31.84,23.53,15.06,0.9001,8.157,42.1706667,-70.5766667
BWQM,WN226,F06,7/26/2022 11:33,C,C,WN2260A7,13.03,11.99,12.99,35.6,9.683,106.6,3.328,5.764,31.89,24.42,10.64,0.9826,8.101,42.1706667,-70.5766667
BWQM,WN226,F06,7/26/2022 11:33,D,D,WN2260A6,25.27,24.2,25.2,33.49,7.76,80.72,-0.0013,1.596,32.04,24.94,8.049,0.6096,7.929,42.1706667,-70.5766667
BWQM,WN226,F06,7/26/2022 11:33,E,E,WN2260A5,32.22,31.4,32.4,33.49,7.747,80.57,-0.0906,1.469,32.04,24.94,8.042,0.6079,7.935,42.1706667,-70.5766667
BWQM,WN226,AF4,7/26/2022 12:11,A,A,WN2260B6,1.95,1.0,2.0,38.79,8.943,106.3,1.111,1.614,31.87,23.72,14.26,0.8823,8.109,42.21997,-70.69553
BWQM,WN226,AF4,7/26/2022 12:11,10,B,WN2260B4,9.99,9.0,10.0,36.16,8.631,96.32,2.258,4.512,31.92,24.33,11.24,0.9587,8.044,42.21997,-70.69553
BWQM,WN226,AF4,7/26/2022 12:11,E,E,WN2260B3,20.38,19.44,20.44,34.59,7.431,79.63,0.0217,1.629,31.98,24.69,9.381,0.6657,7.928,42.21997,-70.69553
BWQM,WN226,F13,7/26/2022 12:35,A,A,WN2260C5,1.99,1.0,2.0,41.19,9.268,116.3,1.18,1.11,31.8,23.06,16.99,1.161,8.159,42.2683333,-70.735
BWQM,WN226,F13,7/26/2022 12:35,B,B,WN2260C4,7.55,6.56,7.56,37.86,9.241,107.5,4.476,6.594,31.88,23.94,13.21,1.3,8.11,42.2683333,-70.735
BWQM,WN226,F13,7/26/2022 12:35,C,C,WN2260C3,12.67,11.81,12.81,34.51,8.602,92.08,1.876,4.049,31.94,24.67,9.342,0.913,8.007,42.2683333,-70.735
BWQM,WN226,F13,7/26/2022 12:35,D,D,WN2260C2,18.7,17.67,18.67,33.97,7.822,82.51,0.1339,1.786,31.97,24.8,8.679,0.6838,7.948,42.2683333,-70.735
BWQM,WN226,F13,7/26/2022 12:35,E,E,WN2260C1,24.34,23.34,24.34,33.74,7.723,80.94,-0.0989,1.458,31.99,24.86,8.388,0.6513,7.945,42.2683333,-70.735
BWQM,WN226,N10,7/26/2022 13:08,A,A,WN2260D3,1.93,0.88,1.88,39.67,9.154,111.1,2.592,3.235,31.81,23.45,15.3,1.387,8.093,42.3315,-70.834
BWQM,WN226,N10,7/26/2022 13:08,10,B,WN2260D2,11.56,10.59,11.59,34.03,8.133,85.97,0.1479,1.805,31.95,24.76,8.779,0.7258,7.972,42.3315,-70.834
BWQM,WN226,N10,7/26/2022 13:08,E,E,WN2260D1,22.66,21.63,22.63,33.62,7.945,83.06,-0.1187,1.429,31.96,24.84,8.288,0.7221,7.957,42.3315,-70.834
BWQM,WN227,F23,8/23/2022 6:21,A,A,WN227028,1.75,0.77,1.77,44.21,8.386,112.1,3.477,5.035,31.77,22.22,20.29,1.243,8.253,42.3391667,-70.942
BWQM,WN227,F23,8/23/2022 6:21,B,B,WN227027,6.96,5.96,6.96,43.94,7.461,99.14,2.29,3.754,31.77,22.31,19.98,1.366,8.143,42.3391667,-70.942
BWQM,WN227,F23,8/23/2022 6:21,C,C,WN227026,13.66,12.85,13.85,43.59,7.032,92.78,2.034,3.471,31.78,22.41,19.6,1.384,8.082,42.3391667,-70.942
BWQM,WN227,F23,8/23/2022 6:21,D,D,WN227025,20.52,19.44,20.44,41.9,6.372,81.13,1.104,2.41,31.82,22.91,17.72,2.189,8.02,42.3391667,-70.942
BWQM,WN227,F23,8/23/2022 6:21,E,E,WN227024,27.03,25.98,26.98,41.61,6.243,79.0,0.9594,2.241,31.83,22.99,17.4,2.449,8.006,42.3391667,-70.942
BWQM,WN227,N01,8/23/2022 6:57,A,A,WN227036,2.09,0.89,1.89,43.93,9.099,121.0,4.652,6.255,31.74,22.27,20.03,1.319,8.298,42.4193333,-70.8645
BWQM,WN227,N01,8/23/2022 6:57,C,B,WN227035,7.15,6.08,7.08,43.22,7.873,103.0,4.757,6.362,31.84,22.57,19.13,1.124,8.174,42.4193333,-70.8645
BWQM,WN227,N01,8/23/2022 6:57,B,C,WN227034,14.79,14.07,15.07,40.35,6.956,85.7,0.6104,1.825,31.82,23.29,16.04,0.6027,8.009,42.4193333,-70.8645
BWQM,WN227,N01,8/23/2022 6:57,D,D,WN227033,22.46,21.76,22.76,36.8,6.651,75.41,-0.1586,0.8705,31.9,24.19,11.99,0.4744,7.898,42.4193333,-70.8645
BWQM,WN227,N01,8/23/2022 6:57,E,E,WN227032,30.32,29.21,30.21,34.8,6.406,69.0,-0.2144,0.7988,31.98,24.66,9.617,1.296,7.829,42.4193333,-70.8645
BWQM,WN227,N04,8/23/2022 7:36,A,A,WN227046,1.51,0.58,1.58,44.15,8.449,112.8,1.926,3.35,31.77,22.24,20.22,0.9135,8.284,42.4438333,-70.7365
BWQM,WN227,N04,8/23/2022 7:36,C,B,WN227045,9.53,8.34,9.34,43.83,8.332,110.1,2.733,4.239,31.94,22.52,19.65,0.885,8.263,42.4438333,-70.7365
BWQM,WN227,N04,8/23/2022 7:36,B,C,WN227044,21.17,20.18,21.18,37.4,7.197,83.13,-0.0511,1.008,31.68,23.84,12.93,0.4989,7.907,42.4438333,-70.7365
BWQM,WN227,N04,8/23/2022 7:36,D,D,WN227043,33.83,33.06,34.06,35.11,7.444,80.71,-0.1821,0.8404,32.06,24.68,9.883,0.5701,7.921,42.4438333,-70.7365
BWQM,WN227,N04,8/23/2022 7:36,E,E,WN227042,47.25,46.31,47.31,34.07,6.59,69.39,-0.2142,0.7991,32.19,24.99,8.539,1.3,7.839,42.4438333,-70.7365
BWQM,WN227,F22,8/23/2022 8:12,A,A,WN227054,1.85,0.65,1.65,44.28,8.317,111.2,2.08,3.523,31.83,22.27,20.28,0.9034,8.288,42.4798333,-70.6176667
BWQM,WN227,F22,8/23/2022 8:12,C,B,WN227053,8.35,7.3,8.3,43.27,8.446,110.1,2.227,3.686,32.07,22.81,18.89,0.756,8.277,42.4798333,-70.6176667
BWQM,WN227,F22,8/23/2022 8:12,B,C,WN227052,30.91,29.7,30.7,36.07,7.638,84.93,-0.1765,0.8475,31.99,24.42,11.05,0.528,7.959,42.4798333,-70.6176667
BWQM,WN227,F22,8/23/2022 8:12,D,D,WN227051,54.61,54.06,55.06,33.92,7.174,75.15,-0.3099,0.6751,32.24,25.06,8.302,0.709,7.883,42.4798333,-70.6176667
BWQM,WN227,F22,8/23/2022 8:12,E,E,WN227050,76.61,75.31,76.31,33.03,6.464,66.02,-0.2668,0.731,32.32,25.28,7.187,1.731,7.796,42.4798333,-70.6176667
BWQM,WN227,N21,8/23/2022 9:11,A,A,WN227065,1.85,0.77,1.77,44.06,8.445,112.4,3.196,3.282,31.82,22.33,20.06,0.8459,8.275,42.3878333,-70.7853333
BWQM,WN227,N21,8/23/2022 9:11,C,B,WN227064,9.59,8.58,9.58,43.33,8.443,110.2,2.141,3.59,32.06,22.78,18.96,0.7833,8.26,42.3878333,-70.7853333
BWQM,WN227,N21,8/23/2022 9:11,B,C,WN227063,18.43,17.55,18.55,36.79,7.086,80.73,0.1163,1.219,31.63,23.92,12.3,0.8411,7.871,42.3878333,-70.7853333
BWQM,WN227,N21,8/23/2022 9:11,D,D,WN227062,26.06,25.31,26.31,35.32,6.799,74.85,-0.1317,0.9049,31.52,24.12,10.73,1.004,7.758,42.3878333,-70.7853333
BWQM,WN227,N21,8/23/2022 9:11,E,E,WN227061,33.95,33.0,34.0,35.01,6.782,73.38,-0.2109,0.8034,32.03,24.67,9.798,0.8488,7.863,42.3878333,-70.7853333
BWQM,WN227,N18,8/23/2022 9:36,A,A,WN227072,1.9,0.89,1.89,44.09,8.345,111.3,2.614,2.521,31.72,22.2,20.22,1.087,8.26,42.3658333,-70.7776667
BWQM,WN227,N18,8/23/2022 9:36,C,B,WN227071,7.55,6.69,7.69,43.42,8.112,106.5,3.159,4.697,31.84,22.53,19.34,0.8851,8.226,42.3658333,-70.7776667
BWQM,WN227,N18,8/23/2022 9:36,B,C,WN227070,12.6,11.51,12.51,43.31,8.403,109.7,2.419,3.897,32.05,22.79,18.94,0.6994,8.26,42.3658333,-70.7776667
BWQM,WN227,N18,8/23/2022 9:36,D,D,WN22706F,17.21,16.27,17.27,42.1,8.009,101.9,1.251,2.581,32.08,23.13,17.61,0.5735,8.196,42.3658333,-70.7776667
BWQM,WN227,N18,8/23/2022 9:36,E,E,WN22706E,22.4,21.46,22.46,37.45,7.22,83.04,0.0051,1.079,31.96,24.11,12.64,0.5883,7.978,42.3658333,-70.7776667
BWQM,WN227,N07,8/23/2022 10:07,A,A,WN227080,1.88,0.89,1.89,44.13,8.339,111.2,4.532,3.937,31.77,22.25,20.2,1.167,8.261,42.3563333,-70.7061667
BWQM,WN227,N07,8/23/2022 10:07,C,B,WN22707F,7.52,6.57,7.57,43.76,8.098,107.2,2.324,3.793,31.79,22.38,19.78,0.9815,8.23,42.3563333,-70.7061667
BWQM,WN227,N07,8/23/2022 10:07,B,C,WN22707E,19.24,18.28,19.28,42.55,7.716,99.36,0.257,1.394,31.94,22.86,18.27,0.5225,8.17,42.3563333,-70.7061667
BWQM,WN227,N07,8/23/2022 10:07,D,D,WN22707D,34.08,33.06,34.06,36.51,7.686,86.41,-0.164,0.8636,31.97,24.32,11.57,0.5093,7.954,42.3563333,-70.7061667
BWQM,WN227,N07,8/23/2022 10:07,E,E,WN22707C,47.9,46.98,47.98,34.39,6.873,73.02,-0.2325,0.7755,32.16,24.91,8.941,0.9417,7.862,42.3563333,-70.7061667
BWQM,WN227,F15,8/23/2022 10:38,A,A,WN22708E,1.87,0.83,1.83,44.27,8.438,113.0,2.921,4.443,31.7,22.14,20.43,1.213,8.275,42.3155,-70.7276667
BWQM,WN227,F15,8/23/2022 10:38,C,B,WN22708D,8.63,7.48,8.48,43.96,8.226,109.3,3.016,4.545,31.81,22.34,19.96,0.8692,8.238,42.3155,-70.7276667
BWQM,WN227,F15,8/23/2022 10:38,B,C,WN22708C,18.6,17.43,18.43,41.05,7.516,93.86,0.057,1.144,31.9,23.2,16.7,0.4964,8.097,42.3155,-70.7276667
BWQM,WN227,F15,8/23/2022 10:38,D,D,WN22708B,27.13,26.16,27.16,36.99,7.555,85.85,-0.0362,1.027,32.03,24.27,12.05,0.5651,7.97,42.3155,-70.7276667
