Year Day	Temperature C	CO2	Battery Voltage
256.7089	18.90		11.05
256.7293	18.88	1370.4	11.38
256.7501	18.80	1360.0	11.37
256.7709	18.64	1329.1	11.36
256.7918	18.64	1307.7	11.36
256.8126	18.71	1293.4	11.35
256.8334	18.95	1301.8	11.35
256.8543	18.73	1325.6	11.35
256.8751	18.83	1349.9	11.35
256.8959	18.92	1343.6	11.35
256.9168	18.88	1351.0	11.35
256.9376	18.80	1354.1	11.35
256.9584	18.73	1366.2	11.35
256.9793	18.71	1356.7	11.34
257.0001	18.73	1319.2	11.34
257.0209	18.71	1268.6	11.34
257.0418	18.54	1314.0	11.34
257.0626	18.80	1395.1	11.34
257.0834	18.95	1422.4	11.34
257.1043	18.95	1331.8	11.34
257.1251	18.92	1238.1	11.34
257.1459	18.85	1217.1	11.34
257.1668	18.83	1239.7	11.34
257.1876	18.76	1330.0	11.34
257.2084	18.64	1380.4	11.34
257.2293	18.66	1403.4	11.34
257.2501	18.66	1377.2	11.34
257.2709	18.59	1380.4	11.33
257.2918	18.59	1376.8	11.34
257.3126	18.59	1356.7	11.33
257.3334	18.57	1350.7	11.33
257.3543	18.57	1374.8	11.33
257.3751	18.59	1396.9	11.33
257.3959	18.61	1425.9	11.33
257.4168	18.59	1421.4	11.33
257.4376	18.59	1421.9	11.33
257.4584	18.59	1410.4	11.33
257.4793	18.59	1407.3	11.33
257.5001	18.59	1399.1	11.33
257.5209	18.61	1384.9	11.33
257.5418	18.66	1356.9	11.33
257.5626	18.66	1362.9	11.33
257.5834	18.83	1394.5	11.33
257.6043	18.88	1407.7	11.33
257.6251	18.95	1350.4	11.33
257.6459	19.00	1334.1	11.33
257.6668	19.00	1338.7	11.33
257.6876	19.07	1347.6	11.33
257.7084	19.21	1357.9	11.33
257.7293	19.24	1372.9	11.33
257.7501	19.24	1386.8	11.33
257.7709	19.24	1394.9	11.33
257.7918	19.29	1391.1	11.33
257.8126	19.12	1388.2	11.33
257.8334	19.02	1375.1	11.33
257.8543	19.24	1357.3	11.33
257.8751	19.14	1351.8	11.33
257.8959	19.31	1365.7	11.33
257.9168	19.41	1356.1	11.33
257.9376	19.33	1359.0	11.33
257.9584	19.09	1365.8	11.34
257.9793	19.02	1371.2	11.33
258.0001	19.02	1368.8	11.33
258.0209	18.97	1337.3	11.33
258.0418	18.90	1336.2	11.33
258.0626	18.88	1287.4	11.33
258.0834	18.85	1347.9	11.33
258.1043	18.90	1407.4	11.33
258.1251	19.14	1439.2	11.33
258.1459	19.19	1363.4	11.33
258.1668	19.12	1285.3	11.33
258.1876	19.09	1335.5	11.33
258.2084	19.00	1344.5	11.33
258.2293	18.92	1419.8	11.33
258.2501	19.00	1452.7	11.33
258.2709	18.90	1452.1	11.33
258.2918	18.90	1454.1	11.33
258.3126	18.85	1428.9	11.33
258.3334	18.88	1424.7	11.33
258.3543	18.88	1421.0	11.33
258.3751	18.88	1414.9	11.33
258.3959	18.83	1403.5	11.33
258.4168	18.88	1425.1	11.33
258.4376	18.88	1418.9	11.33
258.4584	18.88	1427.8	11.32
258.4793	18.88	1427.9	11.33
258.5001	18.88	1439.0	11.33
258.5209	18.88	1420.7	11.33
258.5418	18.90	1404.7	11.33
258.5626	18.95	1403.2	11.33
258.5834	18.92	1406.9	11.33
258.6043	18.92	1397.5	11.33
258.6251	19.02	1394.6	11.33
258.6459	19.24	1389.5	11.33
258.6668	19.33	1383.5	11.33
258.6876	19.21	1372.9	11.33
258.7084	19.14	1368.6	11.33
258.7293	19.16	1363.2	11.33
258.7501	19.31	1355.7	11.33
258.7709	19.38	1338.1	11.33
258.7918	19.36	1344.1	11.33
258.8126	19.38	1345.6	11.33
258.8334	19.31	1352.7	11.33
258.8543	19.16	1349.9	11.33
258.8751	19.04	1346.3	11.33
258.8959	19.02	1348.1	11.33
258.9168	19.00	1339.9	11.33
258.9376	19.48	1324.0	11.33
258.9584	19.48	1301.1	11.33
258.9793	19.24	1300.9	11.33
259.0001	19.16	1333.1	11.33
259.0209	19.29	1364.0	11.33
259.0418	19.14	1369.2	11.33
259.0626	19.12	1387.0	11.33
259.0834	19.07	1352.3	11.33
259.1043	19.09	1228.7	11.32
259.1251	19.07	1290.7	11.33
259.1459	19.07	1346.0	11.32
259.1668	19.21	1401.8	11.32
259.1876	19.16	1370.3	11.33
259.2084	19.19	1350.4	11.32
259.2293	19.14	1351.7	11.33
259.2501	19.12	1392.1	11.32
259.2709	19.02	1433.8	11.32
259.2918	19.00	1478.5	11.32
259.3126	18.97	1498.5	11.32
259.3334	18.97	1496.8	11.32
259.3543	18.95	1481.8	11.32
259.3751	18.95	1455.0	11.32
259.3959	18.95	1451.6	11.32
259.4168	18.90	1452.8	11.32
259.4376	18.90	1447.3	11.32
259.4584	18.90	1447.0	11.32
259.4793	18.95	1457.2	11.32
259.5001	18.97	1460.8	11.32
259.5209	19.00	1461.8	11.32
259.5418	19.02	1452.2	11.32
259.5626	19.12	1436.3	11.32
259.5834	19.16	1439.0	11.32
259.6043	19.14	1426.3	11.32
259.6251	19.21	1420.4	11.32
259.6459	19.33	1426.0	11.32
259.6668	19.65	1420.7	11.32
259.6876	19.70	1362.8	11.33
259.7084	19.70	1321.7	11.33
259.7293	20.04	1307.2	11.33
259.7501	19.74	1291.9	11.33
259.7709	19.70	1285.3	11.33
259.7918	19.67	1296.6	11.33
259.8126	19.77	1291.5	11.33
259.8334	19.82	1297.8	11.33
259.8543	19.82	1296.3	11.33
259.8751	19.74	1276.5	11.33
259.8959	19.53	1281.9	11.33
259.9168	19.24	1293.7	11.32
259.9376	19.36	1307.8	11.32
259.9584	19.41	1309.4	11.32
259.9793	19.65	1309.7	11.32
260.0001	19.77	1326.7	11.32
260.0209	19.67	1328.8	11.32
260.0418	19.82	1335.3	11.33
260.0626	19.60	1334.2	11.32
260.0834	19.62	1355.7	11.32
260.1043	19.67	1396.5	11.33
260.1251	19.62	1378.6	11.32
260.1459	19.50	1217.8	11.32
260.1668	19.48	1260.4	11.32
260.1876	19.74	1368.6	11.32
260.2084	20.04	1369.8	11.32
260.2298	20.06		11.04
260.2501	20.04	1248.7	11.36
260.2709	20.01	1275.8	11.35
260.2918	19.94	1276.3	11.35
260.3126	19.89	1298.9	11.34
260.3334	19.87	1348.2	11.34
260.3543	19.72	1356.7	11.34
260.3751	19.67	1375.7	11.34
260.3959	19.60	1390.0	11.33
260.4168	19.67	1386.1	11.33
260.4376	19.57	1381.8	11.33
260.4584	19.45	1381.2	11.33
260.4793	19.45	1393.6	11.33
260.5001	19.48	1386.3	11.33
260.5209	19.55	1380.5	11.33
260.5418	19.62	1382.5	11.33
260.5626	19.62	1381.5	11.33
260.5834	19.67	1387.1	11.33
260.6043	19.72	1373.2	11.32
260.6251	19.99	1351.9	11.33
260.6459	20.13	1335.3	11.33
260.6668	20.04	1332.1	11.33
260.6876	20.45	1308.2	11.33
260.7084	20.21	1292.8	11.33
260.7293	20.40	1270.1	11.33
260.7501	20.38	1228.7	11.33
260.7709	20.57	1202.2	11.33
260.7918	20.25	1181.1	11.33
260.8126	20.16	1199.9	11.33
260.8334	20.35	1158.1	11.33
260.8543	20.21	1149.8	11.33
260.8751	20.30	1120.8	11.33
260.8959	20.50	1090.3	11.33
260.9168	20.50	1078.5	11.33
260.9376	20.57	1090.0	11.33
260.9584	20.47	1097.0	11.33
260.9793	20.18	1064.7	11.33
261.0001	20.47	1082.9	11.32
261.0209	20.18	1037.5	11.32
261.0418	20.23	1037.0	11.32
261.0626	20.28	1054.5	11.33
261.0834	20.28	1081.2	11.33
261.1043	20.28	1109.7	11.32
261.1251	20.25	1133.2	11.32
261.1459	20.25	1153.0	11.32
261.1668	20.28	1087.2	11.33
261.1876	20.23	1112.4	11.32
261.2084	20.33	1172.1	11.32
261.2293	19.91	1170.8	11.32
261.2501	19.94	1146.1	11.32
261.2709	19.99	1111.5	11.32
261.2918	20.01	1104.6	11.32
261.3126	20.01	1052.0	11.32
261.3334	20.01	858.0	11.32
261.3543	19.99	1073.8	11.32
261.3751	19.99	1094.9	11.32
261.3959	19.91	1159.5	11.32
261.4168	19.89	1206.6	11.32
261.4376	19.82	1230.3	11.32
261.4584	19.91	1253.4	11.32
261.4793	19.82	1324.8	11.32
261.5001	19.72	1327.5	11.32
261.5209	19.62	1310.7	11.32
261.5418	19.84	1268.5	11.32
261.5626	19.99	1248.6	11.32
261.5834	19.94	1260.5	11.32
261.6043	20.06	1259.1	11.32
261.6251	20.08	1267.9	11.32
261.6459	20.13	1283.5	11.32
261.6668	20.18	1268.6	11.32
261.6876	20.18	1241.7	11.32
261.7084	20.13	1302.2	11.32
261.7293	20.08	1351.3	11.32
261.7501	20.06	1366.1	11.32
261.7709	19.70	1345.6	11.32
