Year Day	Temperature C	CO2	Battery Voltage
228.7089	19.65		11.23
228.7293	19.62	767.0	11.54
228.7501	20.11	762.5	11.53
228.7709	19.99	725.0	11.52
228.7918	19.72	704.0	11.52
228.8126	19.94	691.7	11.51
228.8334	20.28	668.1	11.51
228.8543	20.28	641.1	11.51
228.8751	20.25	621.6	11.51
228.8959	20.13	639.3	11.51
228.9168	20.38	637.7	11.51
228.9376	20.38	652.8	11.51
228.9584	20.23	672.0	11.51
228.9793	20.21	715.5	11.51
229.0001	20.13	733.9	11.51
229.0209	19.99	776.7	11.51
229.0418	19.82	844.2	11.51
229.0626	19.84	906.2	11.51
229.0834	19.84	977.3	11.51
229.1043	19.91	928.3	11.50
229.1251	19.84	871.8	11.50
229.1459	20.01	806.8	11.50
229.1668	19.99	943.2	11.50
229.1876	19.91	1056.7	11.50
229.2084	19.87	1038.0	11.50
229.2293	19.82	941.8	11.50
229.2501	19.77	865.4	11.50
229.2709	19.77	824.1	11.50
229.2918	19.77	786.4	11.50
229.3126	19.74	759.9	11.50
229.3334	19.82	766.4	11.50
229.3543	19.72	758.7	11.50
229.3751	19.77	754.5	11.50
229.3959	19.70	756.3	11.50
229.4168	19.67	747.5	11.50
229.4376	19.70	730.9	11.50
229.4584	19.72	725.6	11.50
229.4793	19.72	734.4	11.50
229.5001	19.77	731.7	11.50
229.5209	19.79	748.4	11.50
229.5418	19.87	798.4	11.50
229.5626	19.94	849.2	11.50
229.5834	19.96	880.9	11.50
229.6043	20.11	858.6	11.50
229.6251	20.04	803.9	11.50
229.6459	20.21	760.3	11.50
229.6668	19.94	708.4	11.50
229.6876	19.89	723.3	11.50
229.7084	19.91	786.2	11.50
229.7293	20.06	782.3	11.50
229.7501	20.33	751.0	11.50
229.7709	20.57	711.6	11.50
229.7918	20.45	714.9	11.50
229.8126	20.35	688.3	11.50
229.8334	20.23	679.5	11.50
229.8543	20.11	681.0	11.50
229.8751	20.01	662.7	11.50
229.8959	19.96	666.2	11.50
229.9168	19.89	666.4	11.50
229.9376	20.33	626.8	11.50
229.9584	20.79	599.3	11.50
229.9793	20.62	604.1	11.50
230.0001	20.21	639.3	11.50
230.0209	20.38	621.7	11.50
230.0418	20.35	628.3	11.50
230.0626	20.28	642.0	11.50
230.0834	20.25	656.5	11.50
230.1043	20.23	674.3	11.50
230.1251	20.45	690.7	11.50
230.1459	20.40	722.2	11.50
230.1668	20.50	744.0	11.50
230.1876	20.38	735.3	11.50
230.2084	20.43	727.2	11.50
230.2293	20.38	734.4	11.50
230.2501	20.35	756.1	11.50
230.2709	20.35	768.5	11.50
230.2918	20.33	723.8	11.49
230.3126	20.30	714.6	11.50
230.3334	20.28	681.6	11.50
230.3543	20.23	661.9	11.50
230.3751	20.25	663.3	11.49
230.3959	20.28	663.6	11.49
230.4168	20.28	656.9	11.49
230.4376	20.28	670.1	11.49
230.4584	20.21	672.3	11.49
230.4793	20.23	665.8	11.49
230.5001	20.28	665.9	11.49
230.5209	20.33	670.1	11.49
230.5418	20.35	681.0	11.50
230.5626	20.40	681.6	11.49
230.5834	20.60	675.2	11.50
230.6043	20.79	701.6	11.50
230.6251	20.79	727.8	11.50
230.6459	20.65	728.7	11.50
230.6668	20.92	709.3	11.50
230.6876	20.84	673.6	11.50
230.7084	21.06	650.6	11.50
230.7293	20.94	654.9	11.50
230.7501	20.82	654.6	11.50
230.7709	20.67	636.6	11.50
230.7918	21.14	611.6	11.50
230.8126	21.29	611.8	11.50
230.8334	21.56	621.5	11.50
230.8543	20.92	607.5	11.50
230.8751	20.94	613.3	11.50
230.8959	21.02	620.9	11.50
230.9168	21.04	643.4	11.50
230.9376	20.57	662.9	11.50
230.9584	20.50	687.1	11.50
230.9793	20.62	636.1	11.49
231.0001	20.92	601.0	11.50
231.0209	20.99	618.6	11.50
231.0418	20.84	639.5	11.50
231.0626	20.35	700.3	11.50
231.0834	20.21	771.5	11.49
231.1043	20.23	790.3	11.49
231.1251	20.21	780.3	11.49
231.1459	20.30	793.3	11.49
231.1668	20.28	811.3	11.49
231.1876	20.25	757.6	11.49
231.2084	20.45	678.3	11.49
231.2293	20.45	685.5	11.49
231.2501	20.45	704.7	11.49
231.2709	20.57	747.1	11.49
231.2918	20.50	790.2	11.49
231.3126	20.50	812.3	11.49
231.3334	20.45	818.7	11.49
231.3543	20.40	825.6	11.49
231.3751	20.38	836.8	11.49
231.3959	20.35	842.8	11.49
231.4168	20.25	809.4	11.49
