"Time (America/New_York)",Battery,"Air Temperature","Relative Humidity","Rel. Barometric Pressure","Wind Speed","Max Wind Sp","Wind Direction","Wet Bulb Temperature","Precip Type","Rain Intensity","Total Rain","Interval Rain","Solar Rad",Heading,Temperature,pH,"Sp Cond",Depth,Chlorophyll,DO,DOSat,"pH mV","Internal Bat"
"06-15-2018 09:45:00",13.0,14.10,76,1013.6,0.3,1.7,0,11.70,0,0.0,0.0,0.0,142,269.0,,,,,,,,,
"06-15-2018 10:15:00",13.1,14.00,75,1013.7,0.0,1.6,0,11.50,60,0.1,0.0,0.0,142,272.0,13.43,6.57,0,0.000,0.0,10.45,99.7,21.0,0.1
"06-15-2018 10:30:00",13.1,12.90,79,1013.9,2.1,4.6,43,11.00,60,0.0,0.1,0.0,238,185.0,12.20,7.82,47270,0.590,4.7,8.63,97.1,-49.5,0.1
"06-15-2018 10:45:00",13.2,13.20,77,1014.1,0.7,2.9,59,11.00,0,0.0,0.1,0.0,337,180.0,12.40,7.80,47150,0.700,4.2,8.64,97.6,-48.1,0.1
"06-15-2018 11:00:00",13.4,12.90,78,1014.3,1.6,2.9,58,10.80,0,0.0,0.1,0.0,233,184.0,12.39,7.80,47110,0.750,5.5,8.66,97.8,-48.2,0.0
"06-15-2018 11:15:00",13.5,13.00,80,1014.4,1.6,3.3,65,11.10,0,0.0,0.1,0.0,257,185.0,12.35,7.80,47130,0.770,4.9,8.64,97.5,-48.3,0.0
"06-15-2018 11:30:00",14.6,12.80,81,1014.5,2.3,3.8,87,11.00,0,0.0,0.1,0.0,430,191.0,12.62,7.80,47070,0.710,3.7,8.66,98.2,-48.4,0.0
"06-15-2018 11:45:00",14.5,12.70,81,1014.5,3.1,4.2,84,10.90,0,0.0,0.1,0.0,530,200.0,12.62,7.81,47050,0.730,3.3,8.68,98.4,-48.5,0.0
"06-15-2018 12:00:00",14.5,12.80,79,1014.5,2.9,3.9,82,10.90,0,0.0,0.1,0.0,514,199.0,12.60,7.80,47150,0.740,3.5,8.69,98.6,-48.4,0.0
"06-15-2018 12:15:00",14.5,13.00,79,1014.5,3.1,4.5,78,11.10,0,0.0,0.1,0.0,668,196.0,12.51,7.81,47110,0.700,3.3,8.67,98.2,-48.5,0.0
"06-15-2018 12:30:00",14.5,12.90,81,1014.4,3.6,5.1,99,11.10,0,0.0,0.1,0.0,727,195.0,12.48,7.81,47140,0.660,3.2,8.68,98.2,-48.7,0.0
"06-15-2018 12:45:00",14.6,12.90,81,1014.4,3.2,4.8,87,11.10,0,0.0,0.1,0.0,634,194.0,12.36,7.81,47090,0.750,3.1,8.67,97.9,-48.5,0.0
"06-15-2018 13:00:00",14.6,13.00,80,1014.3,3.2,4.8,85,11.10,0,0.0,0.1,0.0,530,201.0,12.19,7.80,47140,0.780,3.4,8.68,97.6,-48.2,0.0
