Year Day	Temperature C	CO2	Battery Voltage
183.7089	18.54		11.04
183.7097			
183.7293	18.42	423.5	11.36
183.7294			
183.7501	18.66	421.7	11.35
183.7502			
183.7709	18.73	412.6	11.35
183.7711			
183.7918	19.04	402.0	11.35
183.7919			
183.8126	18.92	399.0	11.34
183.8127			
183.8334	18.83	400.7	11.34
183.8336			
183.8543	18.88	398.1	11.34
183.8544			
183.8751	18.76	390.1	11.34
183.8752			
183.8959	18.35	389.7	11.33
183.8961			
183.9168	18.45	386.6	11.33
183.9169			
183.9376	18.80	388.8	11.33
183.9377			
183.9584	18.88	389.9	11.33
183.9586			
183.9793	18.57	381.9	11.33
183.9794			
184.0001	18.35	385.3	11.33
184.0002			
184.0209	18.61	386.9	11.33
184.0211			
184.0418	18.80	387.2	11.33
184.0419			
184.0626	18.66	387.8	11.33
184.0627			
184.0834	18.49	392.6	11.33
184.0836			
184.1043	18.14	393.1	11.33
184.1044			
184.1251	18.21	392.2	11.33
184.1252			
184.1459	18.23	396.6	11.32
184.1461			
184.1668	17.95	380.7	11.32
184.1669			
184.1876	17.97	401.5	11.32
184.1877			
184.2084	18.02	407.7	11.32
184.2086			
184.2293	18.07	414.3	11.32
184.2294			
184.2501	18.09	415.8	11.32
184.2502			
184.2709	18.18	421.0	11.32
184.2711			
184.2918	18.16	424.8	11.32
184.2919			
184.3126	18.04	422.1	11.32
184.3127			
184.3334	17.95	401.0	11.32
184.3336			
184.3543	17.97	397.6	11.32
184.3544			
184.3751	17.92	394.6	11.32
184.3752			
184.3959	17.80	396.3	11.32
184.3961			
184.4168	17.61	395.5	11.32
184.4169			
184.4376	17.57	400.3	11.32
184.4377			
184.4584	18.11	426.4	11.32
184.4586			
184.4793	18.09	421.1	11.32
184.4794			
184.5001	18.07	389.6	11.32
184.5002			
184.5209	18.07	405.3	11.32
184.5211			
184.5418	18.26	414.5	11.32
184.5419			
184.5626	17.99	425.6	11.32
184.5627			
184.5834	18.09	425.1	11.32
184.5836			
184.6043	17.97	419.6	11.32
184.6044			
184.6251	18.71	426.3	11.32
184.6252			
184.6459	19.33	435.5	11.32
184.6461			
184.6668	18.59	422.1	11.32
184.6669			
184.6876	18.49	420.1	11.32
184.6877			
184.7084	18.28	411.3	11.32
184.7086			
184.7293	18.52	406.7	11.32
184.7294			
184.7501	18.68	410.4	11.32
184.7502			
184.7709	18.61	410.3	11.32
184.7711			
184.7918	18.66	406.2	11.32
184.7919			
184.8126	18.90	405.1	11.32
184.8127			
184.8334	18.76	397.5	11.32
184.8336			
184.8543	19.12	393.9	11.32
184.8544			
184.8751	19.14	394.3	11.32
184.8752			
184.8959	18.68	389.9	11.32
184.8961			
184.9168	18.23	391.2	11.32
184.9169			
184.9376	18.23	399.9	11.32
184.9377			
184.9584	19.43	418.9	11.32
184.9586			
184.9793	19.60	418.5	11.32
184.9794			
185.0001	19.82	416.4	11.32
185.0002			
185.0209	19.82	411.4	11.32
185.0211			
185.0418	19.60	416.9	11.33
185.0419			
185.0626	19.14	415.4	11.33
185.0627			
185.0834	19.04	414.5	11.32
185.0836			
185.1043	19.00	417.0	11.32
185.1044			
185.1251	19.00	425.7	11.32
185.1252			
185.1459	18.90	427.4	11.32
185.1461			
185.1668	18.85	428.8	11.32
185.1669			
185.1876	18.68	435.7	11.32
185.1877			
185.2084	18.40	432.5	11.32
185.2086			
185.2293	18.45	440.2	11.31
185.2294			
185.2501	18.59	448.3	11.31
185.2502			
185.2709	18.52	454.2	11.31
185.2711			
