StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_Pct,F_DO_Pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 30,Datetime_Adjusted_UTC+1,Datetime_UTC
wqbmpwq   ,P,06/10/2020 11:15,1,1,,20.8,<0> ,45.64,<0> ,29.6,<0> ,124.4,<0> ,9.4,<0> ,1.49,<0> ,1.44,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,3.4,<0> ,,2020-06-10 17:15:00,2020-06-10 16:15:00
wqbmpwq   ,P,06/10/2020 11:30,1,1,,20.9,<0> ,45.68,<0> ,29.7,<0> ,125.8,<0> ,9.5,<0> ,1.51,<0> ,1.46,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,5.3,<0> ,,2020-06-10 17:30:00,2020-06-10 16:30:00
wqbmpwq   ,P,06/10/2020 11:45,1,1,,21.0,<0> ,45.73,<0> ,29.7,<0> ,148.6,<0> ,11.1,<0> ,1.54,<0> ,1.49,<3> ,,<-1> ,,,8.1,<0> ,3.0,<0> ,5.4,<0> ,,2020-06-10 17:45:00,2020-06-10 16:45:00
wqbmpwq   ,P,06/10/2020 12:00,1,1,,21.1,<0> ,45.77,<0> ,29.7,<0> ,168.0,<0> ,12.6,<0> ,1.57,<0> ,1.52,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,3.5,<0> ,,2020-06-10 18:00:00,2020-06-10 17:00:00
wqbmpwq   ,P,06/10/2020 12:15,1,1,,21.0,<0> ,45.69,<0> ,29.7,<0> ,150.4,<0> ,11.3,<0> ,1.59,<0> ,1.54,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,5.7,<0> ,,2020-06-10 18:15:00,2020-06-10 17:15:00
wqbmpwq   ,P,06/10/2020 12:30,1,1,,21.1,<0> ,45.73,<0> ,29.7,<0> ,169.8,<0> ,12.7,<0> ,1.61,<0> ,1.56,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,3.6,<0> ,,2020-06-10 18:30:00,2020-06-10 17:30:00
wqbmpwq   ,P,06/10/2020 12:45,1,1,,21.2,<0> ,45.76,<0> ,29.7,<0> ,176.2,<0> ,13.2,<0> ,1.63,<0> ,1.57,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,4.0,<0> ,,2020-06-10 18:45:00,2020-06-10 17:45:00
wqbmpwq   ,P,06/10/2020 13:00,1,1,,21.2,<0> ,45.75,<0> ,29.7,<0> ,181.9,<0> ,13.6,<0> ,1.65,<0> ,1.59,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,3.9,<0> ,,2020-06-10 19:00:00,2020-06-10 18:00:00
wqbmpwq   ,P,06/10/2020 13:15,1,1,,21.2,<0> ,45.76,<0> ,29.7,<0> ,186.0,<0> ,13.9,<0> ,1.66,<0> ,1.6,<3> ,,<-1> ,,,8.3,<0> ,2.0,<0> ,3.8,<0> ,,2020-06-10 19:15:00,2020-06-10 18:15:00
wqbmpwq   ,P,06/10/2020 13:30,1,1,,21.3,<0> ,45.72,<0> ,29.7,<0> ,200.5,<0> ,15.0,<0> ,1.67,<0> ,1.61,<3> ,,<-1> ,,,8.3,<0> ,2.0,<0> ,4.1,<0> ,,2020-06-10 19:30:00,2020-06-10 18:30:00
wqbmpwq   ,P,06/10/2020 13:45,1,1,,21.4,<0> ,45.4,<0> ,29.5,<0> ,169.2,<0> ,12.6,<0> ,1.67,<0> ,1.61,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,5.9,<0> ,,2020-06-10 19:45:00,2020-06-10 18:45:00
wqbmpwq   ,P,06/10/2020 14:00,1,1,,21.3,<0> ,45.7,<0> ,29.7,<0> ,189.6,<0> ,14.1,<0> ,1.68,<0> ,1.62,<3> ,,<-1> ,,,8.3,<0> ,2.0,<0> ,3.3,<0> ,,2020-06-10 20:00:00,2020-06-10 19:00:00
wqbmpwq   ,P,06/10/2020 14:15,1,1,,21.4,<0> ,45.73,<0> ,29.7,<0> ,193.8,<0> ,14.4,<0> ,1.69,<0> ,1.63,<3> ,,<-1> ,,,8.3,<0> ,2.0,<0> ,3.7,<0> ,,2020-06-10 20:15:00,2020-06-10 19:15:00
wqbmpwq   ,P,06/10/2020 14:30,1,1,,21.5,<0> ,45.56,<0> ,29.6,<0> ,193.4,<0> ,14.4,<0> ,1.7,<0> ,1.64,<3> ,,<-1> ,,,8.3,<0> ,2.0,<0> ,5.2,<0> ,,2020-06-10 20:30:00,2020-06-10 19:30:00
wqbmpwq   ,P,06/10/2020 14:45,1,1,,21.7,<0> ,45.19,<0> ,29.3,<0> ,156.1,<0> ,11.6,<0> ,1.72,<0> ,1.67,<3> ,,<-1> ,,,8.1,<0> ,3.0,<0> ,5.7,<0> ,,2020-06-10 20:45:00,2020-06-10 19:45:00
wqbmpwq   ,P,06/10/2020 15:00,1,1,,22.3,<0> ,45.52,<0> ,29.5,<0> ,158.1,<0> ,11.6,<0> ,1.75,<0> ,1.7,<3> ,,<-1> ,,,8.1,<0> ,3.0,<0> ,7.3,<0> ,,2020-06-10 21:00:00,2020-06-10 20:00:00
wqbmpwq   ,P,06/10/2020 15:15,1,1,,22.0,<0> ,45.34,<0> ,29.4,<0> ,153.3,<0> ,11.3,<0> ,1.77,<0> ,1.72,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,6.8,<0> ,,2020-06-10 21:15:00,2020-06-10 20:15:00
wqbmpwq   ,P,06/10/2020 15:30,1,1,,21.7,<0> ,45.46,<0> ,29.5,<0> ,179.3,<0> ,13.3,<0> ,1.79,<0> ,1.74,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,6.7,<0> ,,2020-06-10 21:30:00,2020-06-10 20:30:00
wqbmpwq   ,P,06/10/2020 15:45,1,1,,22.0,<0> ,45.39,<0> ,29.4,<0> ,159.8,<0> ,11.8,<0> ,1.81,<0> ,1.76,<3> ,,<-1> ,,,8.2,<0> ,2.0,<0> ,9.5,<0> ,,2020-06-10 21:45:00,2020-06-10 20:45:00
wqbmpwq   ,P,06/10/2020 16:00,1,1,,22.6,<0> ,45.34,<0> ,29.4,<0> ,137.8,<0> ,10.0,<0> ,1.83,<0> ,1.78,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,9.0,<0> ,,2020-06-10 22:00:00,2020-06-10 21:00:00
wqbmpwq   ,P,06/10/2020 16:15,1,1,,22.7,<0> ,45.39,<0> ,29.4,<0> ,139.2,<0> ,10.1,<0> ,1.85,<0> ,1.8,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,7.8,<0> ,,2020-06-10 22:15:00,2020-06-10 21:15:00
wqbmpwq   ,P,06/10/2020 16:30,1,1,,22.6,<0> ,45.43,<0> ,29.5,<0> ,135.8,<0> ,9.9,<0> ,1.85,<0> ,1.8,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,6.9,<0> ,,2020-06-10 22:30:00,2020-06-10 21:30:00
wqbmpwq   ,P,06/10/2020 16:45,1,1,,22.4,<0> ,45.43,<0> ,29.5,<0> ,148.1,<0> ,10.8,<0> ,1.86,<0> ,1.81,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,8.1,<0> ,,2020-06-10 22:45:00,2020-06-10 21:45:00
wqbmpwq   ,P,06/10/2020 17:00,1,1,,22.4,<0> ,45.46,<0> ,29.5,<0> ,139.1,<0> ,10.2,<0> ,1.85,<0> ,1.8,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,8.9,<0> ,,2020-06-10 23:00:00,2020-06-10 22:00:00
wqbmpwq   ,P,06/10/2020 17:15,1,1,,22.4,<0> ,45.45,<0> ,29.5,<0> ,139.5,<0> ,10.2,<0> ,1.84,<0> ,1.78,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,12.5,<0> ,,2020-06-10 23:15:00,2020-06-10 22:15:00
wqbmpwq   ,P,06/10/2020 17:30,1,1,,22.2,<0> ,45.49,<0> ,29.5,<0> ,145.3,<0> ,10.7,<0> ,1.82,<0> ,1.76,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,9.5,<0> ,,2020-06-10 23:30:00,2020-06-10 22:30:00
wqbmpwq   ,P,06/10/2020 17:45,1,1,,22.1,<0> ,45.55,<0> ,29.6,<0> ,145.6,<0> ,10.7,<0> ,1.81,<0> ,1.75,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,6.8,<0> ,,2020-06-10 23:45:00,2020-06-10 22:45:00
wqbmpwq   ,P,06/10/2020 18:00,1,1,,22.0,<0> ,45.55,<0> ,29.6,<0> ,150.1,<0> ,11.1,<0> ,1.79,<0> ,1.73,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,15.9,<0> ,,2020-06-11 00:00:00,2020-06-10 23:00:00
wqbmpwq   ,P,06/10/2020 18:15,1,1,,22.2,<0> ,45.45,<0> ,29.5,<0> ,135.9,<0> ,10.0,<0> ,1.78,<0> ,1.72,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,14.1,<0> ,,2020-06-11 00:15:00,2020-06-10 23:15:00
wqbmpwq   ,P,06/10/2020 18:30,1,1,,22.1,<0> ,45.52,<0> ,29.5,<0> ,135.1,<0> ,9.9,<0> ,1.77,<0> ,1.71,<3> ,,<-1> ,,,8.1,<0> ,2.0,<0> ,8.3,<0> ,,2020-06-11 00:30:00,2020-06-10 23:30:00
wqbmpwq   ,P,06/10/2020 18:45,1,1,,22.1,<0> ,45.52,<0> ,29.5,<0> ,128.6,<0> ,9.5,<0> ,1.75,<0> ,1.69,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,9.2,<0> ,,2020-06-11 00:45:00,2020-06-10 23:45:00
wqbmpwq   ,P,06/10/2020 19:00,1,1,,22.2,<0> ,45.52,<0> ,29.5,<0> ,123.3,<0> ,9.1,<0> ,1.74,<0> ,1.68,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,17.1,<0> ,,2020-06-11 01:00:00,2020-06-11 00:00:00
wqbmpwq   ,P,06/10/2020 19:15,1,1,,22.2,<0> ,45.45,<0> ,29.5,<0> ,129.8,<0> ,9.5,<0> ,1.72,<0> ,1.66,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,13.7,<0> ,,2020-06-11 01:15:00,2020-06-11 00:15:00
wqbmpwq   ,P,06/10/2020 19:30,1,1,,22.2,<0> ,45.24,<0> ,29.3,<0> ,129.3,<0> ,9.5,<0> ,1.69,<0> ,1.63,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,15.4,<0> ,,2020-06-11 01:30:00,2020-06-11 00:30:00
wqbmpwq   ,P,06/10/2020 19:45,1,1,,22.2,<0> ,45.11,<0> ,29.2,<0> ,123.6,<0> ,9.1,<0> ,1.67,<0> ,1.61,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,10.7,<0> ,,2020-06-11 01:45:00,2020-06-11 00:45:00
wqbmpwq   ,P,06/10/2020 20:00,1,1,,22.2,<0> ,45.16,<0> ,29.3,<0> ,121.1,<0> ,8.9,<0> ,1.65,<0> ,1.59,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,12.5,<0> ,,2020-06-11 02:00:00,2020-06-11 01:00:00
wqbmpwq   ,P,06/10/2020 20:15,1,1,,22.2,<0> ,45.15,<0> ,29.3,<0> ,117.3,<0> ,8.6,<0> ,1.62,<0> ,1.56,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,9.7,<0> ,,2020-06-11 02:15:00,2020-06-11 01:15:00
wqbmpwq   ,P,06/10/2020 20:30,1,1,,22.1,<0> ,45.12,<0> ,29.2,<0> ,117.4,<0> ,8.7,<0> ,1.6,<0> ,1.54,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,10.9,<0> ,,2020-06-11 02:30:00,2020-06-11 01:30:00
wqbmpwq   ,P,06/10/2020 20:45,1,1,,22.0,<0> ,45.21,<0> ,29.3,<0> ,110.9,<0> ,8.2,<0> ,1.58,<0> ,1.52,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,9.7,<0> ,,2020-06-11 02:45:00,2020-06-11 01:45:00
wqbmpwq   ,P,06/10/2020 21:00,1,1,,22.0,<0> ,45.11,<0> ,29.2,<0> ,113.0,<0> ,8.3,<0> ,1.56,<0> ,1.5,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,15.6,<0> ,,2020-06-11 03:00:00,2020-06-11 02:00:00
wqbmpwq   ,P,06/10/2020 21:15,1,1,,21.9,<0> ,45.13,<0> ,29.2,<0> ,106.8,<0> ,7.9,<0> ,1.54,<0> ,1.48,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,11.1,<0> ,,2020-06-11 03:15:00,2020-06-11 02:15:00
wqbmpwq   ,P,06/10/2020 21:30,1,1,,21.8,<0> ,45.09,<0> ,29.2,<0> ,105.6,<0> ,7.8,<0> ,1.52,<0> ,1.46,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,9.9,<0> ,,2020-06-11 03:30:00,2020-06-11 02:30:00
wqbmpwq   ,P,06/10/2020 21:45,1,1,,21.8,<0> ,45.06,<0> ,29.2,<0> ,102.0,<0> ,7.6,<0> ,1.51,<0> ,1.45,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,8.6,<0> ,,2020-06-11 03:45:00,2020-06-11 02:45:00
wqbmpwq   ,P,06/10/2020 22:00,1,1,,21.8,<0> ,45.02,<0> ,29.2,<0> ,99.4,<0> ,7.4,<0> ,1.51,<0> ,1.45,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,8.8,<0> ,,2020-06-11 04:00:00,2020-06-11 03:00:00
wqbmpwq   ,P,06/10/2020 22:15,1,1,,21.8,<0> ,45.05,<0> ,29.2,<0> ,97.6,<0> ,7.2,<0> ,1.52,<0> ,1.46,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,9.5,<0> ,,2020-06-11 04:15:00,2020-06-11 03:15:00
wqbmpwq   ,P,06/10/2020 22:30,1,1,,21.7,<0> ,45.12,<0> ,29.2,<0> ,92.0,<0> ,6.8,<0> ,1.54,<0> ,1.48,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,8.5,<0> ,,2020-06-11 04:30:00,2020-06-11 03:30:00
wqbmpwq   ,P,06/10/2020 22:45,1,1,,21.7,<0> ,45.08,<0> ,29.2,<0> ,95.5,<0> ,7.1,<0> ,1.56,<0> ,1.5,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,10.6,<0> ,,2020-06-11 04:45:00,2020-06-11 03:45:00
wqbmpwq   ,P,06/10/2020 23:00,1,1,,21.7,<0> ,45.09,<0> ,29.2,<0> ,101.9,<0> ,7.6,<0> ,1.59,<0> ,1.53,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,10.5,<0> ,,2020-06-11 05:00:00,2020-06-11 04:00:00
wqbmpwq   ,P,06/10/2020 23:15,1,1,,21.7,<0> ,45.16,<0> ,29.3,<0> ,101.1,<0> ,7.5,<0> ,1.62,<0> ,1.56,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,8.0,<0> ,,2020-06-11 05:15:00,2020-06-11 04:15:00
wqbmpwq   ,P,06/10/2020 23:30,1,1,,21.6,<0> ,45.15,<0> ,29.3,<0> ,104.0,<0> ,7.7,<0> ,1.65,<0> ,1.59,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,8.2,<0> ,,2020-06-11 05:30:00,2020-06-11 04:30:00
wqbmpwq   ,P,06/10/2020 23:45,1,1,,21.5,<0> ,45.19,<0> ,29.3,<0> ,105.1,<0> ,7.8,<0> ,1.69,<0> ,1.63,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,7.5,<0> ,,2020-06-11 05:45:00,2020-06-11 04:45:00
wqbmpwq   ,P,06/11/2020 0:00,1,1,,21.4,<0> ,45.16,<0> ,29.3,<0> ,110.9,<0> ,8.3,<0> ,1.72,<0> ,1.66,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,7.5,<0> ,,2020-06-11 06:00:00,2020-06-11 05:00:00
wqbmpwq   ,P,06/11/2020 0:15,1,1,,21.3,<0> ,45.14,<0> ,29.3,<0> ,111.4,<0> ,8.3,<0> ,1.75,<0> ,1.69,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,7.2,<0> ,,2020-06-11 06:15:00,2020-06-11 05:15:00
wqbmpwq   ,P,06/11/2020 0:30,1,1,,21.3,<0> ,45.13,<0> ,29.3,<0> ,109.4,<0> ,8.2,<0> ,1.79,<0> ,1.73,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,7.7,<0> ,,2020-06-11 06:30:00,2020-06-11 05:30:00
wqbmpwq   ,P,06/11/2020 0:45,1,1,,21.3,<0> ,45.13,<0> ,29.3,<0> ,106.8,<0> ,8.0,<0> ,1.81,<0> ,1.75,<3> ,,<-1> ,,,8.0,<0> ,2.0,<0> ,7.6,<0> ,,2020-06-11 06:45:00,2020-06-11 05:45:00
wqbmpwq   ,P,06/11/2020 1:00,1,1,,21.3,<0> ,45.22,<0> ,29.3,<0> ,103.8,<0> ,7.8,<0> ,1.84,<0> ,1.78,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,7.6,<0> ,,2020-06-11 07:00:00,2020-06-11 06:00:00
wqbmpwq   ,P,06/11/2020 1:15,1,1,,21.3,<0> ,45.29,<0> ,29.4,<0> ,100.3,<0> ,7.5,<0> ,1.86,<0> ,1.8,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.7,<0> ,,2020-06-11 07:15:00,2020-06-11 06:15:00
wqbmpwq   ,P,06/11/2020 1:30,1,1,,21.3,<0> ,45.23,<0> ,29.3,<0> ,102.3,<0> ,7.6,<0> ,1.87,<0> ,1.81,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,7.1,<0> ,,2020-06-11 07:30:00,2020-06-11 06:30:00
wqbmpwq   ,P,06/11/2020 1:45,1,1,,21.2,<0> ,45.16,<0> ,29.3,<0> ,101.2,<0> ,7.6,<0> ,1.88,<0> ,1.82,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,8.0,<0> ,,2020-06-11 07:45:00,2020-06-11 06:45:00
wqbmpwq   ,P,06/11/2020 2:00,1,1,,21.2,<0> ,45.2,<0> ,29.3,<0> ,95.4,<0> ,7.1,<0> ,1.9,<0> ,1.84,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,5.9,<0> ,,2020-06-11 08:00:00,2020-06-11 07:00:00
wqbmpwq   ,P,06/11/2020 2:15,1,1,,21.2,<0> ,45.09,<0> ,29.2,<0> ,98.7,<0> ,7.4,<0> ,1.9,<0> ,1.84,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.8,<0> ,,2020-06-11 08:15:00,2020-06-11 07:15:00
wqbmpwq   ,P,06/11/2020 2:30,1,1,,21.2,<0> ,45.09,<0> ,29.2,<0> ,96.7,<0> ,7.2,<0> ,1.91,<0> ,1.85,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.9,<0> ,,2020-06-11 08:30:00,2020-06-11 07:30:00
wqbmpwq   ,P,06/11/2020 2:45,1,1,,21.1,<0> ,45.05,<0> ,29.2,<0> ,95.1,<0> ,7.1,<0> ,1.92,<0> ,1.86,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.4,<0> ,,2020-06-11 08:45:00,2020-06-11 07:45:00
wqbmpwq   ,P,06/11/2020 3:00,1,1,,21.1,<0> ,45.03,<0> ,29.2,<0> ,92.8,<0> ,7.0,<0> ,1.94,<0> ,1.89,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.6,<0> ,,2020-06-11 09:00:00,2020-06-11 08:00:00
wqbmpwq   ,P,06/11/2020 3:15,1,1,,21.1,<0> ,45.02,<0> ,29.2,<0> ,91.9,<0> ,6.9,<0> ,1.95,<0> ,1.9,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.6,<0> ,,2020-06-11 09:15:00,2020-06-11 08:15:00
wqbmpwq   ,P,06/11/2020 3:30,1,1,,21.1,<0> ,45.06,<0> ,29.2,<0> ,89.1,<0> ,6.7,<0> ,1.96,<0> ,1.91,<3> ,,<-1> ,,,7.9,<0> ,2.0,<0> ,6.2,<0> ,,2020-06-11 09:30:00,2020-06-11 08:30:00
wqbmpwq   ,P,06/11/2020 3:45,1,1,,21.0,<0> ,45.08,<0> ,29.2,<0> ,86.1,<0> ,6.5,<0> ,1.98,<0> ,1.93,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.5,<0> ,,2020-06-11 09:45:00,2020-06-11 08:45:00
wqbmpwq   ,P,06/11/2020 4:00,1,1,,21.0,<0> ,45.07,<0> ,29.2,<0> ,85.3,<0> ,6.4,<0> ,2.0,<0> ,1.95,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.6,<0> ,,2020-06-11 10:00:00,2020-06-11 09:00:00
wqbmpwq   ,P,06/11/2020 4:15,1,1,,21.0,<0> ,45.09,<0> ,29.2,<0> ,80.8,<0> ,6.1,<0> ,2.01,<0> ,1.96,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.7,<0> ,,2020-06-11 10:15:00,2020-06-11 09:15:00
wqbmpwq   ,P,06/11/2020 4:30,1,1,,21.0,<0> ,45.06,<0> ,29.2,<0> ,81.4,<0> ,6.1,<0> ,2.02,<0> ,1.97,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.3,<0> ,,2020-06-11 10:30:00,2020-06-11 09:30:00
wqbmpwq   ,P,06/11/2020 4:45,1,1,,21.0,<0> ,45.05,<0> ,29.2,<0> ,81.5,<0> ,6.1,<0> ,2.02,<0> ,1.97,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,7.0,<0> ,,2020-06-11 10:45:00,2020-06-11 09:45:00
wqbmpwq   ,P,06/11/2020 5:00,1,1,,21.0,<0> ,45.05,<0> ,29.2,<0> ,80.2,<0> ,6.0,<0> ,2.01,<0> ,1.96,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.1,<0> ,,2020-06-11 11:00:00,2020-06-11 10:00:00
wqbmpwq   ,P,06/11/2020 5:15,1,1,,21.0,<0> ,45.05,<0> ,29.2,<0> ,77.3,<0> ,5.8,<0> ,1.99,<0> ,1.93,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.3,<0> ,,2020-06-11 11:15:00,2020-06-11 10:15:00
wqbmpwq   ,P,06/11/2020 5:30,1,1,,21.0,<0> ,45.05,<0> ,29.2,<0> ,77.8,<0> ,5.9,<0> ,1.97,<0> ,1.91,<3> ,,<-1> ,,,7.8,<0> ,2.0,<0> ,6.0,<0> ,,2020-06-11 11:30:00,2020-06-11 10:30:00
wqbmpwq   ,P,06/11/2020 5:45,1,1,,21.0,<0> ,45.03,<0> ,29.2,<0> ,77.5,<0> ,5.8,<0> ,1.95,<0> ,1.89,<3> ,,<-1> ,,,7.7,<0> ,2.0,<0> ,6.6,<0> ,,2020-06-11 11:45:00,2020-06-11 10:45:00
wqbmpwq   ,P,06/11/2020 6:00,1,1,,21.0,<0> ,45.16,<0> ,29.3,<0> ,74.8,<0> ,5.6,<0> ,1.93,<0> ,1.87,<3> ,,<-1> ,,,7.7,<0> ,2.0,<0> ,5.9,<0> ,,2020-06-11 12:00:00,2020-06-11 11:00:00
wqbmpwq   ,P,06/11/2020 6:15,1,1,,20.9,<0> ,45.29,<0> ,29.4,<0> ,76.3,<0> ,5.7,<0> ,1.9,<0> ,1.84,<3> ,,<-1> ,,,7.7,<0> ,2.0,<0> ,5.9,<0> ,,2020-06-11 12:15:00,2020-06-11 11:15:00
wqbmpwq   ,P,06/11/2020 6:30,1,1,,21.0,<0> ,45.18,<0> ,29.3,<0> ,73.7,<0> ,5.5,<0> ,1.88,<0> ,1.82,<3> ,,<-1> ,,,7.7,<0> ,2.0,<0> ,5.5,<0> ,,2020-06-11 12:30:00,2020-06-11 11:30:00
