"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"wqbslwq   ","P",05/21/2022 10:00,0,1,"",16.1,<0> ,46.80,<0> ,30.5,<0> ,90.7,<0> ,7.4,<0> ,0.97,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.8,<0> ,
"wqbslwq   ","P",05/21/2022 10:15,0,1,"",16.2,<0> ,46.73,<0> ,30.4,<0> ,91.2,<0> ,7.5,<0> ,0.94,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,3.9,<0> ,
"wqbslwq   ","P",05/21/2022 10:30,0,1,"",16.3,<0> ,46.85,<0> ,30.5,<0> ,91.7,<0> ,7.5,<0> ,0.90,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.4,<0> ,
"wqbslwq   ","P",05/21/2022 10:45,0,1,"",16.3,<0> ,46.85,<0> ,30.5,<0> ,91.3,<0> ,7.4,<0> ,0.88,<0> ,"","","",<-1> ,"","",7.8,<0> ,3,<0> ,4.4,<0> ,
"wqbslwq   ","P",05/21/2022 11:00,0,1,"",16.3,<0> ,46.42,<0> ,30.2,<0> ,90.5,<0> ,7.4,<0> ,0.86,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,2.8,<0> ,
"wqbslwq   ","P",05/21/2022 11:15,0,1,"",16.4,<0> ,46.30,<0> ,30.1,<0> ,89.4,<0> ,7.3,<0> ,0.84,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,2.7,<0> ,
"wqbslwq   ","P",05/21/2022 11:30,0,1,"",17.1,<0> ,45.44,<0> ,29.5,<0> ,89.3,<0> ,7.2,<0> ,0.82,<0> ,"","","",<-1> ,"","",7.7,<0> ,2,<0> ,3.0,<0> ,
"wqbslwq   ","P",05/21/2022 11:45,0,1,"",17.1,<0> ,45.36,<0> ,29.4,<0> ,95.0,<0> ,7.7,<0> ,0.80,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,3.1,<0> ,
"wqbslwq   ","P",05/21/2022 12:00,0,1,"",17.3,<0> ,45.19,<0> ,29.3,<0> ,90.3,<0> ,7.3,<0> ,0.79,<0> ,"","","",<-1> ,"","",7.7,<0> ,2,<0> ,2.9,<0> ,
"wqbslwq   ","P",05/21/2022 12:15,0,1,"",16.9,<0> ,46.44,<0> ,30.2,<0> ,101.9,<0> ,8.2,<0> ,0.77,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.2,<0> ,
