STN_ID,STN_EQUIV,SAMP_DATE,UNIQUE_ID,SOURCE,LAB,GEN_QC,TIME,TIME_QC,DUP,SAMPDEP_M,SAMPDEP_QC,SECCHI_M,SECC_QC,TOTDEP_M,TOTDEP_QC,TEMP_C,TEMP_QC,SAL_FIELD,SAL_METH,SAL_QC,SAL_LAB,SAL_LAB_QC,COND,DO_MGL,DO_SAT,DO_METH,DO_QC,PO4_UM,PO4_QC,TP_UM,TP_QC,NH4_UM,NH4_QC,NO2NO3_UM,NO2NO3_QC,TDN_UM,TDN_QC,PON_UM,PON_QC,TN_UM,TN_QC,POC_UM,POC_QC,CHLA_UGL_LAB,CHLA_LAB_QC,CHLA_LAB_METH,CHLA_UGL_ SONDE,CHLA_SONDE_QC,CHLA_SONDE_METH,PHEO_UGL,PHEO_QC,DOC_UM,DOC_QC,PH,PH_QC,BEAU,BEAU_QC,TIDE,WHTR,PREC,WIND,OBS_COMM,QA_COM
FC1X,FC1,8/14/2002,FC1X-X-2002-08-14-0657-D-1.7-0,BBC,,,6:57 AM,,0,1.7,,,,1.96,,26,,31.5,S1,,,,,7,103.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,1,1,S,,
FC1X,FC1,8/18/2002,FC1X-X-2002-08-18-0654-D-2.4-0,BBC,,,6:54 AM,,0,2.4,,2.6,,2.83,,27,,31.5,S1,,,,,5.5,82.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,2,1,,,
FC1X,FC1,8/18/2002,FC1X-X-2002-08-18-0631-S-0.15-0,BBC,,,6:31 AM,,0,0.15,,2.6,,2.83,,27,,29.5,S1,,,,,5,74.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,2,1,,,
FC1N,FC1,8/19/2002,FC1N-N-2002-08-19-0900-S-0.15-0,BBC,SMAST,,9:00 AM,,0,0.15,,2.8,,3,,29.5,,34,S1,,,,,,,,,0.814,,,,1.2509,,1.3459,,26.18,,6.28,,32.46,,42.9,,2.36,,CH1,,,,1.15,,,,,,,,E,,,,,
FC1X,FC1,8/22/2002,FC1X-X-2002-08-22-0658-D-2.5-0,BBC,,,6:58 AM,,0,2.5,,2.06,,2.79,,27,,32,S1,,,,,6,90.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,S,,
FC1X,FC1,8/22/2002,FC1X-X-2002-08-22-0634-S-0.15-0,BBC,,,6:34 AM,,0,0.15,,,,2.79,,25,,28.5,S1,,,,,5.5,78.50%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,S,,
FC1X,FC1,8/29/2002,FC1X-X-2002-08-29-0626-S-0.15-0,BBC,,,6:26 AM,,0,0.15,,,,2.2,,22,,28,S1,,,,,6.5,87.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,1,NE,,
FC1X,FC1,8/29/2002,FC1X-X-2002-08-29-0647-D-1.9-0,BBC,,,6:47 AM,,0,1.9,,,,2.2,,24,,31,S1,,,,,6.5,92.50%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,1,NE,,
FC1X,FC1,9/4/2002,FC1X-X-2002-09-04-0646-S-0.15-0,BBC,,,6:46 AM,,0,0.15,,2.65,,3.1,,22,,29,S1,,,,,6.5,88.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,SW,,
FC1X,FC1,9/4/2002,FC1X-X-2002-09-04-0707-D-2.4-0,BBC,,,7:07 AM,,0,2.4,,2.65,,3.1,,23,,31.5,S1,,,,,6,84.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,SW,,
FC1X,FC1,9/10/2002,FC1X-X-2002-09-10-0827-D-2.5-0,BBC,,,8:27 AM,,0,2.5,,2.4,,2.8,,22.29,,31.76,S2,,,,,6.1,84.50%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,S,,
FC1X,FC1,9/10/2002,FC1X-X-2002-09-10-0825-S-0.15-0,BBC,,,8:25 AM,,0,0.15,,2.4,,2.8,,21.5,,30.2,S2,,,,,6.5,88.00%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,S,minnows,
FC1X,FC1,9/20/2002,FC1X-X-2002-09-20-0726-D-2.4-0,BBC,,,7:26 AM,,0,2.4,,2.7,,3.06,,22,,31,S1,,,,,7,96.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,1,S,,
FC1X,FC1,9/20/2002,FC1X-X-2002-09-20-0704-S-0.15-0,BBC,,,7:04 AM,,0,0.15,,2.7,,3.06,,22,,29.5,S1,,,,,7,95.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,1,S,,
FC1X,FC1,5/29/2003,FC1X-X-2003-05-29-0754-D-2.4-0,BBC,,,7:54 AM,,0,2.4,,,,3.16,,14,,30,S1,,,,,9,105.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC1X,FC1,5/29/2003,FC1X-X-2003-05-29-0726-S-0.15-0,BBC,,,7:26 AM,,0,0.15,,,,3.16,,14,,29.5,S1,,,,,8.5,99.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC1X,FC1,6/4/2003,FC1X-X-2003-06-04-0612-D-1.85-0,BBC,,,6:12 AM,,0,1.85,,,,2.15,,16,,29.5,S1,,,,,9,109.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,7,2,SW,,
FC1X,FC1,6/4/2003,FC1X-X-2003-06-04-0542-S-0.15-0,BBC,,,5:42 AM,,0,0.15,,,,2.15,,16,,28,S1,,,,,8.5,102.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,7,2,SW,,
FC1X,FC1,6/9/2003,FC1X-X-2003-06-09-0641-D-2.3-0,BBC,,,6:41 AM,,0,2.3,,,,2.58,,16,,29.5,S1,,,,,9,109.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,1,NE,,
FC1X,FC1,6/9/2003,FC1X-X-2003-06-09-0622-S-0.15-0,BBC,,,6:22 AM,,0,0.15,,,,2.58,,17,,24.5,S1,,,,,9,108.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,1,NE,,
FC1X,FC1,6/14/2003,FC1X-X-2003-06-14-0754-D-2.4-0,BBC,,,7:54 AM,,0,2.4,,,,3.26,,17,,29,S1,,,,,8,98.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,3,NW,,
FC1X,FC1,6/14/2003,FC1X-X-2003-06-14-0729-S-0.15-0,BBC,,,7:29 AM,,0,0.15,,,,3.26,,17,,25,S1,,,,,7.5,90.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,3,NW,,
FC1X,FC1,6/24/2003,FC1X-X-2003-06-24-0610-D-2.4-0,BBC,,,6:10 AM,,0,2.4,,2.26,,2.9,,17,,30,S1,,,,,8,99.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,2,S,,
FC1X,FC1,6/24/2003,FC1X-X-2003-06-24-0547-S-0.15-0,BBC,,,5:47 AM,,0,0.15,,2.26,,2.9,,18,,26.5,S1,,,,,7.5,93.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,2,S,,
FC1X,FC1,6/28/2003,FC1X-X-2003-06-28-0646-S-0.15-0,BBC,,,6:46 AM,,0,0.15,,2.3,,2.96,,22,,27,S1,,,,,7.5,100.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,N,,
FC1X,FC1,6/28/2003,FC1X-X-2003-06-28-0709-D-2.4-0,BBC,,,7:09 AM,,0,2.4,,2.3,,2.96,,23,,30,S1,,,,,8,111.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,N,,
FC1X,FC1,7/3/2003,FC1X-X-2003-07-03-0628-S-0.15-0,BBC,,,6:28 AM,,0,0.15,,1.88,,2.1,,22,,27.5,S1,,,,,7.5,100.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,1,1,S,,
FC1X,FC1,7/3/2003,FC1X-X-2003-07-03-0648-D-1.8-0,BBC,,,6:48 AM,,0,1.8,,1.88,,2.1,,24,,30,S1,,,,,8,113.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,1,1,S,,
FC1N,FC1,7/10/2003,FC1N-N-2003-07-10-0808-S-0.15-0,BBC,SMAST,,8:08 AM,,0,0.15,,,,1.7,,24,,30,S1,,26.9,,,,,,,0.5868,,,,4.4464,,5.2055,,23.61,,4.34,,27.95,,74.1,,3.15,,CH1,,,,0.5,,,,,,,,E,,,,,
FC1X,FC1,7/20/2003,FC1X-X-2003-07-20-0646-D-1.8-0,BBC,,,6:46 AM,,0,1.8,,1.9,,2.1,,24,,30,S1,,,,,7,99.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,SW,,
FC1X,FC1,7/20/2003,FC1X-X-2003-07-20-0626-S-0.15-0,BBC,,,6:26 AM,,0,0.15,,1.9,,2.1,,27,,30,S1,,,,,6.5,96.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,SW,,
FC1N,FC1,7/25/2003,FC1N-N-2003-07-25-0837-S-0.15-0,BBC,SMAST,,8:37 AM,,0,0.15,,2.3,,3.05,,22.5,,30.25,S2,,28.5,,,,,,,0.6344,,,,4.7408,,3.2489,,43.09,,6.38,,49.47,,46,,3.26,,CH1,,,,0.96,,,,,,,,E,,,,,
FC1X,FC1,7/25/2003,FC1X-X-2003-07-25-0730-D-2.4-0,BBC,,,7:30 AM,,0,2.4,,2,,2.7,,25,,29.5,S1,,,,,6,86.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,S,,
FC1X,FC1,7/25/2003,FC1X-X-2003-07-25-0708-S-0.15-0,BBC,,,7:08 AM,,0,0.15,,2,,2.7,,25,,28,S1,,,,,5.5,78.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,S,,
FC1X,FC1,7/31/2003,FC1X-X-2003-07-31-0717-S-0.15-0,BBC,,,7:17 AM,,0,0.15,,1,,2.36,,22,,27,S1,,,,,6.5,87.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,ESE,,
FC1X,FC1,7/31/2003,FC1X-X-2003-07-31-0736-D-2.1-0,BBC,,,7:36 AM,,0,2.1,,1,,2.36,,25,,30,S1,,,,,7,100.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,ESE,,
FC1X,FC1,8/5/2003,FC1X-X-2003-08-05-0633-D-1.8-0,BBC,,,6:33 AM,,0,1.8,,2,,2.15,,25,,29.5,S1,,,,,7,100.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,2,SW,,
FC1X,FC1,8/5/2003,FC1X-X-2003-08-05-0614-S-0.15-0,BBC,,,6:14 AM,,0,0.15,,2,,2.15,,25,,29,S1,,,,,6.5,93.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,2,SW,,
FC1N,FC1,8/7/2003,FC1N-N-2003-08-07-0715-S-0.15-0,BBC,SMAST,,7:15 AM,,0,0.15,,,,2.9,,22.5,,29.5,S1,,29,,,,,,,0.9911,,,,5.0817,,2.8847,,31.64,,11.02,,42.67,,116.1,,4.98,,CH1,,,,0.52,,,,,,,,E,,,,,
FC1X,FC1,8/11/2003,FC1X-X-2003-08-11-0758-D-2.4-0,BBC,,,7:58 AM,,0,2.4,,1.9,,3.15,,26,,29,S1,,,,,7,101.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,SW,,
FC1X,FC1,8/11/2003,FC1X-X-2003-08-11-0730-S-0.15-0,BBC,,,7:30 AM,,0,0.15,,1.9,,3.15,,26,,28,S1,,,,,6.5,94.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,SW,,
FC1X,FC1,8/16/2003,FC1X-X-2003-08-16-0731-D-2.1-0,BBC,,,7:31 AM,,0,2.1,,2.1,,2.39,,26,,30,S1,,,,,7.5,109.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,1,1,SSW,,
FC1X,FC1,8/16/2003,FC1X-X-2003-08-16-0711-S-0.15-0,BBC,,,7:11 AM,,0,0.15,,2.1,,2.39,,26,,28.5,S1,,,,,7,101.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,1,1,SSW,,
FC1X,FC1,8/21/2003,FC1X-X-2003-08-21-0746-D-2-0,BBC,,,7:46 AM,,0,2,,,,2.27,,25,,30,S1,,,,,7,100.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,2,1,SW,,
FC1X,FC1,8/21/2003,FC1X-X-2003-08-21-0727-S-0.15-0,BBC,,,7:27 AM,,0,0.15,,,,2.27,,25,,28.5,S1,,,,,7,99.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,2,1,SW,,
FC1N,FC1,8/25/2003,FC1N-N-2003-08-25-0925-S-0.15-0,BBC,SMAST,,9:25 AM,,0,0.15,,2.65,,3.4,,22,,29,S1,,28.2,,,,,,,0.4404,,,,3.0637,,<0.25,7,27.58,,7.41,,34.99,,50.7,,6.56,,CH1,,,,<0.05,7,,,,,,,E,,,,,
FC1X,FC1,8/27/2003,FC1X-X-2003-08-27-0716-D-2.3-0,BBC,,,7:16 AM,,0,2.3,,2.76,,3.15,,24,,30,S1,,,,,7,99.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,SW,,
FC1X,FC1,8/27/2003,FC1X-X-2003-08-27-0657-S-0.15-0,BBC,,,6:57 AM,,0,0.15,,2.76,,3.15,,24,,29,S1,,,,,7,98.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,SW,,
FC1X,FC1,9/3/2003,FC1X-X-2003-09-03-0659-S-0.15-0,BBC,,,6:59 AM,,0,0.15,,,,2.1,,20,,25,S1,,,,,6.5,83.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,3,NNE,,
FC1X,FC1,9/3/2003,FC1X-X-2003-09-03-0720-D-1.8-0,BBC,,,7:20 AM,,0,1.8,,,,2.1,,21.5,,29,S1,,,,,6.5,87.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,3,NNE,,
FC1X,FC1,9/8/2003,FC1X-X-2003-09-08-0653-D-2.4-0,BBC,,,6:53 AM,,0,2.4,,2.51,,3.17,,22,,29.5,S1,,,,,8,108.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,2,1,SW,,
FC1X,FC1,9/8/2003,FC1X-X-2003-09-08-0633-S-0.15-0,BBC,,,6:33 AM,,0,0.15,,2.51,,3.17,,22,,27,S1,,,,,8,107.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,2,1,SW,,
FC1X,FC1,9/15/2003,FC1X-X-2003-09-15-0706-S-0.15-0,BBC,,,7:06 AM,,0,0.15,,,,2.39,,21,,29,S1,,,,,7,93.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,SE,,
FC1X,FC1,9/15/2003,FC1X-X-2003-09-15-0727-D-2.1-0,BBC,,,7:27 AM,,0,2.1,,,,2.39,,22,,30,S1,,,,,8,109.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,SE,,
FC1X,FC1,9/19/2003,FC1X-X-2003-09-19-0721-D-2-0,BBC,,,7:21 AM,,0,2,,,,2.34,,22,,30,S1,,,,,7.5,102.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,1,E,,
FC1X,FC1,9/19/2003,FC1X-X-2003-09-19-0702-S-0.15-0,BBC,,,7:02 AM,,0,0.15,,,,2.34,,22,,28,S1,,,,,7,94.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,1,E,,
FC1X,FC1,6/2/2004,FC1X-X-2004-06-02-0636-S-0.15-0,BBC,,,6:36 AM,,0,0.15,,2.95,,3.2,,14,,28,S1,,,,,7.5,86.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,3,SE,,
FC1X,FC1,6/2/2004,FC1X-X-2004-06-02-0658-D-2.4-0,BBC,,,6:58 AM,,0,2.4,,2.95,,3.2,,14.5,,30,S1,,,,,7.5,88.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,3,SE,,
FC1X,FC1,6/7/2004,FC1X-X-2004-06-07-0614-S-0.15-0,BBC,,,6:14 AM,,0,0.15,,,,1.9,,14,,26,S1,,,,,8,91.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,5,2,NW,,
FC1X,FC1,6/7/2004,FC1X-X-2004-06-07-0639-D-1.6-0,BBC,,,6:39 AM,,0,1.6,,,,1.9,,15,,29,S1,,,,,8,94.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,5,2,NW,,
FC1X,FC1,6/12/2004,FC1X-X-2004-06-12-0644-D-2.45-0,BBC,,,6:44 AM,,0,2.45,,2.65,,2.75,,17,,29,S1,,,,,8,98.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,1,N,,
FC1X,FC1,6/12/2004,FC1X-X-2004-06-12-0623-S-0.15-0,BBC,,,6:23 AM,,0,0.15,,2.65,,2.75,,17,,27,S1,,,,,7.5,91.50%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,1,N,,
FC1X,FC1,6/17/2004,FC1X-X-2004-06-17-0710-S-0.15-0,BBC,,,7:10 AM,,0,0.15,,2.35,,2.8,,19,,27,S1,,,,,7,88.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,1,SW,,
FC1X,FC1,6/17/2004,FC1X-X-2004-06-17-0731-D-2.4-0,BBC,,,7:31 AM,,0,2.4,,2.35,,2.8,,20,,29.5,S1,,,,,8,104.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,1,SW,,
FC1X,FC1,6/22/2004,FC1X-X-2004-06-22-0601-S-0.15-0,BBC,,,6:01 AM,,0,0.15,,2,,2.19,,18.5,,28.5,S1,,,,,7.5,95.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,2,1,SW,,
FC1X,FC1,6/22/2004,FC1X-X-2004-06-22-0622-D-1.9-0,BBC,,,6:22 AM,,0,1.9,,2,,2.19,,19,,29,S1,,,,,8,102.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,2,1,SW,,
FC1X,FC1,6/28/2004,FC1X-X-2004-06-28-0717-S-0.15-0,BBC,,,7:17 AM,,0,0.15,,2.18,,2.38,,20,,29,S1,,,,,7.5,98.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,1,1,S,,
FC1X,FC1,6/28/2004,FC1X-X-2004-06-28-0736-D-2.1-0,BBC,,,7:36 AM,,0,2.1,,2.18,,2.38,,20.5,,29.5,S1,,,,,7.5,99.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,1,1,S,,
FC1X,FC1,7/2/2004,FC1X-X-2004-07-02-0732-D-2.5-0,BBC,,,7:32 AM,,0,2.5,,2.1,,3.25,,22,,30,S1,,,,,8,109.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,3,S,,
FC1X,FC1,7/2/2004,FC1X-X-2004-07-02-0715-S-0.15-0,BBC,,,7:15 AM,,0,0.15,,2.1,,3.25,,22,,27,S1,,,,,7.5,100.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,3,3,S,".86"" rain from 5:30-6:10",
FC1X,FC1,7/8/2004,FC1X-X-2004-07-08-0634-D-1.9-0,BBC,,,6:34 AM,,0,1.9,,,,2.02,,22,,30,S1,,,,,7.5,102.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,1,SE,,
FC1X,FC1,7/8/2004,FC1X-X-2004-07-08-0615-S-0.15-0,BBC,,,6:15 AM,,0,0.15,,,,2.02,,22,,29,S1,,,,,7,95.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,1,SE,,
FC1N,FC1,7/13/2004,FC1N-N-2004-07-13-0825-S-0.15-0,BBC,SMAST,,8:25 AM,,0,0.15,,2.5,,3.1,,21.28,,29.8,S2,,29.1,,,,,,,<0.25,7,,,1.2629,,0.6254,,12.29,,5.6,,17.9,,36.7,,6.59,,CH1,,,,<0.05,7,,,,,,,E,,,,,
FC1X,FC1,7/13/2004,FC1X-X-2004-07-13-0825-S-0.15-0,BBC,,,8:25 AM,,0,0.15,,2.5,,3.1,,21.28,,29.8,S2,,,,,7.27,97.80%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,6,,,"nutrient day, from gas dock site",
FC1X,FC1,7/13/2004,FC1X-X-2004-07-13-0826-D-2.9-0,BBC,,,8:26 AM,,0,2.9,,2.5,,3.1,,21.99,,31.56,S2,,,,,5.48,75.50%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,6,,,"nutrient day, from gas dock site",
FC1X,FC1,7/14/2004,FC1X-X-2004-07-14-0700-S-0.15-0,BBC,,,7:00 AM,,0,0.15,,2.36,,2.98,,20,,27,S1,,,,,6.5,84.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,4,2,NE,overcast and rainy yesterday,
FC1X,FC1,7/14/2004,FC1X-X-2004-07-14-0724-D-2.4-0,BBC,,,7:24 AM,,0,2.4,,2.36,,2.98,,21,,30.5,S1,,,,,7,94.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,4,2,NE,,
FC1X,FC1,7/19/2004,FC1X-X-2004-07-19-0619-S-0.15-0,BBC,,,6:19 AM,,0,0.15,,2.05,,2.31,,22,,28.5,S1,,,,,6.5,87.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,4,2,NE,,
FC1X,FC1,7/19/2004,FC1X-X-2004-07-19-0639-D-2-0,BBC,,,6:39 AM,,0,2,,2.05,,2.31,,23,,31,S1,,,,,7.5,104.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,4,2,NE,,
FC1X,FC1,7/23/2004,FC1X-X-2004-07-23-0631-S-0.15-0,BBC,,,6:31 AM,,0,0.15,,,,2.14,,24,,30,S1,,,,,7.5,106.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,4,1,S,,
FC1X,FC1,7/23/2004,FC1X-X-2004-07-23-0651-D-1.8-0,BBC,,,6:51 AM,,0,1.8,,,,2.14,,25,,30,S1,,,,,7.5,107.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,4,1,S,,
FC1N,FC1,7/27/2004,FC1N-N-2004-07-27-0835-S-0.15-0,BBC,SMAST,,8:35 AM,,0,0.15,,2,,2.6,,21.74,,28.07,S2,,28.7,,,5.71,76.70%,DO2,,<0.25,7,,,0.915,,0.709,,14.45,,8.81,,23.25,,53.2,,6.41,,CH1,,,,<0.05,7,,,,,,,E,,,,DO 5.71 ,
FC1X,FC1,7/27/2004,FC1X-X-2004-07-27-0835-S-0.15-0,BBC,,,8:35 AM,,0,0.15,,2,,2.6,,21.74,,28.07,S2,,,,,8.39,112.70%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,1,,,nutrient day,
FC1X,FC1,7/27/2004,FC1X-X-2004-07-27-0836-D-2.3-0,BBC,,,8:36 AM,,0,2.3,,2,,2.6,,22.68,,31.29,S2,,,,,5.71,79.50%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,1,,,nutrient day,
FC1X,FC1,7/29/2004,FC1X-X-2004-07-29-0758-D-2.4-0,BBC,,,7:58 AM,,0,2.4,,2.54,,2.89,,22,,30,S1,,,,,6.5,88.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,3,N,,
FC1X,FC1,7/29/2004,FC1X-X-2004-07-29-0740-S-0.15-0,BBC,,,7:40 AM,,0,0.15,,2.54,,2.89,,22,,28,S1,,,,,6,80.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,3,N,,
FC1X,FC1,8/3/2004,FC1X-X-2004-08-03-0603-S-0.15-0,BBC,,,6:03 AM,,0,0.15,,1.92,,2.03,,24,,31,S1,,,,,6,85.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,S,,
FC1X,FC1,8/3/2004,FC1X-X-2004-08-03-0623-D-1.7-0,BBC,,,6:23 AM,,0,1.7,,1.92,,2.03,,25,,30.5,S1,,,,,7,101.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,S,,
FC1X,FC1,8/9/2004,FC1X-X-2004-08-09-0636-S-0.15-0,BBC,,,6:36 AM,,0,0.15,,,,2.21,,20,,28,S1,,,,,6.5,84.50%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,1,N,,
FC1X,FC1,8/9/2004,FC1X-X-2004-08-09-0657-D-1.9-0,BBC,,,6:57 AM,,0,1.9,,,,2.21,,21,,30,S1,,,,,7,93.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,1,N,,
FC1N,FC1,8/11/2004,FC1N-N-2004-08-11-0847-S-0.15-0,BBC,SMAST,,8:47 AM,,0,0.15,,2.7,,3,,22.55,,30.59,S2,,30.6,,,,,,,0.4275,,,,0.7697,,1.1245,,16.93,,5.08,,22.01,,34.6,,3.8,,CH1,,,,0.82,,,,,,,,E,,,,,
FC1X,FC1,8/11/2004,FC1X-X-2004-08-11-0847-S-0.15-0,BBC,,,8:47 AM,,0,0.15,,2.7,,3,,22.55,,30.59,S2,,,,,7.16,99.00%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,E,2,,S,nutrient day,
FC1X,FC1,8/11/2004,FC1X-X-2004-08-11-0848-D-2.7-0,BBC,,,8:48 AM,,0,2.7,,2.7,,3,,22.77,,31.33,S2,,,,,6.04,84.20%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,E,2,,S,,
FC1X,FC1,8/14/2004,FC1X-X-2004-08-14-0826-D-2.3-0,BBC,,,8:26 AM,,0,2.3,,2.3,,2.63,,24,,30,S1,,,,,7,99.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,3,W,,
FC1X,FC1,8/14/2004,FC1X-X-2004-08-14-0805-S-0.15-0,BBC,,,8:05 AM,,0,0.15,,2.3,,2.63,,24,,29,S1,,,,,6.5,91.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,3,W,,
