"Plot Title: Carolina September 2021 2"
"Date Time, GMT-04:00","High Range, μS/cm (SEN S/N: 20182875)","Temp, °F (SEN S/N: 20182875)","Bad Battery","Coupler Detached","Good Battery","Coupler Attached","Host Connected","Stopped","End Of File"
10/18/21 17:33:42,31045.5,64.76,,,,,,,
10/18/21 18:03:42,31160.7,64.76,,,,,,,
10/18/21 18:33:42,32605.6,66.04,,,,,,,
10/18/21 19:03:42,33122.9,66.47,,,,,,,
10/18/21 19:33:42,31672.6,64.69,,,,,,,
10/18/21 20:03:42,33022.4,65.73,,,,,,,
10/18/21 20:33:42,33116.8,65.84,,,,,,,
10/18/21 21:03:42,33651.2,65.89,,,,,,,
10/18/21 21:33:42,33784.4,66.11,,,,,,,
10/18/21 22:03:42,33453.4,65.39,,,,,,,
10/18/21 22:33:42,33264.2,64.89,,,,,,,
10/18/21 23:03:42,33083.2,64.58,,,,,,,
10/18/21 23:33:42,33122.9,64.76,,,,,,,
10/19/21 00:03:42,32989.0,64.49,,,,,,,
10/19/21 00:33:42,32772.2,64.09,,,,,,,
10/19/21 01:03:42,32306.6,63.39,,,,,,,
10/19/21 01:33:42,31404.9,62.69,,,,,,,
10/19/21 02:03:42,30907.4,62.20,,,,,,,
10/19/21 02:33:42,30671.4,61.84,,,,,,,
10/19/21 03:03:42,30347.3,61.34,,,,,,,
10/19/21 03:33:42,29789.0,60.75,,,,,,,
10/19/21 04:03:42,29484.5,60.51,,,,,,,
10/19/21 04:33:42,29351.4,60.12,,,,,,,
10/19/21 05:03:42,29353.7,60.24,,,,,,,
10/19/21 05:33:42,29754.9,60.66,,,,,,,
10/19/21 06:03:42,30100.3,61.25,,,,,,,
10/19/21 06:33:42,30428.9,61.75,,,,,,,
10/19/21 07:03:42,30718.3,62.42,,,,,,,
10/19/21 07:33:42,30560.0,61.72,,,,,,,
10/19/21 08:03:42,30744.4,61.92,,,,,,,
10/19/21 08:33:42,31520.2,62.69,,,,,,,
10/19/21 09:03:42,30899.5,61.50,,,,,,,
10/19/21 09:33:42,30203.1,60.57,,,,,,,
10/19/21 10:03:42,30614.3,61.11,,,,,,,
10/19/21 10:33:42,30352.4,60.71,,,,,,,
10/19/21 11:03:42,30276.3,60.84,,,,,,,
10/19/21 11:33:42,30418.7,61.09,,,,,,,
10/19/21 12:03:42,30238.4,61.14,,,,,,,
10/19/21 12:33:42,30223.3,61.34,,,,,,,
10/19/21 13:03:42,30015.6,61.48,,,,,,,
10/19/21 13:33:42,31176.9,62.85,,,,,,,
10/19/21 14:03:42,30306.7,62.17,,,,,,,
10/19/21 14:33:42,31561.6,63.37,,,,,,,
10/19/21 15:03:42,32289.2,64.09,,,,,,,
10/19/21 15:33:42,32517.0,64.29,,,,,,,
10/19/21 16:03:42,32614.4,64.54,,,,,,,
10/19/21 16:33:42,32420.2,64.33,,,,,,,
10/19/21 17:03:42,32656.0,64.51,,,,,,,
10/19/21 17:33:42,32691.6,64.71,,,,,,,
10/19/21 18:03:42,32691.6,64.72,,,,,,,
10/19/21 18:33:42,33397.4,64.99,,,,,,,
10/19/21 19:03:42,33350.8,64.90,,,,,,,
10/19/21 19:33:42,33456.6,64.96,,,,,,,
10/19/21 20:03:42,33465.9,64.85,,,,,,,
10/19/21 20:33:42,33453.4,64.87,,,,,,,
10/19/21 21:03:42,33705.0,65.12,,,,,,,
10/19/21 21:33:42,33883.4,65.01,,,,,,,
10/19/21 22:03:42,33733.6,64.90,,,,,,,
10/19/21 22:33:42,33679.7,64.81,,,,,,,
10/19/21 23:03:42,33819.5,64.74,,,,,,,
10/19/21 23:33:42,34037.9,64.76,,,,,,,
10/20/21 00:03:42,34021.7,64.76,,,,,,,
10/20/21 00:33:42,33973.3,64.62,,,,,,,
10/20/21 01:03:42,34037.9,64.89,,,,,,,
10/20/21 01:33:42,33469.1,64.08,,,,,,,
10/20/21 02:03:42,33295.1,63.95,,,,,,,
10/20/21 02:33:42,32823.1,63.43,,,,,,,
10/20/21 03:03:42,32787.1,63.39,,,,,,,
10/20/21 03:33:42,32635.2,63.19,,,,,,,
10/20/21 04:03:42,32647.1,63.34,,,,,,,
10/20/21 04:33:42,32119.1,62.82,,,,,,,
10/20/21 05:03:42,32703.5,63.52,,,,,,,
10/20/21 05:33:42,32739.3,63.48,,,,,,,
10/20/21 06:03:42,32558.3,63.37,,,,,,,
10/20/21 06:33:42,32564.2,63.28,,,,,,,
10/20/21 07:03:42,32579.0,63.28,,,,,,,
10/20/21 07:33:42,32886.2,63.70,,,,,,,
10/20/21 08:03:42,33025.4,63.79,,,,,,,
10/20/21 08:33:42,32886.2,63.73,,,,,,,
10/20/21 09:03:42,32626.3,63.32,,,,,,,
10/20/21 09:33:42,32964.7,63.61,,,,,,,
10/20/21 10:03:42,33162.7,63.77,,,,,,,
10/20/21 10:33:42,33366.3,63.90,,,,,,,
10/20/21 11:03:42,33193.4,63.82,,,,,,,
10/20/21 11:33:42,33332.2,63.97,,,,,,,
10/20/21 12:03:42,33224.2,64.15,,,,,,,
10/20/21 12:33:42,33214.9,64.44,,,,,,,
10/20/21 13:03:42,33184.2,64.78,,,,,,,
10/20/21 13:33:42,33043.6,65.12,,,,,,,
10/20/21 14:03:42,33168.9,65.08,,,,,,,
10/20/21 14:33:42,33113.8,65.12,,,,,,,
10/20/21 15:03:42,33236.5,65.10,,,,,,,
10/20/21 15:33:42,33221.1,65.10,,,,,,,
10/20/21 16:03:42,32549.4,64.96,,,,,,,
10/20/21 16:33:42,33319.8,64.90,,,,,,,
10/20/21 17:03:42,33141.3,64.87,,,,,,,
10/20/21 17:33:42,33292.0,64.81,,,,,,,
10/20/21 18:03:42,33211.9,64.85,,,,,,,
10/20/21 18:33:42,33258.0,64.81,,,,,,,
10/20/21 19:03:42,33141.3,64.96,,,,,,,
10/20/21 19:33:42,33292.0,64.85,,,,,,,
10/20/21 20:03:42,33419.2,64.83,,,,,,,
10/20/21 20:33:42,33512.8,64.83,,,,,,,
10/20/21 21:03:42,33500.3,64.83,,,,,,,
10/20/21 21:33:42,33481.6,64.83,,,,,,,
10/20/21 22:03:42,33541.1,64.78,,,,,,,
10/20/21 22:33:42,33622.8,64.74,,,,,,,
10/20/21 23:03:42,33610.2,64.71,,,,,,,
10/20/21 23:33:42,33519.1,64.69,,,,,,,
10/21/21 00:03:42,33724.0,64.74,,,,,,,
10/21/21 00:33:42,33835.4,64.72,,,,,,,
10/21/21 01:03:42,33778.1,64.74,,,,,,,
10/21/21 01:33:42,33607.1,64.67,,,,,,,
10/21/21 02:03:42,33553.6,64.62,,,,,,,
10/21/21 02:33:42,33531.6,64.63,,,,,,,
10/21/21 03:03:42,33239.5,64.51,,,,,,,
10/21/21 03:33:42,33138.2,64.40,,,,,,,
10/21/21 04:03:42,32992.0,64.24,,,,,,,
10/21/21 04:33:42,32949.6,64.24,,,,,,,
10/21/21 05:03:42,32718.4,64.02,,,,,,,
10/21/21 05:33:42,32841.1,64.09,,,,,,,
10/21/21 06:03:42,32724.4,64.04,,,,,,,
10/21/21 06:33:42,32691.6,64.00,,,,,,,
10/21/21 07:03:42,32970.8,64.35,,,,,,,
10/21/21 07:33:42,33171.9,64.44,,,,,,,
10/21/21 08:03:42,33211.9,64.47,,,,,,,
10/21/21 08:33:42,33214.9,64.49,,,,,,,
10/21/21 09:03:42,33135.2,64.47,,,,,,,
10/21/21 09:33:42,33360.1,64.56,,,,,,,
10/21/21 10:03:42,33578.7,64.69,,,,,,,
10/21/21 10:33:42,33803.5,64.81,,,,,,,
10/21/21 11:03:42,33755.8,64.96,,,,,,,
10/21/21 11:33:42,33909.1,64.96,,,,,,,
10/21/21 12:03:42,33905.9,65.16,,,,,,,
10/21/21 12:33:42,34151.4,65.30,,,,,,,
10/21/21 13:03:42,34177.5,65.37,,,,,,,
10/21/21 13:33:42,34239.5,65.55,,,,,,,
10/21/21 14:03:42,34493.3,65.77,,,,,,,
10/21/21 14:33:42,34344.5,65.91,,,,,,,
10/21/21 15:03:42,34275.5,66.60,,,,,,,
10/21/21 15:33:42,34292.0,66.65,,,,,,,
10/21/21 16:03:42,34275.5,66.76,,,,,,,
10/21/21 16:33:42,34054.1,66.72,,,,,,,
10/21/21 17:03:42,34112.4,66.58,,,,,,,
10/21/21 17:33:42,33886.6,66.33,,,,,,,
10/21/21 18:03:42,34164.4,66.25,,,,,,,
10/21/21 18:33:42,33698.7,65.95,,,,,,,
10/21/21 19:03:42,33787.6,66.07,,,,,,,
10/21/21 19:33:42,33597.6,65.91,,,,,,,
10/21/21 20:03:42,33638.6,65.97,,,,,,,
10/21/21 20:33:42,33644.9,65.86,,,,,,,
10/21/21 21:03:42,33880.2,66.06,,,,,,,
10/21/21 21:33:42,34037.9,65.98,,,,,,,
10/21/21 22:03:42,34044.3,65.95,,,,,,,
10/21/21 22:33:42,34128.6,65.91,,,,,,,
10/21/21 23:03:42,34076.7,65.86,,,,,,,
10/21/21 23:33:42,34328.1,65.95,,,,,,,
10/22/21 00:03:42,34288.7,65.89,,,,,,,
10/22/21 00:33:42,34285.4,65.95,,,,,,,
10/22/21 01:03:42,34420.4,65.95,,,,,,,
10/22/21 01:33:42,34443.6,65.89,,,,,,,
10/22/21 02:03:42,34397.3,65.84,,,,,,,
10/22/21 02:33:42,34275.5,65.66,,,,,,,
10/22/21 03:03:42,34018.5,65.50,,,,,,,
10/22/21 03:33:42,33845.0,65.43,,,,,,,
10/22/21 04:03:42,33603.9,65.35,,,,,,,
10/22/21 04:33:42,33419.2,65.32,,,,,,,
10/22/21 05:03:42,33425.4,65.30,,,,,,,
10/22/21 05:33:42,33447.2,65.32,,,,,,,
10/22/21 06:03:42,33626.0,65.37,,,,,,,
10/22/21 06:33:42,33566.2,65.39,,,,,,,
10/22/21 07:03:42,33638.6,65.41,,,,,,,
10/22/21 07:33:42,33698.7,65.41,,,,,,,
10/22/21 08:03:42,33752.6,65.50,,,,,,,
10/22/21 08:33:42,33896.2,65.53,,,,,,,
10/22/21 09:03:42,33896.2,65.55,,,,,,,
10/22/21 09:33:42,33992.7,65.64,,,,,,,
10/22/21 10:03:42,33963.7,65.66,,,,,,,
10/22/21 10:33:42,34008.8,65.64,,,,,,,
10/22/21 11:03:42,34063.8,65.66,,,,,,,
10/22/21 11:33:42,34109.2,65.71,,,,,,,
10/22/21 12:03:42,34210.1,65.86,,,,,,,
10/22/21 12:33:42,34305.1,65.89,,,,,,,
10/22/21 13:03:42,34377.5,66.11,,,,,,,
10/22/21 13:33:42,34370.9,66.22,,,,,,,
10/22/21 14:03:42,34397.3,66.18,,,,,,,
10/22/21 14:33:42,34496.7,66.47,,,,,,,
10/22/21 15:03:42,34546.6,66.76,,,,,,,
10/22/21 15:33:42,34341.3,67.12,,,,,,,
10/22/21 16:03:42,34070.2,66.87,,,,,,,
10/22/21 16:33:42,33816.3,66.79,,,,,,,
10/22/21 17:03:42,33880.2,66.69,,,,,,,
10/22/21 17:33:42,34080.0,66.72,,,,,,,
10/22/21 18:03:42,33966.9,66.74,,,,,,,
10/22/21 18:33:42,33986.2,66.72,,,,,,,
10/22/21 19:03:42,33896.2,66.65,,,,,,,
10/22/21 19:33:42,33880.2,66.47,,,,,,,
10/22/21 20:03:42,33883.4,66.52,,,,,,,
10/22/21 20:33:42,33941.2,66.49,,,,,,,
10/22/21 21:03:42,34028.2,66.52,,,,,,,
10/22/21 21:33:42,33928.3,66.40,,,,,,,
10/22/21 22:03:42,34102.7,66.49,,,,,,,
10/22/21 22:33:42,34012.0,66.40,,,,,,,
10/22/21 23:03:42,33954.0,66.34,,,,,,,
10/22/21 23:33:42,34021.7,66.36,,,,,,,
10/23/21 00:03:42,34067.0,66.34,,,,,,,
10/23/21 00:33:42,33711.3,65.93,,,,,,,
10/23/21 01:03:42,33714.5,65.86,,,,,,,
10/23/21 01:33:42,33752.6,65.66,,,,,,,
10/23/21 02:03:42,33762.1,65.55,,,,,,,
10/23/21 02:33:42,33594.5,65.32,,,,,,,
10/23/21 03:03:42,32748.3,64.08,,,,,,,
10/23/21 03:33:42,32449.5,63.66,,,,,,,
10/23/21 04:03:42,32093.3,63.25,,,,,,,
10/23/21 04:33:42,31996.2,63.28,,,,,,,
10/23/21 05:03:42,31465.2,62.71,,,,,,,
10/23/21 05:33:42,31048.2,62.74,,,,,,,
10/23/21 06:03:42,31018.9,62.80,,,,,,,
10/23/21 06:33:42,30700.0,62.67,,,,,,,
10/23/21 07:03:42,31619.8,63.79,,,,,,,
10/23/21 07:33:42,31996.2,64.27,,,,,,,
10/23/21 08:03:42,31756.3,64.27,,,,,,,
10/23/21 08:33:42,32338.6,64.58,,,,,,,
10/23/21 09:03:42,31784.4,64.42,,,,,,,
10/23/21 09:33:42,32889.2,65.14,,,,,,,
10/23/21 10:03:42,32814.1,65.08,,,,,,,
10/23/21 10:33:42,32847.1,65.05,,,,,,,
10/23/21 11:03:42,32391.0,64.67,,,,,,,
10/23/21 11:33:42,32361.9,64.62,,,,,,,
10/23/21 12:03:42,32332.8,64.62,,,,,,,
10/23/21 12:33:42,32373.5,64.74,,,,,,,
10/23/21 13:03:42,32802.1,65.12,,,,,,,
10/23/21 13:33:42,32455.4,64.99,,,,,,,
10/23/21 14:03:42,32570.1,65.19,,,,,,,
10/23/21 14:33:42,32411.5,65.30,,,,,,,
10/23/21 15:03:42,32297.9,65.44,,,,,,,
10/23/21 15:33:42,31953.6,65.41,,,,,,,
10/23/21 16:03:42,32478.8,65.71,,,,,,,
10/23/21 16:33:42,32757.2,65.82,,,,,,,
10/23/21 17:03:42,32703.5,65.80,,,,,,,
10/23/21 17:33:42,32283.4,65.71,,,,,,,
10/23/21 18:03:42,32540.6,65.89,,,,,,,
10/23/21 18:33:42,32546.5,65.86,,,,,,,
10/23/21 19:03:42,32473.0,65.77,,,,,,,
10/23/21 19:33:42,32481.8,65.77,,,,,,,
10/23/21 20:03:42,32185.2,65.57,,,,,,,
10/23/21 20:33:42,32251.5,65.62,,,,,,,
10/23/21 21:03:42,32549.4,65.82,,,,,,,
10/23/21 21:33:42,32124.8,65.39,,,,,,,
10/23/21 22:03:42,31567.1,64.63,,,,,,,
10/23/21 22:33:42,31506.4,64.49,,,,,,,
10/23/21 23:03:42,31617.0,64.09,,,,,,,
10/23/21 23:33:42,31503.7,63.55,,,,,,,
10/24/21 00:03:42,31545.0,63.61,,,,,,,
10/24/21 00:33:42,31589.3,63.43,,,,,,,
10/24/21 01:03:42,31426.8,62.91,,,,,,,
10/24/21 01:33:42,31539.5,63.10,,,,,,,
10/24/21 02:03:42,31342.1,62.82,,,,,,,
10/24/21 02:33:42,31018.9,62.26,,,,,,,
10/24/21 03:03:42,30487.9,61.79,,,,,,,
10/24/21 03:33:42,30200.6,61.61,,,,,,,
10/24/21 04:03:42,29956.2,61.23,,,,,,,
10/24/21 04:33:42,29926.5,61.23,,,,,,,
10/24/21 05:03:42,29604.6,61.03,,,,,,,
10/24/21 05:33:42,29735.4,60.98,,,,,,,
10/24/21 06:03:42,29235.9,60.26,,,,,,,
10/24/21 06:33:42,29287.6,60.42,,,,,,,
10/24/21 07:03:42,29175.0,60.30,,,,,,,
10/24/21 07:33:42,29095.8,60.01,,,,,,,
10/24/21 08:03:42,29100.5,60.06,,,,,,,
10/24/21 08:33:42,29862.5,61.36,,,,,,,
10/24/21 09:03:42,30180.5,61.97,,,,,,,
10/24/21 09:33:42,30082.9,61.90,,,,,,,
10/24/21 10:03:42,30955.1,62.85,,,,,,,
10/24/21 10:33:42,30783.6,62.64,,,,,,,
10/24/21 11:03:42,31117.8,63.10,,,,,,,
10/24/21 11:33:42,30744.4,62.38,,,,,,,
10/24/21 12:03:42,30799.4,62.71,,,,,,,
10/24/21 12:33:42,30477.6,62.42,,,,,,,
10/24/21 13:03:42,30215.7,62.29,,,,,,,
10/24/21 13:33:42,30676.6,62.94,,,,,,,
10/24/21 14:03:42,32691.6,65.30,,,,,,,
10/24/21 14:33:42,32641.1,65.05,,,,,,,
10/24/21 15:03:42,32338.6,64.85,,,,,,,
10/24/21 15:33:42,32596.7,65.05,,,,,,,
10/24/21 16:03:42,32525.9,65.05,,,,,,,
10/24/21 16:33:42,32733.3,65.17,,,,,,,
10/24/21 17:03:42,32505.3,65.08,,,,,,,
10/24/21 17:33:42,32703.5,65.26,,,,,,,
10/24/21 18:03:42,32644.1,65.05,,,,,,,
10/24/21 18:33:42,32347.3,64.85,,,,,,,
10/24/21 19:03:42,32292.1,64.67,,,,,,,
10/24/21 19:33:42,32039.0,64.44,,,,,,,
10/24/21 20:03:42,32303.7,64.74,,,,,,,
10/24/21 20:33:42,32219.8,64.60,,,,,,,
10/24/21 21:03:42,32289.2,64.69,,,,,,,
10/24/21 21:33:42,32056.1,64.44,,,,,,,
10/24/21 22:03:42,32190.9,64.44,,,,,,,
10/24/21 22:33:42,32260.2,64.51,,,,,,,
10/24/21 23:03:42,32033.3,64.44,,,,,,,
10/24/21 23:33:42,32402.7,64.60,,,,,,,
10/25/21 00:03:42,32370.6,64.63,,,,,,,
10/25/21 00:33:42,32712.5,64.72,,,,,,,
10/25/21 01:03:42,32599.6,64.72,,,,,,,
10/25/21 01:33:42,32408.5,64.51,,,,,,,
10/25/21 02:03:42,31936.6,64.02,,,,,,,
10/25/21 02:33:42,32030.4,64.08,,,,,,,
10/25/21 03:03:42,32050.4,64.09,,,,,,,
10/25/21 03:33:42,31536.7,63.52,,,,,,,
10/25/21 04:03:42,31692.1,63.61,,,,,,,
10/25/21 04:33:42,31608.7,63.52,,,,,,,
10/25/21 05:03:42,31829.3,63.75,,,,,,,
10/25/21 05:33:42,31495.4,63.34,,,,,,,
10/25/21 06:03:42,30770.5,62.71,,,,,,,
10/25/21 06:33:42,31061.5,62.92,,,,,,,
10/25/21 07:03:42,31053.5,62.98,,,,,,,
10/25/21 07:33:42,30896.8,62.85,,,,,,,
10/25/21 08:03:42,31236.3,62.98,,,,,,,
10/25/21 08:33:42,31179.6,62.98,,,,,,,
10/25/21 09:03:42,31013.5,62.78,,,,,,,
10/25/21 09:33:42,31451.4,62.98,,,,,,,
10/25/21 10:03:42,31583.7,62.96,,,,,,,
10/25/21 10:33:42,31801.2,62.98,,,,,,,
10/25/21 11:03:42,31885.7,63.01,,,,,,,
10/25/21 11:33:42,31999.1,63.01,,,,,,,
10/25/21 12:03:42,32096.1,63.12,,,,,,,
10/25/21 12:33:42,32139.1,63.27,,,,,,,
10/25/21 13:03:42,32260.2,63.43,,,,,,,
10/25/21 13:33:42,32274.7,63.48,,,,,,,
10/25/21 14:03:42,32318.2,63.54,,,,,,,
10/25/21 14:33:42,32502.3,63.86,,,,,,,
10/25/21 15:03:42,32467.1,63.82,,,,,,,
10/25/21 15:33:42,32534.7,63.86,,,,,,,
10/25/21 16:03:42,32653.0,64.15,,,,,,,
10/25/21 16:33:42,32670.8,63.81,,,,,,,
10/25/21 17:03:42,32656.0,63.88,,,,,,,
10/25/21 17:33:42,32632.2,63.93,,,,,,,
10/25/21 18:03:42,32605.6,64.08,,,,,,,
10/25/21 18:33:42,32443.6,64.04,,,,,,,
10/25/21 19:03:42,32446.6,64.04,,,,,,,
10/25/21 19:33:42,32295.0,64.00,,,,,,,
10/25/21 20:03:42,32289.2,63.90,,,,,,,
10/25/21 20:33:42,32001.9,63.79,,,,,,,
10/25/21 21:03:42,31567.1,63.63,,,,,,,
10/25/21 21:33:42,31592.0,63.59,,,,,,,
10/25/21 22:03:42,31520.2,63.50,,,,,,,
10/25/21 22:33:42,31388.5,63.50,,,,,,,
10/25/21 23:03:42,31424.0,63.48,,,,,,,
10/25/21 23:33:42,31619.8,63.52,,,,,,,
10/26/21 00:03:42,31667.0,63.52,,,,,,,
10/26/21 00:33:42,31843.4,63.54,,,,,,,
10/26/21 01:03:42,31877.2,63.50,,,,,,,
10/26/21 01:33:42,31948.0,63.52,,,,,,,
10/26/21 02:03:42,31967.8,63.55,,,,,,,
10/26/21 02:33:42,32228.4,63.59,,,,,,,
10/26/21 03:03:42,31717.2,63.41,,,,,,,
10/26/21 03:33:42,31597.6,63.19,,,,,,,
10/26/21 04:03:42,31478.9,63.23,,,,,,,
10/26/21 04:33:42,31257.9,63.25,,,,,,,
10/26/21 05:03:42,31139.2,63.27,,,,,,,
10/26/21 05:33:42,31112.4,63.28,,,,,,,
10/26/21 06:03:42,31239.0,63.21,,,,,,,
10/26/21 06:33:42,31301.3,63.21,,,,,,,
10/26/21 07:03:42,31426.8,63.18,,,,,,,
10/26/21 07:33:42,31446.0,63.21,,,,,,,
10/26/21 08:03:42,31396.7,63.21,,,,,,,
10/26/21 08:33:42,31333.9,63.23,,,,,,,
10/26/21 09:03:42,31487.2,63.34,,,,,,,
10/26/21 09:33:42,31592.0,63.36,,,,,,,
10/26/21 10:03:42,31661.4,63.41,,,,,,,
10/26/21 10:33:42,31558.8,63.50,,,,,,,
10/26/21 11:03:42,31683.7,63.52,,,,,,,
10/26/21 11:33:42,31048.2,63.66,,,,,,,
10/26/21 12:03:42,31396.7,63.70,,,,,,,
10/26/21 12:33:42,31228.2,63.75,,,,,,,
10/26/21 13:03:42,31470.7,63.79,,,,,,,
10/26/21 13:33:42,31465.2,63.77,,,,,,,
10/26/21 14:03:42,31553.3,63.81,,,,,,,
10/26/21 14:33:42,31388.5,63.79,,,,,,,
10/26/21 15:03:42,31481.7,63.77,,,,,,,
10/26/21 15:33:42,31608.7,63.77,,,,,,,
10/26/21 16:03:42,31689.3,63.75,,,,,,,
10/26/21 16:33:42,31871.6,63.73,,,,,,,
10/26/21 17:03:42,31470.7,63.68,,,,,,,
10/26/21 17:33:42,31697.6,63.70,,,,,,,
10/26/21 18:03:42,31767.5,63.70,,,,,,,
10/26/21 18:33:42,31528.5,63.61,,,,,,,
10/26/21 19:03:42,31429.5,63.50,,,,,,,
10/26/21 19:33:42,31377.5,63.43,,,,,,,
10/26/21 20:03:42,31241.7,63.37,,,,,,,
10/26/21 20:33:42,31239.0,63.32,,,,,,,
10/26/21 21:03:42,31147.3,63.25,,,,,,,
10/26/21 21:33:42,31101.7,63.19,,,,,,,
10/26/21 22:03:42,31139.2,63.18,,,,,,,
10/26/21 22:33:42,31366.6,63.21,,,,,,,
10/26/21 23:03:42,31312.2,63.14,,,,,,,
10/26/21 23:33:42,31454.2,63.12,,,,,,,
10/27/21 00:03:42,31195.8,62.96,,,,,,,
10/27/21 00:33:42,31187.7,62.87,,,,,,,
10/27/21 01:03:42,30984.3,62.71,,,,,,,
10/27/21 01:33:42,30676.6,62.55,,,,,,,
10/27/21 02:03:42,30508.4,62.40,,,,,,,
10/27/21 02:33:42,30513.6,62.37,,,,,,,
10/27/21 03:03:42,30268.7,62.20,,,,,,,
10/27/21 03:33:42,30122.8,62.10,,,,,,,
10/27/21 04:03:42,29998.3,61.97,,,,,,,
10/27/21 04:33:42,29847.8,61.84,,,,,,,
10/27/21 05:03:42,29684.4,61.79,,,,,,,
10/27/21 05:33:42,29503.7,61.66,,,,,,,
10/27/21 06:03:42,29205.4,61.52,,,,,,,
10/27/21 06:33:42,28909.0,61.36,,,,,,,
10/27/21 07:03:42,28838.2,61.25,,,,,,,
10/27/21 07:33:42,29021.7,61.23,,,,,,,
10/27/21 08:03:42,29105.1,61.20,,,,,,,
10/27/21 08:33:42,29554.0,61.14,,,,,,,
10/27/21 09:03:42,29582.9,61.07,,,,,,,
10/27/21 09:33:42,29508.5,60.91,,,,,,,
10/27/21 10:03:42,29318.3,60.75,,,,,,,
10/27/21 10:33:42,29003.2,60.66,,,,,,,
10/27/21 11:03:42,28438.7,60.53,,,,,,,
10/27/21 11:33:42,27988.8,60.40,,,,,,,
10/27/21 12:03:42,28072.4,60.42,,,,,,,
10/27/21 12:33:42,27850.7,60.33,,,,,,,
10/27/21 13:03:42,27978.1,60.26,,,,,,,
10/27/21 13:33:42,28065.9,60.21,,,,,,,
10/27/21 14:03:42,28102.5,60.21,,,,,,,
10/27/21 14:33:42,28134.9,60.13,,,,,,,
10/27/21 15:03:42,27986.6,60.03,,,,,,,
10/27/21 15:33:42,28102.5,60.08,,,,,,,
10/27/21 16:03:42,27986.6,59.95,,,,,,,
10/27/21 16:33:42,27802.1,59.81,,,,,,,
10/27/21 17:03:42,27907.9,59.83,,,,,,,
10/27/21 17:33:42,27899.4,59.79,,,,,,,
10/27/21 18:03:42,27861.2,59.70,,,,,,,
10/27/21 18:33:42,27861.2,59.61,,,,,,,
10/27/21 19:03:42,27601.5,59.40,,,,,,,
10/27/21 19:33:42,27525.0,59.31,,,,,,,
10/27/21 20:03:42,27446.9,59.25,,,,,,,
10/27/21 20:33:42,27328.6,59.13,,,,,,,
10/27/21 21:03:42,27418.3,59.07,,,,,,,
10/27/21 21:33:42,27269.9,58.95,,,,,,,
10/27/21 22:03:42,27269.9,58.86,,,,,,,
10/27/21 22:33:42,27211.4,58.73,,,,,,,
10/27/21 23:03:42,27141.2,58.60,,,,,,,
10/27/21 23:33:42,27039.6,58.53,,,,,,,
10/28/21 00:03:42,27049.5,58.42,,,,,,,
10/28/21 00:33:42,27089.3,58.46,,,,,,,
10/28/21 01:03:42,27071.4,58.32,,,,,,,
10/28/21 01:33:42,27165.3,58.32,,,,,,,
10/28/21 02:03:42,27171.3,58.30,,,,,,,
10/28/21 02:33:42,27035.6,58.21,,,,,,,
10/28/21 03:03:42,27043.6,58.15,,,,,,,
10/28/21 03:33:42,26972.3,58.05,,,,,,,
10/28/21 04:03:42,27023.7,58.12,,,,,,,
10/28/21 04:33:42,26864.2,57.96,,,,,,,
10/28/21 05:03:42,27205.4,58.32,,,,,,,
10/28/21 05:33:42,26929.0,57.85,,,,,,,
10/28/21 06:03:42,27039.6,57.85,,,,,,,
10/28/21 06:33:42,27282.0,58.12,,,,,,,
10/28/21 07:03:42,26990.1,57.69,,,,,,,
10/28/21 07:33:42,26927.0,57.61,,,,,,,
10/28/21 08:03:42,26875.9,57.43,,,,,,,
10/28/21 08:33:42,26627.6,57.15,,,,,,,
10/28/21 09:03:42,26704.7,57.25,,,,,,,
10/28/21 09:33:42,26399.1,56.89,,,,,,,
10/28/21 10:03:42,26560.5,57.16,,,,,,,
10/28/21 10:33:42,26290.1,57.02,,,,,,,
10/28/21 11:03:42,26450.1,57.18,,,,,,,
10/28/21 11:33:42,26879.9,57.58,,,,,,,
10/28/21 12:03:42,26722.1,57.40,,,,,,,
10/28/21 12:33:42,26612.2,57.31,,,,,,,
10/28/21 13:03:42,27087.3,57.61,,,,,,,
10/28/21 13:33:42,26917.2,57.69,,,,,,,
10/28/21 14:03:42,26974.3,57.54,,,,,,,
10/28/21 14:33:42,27467.4,58.17,,,,,,,
10/28/21 15:03:42,27539.5,58.26,,,,,,,
10/28/21 15:33:42,27587.0,58.17,,,,,,,
10/28/21 16:03:42,27185.3,57.67,,,,,,,
10/28/21 16:33:42,27211.4,57.78,,,,,,,
10/28/21 17:03:42,26747.3,57.07,,,,,,,
10/28/21 17:33:42,26501.4,56.86,,,,,,,
10/28/21 18:03:42,26562.4,57.02,,,,,,,
10/28/21 18:33:42,26530.0,57.00,,,,,,,
10/28/21 19:03:42,26372.7,56.89,,,,,,,
10/28/21 19:33:42,26301.3,56.80,,,,,,,
10/28/21 20:03:42,26280.8,56.88,,,,,,,
10/28/21 20:33:42,26163.5,56.61,,,,,,,
10/28/21 21:03:42,26016.2,56.41,,,,,,,
10/28/21 21:33:42,25821.8,56.28,,,,,,,
10/28/21 22:03:42,26082.3,56.70,,,,,,,
10/28/21 22:33:42,26029.0,56.55,,,,,,,
10/28/21 23:03:42,26003.4,56.59,,,,,,,
10/28/21 23:33:42,25589.6,56.12,,,,,,,
10/29/21 00:03:42,26170.9,56.80,,,,,,,
10/29/21 00:33:42,27361.2,57.92,,,,,,,
