Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC)
193.125,24.63,35.0,7.5694,11.7,2020-07-11,02:59:59,2020-07-12 03:00:00
193.1667,24.61,35.0,7.5178,11.7,2020-07-11,03:59:59,2020-07-12 04:00:02
193.2083,23.5,35.0,7.8196,11.69,2020-07-11,04:59:59,2020-07-12 04:59:57
193.25,23.4,35.0,7.8516,11.69,2020-07-11,05:59:59,2020-07-12 06:00:00
193.2917,23.4,35.0,7.8832,11.68,2020-07-11,06:59:59,2020-07-12 07:00:02
193.3333,23.34,35.0,7.8455,11.68,2020-07-11,07:59:59,2020-07-12 07:59:57
193.375,23.37,35.0,7.834,11.67,2020-07-11,08:59:59,2020-07-12 09:00:00
193.4167,23.27,35.0,7.8562,11.67,2020-07-11,09:59:59,2020-07-12 10:00:02
193.4583,23.22,35.0,7.8141,11.67,2020-07-11,10:59:59,2020-07-12 10:59:57
193.5,23.29,35.0,7.8046,11.67,2020-07-11,11:59:59,2020-07-12 12:00:00
193.5417,23.34,35.0,7.7485,11.67,2020-07-11,12:59:59,2020-07-12 13:00:02
193.5833,23.55,35.0,7.6055,11.66,2020-07-11,13:59:59,2020-07-12 13:59:57
193.7083,24.19,35.0,7.8162,11.67,2020-07-11,16:59:59,2020-07-12 16:59:57
193.75,24.71,35.0,7.8728,11.67,2020-07-11,17:59:59,2020-07-12 18:00:00
193.7917,24.84,35.0,7.9287,11.66,2020-07-11,18:59:59,2020-07-12 19:00:02
193.8333,24.84,35.0,7.9147,11.66,2020-07-11,19:59:59,2020-07-12 19:59:57
193.875,24.89,35.0,7.9105,11.66,2020-07-11,20:59:59,2020-07-12 21:00:00
193.9167,24.92,35.0,7.9149,11.66,2020-07-11,21:59:59,2020-07-12 22:00:02
193.9583,25.05,35.0,7.9247,11.66,2020-07-11,22:59:59,2020-07-12 22:59:57
194.0,25.0,35.0,7.9142,11.66,2020-07-11,23:59:59,2020-07-13 00:00:00
194.0417,24.92,35.0,7.8857,11.65,2020-07-12,00:59:59,2020-07-13 01:00:02
194.0833,25.0,35.0,7.8208,11.65,2020-07-12,01:59:59,2020-07-13 01:59:57
194.125,25.18,35.0,7.6563,11.65,2020-07-12,02:59:59,2020-07-13 03:00:00
194.25,24.74,35.0,7.8139,11.64,2020-07-12,05:59:59,2020-07-13 06:00:00
194.2917,24.66,35.0,7.8411,11.63,2020-07-12,06:59:59,2020-07-13 07:00:02
194.3333,24.68,35.0,7.8722,11.63,2020-07-12,07:59:59,2020-07-13 07:59:57
194.375,24.61,35.0,7.8405,11.63,2020-07-12,08:59:59,2020-07-13 09:00:00
194.4167,24.55,35.0,7.8241,11.62,2020-07-12,09:59:59,2020-07-13 10:00:02
194.4583,24.63,35.0,7.818,11.62,2020-07-12,10:59:59,2020-07-13 10:59:57
194.5,24.66,35.0,7.8141,11.62,2020-07-12,11:59:59,2020-07-13 12:00:00
194.5417,24.66,35.0,7.8164,11.62,2020-07-12,12:59:59,2020-07-13 13:00:02
194.5833,24.89,35.0,7.765,11.62,2020-07-12,13:59:59,2020-07-13 13:59:57
194.625,25.29,35.0,7.6301,11.62,2020-07-12,14:59:59,2020-07-13 15:00:00
194.75,26.19,35.0,7.8617,11.62,2020-07-12,17:59:59,2020-07-13 18:00:00
194.7917,26.51,35.0,7.9141,11.62,2020-07-12,18:59:59,2020-07-13 19:00:02
194.8333,26.59,35.0,7.9122,11.62,2020-07-12,19:59:59,2020-07-13 19:59:57
194.875,26.62,35.0,7.9045,11.62,2020-07-12,20:59:59,2020-07-13 21:00:00
194.9167,26.62,35.0,7.9079,11.61,2020-07-12,21:59:59,2020-07-13 22:00:02
194.9583,26.59,35.0,7.8951,11.61,2020-07-12,22:59:59,2020-07-13 22:59:57
195.0,26.53,35.0,7.8869,11.61,2020-07-12,23:59:59,2020-07-14 00:00:00
195.0417,26.43,35.0,7.8852,11.61,2020-07-13,00:59:59,2020-07-14 01:00:02
195.0833,26.37,35.0,7.8506,11.61,2020-07-13,01:59:59,2020-07-14 01:59:57
195.125,26.32,35.0,7.7727,11.6,2020-07-13,02:59:59,2020-07-14 03:00:00
195.1667,26.19,35.0,7.5746,11.6,2020-07-13,03:59:59,2020-07-14 04:00:02
195.2917,25.36,35.0,7.8273,11.59,2020-07-13,06:59:59,2020-07-14 07:00:02
195.3333,25.31,35.0,7.8842,11.58,2020-07-13,07:59:59,2020-07-14 07:59:57
195.375,25.31,35.0,7.9133,11.58,2020-07-13,08:59:59,2020-07-14 09:00:00
195.4167,25.23,35.0,7.9915,11.57,2020-07-13,09:59:59,2020-07-14 10:00:02
195.4583,25.26,35.0,7.9745,11.57,2020-07-13,10:59:59,2020-07-14 10:59:57
195.5,25.29,35.0,7.9553,11.57,2020-07-13,11:59:59,2020-07-14 12:00:00
195.5417,25.36,35.0,7.9604,11.56,2020-07-13,12:59:59,2020-07-14 13:00:02
195.5833,25.5,35.0,7.9392,11.57,2020-07-13,13:59:59,2020-07-14 13:59:57
195.625,25.63,35.0,7.8647,11.56,2020-07-13,14:59:59,2020-07-14 15:00:00
195.6667,25.89,35.0,7.6538,11.56,2020-07-13,15:59:59,2020-07-14 16:00:02
195.75,26.11,35.0,7.7375,11.56,2020-07-13,17:59:59,2020-07-14 18:00:00
195.7917,26.03,35.0,7.9508,11.56,2020-07-13,18:59:59,2020-07-14 19:00:02
195.8333,25.92,35.0,7.9441,11.56,2020-07-13,19:59:59,2020-07-14 19:59:57
195.875,25.81,35.0,7.9279,11.56,2020-07-13,20:59:59,2020-07-14 21:00:00
195.9167,25.73,35.0,7.9274,11.55,2020-07-13,21:59:59,2020-07-14 22:00:02
195.9583,25.63,35.0,7.9128,11.55,2020-07-13,22:59:59,2020-07-14 22:59:57
196.0,25.58,35.0,7.9036,11.55,2020-07-13,23:59:59,2020-07-15 00:00:00
196.0417,25.52,35.0,7.8931,11.54,2020-07-14,00:59:59,2020-07-15 01:00:02
196.0833,25.47,35.0,7.8838,11.54,2020-07-14,01:59:59,2020-07-15 01:59:57
196.125,25.5,35.0,7.8449,11.54,2020-07-14,02:59:59,2020-07-15 03:00:00
196.1667,25.55,35.0,7.7387,11.54,2020-07-14,03:59:59,2020-07-15 04:00:02
196.2083,25.63,35.0,7.5121,11.54,2020-07-14,04:59:59,2020-07-15 04:59:57
196.2917,25.31,35.0,7.6217,11.53,2020-07-14,06:59:59,2020-07-15 07:00:02
196.3333,25.08,35.0,7.8071,11.52,2020-07-14,07:59:59,2020-07-15 07:59:57
196.375,25.08,35.0,7.8336,11.52,2020-07-14,08:59:59,2020-07-15 09:00:00
196.4167,25.1,35.0,7.8346,11.52,2020-07-14,09:59:59,2020-07-15 10:00:02
196.4583,25.13,35.0,7.8166,11.51,2020-07-14,10:59:59,2020-07-15 10:59:57
196.5,25.02,35.0,7.7994,11.51,2020-07-14,11:59:59,2020-07-15 12:00:00
196.5417,24.5,35.0,7.7843,11.51,2020-07-14,12:59:59,2020-07-15 13:00:02
196.5833,25.21,35.0,7.8244,11.51,2020-07-14,13:59:59,2020-07-15 13:59:57
196.625,25.52,35.0,7.9453,11.51,2020-07-14,14:59:59,2020-07-15 15:00:00
196.7917,24.42,35.0,8.0405,11.51,2020-07-14,18:59:59,2020-07-15 19:00:02
196.9583,24.53,35.0,7.9845,11.48,2020-07-14,22:59:59,2020-07-15 22:59:57
197.0,24.4,35.0,7.954,11.48,2020-07-14,23:59:59,2020-07-16 00:00:00
197.0417,24.35,35.0,7.9413,11.48,2020-07-15,00:59:59,2020-07-16 01:00:02
197.0833,24.27,35.0,7.9032,11.48,2020-07-15,01:59:59,2020-07-16 01:59:57
197.125,24.22,35.0,7.9164,11.47,2020-07-15,02:59:59,2020-07-16 03:00:00
197.375,23.29,35.0,7.8814,11.45,2020-07-15,08:59:59,2020-07-16 09:00:00
197.4167,23.14,35.0,7.8097,11.45,2020-07-15,09:59:59,2020-07-16 10:00:02
197.4583,23.07,35.0,7.7856,11.44,2020-07-15,10:59:59,2020-07-16 10:59:57
197.5,23.01,35.0,7.7825,11.44,2020-07-15,11:59:59,2020-07-16 12:00:00
197.5417,22.99,35.0,7.8105,11.44,2020-07-15,12:59:59,2020-07-16 13:00:02
197.5833,22.99,35.0,7.8091,11.43,2020-07-15,13:59:59,2020-07-16 13:59:57
197.625,22.96,35.0,7.7979,11.43,2020-07-15,14:59:59,2020-07-16 15:00:00
197.6667,22.99,35.0,7.7826,11.43,2020-07-15,15:59:59,2020-07-16 16:00:02
197.7083,23.14,35.0,7.69,11.43,2020-07-15,16:59:59,2020-07-16 16:59:57
197.7917,23.24,35.0,7.7644,11.43,2020-07-15,18:59:59,2020-07-16 19:00:02
197.8333,22.94,35.0,7.9125,11.42,2020-07-15,19:59:59,2020-07-16 19:59:57
197.875,22.94,35.0,7.9366,11.42,2020-07-15,20:59:59,2020-07-16 21:00:00
197.9167,23.01,35.0,7.993,11.41,2020-07-15,21:59:59,2020-07-16 22:00:02
197.9583,22.91,35.0,8.0043,11.41,2020-07-15,22:59:59,2020-07-16 22:59:57
198.0,22.84,35.0,7.9827,11.41,2020-07-15,23:59:59,2020-07-17 00:00:00
198.0417,22.79,35.0,7.9641,11.4,2020-07-16,00:59:59,2020-07-17 01:00:02
198.0833,22.81,35.0,7.9622,11.4,2020-07-16,01:59:59,2020-07-17 01:59:57
198.125,22.71,35.0,7.945,11.4,2020-07-16,02:59:59,2020-07-17 03:00:00
198.1667,22.56,35.0,7.9375,11.4,2020-07-16,03:59:59,2020-07-17 04:00:02
198.2083,22.41,35.0,7.8789,11.4,2020-07-16,04:59:59,2020-07-17 04:59:57
198.25,22.26,35.0,7.7227,11.39,2020-07-16,05:59:59,2020-07-17 06:00:00
198.375,22.06,35.0,7.8679,11.38,2020-07-16,08:59:59,2020-07-17 09:00:00
198.4167,21.91,35.0,7.8801,11.37,2020-07-16,09:59:59,2020-07-17 10:00:02
198.4583,21.88,35.0,7.8825,11.37,2020-07-16,10:59:59,2020-07-17 10:59:57
198.5,21.88,35.0,7.8757,11.37,2020-07-16,11:59:59,2020-07-17 12:00:00
198.5417,21.96,35.0,7.8885,11.37,2020-07-16,12:59:59,2020-07-17 13:00:02
198.5833,22.11,35.0,7.9146,11.37,2020-07-16,13:59:59,2020-07-17 13:59:57
198.625,22.31,35.0,7.914,11.37,2020-07-16,14:59:59,2020-07-17 15:00:00
198.6667,22.53,35.0,7.894,11.37,2020-07-16,15:59:59,2020-07-17 16:00:02
198.7083,22.76,35.0,7.875,11.37,2020-07-16,16:59:59,2020-07-17 16:59:57
198.75,23.14,35.0,7.8049,11.37,2020-07-16,17:59:59,2020-07-17 18:00:00
198.7917,23.55,35.0,7.6435,11.37,2020-07-16,18:59:59,2020-07-17 19:00:02
198.8333,23.6,35.0,7.9788,11.37,2020-07-16,19:59:59,2020-07-17 19:59:57
198.875,23.83,35.0,8.0822,11.37,2020-07-16,20:59:59,2020-07-17 21:00:00
198.9167,23.86,35.0,8.1182,11.38,2020-07-16,21:59:59,2020-07-17 22:00:02
198.9583,23.73,35.0,8.0902,11.37,2020-07-16,22:59:59,2020-07-17 22:59:57
199.0,23.57,35.0,8.0537,11.37,2020-07-16,23:59:59,2020-07-18 00:00:00
199.0417,23.27,35.0,7.9958,11.37,2020-07-17,00:59:59,2020-07-18 01:00:02
199.0833,23.09,35.0,7.9684,11.36,2020-07-17,01:59:59,2020-07-18 01:59:57
199.125,22.96,35.0,7.9537,11.36,2020-07-17,02:59:59,2020-07-18 03:00:00
199.1667,22.89,35.0,7.9493,11.35,2020-07-17,03:59:59,2020-07-18 04:00:02
199.2083,22.94,35.0,7.9965,11.35,2020-07-17,04:59:59,2020-07-18 04:59:57
199.2917,22.66,35.0,8.1036,11.35,2020-07-17,06:59:59,2020-07-18 07:00:02
199.4167,21.88,35.0,7.8365,11.33,2020-07-17,09:59:59,2020-07-18 10:00:02
199.4583,21.66,35.0,7.8411,11.33,2020-07-17,10:59:59,2020-07-18 10:59:57
199.5,21.51,35.0,7.8752,11.32,2020-07-17,11:59:59,2020-07-18 12:00:00
199.5417,21.58,35.0,7.8547,11.32,2020-07-17,12:59:59,2020-07-18 13:00:02
199.5833,21.56,35.0,7.8422,11.32,2020-07-17,13:59:59,2020-07-18 13:59:57
199.625,21.51,35.0,7.8208,11.31,2020-07-17,14:59:59,2020-07-18 15:00:00
199.6667,21.56,35.0,7.8378,11.31,2020-07-17,15:59:59,2020-07-18 16:00:02
199.7083,21.61,35.0,7.8424,11.31,2020-07-17,16:59:59,2020-07-18 16:59:57
199.75,21.66,35.0,7.8517,11.31,2020-07-17,17:59:59,2020-07-18 18:00:00
199.7917,22.01,35.0,7.7254,11.31,2020-07-17,18:59:59,2020-07-18 19:00:02
199.8333,22.13,35.0,7.6187,11.31,2020-07-17,19:59:59,2020-07-18 19:59:57
199.875,21.86,35.0,7.9142,11.31,2020-07-17,20:59:59,2020-07-18 21:00:00
199.9167,21.88,35.0,7.9275,11.3,2020-07-17,21:59:59,2020-07-18 22:00:02
199.9583,21.83,35.0,7.9351,11.3,2020-07-17,22:59:59,2020-07-18 22:59:57
200.0,21.83,35.0,7.9488,11.3,2020-07-17,23:59:59,2020-07-19 00:00:00
200.125,21.68,35.0,7.8368,11.29,2020-07-18,02:59:59,2020-07-19 03:00:00
200.1667,21.68,35.0,7.8778,11.29,2020-07-18,03:59:59,2020-07-19 04:00:02
200.2083,21.71,35.0,7.8828,11.29,2020-07-18,04:59:59,2020-07-19 04:59:57
200.25,21.73,35.0,7.9657,11.29,2020-07-18,05:59:59,2020-07-19 06:00:00
200.2917,21.73,35.0,7.6933,11.29,2020-07-18,06:59:59,2020-07-19 07:00:02
200.5417,21.88,35.0,7.9156,11.27,2020-07-18,12:59:59,2020-07-19 13:00:02
200.625,22.48,35.0,7.9051,11.28,2020-07-18,14:59:59,2020-07-19 15:00:00
200.6667,22.76,35.0,7.8947,11.28,2020-07-18,15:59:59,2020-07-19 16:00:02
200.7083,23.04,35.0,7.8875,11.28,2020-07-18,16:59:59,2020-07-19 16:59:57
200.7917,23.63,35.0,7.861,11.28,2020-07-18,18:59:59,2020-07-19 19:00:02
200.8333,24.14,35.0,7.7307,11.29,2020-07-18,19:59:59,2020-07-19 19:59:57
200.875,24.35,35.0,7.6788,11.29,2020-07-18,20:59:59,2020-07-19 21:00:00
201.2917,23.47,35.0,7.7625,11.26,2020-07-19,06:59:59,2020-07-20 07:00:02
201.625,23.83,35.0,7.9681,11.25,2020-07-19,14:59:59,2020-07-20 15:00:00
201.7083,24.06,35.0,7.9329,11.25,2020-07-19,16:59:59,2020-07-20 16:59:57
201.75,24.22,35.0,7.8924,11.25,2020-07-19,17:59:59,2020-07-20 18:00:00
201.7917,24.3,35.0,7.8835,11.25,2020-07-19,18:59:59,2020-07-20 19:00:02
201.8333,24.5,35.0,7.84,11.25,2020-07-19,19:59:59,2020-07-20 19:59:57
201.875,24.87,35.0,7.6896,11.25,2020-07-19,20:59:59,2020-07-20 21:00:00
201.9167,24.97,35.0,7.6022,11.25,2020-07-19,21:59:59,2020-07-20 22:00:02
201.9583,24.76,35.0,7.8413,11.25,2020-07-19,22:59:59,2020-07-20 22:59:57
202.0,24.71,35.0,7.8764,11.25,2020-07-19,23:59:59,2020-07-21 00:00:00
202.0417,24.66,35.0,7.9176,11.25,2020-07-20,00:59:59,2020-07-21 01:00:02
202.0833,24.71,35.0,7.9075,11.25,2020-07-20,01:59:59,2020-07-21 01:59:57
202.125,24.66,35.0,7.8999,11.25,2020-07-20,02:59:59,2020-07-21 03:00:00
202.1667,24.45,35.0,7.8745,11.24,2020-07-20,03:59:59,2020-07-21 04:00:02
202.2083,24.32,35.0,7.8752,11.24,2020-07-20,04:59:59,2020-07-21 04:59:57
202.25,24.3,35.0,7.8549,11.24,2020-07-20,05:59:59,2020-07-21 06:00:00
202.2917,24.3,35.0,7.8427,11.24,2020-07-20,06:59:59,2020-07-21 07:00:02
202.3333,24.22,35.0,7.7378,11.24,2020-07-20,07:59:59,2020-07-21 07:59:57
202.375,24.01,35.0,7.5424,11.23,2020-07-20,08:59:59,2020-07-21 09:00:00
202.5417,24.11,35.0,7.7857,11.22,2020-07-20,12:59:59,2020-07-21 13:00:02
202.5833,24.17,35.0,7.8334,11.22,2020-07-20,13:59:59,2020-07-21 13:59:57
202.625,24.22,35.0,7.8827,11.22,2020-07-20,14:59:59,2020-07-21 15:00:00
202.6667,24.35,35.0,7.878,11.22,2020-07-20,15:59:59,2020-07-21 16:00:02
202.7083,24.48,35.0,7.8645,11.22,2020-07-20,16:59:59,2020-07-21 16:59:57
202.75,24.58,35.0,7.8554,11.22,2020-07-20,17:59:59,2020-07-21 18:00:00
202.7917,25.1,35.0,7.8775,11.22,2020-07-20,18:59:59,2020-07-21 19:00:02
202.8333,25.39,35.0,7.864,11.22,2020-07-20,19:59:59,2020-07-21 19:59:57
202.875,25.79,35.0,7.7779,11.22,2020-07-20,20:59:59,2020-07-21 21:00:00
202.9167,26.19,35.0,7.5489,11.23,2020-07-20,21:59:59,2020-07-21 22:00:02
202.9583,25.97,35.0,7.6364,11.23,2020-07-20,22:59:59,2020-07-21 22:59:57
203.0,25.42,35.0,7.8692,11.22,2020-07-20,23:59:59,2020-07-22 00:00:00
203.0417,25.26,35.0,7.8713,11.22,2020-07-21,00:59:59,2020-07-22 01:00:02
203.0833,25.18,35.0,7.8697,11.22,2020-07-21,01:59:59,2020-07-22 01:59:57
203.125,25.1,35.0,7.882,11.21,2020-07-21,02:59:59,2020-07-22 03:00:00
203.1667,25.08,35.0,7.8787,11.21,2020-07-21,03:59:59,2020-07-22 04:00:02
203.2083,24.97,35.0,7.8487,11.21,2020-07-21,04:59:59,2020-07-22 04:59:57
203.25,24.95,35.0,7.8318,11.21,2020-07-21,05:59:59,2020-07-22 06:00:00
203.2917,24.89,35.0,7.8313,11.2,2020-07-21,06:59:59,2020-07-22 07:00:02
203.3333,24.84,35.0,7.7954,11.2,2020-07-21,07:59:59,2020-07-22 07:59:57
203.375,24.74,35.0,7.6344,11.2,2020-07-21,08:59:59,2020-07-22 09:00:00
203.5417,23.57,35.0,7.7642,11.19,2020-07-21,12:59:59,2020-07-22 13:00:02
203.5833,23.6,35.0,7.8133,11.18,2020-07-21,13:59:59,2020-07-22 13:59:57
203.625,23.78,35.0,7.8216,11.18,2020-07-21,14:59:59,2020-07-22 15:00:00
203.6667,24.32,35.0,7.8756,11.18,2020-07-21,15:59:59,2020-07-22 16:00:02
203.7083,24.4,35.0,7.9172,11.17,2020-07-21,16:59:59,2020-07-22 16:59:57
203.75,24.58,35.0,7.9152,11.18,2020-07-21,17:59:59,2020-07-22 18:00:00
203.7917,24.89,35.0,7.9124,11.18,2020-07-21,18:59:59,2020-07-22 19:00:02
203.8333,25.26,35.0,7.9022,11.18,2020-07-21,19:59:59,2020-07-22 19:59:57
203.875,25.5,35.0,7.8387,11.18,2020-07-21,20:59:59,2020-07-22 21:00:00
203.9167,26.16,35.0,7.7103,11.19,2020-07-21,21:59:59,2020-07-22 22:00:02
203.9583,26.86,35.0,7.5183,11.2,2020-07-21,22:59:59,2020-07-22 22:59:57
204.0,25.42,35.0,7.8654,11.2,2020-07-21,23:59:59,2020-07-23 00:00:00
204.0417,25.08,35.0,7.8679,11.18,2020-07-22,00:59:59,2020-07-23 01:00:02
204.0833,24.87,35.0,7.8603,11.18,2020-07-22,01:59:59,2020-07-23 01:59:57
204.125,24.89,35.0,7.8621,11.17,2020-07-22,02:59:59,2020-07-23 03:00:00
204.1667,24.89,35.0,7.8613,11.17,2020-07-22,03:59:59,2020-07-23 04:00:02
204.2083,24.63,35.0,7.8409,11.17,2020-07-22,04:59:59,2020-07-23 04:59:57
204.25,24.4,35.0,7.8235,11.16,2020-07-22,05:59:59,2020-07-23 06:00:00
204.2917,24.35,35.0,7.7995,11.16,2020-07-22,06:59:59,2020-07-23 07:00:02
204.3333,24.37,35.0,7.7997,11.15,2020-07-22,07:59:59,2020-07-23 07:59:57
204.375,24.48,35.0,7.7461,11.15,2020-07-22,08:59:59,2020-07-23 09:00:00
204.4167,24.48,35.0,7.5873,11.15,2020-07-22,09:59:59,2020-07-23 10:00:02
204.5833,24.35,35.0,7.7829,11.15,2020-07-22,13:59:59,2020-07-23 13:59:57
204.625,24.92,35.0,7.8403,11.15,2020-07-22,14:59:59,2020-07-23 15:00:00
204.6667,25.08,35.0,7.8649,11.15,2020-07-22,15:59:59,2020-07-23 16:00:02
204.7083,25.1,35.0,7.8793,11.15,2020-07-22,16:59:59,2020-07-23 16:59:57
204.75,24.92,35.0,7.8773,11.15,2020-07-22,17:59:59,2020-07-23 18:00:00
204.7917,24.81,35.0,7.8847,11.14,2020-07-22,18:59:59,2020-07-23 19:00:02
204.8333,25.18,35.0,7.8919,11.14,2020-07-22,19:59:59,2020-07-23 19:59:57
204.875,25.63,35.0,7.8863,11.14,2020-07-22,20:59:59,2020-07-23 21:00:00
204.9167,25.95,35.0,7.8127,11.15,2020-07-22,21:59:59,2020-07-23 22:00:02
204.9583,26.35,35.0,7.6441,11.15,2020-07-22,22:59:59,2020-07-23 22:59:57
205.0417,25.05,35.0,7.8376,11.15,2020-07-23,00:59:59,2020-07-24 01:00:02
205.0833,24.89,35.0,7.8141,11.14,2020-07-23,01:59:59,2020-07-24 01:59:57
205.125,24.5,35.0,7.8324,11.13,2020-07-23,02:59:59,2020-07-24 03:00:00
205.1667,24.45,35.0,7.8258,11.13,2020-07-23,03:59:59,2020-07-24 04:00:02
205.2083,24.4,35.0,7.8028,11.12,2020-07-23,04:59:59,2020-07-24 04:59:57
205.25,24.53,35.0,7.8007,11.12,2020-07-23,05:59:59,2020-07-24 06:00:00
205.2917,24.48,35.0,7.8073,11.12,2020-07-23,06:59:59,2020-07-24 07:00:02
205.3333,24.5,35.0,7.7901,11.12,2020-07-23,07:59:59,2020-07-24 07:59:57
205.375,24.48,35.0,7.7725,11.11,2020-07-23,08:59:59,2020-07-24 09:00:00
205.4167,24.45,35.0,7.6918,11.11,2020-07-23,09:59:59,2020-07-24 10:00:02
205.625,25.71,35.0,7.8019,11.11,2020-07-23,14:59:59,2020-07-24 15:00:00
205.6667,26.19,35.0,7.8787,11.12,2020-07-23,15:59:59,2020-07-24 16:00:02
205.7083,26.43,35.0,7.876,11.12,2020-07-23,16:59:59,2020-07-24 16:59:57
205.75,26.45,35.0,7.9,11.13,2020-07-23,17:59:59,2020-07-24 18:00:00
205.7917,26.48,35.0,7.912,11.13,2020-07-23,18:59:59,2020-07-24 19:00:02
205.8333,26.56,35.0,7.9117,11.13,2020-07-23,19:59:59,2020-07-24 19:59:57
205.875,26.59,35.0,7.9105,11.13,2020-07-23,20:59:59,2020-07-24 21:00:00
205.9167,26.72,35.0,7.8672,11.12,2020-07-23,21:59:59,2020-07-24 22:00:02
205.9583,26.89,35.0,7.7768,11.13,2020-07-23,22:59:59,2020-07-24 22:59:57
206.0,26.97,35.0,7.572,11.12,2020-07-23,23:59:59,2020-07-25 00:00:00
206.0833,26.56,35.0,7.7278,11.12,2020-07-24,01:59:59,2020-07-25 01:59:57
206.125,26.21,35.0,7.8621,11.12,2020-07-24,02:59:59,2020-07-25 03:00:00
206.1667,25.97,35.0,7.8602,11.11,2020-07-24,03:59:59,2020-07-25 04:00:02
206.2083,25.87,35.0,7.8501,11.1,2020-07-24,04:59:59,2020-07-25 04:59:57
206.25,25.73,35.0,7.8615,11.1,2020-07-24,05:59:59,2020-07-25 06:00:00
206.2917,25.44,35.0,7.8393,11.1,2020-07-24,06:59:59,2020-07-25 07:00:02
206.3333,25.39,35.0,7.7984,11.09,2020-07-24,07:59:59,2020-07-25 07:59:57
206.375,25.39,35.0,7.8118,11.09,2020-07-24,08:59:59,2020-07-25 09:00:00
206.4167,25.42,35.0,7.7884,11.09,2020-07-24,09:59:59,2020-07-25 10:00:02
206.4583,25.52,35.0,7.6874,11.09,2020-07-24,10:59:59,2020-07-25 10:59:57
206.5,25.63,35.0,7.5046,11.09,2020-07-24,11:59:59,2020-07-25 12:00:00
206.6667,24.53,35.0,7.8127,11.08,2020-07-24,15:59:59,2020-07-25 16:00:02
206.7083,24.79,35.0,7.8538,11.07,2020-07-24,16:59:59,2020-07-25 16:59:57
206.75,24.97,35.0,7.9104,11.07,2020-07-24,17:59:59,2020-07-25 18:00:00
206.7917,24.79,35.0,7.9399,11.07,2020-07-24,18:59:59,2020-07-25 19:00:02
206.8333,24.87,35.0,7.9465,11.07,2020-07-24,19:59:59,2020-07-25 19:59:57
206.875,24.87,35.0,7.9396,11.06,2020-07-24,20:59:59,2020-07-25 21:00:00
206.9167,25.0,35.0,7.9413,11.06,2020-07-24,21:59:59,2020-07-25 22:00:02
206.9583,25.21,35.0,7.9016,11.06,2020-07-24,22:59:59,2020-07-25 22:59:57
207.0,25.71,35.0,7.7743,11.07,2020-07-24,23:59:59,2020-07-26 00:00:00
