Ordinal_Date,Date,Time,Temp,pH,Battery,Date (UTC)
127.5406,2021-05-07,12:58:31,12.58,7.8887,11.68,2021-05-07 12:58:27
127.8323,2021-05-07,19:58:31,15.84,8.7122,11.71,2021-05-07 19:58:30
127.874,2021-05-07,20:58:31,16.18,7.1305,11.72,2021-05-07 20:58:33
128.2073,2021-05-08,04:58:31,13.74,8.9464,11.7,2021-05-08 04:58:30
128.249,2021-05-08,05:58:31,13.72,8.5874,11.7,2021-05-08 05:58:33
128.2906,2021-05-08,06:58:31,13.56,8.3966,11.69,2021-05-08 06:58:27
128.3323,2021-05-08,07:58:31,13.72,8.4077,11.69,2021-05-08 07:58:30
128.374,2021-05-08,08:58:31,13.97,8.1964,11.69,2021-05-08 08:58:33
128.4156,2021-05-08,09:58:31,13.49,8.0396,11.69,2021-05-08 09:58:27
131.4156,2021-05-11,09:58:31,13.17,8.1429,11.47,2021-05-11 09:58:27
131.999,2021-05-11,23:58:31,15.23,7.9609,11.47,2021-05-11 23:58:33
132.2906,2021-05-12,06:58:31,13.51,8.1061,11.43,2021-05-12 06:58:27
132.4156,2021-05-12,09:58:31,13.29,7.7857,11.41,2021-05-12 09:58:27
132.4573,2021-05-12,10:58:31,13.58,7.6096,11.41,2021-05-12 10:58:30
132.749,2021-05-12,17:58:31,13.83,8.1729,11.4,2021-05-12 17:58:33
132.7906,2021-05-12,18:58:31,14.18,8.1328,11.4,2021-05-12 18:58:27
132.8323,2021-05-12,19:58:31,14.29,8.0423,11.4,2021-05-12 19:58:30
132.874,2021-05-12,20:58:31,14.52,8.2456,11.4,2021-05-12 20:58:33
132.9573,2021-05-12,22:58:31,15.28,7.9601,11.41,2021-05-12 22:58:30
132.999,2021-05-12,23:58:31,15.4,7.8774,11.41,2021-05-12 23:58:33
133.0406,2021-05-13,00:58:31,14.06,7.985,11.4,2021-05-13 00:58:27
133.0823,2021-05-13,01:58:31,13.74,8.0095,11.39,2021-05-13 01:58:30
133.124,2021-05-13,02:58:31,13.63,8.0071,11.38,2021-05-13 02:58:33
133.1656,2021-05-13,03:58:31,13.49,7.9935,11.38,2021-05-13 03:58:27
133.2073,2021-05-13,04:58:31,13.51,7.9884,11.37,2021-05-13 04:58:30
136.1656,2021-05-16,03:58:31,15.56,8.4513,11.26,2021-05-16 03:58:27
136.249,2021-05-16,05:58:31,15.35,7.9989,11.25,2021-05-16 05:58:33
136.2906,2021-05-16,06:58:31,15.07,7.9544,11.24,2021-05-16 06:58:27
136.3323,2021-05-16,07:58:31,14.91,7.9786,11.24,2021-05-16 07:58:30
136.374,2021-05-16,08:58:31,14.82,7.9816,11.24,2021-05-16 08:58:33
136.4156,2021-05-16,09:58:31,14.96,7.9669,11.23,2021-05-16 09:58:27
136.4573,2021-05-16,10:58:31,15.14,7.9476,11.23,2021-05-16 10:58:30
136.499,2021-05-16,11:58:31,15.44,7.8668,11.23,2021-05-16 11:58:33
136.5406,2021-05-16,12:58:31,16.42,7.6757,11.24,2021-05-16 12:58:27
136.5823,2021-05-16,13:58:31,17.21,7.4484,11.24,2021-05-16 13:58:30
136.624,2021-05-16,14:58:31,17.73,7.3897,11.25,2021-05-16 14:58:33
136.6656,2021-05-16,15:58:31,16.51,7.9489,11.25,2021-05-16 15:58:27
136.7073,2021-05-16,16:58:31,16.74,7.9819,11.24,2021-05-16 16:58:30
136.749,2021-05-16,17:58:31,17.21,7.9948,11.24,2021-05-16 17:58:33
136.7906,2021-05-16,18:58:31,17.4,7.9882,11.25,2021-05-16 18:58:27
136.8323,2021-05-16,19:58:31,17.64,8.0105,11.25,2021-05-16 19:58:30
136.874,2021-05-16,20:58:31,17.83,8.0491,11.25,2021-05-16 20:58:33
137.0823,2021-05-17,01:58:31,17.92,8.6028,11.24,2021-05-17 01:58:30
137.124,2021-05-17,02:58:31,17.59,8.0539,11.24,2021-05-17 02:58:33
138.0406,2021-05-18,00:58:31,18.14,7.2565,11.21,2021-05-18 00:58:27
141.9156,2021-05-21,21:58:31,18.92,8.1095,11.08,2021-05-21 21:58:27
141.9573,2021-05-21,22:58:31,18.68,8.0514,11.07,2021-05-21 22:58:30
142.0406,2021-05-22,00:58:31,18.3,8.0542,11.06,2021-05-22 00:58:27
142.0823,2021-05-22,01:58:31,18.26,8.0436,11.06,2021-05-22 01:58:30
142.124,2021-05-22,02:58:31,18.3,8.0564,11.06,2021-05-22 02:58:33
142.1656,2021-05-22,03:58:31,18.37,8.0277,11.06,2021-05-22 03:58:27
142.2073,2021-05-22,04:58:31,18.45,7.9946,11.06,2021-05-22 04:58:30
142.249,2021-05-22,05:58:31,18.8,7.8578,11.06,2021-05-22 05:58:33
142.2906,2021-05-22,06:58:31,18.92,7.7278,11.06,2021-05-22 06:58:27
142.3323,2021-05-22,07:58:31,18.23,7.8812,11.06,2021-05-22 07:58:30
142.374,2021-05-22,08:58:31,17.76,7.9512,11.04,2021-05-22 08:58:33
142.4156,2021-05-22,09:58:31,17.64,7.9618,11.04,2021-05-22 09:58:27
156.6656,2021-06-05,15:58:31,17.47,7.9721,10.58,2021-06-05 15:58:27
156.7073,2021-06-05,16:58:31,17.85,7.9037,10.58,2021-06-05 16:58:30
156.749,2021-06-05,17:58:31,18.57,7.8854,10.59,2021-06-05 17:58:33
156.7906,2021-06-05,18:58:31,19.6,7.7527,10.6,2021-06-05 18:58:27
156.8323,2021-06-05,19:58:31,20.28,7.619,10.62,2021-06-05 19:58:30
156.874,2021-06-05,20:58:31,18.78,7.9839,10.62,2021-06-05 20:58:33
156.9156,2021-06-05,21:58:31,18.76,7.9866,10.61,2021-06-05 21:58:27
156.9573,2021-06-05,22:58:31,18.68,7.979,10.61,2021-06-05 22:58:30
156.999,2021-06-05,23:58:31,18.73,7.9818,10.6,2021-06-05 23:58:33
157.0406,2021-06-06,00:58:31,19.0,7.9852,10.6,2021-06-06 00:58:27
157.0823,2021-06-06,01:58:31,18.97,7.9809,10.61,2021-06-06 01:58:30
157.124,2021-06-06,02:58:31,19.0,7.98,10.6,2021-06-06 02:58:33
157.1656,2021-06-06,03:58:31,18.9,7.9701,10.61,2021-06-06 03:58:27
157.2073,2021-06-06,04:58:31,18.83,7.9449,10.6,2021-06-06 04:58:30
157.249,2021-06-06,05:58:31,18.68,7.8773,10.6,2021-06-06 05:58:33
157.2906,2021-06-06,06:58:31,18.88,7.7135,10.6,2021-06-06 06:58:27
157.3323,2021-06-06,07:58:31,19.43,7.4511,10.6,2021-06-06 07:58:30
157.374,2021-06-06,08:58:31,19.62,7.2778,10.61,2021-06-06 08:58:33
157.4156,2021-06-06,09:58:31,18.35,7.8593,10.61,2021-06-06 09:58:27
157.4573,2021-06-06,10:58:31,18.04,7.9241,10.59,2021-06-06 10:58:30
157.499,2021-06-06,11:58:31,17.78,7.9484,10.59,2021-06-06 11:58:33
157.5406,2021-06-06,12:58:31,17.95,7.962,10.58,2021-06-06 12:58:27
157.5823,2021-06-06,13:58:31,17.78,7.9536,10.58,2021-06-06 13:58:30
157.624,2021-06-06,14:58:31,17.69,7.9631,10.57,2021-06-06 14:58:33
157.6656,2021-06-06,15:58:31,18.18,7.9548,10.57,2021-06-06 15:58:27
157.7073,2021-06-06,16:58:31,18.95,7.9514,10.58,2021-06-06 16:58:30
157.749,2021-06-06,17:58:31,19.57,7.9359,10.59,2021-06-06 17:58:33
157.7906,2021-06-06,18:58:31,20.7,7.8506,10.61,2021-06-06 18:58:27
189.5417,2021-07-08,13:00:00,23.01,7.7087,9.96,2021-07-08 13:00:02
189.625,2021-07-08,14:59:59,23.29,7.8178,10.04,2021-07-08 15:00:00
189.6667,2021-07-08,15:59:59,23.29,7.8581,10.06,2021-07-08 16:00:02
189.7083,2021-07-08,16:59:59,23.34,7.863,10.07,2021-07-08 16:59:57
189.75,2021-07-08,17:59:59,23.57,7.8714,10.07,2021-07-08 18:00:00
189.7917,2021-07-08,18:59:59,23.73,7.8643,10.09,2021-07-08 19:00:02
189.8333,2021-07-08,19:59:59,23.99,7.8315,10.1,2021-07-08 19:59:57
189.875,2021-07-08,20:59:59,24.27,7.7469,10.12,2021-07-08 21:00:00
189.9167,2021-07-08,21:59:59,24.58,7.6426,10.14,2021-07-08 22:00:02
189.9583,2021-07-08,22:59:59,23.57,7.8837,10.14,2021-07-08 22:59:57
190.0,2021-07-08,23:59:59,23.34,7.8698,10.14,2021-07-09 00:00:00
190.0417,2021-07-09,00:59:59,23.04,7.8599,10.13,2021-07-09 01:00:02
190.0833,2021-07-09,01:59:59,23.19,7.8865,10.12,2021-07-09 01:59:57
190.125,2021-07-09,02:59:59,23.04,7.8802,10.11,2021-07-09 03:00:00
190.1667,2021-07-09,03:59:59,22.99,7.8746,10.13,2021-07-09 04:00:02
190.2083,2021-07-09,04:59:59,22.89,7.8629,10.14,2021-07-09 04:59:57
190.25,2021-07-09,05:59:59,22.91,7.8505,10.15,2021-07-09 06:00:00
190.2917,2021-07-09,06:59:59,22.96,7.8436,10.12,2021-07-09 07:00:02
190.3333,2021-07-09,07:59:59,23.01,7.7782,10.11,2021-07-09 07:59:57
190.375,2021-07-09,08:59:59,23.14,7.6243,10.12,2021-07-09 09:00:00
190.4167,2021-07-09,09:59:59,23.47,7.4117,10.13,2021-07-09 10:00:02
190.4583,2021-07-09,10:59:59,23.83,7.2083,10.16,2021-07-09 10:59:57
190.5,2021-07-09,11:59:59,23.81,7.1712,10.18,2021-07-09 12:00:00
190.5417,2021-07-09,12:59:59,22.61,7.7602,10.18,2021-07-09 13:00:02
190.5833,2021-07-09,13:59:59,22.58,7.7879,10.18,2021-07-09 13:59:57
190.625,2021-07-09,14:59:59,22.58,7.7906,10.16,2021-07-09 15:00:00
190.6667,2021-07-09,15:59:59,22.66,7.7951,10.14,2021-07-09 16:00:02
190.7083,2021-07-09,16:59:59,22.71,7.8245,10.13,2021-07-09 16:59:57
190.75,2021-07-09,17:59:59,22.69,7.8682,10.15,2021-07-09 18:00:00
190.7917,2021-07-09,18:59:59,22.53,7.8615,10.16,2021-07-09 19:00:02
190.8333,2021-07-09,19:59:59,22.66,7.8241,10.13,2021-07-09 19:59:57
190.875,2021-07-09,20:59:59,22.74,7.7552,10.11,2021-07-09 21:00:00
190.9167,2021-07-09,21:59:59,22.81,7.6498,10.05,2021-07-09 22:00:02
190.9583,2021-07-09,22:59:59,23.01,7.5055,10.11,2021-07-09 22:59:57
191.0,2021-07-09,23:59:59,23.09,7.4147,10.14,2021-07-10 00:00:00
191.0417,2021-07-10,00:59:59,22.53,7.7563,10.14,2021-07-10 01:00:02
191.0833,2021-07-10,01:59:59,22.41,7.8162,10.14,2021-07-10 01:59:57
191.125,2021-07-10,02:59:59,22.41,7.8227,10.14,2021-07-10 03:00:00
191.1667,2021-07-10,03:59:59,22.41,7.8251,10.14,2021-07-10 04:00:02
191.2083,2021-07-10,04:59:59,22.38,7.8277,10.14,2021-07-10 04:59:57
191.25,2021-07-10,05:59:59,22.38,7.8212,10.15,2021-07-10 06:00:00
191.2917,2021-07-10,06:59:59,22.33,7.804,10.13,2021-07-10 07:00:02
191.3333,2021-07-10,07:59:59,22.28,7.7653,10.1,2021-07-10 07:59:57
191.375,2021-07-10,08:59:59,22.26,7.6561,10.1,2021-07-10 09:00:00
191.4167,2021-07-10,09:59:59,22.36,7.4201,10.1,2021-07-10 10:00:02
191.4583,2021-07-10,10:59:59,22.58,7.1663,10.12,2021-07-10 10:59:57
191.5,2021-07-10,11:59:59,22.66,7.0626,10.13,2021-07-10 12:00:00
191.5417,2021-07-10,12:59:59,22.36,7.7006,10.14,2021-07-10 13:00:02
191.5833,2021-07-10,13:59:59,22.43,7.7441,10.13,2021-07-10 13:59:57
191.625,2021-07-10,14:59:59,22.41,7.7617,10.13,2021-07-10 15:00:00
191.6667,2021-07-10,15:59:59,22.41,7.7719,10.11,2021-07-10 16:00:02
191.7083,2021-07-10,16:59:59,22.41,7.7735,10.12,2021-07-10 16:59:57
191.75,2021-07-10,17:59:59,22.38,7.7894,10.13,2021-07-10 18:00:00
191.7917,2021-07-10,18:59:59,22.53,7.7803,10.12,2021-07-10 19:00:02
191.8333,2021-07-10,19:59:59,22.56,7.769,10.11,2021-07-10 19:59:57
191.875,2021-07-10,20:59:59,22.58,7.747,10.11,2021-07-10 21:00:00
191.9167,2021-07-10,21:59:59,22.64,7.6284,10.1,2021-07-10 22:00:02
191.9583,2021-07-10,22:59:59,22.74,7.4035,10.11,2021-07-10 22:59:57
192.0,2021-07-10,23:59:59,22.46,7.7267,10.12,2021-07-11 00:00:00
192.0417,2021-07-11,00:59:59,22.16,7.8127,10.11,2021-07-11 01:00:02
192.0833,2021-07-11,01:59:59,22.06,7.8074,10.1,2021-07-11 01:59:57
192.125,2021-07-11,02:59:59,22.03,7.8046,10.09,2021-07-11 03:00:00
192.1667,2021-07-11,03:59:59,22.03,7.8141,10.09,2021-07-11 04:00:02
192.2083,2021-07-11,04:59:59,21.96,7.8039,10.09,2021-07-11 04:59:57
192.25,2021-07-11,05:59:59,21.88,7.8042,10.09,2021-07-11 06:00:00
192.2917,2021-07-11,06:59:59,21.83,7.806,10.09,2021-07-11 07:00:02
192.3333,2021-07-11,07:59:59,21.78,7.7849,10.06,2021-07-11 07:59:57
192.375,2021-07-11,08:59:59,21.68,7.7318,10.04,2021-07-11 09:00:00
192.4583,2021-07-11,10:59:59,21.41,7.3963,10.02,2021-07-11 10:59:57
192.5,2021-07-11,11:59:59,21.56,7.1819,10.05,2021-07-11 12:00:00
192.5417,2021-07-11,12:59:59,21.68,7.1342,10.05,2021-07-11 13:00:02
192.5833,2021-07-11,13:59:59,21.78,7.7736,10.05,2021-07-11 13:59:57
192.625,2021-07-11,14:59:59,22.03,7.8108,10.06,2021-07-11 15:00:00
192.6667,2021-07-11,15:59:59,22.31,7.8221,10.06,2021-07-11 16:00:02
192.7083,2021-07-11,16:59:59,22.48,7.8716,10.06,2021-07-11 16:59:57
192.75,2021-07-11,17:59:59,22.76,7.9063,10.07,2021-07-11 18:00:00
192.7917,2021-07-11,18:59:59,22.79,7.9112,10.07,2021-07-11 19:00:02
192.8333,2021-07-11,19:59:59,23.14,7.9172,10.07,2021-07-11 19:59:57
192.875,2021-07-11,20:59:59,23.12,7.9021,10.06,2021-07-11 21:00:00
192.9167,2021-07-11,21:59:59,23.19,7.8554,10.06,2021-07-11 22:00:02
192.9583,2021-07-11,22:59:59,23.29,7.7268,10.07,2021-07-11 22:59:57
193.0,2021-07-11,23:59:59,23.32,7.5744,10.08,2021-07-12 00:00:00
193.0417,2021-07-12,00:59:59,23.12,7.8097,10.08,2021-07-12 01:00:02
193.0833,2021-07-12,01:59:59,22.86,7.831,10.07,2021-07-12 01:59:57
193.125,2021-07-12,02:59:59,22.79,7.8286,10.06,2021-07-12 03:00:00
193.1667,2021-07-12,03:59:59,22.69,7.8351,10.06,2021-07-12 04:00:02
193.2083,2021-07-12,04:59:59,22.41,7.8383,10.05,2021-07-12 04:59:57
193.25,2021-07-12,05:59:59,22.38,7.8226,10.05,2021-07-12 06:00:00
193.2917,2021-07-12,06:59:59,22.41,7.8002,10.05,2021-07-12 07:00:02
193.3333,2021-07-12,07:59:59,22.33,7.7905,10.04,2021-07-12 07:59:57
193.375,2021-07-12,08:59:59,22.36,7.7787,10.0,2021-07-12 09:00:00
193.4167,2021-07-12,09:59:59,22.38,7.7136,9.94,2021-07-12 10:00:02
193.4583,2021-07-12,10:59:59,22.43,7.5486,9.94,2021-07-12 10:59:57
193.5,2021-07-12,11:59:59,22.53,7.3231,9.96,2021-07-12 12:00:00
193.5417,2021-07-12,12:59:59,22.64,7.1626,9.98,2021-07-12 13:00:02
193.5833,2021-07-12,13:59:59,22.53,7.2975,9.99,2021-07-12 13:59:57
193.625,2021-07-12,14:59:59,22.36,7.7394,9.99,2021-07-12 15:00:00
193.6667,2021-07-12,15:59:59,22.41,7.7869,9.99,2021-07-12 16:00:02
193.7083,2021-07-12,16:59:59,22.48,7.8008,9.99,2021-07-12 16:59:57
193.75,2021-07-12,17:59:59,22.64,7.835,9.99,2021-07-12 18:00:00
193.7917,2021-07-12,18:59:59,22.76,7.8841,10.01,2021-07-12 19:00:02
193.8333,2021-07-12,19:59:59,22.74,7.9048,10.01,2021-07-12 19:59:57
193.875,2021-07-12,20:59:59,22.79,7.8702,9.99,2021-07-12 21:00:00
193.9167,2021-07-12,21:59:59,22.74,7.8154,9.98,2021-07-12 22:00:02
193.9583,2021-07-12,22:59:59,22.74,7.7169,9.96,2021-07-12 22:59:57
194.0,2021-07-12,23:59:59,22.84,7.4437,9.98,2021-07-13 00:00:00
194.0417,2021-07-13,00:59:59,22.76,7.3297,9.99,2021-07-13 01:00:02
194.0833,2021-07-13,01:59:59,22.23,7.8237,9.99,2021-07-13 01:59:57
194.125,2021-07-13,02:59:59,22.16,7.8436,9.98,2021-07-13 03:00:00
194.1667,2021-07-13,03:59:59,22.11,7.8453,9.97,2021-07-13 04:00:02
194.2083,2021-07-13,04:59:59,22.06,7.8412,9.96,2021-07-13 04:59:57
194.25,2021-07-13,05:59:59,21.91,7.8284,9.96,2021-07-13 06:00:00
194.2917,2021-07-13,06:59:59,21.86,7.8317,9.96,2021-07-13 07:00:02
194.3333,2021-07-13,07:59:59,21.83,7.8248,9.97,2021-07-13 07:59:57
194.5833,2021-07-13,13:59:59,21.93,7.1249,9.88,2021-07-13 13:59:57
194.625,2021-07-13,14:59:59,21.73,7.709,9.9,2021-07-13 15:00:00
194.6667,2021-07-13,15:59:59,21.83,7.8536,9.9,2021-07-13 16:00:02
194.7083,2021-07-13,16:59:59,22.01,7.905,9.91,2021-07-13 16:59:57
194.75,2021-07-13,17:59:59,22.03,7.9326,9.9,2021-07-13 18:00:00
194.7917,2021-07-13,18:59:59,22.03,7.9463,9.91,2021-07-13 19:00:02
194.8333,2021-07-13,19:59:59,22.08,7.9528,9.92,2021-07-13 19:59:57
194.875,2021-07-13,20:59:59,22.08,7.9473,9.91,2021-07-13 21:00:00
194.9167,2021-07-13,21:59:59,22.11,7.9319,9.89,2021-07-13 22:00:02
194.9583,2021-07-13,22:59:59,22.13,7.896,9.87,2021-07-13 22:59:57
195.0,2021-07-13,23:59:59,22.13,7.7887,9.87,2021-07-14 00:00:00
195.0417,2021-07-14,00:59:59,22.18,7.5586,9.88,2021-07-14 01:00:02
195.125,2021-07-14,02:59:59,21.78,7.8432,9.89,2021-07-14 03:00:00
195.1667,2021-07-14,03:59:59,21.71,7.8369,9.88,2021-07-14 04:00:02
195.2083,2021-07-14,04:59:59,21.61,7.8597,9.88,2021-07-14 04:59:57
195.25,2021-07-14,05:59:59,21.53,7.8471,9.87,2021-07-14 06:00:00
195.2917,2021-07-14,06:59:59,21.56,7.8564,9.87,2021-07-14 07:00:02
195.3333,2021-07-14,07:59:59,21.51,7.8285,9.87,2021-07-14 07:59:57
195.375,2021-07-14,08:59:59,21.46,7.8037,9.87,2021-07-14 09:00:00
195.4167,2021-07-14,09:59:59,21.46,7.8073,9.82,2021-07-14 10:00:02
195.4583,2021-07-14,10:59:59,21.44,7.7774,9.77,2021-07-14 10:59:57
195.5,2021-07-14,11:59:59,21.41,7.6579,9.76,2021-07-14 12:00:00
195.5417,2021-07-14,12:59:59,21.53,7.4603,9.76,2021-07-14 13:00:02
195.625,2021-07-14,14:59:59,21.71,7.2093,9.81,2021-07-14 15:00:00
195.6667,2021-07-14,15:59:59,21.46,7.8153,9.81,2021-07-14 16:00:02
195.7083,2021-07-14,16:59:59,21.61,7.8609,9.81,2021-07-14 16:59:57
195.75,2021-07-14,17:59:59,21.88,7.8787,9.81,2021-07-14 18:00:00
195.7917,2021-07-14,18:59:59,22.06,7.8833,9.81,2021-07-14 19:00:02
195.8333,2021-07-14,19:59:59,22.08,7.9181,9.82,2021-07-14 19:59:57
195.875,2021-07-14,20:59:59,22.13,7.9287,9.83,2021-07-14 21:00:00
195.9167,2021-07-14,21:59:59,22.26,7.9238,9.82,2021-07-14 22:00:02
195.9583,2021-07-14,22:59:59,22.31,7.8969,9.78,2021-07-14 22:59:57
196.0,2021-07-14,23:59:59,22.36,7.8454,9.77,2021-07-15 00:00:00
196.0417,2021-07-15,00:59:59,22.61,7.699,9.76,2021-07-15 01:00:02
196.125,2021-07-15,02:59:59,22.58,7.5655,9.81,2021-07-15 03:00:00
196.1667,2021-07-15,03:59:59,21.98,7.8382,9.8,2021-07-15 04:00:02
196.2083,2021-07-15,04:59:59,21.96,7.8491,9.79,2021-07-15 04:59:57
196.25,2021-07-15,05:59:59,21.98,7.8619,9.79,2021-07-15 06:00:00
196.2917,2021-07-15,06:59:59,21.91,7.8529,9.78,2021-07-15 07:00:02
196.3333,2021-07-15,07:59:59,21.86,7.8452,9.79,2021-07-15 07:59:57
196.375,2021-07-15,08:59:59,21.88,7.8297,9.79,2021-07-15 09:00:00
196.4167,2021-07-15,09:59:59,21.86,7.8174,9.8,2021-07-15 10:00:02
196.4583,2021-07-15,10:59:59,21.86,7.8044,9.75,2021-07-15 10:59:57
196.5,2021-07-15,11:59:59,21.96,7.7607,9.72,2021-07-15 12:00:00
196.5417,2021-07-15,12:59:59,22.18,7.6309,9.71,2021-07-15 13:00:02
196.625,2021-07-15,14:59:59,22.84,7.2083,9.76,2021-07-15 15:00:00
196.6667,2021-07-15,15:59:59,22.43,7.6981,9.79,2021-07-15 16:00:02
196.7083,2021-07-15,16:59:59,22.79,7.8383,9.76,2021-07-15 16:59:57
196.75,2021-07-15,17:59:59,22.99,7.8574,9.79,2021-07-15 18:00:00
196.7917,2021-07-15,18:59:59,23.19,7.8756,9.79,2021-07-15 19:00:02
196.8333,2021-07-15,19:59:59,23.34,7.8832,9.8,2021-07-15 19:59:57
196.875,2021-07-15,20:59:59,23.45,7.9041,9.81,2021-07-15 21:00:00
196.9167,2021-07-15,21:59:59,23.5,7.9186,9.82,2021-07-15 22:00:02
196.9583,2021-07-15,22:59:59,23.63,7.9091,9.8,2021-07-15 22:59:57
197.0,2021-07-15,23:59:59,23.63,7.8692,9.79,2021-07-16 00:00:00
197.0417,2021-07-16,00:59:59,23.78,7.8049,9.77,2021-07-16 01:00:02
197.0833,2021-07-16,01:59:59,24.04,7.652,9.77,2021-07-16 01:59:57
197.125,2021-07-16,02:59:59,24.14,7.463,9.8,2021-07-16 03:00:00
197.1667,2021-07-16,03:59:59,23.47,7.6864,9.81,2021-07-16 04:00:02
197.2083,2021-07-16,04:59:59,23.04,7.8369,9.79,2021-07-16 04:59:57
197.25,2021-07-16,05:59:59,22.96,7.8303,9.79,2021-07-16 06:00:00
197.2917,2021-07-16,06:59:59,22.99,7.8305,9.78,2021-07-16 07:00:02
197.3333,2021-07-16,07:59:59,23.09,7.8269,9.77,2021-07-16 07:59:57
197.375,2021-07-16,08:59:59,23.09,7.8163,9.76,2021-07-16 09:00:00
197.4167,2021-07-16,09:59:59,23.07,7.8033,9.76,2021-07-16 10:00:02
197.4583,2021-07-16,10:59:59,23.07,7.7964,9.75,2021-07-16 10:59:57
197.5,2021-07-16,11:59:59,23.09,7.7783,9.7,2021-07-16 12:00:00
197.5417,2021-07-16,12:59:59,23.14,7.7076,9.69,2021-07-16 13:00:02
197.5833,2021-07-16,13:59:59,23.42,7.5535,9.66,2021-07-16 13:59:57
197.625,2021-07-16,14:59:59,23.93,7.3221,9.69,2021-07-16 15:00:00
197.6667,2021-07-16,15:59:59,24.42,7.1822,9.73,2021-07-16 16:00:02
197.7083,2021-07-16,16:59:59,24.06,7.7285,9.72,2021-07-16 16:59:57
197.75,2021-07-16,17:59:59,24.63,7.8084,9.71,2021-07-16 18:00:00
197.7917,2021-07-16,18:59:59,25.02,7.8361,9.73,2021-07-16 19:00:02
197.8333,2021-07-16,19:59:59,25.08,7.8501,9.73,2021-07-16 19:59:57
197.875,2021-07-16,20:59:59,24.92,7.8597,9.72,2021-07-16 21:00:00
197.9167,2021-07-16,21:59:59,24.79,7.871,9.74,2021-07-16 22:00:02
197.9583,2021-07-16,22:59:59,24.68,7.8683,9.75,2021-07-16 22:59:57
198.0,2021-07-16,23:59:59,24.84,7.8534,9.71,2021-07-17 00:00:00
198.0417,2021-07-17,00:59:59,25.02,7.8059,9.68,2021-07-17 01:00:02
198.0833,2021-07-17,01:59:59,25.29,7.7064,9.66,2021-07-17 01:59:57
198.125,2021-07-17,02:59:59,25.39,7.5494,9.6,2021-07-17 03:00:00
198.1667,2021-07-17,03:59:59,25.47,7.3709,9.69,2021-07-17 04:00:02
198.2083,2021-07-17,04:59:59,25.47,7.3554,9.72,2021-07-17 04:59:57
198.25,2021-07-17,05:59:59,24.5,7.7018,9.72,2021-07-17 06:00:00
198.2917,2021-07-17,06:59:59,24.32,7.7522,9.71,2021-07-17 07:00:02
198.3333,2021-07-17,07:59:59,24.63,7.7483,9.71,2021-07-17 07:59:57
198.375,2021-07-17,08:59:59,24.5,7.7725,9.69,2021-07-17 09:00:00
198.4167,2021-07-17,09:59:59,24.42,7.778,9.72,2021-07-17 10:00:02
198.4583,2021-07-17,10:59:59,24.32,7.7796,9.73,2021-07-17 10:59:57
198.5,2021-07-17,11:59:59,24.37,7.7683,9.7,2021-07-17 12:00:00
198.5417,2021-07-17,12:59:59,24.5,7.7326,9.66,2021-07-17 13:00:02
198.5833,2021-07-17,13:59:59,24.66,7.6522,9.65,2021-07-17 13:59:57
198.625,2021-07-17,14:59:59,25.02,7.4674,9.65,2021-07-17 15:00:00
198.6667,2021-07-17,15:59:59,25.63,7.2474,9.69,2021-07-17 16:00:02
198.7083,2021-07-17,16:59:59,25.92,7.189,9.69,2021-07-17 16:59:57
198.75,2021-07-17,17:59:59,24.58,7.7667,9.69,2021-07-17 18:00:00
198.7917,2021-07-17,18:59:59,24.68,7.8373,9.69,2021-07-17 19:00:02
198.8333,2021-07-17,19:59:59,25.0,7.8645,9.67,2021-07-17 19:59:57
198.875,2021-07-17,20:59:59,25.08,7.8809,9.65,2021-07-17 21:00:00
198.9167,2021-07-17,21:59:59,25.5,7.8944,9.74,2021-07-17 22:00:02
198.9583,2021-07-17,22:59:59,25.05,7.9041,9.76,2021-07-17 22:59:57
199.0,2021-07-17,23:59:59,24.87,7.9255,9.76,2021-07-18 00:00:00
199.0417,2021-07-18,00:59:59,25.15,7.8748,9.71,2021-07-18 01:00:02
199.0833,2021-07-18,01:59:59,25.31,7.8093,9.7,2021-07-18 01:59:57
199.125,2021-07-18,02:59:59,25.36,7.6882,9.66,2021-07-18 03:00:00
199.1667,2021-07-18,03:59:59,25.6,7.5021,9.62,2021-07-18 04:00:02
199.2083,2021-07-18,04:59:59,25.97,7.2763,9.69,2021-07-18 04:59:57
199.25,2021-07-18,05:59:59,26.03,7.3025,9.72,2021-07-18 06:00:00
199.2917,2021-07-18,06:59:59,23.91,7.7618,9.72,2021-07-18 07:00:02
199.3333,2021-07-18,07:59:59,23.86,7.7922,9.69,2021-07-18 07:59:57
199.375,2021-07-18,08:59:59,23.83,7.7682,9.66,2021-07-18 09:00:00
199.4167,2021-07-18,09:59:59,24.01,7.7192,9.69,2021-07-18 10:00:02
199.4583,2021-07-18,10:59:59,23.75,7.7234,9.68,2021-07-18 10:59:57
199.5,2021-07-18,11:59:59,23.65,7.7543,9.69,2021-07-18 12:00:00
199.5417,2021-07-18,12:59:59,23.7,7.7371,9.68,2021-07-18 13:00:02
199.5833,2021-07-18,13:59:59,23.99,7.719,9.62,2021-07-18 13:59:57
199.625,2021-07-18,14:59:59,24.17,7.6735,9.62,2021-07-18 15:00:00
199.6667,2021-07-18,15:59:59,24.74,7.5328,9.61,2021-07-18 16:00:02
199.7083,2021-07-18,16:59:59,25.55,7.3232,9.67,2021-07-18 16:59:57
199.75,2021-07-18,17:59:59,25.97,7.3502,9.7,2021-07-18 18:00:00
