Ordinal_Date,Date,Time,Temp,pH,Battery,Date (UTC)
267.3333,2021-09-24,07:59:59,21.41,7.8903,8.57,2021-09-24 07:59:57
267.375,2021-09-24,08:59:59,21.36,7.9177,8.57,2021-09-24 09:00:00
267.4167,2021-09-24,09:59:59,21.31,7.9117,8.57,2021-09-24 10:00:02
267.4583,2021-09-24,10:59:59,21.29,7.8726,8.57,2021-09-24 10:59:57
267.5,2021-09-24,11:59:59,21.39,7.7774,8.56,2021-09-24 12:00:00
267.5417,2021-09-24,12:59:59,21.63,7.6745,8.57,2021-09-24 13:00:02
267.5833,2021-09-24,13:59:59,21.68,7.6536,8.57,2021-09-24 13:59:57
267.625,2021-09-24,14:59:59,21.41,7.8599,8.57,2021-09-24 15:00:00
267.6667,2021-09-24,15:59:59,21.51,7.9298,8.57,2021-09-24 16:00:02
267.7083,2021-09-24,16:59:59,21.66,7.9272,8.57,2021-09-24 16:59:57
267.75,2021-09-24,17:59:59,21.68,7.9556,8.57,2021-09-24 18:00:00
267.7917,2021-09-24,18:59:59,21.76,7.9791,8.57,2021-09-24 19:00:02
267.8333,2021-09-24,19:59:59,21.83,7.9641,8.57,2021-09-24 19:59:57
267.875,2021-09-24,20:59:59,21.86,7.9979,8.57,2021-09-24 21:00:00
267.9167,2021-09-24,21:59:59,21.91,7.9668,8.58,2021-09-24 22:00:02
267.9583,2021-09-24,22:59:59,22.03,7.9393,8.57,2021-09-24 22:59:57
268.0,2021-09-24,23:59:59,22.31,7.8501,8.58,2021-09-25 00:00:00
268.0417,2021-09-25,00:59:59,22.43,7.7087,8.58,2021-09-25 01:00:02
268.0833,2021-09-25,01:59:59,22.51,7.616,8.59,2021-09-25 01:59:57
268.125,2021-09-25,02:59:59,21.98,7.7285,8.59,2021-09-25 03:00:00
268.1667,2021-09-25,03:59:59,21.51,7.8642,8.57,2021-09-25 04:00:02
268.2083,2021-09-25,04:59:59,21.48,7.8777,8.56,2021-09-25 04:59:57
268.25,2021-09-25,05:59:59,21.51,7.8975,8.56,2021-09-25 06:00:00
268.2917,2021-09-25,06:59:59,21.39,7.915,8.55,2021-09-25 07:00:02
268.3333,2021-09-25,07:59:59,21.36,7.9138,8.55,2021-09-25 07:59:57
268.375,2021-09-25,08:59:59,21.36,7.9051,8.55,2021-09-25 09:00:00
268.4167,2021-09-25,09:59:59,21.36,7.893,8.55,2021-09-25 10:00:02
268.4583,2021-09-25,10:59:59,21.36,7.863,8.54,2021-09-25 10:59:57
268.5,2021-09-25,11:59:59,21.51,7.7601,8.54,2021-09-25 12:00:00
268.5417,2021-09-25,12:59:59,21.83,7.5955,8.55,2021-09-25 13:00:02
268.5833,2021-09-25,13:59:59,22.01,7.4696,8.55,2021-09-25 13:59:57
268.625,2021-09-25,14:59:59,21.48,7.8087,8.55,2021-09-25 15:00:00
268.6667,2021-09-25,15:59:59,21.58,7.8997,8.55,2021-09-25 16:00:02
268.7083,2021-09-25,16:59:59,21.71,7.9323,8.55,2021-09-25 16:59:57
268.75,2021-09-25,17:59:59,21.86,7.9727,8.55,2021-09-25 18:00:00
268.7917,2021-09-25,18:59:59,21.91,7.9874,8.55,2021-09-25 19:00:02
268.8333,2021-09-25,19:59:59,21.88,7.9731,8.56,2021-09-25 19:59:57
268.875,2021-09-25,20:59:59,21.91,7.9958,8.55,2021-09-25 21:00:00
268.9167,2021-09-25,21:59:59,21.91,7.9868,8.55,2021-09-25 22:00:02
268.9583,2021-09-25,22:59:59,21.98,7.9682,8.56,2021-09-25 22:59:57
269.0,2021-09-25,23:59:59,22.11,7.9164,8.56,2021-09-26 00:00:00
269.0417,2021-09-26,00:59:59,22.23,7.8065,8.56,2021-09-26 01:00:02
269.0833,2021-09-26,01:59:59,22.36,7.6263,8.57,2021-09-26 01:59:57
269.125,2021-09-26,02:59:59,22.43,7.4823,8.57,2021-09-26 03:00:00
269.1667,2021-09-26,03:59:59,21.81,7.8118,8.57,2021-09-26 04:00:02
269.2083,2021-09-26,04:59:59,21.71,7.867,8.56,2021-09-26 04:59:57
269.25,2021-09-26,05:59:59,21.68,7.8904,8.55,2021-09-26 06:00:00
269.2917,2021-09-26,06:59:59,21.68,7.9246,8.55,2021-09-26 07:00:02
269.3333,2021-09-26,07:59:59,21.63,7.9385,8.55,2021-09-26 07:59:57
269.375,2021-09-26,08:59:59,21.61,7.9282,8.54,2021-09-26 09:00:00
269.4167,2021-09-26,09:59:59,21.58,7.9332,8.54,2021-09-26 10:00:02
269.4583,2021-09-26,10:59:59,21.51,7.8918,8.54,2021-09-26 10:59:57
269.5,2021-09-26,11:59:59,21.46,7.9094,8.53,2021-09-26 12:00:00
269.5417,2021-09-26,12:59:59,21.39,7.8,8.53,2021-09-26 13:00:02
269.5833,2021-09-26,13:59:59,21.53,7.6588,8.53,2021-09-26 13:59:57
269.625,2021-09-26,14:59:59,21.76,7.5485,8.53,2021-09-26 15:00:00
269.6667,2021-09-26,15:59:59,21.73,7.8335,8.53,2021-09-26 16:00:02
269.7083,2021-09-26,16:59:59,21.93,7.9156,8.54,2021-09-26 16:59:57
269.75,2021-09-26,17:59:59,22.03,7.9587,8.54,2021-09-26 18:00:00
269.7917,2021-09-26,18:59:59,22.03,7.9711,8.54,2021-09-26 19:00:02
269.8333,2021-09-26,19:59:59,22.01,7.9621,8.54,2021-09-26 19:59:57
269.875,2021-09-26,20:59:59,22.03,7.9848,8.54,2021-09-26 21:00:00
269.9167,2021-09-26,21:59:59,22.03,7.9791,8.54,2021-09-26 22:00:02
269.9583,2021-09-26,22:59:59,21.96,7.9822,8.54,2021-09-26 22:59:57
270.0,2021-09-26,23:59:59,21.93,7.9479,8.54,2021-09-27 00:00:00
270.0417,2021-09-27,00:59:59,21.91,7.8741,8.54,2021-09-27 01:00:02
270.0833,2021-09-27,01:59:59,21.81,7.7101,8.54,2021-09-27 01:59:57
270.125,2021-09-27,02:59:59,21.73,7.5377,8.53,2021-09-27 03:00:00
270.1667,2021-09-27,03:59:59,21.61,7.4288,8.53,2021-09-27 04:00:02
270.2083,2021-09-27,04:59:59,21.31,7.8095,8.53,2021-09-27 04:59:57
270.25,2021-09-27,05:59:59,21.19,7.8928,8.52,2021-09-27 06:00:00
270.2917,2021-09-27,06:59:59,21.16,7.9207,8.51,2021-09-27 07:00:02
270.3333,2021-09-27,07:59:59,21.04,7.9234,8.51,2021-09-27 07:59:57
270.375,2021-09-27,08:59:59,20.94,7.9033,8.5,2021-09-27 09:00:00
270.4167,2021-09-27,09:59:59,20.74,7.8975,8.5,2021-09-27 10:00:02
270.4583,2021-09-27,10:59:59,20.72,7.9062,8.49,2021-09-27 10:59:57
270.5,2021-09-27,11:59:59,20.74,7.9116,8.49,2021-09-27 12:00:00
270.5417,2021-09-27,12:59:59,20.74,7.9248,8.49,2021-09-27 13:00:02
270.5833,2021-09-27,13:59:59,20.79,7.849,8.49,2021-09-27 13:59:57
270.625,2021-09-27,14:59:59,20.94,7.7313,8.48,2021-09-27 15:00:00
270.6667,2021-09-27,15:59:59,20.94,7.7309,8.49,2021-09-27 16:00:02
270.7083,2021-09-27,16:59:59,21.19,7.9088,8.49,2021-09-27 16:59:57
270.75,2021-09-27,17:59:59,21.26,7.9084,8.49,2021-09-27 18:00:00
270.7917,2021-09-27,18:59:59,21.46,7.9524,8.5,2021-09-27 19:00:02
270.8333,2021-09-27,19:59:59,21.41,7.9653,8.5,2021-09-27 19:59:57
270.875,2021-09-27,20:59:59,21.41,7.9764,8.5,2021-09-27 21:00:00
270.9167,2021-09-27,21:59:59,21.46,7.9747,8.5,2021-09-27 22:00:02
270.9583,2021-09-27,22:59:59,21.46,7.9397,8.5,2021-09-27 22:59:57
271.0,2021-09-27,23:59:59,21.31,7.9812,8.5,2021-09-28 00:00:00
271.0417,2021-09-28,00:59:59,21.19,7.9339,8.5,2021-09-28 01:00:02
271.0833,2021-09-28,01:59:59,21.06,7.8683,8.49,2021-09-28 01:59:57
271.125,2021-09-28,02:59:59,20.94,7.7837,8.49,2021-09-28 03:00:00
271.1667,2021-09-28,03:59:59,20.87,7.6609,8.48,2021-09-28 04:00:02
271.2083,2021-09-28,04:59:59,20.84,7.6009,8.48,2021-09-28 04:59:57
271.25,2021-09-28,05:59:59,20.57,7.819,8.47,2021-09-28 06:00:00
271.2917,2021-09-28,06:59:59,20.52,7.8991,8.47,2021-09-28 07:00:02
271.3333,2021-09-28,07:59:59,20.52,7.9128,8.46,2021-09-28 07:59:57
271.375,2021-09-28,08:59:59,20.62,7.9351,8.46,2021-09-28 09:00:00
271.4167,2021-09-28,09:59:59,20.52,7.943,8.46,2021-09-28 10:00:02
271.4583,2021-09-28,10:59:59,20.5,7.9259,8.46,2021-09-28 10:59:57
271.5,2021-09-28,11:59:59,20.47,7.93,8.46,2021-09-28 12:00:00
271.5417,2021-09-28,12:59:59,20.5,7.962,8.46,2021-09-28 13:00:02
271.5833,2021-09-28,13:59:59,20.57,7.9083,8.46,2021-09-28 13:59:57
271.625,2021-09-28,14:59:59,20.72,7.8137,8.46,2021-09-28 15:00:00
271.9792,9/28/2021,23:29:59,21.36,7.3069,8.47,2021-09-28 23:30:02
272.0,9/28/2021,23:59:59,21.34,7.5211,8.47,2021-09-29 00:00:00
272.0208,9/29/2021,0:29:59,21.31,7.6259,8.47,2021-09-29 00:29:57
272.0417,9/29/2021,0:59:59,21.29,7.6245,8.47,2021-09-29 01:00:02
272.0625,9/29/2021,1:29:59,21.26,7.641,8.47,2021-09-29 01:30:00
272.0833,9/29/2021,1:59:59,21.24,7.6233,8.47,2021-09-29 01:59:57
272.1042,9/29/2021,2:29:59,21.16,7.5505,8.47,2021-09-29 02:30:02
272.125,9/29/2021,2:59:59,21.11,7.4506,8.47,2021-09-29 03:00:00
272.1667,9/29/2021,3:59:59,20.99,7.2466,8.46,2021-09-29 04:00:02
272.1875,9/29/2021,4:29:59,20.94,7.1762,8.46,2021-09-29 04:30:00
272.2083,9/29/2021,4:59:59,20.89,7.1375,8.45,2021-09-29 04:59:57
272.25,9/29/2021,5:59:59,20.99,7.3335,8.45,2021-09-29 06:00:00
272.2708,9/29/2021,6:29:59,21.02,7.5968,8.45,2021-09-29 06:29:57
272.2917,9/29/2021,6:59:59,20.94,7.6901,8.45,2021-09-29 07:00:02
272.3125,9/29/2021,7:29:59,20.89,7.7145,8.44,2021-09-29 07:30:00
272.3333,9/29/2021,7:59:59,20.87,7.7354,8.44,2021-09-29 07:59:57
272.3542,9/29/2021,8:29:59,20.77,7.7602,8.44,2021-09-29 08:30:02
272.375,9/29/2021,8:59:59,20.74,7.7469,8.44,2021-09-29 09:00:00
272.3958,9/29/2021,9:29:59,20.67,7.7393,8.44,2021-09-29 09:29:57
272.4167,9/29/2021,9:59:59,20.62,7.7468,8.43,2021-09-29 10:00:02
272.4375,9/29/2021,10:29:59,20.6,7.7432,8.43,2021-09-29 10:30:00
272.4583,9/29/2021,10:59:59,20.55,7.7358,8.43,2021-09-29 10:59:57
272.4792,9/29/2021,11:29:59,20.55,7.7255,8.43,2021-09-29 11:30:02
272.5,9/29/2021,11:59:59,20.5,7.7404,8.43,2021-09-29 12:00:00
272.5208,9/29/2021,12:29:59,20.5,7.7407,8.43,2021-09-29 12:29:57
272.5417,9/29/2021,12:59:59,20.5,7.7459,8.42,2021-09-29 13:00:02
272.5625,9/29/2021,13:29:59,20.5,7.7459,8.42,2021-09-29 13:30:00
272.5833,9/29/2021,13:59:59,20.52,7.74,8.42,2021-09-29 13:59:57
272.6042,9/29/2021,14:29:59,20.6,7.7269,8.42,2021-09-29 14:30:02
272.625,9/29/2021,14:59:59,20.65,7.7003,8.42,2021-09-29 15:00:00
272.6458,9/29/2021,15:29:59,20.65,7.667,8.42,2021-09-29 15:29:57
272.6667,9/29/2021,15:59:59,20.7,7.5918,8.42,2021-09-29 16:00:02
272.6875,9/29/2021,16:29:59,20.77,7.5233,8.42,2021-09-29 16:30:00
272.7083,9/29/2021,16:59:59,20.82,7.5142,8.42,2021-09-29 16:59:57
272.7292,9/29/2021,17:29:59,20.87,7.7361,8.42,2021-09-29 17:30:02
272.75,9/29/2021,17:59:59,20.97,7.8124,8.43,2021-09-29 18:00:00
272.7708,9/29/2021,18:29:59,21.02,7.8447,8.43,2021-09-29 18:29:57
272.7917,9/29/2021,18:59:59,21.02,7.8606,8.43,2021-09-29 19:00:02
272.8125,9/29/2021,19:29:59,20.97,7.8631,8.43,2021-09-29 19:30:00
272.8333,9/29/2021,19:59:59,20.94,7.8668,8.43,2021-09-29 19:59:57
272.8542,9/29/2021,20:29:59,20.92,7.89,8.43,2021-09-29 20:30:02
272.875,9/29/2021,20:59:59,20.89,7.9153,8.43,2021-09-29 21:00:00
272.8958,9/29/2021,21:29:59,20.89,7.9577,8.42,2021-09-29 21:29:57
272.9167,9/29/2021,21:59:59,20.82,7.9955,8.42,2021-09-29 22:00:02
272.9375,9/29/2021,22:29:59,20.7,7.967,8.42,2021-09-29 22:30:00
272.9583,9/29/2021,22:59:59,20.67,7.9333,8.42,2021-09-29 22:59:57
272.9792,9/29/2021,23:29:59,20.65,7.9203,8.42,2021-09-29 23:30:02
273.0,9/29/2021,23:59:59,20.57,7.9062,8.42,2021-09-30 00:00:00
273.0208,9/30/2021,0:29:59,20.52,7.8893,8.41,2021-09-30 00:29:57
273.0417,9/30/2021,0:59:59,20.52,7.9116,8.41,2021-09-30 01:00:02
273.0625,9/30/2021,1:29:59,20.5,7.9027,8.41,2021-09-30 01:30:00
273.0833,9/30/2021,1:59:59,20.47,7.9124,8.4,2021-09-30 01:59:57
273.1042,9/30/2021,2:29:59,20.43,7.9135,8.4,2021-09-30 02:30:02
273.125,9/30/2021,2:59:59,20.35,7.879,8.4,2021-09-30 03:00:00
273.1458,9/30/2021,3:29:59,20.18,7.8161,8.4,2021-09-30 03:29:57
273.1667,9/30/2021,3:59:59,20.01,7.7239,8.39,2021-09-30 04:00:02
273.1875,9/30/2021,4:29:59,19.91,7.6272,8.39,2021-09-30 04:30:00
273.2083,9/30/2021,4:59:59,19.79,7.5186,8.39,2021-09-30 04:59:57
273.2292,9/30/2021,5:29:59,19.74,7.4201,8.38,2021-09-30 05:30:02
273.25,9/30/2021,5:59:59,19.65,7.3436,8.37,2021-09-30 06:00:00
273.2708,9/30/2021,6:29:59,19.53,7.313,8.37,2021-09-30 06:29:57
273.2917,9/30/2021,6:59:59,19.67,7.3439,8.36,2021-09-30 07:00:02
273.3125,9/30/2021,7:29:59,20.08,7.7346,8.37,2021-09-30 07:30:00
273.3333,9/30/2021,7:59:59,20.08,7.7998,8.37,2021-09-30 07:59:57
273.3542,9/30/2021,8:29:59,20.08,7.8298,8.37,2021-09-30 08:30:02
273.375,9/30/2021,8:59:59,20.01,7.8572,8.37,2021-09-30 09:00:00
273.3958,9/30/2021,9:29:59,19.91,7.859,8.37,2021-09-30 09:29:57
273.4167,9/30/2021,9:59:59,19.84,7.8523,8.37,2021-09-30 10:00:02
273.4375,9/30/2021,10:29:59,19.74,7.8554,8.37,2021-09-30 10:30:00
273.4583,9/30/2021,10:59:59,19.67,7.8438,8.36,2021-09-30 10:59:57
273.4792,9/30/2021,11:29:59,19.6,7.8416,8.36,2021-09-30 11:30:02
273.5,9/30/2021,11:59:59,19.55,7.8425,8.36,2021-09-30 12:00:00
273.5208,9/30/2021,12:29:59,19.53,7.8446,8.36,2021-09-30 12:29:57
273.5417,9/30/2021,12:59:59,19.53,7.8454,8.35,2021-09-30 13:00:02
273.5625,9/30/2021,13:29:59,19.53,7.8447,8.35,2021-09-30 13:30:00
273.5833,9/30/2021,13:59:59,19.62,7.8412,8.35,2021-09-30 13:59:57
273.6042,9/30/2021,14:29:59,19.72,7.845,8.35,2021-09-30 14:30:02
273.625,9/30/2021,14:59:59,19.79,7.8468,8.35,2021-09-30 15:00:00
273.6458,9/30/2021,15:29:59,19.84,7.8311,8.36,2021-09-30 15:29:57
273.6667,9/30/2021,15:59:59,19.89,7.7914,8.35,2021-09-30 16:00:02
273.6875,9/30/2021,16:29:59,19.87,7.7237,8.36,2021-09-30 16:30:00
273.7083,9/30/2021,16:59:59,19.84,7.6427,8.36,2021-09-30 16:59:57
273.7292,9/30/2021,17:29:59,19.87,7.581,8.36,2021-09-30 17:30:02
273.75,9/30/2021,17:59:59,19.91,7.5977,8.36,2021-09-30 18:00:00
273.7708,9/30/2021,18:29:59,20.16,7.8731,8.36,2021-09-30 18:29:57
273.7917,9/30/2021,18:59:59,20.25,7.9146,8.36,2021-09-30 19:00:02
273.8125,9/30/2021,19:29:59,20.33,7.9442,8.36,2021-09-30 19:30:00
273.8333,9/30/2021,19:59:59,20.3,7.9562,8.36,2021-09-30 19:59:57
273.8542,9/30/2021,20:29:59,20.33,7.9642,8.37,2021-09-30 20:30:02
273.875,9/30/2021,20:59:59,20.33,7.9641,8.37,2021-09-30 21:00:00
273.8958,9/30/2021,21:29:59,20.25,7.961,8.37,2021-09-30 21:29:57
273.9167,9/30/2021,21:59:59,20.18,7.9794,8.37,2021-09-30 22:00:02
273.9375,9/30/2021,22:29:59,20.11,7.9918,8.37,2021-09-30 22:30:00
273.9583,9/30/2021,22:59:59,20.06,8.0029,8.37,2021-09-30 22:59:57
273.9792,9/30/2021,23:29:59,20.01,8.0141,8.36,2021-09-30 23:30:02
274.0,9/30/2021,23:59:59,19.99,8.0198,8.36,2021-10-01 00:00:00
274.0208,10/1/2021,0:29:59,19.94,8.0128,8.36,2021-10-01 00:29:57
274.0417,10/1/2021,0:59:59,19.91,7.998,8.36,2021-10-01 01:00:02
274.0625,10/1/2021,1:29:59,19.89,8.0043,8.36,2021-10-01 01:30:00
274.0833,10/1/2021,1:59:59,19.87,8.005,8.35,2021-10-01 01:59:57
274.1042,10/1/2021,2:29:59,19.87,7.9955,8.35,2021-10-01 02:30:02
274.125,10/1/2021,2:59:59,19.82,7.9578,8.35,2021-10-01 03:00:00
274.1458,10/1/2021,3:29:59,19.72,7.9353,8.35,2021-10-01 03:29:57
274.1667,10/1/2021,3:59:59,19.57,7.8879,8.35,2021-10-01 04:00:02
274.1875,10/1/2021,4:29:59,19.38,7.8001,8.34,2021-10-01 04:30:00
274.2083,10/1/2021,4:59:59,19.19,7.7078,8.34,2021-10-01 04:59:57
274.2292,10/1/2021,5:29:59,19.02,7.5936,8.33,2021-10-01 05:30:02
274.25,10/1/2021,5:59:59,18.85,7.4669,8.32,2021-10-01 06:00:00
274.2708,10/1/2021,6:29:59,18.76,7.3725,8.32,2021-10-01 06:29:57
274.2917,10/1/2021,6:59:59,18.66,7.3107,8.31,2021-10-01 07:00:02
274.3125,10/1/2021,7:29:59,18.66,7.2857,8.31,2021-10-01 07:30:00
274.3333,10/1/2021,7:59:59,19.21,7.6588,8.31,2021-10-01 07:59:57
274.3542,10/1/2021,8:29:59,19.38,7.8546,8.31,2021-10-01 08:30:02
274.375,10/1/2021,8:59:59,19.41,7.8849,8.31,2021-10-01 09:00:00
274.3958,10/1/2021,9:29:59,19.38,7.9117,8.32,2021-10-01 09:29:57
274.4167,10/1/2021,9:59:59,19.33,7.914,8.32,2021-10-01 10:00:02
274.4375,10/1/2021,10:29:59,19.26,7.9121,8.32,2021-10-01 10:30:00
274.4583,10/1/2021,10:59:59,19.19,7.9097,8.31,2021-10-01 10:59:57
274.4792,10/1/2021,11:29:59,19.09,7.9098,8.31,2021-10-01 11:30:02
274.5,10/1/2021,11:59:59,18.92,7.8875,8.31,2021-10-01 12:00:00
274.5208,10/1/2021,12:29:59,18.97,7.9094,8.31,2021-10-01 12:29:57
274.5417,10/1/2021,12:59:59,18.95,7.9039,8.31,2021-10-01 13:00:02
274.5625,10/1/2021,13:29:59,18.92,7.9195,8.3,2021-10-01 13:30:00
274.5833,10/1/2021,13:59:59,18.97,7.9057,8.3,2021-10-01 13:59:57
274.6042,10/1/2021,14:29:59,19.02,7.9132,8.3,2021-10-01 14:30:02
274.625,10/1/2021,14:59:59,19.09,7.9032,8.3,2021-10-01 15:00:00
274.6458,10/1/2021,15:29:59,19.21,7.9015,8.3,2021-10-01 15:29:57
274.6667,10/1/2021,15:59:59,19.36,7.9017,8.31,2021-10-01 16:00:02
274.6875,10/1/2021,16:29:59,19.48,7.8934,8.31,2021-10-01 16:30:00
274.7083,10/1/2021,16:59:59,19.57,7.859,8.31,2021-10-01 16:59:57
274.7292,10/1/2021,17:29:59,19.55,7.7865,8.31,2021-10-01 17:30:02
274.75,10/1/2021,17:59:59,19.57,7.7087,8.32,2021-10-01 18:00:00
274.7708,10/1/2021,18:29:59,19.53,7.635,8.32,2021-10-01 18:29:57
274.7917,10/1/2021,18:59:59,19.65,7.7126,8.32,2021-10-01 19:00:02
274.8125,10/1/2021,19:29:59,19.94,7.9293,8.32,2021-10-01 19:30:00
274.8333,10/1/2021,19:59:59,20.13,7.9708,8.33,2021-10-01 19:59:57
274.8542,10/1/2021,20:29:59,20.13,7.9889,8.33,2021-10-01 20:30:02
274.875,10/1/2021,20:59:59,20.13,7.9885,8.33,2021-10-01 21:00:00
274.8958,10/1/2021,21:29:59,20.13,7.99,8.33,2021-10-01 21:29:57
274.9167,10/1/2021,21:59:59,20.08,8.0008,8.33,2021-10-01 22:00:02
274.9375,10/1/2021,22:29:59,20.01,8.0021,8.34,2021-10-01 22:30:00
274.9583,10/1/2021,22:59:59,19.91,8.0076,8.34,2021-10-01 22:59:57
274.9792,10/1/2021,23:29:59,19.84,8.0183,8.33,2021-10-01 23:30:02
275.0,10/1/2021,23:59:59,19.82,8.0151,8.33,2021-10-02 00:00:00
275.0208,10/2/2021,0:29:59,19.79,8.0077,8.33,2021-10-02 00:29:57
275.0417,10/2/2021,0:59:59,19.77,7.9978,8.33,2021-10-02 01:00:02
275.0625,10/2/2021,1:29:59,19.7,7.9899,8.33,2021-10-02 01:30:00
275.0833,10/2/2021,1:59:59,19.67,7.994,8.32,2021-10-02 01:59:57
275.1042,10/2/2021,2:29:59,19.67,7.9785,8.32,2021-10-02 02:30:02
275.125,10/2/2021,2:59:59,19.62,7.984,8.32,2021-10-02 03:00:00
275.1458,10/2/2021,3:29:59,19.57,7.9738,8.32,2021-10-02 03:29:57
275.1667,10/2/2021,3:59:59,19.5,7.98,8.32,2021-10-02 04:00:02
275.2083,10/2/2021,4:59:59,19.31,7.9261,8.31,2021-10-02 04:59:57
275.2292,10/2/2021,5:29:59,19.12,7.8519,8.31,2021-10-02 05:30:02
275.25,10/2/2021,5:59:59,18.9,7.7626,8.31,2021-10-02 06:00:00
275.2708,10/2/2021,6:29:59,18.66,7.6394,8.3,2021-10-02 06:29:57
275.2917,10/2/2021,6:59:59,18.47,7.4964,8.29,2021-10-02 07:00:02
275.3125,10/2/2021,7:29:59,18.33,7.4027,8.28,2021-10-02 07:30:00
275.3333,10/2/2021,7:59:59,18.23,7.3332,8.27,2021-10-02 07:59:57
275.3542,10/2/2021,8:29:59,18.26,7.3261,8.27,2021-10-02 08:30:02
275.375,10/2/2021,8:59:59,19.07,7.7696,8.27,2021-10-02 09:00:00
275.3958,10/2/2021,9:29:59,19.02,7.8672,8.27,2021-10-02 09:29:57
275.4167,10/2/2021,9:59:59,19.02,7.9058,8.28,2021-10-02 10:00:02
275.4375,10/2/2021,10:29:59,19.0,7.9207,8.28,2021-10-02 10:30:00
275.4583,10/2/2021,10:59:59,18.95,7.9285,8.28,2021-10-02 10:59:57
275.4792,10/2/2021,11:29:59,18.9,7.9485,8.28,2021-10-02 11:30:02
275.5,10/2/2021,11:59:59,18.92,7.9366,8.28,2021-10-02 12:00:00
275.5208,10/2/2021,12:29:59,18.92,7.9501,8.28,2021-10-02 12:29:57
275.5417,10/2/2021,12:59:59,18.88,7.9488,8.28,2021-10-02 13:00:02
275.5625,10/2/2021,13:29:59,18.8,7.9433,8.28,2021-10-02 13:30:00
275.5833,10/2/2021,13:59:59,18.83,7.9325,8.28,2021-10-02 13:59:57
275.6042,10/2/2021,14:29:59,18.9,7.9363,8.28,2021-10-02 14:30:02
275.625,10/2/2021,14:59:59,18.92,7.9379,8.27,2021-10-02 15:00:00
275.6458,10/2/2021,15:29:59,19.04,7.9337,8.28,2021-10-02 15:29:57
275.6667,10/2/2021,15:59:59,19.16,7.9366,8.28,2021-10-02 16:00:02
275.6875,10/2/2021,16:29:59,19.26,7.9437,8.28,2021-10-02 16:30:00
275.7083,10/2/2021,16:59:59,19.36,7.938,8.28,2021-10-02 16:59:57
275.7292,10/2/2021,17:29:59,19.43,7.9261,8.29,2021-10-02 17:30:02
275.75,10/2/2021,17:59:59,19.5,7.8923,8.29,2021-10-02 18:00:00
275.7708,10/2/2021,18:29:59,19.5,7.8301,8.29,2021-10-02 18:29:57
275.7917,10/2/2021,18:59:59,19.45,7.7441,8.29,2021-10-02 19:00:02
275.8125,10/2/2021,19:29:59,19.5,7.6788,8.29,2021-10-02 19:30:00
275.8333,10/2/2021,19:59:59,19.55,7.6985,8.29,2021-10-02 19:59:57
275.8542,10/2/2021,20:29:59,19.72,7.92,8.3,2021-10-02 20:30:02
275.875,10/2/2021,20:59:59,19.67,7.9913,8.3,2021-10-02 21:00:00
275.8958,10/2/2021,21:29:59,19.57,8.0042,8.3,2021-10-02 21:29:57
275.9167,10/2/2021,21:59:59,19.41,7.9885,8.3,2021-10-02 22:00:02
275.9375,10/2/2021,22:29:59,19.24,7.978,8.29,2021-10-02 22:30:00
275.9583,10/2/2021,22:59:59,19.29,7.9884,8.29,2021-10-02 22:59:57
275.9792,10/2/2021,23:29:59,19.33,7.9895,8.29,2021-10-02 23:30:02
276.0,10/2/2021,23:59:59,19.33,7.9967,8.29,2021-10-03 00:00:00
276.0208,10/3/2021,0:29:59,19.33,8.0009,8.29,2021-10-03 00:29:57
276.0417,10/3/2021,0:59:59,19.26,7.9957,8.29,2021-10-03 01:00:02
276.0625,10/3/2021,1:29:59,19.16,8.0041,8.29,2021-10-03 01:30:00
276.0833,10/3/2021,1:59:59,19.12,8.0,8.28,2021-10-03 01:59:57
276.1042,10/3/2021,2:29:59,19.04,8.0038,8.28,2021-10-03 02:30:02
276.125,10/3/2021,2:59:59,19.0,7.9874,8.28,2021-10-03 03:00:00
276.1458,10/3/2021,3:29:59,19.07,7.9904,8.28,2021-10-03 03:29:57
276.1667,10/3/2021,3:59:59,19.07,7.9831,8.27,2021-10-03 04:00:02
276.1875,10/3/2021,4:29:59,19.09,7.9738,8.27,2021-10-03 04:30:00
276.2083,10/3/2021,4:59:59,19.07,7.9716,8.27,2021-10-03 04:59:57
276.2292,10/3/2021,5:29:59,19.02,7.9267,8.27,2021-10-03 05:30:02
276.25,10/3/2021,5:59:59,18.9,7.8926,8.27,2021-10-03 06:00:00
276.2708,10/3/2021,6:29:59,18.8,7.8089,8.27,2021-10-03 06:29:57
276.2917,10/3/2021,6:59:59,18.76,7.7246,8.26,2021-10-03 07:00:02
276.3125,10/3/2021,7:29:59,18.68,7.61,8.26,2021-10-03 07:30:00
276.3333,10/3/2021,7:59:59,18.64,7.4917,8.25,2021-10-03 07:59:57
276.3542,10/3/2021,8:29:59,18.59,7.4014,8.25,2021-10-03 08:30:02
276.375,10/3/2021,8:59:59,18.52,7.3565,8.25,2021-10-03 09:00:00
276.3958,10/3/2021,9:29:59,18.78,7.7473,8.25,2021-10-03 09:29:57
276.4167,10/3/2021,9:59:59,18.8,7.856,8.25,2021-10-03 10:00:02
276.4375,10/3/2021,10:29:59,18.88,7.8983,8.25,2021-10-03 10:30:00
276.4583,10/3/2021,10:59:59,18.88,7.9181,8.25,2021-10-03 10:59:57
276.4792,10/3/2021,11:29:59,18.92,7.9233,8.25,2021-10-03 11:30:02
276.5,10/3/2021,11:59:59,18.92,7.9223,8.25,2021-10-03 12:00:00
