Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC)
144.4931,15.33,35.0,7.9579,11.55,2023-05-24,11:50:00,2023-05-24 11:50:03
144.5347,15.51,35.0,7.8217,11.55,2023-05-24,12:50:00,2023-05-24 12:49:58
144.6597,16.53,35.0,7.8414,11.55,2023-05-24,15:50:00,2023-05-24 15:49:58
144.7014,16.6,35.0,8.1434,11.55,2023-05-24,16:50:00,2023-05-24 16:50:00
144.7431,16.72,35.0,8.2132,11.55,2023-05-24,17:50:00,2023-05-24 17:50:03
144.7847,16.84,35.0,8.1856,11.54,2023-05-24,18:50:00,2023-05-24 18:49:58
144.8264,16.84,35.0,8.2094,11.55,2023-05-24,19:50:00,2023-05-24 19:50:00
144.8681,16.65,35.0,8.2183,11.54,2023-05-24,20:50:00,2023-05-24 20:50:03
144.9097,16.65,35.0,8.2533,11.54,2023-05-24,21:50:00,2023-05-24 21:49:58
144.9514,16.7,35.0,8.1103,11.53,2023-05-24,22:50:00,2023-05-24 22:50:00
144.9931,16.79,35.0,8.0901,11.54,2023-05-24,23:50:00,2023-05-24 23:50:03
145.0347,16.86,35.0,8.0513,11.52,2023-05-25,00:50:00,2023-05-25 00:49:58
145.0764,16.96,35.0,7.9963,11.52,2023-05-25,01:50:00,2023-05-25 01:50:00
145.1181,17.0,35.0,8.0023,11.52,2023-05-25,02:50:00,2023-05-25 02:50:03
145.1597,16.11,35.0,8.1539,11.51,2023-05-25,03:50:00,2023-05-25 03:49:58
145.2014,15.86,35.0,8.1587,11.51,2023-05-25,04:50:00,2023-05-25 04:50:00
145.2431,15.72,35.0,8.1325,11.5,2023-05-25,05:50:00,2023-05-25 05:50:03
145.2847,15.79,35.0,8.0554,11.5,2023-05-25,06:50:00,2023-05-25 06:49:58
145.3264,15.7,35.0,8.0472,11.49,2023-05-25,07:50:00,2023-05-25 07:50:00
145.3681,15.6,35.0,8.0386,11.48,2023-05-25,08:50:00,2023-05-25 08:50:03
145.4097,15.53,35.0,8.0894,11.48,2023-05-25,09:50:00,2023-05-25 09:49:58
145.4514,15.46,35.0,8.0199,11.48,2023-05-25,10:50:00,2023-05-25 10:50:00
145.4931,15.42,35.0,7.991,11.47,2023-05-25,11:50:00,2023-05-25 11:50:03
145.5347,15.26,35.0,7.9286,11.47,2023-05-25,12:50:00,2023-05-25 12:49:58
145.5764,15.44,35.0,7.8037,11.46,2023-05-25,13:50:00,2023-05-25 13:50:00
145.7014,16.21,35.0,8.0052,11.47,2023-05-25,16:50:00,2023-05-25 16:50:00
145.7431,16.07,35.0,8.0813,11.46,2023-05-25,17:50:00,2023-05-25 17:50:03
145.7847,16.86,35.0,8.1204,11.46,2023-05-25,18:50:00,2023-05-25 18:49:58
145.8264,16.72,35.0,8.1096,11.46,2023-05-25,19:50:00,2023-05-25 19:50:00
145.8681,16.89,35.0,8.1244,11.46,2023-05-25,20:50:00,2023-05-25 20:50:03
145.9097,16.79,35.0,8.1254,11.46,2023-05-25,21:50:00,2023-05-25 21:49:58
145.9514,16.77,35.0,8.1826,11.45,2023-05-25,22:50:00,2023-05-25 22:50:00
145.9931,16.81,35.0,8.093,11.45,2023-05-25,23:50:00,2023-05-25 23:50:03
146.0347,16.77,35.0,8.0774,11.45,2023-05-26,00:50:00,2023-05-26 00:49:58
146.0764,16.84,35.0,8.0237,11.44,2023-05-26,01:50:00,2023-05-26 01:50:00
146.1181,16.91,35.0,7.9477,11.44,2023-05-26,02:50:00,2023-05-26 02:50:03
146.1597,16.91,35.0,8.0004,11.44,2023-05-26,03:50:00,2023-05-26 03:49:58
146.2014,15.97,35.0,8.0677,11.43,2023-05-26,04:50:00,2023-05-26 04:50:00
146.2431,15.6,35.0,8.085,11.42,2023-05-26,05:50:00,2023-05-26 05:50:03
146.2847,15.53,35.0,8.0546,11.41,2023-05-26,06:50:00,2023-05-26 06:49:58
146.3264,15.53,35.0,7.9989,11.41,2023-05-26,07:50:00,2023-05-26 07:50:00
146.3681,15.49,35.0,7.9696,11.4,2023-05-26,08:50:00,2023-05-26 08:50:03
146.4097,15.42,35.0,7.9728,11.4,2023-05-26,09:50:00,2023-05-26 09:49:58
146.4514,15.42,35.0,8.0562,11.4,2023-05-26,10:50:00,2023-05-26 10:50:00
146.4931,15.42,35.0,7.9365,11.39,2023-05-26,11:50:00,2023-05-26 11:50:03
146.5347,15.56,35.0,7.9264,11.39,2023-05-26,12:50:00,2023-05-26 12:49:58
146.5764,15.81,35.0,7.8752,11.39,2023-05-26,13:50:00,2023-05-26 13:50:00
146.7014,17.76,35.0,7.7814,11.4,2023-05-26,16:50:00,2023-05-26 16:50:00
146.7431,16.72,35.0,8.0452,11.4,2023-05-26,17:50:00,2023-05-26 17:50:03
146.7847,16.93,35.0,8.0622,11.39,2023-05-26,18:50:00,2023-05-26 18:49:58
146.8264,17.71,35.0,8.0844,11.39,2023-05-26,19:50:00,2023-05-26 19:50:00
146.8681,17.85,35.0,8.0881,11.39,2023-05-26,20:50:00,2023-05-26 20:50:03
146.9097,17.61,35.0,8.1105,11.39,2023-05-26,21:50:00,2023-05-26 21:49:58
146.9514,17.66,35.0,8.1787,11.39,2023-05-26,22:50:00,2023-05-26 22:50:00
146.9931,17.59,35.0,8.0891,11.38,2023-05-26,23:50:00,2023-05-26 23:50:03
147.0347,17.47,35.0,8.0199,11.38,2023-05-27,00:50:00,2023-05-27 00:49:58
147.0764,17.64,35.0,7.9793,11.37,2023-05-27,01:50:00,2023-05-27 01:50:00
147.1181,17.54,35.0,7.8976,11.37,2023-05-27,02:50:00,2023-05-27 02:50:03
147.1597,17.64,35.0,7.8098,11.37,2023-05-27,03:50:00,2023-05-27 03:49:58
147.2014,17.4,35.0,7.962,11.37,2023-05-27,04:50:00,2023-05-27 04:50:00
147.2431,16.53,35.0,8.0932,11.36,2023-05-27,05:50:00,2023-05-27 05:50:03
147.2847,16.02,35.0,8.096,11.35,2023-05-27,06:50:00,2023-05-27 06:49:58
147.3264,15.88,35.0,8.0755,11.34,2023-05-27,07:50:00,2023-05-27 07:50:00
147.3681,15.72,35.0,8.0292,11.34,2023-05-27,08:50:00,2023-05-27 08:50:03
147.4097,15.7,35.0,8.0083,11.33,2023-05-27,09:50:00,2023-05-27 09:49:58
147.4514,15.81,35.0,8.0552,11.33,2023-05-27,10:50:00,2023-05-27 10:50:00
147.4931,15.84,35.0,8.0409,11.33,2023-05-27,11:50:00,2023-05-27 11:50:03
147.5347,15.86,35.0,7.9691,11.32,2023-05-27,12:50:00,2023-05-27 12:49:58
147.5764,16.11,35.0,7.9507,11.32,2023-05-27,13:50:00,2023-05-27 13:50:00
147.6181,16.84,35.0,7.8896,11.32,2023-05-27,14:50:00,2023-05-27 14:50:03
147.7431,18.21,35.0,7.914,11.34,2023-05-27,17:50:00,2023-05-27 17:50:03
147.7847,17.88,35.0,8.107,11.33,2023-05-27,18:50:00,2023-05-27 18:49:58
147.8264,18.09,35.0,8.1217,11.33,2023-05-27,19:50:00,2023-05-27 19:50:00
147.8681,18.42,35.0,8.1182,11.33,2023-05-27,20:50:00,2023-05-27 20:50:03
147.9097,18.49,35.0,8.1448,11.33,2023-05-27,21:50:00,2023-05-27 21:49:58
147.9514,18.45,35.0,8.114,11.33,2023-05-27,22:50:00,2023-05-27 22:50:00
147.9931,18.47,35.0,8.1764,11.32,2023-05-27,23:50:00,2023-05-27 23:50:03
148.0347,18.33,35.0,8.099,11.32,2023-05-28,00:50:00,2023-05-28 00:49:58
148.0764,18.26,35.0,8.0643,11.32,2023-05-28,01:50:00,2023-05-28 01:50:00
148.1181,18.21,35.0,8.0119,11.31,2023-05-28,02:50:00,2023-05-28 02:50:03
148.1597,18.21,35.0,7.9291,11.31,2023-05-28,03:50:00,2023-05-28 03:49:58
148.2014,18.4,35.0,7.8693,11.31,2023-05-28,04:50:00,2023-05-28 04:50:00
148.2431,18.28,35.0,7.9487,11.3,2023-05-28,05:50:00,2023-05-28 05:50:03
148.2847,17.85,35.0,8.0785,11.3,2023-05-28,06:50:00,2023-05-28 06:49:58
148.3264,17.64,35.0,8.1041,11.29,2023-05-28,07:50:00,2023-05-28 07:50:00
148.3681,17.64,35.0,8.1049,11.29,2023-05-28,08:50:00,2023-05-28 08:50:03
148.4097,17.54,35.0,8.1022,11.29,2023-05-28,09:50:00,2023-05-28 09:49:58
148.4514,17.43,35.0,8.1172,11.28,2023-05-28,10:50:00,2023-05-28 10:50:00
148.4931,17.43,35.0,8.1586,11.28,2023-05-28,11:50:00,2023-05-28 11:50:03
148.5347,17.52,35.0,8.0747,11.28,2023-05-28,12:50:00,2023-05-28 12:49:58
148.5764,17.73,35.0,8.0339,11.27,2023-05-28,13:50:00,2023-05-28 13:50:00
148.6181,18.02,35.0,8.0005,11.27,2023-05-28,14:50:00,2023-05-28 14:50:03
148.6597,18.47,35.0,7.9186,11.27,2023-05-28,15:50:00,2023-05-28 15:49:58
148.7014,19.21,35.0,7.7855,11.28,2023-05-28,16:50:00,2023-05-28 16:50:00
148.7431,19.72,35.0,7.8335,11.28,2023-05-28,17:50:00,2023-05-28 17:50:03
148.7847,19.43,35.0,8.038,11.28,2023-05-28,18:50:00,2023-05-28 18:49:58
148.8264,19.43,35.0,8.1615,11.28,2023-05-28,19:50:00,2023-05-28 19:50:00
148.8681,19.41,35.0,8.1827,11.28,2023-05-28,20:50:00,2023-05-28 20:50:03
148.9097,19.48,35.0,8.1566,11.28,2023-05-28,21:50:00,2023-05-28 21:49:58
148.9514,19.24,35.0,8.1472,11.27,2023-05-28,22:50:00,2023-05-28 22:50:00
148.9931,19.12,35.0,8.1641,11.27,2023-05-28,23:50:00,2023-05-28 23:50:03
149.0347,19.07,35.0,8.1912,11.26,2023-05-29,00:50:00,2023-05-29 00:49:58
149.0764,18.95,35.0,8.1229,11.26,2023-05-29,01:50:00,2023-05-29 01:50:00
149.1181,18.92,35.0,8.0637,11.26,2023-05-29,02:50:00,2023-05-29 02:50:03
149.1597,19.0,35.0,8.0319,11.25,2023-05-29,03:50:00,2023-05-29 03:49:58
149.2014,19.0,35.0,7.9746,11.25,2023-05-29,04:50:00,2023-05-29 04:50:00
149.2431,19.09,35.0,7.9073,11.25,2023-05-29,05:50:00,2023-05-29 05:50:03
149.2847,18.88,35.0,7.9696,11.25,2023-05-29,06:50:00,2023-05-29 06:49:58
149.3264,18.28,35.0,8.1284,11.24,2023-05-29,07:50:00,2023-05-29 07:50:00
149.3681,18.16,35.0,8.113,11.24,2023-05-29,08:50:00,2023-05-29 08:50:03
149.4097,18.04,35.0,8.1228,11.23,2023-05-29,09:50:00,2023-05-29 09:49:58
149.4514,17.9,35.0,8.1007,11.23,2023-05-29,10:50:00,2023-05-29 10:50:00
149.4931,17.64,35.0,8.127,11.22,2023-05-29,11:50:00,2023-05-29 11:50:03
149.5347,17.73,35.0,8.1576,11.22,2023-05-29,12:50:00,2023-05-29 12:49:58
149.5764,17.88,35.0,8.0878,11.21,2023-05-29,13:50:00,2023-05-29 13:50:00
149.6181,18.14,35.0,8.0442,11.21,2023-05-29,14:50:00,2023-05-29 14:50:03
149.6597,18.47,35.0,8.0197,11.22,2023-05-29,15:50:00,2023-05-29 15:49:58
149.7014,19.04,35.0,7.9607,11.22,2023-05-29,16:50:00,2023-05-29 16:50:00
149.7431,19.57,35.0,7.9154,11.22,2023-05-29,17:50:00,2023-05-29 17:50:03
149.7847,19.67,35.0,8.0134,11.22,2023-05-29,18:50:00,2023-05-29 18:49:58
149.8264,19.14,35.0,8.212,11.22,2023-05-29,19:50:00,2023-05-29 19:50:00
149.8681,19.09,35.0,8.247,11.22,2023-05-29,20:50:00,2023-05-29 20:50:03
149.9097,19.02,35.0,8.2254,11.21,2023-05-29,21:50:00,2023-05-29 21:49:58
149.9514,18.85,35.0,8.1709,11.21,2023-05-29,22:50:00,2023-05-29 22:50:00
149.9931,18.64,35.0,8.1671,11.21,2023-05-29,23:50:00,2023-05-29 23:50:03
150.0347,18.42,35.0,8.1615,11.2,2023-05-30,00:50:00,2023-05-30 00:49:58
150.0764,18.35,35.0,8.1992,11.2,2023-05-30,01:50:00,2023-05-30 01:50:00
150.1181,18.28,35.0,8.1209,11.19,2023-05-30,02:50:00,2023-05-30 02:50:03
150.1597,18.28,35.0,8.0847,11.19,2023-05-30,03:50:00,2023-05-30 03:49:58
150.2014,18.26,35.0,8.0304,11.18,2023-05-30,04:50:00,2023-05-30 04:50:00
150.2431,18.16,35.0,7.9661,11.18,2023-05-30,05:50:00,2023-05-30 05:50:03
150.2847,18.21,35.0,7.9146,11.18,2023-05-30,06:50:00,2023-05-30 06:49:58
150.3264,18.02,35.0,7.9794,11.18,2023-05-30,07:50:00,2023-05-30 07:50:00
150.3681,17.54,35.0,8.1135,11.17,2023-05-30,08:50:00,2023-05-30 08:50:03
150.4097,17.31,35.0,8.1405,11.17,2023-05-30,09:50:00,2023-05-30 09:49:58
150.4514,17.17,35.0,8.1248,11.16,2023-05-30,10:50:00,2023-05-30 10:50:00
150.4931,17.14,35.0,8.1308,11.15,2023-05-30,11:50:00,2023-05-30 11:50:03
150.5347,17.19,35.0,8.1608,11.15,2023-05-30,12:50:00,2023-05-30 12:49:58
150.5764,17.31,35.0,8.189,11.14,2023-05-30,13:50:00,2023-05-30 13:50:00
150.6181,17.69,35.0,8.1282,11.15,2023-05-30,14:50:00,2023-05-30 14:50:03
150.6597,17.88,35.0,8.0776,11.14,2023-05-30,15:50:00,2023-05-30 15:49:58
150.7014,18.21,35.0,8.0367,11.15,2023-05-30,16:50:00,2023-05-30 16:50:00
150.7431,18.9,35.0,7.9545,11.15,2023-05-30,17:50:00,2023-05-30 17:50:03
150.7847,19.48,35.0,7.9107,11.15,2023-05-30,18:50:00,2023-05-30 18:49:58
150.8264,19.57,35.0,8.0068,11.16,2023-05-30,19:50:00,2023-05-30 19:50:00
150.8681,19.19,35.0,8.2146,11.16,2023-05-30,20:50:00,2023-05-30 20:50:03
150.9097,19.12,35.0,8.226,11.15,2023-05-30,21:50:00,2023-05-30 21:49:58
150.9514,19.02,35.0,8.2342,11.15,2023-05-30,22:50:00,2023-05-30 22:50:00
150.9931,18.8,35.0,8.1978,11.14,2023-05-30,23:50:00,2023-05-30 23:50:03
151.0347,18.54,35.0,8.1777,11.14,2023-05-31,00:50:00,2023-05-31 00:49:58
151.0764,18.37,35.0,8.2145,11.14,2023-05-31,01:50:00,2023-05-31 01:50:00
151.1181,18.33,35.0,8.1752,11.13,2023-05-31,02:50:00,2023-05-31 02:50:03
151.1597,18.26,35.0,8.0934,11.13,2023-05-31,03:50:00,2023-05-31 03:49:58
151.2014,18.23,35.0,8.045,11.13,2023-05-31,04:50:00,2023-05-31 04:50:00
151.2431,18.18,35.0,7.9977,11.12,2023-05-31,05:50:00,2023-05-31 05:50:03
151.2847,18.23,35.0,7.851,11.12,2023-05-31,06:50:00,2023-05-31 06:49:58
151.3264,18.28,35.0,7.7857,11.12,2023-05-31,07:50:00,2023-05-31 07:50:00
151.3681,18.02,35.0,7.892,11.11,2023-05-31,08:50:00,2023-05-31 08:50:03
151.4097,17.45,35.0,8.1195,11.11,2023-05-31,09:50:00,2023-05-31 09:49:58
151.4514,17.4,35.0,8.1591,11.1,2023-05-31,10:50:00,2023-05-31 10:50:00
151.4931,17.36,35.0,8.1402,11.1,2023-05-31,11:50:00,2023-05-31 11:50:03
151.5347,17.4,35.0,8.1348,11.1,2023-05-31,12:50:00,2023-05-31 12:49:58
151.5764,17.64,35.0,8.1652,11.09,2023-05-31,13:50:00,2023-05-31 13:50:00
151.6181,17.85,35.0,8.147,11.09,2023-05-31,14:50:00,2023-05-31 14:50:03
151.6597,18.21,35.0,8.0863,11.09,2023-05-31,15:50:00,2023-05-31 15:49:58
151.7014,18.47,35.0,8.0663,11.09,2023-05-31,16:50:00,2023-05-31 16:50:00
151.7431,18.95,35.0,8.013,11.1,2023-05-31,17:50:00,2023-05-31 17:50:03
151.7847,19.77,35.0,7.9175,11.1,2023-05-31,18:50:00,2023-05-31 18:49:58
151.8264,20.35,35.0,7.9343,11.1,2023-05-31,19:50:00,2023-05-31 19:50:00
151.8681,19.87,35.0,8.0964,11.11,2023-05-31,20:50:00,2023-05-31 20:50:03
151.9097,19.74,35.0,8.1816,11.11,2023-05-31,21:50:00,2023-05-31 21:49:58
151.9514,19.6,35.0,8.185,11.1,2023-05-31,22:50:00,2023-05-31 22:50:00
151.9931,19.5,35.0,8.1586,11.1,2023-05-31,23:50:00,2023-05-31 23:50:03
152.0347,19.41,35.0,8.15,11.1,2023-06-01,00:50:00,2023-06-01 00:49:58
152.0764,19.41,35.0,8.1582,11.1,2023-06-01,01:50:00,2023-06-01 01:50:00
152.1181,19.43,35.0,8.1834,11.09,2023-06-01,02:50:00,2023-06-01 02:50:03
152.1597,19.38,35.0,8.1421,11.09,2023-06-01,03:50:00,2023-06-01 03:49:58
152.2014,19.26,35.0,8.0399,11.09,2023-06-01,04:50:00,2023-06-01 04:50:00
152.2431,19.19,35.0,7.9822,11.08,2023-06-01,05:50:00,2023-06-01 05:50:03
152.2847,19.19,35.0,7.8565,11.08,2023-06-01,06:50:00,2023-06-01 06:49:58
152.3264,19.43,35.0,7.7266,11.08,2023-06-01,07:50:00,2023-06-01 07:50:00
152.3681,19.6,35.0,7.6543,11.08,2023-06-01,08:50:00,2023-06-01 08:50:03
152.4097,19.31,35.0,7.8457,11.08,2023-06-01,09:50:00,2023-06-01 09:49:58
152.4514,18.42,35.0,8.0988,11.07,2023-06-01,10:50:00,2023-06-01 10:50:00
152.4931,18.26,35.0,8.0644,11.07,2023-06-01,11:50:00,2023-06-01 11:50:03
152.5764,18.61,35.0,8.0739,11.06,2023-06-01,13:50:00,2023-06-01 13:50:00
152.6181,18.78,35.0,8.1142,11.06,2023-06-01,14:50:00,2023-06-01 14:50:03
152.6597,18.88,35.0,8.1901,11.06,2023-06-01,15:50:00,2023-06-01 15:49:58
152.7014,19.55,35.0,8.0464,11.06,2023-06-01,16:50:00,2023-06-01 16:50:00
152.7431,19.72,35.0,8.0284,11.06,2023-06-01,17:50:00,2023-06-01 17:50:03
152.7847,20.25,35.0,7.9963,11.06,2023-06-01,18:50:00,2023-06-01 18:49:58
152.8264,21.29,35.0,7.9069,11.07,2023-06-01,19:50:00,2023-06-01 19:50:00
152.8681,21.83,35.0,7.9967,11.07,2023-06-01,20:50:00,2023-06-01 20:50:03
152.9097,20.62,35.0,8.1665,11.07,2023-06-01,21:50:00,2023-06-01 21:49:58
152.9514,20.38,35.0,8.1774,11.07,2023-06-01,22:50:00,2023-06-01 22:50:00
152.9931,20.28,35.0,8.152,11.06,2023-06-01,23:50:00,2023-06-01 23:50:03
153.0347,20.35,35.0,8.1191,11.06,2023-06-02,00:50:00,2023-06-02 00:49:58
153.0764,20.33,35.0,8.0892,11.06,2023-06-02,01:50:00,2023-06-02 01:50:00
153.1181,20.23,35.0,8.0988,11.05,2023-06-02,02:50:00,2023-06-02 02:50:03
153.1597,20.08,35.0,8.131,11.05,2023-06-02,03:50:00,2023-06-02 03:49:58
153.2014,20.04,35.0,8.0695,11.04,2023-06-02,04:50:00,2023-06-02 04:50:00
153.2431,20.06,35.0,8.0082,11.04,2023-06-02,05:50:00,2023-06-02 05:50:03
153.2847,19.91,35.0,7.9277,11.04,2023-06-02,06:50:00,2023-06-02 06:49:58
153.3264,19.84,35.0,7.7945,11.04,2023-06-02,07:50:00,2023-06-02 07:50:00
153.3681,20.11,35.0,7.6191,11.04,2023-06-02,08:50:00,2023-06-02 08:50:03
153.4097,20.43,35.0,7.5499,11.04,2023-06-02,09:50:00,2023-06-02 09:49:58
153.4514,20.08,35.0,7.7572,11.04,2023-06-02,10:50:00,2023-06-02 10:50:00
153.4931,19.21,35.0,8.0415,11.03,2023-06-02,11:50:00,2023-06-02 11:50:03
153.5347,19.7,35.0,8.0819,11.03,2023-06-02,12:50:00,2023-06-02 12:49:58
153.5764,19.72,35.0,8.0622,11.03,2023-06-02,13:50:00,2023-06-02 13:50:00
153.6181,20.13,35.0,8.1178,11.02,2023-06-02,14:50:00,2023-06-02 14:50:03
153.6597,20.38,35.0,8.137,11.03,2023-06-02,15:50:00,2023-06-02 15:49:58
153.7014,20.52,35.0,8.1883,11.03,2023-06-02,16:50:00,2023-06-02 16:50:00
153.7431,20.99,35.0,8.092,11.03,2023-06-02,17:50:00,2023-06-02 17:50:03
153.7847,21.19,35.0,8.0552,11.03,2023-06-02,18:50:00,2023-06-02 18:49:58
153.8264,21.71,35.0,8.0082,11.03,2023-06-02,19:50:00,2023-06-02 19:50:00
153.8681,22.56,35.0,7.9508,11.04,2023-06-02,20:50:00,2023-06-02 20:50:03
153.9097,22.71,35.0,8.0387,11.04,2023-06-02,21:50:00,2023-06-02 21:49:58
153.9514,20.94,35.0,8.1105,11.03,2023-06-02,22:50:00,2023-06-02 22:50:00
153.9931,20.38,35.0,8.1203,11.03,2023-06-02,23:50:00,2023-06-02 23:50:03
154.0347,20.18,35.0,8.1009,11.02,2023-06-03,00:50:00,2023-06-03 00:49:58
154.0764,20.08,35.0,8.0719,11.01,2023-06-03,01:50:00,2023-06-03 01:50:00
154.1181,20.3,35.0,8.0673,11.01,2023-06-03,02:50:00,2023-06-03 02:50:03
154.1597,19.99,35.0,8.0642,11.01,2023-06-03,03:50:00,2023-06-03 03:49:58
154.2014,19.72,35.0,8.1005,11.0,2023-06-03,04:50:00,2023-06-03 04:50:00
154.2431,19.79,35.0,8.0234,11.0,2023-06-03,05:50:00,2023-06-03 05:50:03
154.2847,19.89,35.0,7.9618,11.0,2023-06-03,06:50:00,2023-06-03 06:49:58
154.3264,19.62,35.0,7.868,10.99,2023-06-03,07:50:00,2023-06-03 07:50:00
154.3681,19.55,35.0,7.72,10.99,2023-06-03,08:50:00,2023-06-03 08:50:03
154.4097,19.89,35.0,7.5397,10.99,2023-06-03,09:50:00,2023-06-03 09:49:58
154.4514,20.21,35.0,7.4997,10.99,2023-06-03,10:50:00,2023-06-03 10:50:00
154.4931,19.89,35.0,7.7761,10.99,2023-06-03,11:50:00,2023-06-03 11:50:03
154.5347,18.09,35.0,7.9883,10.98,2023-06-03,12:50:00,2023-06-03 12:49:58
154.5764,18.04,35.0,8.0346,10.96,2023-06-03,13:50:00,2023-06-03 13:50:00
154.6181,18.04,35.0,8.0586,10.96,2023-06-03,14:50:00,2023-06-03 14:50:03
154.6597,18.04,35.0,8.0956,10.96,2023-06-03,15:50:00,2023-06-03 15:49:58
154.7014,17.9,35.0,8.1229,10.95,2023-06-03,16:50:00,2023-06-03 16:50:00
154.7431,17.88,35.0,8.1087,10.95,2023-06-03,17:50:00,2023-06-03 17:50:03
154.7847,17.9,35.0,8.0577,10.95,2023-06-03,18:50:00,2023-06-03 18:49:58
154.8264,17.85,35.0,8.0333,10.94,2023-06-03,19:50:00,2023-06-03 19:50:00
154.8681,17.92,35.0,7.9647,10.94,2023-06-03,20:50:00,2023-06-03 20:50:03
154.9097,18.28,35.0,7.9634,10.94,2023-06-03,21:50:00,2023-06-03 21:49:58
154.9514,17.52,35.0,8.0968,10.94,2023-06-03,22:50:00,2023-06-03 22:50:00
154.9931,17.14,35.0,8.1073,10.93,2023-06-03,23:50:00,2023-06-03 23:50:03
155.0347,16.81,35.0,8.093,10.92,2023-06-04,00:50:00,2023-06-04 00:49:58
155.0764,16.65,35.0,8.0931,10.92,2023-06-04,01:50:00,2023-06-04 01:50:00
155.1181,16.56,35.0,8.0779,10.91,2023-06-04,02:50:00,2023-06-04 02:50:03
155.1597,16.39,35.0,8.086,10.91,2023-06-04,03:50:00,2023-06-04 03:49:58
155.2014,16.35,35.0,8.1119,10.9,2023-06-04,04:50:00,2023-06-04 04:50:00
155.2431,16.35,35.0,8.237,10.9,2023-06-04,05:50:00,2023-06-04 05:50:03
155.2847,16.21,35.0,8.0654,10.89,2023-06-04,06:50:00,2023-06-04 06:49:58
155.3264,15.95,35.0,7.9775,10.89,2023-06-04,07:50:00,2023-06-04 07:50:00
155.3681,15.44,35.0,7.8893,10.88,2023-06-04,08:50:00,2023-06-04 08:50:03
155.4097,15.26,35.0,7.7646,10.88,2023-06-04,09:50:00,2023-06-04 09:49:58
155.4514,15.42,35.0,7.6314,10.87,2023-06-04,10:50:00,2023-06-04 10:50:00
155.4931,15.58,35.0,7.6794,10.87,2023-06-04,11:50:00,2023-06-04 11:50:03
155.5347,15.81,35.0,8.0108,10.87,2023-06-04,12:50:00,2023-06-04 12:49:58
155.5764,15.93,35.0,8.1061,10.87,2023-06-04,13:50:00,2023-06-04 13:50:00
155.6181,16.02,35.0,8.0999,10.87,2023-06-04,14:50:00,2023-06-04 14:50:03
155.6597,16.04,35.0,8.1051,10.87,2023-06-04,15:50:00,2023-06-04 15:49:58
155.7014,16.16,35.0,8.1219,10.87,2023-06-04,16:50:00,2023-06-04 16:50:00
155.7431,16.32,35.0,8.1659,10.87,2023-06-04,17:50:00,2023-06-04 17:50:03
155.7847,16.46,35.0,8.1819,10.87,2023-06-04,18:50:00,2023-06-04 18:49:58
155.8264,16.46,35.0,8.1384,10.87,2023-06-04,19:50:00,2023-06-04 19:50:00
155.8681,16.56,35.0,8.0873,10.87,2023-06-04,20:50:00,2023-06-04 20:50:03
155.9097,16.63,35.0,8.0435,10.87,2023-06-04,21:50:00,2023-06-04 21:49:58
155.9514,16.6,35.0,8.1383,10.86,2023-06-04,22:50:00,2023-06-04 22:50:00
155.9931,16.18,35.0,8.1317,10.86,2023-06-04,23:50:00,2023-06-04 23:50:03
156.0347,16.14,35.0,8.1112,10.85,2023-06-05,00:50:00,2023-06-05 00:49:58
156.0764,16.07,35.0,8.0881,10.85,2023-06-05,01:50:00,2023-06-05 01:50:00
